,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,3141,18334.4,49.0,297709.4,0.0,4.0,441.0,9351364.0
LNQ-ens1,3140,19624.2,63.6,320994.4,0.0,6.4,560.2,12726739.5
CEID-Walk,3141,22012.9,92.4,377122.4,0.0,10.4,822.1,14687826.3
COVIDhub-trained_ensemble,3141,23663.4,49.0,341156.1,0.0,4.0,529.0,11840481.0
CU-select,3094,27191.2,100.0,464041.4,0.0,16.0,729.0,19704721.0
OliverWyman-Navigator,2883,28304.8,100.0,420006.0,0.0,9.0,995.6,14122564.0
UpstateSU-GRU,2770,31266.9,192.0,431803.9,0.0,23.3,1276.3,15076640.6
UChicagoCHATTOPADHYAY-UnIT,3093,39649.6,116.2,572264.2,0.0,13.0,1009.3,15783855.0
COVIDhub-baseline,3141,40317.4,100.0,815590.6,0.0,9.0,784.0,39488656.0
UVA-Ensemble,3131,43181.6,112.4,761939.2,0.0,12.6,1105.1,31707536.3
LANL-GrowthRate,3111,44584.6,196.0,513004.7,0.0,16.0,1521.0,14645929.0
Google_Harvard-CPF,3140,45000.8,132.4,553828.0,0.0,11.3,1074.4,19753858.0
JHUAPL-Bucky,3141,47439.3,210.7,740543.3,0.0,21.2,2050.9,28146315.5
IUPUI-HkPrMobiDyR,3139,50194.1,68.7,965258.8,0.0,7.2,718.8,48436032.2
IowaStateLW-STEM,3103,51121.7,225.0,986821.2,0.0,25.0,1521.0,47100769.0
OneQuietNight-ML,3135,61031.0,121.0,1188334.3,0.0,16.0,1024.0,58354321.0
FAIR-NRAR,3135,75334.6,102.7,889558.0,0.0,8.2,1395.4,25959760.4
JHU_IDD-CovidSP,3141,85677.4,109.1,2684520.3,0.0,12.5,915.8,146356200.6
