,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
29219,111,208.0,,197.8,,199.0,198.0,151.0,,,,,173.9,,244.3,,,242.0,147.6,,182.0,699.0,,129.0,149.5,,,,199.0,288.0,,,,,,,,,,176.8,239.8,97.0,,86.8,,88.0,87.0,40.0,,,,,62.9,,133.3,,,131.0,36.6,,71.0,588.0,,18.0,38.5,,,,88.0,177.0,,,,,,,,,,65.8,128.8,,True,,True,True,True,,,,,True,,False,,,False,True,,True,False,,True,True,,,,True,False,,,,,,,,,,True,False
29221,59,172.0,,167.6,,142.0,156.0,18.0,,,,,120.2,,133.4,,,236.0,57.1,,164.6,,,79.0,107.9,,,,210.0,221.7,,,,,,,,,,118.1,188.9,113.0,,108.6,,83.0,97.0,-41.0,,,,,61.2,,74.4,,,177.0,-1.9,,105.6,,,20.0,48.9,,,,151.0,162.7,,,,,,,,,,59.1,129.9,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,False,,,,,,,,,,True,False
29223,33,72.0,,67.2,,60.0,59.0,60.0,,,,,58.2,,89.0,,,122.0,46.5,,61.2,,,43.0,49.8,,,,64.0,90.3,,,,,,,,,,49.9,,39.0,,34.2,,27.0,26.0,27.0,,,,,25.2,,56.0,,,89.0,13.5,,28.2,,,10.0,16.8,,,,31.0,57.3,,,,,,,,,,16.9,,,True,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,True,False,,,,,,,,,,True,
29225,71,284.0,,276.0,,240.0,253.0,109.0,,,,,237.8,,212.1,,,365.0,72.9,,254.9,261.0,,131.0,163.8,,,,328.0,374.5,,,,,,208.2,,,,235.2,328.3,213.0,,205.0,,169.0,182.0,38.0,,,,,166.8,,141.1,,,294.0,1.9,,183.9,190.0,,60.0,92.8,,,,257.0,303.5,,,,,,137.2,,,,164.2,257.3,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,False,,,,,,True,,,,True,False
29227,5,8.0,,8.5,,8.0,11.0,0.0,,,,,8.3,,20.6,,,25.0,2.8,,6.4,,,16.0,2.1,,,,9.0,,,,,,,,,,,2.9,14.8,3.0,,3.5,,3.0,6.0,-5.0,,,,,3.3,,15.6,,,20.0,-2.2,,1.4,,,11.0,-2.9,,,,4.0,,,,,,,,,,,-2.1,9.8,,False,,False,False,False,,,,,False,,False,,,False,True,,True,,,False,True,,,,False,,,,,,,,,,,True,False
29229,40,136.0,,148.2,,120.0,125.0,62.0,,,,,120.2,,157.5,,,176.0,27.9,,113.6,,,82.0,90.9,,,,152.0,200.1,,,,,,,,,,99.3,136.5,96.0,,108.2,,80.0,85.0,22.0,,,,,80.2,,117.5,,,136.0,-12.1,,73.6,,,42.0,50.9,,,,112.0,160.1,,,,,,,,,,59.3,96.5,,False,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,False,False,,,,,,,,,,True,False
29510,1099,1228.0,,1474.2,,1244.0,1507.0,733.0,,,,,1538.9,,2427.3,,786.0,1976.0,861.1,,1573.3,3254.5,,1161.5,1005.4,,,,,2976.8,,,,,,1558.8,714.0,,,1323.4,,129.0,,375.2,,145.0,408.0,-366.0,,,,,439.9,,1328.3,,-313.0,877.0,-237.9,,474.3,2155.5,,62.5,-93.6,,,,,1877.8,,,,,,459.8,-385.0,,,224.4,,,False,,False,False,False,,,,,False,,False,,False,False,False,,False,False,,True,True,,,,,False,,,,,,False,False,,,False,
30001,14,36.0,,45.8,,31.0,58.0,0.0,,,,,38.7,,76.0,,,40.0,6.5,,35.5,,,9.0,24.2,,,,78.0,130.3,,,,,,,,,,22.9,77.0,22.0,,31.8,,17.0,44.0,-14.0,,,,,24.7,,62.0,,,26.0,-7.5,,21.5,,,-5.0,10.2,,,,64.0,116.3,,,,,,,,,,8.9,63.0,,False,,True,False,True,,,,,False,,False,,,False,True,,True,,,True,True,,,,False,False,,,,,,,,,,True,False
30003,89,0.0,,32.8,,37.0,93.0,28.0,,,,,102.5,,56.7,,,111.0,5.5,,80.6,,,0.0,31.8,,,,110.0,254.3,,,,,,,,,,24.2,135.5,-89.0,,-56.2,,-52.0,4.0,-61.0,,,,,13.5,,-32.3,,,22.0,-83.5,,-8.4,,,-89.0,-57.2,,,,21.0,165.3,,,,,,,,,,-64.8,46.5,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,False,True,,,,True,False,,,,,,,,,,True,True
30005,32,164.0,,165.3,,52.0,64.0,0.0,,,,,28.0,,32.5,,,23.0,16.7,,71.5,,,28.0,59.5,,,,104.0,64.5,,,,,,,,,,116.4,,132.0,,133.3,,20.0,32.0,-32.0,,,,,-4.0,,0.5,,,-9.0,-15.3,,39.5,,,-4.0,27.5,,,,72.0,32.5,,,,,,,,,,84.4,,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,True,
30007,51,44.0,,44.5,,31.0,35.0,27.0,,,,,21.4,,63.1,,,37.0,10.2,,14.9,,,20.0,38.7,,,,52.0,,,,,,,,,,,29.6,36.6,-7.0,,-6.5,,-20.0,-16.0,-24.0,,,,,-29.6,,12.1,,,-14.0,-40.8,,-36.1,,,-31.0,-12.3,,,,1.0,,,,,,,,,,,-21.4,-14.4,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,,,,,,,,,,,False,False
30009,58,68.0,,80.9,,59.0,70.0,59.0,,,,,37.9,,81.8,,,86.0,19.1,,45.5,,,42.0,37.1,,,,119.0,100.1,,,,,,,,,,57.9,76.7,10.0,,22.9,,1.0,12.0,1.0,,,,,-20.1,,23.8,,,28.0,-38.9,,-12.5,,,-16.0,-20.9,,,,61.0,42.1,,,,,,,,,,-0.1,18.7,,False,,True,False,True,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,True,False
30011,6,0.0,,0.5,,1.0,5.0,0.0,,,,,3.6,,6.1,,,20.0,0.1,,2.3,,,8.0,0.3,,,,10.0,,,,,,,,,,,2.6,,-6.0,,-5.5,,-5.0,-1.0,-6.0,,,,,-2.4,,0.1,,,14.0,-5.9,,-3.7,,,2.0,-5.7,,,,4.0,,,,,,,,,,,-3.4,,,True,,True,True,False,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,,,,,,,,,,,True,
30013,429,212.0,,175.6,,235.0,438.0,156.0,,,,,342.5,,553.8,,,705.0,57.6,,355.1,223.0,,101.0,270.6,,,,532.0,876.9,,,,,,619.5,,,,156.9,473.0,-217.0,,-253.4,,-194.0,9.0,-273.0,,,,,-86.5,,124.8,,,276.0,-371.4,,-73.9,-206.0,,-328.0,-158.4,,,,103.0,447.9,,,,,,190.5,,,,-272.1,44.0,,False,,True,True,False,,,,,True,,True,,,False,False,,True,True,,False,True,,,,True,False,,,,,,True,,,,False,True
30015,49,48.0,,55.6,,29.0,37.0,0.0,,,,,25.5,,48.2,,,17.0,2.0,,32.6,,,13.0,25.9,,,,53.0,87.4,,,,,,,,,,22.8,,-1.0,,6.6,,-20.0,-12.0,-49.0,,,,,-23.5,,-0.8,,,-32.0,-47.0,,-16.4,,,-36.0,-23.1,,,,4.0,38.4,,,,,,,,,,-26.2,,,False,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False,
30017,13,128.0,,119.2,,77.0,78.0,,,,,,52.0,,81.7,,,72.0,3.9,,91.1,,,37.0,44.4,,,,94.0,159.5,,,,,,,,,,104.8,,115.0,,106.2,,64.0,65.0,,,,,,39.0,,68.7,,,59.0,-9.1,,78.1,,,24.0,31.4,,,,81.0,146.5,,,,,,,,,,91.8,,,True,,True,True,,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,True,
30019,7,36.0,,33.0,,21.0,23.0,,,,,,10.4,,15.0,,,23.0,28.0,,32.9,,,9.0,20.2,,,,29.0,,,,,,,,,,,26.0,,29.0,,26.0,,14.0,16.0,,,,,,3.4,,8.0,,,16.0,21.0,,25.9,,,2.0,13.2,,,,22.0,,,,,,,,,,,19.0,,,True,,True,True,,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,,,,,,,,,,,True,
30021,34,112.0,,111.2,,67.0,86.0,32.0,,,,,44.8,,106.1,,,54.0,38.0,,61.5,,,77.0,58.5,,,,105.0,122.4,,,,,,,,,,80.1,,78.0,,77.2,,33.0,52.0,-2.0,,,,,10.8,,72.1,,,20.0,4.0,,27.5,,,43.0,24.5,,,,71.0,88.4,,,,,,,,,,46.1,,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,True,
30023,64,116.0,,108.8,,104.0,108.0,31.0,,,,,49.4,,77.9,,,41.0,240.3,,63.5,,,136.0,80.1,,,,114.0,96.7,,,,,,,,,,118.3,104.5,52.0,,44.8,,40.0,44.0,-33.0,,,,,-14.6,,13.9,,,-23.0,176.3,,-0.5,,,72.0,16.1,,,,50.0,32.7,,,,,,,,,,54.3,40.5,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,False,True,,,,True,True,,,,,,,,,,False,True
30025,6,4.0,,4.3,,4.0,10.0,0.0,,,,,5.8,,11.5,,,20.0,0.1,,1.9,,,4.0,3.6,,,,16.0,15.7,,,,,,,,,,4.0,,-2.0,,-1.7,,-2.0,4.0,-6.0,,,,,-0.2,,5.5,,,14.0,-5.9,,-4.1,,,-2.0,-2.4,,,,10.0,9.7,,,,,,,,,,-2.0,,,True,,False,False,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False,
30027,61,124.0,,126.6,,83.0,95.0,0.0,,,,,44.9,,111.1,,,33.0,6.2,,76.5,,,70.0,49.7,,,,114.0,162.4,,,,,,,,,,98.7,101.6,63.0,,65.6,,22.0,34.0,-61.0,,,,,-16.1,,50.1,,,-28.0,-54.8,,15.5,,,9.0,-11.3,,,,53.0,101.4,,,,,,,,,,37.7,40.6,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,True,True
30029,855,1052.0,,1047.6,,982.0,926.0,1120.0,,,,,493.7,,1105.4,,1178.5,1091.0,613.5,,662.5,735.0,,970.0,737.6,,,,1098.0,1301.0,,,,,,544.9,,,,1112.0,721.1,197.0,,192.6,,127.0,71.0,265.0,,,,,-361.3,,250.4,,323.5,236.0,-241.5,,-192.5,-120.0,,115.0,-117.4,,,,243.0,446.0,,,,,,-310.1,,,,257.0,-133.9,,True,,True,True,False,,,,,False,,False,,False,False,False,,True,True,,True,True,,,,False,False,,,,,,False,,,,False,True
30031,942,1144.0,,1218.8,,1009.0,1114.0,532.0,,,,,626.0,,1041.6,,612.7,579.0,399.8,,787.7,1264.5,,645.5,709.1,,,,1220.0,1975.8,,,,,,1421.7,,,,1166.7,1118.7,202.0,,276.8,,67.0,172.0,-410.0,,,,,-316.0,,99.6,,-329.3,-363.0,-542.2,,-154.3,322.5,,-296.5,-232.9,,,,278.0,1033.8,,,,,,479.7,,,,224.7,176.7,,False,,True,True,False,,,,,False,,True,,False,False,False,,True,False,,False,False,,,,False,False,,,,,,False,,,,False,True
30033,1,4.0,,3.3,,4.0,4.0,0.0,,,,,1.5,,3.6,,,16.0,0.2,,2.1,,,4.0,0.6,,,,6.0,,,,,,,,,,,3.3,,3.0,,2.3,,3.0,3.0,-1.0,,,,,0.5,,2.6,,,15.0,-0.8,,1.1,,,3.0,-0.4,,,,5.0,,,,,,,,,,,2.3,,,True,,False,False,True,,,,,True,,True,,,False,True,,True,,,False,True,,,,False,,,,,,,,,,,True,
30035,62,172.0,,174.0,,142.0,214.0,88.0,,,,,96.2,,97.8,,,146.0,175.7,,94.3,,,93.0,139.7,,,,156.0,191.0,,,,,,,,,,140.1,419.3,110.0,,112.0,,80.0,152.0,26.0,,,,,34.2,,35.8,,,84.0,113.7,,32.3,,,31.0,77.7,,,,94.0,129.0,,,,,,,,,,78.1,357.3,,False,,True,False,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,False,,,,,,,,,,True,False
30037,1,8.0,,8.1,,4.0,4.0,0.0,,,,,2.4,,12.3,,,3.0,0.1,,2.2,,,7.0,0.5,,,,7.0,,,,,,,,,,,5.7,,7.0,,7.1,,3.0,3.0,-1.0,,,,,1.4,,11.3,,,2.0,-0.9,,1.2,,,6.0,-0.5,,,,6.0,,,,,,,,,,,4.7,,,False,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,True,,,,,,,,,,,True,
30039,4,20.0,,22.9,,10.0,16.0,0.0,,,,,9.4,,22.5,,,16.0,1.3,,13.7,,,19.0,4.0,,,,25.0,,,,,,,,,,,8.5,,16.0,,18.9,,6.0,12.0,-4.0,,,,,5.4,,18.5,,,12.0,-2.7,,9.7,,,15.0,0.0,,,,21.0,,,,,,,,,,,4.5,,,False,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,,,,,,,,,,,True,
30041,88,104.0,,76.9,,80.0,123.0,46.0,,,,,80.7,,152.7,,,154.0,4.0,,103.9,,,35.0,71.9,,,,152.0,189.2,,,,,,,,,,58.0,187.5,16.0,,-11.1,,-8.0,35.0,-42.0,,,,,-7.3,,64.7,,,66.0,-84.0,,15.9,,,-53.0,-16.1,,,,64.0,101.2,,,,,,,,,,-30.0,99.5,,True,,True,False,False,,,,,True,,False,,,False,False,,True,,,False,False,,,,False,False,,,,,,,,,,False,False
30043,60,104.0,,93.8,,72.0,86.0,65.0,,,,,59.9,,101.1,,,68.0,54.6,,61.7,,,58.0,62.0,,,,107.0,136.0,,,,,,,,,,63.0,90.1,44.0,,33.8,,12.0,26.0,5.0,,,,,-0.1,,41.1,,,8.0,-5.4,,1.7,,,-2.0,2.0,,,,47.0,76.0,,,,,,,,,,3.0,30.1,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,False,,,,,,,,,,True,True
30045,2,4.0,,3.5,,4.0,8.0,0.0,,,,,2.4,,8.0,,,4.0,11.8,,3.9,,,5.0,3.9,,,,12.0,,,,,,,,,,,4.7,,2.0,,1.5,,2.0,6.0,-2.0,,,,,0.4,,6.0,,,2.0,9.8,,1.9,,,3.0,1.9,,,,10.0,,,,,,,,,,,2.7,,,True,,False,False,False,,,,,True,,False,,,False,False,,True,,,False,True,,,,False,,,,,,,,,,,False,
30047,114,168.0,,162.8,,167.0,189.0,139.0,,,,,120.8,,189.7,,,213.0,19.8,,142.1,206.0,,36.0,88.1,,,,293.0,292.9,,,,,,,,,,178.7,265.9,54.0,,48.8,,53.0,75.0,25.0,,,,,6.8,,75.7,,,99.0,-94.2,,28.1,92.0,,-78.0,-25.9,,,,179.0,178.9,,,,,,,,,,64.7,151.9,,True,,True,False,True,,,,,True,,False,,,False,False,,True,False,,False,True,,,,False,False,,,,,,,,,,False,False
30049,445,764.0,,738.7,,478.0,541.0,676.0,,,,,397.4,,540.8,,,515.0,262.4,,487.9,414.0,,397.0,429.2,,,,682.0,802.6,,,,,,503.7,,,,425.7,530.5,319.0,,293.7,,33.0,96.0,231.0,,,,,-47.6,,95.8,,,70.0,-182.6,,42.9,-31.0,,-48.0,-15.8,,,,237.0,357.6,,,,,,58.7,,,,-19.3,85.5,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,True,True
30051,12,12.0,,10.5,,4.0,8.0,0.0,,,,,2.7,,6.4,,,12.0,0.0,,2.1,,,4.0,3.9,,,,18.0,,,,,,,,,,,10.0,,0.0,,-1.5,,-8.0,-4.0,-12.0,,,,,-9.3,,-5.6,,,0.0,-12.0,,-9.9,,,-8.0,-8.1,,,,6.0,,,,,,,,,,,-2.0,,,False,,False,False,False,,,,,False,,False,,,True,False,,False,,,False,False,,,,False,,,,,,,,,,,False,
30053,97,132.0,,133.6,,136.0,145.0,159.0,,,,,103.7,,152.8,,,280.0,111.9,,106.9,,,55.0,88.4,,,,198.0,235.8,,,,,,,,,,105.8,175.2,35.0,,36.6,,39.0,48.0,62.0,,,,,6.7,,55.8,,,183.0,14.9,,9.9,,,-42.0,-8.6,,,,101.0,138.8,,,,,,,,,,8.8,78.2,,False,,False,False,False,,,,,True,,False,,,False,True,,True,,,False,True,,,,False,False,,,,,,,,,,True,False
30055,19,24.0,,23.3,,13.0,16.0,,,,,,7.5,,30.4,,,12.0,4.4,,10.0,,,15.0,8.1,,,,23.0,,,,,,,,,,,14.2,,5.0,,4.3,,-6.0,-3.0,,,,,,-11.5,,11.4,,,-7.0,-14.6,,-9.0,,,-4.0,-10.9,,,,4.0,,,,,,,,,,,-4.8,,,True,,False,True,,,,,,False,,False,,,False,False,,False,,,True,False,,,,True,,,,,,,,,,,True,
30057,60,48.0,,28.9,,38.0,56.0,0.0,,,,,40.7,,74.5,,,44.0,32.4,,44.3,,,14.0,30.3,,,,79.0,83.0,,,,,,,,,,41.6,74.6,-12.0,,-31.1,,-22.0,-4.0,-60.0,,,,,-19.3,,14.5,,,-16.0,-27.6,,-15.7,,,-46.0,-29.7,,,,19.0,23.0,,,,,,,,,,-18.4,14.6,,False,,False,True,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False,False
30059,9,8.0,,7.7,,4.0,11.0,0.0,,,,,3.4,,4.3,,,9.0,0.9,,0.7,,,4.0,1.4,,,,12.0,,,,,,,,,,,7.8,20.1,-1.0,,-1.3,,-5.0,2.0,-9.0,,,,,-5.6,,-4.7,,,0.0,-8.1,,-8.3,,,-5.0,-7.6,,,,3.0,,,,,,,,,,,-1.2,11.1,,False,,False,False,False,,,,,False,,False,,,True,False,,False,,,False,False,,,,False,,,,,,,,,,,False,False
30061,22,12.0,,6.4,,4.0,12.0,0.0,,,,,15.3,,41.3,,,28.0,1.8,,10.7,,,2.0,9.4,,,,30.0,,,,,,,,,,,0.0,,-10.0,,-15.6,,-18.0,-10.0,-22.0,,,,,-6.7,,19.3,,,6.0,-20.2,,-11.3,,,-20.0,-12.6,,,,8.0,,,,,,,,,,,-22.0,,,False,,False,False,False,,,,,True,,False,,,True,False,,False,,,False,False,,,,True,,,,,,,,,,,False,
30063,476,840.0,,765.3,,631.0,745.0,453.0,,,,,494.0,,708.7,,,818.0,505.3,,636.7,628.5,,573.5,560.1,,,,982.0,1266.6,,,,,,691.6,,,,730.7,653.1,364.0,,289.3,,155.0,269.0,-23.0,,,,,18.0,,232.7,,,342.0,29.3,,160.7,152.5,,97.5,84.1,,,,506.0,790.6,,,,,,215.6,,,,254.7,177.1,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,False,,,,,,True,,,,True,True
30065,17,36.0,,35.0,,20.0,37.0,0.0,,,,,11.9,,33.6,,,32.0,1.5,,16.5,,,20.0,13.2,,,,41.0,,,,,,,,,,,30.6,66.5,19.0,,18.0,,3.0,20.0,-17.0,,,,,-5.1,,16.6,,,15.0,-15.5,,-0.5,,,3.0,-3.8,,,,24.0,,,,,,,,,,,13.6,49.5,,True,,True,False,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,,,,,,,,,,,True,False
30067,97,92.0,,88.5,,94.0,90.0,132.0,,,,,57.5,,127.5,,,76.0,28.1,,84.1,,,20.0,49.4,,,,136.0,154.6,,,,,,,,,,118.9,103.6,-5.0,,-8.5,,-3.0,-7.0,35.0,,,,,-39.5,,30.5,,,-21.0,-68.9,,-12.9,,,-77.0,-47.6,,,,39.0,57.6,,,,,,,,,,21.9,6.6,,False,,True,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False,False
30069,0,4.0,,4.0,,0.0,4.0,0.0,,,,,0.0,,9.7,,,3.0,0.2,,4.1,,,0.0,0.2,,,,6.0,,,,,,,,,,,3.8,,4.0,,4.0,,0.0,4.0,0.0,,,,,0.0,,9.7,,,3.0,0.2,,4.1,,,0.0,0.2,,,,6.0,,,,,,,,,,,3.8,,,False,,True,False,True,,,,,True,,False,,,True,True,,False,,,True,True,,,,False,,,,,,,,,,,True,
30071,21,56.0,,54.6,,40.0,40.0,0.0,,,,,28.5,,41.5,,,29.0,107.2,,17.9,,,18.0,33.1,,,,52.0,,,,,,,,,,,46.7,,35.0,,33.6,,19.0,19.0,-21.0,,,,,7.5,,20.5,,,8.0,86.2,,-3.1,,,-3.0,12.1,,,,31.0,,,,,,,,,,,25.7,,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,,,,,,,,,,,True,
30073,17,68.0,,68.0,,52.0,53.0,13.0,,,,,23.2,,88.2,,,52.0,181.3,,28.9,,,18.0,40.6,,,,75.0,101.6,,,,,,,,,,60.8,36.1,51.0,,51.0,,35.0,36.0,-4.0,,,,,6.2,,71.2,,,35.0,164.3,,11.9,,,1.0,23.6,,,,58.0,84.6,,,,,,,,,,43.8,19.1,,True,,True,True,True,,,,,True,,False,,,True,False,,True,,,True,True,,,,False,False,,,,,,,,,,True,True
30075,2,4.0,,5.0,,4.0,8.0,0.0,,,,,3.5,,5.8,,,8.0,27.0,,6.1,,,4.0,1.4,,,,12.0,,,,,,,,,,,4.6,,2.0,,3.0,,2.0,6.0,-2.0,,,,,1.5,,3.8,,,6.0,25.0,,4.1,,,2.0,-0.6,,,,10.0,,,,,,,,,,,2.6,,,False,,False,False,False,,,,,True,,False,,,False,False,,False,,,False,True,,,,False,,,,,,,,,,,False,
30077,25,68.0,,69.8,,41.0,51.0,0.0,,,,,34.9,,22.4,,,36.0,15.1,,37.2,,,22.0,33.1,,,,79.0,85.3,,,,,,,,,,65.8,,43.0,,44.8,,16.0,26.0,-25.0,,,,,9.9,,-2.6,,,11.0,-9.9,,12.2,,,-3.0,8.1,,,,54.0,60.3,,,,,,,,,,40.8,,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,False,,,,,,,,,,True,
30079,3,0.0,,0.0,,0.0,4.0,0.0,,,,,3.0,,6.2,,,4.0,0.0,,0.1,,,0.0,0.2,,,,7.0,,,,,,,,,,,2.9,,-3.0,,-3.0,,-3.0,1.0,-3.0,,,,,0.0,,3.2,,,1.0,-3.0,,-2.9,,,-3.0,-2.8,,,,4.0,,,,,,,,,,,-0.1,,,False,,False,True,False,,,,,True,,False,,,True,False,,True,,,False,True,,,,False,,,,,,,,,,,True,
30081,201,300.0,,310.0,,179.0,232.0,170.0,,,,,121.3,,532.4,,,186.0,38.9,,155.1,92.5,,183.0,160.6,,,,326.0,232.4,,,,,,,,,,144.0,273.6,99.0,,109.0,,-22.0,31.0,-31.0,,,,,-79.7,,331.4,,,-15.0,-162.1,,-45.9,-108.5,,-18.0,-40.4,,,,125.0,31.4,,,,,,,,,,-57.0,72.6,,False,,True,True,True,,,,,True,,False,,,True,False,,True,False,,True,True,,,,False,True,,,,,,,,,,True,True
30083,85,40.0,,37.7,,39.0,64.0,28.0,,,,,52.0,,77.8,,,71.0,22.0,,42.2,,,33.5,38.5,,,,73.0,129.0,,,,,,,,,,22.9,78.6,-45.0,,-47.3,,-46.0,-21.0,-57.0,,,,,-33.0,,-7.2,,,-14.0,-63.0,,-42.8,,,-51.5,-46.5,,,,-12.0,44.0,,,,,,,,,,-62.1,-6.4,,False,,False,True,False,,,,,True,,True,,,True,False,,True,,,False,False,,,,True,True,,,,,,,,,,False,True
30085,90,156.0,,149.8,,131.0,178.0,50.0,,,,,64.4,,104.4,,,96.0,201.3,,75.0,,,121.0,105.6,,,,137.0,186.3,,,,,,,,,,149.2,310.0,66.0,,59.8,,41.0,88.0,-40.0,,,,,-25.6,,14.4,,,6.0,111.3,,-15.0,,,31.0,15.6,,,,47.0,96.3,,,,,,,,,,59.2,220.0,,True,,True,False,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,False,,,,,,,,,,True,False
30087,26,40.0,,39.2,,54.0,77.0,28.0,,,,,75.1,,50.5,,,66.0,202.9,,70.8,,,7.0,46.0,,,,94.0,207.9,,,,,,,,,,148.5,,14.0,,13.2,,28.0,51.0,2.0,,,,,49.1,,24.5,,,40.0,176.9,,44.8,,,-19.0,20.0,,,,68.0,181.9,,,,,,,,,,122.5,,,True,,False,False,True,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False,
