,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FDANIHASU-Sweight,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FDANIHASU-Sweight,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FDANIHASU-Sweight,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
34011,2207,4360.0,4407.0,,,,,,3231.0,1795.1,2684.2,,3481.0,,,1931.1,2897.0,,2153.0,2200.0,,,,,,1024.0,-411.9,477.2,,1274.0,,,-275.9,690.0,,False,,,,,,True,True,True,,True,,,True,True,
34013,12125,13515.0,26966.0,,,,,,14608.0,11793.7,11265.9,,12368.5,,,10647.7,9342.0,,1390.0,14841.0,,,,,,2483.0,-331.3,-859.1,,243.5,,,-1477.3,-2783.0,,False,,,,,,False,True,True,,True,,,False,False,
34015,3514,6490.0,5761.0,,,,,,6246.0,2960.8,4681.2,,5654.0,,,5097.7,4600.0,,2976.0,2247.0,,,,,,2732.0,-553.2,1167.2,,2140.0,,,1583.7,1086.0,,True,,,,,,True,True,True,,True,,,True,True,
34017,10935,14725.0,21489.0,,,,,,15204.0,9434.0,9144.7,,15009.5,,,12059.6,7733.0,,3790.0,10554.0,,,,,,4269.0,-1501.0,-1790.3,,4074.5,,,1124.6,-3202.0,,False,,,,,,False,True,True,,False,,,True,True,
34019,1347,1850.0,606.0,,,,,,2258.0,1663.7,1652.2,,1370.5,,,1517.1,,,503.0,-741.0,,,,,,911.0,316.7,305.2,,23.5,,,170.1,,,False,,,,,,False,True,True,,True,,,True,,
34021,3928,5645.0,9533.0,,,,,,7689.0,3148.6,4593.2,,4785.5,,,4603.8,4133.0,,1717.0,5605.0,,,,,,3761.0,-779.4,665.2,,857.5,,,675.8,205.0,,False,,,,,,False,True,True,,True,,,True,True,
34023,12315,16360.0,21263.0,,,,,,19781.0,9262.6,12865.9,,14838.0,,,13349.1,9610.0,,4045.0,8948.0,,,,,,7466.0,-3052.4,550.9,,2523.0,,,1034.1,-2705.0,,False,,,,,,False,True,True,,True,,,True,True,
34025,10794,15505.0,11813.0,,,,,,15159.0,8821.8,10488.3,,11416.5,,,13647.9,5211.0,,4711.0,1019.0,,,,,,4365.0,-1972.2,-305.7,,622.5,,,2853.9,-5583.0,,True,,,,,,True,True,True,,True,,,True,False,
34027,7527,9575.0,9588.0,,,,,,10403.0,5440.3,7495.0,,8616.0,,,4932.4,3146.0,,2048.0,2061.0,,,,,,2876.0,-2086.7,-32.0,,1089.0,,,-2594.6,-4381.0,,False,,,,,,False,False,True,,True,,,False,False,
34029,11626,15335.0,30837.0,,,,,,15770.0,8473.1,12488.2,,13191.5,,,19531.2,7655.0,,3709.0,19211.0,,,,,,4144.0,-3152.9,862.2,,1565.5,,,7905.2,-3971.0,,False,,,,,,False,True,True,,True,,,False,False,
34031,7410,9155.0,3493.0,,,,,,12189.0,4736.3,6136.3,,9049.0,,,8719.9,4099.0,,1745.0,-3917.0,,,,,,4779.0,-2673.7,-1273.7,,1639.0,,,1309.9,-3311.0,,False,,,,,,False,False,True,,True,,,True,False,
34033,581,1245.0,462.0,,,,,,1224.0,388.2,885.4,,743.0,,,745.2,,,664.0,-119.0,,,,,,643.0,-192.8,304.4,,162.0,,,164.2,,,True,,,,,,True,True,True,,True,,,True,,
34035,3907,4865.0,2891.0,,,,,,6899.0,3971.8,5137.4,,4525.0,,,2678.8,3980.0,,958.0,-1016.0,,,,,,2992.0,64.8,1230.4,,618.0,,,-1228.2,73.0,,False,,,,,,False,True,False,,True,,,False,True,
34037,1815,2955.0,1530.0,,,,,,2691.0,2220.8,2059.0,,2751.0,,,2098.4,1884.0,,1140.0,-285.0,,,,,,876.0,405.8,244.0,,936.0,,,283.4,69.0,,True,,,,,,True,True,True,,True,,,True,True,
34039,7452,10300.0,5539.0,,,,,,12840.0,7168.3,6375.1,,7475.5,,,8685.9,5675.0,,2848.0,-1913.0,,,,,,5388.0,-283.7,-1076.9,,23.5,,,1233.9,-1777.0,,True,,,,,,False,True,True,,True,,,True,True,
34041,1338,1840.0,902.0,,,,,,2109.0,1107.7,1410.7,,1593.5,,,909.3,,,502.0,-436.0,,,,,,771.0,-230.3,72.7,,255.5,,,-428.7,,,True,,,,,,False,True,True,,True,,,True,,
35001,4847,7040.0,3581.0,,,,,,10007.0,2621.7,5833.1,,4468.5,,,6055.1,3656.0,,2193.0,-1266.0,,,,,,5160.0,-2225.3,986.1,,-378.5,,,1208.1,-1191.0,,True,,,,,,False,False,True,,True,,,True,True,
35003,14,10.0,0.0,,,,,,5.0,6.8,7.8,,14.0,,,,,,-4.0,-14.0,,,,,,-9.0,-7.2,-6.2,,0.0,,,,,,False,,,,,,False,False,False,,True,,,,,
35005,596,1100.0,969.0,,,,,,959.0,409.7,857.5,,658.0,,,716.9,,,504.0,373.0,,,,,,363.0,-186.3,261.5,,62.0,,,120.9,,,True,,,,,,True,True,True,,True,,,True,,
35006,191,315.0,103.0,,,,,,449.0,60.6,247.6,,188.0,,,440.6,,,124.0,-88.0,,,,,,258.0,-130.4,56.6,,-3.0,,,249.6,,,True,,,,,,False,False,True,,True,,,False,,
35007,64,100.0,,,,,,,150.0,23.4,70.9,,43.0,,,,,,36.0,,,,,,,86.0,-40.6,6.9,,-21.0,,,,,,,,,,,,False,False,True,,True,,,,,
35009,264,720.0,477.0,,,,,,1072.0,338.9,498.8,,553.0,,,631.1,,,456.0,213.0,,,,,,808.0,74.9,234.8,,289.0,,,367.1,,,True,,,,,,False,True,True,,True,,,True,,
35011,10,10.0,0.0,,,,,,31.0,9.3,19.1,,4.0,,,,,,0.0,-10.0,,,,,,21.0,-0.7,9.1,,-6.0,,,,,,False,,,,,,False,False,False,,False,,,,,
35013,2255,3545.0,2254.0,,,,,,2389.0,1852.5,2753.5,,2096.0,,,3130.9,2393.0,,1290.0,-1.0,,,,,,134.0,-402.5,498.5,,-159.0,,,875.9,138.0,,True,,,,,,True,True,True,,True,,,True,True,
35015,712,1285.0,1057.0,,,,,,754.0,429.8,944.2,,966.0,,,805.9,,,573.0,345.0,,,,,,42.0,-282.2,232.2,,254.0,,,93.9,,,True,,,,,,True,True,True,,True,,,True,,
35017,254,310.0,80.0,,,,,,142.0,102.4,289.5,,186.0,,,,,,56.0,-174.0,,,,,,-112.0,-151.6,35.5,,-68.0,,,,,,False,,,,,,False,False,True,,False,,,,,
35019,37,30.0,,,,,,,81.0,19.0,26.3,,11.0,,,,,,-7.0,,,,,,,44.0,-18.0,-10.7,,-26.0,,,,,,,,,,,,False,False,False,,False,,,,,
35021,0,0.0,0.0,,,,,,23.0,0.2,0.4,,,,,,,,0.0,0.0,,,,,,23.0,0.2,0.4,,,,,,,,True,,,,,,False,False,False,,,,,,,
35023,42,130.0,,,,,,,18.0,7.7,60.2,,57.0,,,,,,88.0,,,,,,,-24.0,-34.3,18.2,,15.0,,,,,,,,,,,,True,True,True,,True,,,,,
35025,396,770.0,497.0,,,,,,1076.0,181.4,720.7,,251.0,,,460.0,,,374.0,101.0,,,,,,680.0,-214.6,324.7,,-145.0,,,64.0,,,True,,,,,,False,True,True,,True,,,True,,
35027,183,530.0,723.0,,,,,,242.0,441.0,319.9,,442.5,,,,,,347.0,540.0,,,,,,59.0,258.0,136.9,,259.5,,,,,,False,,,,,,True,True,True,,True,,,,,
35028,64,155.0,40.0,,,,,,310.0,156.2,130.4,,176.0,,,,,,91.0,-24.0,,,,,,246.0,92.2,66.4,,112.0,,,,,,True,,,,,,False,False,True,,False,,,,,
35029,288,880.0,734.0,,,,,,121.0,415.5,459.6,,952.5,,,,,,592.0,446.0,,,,,,-167.0,127.5,171.6,,664.5,,,,,,True,,,,,,True,True,True,,False,,,,,
35031,818,1660.0,721.0,,,,,,1064.0,370.9,1067.2,,787.0,,,519.0,,,842.0,-97.0,,,,,,246.0,-447.1,249.2,,-31.0,,,-299.0,,,True,,,,,,True,True,True,,True,,,True,,
35033,18,10.0,0.0,,,,,,64.0,8.8,12.3,,0.0,,,,,,-8.0,-18.0,,,,,,46.0,-9.2,-5.7,,-18.0,,,,,,False,,,,,,False,False,True,,False,,,,,
35035,559,740.0,614.0,,,,,,505.0,499.7,548.4,,622.0,,,312.2,,,181.0,55.0,,,,,,-54.0,-59.3,-10.6,,63.0,,,-246.8,,,True,,,,,,True,True,True,,True,,,False,,
35037,26,70.0,0.0,,,,,,126.0,21.5,47.3,,44.0,,,,,,44.0,-26.0,,,,,,100.0,-4.5,21.3,,18.0,,,,,,True,,,,,,False,True,True,,True,,,,,
35039,330,935.0,864.0,,,,,,515.0,324.0,597.3,,592.0,,,771.2,,,605.0,534.0,,,,,,185.0,-6.0,267.3,,262.0,,,441.2,,,True,,,,,,True,True,True,,True,,,True,,
35041,106,240.0,67.0,,,,,,372.0,79.6,169.6,,122.0,,,,,,134.0,-39.0,,,,,,266.0,-26.4,63.6,,16.0,,,,,,True,,,,,,False,True,True,,True,,,,,
35043,1033,1660.0,769.0,,,,,,2177.0,639.3,1183.5,,890.0,,,2626.0,1040.0,,627.0,-264.0,,,,,,1144.0,-393.7,150.5,,-143.0,,,1593.0,7.0,,True,,,,,,False,True,True,,True,,,False,True,
35045,959,2355.0,1929.0,,,,,,2138.0,610.8,1935.3,,1562.0,,,2090.4,,,1396.0,970.0,,,,,,1179.0,-348.2,976.3,,603.0,,,1131.4,,,True,,,,,,True,True,True,,True,,,True,,
35047,154,280.0,240.0,,,,,,586.0,193.8,223.3,,200.0,,,,,,126.0,86.0,,,,,,432.0,39.8,69.3,,46.0,,,,,,True,,,,,,False,True,True,,True,,,,,
35049,804,1620.0,441.0,,,,,,2221.0,580.7,1775.9,,1138.0,,,2160.7,1248.0,,816.0,-363.0,,,,,,1417.0,-223.3,971.9,,334.0,,,1356.7,444.0,,True,,,,,,False,True,False,,True,,,False,True,
35051,40,60.0,0.0,,,,,,51.0,24.4,62.8,,17.0,,,,,,20.0,-40.0,,,,,,11.0,-15.6,22.8,,-23.0,,,,,,False,,,,,,True,True,False,,False,,,,,
35053,135,240.0,0.0,,,,,,206.0,74.0,120.6,,198.0,,,,,,105.0,-135.0,,,,,,71.0,-61.0,-14.4,,63.0,,,,,,False,,,,,,True,True,True,,True,,,,,
35055,128,345.0,337.0,,,,,,370.0,236.3,194.5,,211.0,,,,,,217.0,209.0,,,,,,242.0,108.3,66.5,,83.0,,,,,,True,,,,,,False,True,True,,True,,,,,
35057,66,95.0,31.0,,,,,,217.0,63.0,96.9,,66.0,,,,,,29.0,-35.0,,,,,,151.0,-3.0,30.9,,0.0,,,,,,False,,,,,,False,True,False,,True,,,,,
35059,28,10.0,0.0,,,,,,38.0,5.5,10.3,,24.0,,,,,,-18.0,-28.0,,,,,,10.0,-22.5,-17.7,,-4.0,,,,,,False,,,,,,True,False,True,,True,,,,,
35061,499,910.0,683.0,,,,,,1268.0,265.9,645.5,,608.0,,,1611.5,,,411.0,184.0,,,,,,769.0,-233.1,146.5,,109.0,,,1112.5,,,True,,,,,,False,True,True,,True,,,False,,
36001,3471,7580.0,6131.0,,,,,,6513.0,3925.2,6116.6,,6419.0,,,5770.6,4192.0,,4109.0,2660.0,,,,,,3042.0,454.2,2645.6,,2948.0,,,2299.6,721.0,,True,,,,,,True,True,True,,True,,,True,True,
36003,450,645.0,140.0,,,,,,905.0,259.1,549.5,,537.0,,,377.1,,,195.0,-310.0,,,,,,455.0,-190.9,99.5,,87.0,,,-72.9,,,False,,,,,,False,True,True,,True,,,True,,
36005,32341,39275.0,94496.0,,,,,,,41182.8,31004.8,,34890.5,,,13815.8,12604.0,,6934.0,62155.0,,,,,,,8841.8,-1336.2,,2549.5,,,-18525.2,-19737.0,,False,,,,,,,False,True,,True,,,False,False,
36007,2931,5305.0,5174.0,,,,,,4186.0,2074.2,3590.2,,4689.0,,,2515.2,4024.0,,2374.0,2243.0,,,,,,1255.0,-856.8,659.2,,1758.0,,,-415.8,1093.0,,True,,,,,,True,True,True,,True,,,True,True,
36009,806,1365.0,790.0,,,,,,1613.0,540.4,940.3,,1020.5,,,1780.4,,,559.0,-16.0,,,,,,807.0,-265.6,134.3,,214.5,,,974.4,,,True,,,,,,False,True,True,,True,,,False,,
36011,698,1940.0,876.0,,,,,,1723.0,706.2,1281.6,,1262.0,,,1807.2,,,1242.0,178.0,,,,,,1025.0,8.2,583.6,,564.0,,,1109.2,,,True,,,,,,True,True,True,,True,,,True,,
36013,1341,2985.0,1955.0,,,,,,2818.0,1418.6,2096.4,,2323.0,,,2408.1,,,1644.0,614.0,,,,,,1477.0,77.6,755.4,,982.0,,,1067.1,,,True,,,,,,True,True,True,,True,,,True,,
36015,646,1515.0,687.0,,,,,,1821.0,667.6,983.8,,1248.5,,,656.5,,,869.0,41.0,,,,,,1175.0,21.6,337.8,,602.5,,,10.5,,,True,,,,,,False,True,True,,True,,,True,,
36017,539,1040.0,827.0,,,,,,856.0,621.5,865.2,,1003.0,,,,,,501.0,288.0,,,,,,317.0,82.5,326.2,,464.0,,,,,,True,,,,,,True,True,True,,True,,,,,
36019,1198,1600.0,787.0,,,,,,1179.0,1068.4,1586.0,,1498.0,,,3819.3,,,402.0,-411.0,,,,,,-19.0,-129.6,388.0,,300.0,,,2621.3,,,False,,,,,,True,True,True,,True,,,False,,
36021,682,1745.0,1181.0,,,,,,1152.0,1188.4,1416.7,,1639.0,,,1161.1,,,1063.0,499.0,,,,,,470.0,506.4,734.7,,957.0,,,479.1,,,True,,,,,,True,True,True,,True,,,True,,
36023,410,755.0,553.0,,,,,,1098.0,248.0,584.6,,541.0,,,1089.6,,,345.0,143.0,,,,,,688.0,-162.0,174.6,,131.0,,,679.6,,,True,,,,,,False,True,True,,True,,,False,,
36025,398,585.0,499.0,,,,,,802.0,176.1,616.0,,621.0,,,,,,187.0,101.0,,,,,,404.0,-221.9,218.0,,223.0,,,,,,True,,,,,,False,False,False,,False,,,,,
36027,4567,7540.0,3686.0,,,,,,6473.0,5842.2,6362.6,,6135.5,,,6983.1,3763.0,,2973.0,-881.0,,,,,,1906.0,1275.2,1795.6,,1568.5,,,2416.1,-804.0,,True,,,,,,True,True,True,,True,,,True,True,
36029,10866,16905.0,15066.0,,,,,,17825.0,5652.4,15627.8,,14711.0,,,7849.7,10546.0,,6039.0,4200.0,,,,,,6959.0,-5213.6,4761.8,,3845.0,,,-3016.3,-320.0,,True,,,,,,False,True,True,,True,,,True,True,
36031,311,365.0,71.0,,,,,,520.0,142.7,541.9,,341.0,,,,,,54.0,-240.0,,,,,,209.0,-168.3,230.9,,30.0,,,,,,False,,,,,,False,False,False,,True,,,,,
36033,759,1055.0,1783.0,,,,,,777.0,1064.8,961.1,,1466.0,,,,,,296.0,1024.0,,,,,,18.0,305.8,202.1,,707.0,,,,,,False,,,,,,True,False,True,,False,,,,,
36035,1016,1460.0,912.0,,,,,,1061.0,1082.4,1171.8,,1382.0,,,,,,444.0,-104.0,,,,,,45.0,66.4,155.8,,366.0,,,,,,True,,,,,,True,True,True,,True,,,,,
36037,561,1340.0,835.0,,,,,,1190.0,426.5,818.3,,570.0,,,1142.7,,,779.0,274.0,,,,,,629.0,-134.5,257.3,,9.0,,,581.7,,,True,,,,,,True,True,True,,True,,,True,,
36039,453,1070.0,654.0,,,,,,853.0,447.0,909.3,,881.0,,,,,,617.0,201.0,,,,,,400.0,-6.0,456.3,,428.0,,,,,,True,,,,,,True,True,True,,True,,,,,
36041,121,80.0,,,,,,,62.0,12.3,39.3,,45.0,,,,,,-41.0,,,,,,,-59.0,-108.7,-81.7,,-76.0,,,,,,,,,,,,False,False,False,,False,,,,,
36043,649,2055.0,929.0,,,,,,1134.0,738.0,1177.1,,1431.0,,,1186.9,,,1406.0,280.0,,,,,,485.0,89.0,528.1,,782.0,,,537.9,,,True,,,,,,True,True,True,,True,,,True,,
36045,1288,2225.0,1105.0,,,,,,2103.0,1899.4,1895.4,,2239.5,,,2041.4,,,937.0,-183.0,,,,,,815.0,611.4,607.4,,951.5,,,753.4,,,True,,,,,,True,True,True,,False,,,True,,
36047,46427,59130.0,155659.0,,,,,,,84873.3,52326.1,,48983.0,,,21795.6,19045.0,,12703.0,109232.0,,,,,,,38446.3,5899.1,,2556.0,,,-24631.4,-27382.0,,False,,,,,,,False,True,,True,,,False,False,
36049,447,970.0,503.0,,,,,,488.0,637.8,520.6,,951.0,,,,,,523.0,56.0,,,,,,41.0,190.8,73.6,,504.0,,,,,,True,,,,,,True,True,True,,True,,,,,
36051,687,1195.0,699.0,,,,,,1245.0,547.0,845.5,,940.0,,,1431.6,,,508.0,12.0,,,,,,558.0,-140.0,158.5,,253.0,,,744.6,,,True,,,,,,False,True,True,,True,,,False,,
36053,545,1205.0,733.0,,,,,,1518.0,444.8,1229.8,,1023.0,,,1125.8,,,660.0,188.0,,,,,,973.0,-100.2,684.8,,478.0,,,580.8,,,True,,,,,,False,True,False,,True,,,True,,
36055,6665,12400.0,12112.0,,,,,,14782.0,4885.7,10706.8,,7767.5,,,14485.2,5062.0,,5735.0,5447.0,,,,,,8117.0,-1779.3,4041.8,,1102.5,,,7820.2,-1603.0,,True,,,,,,False,True,True,,True,,,False,True,
36057,768,1385.0,1145.0,,,,,,1122.0,548.7,892.4,,1243.0,,,420.9,,,617.0,377.0,,,,,,354.0,-219.3,124.4,,475.0,,,-347.1,,,True,,,,,,True,True,True,,True,,,True,,
36059,27539,42700.0,26813.0,,,,,,39137.0,23052.1,33672.6,,33559.0,,,42753.7,10931.0,,15161.0,-726.0,,,,,,11598.0,-4486.9,6133.6,,6020.0,,,15214.7,-16608.0,,True,,,,,,True,True,True,,True,,,False,False,
36061,23538,27355.0,52045.0,,,,,,21793.0,34856.6,33976.8,,,,,38641.3,16130.0,,3817.0,28507.0,,,,,,-1745.0,11318.6,10438.8,,,,,15103.3,-7408.0,,False,,,,,,True,False,False,,,,,False,False,
36063,2522,5270.0,2504.0,,,,,,4381.0,4024.9,4547.4,,3945.0,,,4750.7,2563.0,,2748.0,-18.0,,,,,,1859.0,1502.9,2025.4,,1423.0,,,2228.7,41.0,,True,,,,,,True,True,True,,True,,,True,True,
36065,2132,5990.0,2619.0,,,,,,4973.0,3066.0,4310.0,,4031.0,,,3471.9,2609.0,,3858.0,487.0,,,,,,2841.0,934.0,2178.0,,1899.0,,,1339.9,477.0,,True,,,,,,True,True,True,,True,,,True,True,
36067,3515,9215.0,8312.0,,,,,,9750.0,2872.2,7105.0,,7091.0,,,5700.6,4049.0,,5700.0,4797.0,,,,,,6235.0,-642.8,3590.0,,3576.0,,,2185.6,534.0,,True,,,,,,False,True,True,,True,,,True,True,
36069,860,1560.0,683.0,,,,,,2235.0,575.5,1314.1,,977.5,,,774.4,,,700.0,-177.0,,,,,,1375.0,-284.5,454.1,,117.5,,,-85.6,,,True,,,,,,False,True,True,,True,,,True,,
36071,6735,9220.0,22794.0,,,,,,9364.0,5276.2,7521.1,,7593.5,,,12087.9,5558.0,,2485.0,16059.0,,,,,,2629.0,-1458.8,786.1,,858.5,,,5352.9,-1177.0,,False,,,,,,False,True,True,,True,,,False,True,
36073,420,710.0,173.0,,,,,,813.0,344.1,794.6,,471.5,,,,,,290.0,-247.0,,,,,,393.0,-75.9,374.6,,51.5,,,,,,True,,,,,,False,True,False,,True,,,,,
36075,860,1805.0,822.0,,,,,,2220.0,1061.0,1392.5,,1447.0,,,1959.4,,,945.0,-38.0,,,,,,1360.0,201.0,532.5,,587.0,,,1099.4,,,True,,,,,,False,True,True,,True,,,False,,
36077,488,1215.0,1312.0,,,,,,1097.0,1224.8,1068.9,,1303.0,,,,,,727.0,824.0,,,,,,609.0,736.8,580.9,,815.0,,,,,,False,,,,,,True,False,True,,False,,,,,
36079,1483,2650.0,1914.0,,,,,,2471.0,1392.4,1591.7,,1815.0,,,2682.0,,,1167.0,431.0,,,,,,988.0,-90.6,108.7,,332.0,,,1199.0,,,True,,,,,,True,True,True,,True,,,False,,
36081,44463,58770.0,162860.0,,,,,,,51818.6,55447.4,,48959.0,,,25481.7,18491.0,,14307.0,118397.0,,,,,,,7355.6,10984.4,,4496.0,,,-18981.3,-25972.0,,False,,,,,,,True,True,,True,,,False,False,
36083,1616,3765.0,1992.0,,,,,,3510.0,2021.2,2737.3,,2867.0,,,2273.9,2800.0,,2149.0,376.0,,,,,,1894.0,405.2,1121.3,,1251.0,,,657.9,1184.0,,True,,,,,,True,True,True,,True,,,True,True,
36085,9788,15380.0,10226.0,,,,,,,6468.3,12051.8,,11734.5,,,38655.1,6765.0,,5592.0,438.0,,,,,,,-3319.7,2263.8,,1946.5,,,28867.1,-3023.0,,True,,,,,,,True,True,,True,,,False,True,
36087,5468,8010.0,8999.0,,,,,,8807.0,3876.3,4503.6,,7063.0,,,6965.7,2762.0,,2542.0,3531.0,,,,,,3339.0,-1591.7,-964.4,,1595.0,,,1497.7,-2706.0,,False,,,,,,False,True,True,,True,,,True,False,
36089,1543,2505.0,2200.0,,,,,,1728.0,1267.0,2297.9,,2483.5,,,1949.6,,,962.0,657.0,,,,,,185.0,-276.0,754.9,,940.5,,,406.6,,,True,,,,,,True,True,True,,True,,,True,,
36091,2047,5015.0,3711.0,,,,,,4546.0,2233.9,4486.8,,3709.0,,,7461.9,2681.0,,2968.0,1664.0,,,,,,2499.0,186.9,2439.8,,1662.0,,,5414.9,634.0,,True,,,,,,True,True,True,,True,,,False,True,
36093,1659,3920.0,4345.0,,,,,,3402.0,1993.3,3145.9,,2954.0,,,3317.6,2139.0,,2261.0,2686.0,,,,,,1743.0,334.3,1486.9,,1295.0,,,1658.6,480.0,,False,,,,,,True,True,True,,True,,,True,True,
36095,230,435.0,96.0,,,,,,583.0,324.0,505.7,,363.0,,,,,,205.0,-134.0,,,,,,353.0,94.0,275.7,,133.0,,,,,,True,,,,,,False,True,False,,True,,,,,
36097,111,260.0,60.0,,,,,,364.0,97.3,176.2,,197.0,,,,,,149.0,-51.0,,,,,,253.0,-13.7,65.2,,86.0,,,,,,True,,,,,,False,True,True,,True,,,,,
36099,303,605.0,263.0,,,,,,699.0,546.4,502.3,,593.0,,,,,,302.0,-40.0,,,,,,396.0,243.4,199.3,,290.0,,,,,,True,,,,,,False,True,True,,True,,,,,
36101,756,1220.0,315.0,,,,,,1863.0,470.9,1061.5,,746.0,,,1946.7,,,464.0,-441.0,,,,,,1107.0,-285.1,305.5,,-10.0,,,1190.7,,,True,,,,,,False,True,True,,True,,,False,,
36103,27575,48365.0,29744.0,,,,,,51187.0,26240.2,40934.1,,31339.0,,,50203.0,13179.0,,20790.0,2169.0,,,,,,23612.0,-1334.8,13359.1,,3764.0,,,22628.0,-14396.0,,True,,,,,,False,True,True,,True,,,False,True,
36105,736,1215.0,868.0,,,,,,1563.0,793.8,1026.5,,1030.0,,,1061.5,,,479.0,132.0,,,,,,827.0,57.8,290.5,,294.0,,,325.5,,,True,,,,,,False,True,True,,True,,,True,,
36107,486,840.0,599.0,,,,,,997.0,273.5,592.0,,800.0,,,280.1,,,354.0,113.0,,,,,,511.0,-212.5,106.0,,314.0,,,-205.9,,,True,,,,,,False,True,True,,True,,,True,,
36109,630,1195.0,1219.0,,,,,,1787.0,693.6,894.1,,1262.0,,,1279.7,,,565.0,589.0,,,,,,1157.0,63.6,264.1,,632.0,,,649.7,,,False,,,,,,False,True,True,,False,,,False,,
36111,1852,3405.0,1977.0,,,,,,3298.0,1787.6,3271.1,,3227.0,,,3266.5,1917.0,,1553.0,125.0,,,,,,1446.0,-64.4,1419.1,,1375.0,,,1414.5,65.0,,True,,,,,,True,True,True,,True,,,True,True,
36113,584,1315.0,656.0,,,,,,1188.0,768.3,1253.2,,1170.0,,,,,,731.0,72.0,,,,,,604.0,184.3,669.2,,586.0,,,,,,True,,,,,,True,True,True,,True,,,,,
36115,682,1100.0,384.0,,,,,,1108.0,579.8,1416.6,,1224.0,,,,,,418.0,-298.0,,,,,,426.0,-102.2,734.6,,542.0,,,,,,True,,,,,,False,True,False,,False,,,,,
36117,606,1385.0,1074.0,,,,,,1788.0,525.2,1119.7,,1043.0,,,1490.9,,,779.0,468.0,,,,,,1182.0,-80.8,513.7,,437.0,,,884.9,,,True,,,,,,False,True,True,,True,,,False,,
36119,18671,27355.0,48916.0,,,,,,22981.0,16818.9,18762.3,,24324.0,,,27802.8,10208.0,,8684.0,30245.0,,,,,,4310.0,-1852.1,91.3,,5653.0,,,9131.8,-8463.0,,False,,,,,,True,True,True,,True,,,False,True,
36121,501,1140.0,479.0,,,,,,825.0,677.5,705.5,,732.5,,,1074.7,,,639.0,-22.0,,,,,,324.0,176.5,204.5,,231.5,,,573.7,,,True,,,,,,True,True,True,,True,,,True,,
36123,139,460.0,237.0,,,,,,480.0,194.2,325.8,,377.5,,,,,,321.0,98.0,,,,,,341.0,55.2,186.8,,238.5,,,,,,True,,,,,,False,True,True,,True,,,,,
37001,2510,3450.0,2136.0,,,,,,3715.0,1478.6,2619.0,,3012.0,,,3330.5,1050.0,,940.0,-374.0,,,,,,1205.0,-1031.4,109.0,,502.0,,,820.5,-1460.0,,True,,,,,,False,False,True,,True,,,True,False,
37003,551,575.0,168.0,,,,,,974.0,446.9,656.9,,247.0,,,737.6,,,24.0,-383.0,,,,,,423.0,-104.1,105.9,,-304.0,,,186.6,,,False,,,,,,False,False,False,,False,,,False,,
37005,109,195.0,32.0,,,,,,200.0,36.2,122.8,,126.0,,,,,,86.0,-77.0,,,,,,91.0,-72.8,13.8,,17.0,,,,,,True,,,,,,False,True,True,,True,,,,,
37007,363,790.0,925.0,,,,,,555.0,358.0,460.5,,880.5,,,,,,427.0,562.0,,,,,,192.0,-5.0,97.5,,517.5,,,,,,False,,,,,,True,True,True,,False,,,,,
37009,249,380.0,75.0,,,,,,483.0,104.1,336.0,,151.0,,,,,,131.0,-174.0,,,,,,234.0,-144.9,87.0,,-98.0,,,,,,False,,,,,,False,False,True,,True,,,,,
37011,189,225.0,46.0,,,,,,374.0,47.5,199.0,,63.0,,,,,,36.0,-143.0,,,,,,185.0,-141.5,10.0,,-126.0,,,,,,False,,,,,,False,False,True,,False,,,,,
37013,631,1100.0,247.0,,,,,,1161.0,210.4,781.2,,1054.5,,,502.8,,,469.0,-384.0,,,,,,530.0,-420.6,150.2,,423.5,,,-128.2,,,True,,,,,,False,True,True,,True,,,True,,
37015,161,300.0,75.0,,,,,,315.0,102.8,256.9,,305.0,,,,,,139.0,-86.0,,,,,,154.0,-58.2,95.9,,144.0,,,,,,True,,,,,,False,True,True,,False,,,,,
37017,492,805.0,441.0,,,,,,764.0,304.4,524.0,,814.0,,,671.7,,,313.0,-51.0,,,,,,272.0,-187.6,32.0,,322.0,,,179.7,,,True,,,,,,True,True,True,,False,,,True,,
