,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IUPUI-HkPrMobiDyR,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IUPUI-HkPrMobiDyR,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IUPUI-HkPrMobiDyR,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01049,42,56.0,,54.3,,48.0,50.0,47.0,,,,,62.5,,,27.0,,,59.7,154.0,21.7,,93.2,136.0,,16.0,38.4,,,,34.0,49.0,,,,,,52.3,53.6,,,,46.6,93.4,14.0,,12.3,,6.0,8.0,5.0,,,,,20.5,,,-15.0,,,17.7,112.0,-20.3,,51.2,94.0,,-26.0,-3.6,,,,-8.0,7.0,,,,,,10.3,11.6,,,,4.6,51.4,,True,,True,True,True,,,,,False,,,False,,,False,False,False,,False,False,,False,True,,,,True,True,,,,,,True,True,,,,True,False
01051,143,140.0,,140.7,,121.0,116.0,128.0,,,,,89.2,,,64.4,,,149.4,153.0,84.0,,145.2,174.0,,98.0,118.4,,,,102.0,121.0,,,,,,122.8,102.5,,,,104.3,181.5,-3.0,,-2.3,,-22.0,-27.0,-15.0,,,,,-53.8,,,-78.6,,,6.4,10.0,-59.0,,2.2,31.0,,-45.0,-24.6,,,,-41.0,-22.0,,,,,,-20.2,-40.5,,,,-38.7,38.5,,True,,False,False,False,,,,,False,,,False,,,False,False,False,,True,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
01053,34,37.0,,35.5,,36.0,29.0,36.0,,,,,32.9,,,44.6,,,36.2,87.0,24.1,,65.8,70.0,,9.0,26.5,,,,25.0,35.0,,,,,,39.3,30.5,,,,36.1,56.7,3.0,,1.5,,2.0,-5.0,2.0,,,,,-1.1,,,10.6,,,2.2,53.0,-9.9,,31.8,36.0,,-25.0,-7.5,,,,-9.0,1.0,,,,,,5.3,-3.5,,,,2.1,22.7,,True,,True,False,True,,,,,True,,,False,,,True,False,False,,False,False,,False,False,,,,False,True,,,,,,False,False,,,,True,False
01055,121,106.0,,128.9,,95.0,96.0,87.0,,,,,99.9,,,70.7,,,105.7,212.0,33.3,,148.9,188.0,,45.0,83.0,,,,67.0,105.0,,,,,,146.4,112.4,,,,45.3,173.2,-15.0,,7.9,,-26.0,-25.0,-34.0,,,,,-21.1,,,-50.3,,,-15.3,91.0,-87.7,,27.9,67.0,,-76.0,-38.0,,,,-54.0,-16.0,,,,,,25.4,-8.6,,,,-75.7,52.2,,True,,False,False,False,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,True,,,,False,False
01057,20,43.0,,44.9,,21.0,17.0,15.0,,,,,15.9,,,4.9,,,36.8,30.0,7.4,,33.0,,,2.0,16.9,,,,25.0,31.0,,,,,,,34.6,,,,40.2,38.1,23.0,,24.9,,1.0,-3.0,-5.0,,,,,-4.1,,,-15.1,,,16.8,10.0,-12.6,,13.0,,,-18.0,-3.1,,,,5.0,11.0,,,,,,,14.6,,,,20.2,18.1,,False,,True,True,True,,,,,True,,,True,,,True,True,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,True,True
01059,35,9.0,,9.6,,21.0,20.0,20.0,,,,,27.9,,,1.9,,,15.1,66.0,13.1,,43.9,52.0,,5.0,13.1,,,,7.0,28.0,,,,,,15.3,18.5,,,,1.7,37.1,-26.0,,-25.4,,-14.0,-15.0,-15.0,,,,,-7.1,,,-33.1,,,-19.9,31.0,-21.9,,8.9,17.0,,-30.0,-21.9,,,,-28.0,-7.0,,,,,,-19.7,-16.5,,,,-33.3,2.1,,True,,True,True,True,,,,,True,,,False,,,True,False,True,,True,True,,False,True,,,,False,True,,,,,,True,True,,,,False,True
01061,20,26.0,,21.7,,22.0,18.0,23.0,,,,,20.6,,,10.0,,,24.1,73.0,4.2,,37.4,,,9.0,16.3,,,,14.0,19.0,,,,,,26.7,22.6,,,,23.4,50.8,6.0,,1.7,,2.0,-2.0,3.0,,,,,0.6,,,-10.0,,,4.1,53.0,-15.8,,17.4,,,-11.0,-3.7,,,,-6.0,-1.0,,,,,,6.7,2.6,,,,3.4,30.8,,True,,True,True,True,,,,,True,,,False,,,True,False,False,,False,,,False,True,,,,False,True,,,,,,False,True,,,,True,False
01063,12,14.0,,14.4,,12.0,10.0,7.0,,,,,7.7,,,16.5,,,12.8,10.0,13.8,,11.6,,,13.0,9.5,,,,17.0,12.0,,,,,,,10.6,,,,17.1,14.0,2.0,,2.4,,0.0,-2.0,-5.0,,,,,-4.3,,,4.5,,,0.8,-2.0,1.8,,-0.4,,,1.0,-2.5,,,,5.0,0.0,,,,,,,-1.4,,,,5.1,2.0,,False,,True,False,False,,,,,False,,,False,,,True,False,True,,True,,,True,False,,,,False,True,,,,,,,True,,,,False,False
01065,37,36.0,,39.8,,22.0,19.0,13.0,,,,,18.2,,,44.7,,,39.4,22.0,2.1,,31.3,,,9.0,20.0,,,,38.0,23.0,,,,,,33.0,27.1,,,,34.5,41.4,-1.0,,2.8,,-15.0,-18.0,-24.0,,,,,-18.8,,,7.7,,,2.4,-15.0,-34.9,,-5.7,,,-28.0,-17.0,,,,1.0,-14.0,,,,,,-4.0,-9.9,,,,-2.5,4.4,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,False,False,,,,False,False
01067,24,25.0,,27.4,,20.0,19.0,28.0,,,,,16.1,,,5.0,,,26.6,38.0,8.8,,30.2,,,12.0,19.7,,,,14.0,19.0,,,,,,,25.8,,,,23.6,33.1,1.0,,3.4,,-4.0,-5.0,4.0,,,,,-7.9,,,-19.0,,,2.6,14.0,-15.2,,6.2,,,-12.0,-4.3,,,,-10.0,-5.0,,,,,,,1.8,,,,-0.4,9.1,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,False
01069,82,118.0,,122.6,,105.0,88.0,90.0,,,,,91.9,,,59.1,,,113.0,254.0,54.5,,153.8,217.5,,49.0,78.9,,,,78.0,101.0,,,,,,138.1,122.5,,,,112.8,144.9,36.0,,40.6,,23.0,6.0,8.0,,,,,9.9,,,-22.9,,,31.0,172.0,-27.5,,71.8,135.5,,-33.0,-3.1,,,,-4.0,19.0,,,,,,56.1,40.5,,,,30.8,62.9,,False,,True,True,True,,,,,True,,,True,,,True,False,True,,False,False,,True,True,,,,True,True,,,,,,False,False,,,,True,False
01071,59,22.0,,11.6,,27.0,37.0,25.0,,,,,45.9,,,15.8,,,30.4,87.0,8.2,,71.3,92.0,,12.0,30.8,,,,13.0,27.0,,,,,,49.2,28.0,,,,4.3,71.0,-37.0,,-47.4,,-32.0,-22.0,-34.0,,,,,-13.1,,,-43.2,,,-28.6,28.0,-50.8,,12.3,33.0,,-47.0,-28.2,,,,-46.0,-32.0,,,,,,-9.8,-31.0,,,,-54.7,12.0,,False,,True,True,True,,,,,True,,,False,,,True,True,False,,True,True,,False,True,,,,False,True,,,,,,True,True,,,,False,True
01073,828,714.0,,696.8,638.8,569.0,578.0,569.0,,,,,535.8,,,423.9,,491.6,651.3,1021.0,343.2,,943.7,1011.5,,430.0,536.7,,,,454.0,592.0,,,,,,815.0,565.9,422.0,,,193.5,978.9,-114.0,,-131.2,-189.2,-259.0,-250.0,-259.0,,,,,-292.2,,,-404.1,,-336.4,-176.7,193.0,-484.8,,115.7,183.5,,-398.0,-291.3,,,,-374.0,-236.0,,,,,,-13.0,-262.1,-406.0,,,-634.5,150.9,,False,False,False,False,False,,,,,False,,,False,,False,False,False,False,,False,False,,False,False,,,,False,False,,,,,,True,False,False,,,False,False
01075,33,15.0,,15.0,,12.0,10.0,7.0,,,,,8.9,,,8.2,,,17.5,24.0,2.4,,13.4,,,8.0,9.5,,,,7.0,13.0,,,,,,,11.4,,,,14.1,17.7,-18.0,,-18.0,,-21.0,-23.0,-26.0,,,,,-24.1,,,-24.8,,,-15.5,-9.0,-30.6,,-19.6,,,-25.0,-23.5,,,,-26.0,-20.0,,,,,,,-21.6,,,,-18.9,-15.3,,False,,False,False,False,,,,,False,,,False,,,True,True,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,True
01077,79,55.0,,56.0,,53.0,55.0,50.0,,,,,65.5,,,26.3,,,57.9,135.0,31.6,,117.7,138.0,,16.0,46.1,,,,34.0,85.0,,,,,,48.4,60.5,,,,0.0,125.4,-24.0,,-23.0,,-26.0,-24.0,-29.0,,,,,-13.5,,,-52.7,,,-21.1,56.0,-47.4,,38.7,59.0,,-63.0,-32.9,,,,-45.0,6.0,,,,,,-30.6,-18.5,,,,-79.0,46.4,,True,,False,False,False,,,,,True,,,False,,,True,False,False,,False,False,,False,False,,,,False,True,,,,,,False,True,,,,False,False
01079,32,23.0,,23.4,,28.0,20.0,32.0,,,,,23.8,,,21.3,,,21.1,63.0,21.2,,41.1,49.0,,8.0,16.4,,,,18.0,31.0,,,,,,24.8,20.9,,,,0.0,44.5,-9.0,,-8.6,,-4.0,-12.0,0.0,,,,,-8.2,,,-10.7,,,-10.9,31.0,-10.8,,9.1,17.0,,-24.0,-15.6,,,,-14.0,-1.0,,,,,,-7.2,-11.1,,,,-32.0,12.5,,True,,True,False,True,,,,,True,,,False,,,False,False,False,,False,False,,False,False,,,,False,True,,,,,,True,False,,,,False,False
01081,171,216.0,,216.6,,167.0,148.0,149.0,,,,,145.8,,,87.9,,135.2,206.1,354.0,93.8,,255.7,338.0,,84.0,140.8,,,,131.0,181.0,,,,,,246.2,163.2,130.0,,,220.5,326.3,45.0,,45.6,,-4.0,-23.0,-22.0,,,,,-25.2,,,-83.1,,-35.8,35.1,183.0,-77.2,,84.7,167.0,,-87.0,-30.2,,,,-40.0,10.0,,,,,,75.2,-7.8,-41.0,,,49.5,155.3,,False,,True,True,True,,,,,True,,,False,,True,True,False,False,,False,False,,False,True,,,,True,True,,,,,,False,True,True,,,False,False
01083,100,101.0,,81.6,,116.0,83.0,119.0,,,,,86.3,,,60.7,,,94.8,132.0,135.1,,126.9,172.5,,32.0,79.0,,,,88.0,118.0,,,,,,162.8,73.4,,,,25.7,153.1,1.0,,-18.4,,16.0,-17.0,19.0,,,,,-13.7,,,-39.3,,,-5.2,32.0,35.1,,26.9,72.5,,-68.0,-21.0,,,,-12.0,18.0,,,,,,62.8,-26.6,,,,-74.3,53.1,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
01085,10,13.0,,8.8,,11.0,8.0,11.0,,,,,13.2,,,3.3,,,11.3,12.0,2.6,,18.8,,,0.0,5.9,,,,6.0,9.0,,,,,,,11.3,,,,11.9,28.4,3.0,,-1.2,,1.0,-2.0,1.0,,,,,3.2,,,-6.7,,,1.3,2.0,-7.4,,8.8,,,-10.0,-4.1,,,,-4.0,-1.0,,,,,,,1.3,,,,1.9,18.4,,True,,True,True,True,,,,,False,,,False,,,True,True,False,,False,,,False,False,,,,False,True,,,,,,,True,,,,True,False
01087,25,24.0,,35.4,,20.0,14.0,26.0,,,,,12.1,,,12.6,,,21.8,23.0,15.9,,30.3,,,10.0,13.8,,,,17.0,19.0,,,,,,,20.5,,,,24.9,33.0,-1.0,,10.4,,-5.0,-11.0,1.0,,,,,-12.9,,,-12.4,,,-3.2,-2.0,-9.1,,5.3,,,-15.0,-11.2,,,,-8.0,-6.0,,,,,,,-4.5,,,,-0.1,8.0,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,False
01089,486,437.0,,506.5,447.1,383.0,366.0,342.0,,,,,292.7,,,282.2,,383.4,417.8,517.0,368.0,,536.2,599.0,,277.0,384.0,,,,323.0,347.0,,,,,,509.0,261.2,250.0,,,169.5,581.7,-49.0,,20.5,-38.9,-103.0,-120.0,-144.0,,,,,-193.3,,,-203.8,,-102.6,-68.2,31.0,-118.0,,50.2,113.0,,-209.0,-102.0,,,,-163.0,-139.0,,,,,,23.0,-224.8,-236.0,,,-316.5,95.7,,True,True,False,False,False,,,,,False,,,False,,False,False,True,False,,False,False,,False,False,,,,False,False,,,,,,True,False,False,,,False,False
01091,151,47.0,,45.1,,36.0,91.0,31.0,,,,,21.1,,,45.2,,,118.6,36.0,14.4,,34.0,,,139.0,118.2,,,,45.0,35.0,,,,,,44.0,38.2,,,,45.9,46.4,-104.0,,-105.9,,-115.0,-60.0,-120.0,,,,,-129.9,,,-105.8,,,-32.4,-115.0,-136.6,,-117.0,,,-12.0,-32.8,,,,-106.0,-116.0,,,,,,-107.0,-112.8,,,,-105.1,-104.6,,False,,False,True,False,,,,,False,,,False,,,True,False,False,,False,,,True,True,,,,False,False,,,,,,False,False,,,,False,False
01093,87,27.0,,27.0,,26.0,26.0,18.0,,,,,22.5,,,7.8,,,31.6,52.0,22.6,,31.1,62.5,,21.0,25.2,,,,20.0,33.0,,,,,,29.9,22.3,,,,13.1,37.0,-60.0,,-60.0,,-61.0,-61.0,-69.0,,,,,-64.5,,,-79.2,,,-55.4,-35.0,-64.4,,-55.9,-24.5,,-66.0,-61.8,,,,-67.0,-54.0,,,,,,-57.1,-64.7,,,,-73.9,-50.0,,True,,False,False,False,,,,,False,,,False,,,True,True,False,,True,True,,False,False,,,,False,True,,,,,,True,False,,,,False,True
01095,85,75.0,,77.1,,77.0,71.0,85.0,,,,,82.3,,,65.1,,53.7,86.1,196.0,32.9,,128.7,134.0,,23.0,57.1,,,,52.0,84.0,,,,,,107.0,83.2,,,,54.7,119.5,-10.0,,-7.9,,-8.0,-14.0,0.0,,,,,-2.7,,,-19.9,,-31.3,1.1,111.0,-52.1,,43.7,49.0,,-62.0,-27.9,,,,-33.0,-1.0,,,,,,22.0,-1.8,,,,-30.3,34.5,,True,,True,False,True,,,,,True,,,False,,False,True,False,False,,False,False,,False,False,,,,False,True,,,,,,False,True,,,,False,False
01097,755,527.0,,491.1,566.2,395.0,382.0,395.0,,,,,367.7,,,320.3,,388.6,526.3,787.0,349.4,,563.6,770.0,,296.0,374.9,,,,376.0,388.0,,,,,,402.4,382.6,353.0,,,445.5,675.6,-228.0,,-263.9,-188.8,-360.0,-373.0,-360.0,,,,,-387.3,,,-434.7,,-366.4,-228.7,32.0,-405.6,,-191.4,15.0,,-459.0,-380.1,,,,-379.0,-367.0,,,,,,-352.6,-372.4,-402.0,,,-309.5,-79.4,,False,True,False,False,False,,,,,False,,,False,,False,False,True,False,,True,True,,False,False,,,,False,False,,,,,,False,False,False,,,False,True
01099,9,11.0,,16.1,,14.0,9.0,14.0,,,,,12.7,,,11.2,,,11.5,41.0,4.4,,18.6,,,0.0,7.1,,,,8.0,13.0,,,,,,,9.6,,,,13.1,25.4,2.0,,7.1,,5.0,0.0,5.0,,,,,3.7,,,2.2,,,2.5,32.0,-4.6,,9.6,,,-9.0,-1.9,,,,-1.0,4.0,,,,,,,0.6,,,,4.1,16.4,,False,,False,True,False,,,,,False,,,False,,,False,False,False,,False,,,False,True,,,,True,False,,,,,,,True,,,,False,False
01101,302,325.0,,330.5,,266.0,263.0,267.0,,,,,208.0,,,124.7,,255.4,317.9,378.0,222.5,,360.2,408.5,,222.0,268.5,,,,232.0,252.0,,,,,,319.3,309.8,212.0,,,291.5,413.1,23.0,,28.5,,-36.0,-39.0,-35.0,,,,,-94.0,,,-177.3,,-46.6,15.9,76.0,-79.5,,58.2,106.5,,-80.0,-33.5,,,,-70.0,-50.0,,,,,,17.3,7.8,-90.0,,,-10.5,111.1,,False,,False,False,False,,,,,False,,,False,,False,True,False,False,,False,False,,False,False,,,,False,False,,,,,,True,True,False,,,True,False
01103,173,93.0,,84.5,,81.0,89.0,86.0,,,,,97.0,,,29.0,,,92.4,200.0,44.9,,151.3,199.5,,53.0,74.0,,,,59.0,93.0,,,,,,125.4,91.2,,,,0.0,177.6,-80.0,,-88.5,,-92.0,-84.0,-87.0,,,,,-76.0,,,-144.0,,,-80.6,27.0,-128.1,,-21.7,26.5,,-120.0,-99.0,,,,-114.0,-80.0,,,,,,-47.6,-81.8,,,,-173.0,4.6,,False,,False,False,False,,,,,True,,,False,,,False,True,False,,True,True,,False,False,,,,False,False,,,,,,True,False,,,,False,True
01105,10,3.0,,4.3,,5.0,6.0,0.0,,,,,8.8,,,0.3,,,5.5,12.0,0.1,,9.8,,,15.0,2.0,,,,0.0,3.0,,,,,,,5.7,,,,35.2,13.9,-7.0,,-5.7,,-5.0,-4.0,-10.0,,,,,-1.2,,,-9.7,,,-4.5,2.0,-9.9,,-0.2,,,5.0,-8.0,,,,-10.0,-7.0,,,,,,,-4.3,,,,25.2,3.9,,True,,True,True,False,,,,,True,,,False,,,True,True,False,,True,,,True,False,,,,False,False,,,,,,,True,,,,False,True
01107,33,37.0,,33.5,,30.0,26.0,25.0,,,,,16.1,,,12.4,,,37.1,32.0,8.6,,30.3,,,31.0,27.5,,,,26.0,30.0,,,,,,45.1,33.8,,,,34.9,40.2,4.0,,0.5,,-3.0,-7.0,-8.0,,,,,-16.9,,,-20.6,,,4.1,-1.0,-24.4,,-2.7,,,-2.0,-5.5,,,,-7.0,-3.0,,,,,,12.1,0.8,,,,1.9,7.2,,True,,True,False,False,,,,,False,,,False,,,False,True,False,,True,,,True,False,,,,False,True,,,,,,False,True,,,,True,False
01109,26,29.0,,30.8,,30.0,25.0,30.0,,,,,28.0,,,13.0,,,29.9,78.0,31.9,,42.7,75.0,,13.0,23.2,,,,20.0,27.0,,,,,,33.7,37.2,,,,22.3,56.2,3.0,,4.8,,4.0,-1.0,4.0,,,,,2.0,,,-13.0,,,3.9,52.0,5.9,,16.7,49.0,,-13.0,-2.8,,,,-6.0,1.0,,,,,,7.7,11.2,,,,-3.7,30.2,,False,,False,True,False,,,,,True,,,False,,,False,False,False,,False,False,,False,True,,,,False,True,,,,,,False,False,,,,False,False
01111,34,26.0,,25.9,,19.0,15.0,19.0,,,,,14.1,,,13.9,,,29.0,46.0,7.3,,26.7,,,7.0,14.6,,,,19.0,19.0,,,,,,,24.1,,,,25.8,26.0,-8.0,,-8.1,,-15.0,-19.0,-15.0,,,,,-19.9,,,-20.1,,,-5.0,12.0,-26.7,,-7.3,,,-27.0,-19.4,,,,-15.0,-15.0,,,,,,,-9.9,,,,-8.2,-8.0,,False,,False,False,False,,,,,False,,,False,,,True,False,False,,True,,,False,False,,,,False,False,,,,,,,False,,,,False,False
01113,55,48.0,,46.6,,46.0,40.0,38.0,,,,,38.1,,,29.0,,,55.0,127.0,30.8,,88.4,93.0,,18.0,40.1,,,,37.0,69.0,,,,,,44.6,60.3,,,,51.3,67.0,-7.0,,-8.4,,-9.0,-15.0,-17.0,,,,,-16.9,,,-26.0,,,0.0,72.0,-24.2,,33.4,38.0,,-37.0,-14.9,,,,-18.0,14.0,,,,,,-10.4,5.3,,,,-3.7,12.0,,False,,False,False,False,,,,,False,,,False,,,True,False,False,,False,False,,False,False,,,,False,False,,,,,,False,True,,,,True,False
01115,108,130.0,,128.8,,106.0,89.0,109.0,,,,,76.6,,,88.7,,,118.3,152.0,57.9,,151.5,153.5,,71.0,88.2,,,,87.0,103.0,,,,,,121.5,78.9,,,,121.3,140.4,22.0,,20.8,,-2.0,-19.0,1.0,,,,,-31.4,,,-19.3,,,10.3,44.0,-50.1,,43.5,45.5,,-37.0,-19.8,,,,-21.0,-5.0,,,,,,13.5,-29.1,,,,13.3,32.4,,True,,True,True,True,,,,,False,,,True,,,True,False,False,,False,False,,False,True,,,,True,True,,,,,,True,False,,,,True,False
01117,327,348.0,,392.8,,262.0,258.0,261.0,,,,,201.0,,,224.9,,251.9,323.3,399.0,156.5,,327.2,364.5,,214.5,263.3,,,,242.0,291.0,,,,,,366.9,272.1,214.0,,,254.2,415.4,21.0,,65.8,,-65.0,-69.0,-66.0,,,,,-126.0,,,-102.1,,-75.1,-3.7,72.0,-170.5,,0.2,37.5,,-112.5,-63.7,,,,-85.0,-36.0,,,,,,39.9,-54.9,-113.0,,,-72.8,88.4,,False,,False,False,False,,,,,False,,,False,,False,True,False,False,,True,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
01119,7,9.0,,9.0,,9.0,8.0,6.0,,,,,8.1,,,9.5,,,12.3,17.0,6.6,,10.6,,,13.0,6.2,,,,7.0,8.0,,,,,,,6.5,,,,13.8,15.1,2.0,,2.0,,2.0,1.0,-1.0,,,,,1.1,,,2.5,,,5.3,10.0,-0.4,,3.6,,,6.0,-0.8,,,,0.0,1.0,,,,,,,-0.5,,,,6.8,8.1,,False,,False,True,True,,,,,True,,,False,,,False,False,True,,False,,,False,True,,,,True,True,,,,,,,True,,,,False,False
01121,120,134.0,,129.1,,102.0,78.0,77.0,,,,,70.4,,,78.2,,,119.5,143.0,32.3,,131.8,152.5,,47.0,75.7,,,,77.0,113.0,,,,,,141.1,98.9,,,,127.2,139.2,14.0,,9.1,,-18.0,-42.0,-43.0,,,,,-49.6,,,-41.8,,,-0.5,23.0,-87.7,,11.8,32.5,,-73.0,-44.3,,,,-43.0,-7.0,,,,,,21.1,-21.1,,,,7.2,19.2,,True,,False,False,False,,,,,False,,,False,,,True,False,False,,True,False,,False,False,,,,False,True,,,,,,False,False,,,,True,False
01123,77,91.0,,95.8,,66.0,60.0,68.0,,,,,35.2,,,44.1,,,101.6,71.0,1.7,,71.1,139.0,,70.0,64.5,,,,72.0,57.0,,,,,,90.1,67.9,,,,19.9,111.8,14.0,,18.8,,-11.0,-17.0,-9.0,,,,,-41.8,,,-32.9,,,24.6,-6.0,-75.3,,-5.9,62.0,,-7.0,-12.5,,,,-5.0,-20.0,,,,,,13.1,-9.1,,,,-57.1,34.8,,False,,True,False,True,,,,,False,,,False,,,False,True,False,,True,False,,True,True,,,,True,False,,,,,,True,True,,,,False,False
01125,356,323.0,,340.5,,252.0,242.0,247.0,,,,,199.9,,,288.6,,235.7,331.9,361.0,117.5,,375.5,436.0,,199.0,243.4,,,,254.0,264.0,,,,,,316.9,246.8,209.0,,,391.2,369.4,-33.0,,-15.5,,-104.0,-114.0,-109.0,,,,,-156.1,,,-67.4,,-120.3,-24.1,5.0,-238.5,,19.5,80.0,,-157.0,-112.6,,,,-102.0,-92.0,,,,,,-39.1,-109.2,-147.0,,,35.2,13.4,,True,,False,False,False,,,,,False,,,False,,False,True,True,False,,True,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,True
01127,71,90.0,,92.5,,78.0,61.0,76.0,,,,,48.5,,,72.0,,,92.5,128.0,68.4,,66.3,100.5,,53.0,58.8,,,,85.0,94.0,,,,,,121.9,66.4,,,,90.0,80.1,19.0,,21.5,,7.0,-10.0,5.0,,,,,-22.5,,,1.0,,,21.5,57.0,-2.6,,-4.7,29.5,,-18.0,-12.2,,,,14.0,23.0,,,,,,50.9,-4.6,,,,19.0,9.1,,False,,True,True,True,,,,,False,,,True,,,False,False,True,,True,False,,True,True,,,,True,False,,,,,,False,True,,,,False,True
01129,25,17.0,,17.2,,17.0,15.0,16.0,,,,,12.8,,,12.0,,,22.1,38.0,20.6,,18.0,,,11.0,15.6,,,,17.0,17.0,,,,,,,22.3,,,,18.5,24.8,-8.0,,-7.8,,-8.0,-10.0,-9.0,,,,,-12.2,,,-13.0,,,-2.9,13.0,-4.4,,-7.0,,,-14.0,-9.4,,,,-8.0,-8.0,,,,,,,-2.7,,,,-6.5,-0.2,,True,,False,False,False,,,,,False,,,False,,,True,False,True,,True,,,False,False,,,,False,False,,,,,,,True,,,,True,True
01131,16,11.0,,10.9,,11.0,9.0,18.0,,,,,11.8,,,6.7,,,12.8,14.0,6.4,,18.5,,,4.0,8.7,,,,8.0,12.0,,,,,,,6.8,,,,10.5,19.9,-5.0,,-5.1,,-5.0,-7.0,2.0,,,,,-4.2,,,-9.3,,,-3.2,-2.0,-9.6,,2.5,,,-12.0,-7.3,,,,-8.0,-4.0,,,,,,,-9.2,,,,-5.5,3.9,,False,,False,False,True,,,,,True,,,False,,,True,True,False,,True,,,False,False,,,,False,True,,,,,,,False,,,,False,True
