,count,mean,median,std,min,25%,75%,max
JHU_CSSE-DECOM,51,1164.5,799.0,1133.4,28.0,210.5,2015.0,4372.0
COVIDhub-trained_ensemble,51,1284.9,464.0,2078.0,51.0,189.0,1070.5,10248.0
IowaStateLW-STEM,49,1331.1,585.0,2742.2,17.0,165.4,1333.5,17176.0
COVIDhub-ensemble,51,1345.4,661.0,2169.2,5.0,275.5,1678.0,14473.0
MOBS-GLEAM_COVID,50,1354.0,577.2,2417.7,8.8,229.3,1377.2,12126.5
Covid19Sim-Simulator,51,1387.3,520.5,2693.7,5.6,161.9,1488.6,14472.6
USC-SI_kJalpha,51,1475.0,450.0,3949.5,36.0,170.0,1513.0,27828.0
SigSci-TS,48,1596.9,612.0,3021.6,9.0,249.5,1931.0,20356.4
Karlen-pypm,51,1650.2,902.0,2088.7,1.2,328.7,2444.0,10956.5
LNQ-ens1,51,1701.3,694.0,3419.2,12.8,238.5,2015.2,23803.4
CEID-Walk,51,1708.8,736.5,3488.7,10.5,156.5,2025.6,22591.6
CU-select,51,1786.1,789.0,4203.0,23.0,398.0,1764.5,30193.0
Microsoft-DeepSTIA,51,1867.8,843.4,3448.2,7.7,292.5,1757.3,20978.6
IEM_MED-CovidProject,51,1872.9,1018.9,3867.3,0.6,415.6,2267.8,27720.0
RobertWalraven-ESG,51,1908.6,867.1,3537.6,40.0,303.2,2056.3,22520.5
BPagano-RtDriven,51,1908.8,893.1,2608.8,98.8,476.3,1992.1,14163.6
JHU_IDD-CovidSP,51,1913.5,793.5,5142.3,29.1,215.3,1689.6,36569.5
COVIDhub-baseline,51,2046.9,499.0,5174.8,18.0,141.0,1748.5,26205.0
OliverWyman-Navigator,51,2049.6,982.0,3991.6,17.0,437.5,2707.5,27963.0
JHUAPL-Bucky,51,2075.6,975.8,2789.1,58.4,354.6,3020.4,16102.6
OneQuietNight-ML,51,2149.0,749.0,3309.7,45.0,256.0,2505.5,16194.0
UVA-Ensemble,51,2198.2,1006.0,4304.1,43.4,300.4,2173.9,21990.0
UChicagoCHATTOPADHYAY-UnIT,51,2220.0,730.0,4478.2,26.0,360.6,2029.4,27551.1
MIT_ISOLAT-Mixtures,49,2423.7,1311.7,3079.3,6.8,489.0,3152.9,14406.8
Google_Harvard-CPF,51,2645.3,957.9,3769.0,1.6,238.8,3395.7,19840.6
IUPUI-HkPrMobiDyR,50,2649.1,688.0,5874.1,4.0,245.8,2019.0,30157.2
Geneva-DetGrowth,51,2889.3,1393.4,6345.7,9.3,586.8,3125.2,44973.1
CovidAnalytics-DELPHI,51,3016.3,1105.0,6360.9,30.0,409.0,2672.0,39737.0
UCLA-SuEIR,51,3111.4,706.2,7916.7,13.1,166.2,2223.8,49662.9
LANL-GrowthRate,51,3122.7,1874.0,4726.0,19.0,789.8,3745.2,30501.5
TTU-squider,51,3983.4,1960.1,5514.0,36.2,436.0,5550.8,33032.0
JHU_UNC_GAS-StatMechPool,51,4736.6,3092.5,6597.3,12.5,438.5,6393.5,35222.0
UMich-RidgeTfReg,44,4941.6,2140.8,6849.5,51.4,461.8,7114.3,39620.1
DDS-NBDS,51,12492.7,687.9,36999.5,34.5,301.4,3687.9,190971.3
