,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
13313,3832,6992.0,,,,5591.0,1685.2,700.7,,4632.5,,,3160.0,,,,1759.0,-2146.8,-3131.3,,800.5,,,,,,True,True,True,,True,,
13315,198,288.0,,,,415.0,87.0,15.6,,,,,90.0,,,,217.0,-111.0,-182.4,,,,,,,,False,False,False,,,,
13317,378,328.0,,,,331.0,175.2,21.4,,,,,-50.0,,,,-47.0,-202.8,-356.6,,,,,,,,True,False,False,,,,
13319,239,496.0,,,,246.0,610.0,23.1,,,,,257.0,,,,7.0,371.0,-215.9,,,,,,,,True,False,True,,,,
13321,506,1184.0,,,,902.0,1712.0,47.5,,,,,678.0,,,,396.0,1206.0,-458.5,,,,,,,,True,False,True,,,,
15001,329,496.0,,,,,128.5,6.5,,,244.0,,167.0,,,,,-200.5,-322.5,,,-85.0,,,,,,False,False,,,True,
15003,3820,5344.0,,,,,3376.3,2.3,,3207.3,5260.0,,1524.0,,,,,-443.7,-3817.7,,-612.7,1440.0,,,,,,True,False,,True,True,
15005,0,0.0,,,,,1.7,,,,,,0.0,,,,,1.7,,,,,,,,,,False,,,,,
15007,37,48.0,,,,,96.7,67.7,,,,,11.0,,,,,59.7,30.7,,,,,,,,,False,False,,,,
15009,1339,1512.0,,,,,4896.1,554.9,,,3915.0,,173.0,,,,,3557.1,-784.1,,,2576.0,,,,,,False,False,,,False,
16001,8082,17560.0,,,,11389.0,4260.8,0.6,,14104.7,4336.0,,9478.0,,,,3307.0,-3821.2,-8081.4,,6022.7,-3746.0,,,,,True,True,True,,True,True,
16003,65,328.0,,,,38.0,110.9,18.1,,,,,263.0,,,,-27.0,45.9,-46.9,,,,,,,,True,True,True,,,,
16005,1412,2608.0,,,,1571.0,1398.7,0.0,,1785.6,,,1196.0,,,,159.0,-13.3,-1412.0,,373.6,,,,,,True,True,False,,True,,
16007,76,184.0,,,,90.0,697.2,0.0,,,,,108.0,,,,14.0,621.2,-76.0,,,,,,,,True,False,True,,,,
16009,172,272.0,,,,228.0,97.4,0.0,,,,,100.0,,,,56.0,-74.6,-172.0,,,,,,,,True,True,False,,,,
16011,566,1168.0,,,,1023.0,456.9,0.0,,,,,602.0,,,,457.0,-109.1,-566.0,,,,,,,,True,True,True,,,,
16013,594,232.0,,,,192.0,105.3,0.0,,,,,-362.0,,,,-402.0,-488.7,-594.0,,,,,,,,False,False,False,,,,
16015,70,24.0,,,,67.0,4.4,0.0,,,,,-46.0,,,,-3.0,-65.6,-70.0,,,,,,,,True,False,False,,,,
16017,974,1528.0,,,,870.0,567.1,0.0,,,,,554.0,,,,-104.0,-406.9,-974.0,,,,,,,,True,True,False,,,,
16019,1711,2848.0,,,,2582.0,739.3,0.0,,1554.8,,,1137.0,,,,871.0,-971.7,-1711.0,,-156.2,,,,,,True,True,False,,True,,
16021,251,440.0,,,,212.0,495.3,7.3,,,,,189.0,,,,-39.0,244.3,-243.7,,,,,,,,True,False,False,,,,
16023,36,48.0,,,,26.0,11.1,0.0,,,,,12.0,,,,-10.0,-24.9,-36.0,,,,,,,,True,False,False,,,,
16025,13,8.0,,,,8.0,264.0,,,,,,-5.0,,,,-5.0,251.0,,,,,,,,,False,False,,,,,
16027,3946,6768.0,,,,6698.0,2456.5,0.0,,8960.5,0.0,,2822.0,,,,2752.0,-1489.5,-3946.0,,5014.5,-3946.0,,,,,True,True,False,,False,False,
16029,87,264.0,,,,115.0,1045.0,0.0,,,,,177.0,,,,28.0,958.0,-87.0,,,,,,,,True,False,True,,,,
16031,294,672.0,,,,419.0,443.4,0.0,,314.2,,,378.0,,,,125.0,149.4,-294.0,,20.2,,,,,,True,True,True,,True,,
16033,1,0.0,,,,41.0,0.0,,,,,,-1.0,,,,40.0,-1.0,,,,,,,,,False,True,,,,,
16035,177,184.0,,,,282.0,57.8,0.0,,,,,7.0,,,,105.0,-119.2,-177.0,,,,,,,,False,False,False,,,,
16037,28,56.0,,,,36.0,42.0,0.0,,,,,28.0,,,,8.0,14.0,-28.0,,,,,,,,True,True,False,,,,
16039,258,280.0,,,,373.0,108.1,0.0,,,,,22.0,,,,115.0,-149.9,-258.0,,,,,,,,False,False,False,,,,
16041,156,200.0,,,,209.0,35.9,0.0,,,,,44.0,,,,53.0,-120.1,-156.0,,,,,,,,False,False,False,,,,
16043,137,136.0,,,,204.0,133.7,0.0,,,,,-1.0,,,,67.0,-3.3,-137.0,,,,,,,,False,False,False,,,,
16045,267,480.0,,,,480.0,214.4,0.0,,,,,213.0,,,,213.0,-52.6,-267.0,,,,,,,,False,True,False,,,,
16047,120,184.0,,,,177.0,53.2,0.0,,,,,64.0,,,,57.0,-66.8,-120.0,,,,,,,,True,False,False,,,,
16049,140,368.0,,,,399.0,145.8,0.0,,,,,228.0,,,,259.0,5.8,-140.0,,,,,,,,False,True,True,,,,
16051,371,464.0,,,,510.0,144.4,0.0,,,,,93.0,,,,139.0,-226.6,-371.0,,,,,,,,False,False,False,,,,
16053,268,552.0,,,,390.0,636.1,0.0,,515.8,,,284.0,,,,122.0,368.1,-268.0,,247.8,,,,,,True,False,True,,True,,
16055,3819,7040.0,,,,4050.0,2031.2,0.0,,6877.0,1904.0,,3221.0,,,,231.0,-1787.8,-3819.0,,3058.0,-1915.0,,,,,True,True,False,,True,True,
16057,576,320.0,,,,965.0,71.0,0.0,,,,,-256.0,,,,389.0,-505.0,-576.0,,,,,,,,False,False,False,,,,
16059,31,64.0,,,,134.0,67.4,0.0,,,,,33.0,,,,103.0,36.4,-31.0,,,,,,,,False,False,True,,,,
16061,37,56.0,,,,111.0,7.4,0.0,,,,,19.0,,,,74.0,-29.6,-37.0,,,,,,,,False,False,False,,,,
16063,50,48.0,,,,34.0,5.5,0.0,,,,,-2.0,,,,-16.0,-44.5,-50.0,,,,,,,,False,False,False,,,,
16065,1071,832.0,,,,673.0,169.2,0.0,,180.4,,,-239.0,,,,-398.0,-901.8,-1071.0,,-890.6,,,,,,False,False,False,,False,,
16067,209,456.0,,,,385.0,140.8,0.0,,333.5,,,247.0,,,,176.0,-68.2,-209.0,,124.5,,,,,,True,True,True,,True,,
16069,331,664.0,,,,1363.0,159.0,0.0,,656.1,,,333.0,,,,1032.0,-172.0,-331.0,,325.1,,,,,,False,True,True,,True,,
16071,79,40.0,,,,46.0,7.2,0.0,,,,,-39.0,,,,-33.0,-71.8,-79.0,,,,,,,,True,False,False,,,,
16073,117,208.0,,,,204.0,67.1,0.0,,,,,91.0,,,,87.0,-49.9,-117.0,,,,,,,,True,True,False,,,,
16075,299,616.0,,,,811.0,206.0,0.0,,1077.7,,,317.0,,,,512.0,-93.0,-299.0,,778.7,,,,,,False,True,True,,False,,
16077,80,104.0,,,,90.0,66.6,0.0,,,,,24.0,,,,10.0,-13.4,-80.0,,,,,,,,True,True,False,,,,
16079,157,336.0,,,,342.0,65.5,0.0,,,,,179.0,,,,185.0,-91.5,-157.0,,,,,,,,False,True,True,,,,
16081,340,376.0,,,,181.0,422.4,0.0,,,,,36.0,,,,-159.0,82.4,-340.0,,,,,,,,False,False,False,,,,
16083,1029,1640.0,,,,1372.0,850.4,0.0,,2192.0,,,611.0,,,,343.0,-178.6,-1029.0,,1163.0,,,,,,True,True,False,,False,,
16085,309,336.0,,,,124.0,444.2,4.1,,,,,27.0,,,,-185.0,135.2,-304.9,,,,,,,,False,False,False,,,,
16087,175,304.0,,,,288.0,68.0,0.0,,,,,129.0,,,,113.0,-107.0,-175.0,,,,,,,,True,True,False,,,,
17001,1393,4016.0,,,,1841.0,2300.0,0.0,,1400.8,,,2623.0,,,,448.0,907.0,-1393.0,,7.8,,,,,,True,True,True,,True,,
17003,103,80.0,,,,136.0,32.8,0.0,,,,,-23.0,,,,33.0,-70.2,-103.0,,,,,,,,False,False,False,,,,
17005,349,584.0,,,,506.0,234.9,0.0,,,,,235.0,,,,157.0,-114.1,-349.0,,,,,,,,True,True,False,,,,
17007,781,1736.0,,,,868.0,859.4,0.1,,1916.8,,,955.0,,,,87.0,78.4,-780.9,,1135.8,,,,,,True,True,True,,False,,
17009,208,200.0,,,,215.0,51.9,0.0,,,,,-8.0,,,,7.0,-156.1,-208.0,,,,,,,,True,False,False,,,,
17011,467,1008.0,,,,656.0,676.6,0.0,,587.2,,,541.0,,,,189.0,209.6,-467.0,,120.2,,,,,,True,True,True,,True,,
17013,95,216.0,,,,104.0,806.1,0.0,,,,,121.0,,,,9.0,711.1,-95.0,,,,,,,,True,False,True,,,,
17015,234,336.0,,,,240.0,288.2,0.0,,,,,102.0,,,,6.0,54.2,-234.0,,,,,,,,True,True,False,,,,
17017,288,824.0,,,,271.0,443.4,0.0,,,,,536.0,,,,-17.0,155.4,-288.0,,,,,,,,True,True,True,,,,
17019,4080,4888.0,,,,4793.0,3685.1,0.8,,3992.2,2173.0,,808.0,,,,713.0,-394.9,-4079.2,,-87.8,-1907.0,,,,,True,True,False,,True,False,
17021,649,1248.0,,,,1043.0,855.8,0.0,,2518.2,,,599.0,,,,394.0,206.8,-649.0,,1869.2,,,,,,True,True,False,,False,,
17023,453,808.0,,,,506.0,714.9,0.2,,,,,355.0,,,,53.0,261.9,-452.8,,,,,,,,True,True,False,,,,
17025,203,424.0,,,,379.0,146.4,0.0,,,,,221.0,,,,176.0,-56.6,-203.0,,,,,,,,True,True,True,,,,
17027,1040,1624.0,,,,1093.0,503.7,0.0,,332.8,,,584.0,,,,53.0,-536.3,-1040.0,,-707.2,,,,,,True,True,False,,False,,
17029,840,1376.0,,,,1746.0,355.6,0.0,,755.7,,,536.0,,,,906.0,-484.4,-840.0,,-84.3,,,,,,False,True,False,,True,,
17031,76002,115696.0,,,,94123.0,61777.3,235.2,,141674.2,0.0,,39694.0,,,,18121.0,-14224.7,-75766.8,,65672.2,-76002.0,,,,,True,True,False,,False,False,
17033,419,488.0,,,,680.0,133.2,0.2,,,,,69.0,,,,261.0,-285.8,-418.8,,,,,,,,False,False,False,,,,
17035,243,360.0,,,,348.0,86.3,0.0,,,,,117.0,,,,105.0,-156.7,-243.0,,,,,,,,True,False,False,,,,
17037,1522,2512.0,,,,1617.0,1752.4,0.4,,1606.1,,,990.0,,,,95.0,230.4,-1521.6,,84.1,,,,,,True,True,False,,True,,
17039,352,440.0,,,,447.0,217.1,0.0,,,,,88.0,,,,95.0,-134.9,-352.0,,,,,,,,False,False,False,,,,
17041,565,704.0,,,,660.0,331.6,0.1,,,,,139.0,,,,95.0,-233.4,-564.9,,,,,,,,True,False,False,,,,
17043,13983,23344.0,,,,16943.0,20734.7,7.8,,8921.3,12970.0,,9361.0,,,,2960.0,6751.7,-13975.2,,-5061.7,-1013.0,,,,,True,True,False,,True,True,
17045,198,360.0,,,,710.0,77.8,0.1,,,,,162.0,,,,512.0,-120.2,-197.9,,,,,,,,False,True,False,,,,
17047,117,336.0,,,,160.0,343.9,11.4,,,,,219.0,,,,43.0,226.9,-105.6,,,,,,,,True,False,True,,,,
17049,575,1624.0,,,,1071.0,734.3,0.1,,,,,1049.0,,,,496.0,159.3,-574.9,,,,,,,,True,True,True,,,,
17051,385,840.0,,,,778.0,275.0,0.1,,1092.5,,,455.0,,,,393.0,-110.0,-384.9,,707.5,,,,,,True,True,True,,False,,
17053,328,568.0,,,,386.0,129.7,0.3,,,,,240.0,,,,58.0,-198.3,-327.7,,,,,,,,True,True,False,,,,
17055,717,1928.0,,,,1111.0,650.6,0.0,,,,,1211.0,,,,394.0,-66.4,-717.0,,,,,,,,True,True,True,,,,
17057,484,944.0,,,,824.0,383.0,79.8,,,,,460.0,,,,340.0,-101.0,-404.2,,,,,,,,True,True,True,,,,
17059,101,184.0,,,,149.0,73.6,23.7,,,,,83.0,,,,48.0,-27.4,-77.3,,,,,,,,True,True,True,,,,
17061,254,320.0,,,,434.0,108.3,0.0,,,,,66.0,,,,180.0,-145.7,-254.0,,,,,,,,False,False,False,,,,
17063,1176,1600.0,,,,1160.0,780.0,0.1,,1075.6,,,424.0,,,,-16.0,-396.0,-1175.9,,-100.4,,,,,,True,True,False,,True,,
17065,181,392.0,,,,307.0,242.1,0.0,,,,,211.0,,,,126.0,61.1,-181.0,,,,,,,,True,True,True,,,,
17067,338,568.0,,,,411.0,326.2,0.0,,,,,230.0,,,,73.0,-11.8,-338.0,,,,,,,,True,True,False,,,,
17069,126,104.0,,,,114.0,41.0,0.0,,,,,-22.0,,,,-12.0,-85.0,-126.0,,,,,,,,True,False,False,,,,
17071,98,96.0,,,,160.0,68.8,0.0,,,,,-2.0,,,,62.0,-29.2,-98.0,,,,,,,,False,False,False,,,,
17073,618,984.0,,,,929.0,421.5,0.1,,1203.5,,,366.0,,,,311.0,-196.5,-617.9,,585.5,,,,,,True,True,False,,False,,
17075,417,896.0,,,,764.0,569.9,0.1,,837.4,,,479.0,,,,347.0,152.9,-416.9,,420.4,,,,,,True,True,True,,True,,
17077,920,1272.0,,,,1141.0,630.0,0.0,,753.7,,,352.0,,,,221.0,-290.0,-920.0,,-166.3,,,,,,True,True,False,,True,,
17079,204,272.0,,,,343.0,75.6,0.0,,,,,68.0,,,,139.0,-128.4,-204.0,,,,,,,,False,False,False,,,,
17081,1001,1400.0,,,,1126.0,401.4,0.1,,343.9,,,399.0,,,,125.0,-599.6,-1000.9,,-657.1,,,,,,True,False,False,,False,,
17083,497,1008.0,,,,609.0,420.1,0.1,,,,,511.0,,,,112.0,-76.9,-496.9,,,,,,,,True,True,True,,,,
17085,216,216.0,,,,326.0,34.3,0.1,,,,,0.0,,,,110.0,-181.7,-215.9,,,,,,,,False,False,False,,,,
17087,339,488.0,,,,401.0,297.7,0.2,,,,,149.0,,,,62.0,-41.3,-338.8,,,,,,,,True,True,False,,,,
17089,8708,12816.0,,,,10673.0,5542.8,6.0,,6306.1,7143.0,,4108.0,,,,1965.0,-3165.2,-8702.0,,-2401.9,-1565.0,,,,,True,True,False,,True,True,
17091,1724,2296.0,,,,2704.0,827.8,0.0,,2724.5,,,572.0,,,,980.0,-896.2,-1724.0,,1000.5,,,,,,False,False,False,,False,,
17093,2453,3344.0,,,,2403.0,1774.8,0.1,,2687.4,2490.0,,891.0,,,,-50.0,-678.2,-2452.9,,234.4,37.0,,,,,True,True,False,,True,True,
17095,920,1704.0,,,,1200.0,686.4,0.0,,1957.8,,,784.0,,,,280.0,-233.6,-920.0,,1037.8,,,,,,True,True,False,,False,,
17097,10599,14952.0,,,,12594.0,8442.5,8.7,,8050.9,8224.0,,4353.0,,,,1995.0,-2156.5,-10590.3,,-2548.1,-2375.0,,,,,True,True,False,,True,True,
17099,2315,2904.0,,,,2238.0,5799.4,0.1,,909.9,,,589.0,,,,-77.0,3484.4,-2314.9,,-1405.1,,,,,,True,False,False,,False,,
17101,307,1048.0,,,,573.0,259.8,104.6,,,,,741.0,,,,266.0,-47.2,-202.4,,,,,,,,True,True,True,,,,
17103,614,800.0,,,,712.0,240.4,0.1,,691.3,,,186.0,,,,98.0,-373.6,-613.9,,77.3,,,,,,True,False,False,,True,,
17105,1032,1008.0,,,,896.0,504.7,0.1,,759.3,,,-24.0,,,,-136.0,-527.3,-1031.9,,-272.7,,,,,,False,False,False,,False,,
17107,564,944.0,,,,761.0,437.6,0.0,,,,,380.0,,,,197.0,-126.4,-564.0,,,,,,,,True,True,False,,,,
17109,325,464.0,,,,581.0,101.0,0.0,,,,,139.0,,,,256.0,-224.0,-325.0,,,,,,,,False,False,False,,,,
17111,4868,7584.0,,,,4636.0,3795.5,0.4,,4008.4,4152.0,,2716.0,,,,-232.0,-1072.5,-4867.6,,-859.6,-716.0,,,,,True,True,False,,True,True,
17113,2784,4888.0,,,,3700.0,3320.3,0.1,,4436.5,2974.0,,2104.0,,,,916.0,536.3,-2783.9,,1652.5,190.0,,,,,True,True,False,,True,True,
17115,1397,2064.0,,,,2569.0,1071.7,0.0,,1571.0,,,667.0,,,,1172.0,-325.3,-1397.0,,174.0,,,,,,False,True,False,,True,,
17117,1033,1472.0,,,,1273.0,824.0,0.0,,1357.3,,,439.0,,,,240.0,-209.0,-1033.0,,324.3,,,,,,True,True,False,,True,,
17119,6540,9368.0,,,,7298.0,2831.9,0.2,,5740.9,0.0,,2828.0,,,,758.0,-3708.1,-6539.8,,-799.1,-6540.0,,,,,True,False,False,,True,False,
17121,699,1088.0,,,,1162.0,340.7,0.0,,1276.1,,,389.0,,,,463.0,-358.3,-699.0,,577.1,,,,,,False,True,False,,False,,
17123,251,240.0,,,,192.0,87.6,0.0,,,,,-11.0,,,,-59.0,-163.4,-251.0,,,,,,,,False,False,False,,,,
17125,244,576.0,,,,307.0,434.7,0.0,,,,,332.0,,,,63.0,190.7,-244.0,,,,,,,,True,True,True,,,,
17127,364,408.0,,,,554.0,158.5,0.0,,,,,44.0,,,,190.0,-205.5,-364.0,,,,,,,,False,False,False,,,,
17129,287,344.0,,,,299.0,139.9,0.0,,,,,57.0,,,,12.0,-147.1,-287.0,,,,,,,,True,False,False,,,,
17131,204,264.0,,,,324.0,75.1,0.0,,,,,60.0,,,,120.0,-128.9,-204.0,,,,,,,,False,False,False,,,,
17133,876,1680.0,,,,798.0,780.4,0.0,,1744.3,,,804.0,,,,-78.0,-95.6,-876.0,,868.3,,,,,,True,True,False,,False,,
17135,1267,1856.0,,,,919.0,3806.3,189.4,,,,,589.0,,,,-348.0,2539.3,-1077.6,,,,,,,,True,False,False,,,,
17137,545,840.0,,,,860.0,203.3,0.0,,393.9,,,295.0,,,,315.0,-341.7,-545.0,,-151.1,,,,,,False,False,False,,True,,
17139,221,408.0,,,,485.0,122.2,0.1,,,,,187.0,,,,264.0,-98.8,-220.9,,,,,,,,False,True,False,,,,
17141,865,1760.0,,,,790.0,932.1,0.1,,2298.0,,,895.0,,,,-75.0,67.1,-864.9,,1433.0,,,,,,True,True,True,,False,,
17143,3471,5680.0,,,,3516.0,2070.8,0.1,,2945.1,3237.0,,2209.0,,,,45.0,-1400.2,-3470.9,,-525.9,-234.0,,,,,True,True,False,,True,True,
17145,787,2072.0,,,,714.0,747.9,212.8,,489.3,,,1285.0,,,,-73.0,-39.1,-574.2,,-297.7,,,,,,True,True,True,,True,,
17147,262,424.0,,,,443.0,150.2,0.4,,,,,162.0,,,,181.0,-111.8,-261.6,,,,,,,,False,True,False,,,,
17149,278,728.0,,,,402.0,373.8,0.0,,,,,450.0,,,,124.0,95.8,-278.0,,,,,,,,True,True,True,,,,
17151,81,168.0,,,,128.0,77.8,0.0,,,,,87.0,,,,47.0,-3.2,-81.0,,,,,,,,True,True,True,,,,
17153,110,128.0,,,,128.0,18.2,0.0,,,,,18.0,,,,18.0,-91.8,-110.0,,,,,,,,False,False,False,,,,
17155,93,104.0,,,,111.0,169.3,0.0,,,,,11.0,,,,18.0,76.3,-93.0,,,,,,,,False,False,False,,,,
17157,595,1472.0,,,,1121.0,531.9,0.0,,705.4,,,877.0,,,,526.0,-63.1,-595.0,,110.4,,,,,,True,True,True,,True,,
17159,289,760.0,,,,497.0,259.6,0.0,,,,,471.0,,,,208.0,-29.4,-289.0,,,,,,,,True,True,True,,,,
17161,1939,2984.0,,,,2798.0,1531.2,0.0,,5393.8,838.0,,1045.0,,,,859.0,-407.8,-1939.0,,3454.8,-1101.0,,,,,True,True,False,,False,False,
17163,5920,9696.0,,,,5577.0,6519.9,1137.1,,5202.2,0.0,,3776.0,,,,-343.0,599.9,-4782.9,,-717.8,-5920.0,,,,,True,True,False,,True,False,
17165,503,920.0,,,,880.0,364.2,83.0,,,,,417.0,,,,377.0,-138.8,-420.0,,,,,,,,True,True,False,,,,
17167,2724,3776.0,,,,4568.0,2082.7,0.1,,3802.7,1473.0,,1052.0,,,,1844.0,-641.3,-2723.9,,1078.7,-1251.0,,,,,False,True,False,,False,False,
17169,126,200.0,,,,226.0,106.6,0.0,,,,,74.0,,,,100.0,-19.4,-126.0,,,,,,,,False,True,False,,,,
17171,116,192.0,,,,106.0,321.9,0.0,,,,,76.0,,,,-10.0,205.9,-116.0,,,,,,,,True,False,False,,,,
17173,338,472.0,,,,735.0,167.7,0.1,,,,,134.0,,,,397.0,-170.3,-337.9,,,,,,,,False,False,False,,,,
17175,82,272.0,,,,85.0,375.5,0.0,,,,,190.0,,,,3.0,293.5,-82.0,,,,,,,,True,False,True,,,,
17177,816,1016.0,,,,732.0,438.9,0.0,,976.6,,,200.0,,,,-84.0,-377.1,-816.0,,160.6,,,,,,True,False,False,,True,,
17179,2875,5656.0,,,,3289.0,3103.8,0.2,,3193.4,2992.0,,2781.0,,,,414.0,228.8,-2874.8,,318.4,117.0,,,,,True,True,False,,True,True,
17181,471,1016.0,,,,507.0,794.6,58.8,,,,,545.0,,,,36.0,323.6,-412.2,,,,,,,,True,True,True,,,,
17183,2009,3704.0,,,,2737.0,1128.9,0.0,,3055.6,,,1695.0,,,,728.0,-880.1,-2009.0,,1046.6,,,,,,True,True,False,,True,,
17185,242,568.0,,,,416.0,201.4,0.0,,,,,326.0,,,,174.0,-40.6,-242.0,,,,,,,,True,True,True,,,,
17187,152,456.0,,,,413.0,135.0,0.1,,,,,304.0,,,,261.0,-17.0,-151.9,,,,,,,,True,True,True,,,,
17189,328,824.0,,,,395.0,462.1,0.1,,,,,496.0,,,,67.0,134.1,-327.9,,,,,,,,True,True,True,,,,
17191,318,472.0,,,,657.0,91.5,0.1,,,,,154.0,,,,339.0,-226.5,-317.9,,,,,,,,False,False,False,,,,
17193,466,504.0,,,,409.0,111.0,0.0,,,,,38.0,,,,-57.0,-355.0,-466.0,,,,,,,,False,False,False,,,,
17195,1020,1736.0,,,,1060.0,442.9,0.0,,3176.9,,,716.0,,,,40.0,-577.1,-1020.0,,2156.9,,,,,,True,True,False,,False,,
17197,12055,17496.0,,,,15323.0,8950.6,9.0,,13965.1,11187.0,,5441.0,,,,3268.0,-3104.4,-12046.0,,1910.1,-868.0,,,,,True,True,False,,True,True,
17199,1387,3248.0,,,,2213.0,2851.0,302.6,,2857.4,,,1861.0,,,,826.0,1464.0,-1084.4,,1470.4,,,,,,True,True,True,,True,,
17201,4009,6480.0,,,,4229.0,2589.1,0.3,,4942.4,0.0,,2471.0,,,,220.0,-1419.9,-4008.7,,933.4,-4009.0,,,,,True,True,False,,True,False,
17203,826,1632.0,,,,878.0,737.9,0.1,,489.4,,,806.0,,,,52.0,-88.1,-825.9,,-336.6,,,,,,True,True,False,,True,,
18001,569,912.0,,,,1238.0,332.7,0.0,,,,,343.0,,,,669.0,-236.3,-569.0,,,,,,,,False,True,False,,,,
18003,7230,11920.0,,,,8949.0,6699.4,0.8,,7115.3,4975.0,,4690.0,,,,1719.0,-530.6,-7229.2,,-114.7,-2255.0,,,,,True,True,False,,True,True,
18005,1877,2440.0,,,,2521.0,1141.0,0.1,,3307.9,,,563.0,,,,644.0,-736.0,-1876.9,,1430.9,,,,,,False,False,False,,False,,
18007,154,256.0,,,,190.0,51.2,0.3,,,,,102.0,,,,36.0,-102.8,-153.7,,,,,,,,True,False,False,,,,
18009,306,432.0,,,,362.0,571.4,0.0,,,,,126.0,,,,56.0,265.4,-306.0,,,,,,,,True,False,False,,,,
18011,1405,3256.0,,,,1622.0,1152.4,308.1,,2984.5,,,1851.0,,,,217.0,-252.6,-1096.9,,1579.5,,,,,,True,True,True,,True,,
18013,194,608.0,,,,502.0,481.0,35.2,,,,,414.0,,,,308.0,287.0,-158.8,,,,,,,,True,True,True,,,,
18015,398,856.0,,,,510.0,388.0,0.1,,,,,458.0,,,,112.0,-10.0,-397.9,,,,,,,,True,True,True,,,,
18017,1138,1576.0,,,,1088.0,494.4,0.2,,862.7,,,438.0,,,,-50.0,-643.6,-1137.8,,-275.3,,,,,,True,False,False,,True,,
18019,3249,5648.0,,,,4564.0,4329.8,818.5,,5763.5,,,2399.0,,,,1315.0,1080.8,-2430.5,,2514.5,,,,,,True,True,False,,False,,
18021,501,704.0,,,,835.0,219.5,0.0,,,,,203.0,,,,334.0,-281.5,-501.0,,,,,,,,False,False,False,,,,
18023,667,1496.0,,,,942.0,351.5,0.3,,275.8,,,829.0,,,,275.0,-315.5,-666.7,,-391.2,,,,,,True,True,True,,True,,
18025,292,352.0,,,,390.0,191.0,0.0,,,,,60.0,,,,98.0,-101.0,-292.0,,,,,,,,False,False,False,,,,
18027,529,936.0,,,,1299.0,663.7,0.0,,1961.8,,,407.0,,,,770.0,134.7,-529.0,,1432.8,,,,,,False,True,False,,False,,
18029,1548,2112.0,,,,1600.0,1189.8,134.3,,2697.4,,,564.0,,,,52.0,-358.2,-1413.7,,1149.4,,,,,,True,True,False,,False,,
18031,553,976.0,,,,1003.0,515.6,0.3,,1511.6,,,423.0,,,,450.0,-37.4,-552.7,,958.6,,,,,,False,True,False,,False,,
18033,813,1096.0,,,,1153.0,445.2,0.0,,422.4,,,283.0,,,,340.0,-367.8,-813.0,,-390.6,,,,,,False,False,False,,False,,
18035,2090,2936.0,,,,3455.0,1616.0,0.1,,6792.8,,,846.0,,,,1365.0,-474.0,-2089.9,,4702.8,,,,,,False,True,False,,False,,
18037,1134,3400.0,,,,1470.0,1368.0,0.0,,783.5,,,2266.0,,,,336.0,234.0,-1134.0,,-350.5,,,,,,True,True,True,,True,,
18039,2462,4800.0,,,,5039.0,1733.5,0.2,,2515.1,0.0,,2338.0,,,,2577.0,-728.5,-2461.8,,53.1,-2462.0,,,,,False,True,False,,True,False,
18041,485,984.0,,,,879.0,823.5,0.0,,710.0,,,499.0,,,,394.0,338.5,-485.0,,225.0,,,,,,True,True,True,,True,,
18043,1929,3152.0,,,,2883.0,2326.8,390.3,,3367.1,,,1223.0,,,,954.0,397.8,-1538.7,,1438.1,,,,,,True,True,False,,False,,
18045,454,928.0,,,,542.0,442.0,0.1,,,,,474.0,,,,88.0,-12.0,-453.9,,,,,,,,True,True,True,,,,
18047,344,824.0,,,,781.0,985.0,106.2,,,,,480.0,,,,437.0,641.0,-237.8,,,,,,,,True,False,True,,,,
18049,363,608.0,,,,469.0,280.5,0.0,,,,,245.0,,,,106.0,-82.5,-363.0,,,,,,,,True,True,False,,,,
18051,920,1456.0,,,,986.0,734.7,0.0,,,,,536.0,,,,66.0,-185.3,-920.0,,,,,,,,True,True,False,,,,
18053,1346,2616.0,,,,1808.0,1317.2,0.1,,1785.8,,,1270.0,,,,462.0,-28.8,-1345.9,,439.8,,,,,,True,True,False,,True,,
18055,639,1104.0,,,,1161.0,618.4,0.1,,,,,465.0,,,,522.0,-20.6,-638.9,,,,,,,,False,True,False,,,,
18057,7515,14512.0,,,,8446.0,6816.3,11.3,,12669.1,5622.0,,6997.0,,,,931.0,-698.7,-7503.7,,5154.1,-1893.0,,,,,True,True,False,,True,True,
18059,2099,3640.0,,,,2211.0,2857.1,0.1,,3164.9,,,1541.0,,,,112.0,758.1,-2098.9,,1065.9,,,,,,True,True,False,,True,,
