,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
01085,41,189.0,,178.0,,103.0,103.0,143.0,,,,,88.8,,67.4,,,79.0,299.9,,90.9,,,36.0,87.1,,,,153.0,118.0,73.5,,,,,,,,,,189.2,148.0,,137.0,,62.0,62.0,102.0,,,,,47.8,,26.4,,,38.0,258.9,,49.9,,,-5.0,46.1,,,,112.0,77.0,32.5,,,,,,,,,,148.2,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,,,,,False
01087,86,174.0,,171.9,,121.0,110.0,153.0,,,,,85.8,,180.3,,,147.0,173.2,,117.7,,,104.0,128.2,,,,161.0,108.0,41.4,,,,,,,,,,96.9,88.0,,85.9,,35.0,24.0,67.0,,,,,-0.2,,94.3,,,61.0,87.2,,31.7,,,18.0,42.2,,,,75.0,22.0,-44.6,,,,,,,,,,10.9,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,,True
01089,1729,3879.0,,3868.9,3056.8,2861.0,2741.0,8697.0,,,,,2009.8,,2519.8,,2944.8,2990.0,3416.8,,2197.4,1283.5,,1844.0,2522.4,,,,3189.0,2847.0,2027.8,,,,,,3304.7,1635.0,,,3043.3,2150.0,,2139.9,1327.8,1132.0,1012.0,6968.0,,,,,280.8,,790.8,,1215.8,1261.0,1687.8,,468.4,-445.5,,115.0,793.4,,,,1460.0,1118.0,298.8,,,,,,1575.7,-94.0,,,1314.3,,True,True,True,True,False,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,True
01091,241,129.0,,90.5,,126.0,120.0,136.0,,,,,139.3,,39.0,,,188.0,506.9,,134.9,,,18.0,99.3,,,,134.0,124.0,44.0,,,,,,175.8,,,,225.7,-112.0,,-150.5,,-115.0,-121.0,-105.0,,,,,-101.7,,-202.0,,,-53.0,265.9,,-106.1,,,-223.0,-141.7,,,,-107.0,-117.0,-197.0,,,,,,-65.2,,,,-15.3,,False,,False,False,True,,,,,True,,False,,,True,False,,True,,,False,False,,,,True,False,False,,,,,,True,,,,True
01093,163,171.0,,168.3,,138.0,133.0,91.0,,,,,167.5,,88.7,,,264.0,90.9,,132.5,64.5,,68.0,114.3,,,,104.0,183.0,128.0,,,,,,140.8,,,,230.8,8.0,,5.3,,-25.0,-30.0,-72.0,,,,,4.5,,-74.3,,,101.0,-72.1,,-30.5,-98.5,,-95.0,-48.7,,,,-59.0,20.0,-35.0,,,,,,-22.2,,,,67.8,,True,,False,False,False,,,,,True,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,,False
01095,291,735.0,,755.7,,595.0,535.0,546.0,,,,,591.6,,380.5,,562.6,934.0,771.4,,608.7,183.0,,366.0,532.7,,,,522.0,621.0,574.0,,,,,,650.1,,,,684.9,444.0,,464.7,,304.0,244.0,255.0,,,,,300.6,,89.5,,271.6,643.0,480.4,,317.7,-108.0,,75.0,241.7,,,,231.0,330.0,283.0,,,,,,359.1,,,,393.9,,False,,True,True,True,,,,,True,,True,,True,False,False,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True
01097,2048,3747.0,,3691.3,3559.6,2697.0,2725.0,5002.0,,,,,2435.7,,2842.0,,2435.2,3571.0,3774.8,,2826.5,1360.5,,2336.0,2434.3,,,,3343.0,2604.0,1609.7,,,,,,2199.5,2346.0,,,5477.7,1699.0,,1643.3,1511.6,649.0,677.0,2954.0,,,,,387.7,,794.0,,387.2,1523.0,1726.8,,778.5,-687.5,,288.0,386.3,,,,1295.0,556.0,-438.3,,,,,,151.5,298.0,,,3429.7,,True,True,True,True,False,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,False
01099,39,192.0,,214.8,,124.0,122.0,89.0,,,,,106.5,,110.1,,,175.0,53.2,,109.5,,,65.0,105.6,,,,149.0,146.0,243.3,,,,,,,,,,136.9,153.0,,175.8,,85.0,83.0,50.0,,,,,67.5,,71.1,,,136.0,14.2,,70.5,,,26.0,66.6,,,,110.0,107.0,204.3,,,,,,,,,,97.9,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,True
01101,1119,2160.0,,2192.3,,1539.0,1391.0,1726.0,,,,,1496.5,,1401.3,,1379.3,1731.0,2850.7,,1519.4,953.0,,567.5,1385.1,,,,1795.0,1686.0,828.8,,,,,,1704.1,1253.0,,,2049.4,1041.0,,1073.3,,420.0,272.0,607.0,,,,,377.5,,282.3,,260.3,612.0,1731.7,,400.4,-166.0,,-551.5,266.1,,,,676.0,567.0,-290.2,,,,,,585.1,134.0,,,930.4,,False,,True,True,True,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,True
01103,424,843.0,,781.2,,663.0,643.0,516.0,,,,,710.3,,544.7,,,1142.0,654.1,,668.4,323.5,,491.5,667.3,,,,547.0,862.0,663.2,,,,,,392.1,,,,878.1,419.0,,357.2,,239.0,219.0,92.0,,,,,286.3,,120.7,,,718.0,230.1,,244.4,-100.5,,67.5,243.3,,,,123.0,438.0,239.2,,,,,,-31.9,,,,454.1,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,True,,,,,,True,,,,False
01105,20,123.0,,125.9,,70.0,65.0,122.0,,,,,69.7,,176.9,,,84.0,19.3,,60.9,,,8.0,63.7,,,,97.0,70.0,44.9,,,,,,,,,,156.0,103.0,,105.9,,50.0,45.0,102.0,,,,,49.7,,156.9,,,64.0,-0.7,,40.9,,,-12.0,43.7,,,,77.0,50.0,24.9,,,,,,,,,,136.0,,False,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,,False
01107,106,252.0,,231.2,,183.0,150.0,125.0,,,,,114.8,,76.2,,,184.0,259.3,,117.2,,,112.0,128.0,,,,212.0,159.0,210.0,,,,,,217.5,,,,195.3,146.0,,125.2,,77.0,44.0,19.0,,,,,8.8,,-29.8,,,78.0,153.3,,11.2,,,6.0,22.0,,,,106.0,53.0,104.0,,,,,,111.5,,,,89.3,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,True,,,,True
01109,118,252.0,,260.0,,199.0,182.0,104.0,,,,,211.7,,258.9,,,295.0,218.3,,216.1,119.5,,111.0,200.1,,,,215.0,199.0,93.1,,,,,,231.8,,,,293.0,134.0,,142.0,,81.0,64.0,-14.0,,,,,93.7,,140.9,,,177.0,100.3,,98.1,1.5,,-7.0,82.1,,,,97.0,81.0,-24.9,,,,,,113.8,,,,175.0,,False,,True,True,True,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,False
01111,83,123.0,,124.3,,122.0,106.0,138.0,,,,,99.4,,115.4,,,193.0,251.6,,99.0,,,85.0,104.1,,,,119.0,128.0,110.7,,,,,,,,,,108.6,40.0,,41.3,,39.0,23.0,55.0,,,,,16.4,,32.4,,,110.0,168.6,,16.0,,,2.0,21.1,,,,36.0,45.0,27.7,,,,,,,,,,25.6,,False,,True,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,True,False,True,,,,,,,,,,True
01113,187,468.0,,458.1,,290.0,293.0,247.0,,,,,289.0,,322.6,,,478.0,444.0,,364.2,158.0,,186.0,254.6,,,,444.0,306.0,150.7,,,,,,307.6,,,,322.9,281.0,,271.1,,103.0,106.0,60.0,,,,,102.0,,135.6,,,291.0,257.0,,177.2,-29.0,,-1.0,67.6,,,,257.0,119.0,-36.3,,,,,,120.6,,,,135.9,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True
01115,394,984.0,,972.4,,692.0,649.0,1246.0,,,,,522.9,,567.6,,,730.0,846.3,,495.5,288.5,,594.0,659.1,,,,615.0,657.0,828.8,,,,,,545.5,,,,807.8,590.0,,578.4,,298.0,255.0,852.0,,,,,128.9,,173.6,,,336.0,452.3,,101.5,-105.5,,200.0,265.1,,,,221.0,263.0,434.8,,,,,,151.5,,,,413.8,,True,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True
01117,1098,2343.0,,2504.7,,1640.0,1705.0,2192.0,,,,,1418.6,,1217.9,,1478.4,1776.0,2390.3,,1331.3,892.5,,1413.5,1465.2,,,,1964.0,1601.0,2131.3,,,,,,1856.3,1317.0,,,1801.8,1245.0,,1406.7,,542.0,607.0,1094.0,,,,,320.6,,119.9,,380.4,678.0,1292.3,,233.3,-205.5,,315.5,367.2,,,,866.0,503.0,1033.3,,,,,,758.3,219.0,,,703.8,,False,,True,True,True,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,True
01119,32,72.0,,74.7,,60.0,69.0,19.0,,,,,53.3,,52.5,,,100.0,703.9,,38.7,,,58.0,50.5,,,,113.0,60.0,55.0,,,,,,,,,,89.4,40.0,,42.7,,28.0,37.0,-13.0,,,,,21.3,,20.5,,,68.0,671.9,,6.7,,,26.0,18.5,,,,81.0,28.0,23.0,,,,,,,,,,57.4,,False,,True,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,,,,False
01121,372,1131.0,,1108.0,,675.0,670.0,323.0,,,,,494.6,,409.1,,,701.0,1004.4,,606.2,325.5,,413.0,628.4,,,,994.0,821.0,790.3,,,,,,728.5,,,,950.1,759.0,,736.0,,303.0,298.0,-49.0,,,,,122.6,,37.1,,,329.0,632.4,,234.2,-46.5,,41.0,256.4,,,,622.0,449.0,418.3,,,,,,356.5,,,,578.1,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True
01123,241,330.0,,487.7,,285.0,430.0,77.0,,,,,251.5,,200.0,,,315.0,7549.5,,357.7,177.0,,180.0,263.3,,,,399.0,308.0,132.5,,,,,,348.2,,,,689.6,89.0,,246.7,,44.0,189.0,-164.0,,,,,10.5,,-41.0,,,74.0,7308.5,,116.7,-64.0,,-61.0,22.3,,,,158.0,67.0,-108.5,,,,,,107.2,,,,448.6,,False,,True,False,False,,,,,True,,True,,,True,False,,False,True,,True,True,,,,False,True,False,,,,,,False,,,,False
01125,1087,2295.0,,2447.0,,1715.0,1626.0,3977.0,,,,,1442.2,,875.0,,1702.5,1728.0,4795.5,,1290.5,735.5,,1302.5,1411.0,,,,1861.0,1562.0,1266.6,,,,,,2742.6,1965.0,,,1760.6,1208.0,,1360.0,,628.0,539.0,2890.0,,,,,355.2,,-212.0,,615.5,641.0,3708.5,,203.5,-351.5,,215.5,324.0,,,,774.0,475.0,179.6,,,,,,1655.6,878.0,,,673.6,,False,,True,True,False,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,True
01127,263,360.0,,379.4,,280.0,299.0,239.0,,,,,330.6,,293.0,,,603.0,156.5,,291.1,90.0,,134.0,224.0,,,,198.0,382.0,292.8,,,,,,580.6,,,,397.9,97.0,,116.4,,17.0,36.0,-24.0,,,,,67.6,,30.0,,,340.0,-106.5,,28.1,-173.0,,-129.0,-39.0,,,,-65.0,119.0,29.8,,,,,,317.6,,,,134.9,,False,,True,True,True,,,,,True,,True,,,False,False,,True,False,,False,True,,,,True,False,True,,,,,,False,,,,False
01129,77,81.0,,80.3,,79.0,81.0,71.0,,,,,90.5,,87.8,,,164.0,166.7,,93.9,,,47.0,72.9,,,,80.0,85.0,50.1,,,,,,,,,,193.8,4.0,,3.3,,2.0,4.0,-6.0,,,,,13.5,,10.8,,,87.0,89.7,,16.9,,,-30.0,-4.1,,,,3.0,8.0,-26.9,,,,,,,,,,116.8,,True,,True,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,,False
01131,51,120.0,,120.8,,83.0,83.0,136.0,,,,,81.0,,51.7,,,76.0,124.6,,76.8,,,62.0,71.5,,,,138.0,88.0,76.5,,,,,,,,,,182.2,69.0,,69.8,,32.0,32.0,85.0,,,,,30.0,,0.7,,,25.0,73.6,,25.8,,,11.0,20.5,,,,87.0,37.0,25.5,,,,,,,,,,131.2,,False,,True,True,False,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,,,,,False
01133,71,57.0,,69.1,,61.0,100.0,51.0,,,,,119.5,,59.2,,,241.0,51.8,,99.5,,,27.0,62.9,,,,40.0,95.0,69.8,,,,,,29.3,,,,144.5,-14.0,,-1.9,,-10.0,29.0,-20.0,,,,,48.5,,-11.8,,,170.0,-19.2,,28.5,,,-44.0,-8.1,,,,-31.0,24.0,-1.2,,,,,,-41.7,,,,73.5,,True,,True,False,False,,,,,False,,True,,,False,False,,False,,,False,True,,,,False,False,True,,,,,,False,,,,False
02013,102,522.0,,557.3,,176.0,190.0,,,,,,44.9,,74.0,,,,722.9,,234.7,,,91.0,188.1,,,,155.0,69.0,13.7,,,,,,,,,,,420.0,,455.3,,74.0,88.0,,,,,,-57.1,,-28.0,,,,620.9,,132.7,,,-11.0,86.1,,,,53.0,-33.0,-88.3,,,,,,,,,,,,False,,True,True,,,,,,True,,True,,,,False,,True,,,True,True,,,,True,True,True,,,,,,,,,,
02016,197,114.0,,103.9,,63.0,67.0,,,,,,50.3,,40.6,,,,56.3,,86.1,,,100.0,57.8,,,,151.0,73.0,20.7,,,,,,,,,,,-83.0,,-93.1,,-134.0,-130.0,,,,,,-146.7,,-156.4,,,,-140.7,,-110.9,,,-97.0,-139.2,,,,-46.0,-124.0,-176.3,,,,,,,,,,,,False,,False,False,,,,,,False,,False,,,,False,,False,,,False,False,,,,True,False,False,,,,,,,,,,
02020,883,852.0,,827.3,1242.4,785.0,1021.0,747.0,,,,,792.6,,611.5,,762.5,,666.3,,715.7,700.5,,381.0,586.3,,,,719.0,1103.0,1658.9,,,,,,1284.4,294.0,,,,-31.0,,-55.7,359.4,-98.0,138.0,-136.0,,,,,-90.4,,-271.5,,-120.5,,-216.7,,-167.3,-182.5,,-502.0,-296.7,,,,-164.0,220.0,775.9,,,,,,401.4,-589.0,,,,,False,False,False,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,
02050,146,288.0,,284.8,,197.0,152.0,0.0,,,,,178.8,,37.9,,,,314.4,,227.7,,,43.0,155.1,,,,314.0,218.0,190.5,,,,,,,,,,,142.0,,138.8,,51.0,6.0,-146.0,,,,,32.8,,-108.1,,,,168.4,,81.7,,,-103.0,9.1,,,,168.0,72.0,44.5,,,,,,,,,,,,True,,True,True,False,,,,,True,,True,,,,False,,True,,,True,True,,,,False,True,True,,,,,,,,,,
02060,0,0.0,,0.0,,0.0,1.0,0.0,,,,,4.3,,10.0,,,,0.0,,0.0,,,,0.0,,,,0.0,4.0,1.5,,,,,,,,,,,0.0,,0.0,,0.0,1.0,0.0,,,,,4.3,,10.0,,,,0.0,,0.0,,,,0.0,,,,0.0,4.0,1.5,,,,,,,,,,,,True,,True,False,True,,,,,False,,False,,,,False,,True,,,,True,,,,True,False,False,,,,,,,,,,
02068,5,0.0,,0.3,,1.0,8.0,0.0,,,,,2.4,,4.7,,,,87.1,,3.8,,,3.0,0.3,,,,4.0,9.0,,,,,,,,,,,,-5.0,,-4.7,,-4.0,3.0,-5.0,,,,,-2.6,,-0.3,,,,82.1,,-1.2,,,-2.0,-4.7,,,,-1.0,4.0,,,,,,,,,,,,,True,,True,True,False,,,,,True,,True,,,,False,,True,,,True,True,,,,True,True,,,,,,,,,,,
02070,25,27.0,,27.9,,17.0,19.0,,,,,,9.6,,19.7,,,,16.9,,16.1,,,11.0,15.3,,,,16.0,34.0,19.6,,,,,,,,,,,2.0,,2.9,,-8.0,-6.0,,,,,,-15.4,,-5.3,,,,-8.1,,-8.9,,,-14.0,-9.7,,,,-9.0,9.0,-5.4,,,,,,,,,,,,False,,False,False,,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,
02090,294,237.0,,249.2,,211.0,243.0,,,,,,236.4,,247.8,,,,83.3,,237.1,166.0,,39.0,169.5,,,,187.0,466.0,588.4,,,,,,288.1,,,,,-57.0,,-44.8,,-83.0,-51.0,,,,,,-57.6,,-46.2,,,,-210.7,,-56.9,-128.0,,-255.0,-124.5,,,,-107.0,172.0,294.4,,,,,,-5.9,,,,,,True,,False,True,,,,,,False,,True,,,,False,,True,False,,False,False,,,,False,False,False,,,,,,True,,,,
02100,1,0.0,,0.0,,0.0,6.0,0.0,,,,,0.2,,2.6,,,,39.9,,3.4,,,3.0,0.5,,,,2.0,12.0,6.4,,,,,,,,,,,-1.0,,-1.0,,-1.0,5.0,-1.0,,,,,-0.8,,1.6,,,,38.9,,2.4,,,2.0,-0.5,,,,1.0,11.0,5.4,,,,,,,,,,,,False,,False,False,False,,,,,True,,False,,,,False,,False,,,False,True,,,,False,False,False,,,,,,,,,,
02105,0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.7,,,,0.1,,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.7,,,,0.1,,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,,True,,True,True,True,,,,,,,False,,,,False,,True,,,,False,,,,True,,,,,,,,,,,,
02110,49,120.0,,131.7,,88.0,81.0,111.0,,,,,53.2,,80.6,,,,71.8,,50.6,63.0,,78.0,64.2,,,,134.0,112.0,137.1,,,,,,,,,,,71.0,,82.7,,39.0,32.0,62.0,,,,,4.2,,31.6,,,,22.8,,1.6,14.0,,29.0,15.2,,,,85.0,63.0,88.1,,,,,,,,,,,,False,,True,True,True,,,,,True,,True,,,,True,,True,True,,True,True,,,,False,True,False,,,,,,,,,,
02122,73,60.0,,53.7,,55.0,119.0,56.0,,,,,96.5,,130.4,,,,18.0,,86.8,,,8.0,49.8,,,,45.0,239.0,307.9,,,,,,116.8,,,,,-13.0,,-19.3,,-18.0,46.0,-17.0,,,,,23.5,,57.4,,,,-55.0,,13.8,,,-65.0,-23.2,,,,-28.0,166.0,234.9,,,,,,43.8,,,,,,False,,False,False,False,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,False,,,,,,False,,,,
02130,70,27.0,,27.0,,18.0,21.0,0.0,,,,,10.8,,30.3,,,,44.3,,11.6,,,13.0,17.4,,,,20.0,48.0,,,,,,,,,,,,-43.0,,-43.0,,-52.0,-49.0,-70.0,,,,,-59.2,,-39.7,,,,-25.7,,-58.4,,,-57.0,-52.6,,,,-50.0,-22.0,,,,,,,,,,,,,False,,False,False,False,,,,,False,,True,,,,True,,False,,,False,False,,,,False,True,,,,,,,,,,,
02150,13,33.0,,32.7,,31.0,27.0,,,,,,47.0,,44.5,,,,3.0,,23.8,,,0.0,19.6,,,,23.0,54.0,47.3,,,,,,,,,,,20.0,,19.7,,18.0,14.0,,,,,,34.0,,31.5,,,,-10.0,,10.8,,,-13.0,6.6,,,,10.0,41.0,34.3,,,,,,,,,,,,True,,True,True,,,,,,False,,False,,,,True,,True,,,True,True,,,,True,False,False,,,,,,,,,,
02158,50,99.0,,135.3,,39.0,44.0,0.0,,,,,,,14.7,,,,32.9,,67.4,,,5.0,47.5,,,,142.0,,,,,,,,,,,,,49.0,,85.3,,-11.0,-6.0,-50.0,,,,,,,-35.3,,,,-17.1,,17.4,,,-45.0,-2.5,,,,92.0,,,,,,,,,,,,,,False,,True,True,False,,,,,,,True,,,,True,,True,,,True,True,,,,False,,,,,,,,,,,,
02164,12,0.0,,0.0,,0.0,7.0,0.0,,,,,0.0,,0.6,,,,0.3,,3.2,,,6.0,,,,,0.0,9.0,35.5,,,,,,,,,,,-12.0,,-12.0,,-12.0,-5.0,-12.0,,,,,-12.0,,-11.4,,,,-11.7,,-8.8,,,-6.0,,,,,-12.0,-3.0,23.5,,,,,,,,,,,,False,,False,True,False,,,,,True,,True,,,,True,,True,,,True,,,,,False,True,False,,,,,,,,,,
02170,889,603.0,,591.7,,348.0,414.0,375.0,,,,,311.2,,378.3,,,,185.0,,317.7,278.5,,219.0,393.7,,,,531.0,558.0,594.3,,,,,,913.1,,,,,-286.0,,-297.3,,-541.0,-475.0,-514.0,,,,,-577.8,,-510.7,,,,-704.0,,-571.3,-610.5,,-670.0,-495.3,,,,-358.0,-331.0,-294.7,,,,,,24.1,,,,,,False,,False,False,False,,,,,False,,False,,,,False,,False,False,,False,False,,,,False,False,False,,,,,,True,,,,
02180,13,12.0,,9.0,,10.0,16.0,0.0,,,,,14.8,,20.9,,,,5.4,,14.2,,,10.0,4.1,,,,9.0,38.0,39.3,,,,,,,,,,,-1.0,,-4.0,,-3.0,3.0,-13.0,,,,,1.8,,7.9,,,,-7.6,,1.2,,,-3.0,-8.9,,,,-4.0,25.0,26.3,,,,,,,,,,,,False,,False,False,False,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,
02185,22,9.0,,8.1,,8.0,15.0,0.0,,,,,50.3,,23.9,,,,0.7,,31.1,,,2.0,5.4,,,,,16.0,61.2,,,,,,,,,,,-13.0,,-13.9,,-14.0,-7.0,-22.0,,,,,28.3,,1.9,,,,-21.3,,9.1,,,-20.0,-16.6,,,,,-6.0,39.2,,,,,,,,,,,,False,,False,True,False,,,,,False,,True,,,,False,,True,,,False,False,,,,,True,False,,,,,,,,,,
02188,15,9.0,,10.1,,12.0,73.0,0.0,,,,,36.7,,27.7,,,,11.7,,38.0,,,0.0,7.3,,,,16.0,43.0,44.6,,,,,,,,,,,-6.0,,-4.9,,-3.0,58.0,-15.0,,,,,21.7,,12.7,,,,-3.3,,23.0,,,-15.0,-7.7,,,,1.0,28.0,29.6,,,,,,,,,,,,True,,True,False,False,,,,,False,,False,,,,True,,False,,,False,False,,,,True,False,False,,,,,,,,,,
02195,36,6.0,,4.4,,2.0,5.0,0.0,,,,,1.4,,6.5,,,,0.1,,4.1,,,7.0,0.9,,,,,12.0,,,,,,,,,,,,-30.0,,-31.6,,-34.0,-31.0,-36.0,,,,,-34.6,,-29.5,,,,-35.9,,-31.9,,,-29.0,-35.1,,,,,-24.0,,,,,,,,,,,,,False,,False,False,False,,,,,False,,True,,,,False,,False,,,True,False,,,,,True,,,,,,,,,,,
02198,2,0.0,,0.1,,0.0,0.0,0.0,,,,,3.2,,3.8,,,,1.2,,2.2,,,0.0,0.4,,,,1.0,,,,,,,,,,,,,-2.0,,-1.9,,-2.0,-2.0,-2.0,,,,,1.2,,1.8,,,,-0.8,,0.2,,,-2.0,-1.6,,,,-1.0,,,,,,,,,,,,,,True,,False,False,False,,,,,True,,True,,,,True,,True,,,False,True,,,,True,,,,,,,,,,,,
02220,7,12.0,,11.1,,9.0,12.0,0.0,,,,,11.0,,23.6,,,,2.3,,9.6,,,0.0,6.5,,,,10.0,38.0,30.4,,,,,,,,,,,5.0,,4.1,,2.0,5.0,-7.0,,,,,4.0,,16.6,,,,-4.7,,2.6,,,-7.0,-0.5,,,,3.0,31.0,23.4,,,,,,,,,,,,True,,True,False,False,,,,,True,,False,,,,True,,True,,,False,True,,,,True,False,False,,,,,,,,,,
02230,4,0.0,,0.0,,0.0,0.0,0.0,,,,,0.6,,1.2,,,,0.0,,0.6,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,-4.0,,-4.0,,-4.0,-4.0,-4.0,,,,,-3.4,,-2.8,,,,-4.0,,-3.4,,,-4.0,-4.0,,,,-4.0,,,,,,,,,,,,,,False,,False,False,False,,,,,True,,True,,,,True,,True,,,False,True,,,,False,,,,,,,,,,,,
02240,8,33.0,,28.7,,24.0,28.0,,,,,,12.1,,20.6,,,,178.0,,10.4,,,21.0,20.8,,,,23.0,40.0,29.2,,,,,,,,,,,25.0,,20.7,,16.0,20.0,,,,,,4.1,,12.6,,,,170.0,,2.4,,,13.0,12.8,,,,15.0,32.0,21.2,,,,,,,,,,,,True,,True,True,,,,,,True,,True,,,,False,,True,,,True,True,,,,True,False,True,,,,,,,,,,
