,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
27143,92,138.0,30.0,,,,,268.0,33.2,151.4,93.0,,,,,46.0,-62.0,,,,,176.0,-58.8,59.4,1.0,,,,,False,,,,,False,False,False,True,,,,
27145,936,1656.0,822.0,,,,,2362.0,709.0,2207.1,944.5,,2764.1,1355.0,,720.0,-114.0,,,,,1426.0,-227.0,1271.1,8.5,,1828.1,419.0,,True,,,,,False,True,False,True,,False,True,
27147,282,636.0,1398.0,,,,,741.0,399.9,393.4,869.0,,657.0,,,354.0,1116.0,,,,,459.0,117.9,111.4,587.0,,375.0,,,False,,,,,False,True,True,False,,False,,
27149,45,48.0,3.0,,,,,143.0,22.1,60.2,3.0,,,,,3.0,-42.0,,,,,98.0,-22.9,15.2,-42.0,,,,,False,,,,,False,False,False,False,,,,
27151,49,72.0,0.0,,,,,117.0,60.0,56.8,35.0,,,,,23.0,-49.0,,,,,68.0,11.0,7.8,-14.0,,,,,False,,,,,False,True,True,True,,,,
27153,155,168.0,14.0,,,,,372.0,108.3,216.7,160.0,,267.5,,,13.0,-141.0,,,,,217.0,-46.7,61.7,5.0,,112.5,,,False,,,,,False,False,False,True,,False,,
27155,55,78.0,13.0,,,,,30.0,30.8,36.2,52.0,,,,,23.0,-42.0,,,,,-25.0,-24.2,-18.8,-3.0,,,,,False,,,,,False,False,True,True,,,,
27157,173,378.0,480.0,,,,,481.0,315.4,302.2,339.0,,,,,205.0,307.0,,,,,308.0,142.4,129.2,166.0,,,,,False,,,,,False,True,True,True,,,,
27159,113,156.0,16.0,,,,,163.0,47.9,83.7,58.0,,,,,43.0,-97.0,,,,,50.0,-65.1,-29.3,-55.0,,,,,False,,,,,False,False,True,False,,,,
27161,199,192.0,60.0,,,,,329.0,124.5,227.0,110.0,,,,,-7.0,-139.0,,,,,130.0,-74.5,28.0,-89.0,,,,,False,,,,,False,False,False,False,,,,
27163,1982,3330.0,1291.0,,,,,4098.0,2547.9,3277.4,1859.0,,2661.7,1917.0,,1348.0,-691.0,,,,,2116.0,565.9,1295.4,-123.0,,679.7,-65.0,,True,,,,,False,True,True,True,,True,True,
27165,111,96.0,0.0,,,,,203.0,48.5,108.7,41.0,,,,,-15.0,-111.0,,,,,92.0,-62.5,-2.3,-70.0,,,,,False,,,,,False,False,True,False,,,,
27167,48,90.0,3.0,,,,,88.0,21.9,55.2,25.0,,,,,42.0,-45.0,,,,,40.0,-26.1,7.2,-23.0,,,,,False,,,,,True,True,True,True,,,,
27169,304,756.0,862.0,,,,,1054.0,448.4,493.2,419.0,,593.6,,,452.0,558.0,,,,,750.0,144.4,189.2,115.0,,289.6,,,False,,,,,False,True,True,True,,True,,
27171,941,1626.0,879.0,,,,,2078.0,778.1,1377.4,820.0,,1163.7,722.0,,685.0,-62.0,,,,,1137.0,-162.9,436.4,-121.0,,222.7,-219.0,,True,,,,,False,True,True,True,,True,True,
27173,46,102.0,8.0,,,,,105.0,19.5,94.7,76.0,,,,,56.0,-38.0,,,,,59.0,-26.5,48.7,30.0,,,,,True,,,,,False,True,True,True,,,,
28001,306,648.0,1075.0,,,,,934.0,1460.0,460.5,558.0,,,,,342.0,769.0,,,,,628.0,1154.0,154.5,252.0,,,,,False,,,,,False,False,True,True,,,,
28003,287,942.0,730.0,,,,,1330.0,676.1,709.9,815.0,,,,,655.0,443.0,,,,,1043.0,389.1,422.9,528.0,,,,,True,,,,,False,True,True,True,,,,
28005,144,222.0,148.0,,,,,420.0,119.8,164.0,255.0,,,,,78.0,4.0,,,,,276.0,-24.2,20.0,111.0,,,,,True,,,,,False,True,True,False,,,,
28007,132,396.0,132.0,,,,,539.0,116.7,337.7,248.0,,,,,264.0,0.0,,,,,407.0,-15.3,205.7,116.0,,,,,True,,,,,False,True,True,True,,,,
28009,123,240.0,140.0,,,,,344.0,381.6,162.4,226.0,,,,,117.0,17.0,,,,,221.0,258.6,39.4,103.0,,,,,True,,,,,False,False,True,True,,,,
28011,649,954.0,590.0,,,,,762.0,838.1,744.2,660.5,,538.1,,,305.0,-59.0,,,,,113.0,189.1,95.2,11.5,,-110.9,,,True,,,,,True,True,True,True,,True,,
28013,224,432.0,171.0,,,,,542.0,149.8,275.0,411.0,,,,,208.0,-53.0,,,,,318.0,-74.2,51.0,187.0,,,,,True,,,,,False,True,True,True,,,,
28015,140,228.0,48.0,,,,,300.0,432.6,158.7,166.0,,,,,88.0,-92.0,,,,,160.0,292.6,18.7,26.0,,,,,False,,,,,False,False,True,True,,,,
28017,180,498.0,300.0,,,,,655.0,369.2,354.0,496.0,,,,,318.0,120.0,,,,,475.0,189.2,174.0,316.0,,,,,True,,,,,False,True,True,True,,,,
28019,95,186.0,65.0,,,,,247.0,57.5,134.3,137.0,,,,,91.0,-30.0,,,,,152.0,-37.5,39.3,42.0,,,,,True,,,,,False,True,True,True,,,,
28021,126,390.0,430.0,,,,,183.0,780.5,209.5,258.0,,,,,264.0,304.0,,,,,57.0,654.5,83.5,132.0,,,,,False,,,,,True,False,True,True,,,,
28023,317,432.0,495.0,,,,,487.0,496.8,322.7,416.0,,,,,115.0,178.0,,,,,170.0,179.8,5.7,99.0,,,,,False,,,,,False,False,True,True,,,,
28025,203,612.0,460.0,,,,,560.0,322.9,456.9,599.0,,,,,409.0,257.0,,,,,357.0,119.9,253.9,396.0,,,,,True,,,,,True,True,True,True,,,,
28027,488,996.0,1921.0,,,,,571.0,739.4,516.5,787.0,,567.6,,,508.0,1433.0,,,,,83.0,251.4,28.5,299.0,,79.6,,,False,,,,,True,True,True,True,,True,,
28029,374,510.0,547.0,,,,,953.0,278.3,421.2,439.0,,325.3,,,136.0,173.0,,,,,579.0,-95.7,47.2,65.0,,-48.7,,,False,,,,,False,True,True,True,,True,,
28031,380,510.0,375.0,,,,,610.0,287.5,368.6,517.5,,445.1,,,130.0,-5.0,,,,,230.0,-92.5,-11.4,137.5,,65.1,,,True,,,,,False,True,True,False,,True,,
28033,2616,5520.0,6339.0,,,,,6178.0,2638.6,4055.1,4450.0,,1936.2,4319.0,,2904.0,3723.0,,,,,3562.0,22.6,1439.1,1834.0,,-679.8,1703.0,,False,,,,,False,True,True,True,,True,True,
28035,1267,1500.0,848.0,,,,,2122.0,881.6,1346.2,1335.0,,1131.5,,,233.0,-419.0,,,,,855.0,-385.4,79.2,68.0,,-135.5,,,False,,,,,False,False,True,True,,True,,
28037,102,120.0,29.0,,,,,255.0,35.0,101.0,83.0,,,,,18.0,-73.0,,,,,153.0,-67.0,-1.0,-19.0,,,,,False,,,,,False,False,True,False,,,,
28039,333,828.0,1938.0,,,,,794.0,1210.9,406.3,521.0,,,,,495.0,1605.0,,,,,461.0,877.9,73.3,188.0,,,,,False,,,,,True,False,True,True,,,,
28041,183,276.0,134.0,,,,,453.0,253.9,180.9,235.0,,,,,93.0,-49.0,,,,,270.0,70.9,-2.1,52.0,,,,,True,,,,,False,True,True,True,,,,
28043,296,528.0,714.0,,,,,568.0,314.2,316.6,364.0,,219.8,,,232.0,418.0,,,,,272.0,18.2,20.6,68.0,,-76.2,,,False,,,,,False,True,True,True,,True,,
28045,834,1704.0,2768.0,,,,,1489.0,752.4,1140.7,1802.0,,1515.8,,,870.0,1934.0,,,,,655.0,-81.6,306.7,968.0,,681.8,,,False,,,,,True,True,True,False,,True,,
28047,3368,6990.0,4823.0,,,,,6212.0,5630.8,4429.6,6963.5,,6699.4,4728.0,,3622.0,1455.0,,,,,2844.0,2262.8,1061.6,3595.5,,3331.4,1360.0,,True,,,,,True,True,True,True,,True,True,
28049,2654,5466.0,4280.0,,,,,5703.0,4986.1,3774.5,5082.0,,3722.7,4967.0,,2812.0,1626.0,,,,,3049.0,2332.1,1120.5,2428.0,,1068.7,2313.0,,True,,,,,False,True,True,True,,True,True,
28051,136,210.0,185.0,,,,,350.0,60.6,183.6,175.0,,,,,74.0,49.0,,,,,214.0,-75.4,47.6,39.0,,,,,True,,,,,False,False,True,True,,,,
28053,99,252.0,150.0,,,,,193.0,94.8,145.2,240.0,,,,,153.0,51.0,,,,,94.0,-4.2,46.2,141.0,,,,,True,,,,,True,True,True,True,,,,
28055,8,30.0,0.0,,,,,49.0,1.3,12.7,29.0,,,,,22.0,-8.0,,,,,41.0,-6.7,4.7,21.0,,,,,True,,,,,False,True,True,True,,,,
28057,282,750.0,377.0,,,,,915.0,159.8,655.4,608.0,,1048.4,,,468.0,95.0,,,,,633.0,-122.2,373.4,326.0,,766.4,,,True,,,,,False,True,True,True,,False,,
28059,2293,4164.0,6440.0,,,,,4184.0,4297.6,3182.0,4489.0,,2732.2,6217.0,,1871.0,4147.0,,,,,1891.0,2004.6,889.0,2196.0,,439.2,3924.0,,False,,,,,False,False,True,False,,True,False,
28061,452,546.0,175.0,,,,,473.0,117.7,391.3,420.0,,,,,94.0,-277.0,,,,,21.0,-334.3,-60.7,-32.0,,,,,False,,,,,True,False,True,True,,,,
28063,86,180.0,72.0,,,,,171.0,1422.1,109.1,245.0,,,,,94.0,-14.0,,,,,85.0,1336.1,23.1,159.0,,,,,True,,,,,True,False,True,False,,,,
28065,175,150.0,34.0,,,,,317.0,94.4,140.4,104.0,,,,,-25.0,-141.0,,,,,142.0,-80.6,-34.6,-71.0,,,,,False,,,,,False,False,False,False,,,,
28067,1706,2382.0,2043.0,,,,,2596.0,2474.7,1560.9,2406.0,,1057.3,,,676.0,337.0,,,,,890.0,768.7,-145.1,700.0,,-648.7,,,True,,,,,False,False,True,False,,True,,
28069,131,204.0,97.0,,,,,275.0,855.7,136.1,223.0,,,,,73.0,-34.0,,,,,144.0,724.7,5.1,92.0,,,,,True,,,,,False,False,True,False,,,,
28071,814,1668.0,1685.0,,,,,1665.0,1579.9,1230.2,1519.0,,1133.7,,,854.0,871.0,,,,,851.0,765.9,416.2,705.0,,319.7,,,False,,,,,True,True,True,True,,True,,
28073,1064,1452.0,923.0,,,,,1976.0,967.9,1159.1,1557.5,,1483.7,,,388.0,-141.0,,,,,912.0,-96.1,95.1,493.5,,419.7,,,True,,,,,False,True,True,False,,False,,
28075,1005,2280.0,1818.0,,,,,2424.0,1535.9,1538.7,2144.0,,945.3,,,1275.0,813.0,,,,,1419.0,530.9,533.7,1139.0,,-59.7,,,True,,,,,False,True,True,True,,True,,
28077,176,300.0,183.0,,,,,344.0,797.3,182.6,292.5,,,,,124.0,7.0,,,,,168.0,621.3,6.6,116.5,,,,,True,,,,,False,False,True,True,,,,
28079,227,504.0,129.0,,,,,814.0,172.9,498.8,377.0,,562.9,,,277.0,-98.0,,,,,587.0,-54.1,271.8,150.0,,335.9,,,True,,,,,False,True,True,True,,False,,
28081,920,2136.0,890.0,,,,,3500.0,1115.9,1667.0,1581.0,,1597.9,,,1216.0,-30.0,,,,,2580.0,195.9,747.0,661.0,,677.9,,,True,,,,,False,True,True,True,,True,,
28083,375,612.0,140.0,,,,,796.0,635.2,528.6,570.0,,398.5,,,237.0,-235.0,,,,,421.0,260.2,153.6,195.0,,23.5,,,True,,,,,False,False,True,True,,True,,
28085,552,828.0,390.0,,,,,1154.0,449.5,650.4,806.0,,590.0,,,276.0,-162.0,,,,,602.0,-102.5,98.4,254.0,,38.0,,,True,,,,,False,True,True,True,,True,,
28087,710,1998.0,1485.0,,,,,1953.0,1054.3,1348.8,1550.0,,1388.8,,,1288.0,775.0,,,,,1243.0,344.3,638.8,840.0,,678.8,,,True,,,,,True,True,True,True,,True,,
28089,1246,2340.0,1880.0,,,,,2727.0,935.1,1869.1,1814.0,,1721.9,,,1094.0,634.0,,,,,1481.0,-310.9,623.1,568.0,,475.9,,,True,,,,,False,True,True,True,,True,,
28091,436,810.0,1307.0,,,,,813.0,1581.7,496.3,751.0,,,,,374.0,871.0,,,,,377.0,1145.7,60.3,315.0,,,,,False,,,,,False,False,True,True,,,,
28093,628,1080.0,1358.0,,,,,1008.0,1694.5,640.8,1032.5,,652.7,,,452.0,730.0,,,,,380.0,1066.5,12.8,404.5,,24.7,,,False,,,,,True,False,True,True,,True,,
28095,461,912.0,564.0,,,,,1366.0,546.3,670.1,701.0,,978.9,,,451.0,103.0,,,,,905.0,85.3,209.1,240.0,,517.9,,,True,,,,,False,True,True,True,,False,,
28097,127,246.0,56.0,,,,,301.0,126.2,173.9,150.0,,,,,119.0,-71.0,,,,,174.0,-0.8,46.9,23.0,,,,,True,,,,,False,True,True,True,,,,
28099,425,936.0,585.0,,,,,1096.0,354.2,678.0,588.5,,898.4,,,511.0,160.0,,,,,671.0,-70.8,253.0,163.5,,473.4,,,True,,,,,False,True,True,True,,True,,
28101,384,834.0,1139.0,,,,,762.0,358.0,475.7,816.0,,,,,450.0,755.0,,,,,378.0,-26.0,91.7,432.0,,,,,False,,,,,True,True,True,True,,,,
28103,126,330.0,222.0,,,,,263.0,210.1,237.9,266.0,,,,,204.0,96.0,,,,,137.0,84.1,111.9,140.0,,,,,True,,,,,True,True,True,True,,,,
28105,503,912.0,211.0,,,,,1306.0,557.4,897.3,814.0,,503.8,,,409.0,-292.0,,,,,803.0,54.4,394.3,311.0,,0.8,,,True,,,,,False,True,True,True,,True,,
28107,638,1170.0,1413.0,,,,,951.0,379.5,677.0,1145.0,,808.8,,,532.0,775.0,,,,,313.0,-258.5,39.0,507.0,,170.8,,,False,,,,,True,True,True,True,,True,,
28109,912,1398.0,592.0,,,,,1652.0,1078.5,1120.7,1523.5,,964.3,,,486.0,-320.0,,,,,740.0,166.5,208.7,611.5,,52.3,,,True,,,,,False,True,True,False,,True,,
28111,210,348.0,273.0,,,,,413.0,67.8,261.2,333.0,,,,,138.0,63.0,,,,,203.0,-142.2,51.2,123.0,,,,,True,,,,,False,False,True,True,,,,
28113,398,972.0,939.0,,,,,1290.0,723.6,762.9,930.0,,571.3,,,574.0,541.0,,,,,892.0,325.6,364.9,532.0,,173.3,,,True,,,,,False,True,True,True,,True,,
28115,473,1122.0,1073.0,,,,,1525.0,565.7,662.7,750.0,,351.5,,,649.0,600.0,,,,,1052.0,92.7,189.7,277.0,,-121.5,,,True,,,,,False,True,True,True,,True,,
28117,255,660.0,467.0,,,,,1042.0,367.8,491.1,381.0,,438.9,,,405.0,212.0,,,,,787.0,112.8,236.1,126.0,,183.9,,,True,,,,,False,True,True,True,,True,,
28119,88,276.0,313.0,,,,,177.0,135.8,126.1,305.0,,,,,188.0,225.0,,,,,89.0,47.8,38.1,217.0,,,,,False,,,,,True,True,True,False,,,,
28121,2033,4542.0,2758.0,,,,,5150.0,3798.1,3101.5,4415.5,,3218.8,4616.0,,2509.0,725.0,,,,,3117.0,1765.1,1068.5,2382.5,,1185.8,2583.0,,True,,,,,False,True,True,True,,True,False,
28123,484,858.0,955.0,,,,,1008.0,591.8,655.6,718.0,,706.1,,,374.0,471.0,,,,,524.0,107.8,171.6,234.0,,222.1,,,False,,,,,False,True,True,True,,True,,
28125,64,84.0,0.0,,,,,91.0,30.9,48.4,85.0,,,,,20.0,-64.0,,,,,27.0,-33.1,-15.6,21.0,,,,,False,,,,,False,False,True,False,,,,
28127,399,630.0,284.0,,,,,889.0,329.2,539.4,666.5,,569.4,,,231.0,-115.0,,,,,490.0,-69.8,140.4,267.5,,170.4,,,True,,,,,False,True,True,False,,True,,
28129,331,372.0,280.0,,,,,603.0,242.4,304.2,361.0,,,,,41.0,-51.0,,,,,272.0,-88.6,-26.8,30.0,,,,,False,,,,,False,False,True,True,,,,
28131,304,480.0,335.0,,,,,668.0,440.4,312.8,417.0,,,,,176.0,31.0,,,,,364.0,136.4,8.8,113.0,,,,,True,,,,,False,True,True,True,,,,
28133,372,690.0,256.0,,,,,600.0,1190.7,574.9,680.0,,321.3,,,318.0,-116.0,,,,,228.0,818.7,202.9,308.0,,-50.7,,,True,,,,,True,False,True,True,,True,,
28135,313,426.0,113.0,,,,,435.0,251.4,302.2,342.5,,,,,113.0,-200.0,,,,,122.0,-61.6,-10.8,29.5,,,,,False,,,,,False,True,True,True,,,,
28137,322,876.0,1175.0,,,,,810.0,335.8,505.6,830.0,,923.4,,,554.0,853.0,,,,,488.0,13.8,183.6,508.0,,601.4,,,False,,,,,True,True,True,True,,False,,
28139,370,1146.0,1018.0,,,,,906.0,797.4,457.4,893.0,,901.0,,,776.0,648.0,,,,,536.0,427.4,87.4,523.0,,531.0,,,True,,,,,True,True,True,True,,True,,
28141,298,582.0,468.0,,,,,755.0,538.7,372.0,635.5,,,,,284.0,170.0,,,,,457.0,240.7,74.0,337.5,,,,,True,,,,,False,True,True,False,,,,
28143,129,324.0,424.0,,,,,200.0,145.7,208.2,298.0,,,,,195.0,295.0,,,,,71.0,16.7,79.2,169.0,,,,,False,,,,,True,True,True,True,,,,
28145,535,1254.0,1187.0,,,,,1164.0,631.0,696.4,817.0,,996.0,,,719.0,652.0,,,,,629.0,96.0,161.4,282.0,,461.0,,,True,,,,,True,True,True,True,,True,,
28147,119,264.0,109.0,,,,,461.0,113.8,227.3,213.0,,,,,145.0,-10.0,,,,,342.0,-5.2,108.3,94.0,,,,,True,,,,,False,True,True,True,,,,
28149,679,1674.0,935.0,,,,,1272.0,1089.4,1155.4,1574.0,,913.5,,,995.0,256.0,,,,,593.0,410.4,476.4,895.0,,234.5,,,True,,,,,True,True,True,True,,True,,
28151,435,894.0,363.0,,,,,1037.0,214.7,807.6,536.0,,383.7,,,459.0,-72.0,,,,,602.0,-220.3,372.6,101.0,,-51.3,,,True,,,,,False,True,True,True,,True,,
28153,535,738.0,1095.0,,,,,706.0,514.4,478.0,631.0,,,,,203.0,560.0,,,,,171.0,-20.6,-57.0,96.0,,,,,False,,,,,True,True,True,True,,,,
28155,183,324.0,135.0,,,,,426.0,73.9,212.8,166.0,,,,,141.0,-48.0,,,,,243.0,-109.1,29.8,-17.0,,,,,True,,,,,False,True,True,True,,,,
28157,40,150.0,91.0,,,,,292.0,89.0,112.7,110.0,,,,,110.0,51.0,,,,,252.0,49.0,72.7,70.0,,,,,True,,,,,False,True,True,True,,,,
28159,220,342.0,56.0,,,,,501.0,93.7,268.3,217.0,,,,,122.0,-164.0,,,,,281.0,-126.3,48.3,-3.0,,,,,False,,,,,False,False,True,True,,,,
28161,277,396.0,215.0,,,,,387.0,121.6,215.3,297.0,,,,,119.0,-62.0,,,,,110.0,-155.4,-61.7,20.0,,,,,True,,,,,True,False,True,True,,,,
28163,455,840.0,1099.0,,,,,699.0,475.6,463.0,731.0,,656.4,,,385.0,644.0,,,,,244.0,20.6,8.0,276.0,,201.4,,,False,,,,,True,True,True,True,,True,,
29001,209,630.0,721.0,,,,,736.0,368.1,368.2,542.5,,,,,421.0,512.0,,,,,527.0,159.1,159.2,333.5,,,,,False,,,,,False,True,True,True,,,,
29003,78,186.0,46.0,,,,,444.0,121.8,190.3,137.0,,,,,108.0,-32.0,,,,,366.0,43.8,112.3,59.0,,,,,True,,,,,False,True,False,True,,,,
29005,4,30.0,0.0,,,,,126.0,1275.6,22.4,29.0,,,,,26.0,-4.0,,,,,122.0,1271.6,18.4,25.0,,,,,True,,,,,False,False,True,True,,,,
29007,133,312.0,32.0,,,,,482.0,39.1,343.1,142.0,,,,,179.0,-101.0,,,,,349.0,-93.9,210.1,9.0,,,,,True,,,,,False,True,False,True,,,,
29009,171,606.0,1033.0,,,,,1131.0,545.2,342.0,377.0,,,,,435.0,862.0,,,,,960.0,374.2,171.0,206.0,,,,,False,,,,,False,True,True,True,,,,
29011,86,264.0,372.0,,,,,374.0,539.6,188.4,274.0,,,,,178.0,286.0,,,,,288.0,453.6,102.4,188.0,,,,,False,,,,,False,False,True,False,,,,
29013,118,258.0,57.0,,,,,546.0,126.4,232.4,180.0,,,,,140.0,-61.0,,,,,428.0,8.4,114.4,62.0,,,,,True,,,,,False,True,True,True,,,,
29015,115,210.0,252.0,,,,,389.0,420.3,226.0,169.0,,,,,95.0,137.0,,,,,274.0,305.3,111.0,54.0,,,,,False,,,,,False,False,False,True,,,,
29017,41,114.0,17.0,,,,,304.0,318.9,81.9,78.0,,,,,73.0,-24.0,,,,,263.0,277.9,40.9,37.0,,,,,True,,,,,False,False,True,True,,,,
29019,1284,2676.0,977.0,,,,,3040.0,1588.1,2700.8,1714.0,,1645.0,1024.0,,1392.0,-307.0,,,,,1756.0,304.1,1416.8,430.0,,361.0,-260.0,,True,,,,,False,True,False,True,,True,True,
29021,430,1134.0,659.0,,,,,2503.0,750.3,927.0,1101.0,,458.0,,,704.0,229.0,,,,,2073.0,320.3,497.0,671.0,,28.0,,,True,,,,,False,True,True,True,,True,,
29023,426,564.0,292.0,,,,,1577.0,289.0,403.6,364.5,,432.4,,,138.0,-134.0,,,,,1151.0,-137.0,-22.4,-61.5,,6.4,,,True,,,,,False,True,True,True,,True,,
29025,46,96.0,18.0,,,,,247.0,27.4,90.2,38.0,,,,,50.0,-28.0,,,,,201.0,-18.6,44.2,-8.0,,,,,True,,,,,False,True,True,True,,,,
29027,364,696.0,148.0,,,,,752.0,295.2,562.6,479.0,,491.8,,,332.0,-216.0,,,,,388.0,-68.8,198.6,115.0,,127.8,,,True,,,,,False,True,True,True,,True,,
29029,236,684.0,212.0,,,,,713.0,656.2,563.5,437.0,,323.7,,,448.0,-24.0,,,,,477.0,420.2,327.5,201.0,,87.7,,,True,,,,,False,True,True,True,,True,,
29031,514,1134.0,613.0,,,,,1981.0,640.1,937.4,863.0,,632.1,,,620.0,99.0,,,,,1467.0,126.1,423.4,349.0,,118.1,,,True,,,,,False,True,True,True,,True,,
29033,105,156.0,30.0,,,,,274.0,81.7,111.1,97.0,,,,,51.0,-75.0,,,,,169.0,-23.3,6.1,-8.0,,,,,False,,,,,False,True,True,True,,,,
29035,25,36.0,6.0,,,,,147.0,53.1,32.2,21.0,,,,,11.0,-19.0,,,,,122.0,28.1,7.2,-4.0,,,,,False,,,,,False,False,True,True,,,,
29037,837,2226.0,1770.0,,,,,2569.0,1518.0,1441.9,1505.0,,2397.0,,,1389.0,933.0,,,,,1732.0,681.0,604.9,668.0,,1560.0,,,True,,,,,False,True,True,True,,False,,
29039,96,192.0,446.0,,,,,369.0,82.9,117.1,179.0,,,,,96.0,350.0,,,,,273.0,-13.1,21.1,83.0,,,,,False,,,,,False,True,True,True,,,,
29041,43,132.0,18.0,,,,,236.0,49.0,62.1,123.0,,,,,89.0,-25.0,,,,,193.0,6.0,19.1,80.0,,,,,True,,,,,False,True,True,True,,,,
29043,637,1392.0,314.0,,,,,2087.0,1197.7,1263.9,906.5,,1090.9,,,755.0,-323.0,,,,,1450.0,560.7,626.9,269.5,,453.9,,,True,,,,,False,True,True,True,,True,,
29045,63,144.0,39.0,,,,,124.0,16.9,57.0,121.0,,,,,81.0,-24.0,,,,,61.0,-46.1,-6.0,58.0,,,,,True,,,,,True,True,True,True,,,,
29047,826,1926.0,692.0,,,,,5912.0,1681.8,2646.3,1037.0,,1799.6,703.0,,1100.0,-134.0,,,,,5086.0,855.8,1820.3,211.0,,973.6,-123.0,,True,,,,,False,True,False,True,,True,True,
29049,115,312.0,142.0,,,,,575.0,267.5,233.2,243.0,,,,,197.0,27.0,,,,,460.0,152.5,118.2,128.0,,,,,True,,,,,False,True,True,True,,,,
29051,428,1020.0,428.0,,,,,1287.0,536.2,797.3,789.0,,619.0,,,592.0,0.0,,,,,859.0,108.2,369.3,361.0,,191.0,,,True,,,,,False,True,True,True,,True,,
29053,95,366.0,290.0,,,,,421.0,116.3,190.3,292.0,,,,,271.0,195.0,,,,,326.0,21.3,95.3,197.0,,,,,True,,,,,False,True,True,True,,,,
29055,143,390.0,91.0,,,,,440.0,144.8,284.2,192.0,,,,,247.0,-52.0,,,,,297.0,1.8,141.2,49.0,,,,,True,,,,,False,True,True,True,,,,
29057,25,78.0,12.0,,,,,211.0,107.7,45.3,30.0,,,,,53.0,-13.0,,,,,186.0,82.7,20.3,5.0,,,,,True,,,,,False,False,True,True,,,,
29059,81,114.0,53.0,,,,,315.0,80.7,105.5,74.0,,,,,33.0,-28.0,,,,,234.0,-0.3,24.5,-7.0,,,,,True,,,,,False,True,True,True,,,,
29061,59,126.0,28.0,,,,,224.0,190.4,80.3,62.0,,,,,67.0,-31.0,,,,,165.0,131.4,21.3,3.0,,,,,True,,,,,False,False,True,True,,,,
29063,67,180.0,111.0,,,,,338.0,96.3,103.6,149.0,,,,,113.0,44.0,,,,,271.0,29.3,36.6,82.0,,,,,True,,,,,False,True,True,True,,,,
29065,61,132.0,25.0,,,,,333.0,46.0,126.9,85.0,,,,,71.0,-36.0,,,,,272.0,-15.0,65.9,24.0,,,,,True,,,,,False,True,True,True,,,,
29067,59,192.0,77.0,,,,,329.0,115.4,179.1,173.0,,,,,133.0,18.0,,,,,270.0,56.4,120.1,114.0,,,,,True,,,,,False,True,True,True,,,,
29069,155,450.0,696.0,,,,,1092.0,337.4,305.4,379.0,,301.4,,,295.0,541.0,,,,,937.0,182.4,150.4,224.0,,146.4,,,False,,,,,False,True,True,True,,True,,
29071,855,2190.0,716.0,,,,,1899.0,1475.2,1602.5,1695.0,,1050.0,,,1335.0,-139.0,,,,,1044.0,620.2,747.5,840.0,,195.0,,,True,,,,,True,True,True,True,,True,,
29073,92,312.0,462.0,,,,,247.0,229.8,157.6,240.0,,,,,220.0,370.0,,,,,155.0,137.8,65.6,148.0,,,,,False,,,,,True,True,True,True,,,,
29075,62,138.0,23.0,,,,,177.0,77.3,95.2,101.0,,,,,76.0,-39.0,,,,,115.0,15.3,33.2,39.0,,,,,True,,,,,False,True,True,True,,,,
29077,2160,4812.0,1322.0,,,,,7184.0,5352.1,4011.3,3561.0,,2103.9,1388.0,,2652.0,-838.0,,,,,5024.0,3192.1,1851.3,1401.0,,-56.1,-772.0,,True,,,,,False,False,True,True,,True,True,
29079,61,210.0,135.0,,,,,339.0,236.0,112.3,187.0,,,,,149.0,74.0,,,,,278.0,175.0,51.3,126.0,,,,,True,,,,,False,False,True,True,,,,
29081,108,276.0,30.0,,,,,204.0,46.1,137.7,179.0,,,,,168.0,-78.0,,,,,96.0,-61.9,29.7,71.0,,,,,True,,,,,True,True,True,True,,,,
29083,167,342.0,388.0,,,,,604.0,247.2,238.9,276.0,,,,,175.0,221.0,,,,,437.0,80.2,71.9,109.0,,,,,False,,,,,False,True,True,True,,,,
29085,13,54.0,7.0,,,,,157.0,8.5,59.8,19.0,,,,,41.0,-6.0,,,,,144.0,-4.5,46.8,6.0,,,,,True,,,,,False,True,False,True,,,,
29087,20,42.0,0.0,,,,,105.0,118.4,23.1,4.0,,,,,22.0,-20.0,,,,,85.0,98.4,3.1,-16.0,,,,,True,,,,,False,False,True,True,,,,
