,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
29229,5,26.0,,27.6,,25.0,107.0,17.0,,,,38.6,,23.5,,,67.0,20.4,,41.7,,,0.0,15.6,,,,25.0,46.0,35.0,,,,,,,,,18.2,44.6,21.0,,22.6,,20.0,102.0,12.0,,,,33.6,,18.5,,,62.0,15.4,,36.7,,,-5.0,10.6,,,,20.0,41.0,30.0,,,,,,,,,13.2,39.6,,False,,True,False,True,,,,False,,True,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,,,True,False
29510,449,552.0,,578.2,,545.0,1301.0,494.0,,,,637.5,,617.1,,532.6,754.0,1025.9,,819.5,272.0,,359.0,424.7,,,,581.0,,1690.6,,,,,,516.0,,,588.3,,103.0,,129.2,,96.0,852.0,45.0,,,,188.5,,168.1,,83.6,305.0,576.9,,370.5,-177.0,,-90.0,-24.3,,,,132.0,,1241.6,,,,,,67.0,,,139.3,,,False,,True,False,True,,,,False,,False,,True,False,False,,False,False,,True,True,,,,False,,False,,,,,,True,,,False,
30001,11,2.0,,1.9,,3.0,52.0,0.0,,,,13.5,,7.1,,,20.0,1.0,,11.3,,,14.0,1.9,,,,2.0,23.0,33.4,,,,,,,,,0.4,19.7,-9.0,,-9.1,,-8.0,41.0,-11.0,,,,2.5,,-3.9,,,9.0,-10.0,,0.3,,,3.0,-9.1,,,,-9.0,12.0,22.4,,,,,,,,,-10.6,8.7,,False,,True,False,False,,,,True,,True,,,False,False,,True,,,True,False,,,,False,False,False,,,,,,,,,False,True
30003,12,58.0,,47.1,,55.0,249.0,0.0,,,,46.5,,25.2,,,38.0,434.0,,54.1,,,53.0,44.2,,,,32.0,67.0,93.6,,,,,,,,,49.2,82.3,46.0,,35.1,,43.0,237.0,-12.0,,,,34.5,,13.2,,,26.0,422.0,,42.1,,,41.0,32.2,,,,20.0,55.0,81.6,,,,,,,,,37.2,70.3,,True,,True,False,True,,,,True,,True,,,True,False,,True,,,True,True,,,,True,False,False,,,,,,,,,True,False
30005,8,6.0,,10.7,,11.0,90.0,0.0,,,,12.8,,9.2,,,10.0,20.4,,41.3,,,17.0,7.7,,,,,24.0,47.9,,,,,,,,,12.5,,-2.0,,2.7,,3.0,82.0,-8.0,,,,4.8,,1.2,,,2.0,12.4,,33.3,,,9.0,-0.3,,,,,16.0,39.9,,,,,,,,,4.5,,,False,,False,False,False,,,,False,,True,,,False,False,,False,,,False,True,,,,,False,False,,,,,,,,,False,
30007,19,24.0,,23.5,,24.0,99.0,14.0,,,,9.8,,33.2,,,23.0,61.4,,12.3,,,31.0,24.1,,,,29.0,30.0,23.5,,,,,,,,,26.1,20.6,5.0,,4.5,,5.0,80.0,-5.0,,,,-9.2,,14.2,,,4.0,42.4,,-6.7,,,12.0,5.1,,,,10.0,11.0,4.5,,,,,,,,,7.1,1.6,,True,,False,False,False,,,,False,,False,,,True,False,,False,,,False,False,,,,False,False,True,,,,,,,,,False,True
30009,25,34.0,,35.8,,32.0,110.0,27.0,,,,15.4,,29.3,,,30.0,23.5,,19.5,,,32.0,37.3,,,,37.0,47.0,34.0,,,,,,,,,32.0,41.8,9.0,,10.8,,7.0,85.0,2.0,,,,-9.6,,4.3,,,5.0,-1.5,,-5.5,,,7.0,12.3,,,,12.0,22.0,9.0,,,,,,,,,7.0,16.8,,False,,True,False,True,,,,False,,True,,,True,True,,True,,,True,False,,,,False,False,False,,,,,,,,,True,False
30011,2,8.0,,7.9,,2.0,33.0,0.0,,,,1.8,,7.5,,,4.0,0.0,,0.9,,,0.0,0.8,,,,3.0,7.0,2.9,,,,,,,,,5.9,,6.0,,5.9,,0.0,31.0,-2.0,,,,-0.2,,5.5,,,2.0,-2.0,,-1.1,,,-2.0,-1.2,,,,1.0,5.0,0.9,,,,,,,,,3.9,,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,
30013,173,290.0,,287.4,,259.0,620.0,177.0,,,,137.9,,148.7,,,311.0,303.4,,106.2,50.0,,38.0,173.6,,,,299.0,355.0,267.5,,,,,,,,,287.0,355.4,117.0,,114.4,,86.0,447.0,4.0,,,,-35.1,,-24.3,,,138.0,130.4,,-66.8,-123.0,,-135.0,0.6,,,,126.0,182.0,94.5,,,,,,,,,114.0,182.4,,True,,True,False,True,,,,True,,True,,,False,False,,True,False,,False,True,,,,False,False,True,,,,,,,,,True,False
30015,12,16.0,,11.8,,16.0,141.0,0.0,,,,11.2,,11.7,,,22.0,424.2,,23.9,,,12.0,17.8,,,,30.0,28.0,30.5,,,,,,,,,16.0,,4.0,,-0.2,,4.0,129.0,-12.0,,,,-0.8,,-0.3,,,10.0,412.2,,11.9,,,0.0,5.8,,,,18.0,16.0,18.5,,,,,,,,,4.0,,,True,,False,False,False,,,,True,,True,,,False,False,,False,,,True,False,,,,False,False,False,,,,,,,,,False,
30017,6,4.0,,5.2,,6.0,75.0,0.0,,,,19.6,,5.6,,,22.0,1.4,,33.7,,,0.0,5.5,,,,5.0,17.0,39.8,,,,,,,,,5.7,,-2.0,,-0.8,,0.0,69.0,-6.0,,,,13.6,,-0.4,,,16.0,-4.6,,27.7,,,-6.0,-0.5,,,,-1.0,11.0,33.8,,,,,,,,,-0.3,,,True,,True,False,False,,,,False,,True,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,,,True,
30019,3,2.0,,2.2,,2.0,36.0,0.0,,,,4.0,,0.8,,,2.0,0.9,,7.0,,,15.0,0.6,,,,,6.0,8.8,,,,,,,,,2.9,,-1.0,,-0.8,,-1.0,33.0,-3.0,,,,1.0,,-2.2,,,-1.0,-2.1,,4.0,,,12.0,-2.4,,,,,3.0,5.8,,,,,,,,,-0.1,,,True,,False,False,False,,,,True,,False,,,False,False,,False,,,False,False,,,,,False,False,,,,,,,,,True,
30021,15,18.0,,18.3,,19.0,95.0,14.0,,,,19.1,,15.6,,,28.0,7.9,,23.5,,,16.0,19.4,,,,14.0,28.0,34.1,,,,,,,,,19.0,,3.0,,3.3,,4.0,80.0,-1.0,,,,4.1,,0.6,,,13.0,-7.1,,8.5,,,1.0,4.4,,,,-1.0,13.0,19.1,,,,,,,,,4.0,,,False,,False,False,True,,,,False,,True,,,False,False,,False,,,True,False,,,,True,False,False,,,,,,,,,False,
30023,22,34.0,,35.1,,25.0,104.0,14.0,,,,22.3,,22.6,,,16.0,19.4,,34.2,,,25.0,20.2,,,,39.0,43.0,40.3,,,,,,,,,25.8,40.2,12.0,,13.1,,3.0,82.0,-8.0,,,,0.3,,0.6,,,-6.0,-2.6,,12.2,,,3.0,-1.8,,,,17.0,21.0,18.3,,,,,,,,,3.8,18.2,,False,,True,False,True,,,,True,,True,,,True,True,,False,,,True,True,,,,False,False,False,,,,,,,,,True,False
30025,3,6.0,,5.8,,4.0,36.0,0.0,,,,2.3,,9.4,,,10.0,0.2,,0.5,,,0.0,1.6,,,,2.0,9.0,2.0,,,,,,,,,6.9,,3.0,,2.8,,1.0,33.0,-3.0,,,,-0.7,,6.4,,,7.0,-2.8,,-2.5,,,-3.0,-1.4,,,,-1.0,6.0,-1.0,,,,,,,,,3.9,,,True,,True,False,False,,,,True,,False,,,False,True,,True,,,False,True,,,,True,False,True,,,,,,,,,False,
30027,27,28.0,,33.7,,24.0,104.0,0.0,,,,18.9,,28.9,,,20.0,14.9,,34.4,,,13.0,24.2,,,,34.0,44.0,49.4,,,,,,,,,35.8,36.8,1.0,,6.7,,-3.0,77.0,-27.0,,,,-8.1,,1.9,,,-7.0,-12.1,,7.4,,,-14.0,-2.8,,,,7.0,17.0,22.4,,,,,,,,,8.8,9.8,,False,,False,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
30029,388,370.0,,380.9,,349.0,671.0,396.0,,,,213.3,,196.0,,346.3,453.0,397.7,,431.0,50.5,,247.0,282.3,,,,396.0,460.0,449.3,,,,,,,,,352.7,336.0,-18.0,,-7.1,,-39.0,283.0,8.0,,,,-174.7,,-192.0,,-41.7,65.0,9.7,,43.0,-337.5,,-141.0,-105.7,,,,8.0,72.0,61.3,,,,,,,,,-35.3,-52.0,,True,,False,False,True,,,,False,,False,,False,False,True,,False,False,,False,False,,,,True,False,False,,,,,,,,,False,False
30031,446,504.0,,522.3,,356.0,867.0,313.0,,,,265.0,,305.6,,354.5,306.0,224.9,,309.4,51.5,,190.0,373.2,,,,484.0,554.0,401.7,,,,,,,,,448.5,512.9,58.0,,76.3,,-90.0,421.0,-133.0,,,,-181.0,,-140.4,,-91.5,-140.0,-221.1,,-136.6,-394.5,,-256.0,-72.8,,,,38.0,108.0,-44.3,,,,,,,,,2.5,66.9,,False,,False,False,False,,,,False,,False,,False,False,False,,False,False,,False,False,,,,True,False,True,,,,,,,,,True,False
30033,1,0.0,,0.1,,1.0,22.0,0.0,,,,0.6,,0.4,,,2.0,0.5,,1.0,,,1.0,1.1,,,,0.0,3.0,3.5,,,,,,,,,2.0,,-1.0,,-0.9,,0.0,21.0,-1.0,,,,-0.4,,-0.6,,,1.0,-0.5,,0.0,,,0.0,0.1,,,,-1.0,2.0,2.5,,,,,,,,,1.0,,,True,,True,False,False,,,,True,,True,,,False,True,,True,,,True,True,,,,False,False,False,,,,,,,,,True,
30035,11,36.0,,34.3,,38.0,143.0,41.0,,,,35.9,,14.8,,,43.0,74.6,,54.4,,,24.0,24.4,,,,38.0,51.0,55.8,,,,,,,,,36.9,61.1,25.0,,23.3,,27.0,132.0,30.0,,,,24.9,,3.8,,,32.0,63.6,,43.4,,,13.0,13.4,,,,27.0,40.0,44.8,,,,,,,,,25.9,50.1,,True,,False,False,False,,,,True,,True,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,,,False,False
30037,1,0.0,,0.0,,0.0,19.0,0.0,,,,0.7,,0.7,,,0.0,0.4,,0.4,,,0.0,0.0,,,,0.0,2.0,2.1,,,,,,,,,1.9,,-1.0,,-1.0,,-1.0,18.0,-1.0,,,,-0.3,,-0.3,,,-1.0,-0.6,,-0.6,,,-1.0,-1.0,,,,-1.0,1.0,1.1,,,,,,,,,0.9,,,True,,False,False,False,,,,True,,True,,,False,True,,True,,,False,True,,,,False,False,False,,,,,,,,,True,
30039,1,2.0,,1.9,,3.0,32.0,0.0,,,,3.0,,3.7,,,10.0,2.6,,7.4,,,5.0,0.4,,,,2.0,10.0,9.5,,,,,,,,,3.8,,1.0,,0.9,,2.0,31.0,-1.0,,,,2.0,,2.7,,,9.0,1.6,,6.4,,,4.0,-0.6,,,,1.0,9.0,8.5,,,,,,,,,2.8,,,True,,False,False,False,,,,False,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,,,False,
30041,37,46.0,,46.6,,47.0,157.0,20.0,,,,38.3,,35.2,,,99.0,67.2,,36.0,,,33.0,38.2,,,,46.0,71.0,66.7,,,,,,,,,37.6,72.5,9.0,,9.6,,10.0,120.0,-17.0,,,,1.3,,-1.8,,,62.0,30.2,,-1.0,,,-4.0,1.2,,,,9.0,34.0,29.7,,,,,,,,,0.6,35.5,,False,,False,False,False,,,,True,,True,,,False,False,,True,,,True,True,,,,False,False,False,,,,,,,,,True,False
30043,20,30.0,,29.9,,27.0,105.0,19.0,,,,22.8,,28.0,,,30.0,25.1,,29.3,,,16.0,21.8,,,,33.0,46.0,41.0,,,,,,,,,26.0,47.1,10.0,,9.9,,7.0,85.0,-1.0,,,,2.8,,8.0,,,10.0,5.1,,9.3,,,-4.0,1.8,,,,13.0,26.0,21.0,,,,,,,,,6.0,27.1,,True,,True,False,True,,,,True,,True,,,False,True,,True,,,True,True,,,,False,False,False,,,,,,,,,True,False
30045,0,2.0,,2.0,,2.0,22.0,0.0,,,,0.8,,2.3,,,4.0,0.8,,1.7,,,2.0,0.3,,,,2.0,5.0,3.9,,,,,,,,,1.7,,2.0,,2.0,,2.0,22.0,0.0,,,,0.8,,2.3,,,4.0,0.8,,1.7,,,2.0,0.3,,,,2.0,5.0,3.9,,,,,,,,,1.7,,,False,,False,False,True,,,,True,,False,,,False,True,,True,,,False,True,,,,False,False,False,,,,,,,,,True,
30047,50,66.0,,68.9,,58.0,154.0,37.0,,,,43.7,,65.6,,,94.0,36.4,,59.1,1.5,,16.0,38.2,,,,58.0,125.0,97.0,,,,,,,,,62.8,71.1,16.0,,18.9,,8.0,104.0,-13.0,,,,-6.3,,15.6,,,44.0,-13.6,,9.1,-48.5,,-34.0,-11.8,,,,8.0,75.0,47.0,,,,,,,,,12.8,21.1,,False,,True,False,True,,,,True,,True,,,False,True,,True,False,,False,True,,,,True,False,False,,,,,,,,,True,False
30049,157,270.0,,276.0,,207.0,470.0,217.0,,,,158.0,,178.7,,,230.0,170.8,,196.4,27.5,,173.0,184.9,,,,256.0,307.0,248.8,,,,,,,,,214.6,248.1,113.0,,119.0,,50.0,313.0,60.0,,,,1.0,,21.7,,,73.0,13.8,,39.4,-129.5,,16.0,27.9,,,,99.0,150.0,91.8,,,,,,,,,57.6,91.1,,False,,True,False,True,,,,True,,True,,,True,True,,True,False,,True,True,,,,True,False,True,,,,,,,,,True,True
30051,6,12.0,,11.3,,4.0,36.0,,,,,1.4,,9.9,,,4.0,0.3,,0.6,,,5.0,4.3,,,,,10.0,4.7,,,,,,,,,13.9,,6.0,,5.3,,-2.0,30.0,,,,,-4.6,,3.9,,,-2.0,-5.7,,-5.4,,,-1.0,-1.7,,,,,4.0,-1.3,,,,,,,,,7.9,,,True,,True,False,,,,,True,,True,,,True,True,,True,,,True,True,,,,,True,True,,,,,,,,,False,
30053,38,52.0,,57.0,,52.0,138.0,52.0,,,,36.1,,59.8,,,58.0,19.9,,53.3,,,16.0,33.9,,,,52.0,79.0,65.6,,,,,,,,,56.0,68.4,14.0,,19.0,,14.0,100.0,14.0,,,,-1.9,,21.8,,,20.0,-18.1,,15.3,,,-22.0,-4.1,,,,14.0,41.0,27.6,,,,,,,,,18.0,30.4,,False,,False,False,False,,,,True,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,,,False,False
30055,6,10.0,,8.5,,6.0,50.0,0.0,,,,4.0,,5.7,,,4.0,36.0,,9.5,,,0.0,5.5,,,,10.0,10.0,7.1,,,,,,,,,11.3,,4.0,,2.5,,0.0,44.0,-6.0,,,,-2.0,,-0.3,,,-2.0,30.0,,3.5,,,-6.0,-0.5,,,,4.0,4.0,1.1,,,,,,,,,5.3,,,True,,True,False,False,,,,True,,True,,,True,False,,True,,,False,True,,,,False,False,True,,,,,,,,,False,
30057,33,26.0,,27.2,,22.0,81.0,,,,,16.0,,15.2,,,20.0,14.4,,17.9,,,5.0,14.9,,,,20.0,36.0,27.3,,,,,,,,,28.4,27.1,-7.0,,-5.8,,-11.0,48.0,,,,,-17.0,,-17.8,,,-13.0,-18.6,,-15.1,,,-28.0,-18.1,,,,-13.0,3.0,-5.7,,,,,,,,,-4.6,-5.9,,True,,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,True,True,,,,,,,,,True,True
30059,2,10.0,,9.4,,6.0,35.0,0.0,,,,1.6,,12.4,,,6.0,2.5,,0.7,,,3.0,2.9,,,,5.0,9.0,9.2,,,,,,,,,9.0,14.0,8.0,,7.4,,4.0,33.0,-2.0,,,,-0.4,,10.4,,,4.0,0.5,,-1.3,,,1.0,0.9,,,,3.0,7.0,7.2,,,,,,,,,7.0,12.0,,True,,True,False,True,,,,True,,False,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
30061,18,0.0,,0.0,,0.0,32.0,0.0,,,,5.0,,6.6,,,12.0,0.6,,2.9,,,5.0,0.3,,,,1.0,9.0,6.2,,,,,,,,,0.7,,-18.0,,-18.0,,-18.0,14.0,-18.0,,,,-13.0,,-11.4,,,-6.0,-17.4,,-15.1,,,-13.0,-17.7,,,,-17.0,-9.0,-11.8,,,,,,,,,-17.3,,,False,,False,True,False,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,
30063,199,260.0,,238.1,,232.0,474.0,132.0,,,,187.7,,314.5,,,351.0,125.0,,311.9,82.5,,131.0,181.5,,,,230.0,403.0,396.6,,,,,,,,,227.5,256.6,61.0,,39.1,,33.0,275.0,-67.0,,,,-11.3,,115.5,,,152.0,-74.0,,112.9,-116.5,,-68.0,-17.5,,,,31.0,204.0,197.6,,,,,,,,,28.5,57.6,,True,,True,False,False,,,,True,,False,,,False,False,,False,False,,False,True,,,,True,False,False,,,,,,,,,True,True
30065,7,18.0,,14.8,,12.0,60.0,7.0,,,,4.4,,36.5,,,12.0,1.6,,6.3,,,11.0,10.6,,,,8.0,20.0,13.9,,,,,,,,,14.8,13.9,11.0,,7.8,,5.0,53.0,0.0,,,,-2.6,,29.5,,,5.0,-5.4,,-0.7,,,4.0,3.6,,,,1.0,13.0,6.9,,,,,,,,,7.8,6.9,,True,,True,False,True,,,,True,,False,,,True,True,,True,,,True,True,,,,True,False,True,,,,,,,,,True,True
30067,56,26.0,,19.6,,27.0,108.0,33.0,,,,25.0,,43.7,,,34.0,30.7,,43.2,,,8.0,19.7,,,,41.0,57.0,49.4,,,,,,,,,24.2,44.0,-30.0,,-36.4,,-29.0,52.0,-23.0,,,,-31.0,,-12.3,,,-22.0,-25.3,,-12.8,,,-48.0,-36.3,,,,-15.0,1.0,-6.6,,,,,,,,,-31.8,-12.0,,False,,True,False,True,,,,False,,True,,,True,True,,True,,,False,False,,,,True,True,True,,,,,,,,,False,True
30069,0,0.0,,0.0,,0.0,15.0,0.0,,,,0.0,,0.5,,,0.0,8.9,,1.2,,,0.0,0.0,,,,0.0,1.0,0.5,,,,,,,,,2.0,,0.0,,0.0,,0.0,15.0,0.0,,,,0.0,,0.5,,,0.0,8.9,,1.2,,,0.0,0.0,,,,0.0,1.0,0.5,,,,,,,,,2.0,,,False,,True,False,True,,,,True,,False,,,True,False,,False,,,True,False,,,,True,False,False,,,,,,,,,False,
30071,13,6.0,,7.2,,7.0,54.0,0.0,,,,9.4,,2.7,,,4.0,3.5,,7.5,,,13.0,2.4,,,,6.0,12.0,24.7,,,,,,,,,8.3,,-7.0,,-5.8,,-6.0,41.0,-13.0,,,,-3.6,,-10.3,,,-9.0,-9.5,,-5.5,,,0.0,-10.6,,,,-7.0,-1.0,11.7,,,,,,,,,-4.7,,,True,,True,False,False,,,,True,,False,,,False,False,,True,,,True,False,,,,False,True,False,,,,,,,,,True,
30073,2,12.0,,9.9,,11.0,60.0,0.0,,,,9.1,,18.1,,,54.0,9.9,,13.3,,,2.0,7.6,,,,11.0,24.0,16.5,,,,,,,,,16.1,14.2,10.0,,7.9,,9.0,58.0,-2.0,,,,7.1,,16.1,,,52.0,7.9,,11.3,,,0.0,5.6,,,,9.0,22.0,14.5,,,,,,,,,14.1,12.2,,True,,True,False,True,,,,True,,False,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,,,False,False
30075,1,2.0,,2.0,,2.0,23.0,0.0,,,,1.2,,2.9,,,3.0,0.4,,1.5,,,2.0,0.2,,,,1.0,5.0,4.4,,,,,,,,,1.7,,1.0,,1.0,,1.0,22.0,-1.0,,,,0.2,,1.9,,,2.0,-0.6,,0.5,,,1.0,-0.8,,,,0.0,4.0,3.4,,,,,,,,,0.7,,,True,,False,False,False,,,,True,,False,,,False,True,,True,,,False,True,,,,True,False,False,,,,,,,,,True,
30077,8,16.0,,14.8,,15.0,89.0,0.0,,,,15.5,,9.5,,,18.0,5.4,,17.7,,,26.0,10.1,,,,13.0,25.0,9.8,,,,,,,,,13.7,,8.0,,6.8,,7.0,81.0,-8.0,,,,7.5,,1.5,,,10.0,-2.6,,9.7,,,18.0,2.1,,,,5.0,17.0,1.8,,,,,,,,,5.7,,,True,,True,False,False,,,,True,,True,,,False,True,,False,,,False,True,,,,True,False,True,,,,,,,,,True,
30079,0,6.0,,6.0,,2.0,29.0,0.0,,,,1.1,,4.0,,,0.0,0.1,,0.1,,,0.0,0.4,,,,2.0,5.0,4.8,,,,,,,,,5.6,,6.0,,6.0,,2.0,29.0,0.0,,,,1.1,,4.0,,,0.0,0.1,,0.1,,,0.0,0.4,,,,2.0,5.0,4.8,,,,,,,,,5.6,,,False,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,
30081,101,76.0,,72.5,,73.0,248.0,87.0,,,,53.8,,117.7,,,55.0,151.6,,75.5,12.0,,47.0,57.8,,,,95.0,138.0,124.4,,,,,,,,,75.2,108.5,-25.0,,-28.5,,-28.0,147.0,-14.0,,,,-47.2,,16.7,,,-46.0,50.6,,-25.5,-89.0,,-54.0,-43.2,,,,-6.0,37.0,23.4,,,,,,,,,-25.8,7.5,,False,,False,False,True,,,,False,,True,,,False,False,,False,False,,False,False,,,,True,False,True,,,,,,,,,False,True
30083,48,40.0,,37.4,,37.0,159.0,14.0,,,,25.4,,28.6,,,43.0,20.6,,17.0,,,38.0,55.2,,,,47.0,37.0,38.4,,,,,,,,,36.0,45.2,-8.0,,-10.6,,-11.0,111.0,-34.0,,,,-22.6,,-19.4,,,-5.0,-27.4,,-31.0,,,-10.0,7.2,,,,-1.0,-11.0,-9.6,,,,,,,,,-12.0,-2.8,,False,,False,False,False,,,,False,,False,,,True,False,,False,,,False,True,,,,True,False,False,,,,,,,,,False,True
30085,40,36.0,,36.6,,37.0,144.0,17.0,,,,31.6,,29.5,,,58.0,46.1,,34.9,,,19.0,34.0,,,,26.0,48.0,46.2,,,,,,,,,34.1,92.8,-4.0,,-3.4,,-3.0,104.0,-23.0,,,,-8.4,,-10.5,,,18.0,6.1,,-5.1,,,-21.0,-6.0,,,,-14.0,8.0,6.2,,,,,,,,,-5.9,52.8,,True,,True,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
30087,14,4.0,,0.2,,4.0,103.0,0.0,,,,25.8,,9.9,,,22.0,0.8,,37.4,,,0.0,5.1,,,,,22.0,25.4,,,,,,,,,1.0,,-10.0,,-13.8,,-10.0,89.0,-14.0,,,,11.8,,-4.1,,,8.0,-13.2,,23.4,,,-14.0,-8.9,,,,,8.0,11.4,,,,,,,,,-13.0,,,False,,False,False,False,,,,False,,True,,,True,False,,False,,,False,True,,,,,True,False,,,,,,,,,False,
30089,14,16.0,,19.2,,16.0,70.0,,,,,12.9,,20.5,,,34.0,6.8,,27.9,,,6.0,5.6,,,,14.0,37.0,31.6,,,,,,,,,16.3,,2.0,,5.2,,2.0,56.0,,,,,-1.1,,6.5,,,20.0,-7.2,,13.9,,,-8.0,-8.4,,,,0.0,23.0,17.6,,,,,,,,,2.3,,,False,,False,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,False,
30091,1,0.0,,1.2,,2.0,37.0,0.0,,,,5.2,,0.6,,,2.0,3.7,,8.8,,,6.0,0.5,,,,2.0,9.0,4.0,,,,,,,,,1.3,,-1.0,,0.2,,1.0,36.0,-1.0,,,,4.2,,-0.4,,,1.0,2.7,,7.8,,,5.0,-0.5,,,,1.0,8.0,3.0,,,,,,,,,0.3,,,True,,False,False,False,,,,False,,True,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,,,True,
30093,150,136.0,,133.1,,133.0,375.0,173.0,,,,76.0,,110.2,,,102.0,238.5,,96.3,11.5,,123.0,136.0,,,,143.0,159.0,129.2,,,,,,,,,152.5,167.3,-14.0,,-16.9,,-17.0,225.0,23.0,,,,-74.0,,-39.8,,,-48.0,88.5,,-53.7,-138.5,,-27.0,-14.0,,,,-7.0,9.0,-20.8,,,,,,,,,2.5,17.3,,False,,False,False,False,,,,False,,False,,,False,False,,False,False,,False,False,,,,True,True,False,,,,,,,,,True,False
30095,9,36.0,,36.0,,31.0,126.0,14.0,,,,17.0,,31.9,,,16.0,97.0,,31.0,,,18.0,28.0,,,,44.0,44.0,34.6,,,,,,,,,38.2,39.9,27.0,,27.0,,22.0,117.0,5.0,,,,8.0,,22.9,,,7.0,88.0,,22.0,,,9.0,19.0,,,,35.0,35.0,25.6,,,,,,,,,29.2,30.9,,True,,True,False,True,,,,True,,True,,,True,False,,True,,,True,True,,,,False,False,True,,,,,,,,,False,False
