,predicted_cases,actual_cases,error,perc_error
USC-SI_kJalpha,6326749.0,6324962,1787.0,0.0%
IowaStateLW-STEM,10315165.0,6324962,3990203.0,63.1%
Columbia_UNC-SurvCon,11935691.0,6324962,5610729.0,88.7%
COVIDhub-baseline,11942700.0,6324962,5617738.0,88.8%
JHUAPL-Bucky,12015730.8,6324962,5690768.8,90.0%
UCF-AEM,12134483.0,6324962,5809521.0,91.9%
IBF-TimeSeries,12392585.0,6324962,6067623.0,95.9%
UCLA-SuEIR,12411881.5,6324962,6086919.5,96.2%
Covid19Sim-Simulator,13161481.0,6324962,6836519.0,108.1%
