,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1293,1207.9,1215.0,1457.0,-85.1,-78.0,164.0,True,False
Argentina,4523,2634.3,2955.0,5640.2,-1888.7,-1568.0,1117.2,True,True
Australia,295,115.4,108.0,102.4,-179.6,-187.0,-192.6,False,False
Austria,721,777.3,730.0,748.5,56.3,9.0,27.5,True,True
Bangladesh,3365,3388.7,4430.0,4877.3,23.7,1065.0,1512.3,False,False
Belarus,585,592.7,585.0,528.7,7.7,0.0,-56.3,True,False
Belgium,9870,9937.7,9896.0,9790.0,67.7,26.0,-80.0,True,False
Bolivia,3587,2505.3,3128.0,3300.0,-1081.7,-459.0,-287.0,True,True
Brazil,100477,98559.7,97260.0,112503.6,-1917.3,-3217.0,12026.6,False,False
Bulgaria,445,314.4,375.0,415.5,-130.6,-70.0,-29.5,True,True
Canada,9024,9393.7,9511.0,9349.0,369.7,487.0,325.0,False,True
Chile,10011,11706.4,9944.0,18632.9,1695.4,-67.0,8621.9,True,False
Colombia,12540,7998.9,9644.0,21994.5,-4541.1,-2896.0,9454.5,True,False
Croatia,157,107.0,116.0,287.7,-50.0,-41.0,130.7,True,False
Cuba,88,91.7,93.0,121.4,3.7,5.0,33.4,False,False
Cyprus,19,19.0,21.0,17.3,0.0,2.0,-1.7,False,False
Czechia,389,416.6,374.0,352.8,27.6,-15.0,-36.2,True,False
Denmark,617,622.1,634.0,638.2,5.1,17.0,21.2,False,False
Dominican Republic,1289,1098.7,1330.0,1523.8,-190.3,41.0,234.8,True,False
Ecuador,5916,6096.3,5430.0,13267.9,180.3,-486.0,7351.9,False,False
Egypt,4992,6266.3,6484.0,12896.0,1274.3,1492.0,7904.0,False,False
Estonia,63,69.0,76.0,71.8,6.0,13.0,8.8,False,False
Finland,331,333.7,344.0,318.2,2.7,13.0,-12.8,False,False
France,30327,30673.1,30419.0,30285.5,346.1,92.0,-41.5,True,True
Germany,9201,9416.0,9617.0,9872.5,215.0,416.0,671.5,False,False
Greece,211,196.7,203.0,202.7,-14.3,-8.0,-8.3,True,True
Honduras,1476,999.3,1314.0,1264.4,-476.7,-162.0,-211.6,True,True
Hungary,602,659.3,656.0,601.1,57.3,54.0,-0.9,True,True
Iceland,10,10.0,11.0,11.7,0.0,1.0,1.7,False,False
Iran,18264,15972.9,15549.0,18371.4,-2291.1,-2715.0,107.4,False,True
Ireland,1772,1837.9,1780.0,1780.6,65.9,8.0,8.6,True,True
Israel,593,387.6,361.0,319.1,-205.4,-232.0,-273.9,False,False
Italy,35203,35241.1,35942.0,37190.3,38.1,739.0,1987.3,False,False
Japan,1042,1069.1,1058.0,1100.5,27.1,16.0,58.5,True,False
Kuwait,474,464.3,466.0,522.9,-9.7,-8.0,48.9,True,False
Latvia,32,30.0,36.0,31.5,-2.0,4.0,-0.5,False,True
Lithuania,81,89.4,90.0,83.5,8.4,9.0,2.5,False,True
Luxembourg,120,110.0,114.0,115.9,-10.0,-6.0,-4.1,True,True
Malaysia,125,121.0,162.0,124.1,-4.0,37.0,-0.9,False,True
Malta,9,9.0,11.0,8.5,0.0,2.0,-0.5,False,False
Mexico,52006,53046.7,59474.0,52011.3,1040.7,7468.0,5.3,False,True
Moldova,841,856.0,969.0,1520.5,15.0,128.0,679.5,False,False
Morocco,480,287.9,239.0,301.8,-192.1,-241.0,-178.2,False,True
Netherlands,6178,6223.1,6306.0,6234.8,45.1,128.0,56.8,False,False
Norway,256,254.7,260.0,245.3,-1.3,4.0,-10.7,False,False
Pakistan,6068,7784.0,9964.0,10310.1,1716.0,3896.0,4242.1,False,False
Panama,1609,1185.7,1299.0,1032.4,-423.3,-310.0,-576.6,True,False
Peru,20649,16824.0,16779.0,25933.4,-3825.0,-3870.0,5284.4,False,False
Philippines,2209,1700.7,1641.0,1728.1,-508.3,-568.0,-480.9,False,True
Poland,1800,1929.7,2016.0,2177.1,129.7,216.0,377.1,False,False
Portugal,1750,1762.3,1706.0,1591.5,12.3,-44.0,-158.5,False,False
Romania,2659,2268.3,2267.0,2787.2,-390.7,-392.0,128.2,False,True
Russia,14827,14614.9,14525.0,14583.9,-212.1,-302.0,-243.1,False,False
Saudi Arabia,3130,3267.6,2992.0,17083.7,137.6,-138.0,13953.7,False,False
Serbia,632,342.6,316.0,274.2,-289.4,-316.0,-357.8,False,False
Slovakia,31,28.0,30.0,28.9,-3.0,-1.0,-2.1,True,True
Slovenia,126,122.4,115.0,111.7,-3.6,-11.0,-14.3,False,False
South Korea,305,287.7,311.0,289.1,-17.3,6.0,-15.9,True,True
Spain,28503,28471.7,28870.0,28091.0,-31.3,367.0,-412.0,False,False
Sweden,5763,6384.3,6004.0,5639.4,621.3,241.0,-123.6,True,True
Switzerland,1986,1996.3,2002.0,2093.9,10.3,16.0,107.9,False,False
Turkey,5829,5920.7,6274.0,7831.7,91.7,445.0,2002.7,False,False
Ukraine,1906,1955.3,2069.0,2534.2,49.3,163.0,628.2,False,False
United Arab Emirates,356,376.9,360.0,375.5,20.9,4.0,19.5,True,True
United Kingdom,46651,48961.9,46406.0,46066.5,2310.9,-245.0,-584.5,True,True
