,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,4523,2312.0,2781.0,,-2211.0,-1742.0,,True,
Austria,721,770.6,714.0,,49.6,-7.0,,True,
Belgium,9870,9931.0,9861.0,,61.0,-9.0,,True,
Bolivia,3587,2082.3,2674.0,,-1504.7,-913.0,,True,
Brazil,100477,100365.9,94516.0,,-111.1,-5961.0,,False,
Bulgaria,445,415.1,391.0,,-29.9,-54.0,,False,
Canada,9024,10280.0,10044.0,,1256.0,1020.0,,True,
Chile,10011,12156.3,12414.0,,2145.3,2403.0,,False,
Colombia,12540,6575.4,8165.0,,-5964.6,-4375.0,,True,
Croatia,157,107.0,117.0,,-50.0,-40.0,,True,
Cuba,88,91.7,92.0,,3.7,4.0,,False,
Cyprus,19,25.7,22.0,,6.7,3.0,,True,
Czechia,389,376.3,361.0,,-12.7,-28.0,,False,
Denmark,617,628.9,636.0,,11.9,19.0,,False,
Dominican Republic,1289,1098.7,915.0,,-190.3,-374.0,,False,
Ecuador,5916,6197.0,5260.0,,281.0,-656.0,,False,
Egypt,4992,6346.9,5692.0,,1354.9,700.0,,True,
Estonia,63,69.0,78.0,,6.0,15.0,,False,
Finland,331,333.7,346.0,,2.7,15.0,,False,
France,30327,31190.1,30287.0,,863.1,-40.0,,True,
Germany,9201,9516.7,9552.0,,315.7,351.0,,False,
Greece,211,230.3,205.0,,19.3,-6.0,,True,
Honduras,1476,885.1,891.0,,-590.9,-585.0,,True,
Hungary,602,632.4,651.0,,30.4,49.0,,False,
Iceland,10,10.0,11.0,,0.0,1.0,,False,
Ireland,1772,1790.9,1767.0,,18.9,-5.0,,True,
Israel,593,340.6,344.0,,-252.4,-249.0,,True,
Italy,35203,36577.3,36055.0,,1374.3,852.0,,True,
Japan,1042,1129.6,1063.0,,87.6,21.0,,True,
Latvia,32,43.4,38.0,,11.4,6.0,,True,
Lithuania,81,76.0,90.0,,-5.0,9.0,,False,
Luxembourg,120,110.0,114.0,,-10.0,-6.0,,True,
Malaysia,125,121.0,150.0,,-4.0,25.0,,False,
Mexico,52006,56182.3,63644.0,,4176.3,11638.0,,False,
Moldova,841,943.3,1009.0,,102.3,168.0,,False,
Netherlands,6178,6276.9,6291.0,,98.9,113.0,,False,
Norway,256,288.3,260.0,,32.3,4.0,,True,
Panama,1609,1011.1,950.0,,-597.9,-659.0,,False,
Peru,20649,17374.6,17522.0,,-3274.4,-3127.0,,True,
Philippines,2209,1707.4,1599.0,,-501.6,-610.0,,False,
Poland,1800,2050.6,1982.0,,250.6,182.0,,True,
Portugal,1750,1628.0,1688.0,,-122.0,-62.0,,True,
Romania,2659,2167.6,1932.0,,-491.4,-727.0,,False,
Russia,14827,15682.4,15594.0,,855.4,767.0,,True,
Serbia,632,309.0,295.0,,-323.0,-337.0,,False,
Slovakia,31,28.0,30.0,,-3.0,-1.0,,True,
Slovenia,126,109.0,113.0,,-17.0,-13.0,,True,
South Korea,305,301.1,309.0,,-3.9,4.0,,False,
Spain,28503,36300.6,28948.0,,7797.6,445.0,,True,
Sweden,5763,6673.0,6020.0,,910.0,257.0,,True,
Switzerland,1986,2070.1,2001.0,,84.1,15.0,,True,
Turkey,5829,5974.4,5360.0,,145.4,-469.0,,False,
Ukraine,1906,1767.3,1926.0,,-138.7,20.0,,True,
United Kingdom,46651,48841.0,45342.0,,2190.0,-1309.0,,True,
