,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,4523,1420.6,1836.0,5295.2,-3102.4,-2687.0,772.2,True,True
Austria,721,930.3,729.0,642.3,209.3,8.0,-78.7,True,True
Belgium,9870,11176.3,10119.0,9698.8,1306.3,249.0,-171.2,True,True
Bolivia,3587,1139.6,1832.0,540.6,-2447.4,-1755.0,-3046.4,True,False
Brazil,100477,92730.1,105210.0,125832.7,-7746.9,4733.0,25355.7,True,False
Bulgaria,445,237.1,367.0,265.3,-207.9,-78.0,-179.7,True,True
Canada,9024,14680.0,11672.0,8147.8,5656.0,2648.0,-876.2,True,True
Chile,10011,4532.4,7222.0,11970.1,-5478.6,-2789.0,1959.1,True,True
Colombia,12540,3032.1,5290.0,4359.2,-9507.9,-7250.0,-8180.8,True,True
Croatia,157,132.1,133.0,100.4,-24.9,-24.0,-56.6,True,False
Cuba,88,92.7,95.0,81.5,4.7,7.0,-6.5,False,False
Cyprus,19,17.0,19.0,12.0,-2.0,0.0,-7.0,True,False
Czechia,389,359.9,364.0,367.4,-29.1,-25.0,-21.6,True,True
Denmark,617,702.3,658.0,624.0,85.3,41.0,7.0,True,True
Dominican Republic,1289,910.0,723.0,599.5,-379.0,-566.0,-689.5,False,False
Ecuador,5916,4863.7,5440.0,5741.8,-1052.3,-476.0,-174.2,True,True
Egypt,4992,3161.6,3825.0,1588.2,-1830.4,-1167.0,-3403.8,True,False
Estonia,63,97.1,79.0,61.0,34.1,16.0,-2.0,True,True
Finland,331,415.1,376.0,316.7,84.1,45.0,-14.3,True,True
France,30327,32488.6,30658.0,31466.1,2161.6,331.0,1139.1,True,True
Germany,9201,10944.7,9977.0,9145.8,1743.7,776.0,-55.2,True,True
Greece,211,247.0,211.0,190.7,36.0,0.0,-20.3,True,True
Honduras,1476,557.0,733.0,905.7,-919.0,-743.0,-570.3,True,True
Hungary,602,876.7,783.0,536.4,274.7,181.0,-65.6,True,True
Iceland,10,10.0,11.0,25.7,0.0,1.0,15.7,False,False
Ireland,1772,2077.4,1784.0,1692.5,305.4,12.0,-79.5,True,True
Israel,593,323.9,335.0,352.4,-269.1,-258.0,-240.6,True,True
Italy,35203,39284.1,37426.0,43297.3,4081.1,2223.0,8094.3,True,False
Japan,1042,1569.3,1316.0,1220.8,527.3,274.0,178.8,True,True
Latvia,32,43.4,31.0,26.4,11.4,-1.0,-5.6,True,True
Lithuania,81,138.0,115.0,76.5,57.0,34.0,-4.5,True,True
Luxembourg,120,110.0,121.0,109.3,-10.0,1.0,-10.7,True,False
Malaysia,125,115.0,138.0,116.3,-10.0,13.0,-8.7,False,True
Mexico,52006,34783.0,59208.0,6859.0,-17223.0,7202.0,-45147.0,True,False
Moldova,841,732.4,1103.0,345.4,-108.6,262.0,-495.6,False,False
Netherlands,6178,7263.3,6818.0,6126.7,1085.3,640.0,-51.3,True,True
Norway,256,245.7,259.0,242.9,-10.3,3.0,-13.1,True,False
Panama,1609,674.3,735.0,505.7,-934.7,-874.0,-1103.3,True,False
Peru,20649,14396.9,20074.0,19721.9,-6252.1,-575.0,-927.1,True,True
Philippines,2209,1805.1,1545.0,970.2,-403.9,-664.0,-1238.8,False,False
Poland,1800,1724.9,1793.0,1210.7,-75.1,-7.0,-589.3,True,False
Portugal,1750,2337.1,1914.0,1633.6,587.1,164.0,-116.4,True,True
Romania,2659,1965.7,1899.0,1338.5,-693.3,-760.0,-1320.5,False,False
Russia,14827,16661.6,19133.0,7201.2,1834.6,4306.0,-7625.8,False,False
Serbia,632,292.6,309.0,266.6,-339.4,-323.0,-365.4,True,False
Slovakia,31,28.0,32.0,22.0,-3.0,1.0,-9.0,True,False
Slovenia,126,128.4,121.0,105.6,2.4,-5.0,-20.4,False,False
South Korea,305,301.1,318.0,262.8,-3.9,13.0,-42.2,False,False
Spain,28503,29973.3,28626.0,36235.1,1470.3,123.0,7732.1,True,False
Sweden,5763,8036.1,7252.0,5257.8,2273.1,1489.0,-505.2,True,True
Switzerland,1986,1988.0,2037.0,1931.1,2.0,51.0,-54.9,False,False
Turkey,5829,6447.6,5353.0,4758.7,618.6,-476.0,-1070.3,True,False
Ukraine,1906,1705.1,2493.0,904.8,-200.9,587.0,-1001.2,False,False
United Kingdom,46651,59828.1,46185.0,44388.9,13177.1,-466.0,-2262.1,True,True
