,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51.0,239153.8,11183.8,762349.8,21.6,372.0,105493.9,4948898.9
Baseline_0.98,51.0,821601.8,18442.3,4980320.8,1.0,506.8,100661.1,35627504.1
IHME-CurveFit,51.0,988636.4,23841.5,3042770.2,1.8,1871.9,234246.8,18639174.3
CU-select,51.0,1019166.9,24649.0,4694650.9,0.0,2117.0,180706.0,33074001.0
MOBS_NEU-GLEAM_COVID,51.0,1589938.3,35952.2,5169180.2,6.3,1732.3,233991.8,29058983.2
LANL-GrowthRate,51.0,1802562.5,9848.9,11575285.4,3.1,450.7,115218.5,82790872.9
Baseline,51.0,2237773.3,3617.2,15015150.7,0.1,385.2,55855.0,107302961.7
UT-Mobility,51.0,3059454.4,17575.2,16501018.9,0.3,479.4,366944.6,116681660.8
