,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51,2632.3,104.7,10357.4,0.0,4.6,885.7,72631.1
UMass-MechBayes,51,3427.4,169.0,8384.7,0.0,12.5,1724.5,35721.0
LANL-GrowthRate,51,4399.9,159.6,14256.2,0.0,14.6,558.9,69366.0
UT-Mobility,51,6736.4,251.4,23322.1,0.5,32.8,1127.6,126481.8
Baseline,51,6902.9,111.8,28277.6,0.0,8.5,2007.5,192595.6
CU-select,50,6993.5,784.0,16385.6,0.0,42.5,3730.0,94864.0
COVIDhub-ensemble,51,9551.0,224.1,42161.9,0.0,29.2,1330.2,244801.1
CovidAnalytics-DELPHI,51,27913.6,1600.0,77521.2,0.0,74.5,11668.0,421201.0
COVIDhub-baseline,51,32538.1,289.0,191048.4,0.0,49.0,2353.0,1361889.0
UCLA-SuEIR,51,36132.8,586.7,215693.0,0.2,27.5,3351.9,1540005.3
IHME-CurveFit,51,39384.6,282.4,154078.7,0.2,24.7,4577.2,973661.7
MOBS-GLEAM_COVID,50,52747.3,277.3,305226.7,0.4,65.3,3813.1,2175227.0
