,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51,26.1,10.2,44.6,0.1,2.2,29.8,269.5
LANL-GrowthRate,51,32.1,12.6,58.6,0.0,3.8,23.6,263.4
UMass-MechBayes,51,33.9,13.0,48.2,0.0,3.5,41.5,189.0
Baseline,51,38.6,10.6,74.3,0.0,2.9,44.7,438.9
UT-Mobility,51,40.5,15.9,72.1,0.7,5.7,33.6,355.6
COVIDhub-ensemble,51,40.8,15.0,89.7,0.1,5.4,36.4,494.8
CU-select,50,52.1,28.0,66.0,0.0,6.5,61.0,308.0
COVIDhub-baseline,51,63.1,17.0,170.7,0.0,7.0,48.0,1167.0
UCLA-SuEIR,51,66.4,24.2,179.9,0.5,5.2,57.1,1241.0
MOBS-GLEAM_COVID,50,80.4,16.7,217.3,0.6,8.1,61.8,1474.9
IHME-CurveFit,51,82.2,16.8,182.4,0.5,5.0,65.9,986.7
CovidAnalytics-DELPHI,51,95.3,40.0,138.6,0.0,8.5,108.0,649.0
