,total_deaths_2020-04-26,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
YYG-ParamSearch,57885,87045.3,92159,32164.3,34274,-2109.7,-6.2%
CU-select,57885,91603.0,92159,36722.0,34274,2448.0,7.1%
Baseline,57885,94698.1,92159,39817.1,34274,5543.1,16.2%
COVIDhub-ensemble,57885,82882.6,92159,28001.6,34274,-6272.4,-18.3%
COVIDhub-baseline,57885,95761.2,92159,40880.2,34274,6606.2,19.3%
LANL-GrowthRate,57885,97700.1,92159,42819.1,34274,8545.1,24.9%
MOBS-GLEAM_COVID,57885,75509.3,92159,20628.3,34274,-13645.7,-39.8%
UT-Mobility,57885,70387.7,92159,15506.7,34274,-18767.3,-54.8%
IHME-CurveFit,57885,70370.7,92159,15489.7,34274,-18784.3,-54.8%
JHU_IDD-CovidSP,57885,167896.0,92159,113015.0,34274,78741.0,229.7%
CovidAnalytics-DELPHI,57885,,92159,,34274,,
IowaStateLW-STEM,57885,,92159,,34274,,
UMass-MechBayes,57885,,92159,,34274,,
