,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,189.2,97.6,316.4,1.6,18.2,199.5,1803.3
IowaStateLW-STEM,49,224.7,122.0,266.9,1.0,21.5,348.0,1475.0
YYG-ParamSearch,51,229.3,89.4,419.6,9.2,23.3,217.7,2413.6
CovidAnalytics-DELPHI,51,257.2,84.0,440.3,2.0,17.0,254.5,2068.0
LANL-GrowthRate,51,314.0,61.9,634.0,0.2,22.1,311.3,3631.1
CU-select,50,315.5,106.0,573.6,0.0,16.5,408.0,3338.0
COVIDhub-baseline,51,328.8,55.1,864.2,0.0,22.4,169.9,5615.3
Baseline,51,335.0,46.6,1033.9,1.0,21.2,164.0,7099.3
MOBS-GLEAM_COVID,48,406.8,114.5,654.2,0.8,23.1,424.9,2840.5
UT-Mobility,51,544.1,88.4,1519.5,0.1,43.0,415.5,10106.4
IHME-CurveFit,49,547.2,150.5,1062.1,0.2,77.5,395.8,5303.8
UMass-MechBayes,51,760.9,160.0,1429.8,1.0,36.0,827.0,7763.0
