,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51,24.3,12.4,32.1,0.5,3.2,30.5,138.3
UCLA-SuEIR,51,25.9,12.2,37.4,0.5,3.2,28.1,194.8
UMass-MechBayes,51,26.7,15.0,35.9,0.0,4.0,36.0,167.0
LANL-GrowthRate,51,30.4,10.6,45.0,0.1,2.2,29.7,175.1
Baseline,51,32.1,12.7,57.0,0.0,2.6,31.9,302.7
COVIDhub-baseline,51,35.8,17.0,61.1,0.0,5.0,32.5,292.0
UT-Mobility,51,35.9,10.0,60.5,0.1,1.8,37.1,297.4
COVIDhub-ensemble,51,36.1,12.6,59.7,0.6,3.5,36.9,265.1
MOBS-GLEAM_COVID,50,44.2,17.4,76.6,0.4,5.0,49.3,408.4
IHME-CurveFit,51,61.5,13.9,104.3,0.5,4.6,58.7,431.6
CU-select,50,67.4,15.2,162.3,0.0,6.5,64.0,1118.0
CovidAnalytics-DELPHI,51,71.5,20.0,109.3,0.0,4.5,90.5,463.0
USACE-ERDC_SEIR,51,82.4,14.2,165.6,0.1,4.1,61.3,834.3
PSI-DRAFT,51,93.2,19.5,302.8,0.0,6.5,50.0,2124.5
IowaStateLW-STEM,49,93.9,40.0,191.1,0.0,11.5,73.5,1117.0
Auquan-SEIR,51,143.0,50.0,276.3,2.0,22.5,143.5,1664.0
JHU_IDD-CovidSP,51,375.6,101.0,755.2,3.8,36.2,259.0,3778.8
