,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1360,1260.9,1292.0,1623.6,-99.1,-68.0,263.6,True,False
Argentina,5637,2871.3,3360.0,7401.3,-2765.7,-2277.0,1764.3,True,True
Australia,396,117.4,109.0,102.4,-278.6,-287.0,-293.6,False,False
Austria,728,790.3,736.0,757.3,62.3,8.0,29.3,True,True
Bangladesh,3625,3669.7,4990.0,5787.7,44.7,1365.0,2162.7,False,False
Belarus,603,628.7,619.0,540.2,25.7,16.0,-62.8,True,False
Belgium,9935,9973.7,9918.0,9804.1,38.7,-17.0,-130.9,True,False
Bolivia,4003,2756.3,3573.0,4149.2,-1246.7,-430.0,146.2,True,True
Brazil,107232,105602.7,103402.0,122266.7,-1629.3,-3830.0,15034.7,False,False
Bulgaria,495,330.4,408.0,454.3,-164.6,-87.0,-40.7,True,True
Canada,9072,9527.7,9661.0,9429.5,455.7,589.0,357.5,False,True
Chile,10395,12779.4,10435.0,19991.3,2384.4,40.0,9596.3,True,False
Colombia,14810,8828.9,11133.0,25969.0,-5981.1,-3677.0,11159.0,True,False
Croatia,165,107.0,118.0,381.0,-58.0,-47.0,216.0,True,False
Cuba,88,92.7,94.0,131.0,4.7,6.0,43.0,False,False
Cyprus,20,19.0,22.0,17.3,-1.0,2.0,-2.7,False,False
Czechia,395,428.6,382.0,352.8,33.6,-13.0,-42.2,True,False
Denmark,621,625.1,640.0,638.4,4.1,19.0,17.4,False,False
Dominican Republic,1438,1162.7,1492.0,1797.3,-275.3,54.0,359.3,True,False
Ecuador,6065,6375.3,5571.0,13739.5,310.3,-494.0,7674.5,False,False
Egypt,5141,6860.3,7298.0,17219.9,1719.3,2157.0,12078.9,False,False
Estonia,63,69.0,78.0,71.8,6.0,15.0,8.8,False,False
Finland,333,334.7,347.0,318.2,1.7,14.0,-14.8,False,False
France,30410,30823.1,30509.0,30309.4,413.1,99.0,-100.6,True,True
Germany,9235,9493.0,9746.0,10023.0,258.0,511.0,788.0,False,False
Greece,226,197.7,205.0,202.7,-28.3,-21.0,-23.3,True,True
Honduras,1567,1089.3,1510.0,1558.5,-477.7,-57.0,-8.5,True,True
Hungary,607,672.3,672.0,601.6,65.3,65.0,-5.4,True,True
Iceland,10,10.0,11.0,11.7,0.0,1.0,1.7,False,False
Iran,19492,16900.9,16297.0,20910.2,-2591.1,-3195.0,1418.2,False,True
Ireland,1774,1855.9,1788.0,1783.3,81.9,14.0,9.3,True,True
Israel,674,399.6,370.0,319.2,-274.4,-304.0,-354.8,False,False
Italy,35392,35328.1,36109.0,37655.0,-63.9,717.0,2263.0,False,False
Japan,1093,1086.1,1079.0,1107.5,-6.9,-14.0,14.5,False,False
Kuwait,498,484.3,482.0,563.1,-13.7,-16.0,65.1,False,False
Latvia,32,30.0,37.0,31.5,-2.0,5.0,-0.5,False,True
Lithuania,81,91.4,92.0,83.5,10.4,11.0,2.5,False,True
Luxembourg,123,110.0,115.0,115.9,-13.0,-8.0,-7.1,True,True
Malaysia,125,121.0,174.0,124.2,-4.0,49.0,-0.8,False,True
Malta,9,9.0,11.0,8.5,0.0,2.0,-0.5,False,False
Mexico,56543,57583.7,65470.0,57348.3,1040.7,8927.0,805.3,False,True
Moldova,895,912.0,1047.0,1781.6,17.0,152.0,886.6,False,False
Morocco,632,298.9,242.0,324.4,-333.1,-390.0,-307.6,False,True
Netherlands,6191,6240.1,6336.0,6256.1,49.1,145.0,65.1,False,False
Norway,261,255.7,261.0,245.3,-5.3,0.0,-15.7,True,False
Pakistan,6162,8393.0,11076.0,11770.6,2231.0,4914.0,5608.6,False,False
Panama,1746,1284.7,1448.0,1149.8,-461.3,-298.0,-596.2,True,False
Peru,25856,18105.0,17906.0,27965.5,-7751.0,-7950.0,2109.5,False,True
Philippines,2600,1778.7,1730.0,1923.6,-821.3,-870.0,-676.4,False,True
Poland,1869,2014.7,2142.0,2344.1,145.7,273.0,475.1,False,False
Portugal,1775,1796.3,1732.0,1592.5,21.3,-43.0,-182.5,False,False
Romania,2954,2379.3,2412.0,3116.1,-574.7,-542.0,162.1,True,True
Russia,15585,15570.9,15315.0,15314.7,-14.1,-270.0,-270.3,False,False
Saudi Arabia,3369,3559.6,3275.0,18094.4,190.6,-94.0,14725.4,True,False
Serbia,670,354.6,324.0,274.3,-315.4,-346.0,-395.7,False,False
Slovakia,31,28.0,30.0,28.9,-3.0,-1.0,-2.1,True,True
Slovenia,129,124.4,116.0,111.7,-4.6,-13.0,-17.3,False,False
South Korea,305,288.7,317.0,289.1,-16.3,12.0,-15.9,True,True
Spain,28617,28493.7,28949.0,28144.9,-123.3,332.0,-472.1,False,False
Sweden,5783,6572.3,6074.0,5666.9,789.3,291.0,-116.1,True,True
Switzerland,1991,2002.3,2010.0,2111.0,11.3,19.0,120.0,False,False
Turkey,5955,6061.7,6501.0,8976.0,106.7,546.0,3021.0,False,False
Ukraine,2076,2094.3,2249.0,2894.1,18.3,173.0,818.1,False,False
United Arab Emirates,361,387.9,369.0,389.2,26.9,8.0,28.2,True,False
United Kingdom,46791,49889.9,46816.0,46303.6,3098.9,25.0,-487.4,True,True
