,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,5637,1462.7,2677.0,5295.2,-4174.3,-2960.0,-341.8,True,True
Austria,728,781.6,738.0,642.3,53.6,10.0,-85.7,True,False
Belgium,9935,12029.7,10414.0,9698.8,2094.7,479.0,-236.2,True,True
Brazil,107232,101021.6,148133.0,125832.7,-6210.4,40901.0,18600.7,False,False
Bulgaria,495,364.3,561.0,265.3,-130.7,66.0,-229.7,True,False
Canada,9072,14796.4,11926.0,8147.8,5724.4,2854.0,-924.2,True,True
Chile,10395,4076.1,8452.0,11970.1,-6318.9,-1943.0,1575.1,True,True
Colombia,14810,2600.9,6125.0,4359.2,-12209.1,-8685.0,-10450.8,True,True
Croatia,165,158.6,175.0,100.4,-6.4,10.0,-64.6,False,False
Cyprus,20,17.0,21.0,12.0,-3.0,1.0,-8.0,True,False
Czechia,395,551.3,389.0,367.4,156.3,-6.0,-27.6,True,True
Denmark,621,738.7,721.0,624.0,117.7,100.0,3.0,True,True
Dominican Republic,1438,764.6,824.0,599.5,-673.4,-614.0,-838.5,True,False
Ecuador,6065,7935.6,7406.0,5741.8,1870.6,1341.0,-323.2,True,True
Egypt,5141,2399.6,3613.0,1588.2,-2741.4,-1528.0,-3552.8,True,False
Estonia,63,76.7,83.0,61.0,13.7,20.0,-2.0,False,True
Finland,333,401.7,463.0,316.7,68.7,130.0,-16.3,False,True
France,30410,33555.7,32127.0,31466.1,3145.7,1717.0,1056.1,True,True
Germany,9235,11893.6,10955.0,9145.8,2658.6,1720.0,-89.2,True,True
Greece,226,254.0,216.0,190.7,28.0,-10.0,-35.3,True,False
Hungary,607,830.7,841.0,536.4,223.7,234.0,-70.6,False,True
Iceland,10,10.0,11.0,25.7,0.0,1.0,15.7,False,False
Ireland,1774,2297.1,1922.0,1692.5,523.1,148.0,-81.5,True,True
Israel,674,339.6,346.0,352.4,-334.4,-328.0,-321.6,True,True
Italy,35392,43068.4,39135.0,43297.3,7676.4,3743.0,7905.3,True,False
Japan,1093,1778.9,1103.0,1220.8,685.9,10.0,127.8,True,True
Latvia,32,57.1,33.0,26.4,25.1,1.0,-5.6,True,True
Lithuania,81,109.9,91.0,76.5,28.9,10.0,-4.5,True,True
Luxembourg,123,145.1,130.0,109.3,22.1,7.0,-13.7,True,True
Malaysia,125,138.4,138.0,116.3,13.4,13.0,-8.7,True,True
Mexico,56543,34587.6,93453.0,6859.0,-21955.4,36910.0,-49684.0,False,False
Moldova,895,776.4,1273.0,345.4,-118.6,378.0,-549.6,False,False
Netherlands,6191,7442.1,7415.0,6126.7,1251.1,1224.0,-64.3,True,True
Norway,261,258.4,270.0,242.9,-2.6,9.0,-18.1,False,False
Panama,1746,673.1,800.0,505.7,-1072.9,-946.0,-1240.3,True,False
Peru,25856,13469.0,21246.0,19721.9,-12387.0,-4610.0,-6134.1,True,True
Philippines,2600,1365.0,1410.0,970.2,-1235.0,-1190.0,-1629.8,True,False
Poland,1869,1838.7,2416.0,1210.7,-30.3,547.0,-658.3,False,False
Portugal,1775,2489.7,1945.0,1633.6,714.7,170.0,-141.4,True,True
Romania,2954,2200.7,2656.0,1338.5,-753.3,-298.0,-1615.5,True,False
Russia,15585,14304.7,20916.0,7201.2,-1280.3,5331.0,-8383.8,False,False
Serbia,670,332.7,374.0,266.6,-337.3,-296.0,-403.4,True,False
Slovakia,31,28.0,36.0,22.0,-3.0,5.0,-9.0,False,False
Slovenia,129,142.1,127.0,105.6,13.1,-2.0,-23.4,True,False
South Korea,305,339.3,331.0,262.8,34.3,26.0,-42.2,True,False
Spain,28617,41605.7,32385.0,36235.1,12988.7,3768.0,7618.1,True,True
Sweden,5783,7906.4,5623.0,5257.8,2123.4,-160.0,-525.2,True,True
Switzerland,1991,2229.3,2180.0,1931.1,238.3,189.0,-59.9,True,True
Turkey,5955,6688.4,5413.0,4758.7,733.4,-542.0,-1196.3,True,False
Ukraine,2076,1653.9,3055.0,904.8,-422.1,979.0,-1171.2,False,False
United Kingdom,46791,61830.3,52434.0,44388.9,15039.3,5643.0,-2402.1,True,True
