,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,706,1095.4,899.0,711.7,389.4,193.0,5.7,True,True
Belgium,9782,14889.1,10711.0,9464.2,5107.1,929.0,-317.8,True,True
Bulgaria,267,272.3,239.0,108.8,5.3,-28.0,-158.2,False,False
Canada,8818,15291.0,11320.0,6622.0,6473.0,2502.0,-2196.0,True,True
Croatia,118,284.0,286.0,109.3,166.0,168.0,-8.7,False,True
Cyprus,19,15.0,25.0,11.1,-4.0,6.0,-7.9,False,False
Czechia,352,533.7,401.0,280.3,181.7,49.0,-71.7,True,True
Denmark,609,1134.1,777.0,805.3,525.1,168.0,196.3,True,True
Estonia,69,103.6,105.0,69.1,34.6,36.0,0.1,False,True
Finland,329,696.6,736.0,299.3,367.6,407.0,-29.7,False,True
France,30007,43437.7,35392.0,28859.1,13430.7,5385.0,-1147.9,True,True
Germany,9070,15415.3,13470.0,8543.0,6345.3,4400.0,-527.0,True,True
Greece,193,243.1,223.0,152.0,50.1,30.0,-41.0,True,True
Hungary,595,1040.7,763.0,453.1,445.7,168.0,-141.9,True,True
Ireland,1746,3427.0,2711.0,1697.5,1681.0,965.0,-48.5,True,True
Italy,34945,49498.4,40107.0,31458.5,14553.4,5162.0,-3486.5,True,True
Latvia,30,45.1,45.0,36.1,15.1,15.0,6.1,True,True
Lithuania,79,94.6,83.0,53.5,15.6,4.0,-25.5,True,False
Luxembourg,110,173.7,143.0,97.9,63.7,33.0,-12.1,True,True
Netherlands,6156,10576.9,8426.0,6571.9,4420.9,2270.0,415.9,True,True
Norway,252,301.4,341.0,283.6,49.4,89.0,31.6,False,True
Poland,1568,2019.1,2059.0,1109.2,451.1,491.0,-458.8,False,False
Portugal,1654,2374.4,2190.0,1225.8,720.4,536.0,-428.2,True,True
Romania,1871,2537.4,2540.0,1139.1,666.4,669.0,-731.9,False,False
Slovakia,28,93.0,48.0,26.7,65.0,20.0,-1.3,True,True
Slovenia,111,233.0,145.0,129.9,122.0,34.0,18.9,True,True
Spain,28403,43953.1,31844.0,27727.0,15550.1,3441.0,-676.0,True,True
Sweden,5526,7577.6,6891.0,10063.8,2051.6,1365.0,4537.8,True,False
Switzerland,1968,2940.0,2426.0,2147.7,972.0,458.0,179.7,True,True
United Kingdom,44883,103142.7,48324.0,40555.0,58259.7,3441.0,-4328.0,True,True
