,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1491,1496.3,1501.3,1523.3,5.3,10.3,32.3,False,False
Argentina,8353,7740.3,7768.1,7628.8,-612.7,-584.9,-724.2,True,False
Australia,611,621.6,618.4,643.3,10.6,7.4,32.3,True,False
Austria,733,741.0,740.3,729.4,8.0,7.3,-3.6,True,True
Bangladesh,4206,4136.1,4079.5,4395.4,-69.9,-126.5,189.4,False,False
Belarus,671,652.7,652.0,683.8,-18.3,-19.0,12.8,False,True
Belgium,9891,10063.4,10058.8,10064.6,172.4,167.8,173.6,True,False
Bolivia,4938,4834.3,4799.6,5451.7,-103.7,-138.4,513.7,False,False
Brazil,120262,120486.1,120422.4,134256.4,224.1,160.4,13994.4,True,False
Bulgaria,605,592.7,583.3,615.4,-12.3,-21.7,10.4,False,True
Canada,9161,9159.4,9142.8,9074.7,-1.6,-18.2,-86.3,False,False
Chile,11181,11148.4,11102.4,11871.2,-32.6,-78.6,690.2,False,False
Colombia,19063,19284.9,19122.3,21129.8,221.9,59.3,2066.8,True,False
Croatia,183,182.7,183.8,192.6,-0.3,0.8,9.6,False,False
Cuba,94,88.0,93.0,87.2,-6.0,-1.0,-6.8,True,False
Cyprus,20,21.9,21.4,19.3,1.9,1.4,-0.7,True,True
Czechia,421,410.0,413.4,434.1,-11.0,-7.6,13.1,True,False
Denmark,624,628.4,631.3,627.3,4.4,7.3,3.3,False,True
Dominican Republic,1673,1720.4,1698.1,1743.6,47.4,25.1,70.6,True,False
Ecuador,6537,6344.9,6392.8,18697.7,-192.1,-144.2,12160.7,True,False
Egypt,5376,5440.4,5398.2,5531.4,64.4,22.2,155.4,True,False
Estonia,64,63.0,64.1,63.0,-1.0,0.1,-1.0,True,False
Finland,335,336.7,337.3,327.5,1.7,2.3,-7.5,False,False
France,30601,30564.1,30594.1,31178.4,-36.9,-6.9,577.4,True,False
Germany,9299,9296.3,9337.7,9267.1,-2.7,38.7,-31.9,False,False
Greece,260,257.7,258.0,220.2,-2.3,-2.0,-39.8,True,False
Honduras,1842,1723.6,1796.2,2622.2,-118.4,-45.8,780.2,True,False
Hungary,614,619.1,618.6,594.7,5.1,4.6,-19.3,True,False
Iceland,10,10.0,10.3,10.5,0.0,0.3,0.5,False,False
Indonesia,7261,6943.0,7011.6,7040.1,-318.0,-249.4,-220.9,True,True
Iran,21359,21889.9,21726.0,23498.8,530.9,367.0,2139.8,True,False
Ireland,1777,1777.7,1785.5,1826.0,0.7,8.5,49.0,False,False
Israel,906,842.9,827.3,871.2,-63.1,-78.7,-34.8,False,True
Italy,35473,35750.7,35525.1,35556.0,277.7,52.1,83.0,True,True
Japan,1271,1207.0,1201.4,1039.6,-64.0,-69.6,-231.4,False,False
Kuwait,528,543.7,546.4,598.7,15.7,18.4,70.7,False,False
Latvia,34,32.0,32.8,32.2,-2.0,-1.2,-1.8,True,True
Lithuania,86,81.0,82.6,78.9,-5.0,-3.4,-7.1,True,False
Luxembourg,124,128.6,129.5,125.2,4.6,5.5,1.2,False,True
Malaysia,125,125.0,127.5,126.0,0.0,2.5,1.0,False,False
Malta,10,9.0,9.3,9.3,-1.0,-0.7,-0.7,True,True
Mexico,63819,65038.0,64985.2,64624.5,1219.0,1166.2,805.5,True,True
Moldova,990,990.7,989.9,1032.6,0.7,-0.1,42.6,True,False
Morocco,1078,955.1,1019.6,1285.8,-122.9,-58.4,207.8,True,False
Netherlands,6252,6223.7,6238.6,6234.4,-28.3,-13.4,-17.6,True,True
Nigeria,1011,1030.7,1042.4,1019.4,19.7,31.4,8.4,False,True
Norway,264,270.3,268.4,255.3,6.3,4.4,-8.7,True,False
Pakistan,6284,6347.7,6419.1,6443.4,63.7,135.1,159.4,False,False
Panama,1983,2004.7,2015.1,2148.1,21.7,32.1,165.1,False,False
Peru,28471,35366.3,29235.5,38369.3,6895.3,764.5,9898.3,True,False
Philippines,3419,3398.6,3424.4,3154.7,-20.4,5.4,-264.3,True,False
Poland,2032,2007.0,2025.4,2042.4,-25.0,-6.6,10.4,True,True
Portugal,1818,1818.9,1822.1,1806.3,0.9,4.1,-11.7,False,False
Romania,3539,3531.4,3577.5,3393.8,-7.6,38.5,-145.2,False,False
Russia,16977,17045.9,17043.9,17137.6,68.9,66.9,160.6,True,False
Saudi Arabia,3840,3855.6,3800.7,3538.5,15.6,-39.3,-301.5,False,False
Serbia,710,735.3,742.1,749.8,25.3,32.1,39.8,False,False
Slovakia,33,31.0,32.2,29.0,-2.0,-0.8,-4.0,True,False
Slovenia,133,132.7,133.1,132.6,-0.3,0.1,-0.4,True,False
South Africa,13981,14496.6,14408.8,15560.1,515.6,427.8,1579.1,True,False
South Korea,323,305.0,310.6,306.8,-18.0,-12.4,-16.2,True,True
Spain,29011,28828.7,28853.1,28841.2,-182.3,-157.9,-169.8,True,True
Sweden,5821,5820.1,5832.2,5945.7,-0.9,11.2,124.7,False,False
Switzerland,2005,2000.3,2007.7,1999.8,-4.7,2.7,-5.2,True,False
Turkey,6284,6215.4,6230.0,6159.1,-68.6,-54.0,-124.9,True,False
Ukraine,2540,2425.0,2471.5,2311.8,-115.0,-68.5,-228.2,True,False
United Arab Emirates,379,377.0,378.1,371.7,-2.0,-0.9,-7.3,True,False
United Kingdom,41585,47036.1,47119.0,48072.7,5451.1,5534.0,6487.7,False,False
