,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1491,1415.6,1472.0,2003.4,-75.4,-19.0,512.4,True,False
Argentina,8353,4162.7,4664.0,6455.1,-4190.3,-3689.0,-1897.9,True,True
Australia,611,121.7,162.0,106.5,-489.3,-449.0,-504.5,True,False
Austria,733,721.7,753.0,961.0,-11.3,20.0,228.0,False,False
Bangladesh,4206,4409.1,4478.0,3974.4,203.1,272.0,-231.6,False,False
Belarus,671,745.1,728.0,585.0,74.1,57.0,-86.0,True,False
Belgium,9891,9857.4,9906.0,10048.6,-33.6,15.0,157.6,True,False
Bolivia,4938,4364.7,4625.0,6850.2,-573.3,-313.0,1912.2,True,False
Brazil,120262,121697.7,115349.0,144279.2,1435.7,-4913.0,24017.2,False,False
Bulgaria,605,418.9,502.0,408.8,-186.1,-103.0,-196.2,True,False
Canada,9161,9446.1,9435.0,9548.2,285.1,274.0,387.2,True,False
Chile,11181,11580.1,9134.0,10732.5,399.1,-2047.0,-448.5,False,False
Colombia,19063,13983.7,14208.0,25979.5,-5079.3,-4855.0,6916.5,True,False
Croatia,183,160.1,164.0,122.3,-22.9,-19.0,-60.7,True,False
Cuba,94,93.9,96.0,87.2,-0.1,2.0,-6.8,False,False
Cyprus,20,19.0,23.0,17.6,-1.0,3.0,-2.4,False,False
Czechia,421,379.4,394.0,426.1,-41.6,-27.0,5.1,True,True
Denmark,624,629.6,635.0,668.9,5.6,11.0,44.9,False,False
Dominican Republic,1673,1603.3,2053.0,1628.7,-69.7,380.0,-44.3,False,True
Ecuador,6537,6871.0,6939.0,15768.8,334.0,402.0,9231.8,False,False
Egypt,5376,7389.4,7192.0,8753.9,2013.4,1816.0,3377.9,True,False
Estonia,64,69.0,77.0,71.3,5.0,13.0,7.3,False,False
Finland,335,329.0,350.0,322.0,-6.0,15.0,-13.0,False,False
France,30601,30768.1,30501.0,31472.9,167.1,-100.0,871.9,True,False
Germany,9299,9400.1,9366.0,9800.5,101.1,67.0,501.5,True,False
Greece,260,199.9,208.0,197.2,-60.1,-52.0,-62.8,True,False
Honduras,1842,1699.7,2183.0,3478.6,-142.3,341.0,1636.6,False,False
Hungary,614,636.1,661.0,639.5,22.1,47.0,25.5,False,False
Iceland,10,10.0,11.0,11.9,0.0,1.0,1.9,False,False
Indonesia,7261,6588.9,7566.0,7894.5,-672.1,305.0,633.5,True,True
Iran,21359,21455.3,21368.0,23351.7,96.3,9.0,1992.7,True,False
Ireland,1777,1780.3,1794.0,1861.4,3.3,17.0,84.4,False,False
Israel,906,574.6,738.0,724.3,-331.4,-168.0,-181.7,True,True
Italy,35473,35591.7,35517.0,36183.0,118.7,44.0,710.0,True,False
Japan,1271,1024.1,1157.0,997.0,-246.9,-114.0,-274.0,True,False
Kuwait,528,540.9,511.0,572.0,12.9,-17.0,44.0,False,False
Latvia,34,30.0,34.0,29.9,-4.0,0.0,-4.1,True,False
Lithuania,86,79.0,93.0,82.7,-7.0,7.0,-3.3,False,True
Luxembourg,124,117.9,122.0,123.1,-6.1,-2.0,-0.9,True,True
Malaysia,125,128.9,141.0,123.1,3.9,16.0,-1.9,False,True
Malta,10,9.0,11.0,7.8,-1.0,1.0,-2.2,False,False
Mexico,63819,64951.1,64700.0,66910.5,1132.1,881.0,3091.5,True,False
Moldova,990,1032.9,1015.0,922.0,42.9,25.0,-68.0,True,False
Netherlands,6252,6224.6,6251.0,6305.3,-27.4,-1.0,53.3,True,False
Nigeria,1011,1391.4,1472.0,1147.9,380.4,461.0,136.9,False,True
Norway,264,258.9,263.0,255.7,-5.1,-1.0,-8.3,True,False
Panama,1983,2019.9,2132.0,2511.4,36.9,149.0,528.4,False,False
Peru,28471,20654.0,19600.0,31310.4,-7817.0,-8871.0,2839.4,False,True
Philippines,3419,3159.1,2358.0,2152.9,-259.9,-1061.0,-1266.1,False,False
Poland,2032,1941.3,2043.0,2021.2,-90.7,11.0,-10.8,True,True
Portugal,1818,1975.4,1972.0,1831.8,157.4,154.0,13.8,True,True
Romania,3539,2802.9,2982.0,3396.8,-736.1,-557.0,-142.2,True,True
Russia,16977,19361.4,18292.0,14784.7,2384.4,1315.0,-2192.3,True,True
Serbia,710,955.3,1316.0,932.5,245.3,606.0,222.5,False,True
Slovakia,33,28.0,31.0,29.2,-5.0,-2.0,-3.8,True,True
Slovenia,133,111.0,117.0,121.4,-22.0,-16.0,-11.6,True,True
South Korea,323,323.3,319.0,291.1,0.3,-4.0,-31.9,False,False
Spain,29011,28526.4,28811.0,29560.1,-484.6,-200.0,549.1,True,False
Sweden,5821,6252.9,5879.0,6290.6,431.9,58.0,469.6,True,False
Switzerland,2005,1988.6,2018.0,2054.3,-16.4,13.0,49.3,True,False
Turkey,6284,6309.3,6296.0,6001.5,25.3,12.0,-282.5,True,False
Ukraine,2540,2325.7,2272.0,1911.0,-214.3,-268.0,-629.0,False,False
United Arab Emirates,379,401.6,395.0,396.8,22.6,16.0,17.8,True,True
United Kingdom,41585,49011.4,47620.0,49735.9,7426.4,6035.0,8150.9,True,False
