,total_deaths_2021-01-24,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Columbia_UNC-SurvCon,426729,439591.0,447084,20377.0,20355,22.0,0.1%
JHU_CSSE-DECOM,426729,439491.0,447084,20277.0,20355,-78.0,-0.4%
LANL-GrowthRate,426729,439690.5,447084,20476.5,20355,121.5,0.6%
Microsoft-DeepSTIA,426729,439322.3,447084,20108.3,20355,-246.7,-1.2%
LNQ-ens1,426729,439826.8,447084,20612.8,20355,257.8,1.3%
Geneva-DetGrowth,426729,439898.4,447084,20684.4,20355,329.4,1.6%
UCSD_NEU-DeepGLEAM,426729,439137.5,447084,19923.5,20355,-431.5,-2.1%
CEID-Walk,426729,439071.3,447084,19857.3,20355,-497.7,-2.4%
SigSci-TS,426729,439056.0,447084,19842.0,20355,-513.0,-2.5%
COVIDhub-baseline,426729,439027.0,447084,19813.0,20355,-542.0,-2.7%
USC-SI_kJalpha,426729,440253.0,447084,21039.0,20355,684.0,3.4%
UMich-RidgeTfReg,426729,440305.0,447084,21091.0,20355,736.0,3.6%
UCM_MESALab-FoGSEIR,426729,438825.0,447084,19611.0,20355,-744.0,-3.7%
MOBS-GLEAM_COVID,426729,438753.8,447084,19539.8,20355,-815.2,-4.0%
SteveMcConnell-CovidComplete,426729,438727.0,447084,19513.0,20355,-842.0,-4.1%
UT-Mobility,426729,438594.5,447084,19380.5,20355,-974.5,-4.8%
epiforecasts-ensemble1,426729,438511.0,447084,19297.0,20355,-1058.0,-5.2%
QJHong-Encounter,426729,438307.3,447084,19093.3,20355,-1261.7,-6.2%
AIpert-pwllnod,426729,440942.1,447084,21728.1,20355,1373.1,6.7%
COVIDhub-ensemble,426729,438174.0,447084,18960.0,20355,-1395.0,-6.9%
IowaStateLW-STEM,426729,438054.0,447084,18840.0,20355,-1515.0,-7.4%
RPI_UW-Mob_Collision,426729,441187.2,447084,21973.2,20355,1618.2,7.9%
Baseline,426729,437740.3,447084,18526.3,20355,-1828.7,-9.0%
PSI-DRAFT,426729,441441.0,447084,22227.0,20355,1872.0,9.2%
Karlen-pypm,426729,437552.7,447084,18338.7,20355,-2016.3,-9.9%
MIT_CritData-GBCF,426729,441747.0,447084,22533.0,20355,2178.0,10.7%
GT-DeepCOVID,426729,437338.1,447084,18124.1,20355,-2230.9,-11.0%
BPagano-RtDriven,426729,437246.7,447084,18032.7,20355,-2322.3,-11.4%
FDANIHASU-Sweight,426729,437102.8,447084,17888.8,20355,-2466.2,-12.1%
OliverWyman-Navigator,426729,436926.5,447084,17712.5,20355,-2642.5,-13.0%
CovidAnalytics-DELPHI,426729,436796.0,447084,17582.0,20355,-2773.0,-13.6%
IHME-CurveFit,426729,436775.0,447084,17561.0,20355,-2794.0,-13.7%
UA-EpiCovDA,426729,436417.0,447084,17203.0,20355,-3152.0,-15.5%
UMass-MechBayes,426729,436375.0,447084,17161.0,20355,-3194.0,-15.7%
CU-select,426729,436358.0,447084,17144.0,20355,-3211.0,-15.8%
RobertWalraven-ESG,426729,436305.1,447084,17091.1,20355,-3263.9,-16.0%
UChicagoCHATTOPADHYAY-UnIT,426729,436261.9,447084,17047.9,20355,-3307.1,-16.2%
MIT_ISOLAT-Mixtures,426729,436047.9,447084,16833.9,20355,-3521.1,-17.3%
UCLA-SuEIR,426729,435966.2,447084,16752.2,20355,-3602.8,-17.7%
JHUAPL-Bucky,426729,435696.9,447084,16482.9,20355,-3872.1,-19.0%
TTU-squider,426729,435482.0,447084,16268.0,20355,-4087.0,-20.1%
UpstateSU-GRU,426729,435110.2,447084,15896.2,20355,-4458.8,-21.9%
Covid19Sim-Simulator,426729,445724.4,447084,26510.4,20355,6155.4,30.2%
JHU_IDD-CovidSP,426729,432903.0,447084,13689.0,20355,-6666.0,-32.7%
IBF-TimeSeries,426729,448348.0,447084,29134.0,20355,8779.0,43.1%
WalmartLabsML-LogForecasting,426729,429799.7,447084,10585.7,20355,-9769.3,-48.0%
DDS-NBDS,426729,449524.8,447084,30310.8,20355,9955.8,48.9%
CMU-TimeSeries,426729,,447084,,20355,,
Google_Harvard-CPF,426729,,447084,,20355,,
UCSB-ACTS,426729,,447084,,20355,,
