,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,7566,4058.7,3352.6,5160.5,5444.0,,-3507.3,-4213.4,-2405.5,-2122.0,,False,True,True,
Alaska,262,63.9,131.3,55.8,,,-198.1,-130.7,-206.2,,,True,False,,
Arizona,13098,8399.9,7084.8,10736.4,7023.0,,-4698.1,-6013.2,-2361.6,-6075.0,,False,True,False,
Arkansas,4838,4952.4,3797.7,3726.0,4118.0,,114.4,-1040.3,-1112.0,-720.0,,False,False,False,
California,40702,27046.9,18868.3,59699.1,22772.0,,-13655.1,-21833.7,18997.1,-17930.0,,False,False,False,
Colorado,5620,2504.3,2670.0,5781.7,2406.0,,-3115.7,-2950.0,161.7,-3214.0,,True,True,False,
Connecticut,7046,4718.3,4638.2,7193.9,4738.0,,-2327.7,-2407.8,147.9,-2308.0,,False,True,True,
Delaware,1081,734.1,800.6,1200.4,724.0,,-346.9,-280.4,119.4,-357.0,,True,True,False,
District of Columbia,909,695.4,668.0,1148.0,665.0,,-213.6,-241.0,239.0,-244.0,,False,False,False,
Florida,26360,26269.7,20592.2,27979.5,21042.0,,-90.3,-5767.8,1619.5,-5318.0,,False,False,False,
Georgia,14196,11674.6,8787.2,14879.2,10591.0,,-2521.4,-5408.8,683.2,-3605.0,,False,True,False,
Hawaii,406,516.0,176.5,266.5,,,110.0,-229.5,-139.5,,,False,False,,
Idaho,1725,971.0,887.2,1723.3,1010.0,,-754.0,-837.8,-1.7,-715.0,,False,True,True,
Illinois,21213,11420.3,10150.7,18239.2,10543.0,,-9792.7,-11062.3,-2973.8,-10670.0,,False,True,False,
Indiana,9967,4788.3,4529.5,8145.6,4862.0,,-5178.7,-5437.5,-1821.4,-5105.0,,False,True,True,
Iowa,4651,2113.6,1852.6,4077.2,2446.0,,-2537.4,-2798.4,-573.8,-2205.0,,False,True,True,
