,total_deaths_2021-01-17,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
RobertWalraven-ESG,404830,439612.3,447084,42012.3,42254,-241.7,-0.6%
Baseline,404830,440802.7,447084,43202.7,42254,948.7,2.2%
MIT_ISOLAT-Mixtures,404830,438764.2,447084,41164.2,42254,-1089.8,-2.6%
CEID-Walk,404830,440994.4,447084,43394.4,42254,1140.4,2.7%
GT-DeepCOVID,404830,441194.8,447084,43594.8,42254,1340.8,3.2%
UChicagoCHATTOPADHYAY-UnIT,404830,438372.3,447084,40772.3,42254,-1481.7,-3.5%
IHME-CurveFit,404830,441594.1,447084,43994.1,42254,1740.1,4.1%
COVIDhub-ensemble,404830,441657.0,447084,44057.0,42254,1803.0,4.3%
Karlen-pypm,404830,437983.2,447084,40383.2,42254,-1870.8,-4.4%
QJHong-Encounter,404830,437945.9,447084,40345.9,42254,-1908.1,-4.5%
SteveMcConnell-CovidComplete,404830,441860.0,447084,44260.0,42254,2006.0,4.7%
UCM_MESALab-FoGSEIR,404830,437551.0,447084,39951.0,42254,-2303.0,-5.5%
SigSci-TS,404830,437468.0,447084,39868.0,42254,-2386.0,-5.6%
COVIDhub-baseline,404830,442521.6,447084,44921.6,42254,2667.6,6.3%
UMich-RidgeTfReg,404830,442655.2,447084,45055.2,42254,2801.2,6.6%
UMass-MechBayes,404830,436872.0,447084,39272.0,42254,-2982.0,-7.1%
IowaStateLW-STEM,404830,442907.0,447084,45307.0,42254,3053.0,7.2%
LANL-GrowthRate,404830,442908.0,447084,45308.0,42254,3054.0,7.2%
PSI-DRAFT,404830,436761.5,447084,39161.5,42254,-3092.5,-7.3%
MOBS-GLEAM_COVID,404830,442965.6,447084,45365.6,42254,3111.6,7.4%
JHU_IDD-CovidSP,404830,436201.3,447084,38601.3,42254,-3652.7,-8.6%
OliverWyman-Navigator,404830,443588.8,447084,45988.8,42254,3734.8,8.8%
Columbia_UNC-SurvCon,404830,443628.0,447084,46028.0,42254,3774.0,8.9%
epiforecasts-ensemble1,404830,435718.0,447084,38118.0,42254,-4136.0,-9.8%
UCSD_NEU-DeepGLEAM,404830,444207.9,447084,46607.9,42254,4353.9,10.3%
TTU-squider,404830,435497.0,447084,37897.0,42254,-4357.0,-10.3%
UpstateSU-GRU,404830,435309.9,447084,37709.9,42254,-4544.1,-10.8%
UA-EpiCovDA,404830,435284.0,447084,37684.0,42254,-4570.0,-10.8%
LNQ-ens1,404830,444806.6,447084,47206.6,42254,4952.6,11.7%
Caltech-CS156,404830,432962.4,447084,35362.4,42254,-6891.6,-16.3%
Microsoft-DeepSTIA,404830,446940.3,447084,49340.3,42254,7086.3,16.8%
MIT_CritData-GBCF,404830,447180.0,447084,49580.0,42254,7326.0,17.3%
UCLA-SuEIR,404830,432285.8,447084,34685.8,42254,-7568.2,-17.9%
USC-SI_kJalpha,404830,447485.0,447084,49885.0,42254,7631.0,18.1%
AIpert-pwllnod,404830,447506.9,447084,49906.9,42254,7652.9,18.1%
CU-select,404830,431450.0,447084,33850.0,42254,-8404.0,-19.9%
RPI_UW-Mob_Collision,404830,450129.6,447084,52529.6,42254,10275.6,24.3%
DDS-NBDS,404830,450321.5,447084,52721.5,42254,10467.5,24.8%
BPagano-RtDriven,404830,428788.4,447084,31188.4,42254,-11065.6,-26.2%
IBF-TimeSeries,404830,451581.0,447084,53981.0,42254,11727.0,27.8%
CovidAnalytics-DELPHI,404830,453595.0,447084,55995.0,42254,13741.0,32.5%
Covid19Sim-Simulator,404830,417716.7,447084,20116.7,42254,-22137.3,-52.4%
WalmartLabsML-LogForecasting,404830,416755.9,447084,19155.9,42254,-23098.1,-54.7%
CMU-TimeSeries,404830,,447084,,42254,,
Google_Harvard-CPF,404830,,447084,,42254,,
JHU_CSSE-DECOM,404830,,447084,,42254,,
UCSB-ACTS,404830,,447084,,42254,,
