,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,7566,4630.3,3714.5,5678.9,3377.0,,-2935.7,-3851.5,-1887.1,-4189.0,,False,True,False,
Alaska,262,171.0,285.0,190.5,,,-91.0,23.0,-71.5,,,True,True,,
Arizona,13098,6837.3,6775.2,8581.9,6304.0,,-6260.7,-6322.8,-4516.1,-6794.0,,False,True,False,
Arkansas,4838,3709.7,3059.6,3831.6,3939.0,,-1128.3,-1778.4,-1006.4,-899.0,,False,True,True,
California,40702,22921.9,21562.0,35253.2,19814.0,,-17780.1,-19140.0,-5448.8,-20888.0,,False,True,False,
Colorado,5620,3112.0,3268.8,6311.4,2621.0,,-2508.0,-2351.2,691.4,-2999.0,,True,True,False,
Connecticut,7046,4720.3,4831.9,5497.3,4687.0,,-2325.7,-2214.1,-1548.7,-2359.0,,True,True,False,
Delaware,1301,828.4,817.1,1144.7,744.0,,-449.6,-460.9,-133.3,-534.0,,False,True,False,
District of Columbia,909,700.4,704.7,1009.9,663.0,,-208.6,-204.3,100.9,-246.0,,True,True,False,
Florida,26360,24925.9,22298.7,28510.8,19666.0,,-1434.1,-4061.3,2150.8,-6694.0,,False,False,False,
Georgia,14196,10936.3,9367.8,12399.8,9472.0,,-3259.7,-4828.2,-1796.2,-4724.0,,False,True,False,
Hawaii,406,454.4,426.0,711.9,,,48.4,20.0,305.9,,,True,False,,
Idaho,1725,840.0,1063.1,1686.3,831.0,,-885.0,-661.9,-38.7,-894.0,,True,True,False,
Illinois,21213,13099.1,13691.9,18169.8,11601.0,,-8113.9,-7521.1,-3043.2,-9612.0,,True,True,False,
Indiana,11262,6135.9,6518.0,8814.7,5178.0,,-5008.1,-4626.0,-2329.3,-5966.0,,True,True,False,
Iowa,4651,2572.0,2780.3,3890.1,2403.5,,-2079.0,-1870.7,-760.9,-2247.5,,True,True,False,
Kansas,3767,2121.9,1740.2,3199.9,1481.0,,-1645.1,-2026.8,-567.1,-2286.0,,False,True,False,
Kentucky,3714,2298.6,2316.7,3921.2,2000.0,,-1415.4,-1397.3,207.2,-1714.0,,True,True,False,
Louisiana,8801,7161.4,6548.6,8490.2,6657.0,,-1639.6,-2252.4,-310.8,-2144.0,,False,True,False,
Maine,590,190.6,164.3,182.9,198.0,,-399.4,-425.7,-407.1,-392.0,,False,False,True,
Maryland,7107,4601.6,4462.3,5149.6,4300.0,22787.0,-2505.4,-2644.7,-1957.4,-2807.0,15680.0,False,True,False,False
Massachusetts,14531,11713.0,11542.6,13671.0,10813.0,,-2818.0,-2988.4,-860.0,-3718.0,,False,True,False,
Michigan,15525,9137.7,9373.8,12763.4,8417.0,,-6387.3,-6151.2,-2761.6,-7108.0,,True,True,False,
Minnesota,6255,3668.7,3807.7,5521.0,3670.0,,-2586.3,-2447.3,-734.0,-2585.0,,True,True,True,
Mississippi,6018,4211.0,4152.8,4726.1,4244.0,,-1807.0,-1865.2,-1291.9,-1774.0,,False,True,True,
Missouri,7070,5088.0,5398.7,5594.8,4741.0,,-1965.0,-1654.3,-1458.2,-2312.0,,True,True,False,
Montana,1232,701.6,1087.0,783.2,695.0,,-530.4,-145.0,-448.8,-537.0,,True,True,False,
