,predicted_cases,actual_cases,error,perc_error
IowaStateLW-STEM,1817782.0,2677034,-859252.0,-32.1%
JHUAPL-Bucky,1785393.1,2677034,-891640.9,-33.3%
COVIDhub-baseline,1681708.0,2677034,-995326.0,-37.2%
Columbia_UNC-SurvCon,1667641.0,2677034,-1009393.0,-37.7%
JCB-PRM,1607494.2,2677034,-1069539.8,-40.0%
IBF-TimeSeries,1492002.0,2677034,-1185032.0,-44.3%
USACE-ERDC_SEIR,1472174.4,2677034,-1204859.6,-45.0%
Covid19Sim-Simulator,1221380.1,2677034,-1455653.9,-54.4%
USC-SI_kJalpha,986380.0,2677034,-1690654.0,-63.2%
LANL-GrowthRate,946154.3,2677034,-1730879.7,-64.7%
UCLA-SuEIR,905810.2,2677034,-1771223.8,-66.2%
CovidAnalytics-DELPHI,895675.0,2677034,-1781359.0,-66.5%
RobertWalraven-ESG,749351.4,2677034,-1927682.6,-72.0%
