,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13291,118,160.0,171.6,,124.0,138.0,,,,,87.0,,187.2,131.5,,74.2,157.2,,94.1,,116.9,,,197.0,159.6,42.0,53.6,,6.0,20.0,,,,,-31.0,,69.2,13.5,,-43.8,39.2,,-23.9,,-1.1,,,79.0,41.6,False,,True,True,,,,,True,,False,True,,False,True,,True,,True,,,False,True
13293,43,80.0,71.7,,71.0,56.0,,,,,91.0,,78.0,101.2,,18.0,64.2,,46.1,,81.5,,,62.0,77.2,37.0,28.7,,28.0,13.0,,,,,48.0,,35.0,58.2,,-25.0,21.2,,3.1,,38.5,,,19.0,34.2,True,,True,True,,,,,False,,True,False,,True,True,,True,,False,,,True,True
13295,325,356.0,385.9,,300.0,198.0,,,,,395.0,,317.5,289.1,,152.3,275.0,,69.1,,451.8,,,175.0,406.7,31.0,60.9,,-25.0,-127.0,,,,,70.0,,-7.5,-35.9,,-172.7,-50.0,,-255.9,,126.8,,,-150.0,81.7,False,,True,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
13297,526,240.0,235.2,,213.0,270.0,,,,,280.0,,208.3,270.3,,72.9,214.8,,152.2,,197.5,,,255.0,207.7,-286.0,-290.8,,-313.0,-256.0,,,,,-246.0,,-317.7,-255.7,,-453.1,-311.2,,-373.8,,-328.5,,,-271.0,-318.3,False,,False,True,,,,,True,,False,True,,False,False,,False,,False,,,True,False
13299,243,144.0,145.8,,107.0,116.0,,,,,193.0,,107.7,60.4,,37.2,95.5,,20.0,,99.0,,,82.0,160.3,-99.0,-97.2,,-136.0,-127.0,,,,,-50.0,,-135.3,-182.6,,-205.8,-147.5,,-223.0,,-144.0,,,-161.0,-82.7,True,,False,False,,,,,True,,False,False,,False,False,,False,,False,,,False,True
13301,13,44.0,51.2,,25.0,0.0,,,,,14.0,,44.0,8.6,,5.1,31.1,,12.2,,41.3,,,43.0,46.3,31.0,38.2,,12.0,-13.0,,,,,1.0,,31.0,-4.4,,-7.9,18.1,,-0.8,,28.3,,,30.0,33.3,False,,True,True,,,,,True,,False,True,,True,True,,True,,True,,,True,False
13303,103,76.0,79.3,,63.0,30.0,,,,,91.0,,69.1,45.3,,24.7,53.8,,12.3,,82.9,,,93.0,123.4,-27.0,-23.7,,-40.0,-73.0,,,,,-12.0,,-33.9,-57.7,,-78.3,-49.2,,-90.7,,-20.1,,,-10.0,20.4,True,,False,False,,,,,True,,False,False,,False,False,,False,,True,,,True,True
13305,110,116.0,115.8,,97.0,107.0,,,,,121.0,,100.8,64.2,,36.5,94.3,,0.0,,78.9,,,0.0,84.0,6.0,5.8,,-13.0,-3.0,,,,,11.0,,-9.2,-45.8,,-73.5,-15.7,,-110.0,,-31.1,,,-110.0,-26.0,True,,False,True,,,,,False,,False,False,,False,False,,False,,False,,,False,False
13307,2,0.0,0.0,,0.0,0.0,,,,,8.0,,0.2,2.2,,0.2,0.0,,3.7,,0.2,,,0.0,4.5,-2.0,-2.0,,-2.0,-2.0,,,,,6.0,,-1.8,0.2,,-1.8,-2.0,,1.7,,-1.8,,,-2.0,2.5,False,,False,False,,,,,False,,True,True,,True,True,,True,,True,,,False,False
13309,33,56.0,137.9,,53.0,67.0,,,,,24.0,,46.1,21.9,,19.4,47.2,,68.7,,67.3,,,8.0,271.7,23.0,104.9,,20.0,34.0,,,,,-9.0,,13.1,-11.1,,-13.6,14.2,,35.7,,34.3,,,-25.0,238.7,False,,True,False,,,,,True,,True,True,,True,True,,False,,False,,,False,False
13311,129,252.0,253.7,,183.0,191.0,,,,,111.0,,322.3,150.8,,56.8,192.9,,25.4,,200.5,,,222.0,179.8,123.0,124.7,,54.0,62.0,,,,,-18.0,,193.3,21.8,,-72.2,63.9,,-103.5,,71.5,,,93.0,50.8,False,,True,True,,,,,True,,False,True,,True,True,,True,,True,,,True,True
13313,948,588.0,564.1,,560.0,788.0,,,,,616.0,,449.4,193.6,,482.1,543.3,,841.9,,607.2,,,493.0,552.8,-360.0,-383.9,,-388.0,-160.0,,,,,-332.0,,-498.6,-754.4,,-465.9,-404.7,,-106.1,,-340.8,,,-455.0,-395.2,False,,False,True,,,,,True,,False,False,,False,False,,True,,True,,,False,False
13315,13,4.0,3.7,,4.0,0.0,,,,,25.0,,3.3,12.3,,0.4,9.5,,0.6,,16.7,,,3.0,4.3,-9.0,-9.3,,-9.0,-13.0,,,,,12.0,,-9.7,-0.7,,-12.6,-3.5,,-12.4,,3.7,,,-10.0,-8.7,False,,False,False,,,,,False,,False,True,,False,True,,False,,True,,,False,True
13317,47,8.0,6.6,,8.0,0.0,,,,,51.0,,4.5,15.3,,32.9,12.9,,3.0,,6.2,,,7.0,53.9,-39.0,-40.4,,-39.0,-47.0,,,,,4.0,,-42.5,-31.7,,-14.1,-34.1,,-44.0,,-40.8,,,-40.0,6.9,False,,False,False,,,,,True,,False,True,,True,True,,False,,False,,,False,True
13319,29,40.0,40.9,,31.0,0.0,,,,,25.0,,34.8,23.8,,5.7,30.7,,34.0,,42.8,,,18.0,21.1,11.0,11.9,,2.0,-29.0,,,,,-4.0,,5.8,-5.2,,-23.3,1.7,,5.0,,13.8,,,-11.0,-7.9,False,,True,False,,,,,True,,True,True,,False,True,,True,,False,,,False,True
13321,66,56.0,54.9,,47.0,28.0,,,,,59.0,,39.7,21.6,,22.5,57.2,,102.7,,38.2,,,158.0,34.3,-10.0,-11.1,,-19.0,-38.0,,,,,-7.0,,-26.3,-44.4,,-43.5,-8.8,,36.7,,-27.8,,,92.0,-31.7,False,,False,False,,,,,True,,False,False,,False,True,,False,,False,,,False,False
15001,479,408.0,405.3,,405.0,735.0,,,,,,,279.3,805.0,,565.7,405.4,,473.8,,500.0,251.0,,628.0,256.5,-71.0,-73.7,,-74.0,256.0,,,,,,,-199.7,326.0,,86.7,-73.6,,-5.2,,21.0,-228.0,,149.0,-222.5,False,,False,False,,,,,,,False,False,,False,False,,True,,True,False,,False,False
15003,1691,2416.0,2260.6,2306.5,2027.0,1687.0,,,,,,,2264.3,4160.0,,1942.9,2012.3,,546.4,,1802.5,3127.0,,1719.0,1529.6,725.0,569.6,615.5,336.0,-4.0,,,,,,,573.3,2469.0,,251.9,321.3,,-1144.6,,111.5,1436.0,,28.0,-161.4,True,True,True,True,,,,,,,True,False,,True,True,,False,,True,False,,True,True
15005,3,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,,,,,,,-3.0,-3.0,,-3.0,-3.0,,,,,,,-3.0,-3.0,,,-3.0,,-3.0,,,,,,,False,,False,False,,,,,,,True,False,,,True,,False,,,,,,
15007,6,0.0,1.6,,0.0,0.0,,,,,,,12.2,19.4,,0.0,0.2,,1.2,,0.0,,,5.0,4.0,-6.0,-4.4,,-6.0,-6.0,,,,,,,6.2,13.4,,-6.0,-5.8,,-4.8,,-6.0,,,-1.0,-2.0,True,,False,False,,,,,,,False,False,,True,True,,True,,True,,,True,True
15009,144,24.0,28.4,,21.0,0.0,,,,,,,21.9,115.0,,7.2,34.4,,6.8,,34.0,23.0,,20.0,33.6,-120.0,-115.6,,-123.0,-144.0,,,,,,,-122.1,-29.0,,-136.8,-109.6,,-137.2,,-110.0,-121.0,,-124.0,-110.4,True,,False,False,,,,,,,False,True,,False,True,,False,,True,False,,False,True
16001,3828,2668.0,2683.0,2028.2,2157.0,3754.0,,,,,2036.0,,2200.2,3200.3,,2858.6,2740.7,,1480.7,,1852.5,3895.0,,3157.0,1343.8,-1160.0,-1145.0,-1799.8,-1671.0,-74.0,,,,,-1792.0,,-1627.8,-627.7,,-969.4,-1087.3,,-2347.3,,-1975.5,67.0,,-671.0,-2484.2,True,False,False,True,,,,,False,,False,True,,True,True,,False,,False,True,,True,False
16003,38,0.0,1.2,,0.0,0.0,,,,,4.0,,5.0,2.2,,2.4,0.1,,0.8,,1.2,,,0.0,4.1,-38.0,-36.8,,-38.0,-38.0,,,,,-34.0,,-33.0,-35.8,,-35.6,-37.9,,-37.1,,-36.8,,,-38.0,-33.9,True,,False,False,,,,,True,,True,True,,True,True,,True,,True,,,False,True
16005,1485,1000.0,1000.0,,843.0,1735.0,,,,,730.0,,1167.4,368.8,,578.3,663.1,,1047.4,,777.3,,,668.0,2770.0,-485.0,-485.0,,-642.0,250.0,,,,,-755.0,,-317.6,-1116.2,,-906.7,-821.9,,-437.6,,-707.7,,,-817.0,1285.0,True,,False,True,,,,,False,,True,False,,False,False,,True,,False,,,False,False
16007,29,24.0,23.2,,19.0,0.0,,,,,44.0,,35.3,14.7,,,17.5,,9.9,,,,,9.0,10.2,-5.0,-5.8,,-10.0,-29.0,,,,,15.0,,6.3,-14.3,,,-11.5,,-19.1,,,,,-20.0,-18.8,False,,False,False,,,,,False,,False,False,,,False,,False,,,,,False,False
16009,31,40.0,45.3,,26.0,21.0,,,,,11.0,,49.5,21.7,,1.3,23.8,,57.8,,38.8,,,41.0,27.7,9.0,14.3,,-5.0,-10.0,,,,,-20.0,,18.5,-9.3,,-29.7,-7.2,,26.8,,7.8,,,10.0,-3.3,False,,True,False,,,,,False,,False,False,,False,True,,False,,True,,,False,True
16011,606,648.0,590.5,,569.0,927.0,,,,,583.0,,728.8,223.3,,600.4,444.2,,117.6,,369.5,,,325.0,575.7,42.0,-15.5,,-37.0,321.0,,,,,-23.0,,122.8,-382.7,,-5.6,-161.8,,-488.4,,-236.5,,,-281.0,-30.3,True,,True,False,,,,,True,,False,False,,True,False,,False,,False,,,False,True
16013,213,136.0,133.5,,107.0,26.0,,,,,84.0,,127.1,42.6,,30.9,107.6,,283.1,,73.6,,,199.0,120.9,-77.0,-79.5,,-106.0,-187.0,,,,,-129.0,,-85.9,-170.4,,-182.1,-105.4,,70.1,,-139.4,,,-14.0,-92.1,False,,False,False,,,,,False,,False,False,,False,False,,True,,False,,,True,False
16015,15,12.0,12.6,,9.0,0.0,,,,,14.0,,19.1,13.5,,,2.8,,1.2,,,,,16.0,9.2,-3.0,-2.4,,-6.0,-15.0,,,,,-1.0,,4.1,-1.5,,,-12.2,,-13.8,,,,,1.0,-5.8,True,,False,False,,,,,True,,False,True,,,False,,False,,,,,True,False
16017,160,168.0,168.9,,143.0,313.0,,,,,141.0,,197.2,164.3,,113.2,150.8,,13.6,,80.8,,,115.0,137.9,8.0,8.9,,-17.0,153.0,,,,,-19.0,,37.2,4.3,,-46.8,-9.2,,-146.4,,-79.2,,,-45.0,-22.1,False,,False,False,,,,,False,,False,True,,False,False,,False,,False,,,False,False
16019,1776,996.0,1018.0,,931.0,958.0,,,,,930.0,,1122.9,846.4,,531.4,1000.9,,747.0,,922.6,,,743.0,756.0,-780.0,-758.0,,-845.0,-818.0,,,,,-846.0,,-653.1,-929.6,,-1244.6,-775.1,,-1029.0,,-853.4,,,-1033.0,-1020.0,True,,False,False,,,,,False,,True,False,,False,True,,False,,False,,,False,False
16021,144,8.0,14.7,,8.0,0.0,,,,,68.0,,9.1,9.7,,,2.5,,22.1,,,,,7.0,11.2,-136.0,-129.3,,-136.0,-144.0,,,,,-76.0,,-134.9,-134.3,,,-141.5,,-121.9,,,,,-137.0,-132.8,True,,False,False,,,,,True,,True,True,,,False,,True,,,,,False,True
16023,61,60.0,61.0,,19.0,0.0,,,,,4.0,,65.5,9.4,,,17.4,,23.6,,,,,65.0,35.7,-1.0,-0.0,,-42.0,-61.0,,,,,-57.0,,4.5,-51.6,,,-43.6,,-37.4,,,,,4.0,-25.3,True,,False,False,,,,,False,,False,False,,,False,,False,,,,,False,False
16025,4,24.0,29.7,,8.0,0.0,,,,,0.0,,65.7,9.7,,2.0,15.7,,1.6,,,,,13.0,526.1,20.0,25.7,,4.0,-4.0,,,,,-4.0,,61.7,5.7,,-2.0,11.7,,-2.4,,,,,9.0,522.1,False,,True,True,,,,,True,,False,True,,True,True,,True,,,,,True,False
16027,1939,1012.0,998.9,1014.8,866.0,1079.0,,,,,1009.0,,926.0,962.3,,676.4,744.6,,114.2,,620.6,418.0,,983.0,836.7,-927.0,-940.1,-924.2,-1073.0,-860.0,,,,,-930.0,,-1013.0,-976.7,,-1262.6,-1194.4,,-1824.8,,-1318.4,-1521.0,,-956.0,-1102.3,False,True,False,True,,,,,False,,False,False,,False,False,,False,,False,False,,False,False
16029,170,80.0,84.1,,58.0,20.0,,,,,44.0,,151.4,12.8,,43.2,57.9,,38.8,,81.4,,,83.0,496.5,-90.0,-85.9,,-112.0,-150.0,,,,,-126.0,,-18.6,-157.2,,-126.8,-112.1,,-131.2,,-88.6,,,-87.0,326.5,True,,False,False,,,,,False,,True,False,,False,False,,False,,True,,,True,False
16031,659,312.0,291.6,,184.0,159.0,,,,,172.0,,420.7,33.9,,89.9,222.9,,0.0,,152.1,,,306.0,325.7,-347.0,-367.4,,-475.0,-500.0,,,,,-487.0,,-238.3,-625.1,,-569.1,-436.1,,-659.0,,-506.9,,,-353.0,-333.3,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,True
16033,4,16.0,11.0,,12.0,0.0,,,,,4.0,,16.5,1.6,,,6.4,,21.8,,,,,7.0,10.4,12.0,7.0,,8.0,-4.0,,,,,0.0,,12.5,-2.4,,,2.4,,17.8,,,,,3.0,6.4,True,,True,True,,,,,True,,False,True,,,True,,False,,,,,True,True
16035,88,76.0,76.0,,44.0,0.0,,,,,25.0,,171.2,19.7,,,42.6,,43.0,,,,,60.0,345.4,-12.0,-12.0,,-44.0,-88.0,,,,,-63.0,,83.2,-68.3,,,-45.4,,-45.0,,,,,-28.0,257.4,True,,False,False,,,,,False,,False,False,,,False,,False,,,,,False,False
16037,25,28.0,27.9,,9.0,0.0,,,,,7.0,,32.8,13.7,,5.8,15.6,,1.4,,,,,18.0,13.0,3.0,2.9,,-16.0,-25.0,,,,,-18.0,,7.8,-11.3,,-19.2,-9.4,,-23.6,,,,,-7.0,-12.0,True,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,False
16039,198,148.0,134.2,,130.0,191.0,,,,,225.0,,164.8,57.2,,72.1,129.7,,40.1,,83.4,,,96.0,81.8,-50.0,-63.8,,-68.0,-7.0,,,,,27.0,,-33.2,-140.8,,-125.9,-68.3,,-157.9,,-114.6,,,-102.0,-116.2,False,,False,True,,,,,True,,True,False,,False,False,,False,,False,,,False,False
16041,233,144.0,147.2,,143.0,168.0,,,,,85.0,,227.7,26.4,,161.8,125.3,,447.2,,61.9,,,116.0,729.9,-89.0,-85.8,,-90.0,-65.0,,,,,-148.0,,-5.3,-206.6,,-71.2,-107.7,,214.2,,-171.1,,,-117.0,496.9,True,,False,True,,,,,False,,True,False,,True,False,,False,,False,,,False,False
16043,233,264.0,270.8,,152.0,257.0,,,,,68.0,,438.1,49.1,,142.3,121.0,,40.2,,,,,98.0,343.1,31.0,37.8,,-81.0,24.0,,,,,-165.0,,205.1,-183.9,,-90.7,-112.0,,-192.8,,,,,-135.0,110.1,False,,False,True,,,,,False,,False,False,,False,False,,False,,,,,False,False
16045,101,96.0,109.1,,76.0,174.0,,,,,96.0,,154.9,39.5,,12.7,69.9,,9.6,,40.7,,,82.0,64.0,-5.0,8.1,,-25.0,73.0,,,,,-5.0,,53.9,-61.5,,-88.3,-31.1,,-91.4,,-60.3,,,-19.0,-37.0,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
16047,305,172.0,161.9,,102.0,92.0,,,,,67.0,,193.6,50.5,,41.6,129.7,,23.6,,150.9,,,140.0,79.8,-133.0,-143.1,,-203.0,-213.0,,,,,-238.0,,-111.4,-254.5,,-263.4,-175.3,,-281.4,,-154.1,,,-165.0,-225.2,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
16049,161,88.0,104.2,,61.0,41.0,,,,,139.0,,128.9,63.1,,13.3,57.9,,31.8,,55.9,,,13.0,292.0,-73.0,-56.8,,-100.0,-120.0,,,,,-22.0,,-32.1,-97.9,,-147.7,-103.1,,-129.2,,-105.1,,,-148.0,131.0,True,,False,False,,,,,True,,True,False,,False,False,,False,,False,,,False,False
16051,377,344.0,348.1,,295.0,495.0,,,,,162.0,,387.4,116.2,,204.9,294.6,,251.7,,212.3,,,216.0,489.0,-33.0,-28.9,,-82.0,118.0,,,,,-215.0,,10.4,-260.8,,-172.1,-82.4,,-125.3,,-164.7,,,-161.0,112.0,True,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
16053,384,196.0,190.4,,172.0,167.0,,,,,128.0,,183.9,95.8,,65.4,182.6,,130.7,,176.7,,,139.0,199.9,-188.0,-193.6,,-212.0,-217.0,,,,,-256.0,,-200.1,-288.2,,-318.6,-201.4,,-253.3,,-207.3,,,-245.0,-184.1,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,True
16055,1632,628.0,602.6,,515.0,729.0,,,,,874.0,,645.8,534.9,,414.2,466.2,,42.3,,292.2,885.0,,458.0,1248.5,-1004.0,-1029.4,,-1117.0,-903.0,,,,,-758.0,,-986.2,-1097.1,,-1217.8,-1165.8,,-1589.7,,-1339.8,-747.0,,-1174.0,-383.5,False,,False,True,,,,,True,,True,False,,False,False,,False,,False,True,,False,True
16057,408,644.0,647.1,,373.0,2381.0,,,,,164.0,,1316.7,186.7,,326.8,314.0,,257.6,,430.8,,,438.0,423.3,236.0,239.1,,-35.0,1973.0,,,,,-244.0,,908.7,-221.3,,-81.2,-94.0,,-150.4,,22.8,,,30.0,15.3,False,,True,False,,,,,False,,False,True,,True,True,,True,,True,,,True,True
16059,171,84.0,83.3,,58.0,,,,,,45.0,,148.0,12.8,,17.2,64.7,,18.6,,,,,92.0,54.9,-87.0,-87.7,,-113.0,,,,,,-126.0,,-23.0,-158.2,,-153.8,-106.3,,-152.4,,,,,-79.0,-116.1,False,,False,,,,,,False,,True,False,,False,False,,False,,,,,True,False
16061,51,84.0,80.5,,16.0,0.0,,,,,5.0,,213.8,10.4,,,14.8,,18.2,,,,,85.0,227.1,33.0,29.5,,-35.0,-51.0,,,,,-46.0,,162.8,-40.6,,,-36.2,,-32.8,,,,,34.0,176.1,True,,False,False,,,,,False,,False,False,,,False,,True,,,,,False,False
16063,142,20.0,17.7,,15.0,0.0,,,,,7.0,,17.5,9.9,,4.8,15.2,,66.1,,17.6,,,58.0,32.2,-122.0,-124.3,,-127.0,-142.0,,,,,-135.0,,-124.5,-132.1,,-137.2,-126.8,,-75.9,,-124.4,,,-84.0,-109.8,False,,False,False,,,,,False,,False,False,,False,False,,True,,False,,,True,True
16065,1731,1136.0,1161.3,,937.0,1359.0,,,,,429.0,,2067.8,210.5,,755.2,1150.9,,476.6,,594.2,,,0.0,,-595.0,-569.7,,-794.0,-372.0,,,,,-1302.0,,336.8,-1520.5,,-975.8,-580.1,,-1254.4,,-1136.8,,,-1731.0,,True,,False,True,,,,,False,,True,False,,False,True,,False,,False,,,False,
16067,496,304.0,307.6,,132.0,68.0,,,,,126.0,,310.8,53.3,,85.7,240.7,,44.0,,174.3,,,289.0,306.7,-192.0,-188.4,,-364.0,-428.0,,,,,-370.0,,-185.2,-442.7,,-410.3,-255.3,,-452.0,,-321.7,,,-207.0,-189.3,True,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,True
16069,455,136.0,100.8,,119.0,170.0,,,,,191.0,,169.6,190.4,,17.3,110.8,,50.5,,133.6,,,59.0,108.2,-319.0,-354.2,,-336.0,-285.0,,,,,-264.0,,-285.4,-264.6,,-437.7,-344.2,,-404.5,,-321.4,,,-396.0,-346.8,False,,False,True,,,,,True,,True,True,,False,False,,False,,False,,,False,False
16071,36,16.0,15.5,,7.0,0.0,,,,,8.0,,20.1,6.9,,,0.5,,5.3,,,,,25.0,36.8,-20.0,-20.5,,-29.0,-36.0,,,,,-28.0,,-15.9,-29.1,,,-35.5,,-30.7,,,,,-11.0,0.8,False,,False,False,,,,,False,,True,False,,,False,,False,,,,,True,True
16073,70,20.0,20.6,,16.0,3.0,,,,,27.0,,36.4,17.7,,4.4,14.5,,4.6,,16.3,,,37.0,18.5,-50.0,-49.4,,-54.0,-67.0,,,,,-43.0,,-33.6,-52.3,,-65.6,-55.5,,-65.4,,-53.7,,,-33.0,-51.5,True,,False,False,,,,,True,,True,False,,False,False,,False,,False,,,True,False
16075,233,268.0,270.8,,174.0,209.0,,,,,98.0,,270.7,99.0,,134.4,193.2,,27.2,,138.5,,,133.0,174.5,35.0,37.8,,-59.0,-24.0,,,,,-135.0,,37.7,-134.0,,-98.6,-39.8,,-205.8,,-94.5,,,-100.0,-58.5,False,,False,True,,,,,False,,False,False,,False,False,,False,,False,,,False,False
16077,95,204.0,208.0,,156.0,149.0,,,,,25.0,,238.5,31.8,,175.0,108.2,,42.4,,241.3,,,152.0,155.0,109.0,113.0,,61.0,54.0,,,,,-70.0,,143.5,-63.2,,80.0,13.2,,-52.6,,146.3,,,57.0,60.0,False,,True,True,,,,,True,,False,True,,True,True,,True,,False,,,True,True
16079,71,8.0,8.4,,7.0,0.0,,,,,24.0,,11.8,35.0,,,3.7,,0.8,,,,,3.0,16.2,-63.0,-62.6,,-64.0,-71.0,,,,,-47.0,,-59.2,-36.0,,,-67.3,,-70.2,,,,,-68.0,-54.8,True,,False,False,,,,,True,,True,True,,,False,,False,,,,,False,True
16081,103,136.0,145.6,,97.0,122.0,,,,,47.0,,177.9,21.6,,59.4,85.6,,19.2,,174.4,,,111.0,78.8,33.0,42.6,,-6.0,19.0,,,,,-56.0,,74.9,-81.4,,-43.6,-17.4,,-83.8,,71.4,,,8.0,-24.2,False,,True,True,,,,,False,,False,False,,False,True,,False,,False,,,True,True
16083,1831,1040.0,1036.3,,760.0,1582.0,,,,,526.0,,1086.7,708.2,,734.2,769.0,,187.6,,567.3,,,717.0,505.0,-791.0,-794.7,,-1071.0,-249.0,,,,,-1305.0,,-744.3,-1122.8,,-1096.8,-1062.0,,-1643.4,,-1263.7,,,-1114.0,-1326.0,False,,False,True,,,,,False,,True,False,,False,False,,False,,False,,,False,False
16085,29,28.0,26.5,,19.0,,,,,,31.0,,26.7,20.6,,12.6,11.2,,4.8,,19.8,,,26.0,24.4,-1.0,-2.5,,-10.0,,,,,,2.0,,-2.3,-8.4,,-16.4,-17.8,,-24.2,,-9.2,,,-3.0,-4.6,False,,False,,,,,,False,,False,False,,False,False,,False,,False,,,False,False
16087,95,108.0,97.4,,59.0,59.0,,,,,40.0,,100.3,33.0,,58.6,80.1,,19.0,,63.5,,,51.0,68.2,13.0,2.4,,-36.0,-36.0,,,,,-55.0,,5.3,-62.0,,-36.4,-14.9,,-76.0,,-31.5,,,-44.0,-26.8,True,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
17001,971,540.0,538.9,,399.0,586.0,,,,,507.0,,503.1,277.7,,211.9,382.1,,37.3,,240.8,,,586.0,169.1,-431.0,-432.1,,-572.0,-385.0,,,,,-464.0,,-467.9,-693.3,,-759.1,-588.9,,-933.7,,-730.2,,,-385.0,-801.9,False,,False,True,,,,,False,,False,False,,False,False,,False,,False,,,True,False
17003,65,32.0,29.9,,30.0,55.0,,,,,21.0,,37.4,15.2,,10.4,33.3,,25.1,,33.2,,,35.0,25.6,-33.0,-35.1,,-35.0,-10.0,,,,,-44.0,,-27.6,-49.8,,-54.6,-31.7,,-39.9,,-31.8,,,-30.0,-39.4,False,,False,True,,,,,False,,True,False,,False,True,,False,,True,,,True,False
17005,181,144.0,127.7,,105.0,135.0,,,,,69.0,,150.9,76.8,,44.8,102.7,,32.7,,117.3,,,116.0,102.5,-37.0,-53.3,,-76.0,-46.0,,,,,-112.0,,-30.1,-104.2,,-136.2,-78.3,,-148.3,,-63.7,,,-65.0,-78.5,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
17007,931,344.0,362.2,,287.0,405.0,,,,,245.0,,284.4,324.3,,185.3,368.5,,280.2,,282.0,,,346.0,182.6,-587.0,-568.8,,-644.0,-526.0,,,,,-686.0,,-646.6,-606.7,,-745.7,-562.5,,-650.8,,-649.0,,,-585.0,-748.4,True,,False,True,,,,,False,,False,False,,False,True,,False,,False,,,True,False
17009,56,48.0,44.5,,36.0,85.0,,,,,69.0,,111.8,20.5,,3.6,27.2,,13.4,,26.7,,,46.0,25.0,-8.0,-11.5,,-20.0,29.0,,,,,13.0,,55.8,-35.5,,-52.4,-28.8,,-42.6,,-29.3,,,-10.0,-31.0,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
17011,284,328.0,313.5,,257.0,387.0,,,,,181.0,,303.1,214.7,,163.5,279.2,,44.5,,270.0,,,251.0,187.5,44.0,29.5,,-27.0,103.0,,,,,-103.0,,19.1,-69.3,,-120.5,-4.8,,-239.5,,-14.0,,,-33.0,-96.5,True,,True,False,,,,,False,,True,False,,False,True,,False,,True,,,True,False
17013,24,28.0,24.7,,20.0,56.0,,,,,17.0,,48.7,17.5,,2.9,24.1,,7.1,,,,,22.0,63.7,4.0,0.7,,-4.0,32.0,,,,,-7.0,,24.7,-6.5,,-21.1,0.1,,-16.9,,,,,-2.0,39.7,True,,False,False,,,,,False,,False,False,,False,True,,False,,,,,True,False
17015,261,60.0,87.4,,66.0,80.0,,,,,101.0,,72.2,51.2,,7.5,48.6,,7.9,,67.7,,,26.0,125.4,-201.0,-173.6,,-195.0,-181.0,,,,,-160.0,,-188.8,-209.8,,-253.5,-212.4,,-253.1,,-193.3,,,-235.0,-135.6,True,,True,True,,,,,True,,True,False,,False,False,,False,,True,,,False,True
17017,64,68.0,67.2,,58.0,58.0,,,,,49.0,,65.1,53.7,,20.7,59.5,,24.1,,100.5,,,37.0,52.2,4.0,3.2,,-6.0,-6.0,,,,,-15.0,,1.1,-10.3,,-43.3,-4.5,,-39.9,,36.5,,,-27.0,-11.8,True,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
