,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
47117,590,273.0,,,,,273.0,,,181.4,0.1,67.2,,,97.0,-317.0,,,,,-317.0,,,-408.6,-589.9,-522.8,,,-493.0,,,,,False,,,False,False,False,,,False
47119,1640,1078.0,,,,,689.0,,,729.8,244.6,570.4,655.8,,652.0,-562.0,,,,,-951.0,,,-910.2,-1395.4,-1069.6,-984.2,,-988.0,,,,,False,,,False,False,False,False,,False
47121,141,175.0,,,,,91.0,,,58.7,60.5,34.0,,,139.0,34.0,,,,,-50.0,,,-82.3,-80.5,-107.0,,,-2.0,,,,,False,,,False,False,False,,,True
47123,603,588.0,,,,,194.0,,,161.1,323.4,34.4,,,166.0,-15.0,,,,,-409.0,,,-441.9,-279.6,-568.6,,,-437.0,,,,,False,,,False,False,False,,,False
47125,1690,1295.0,,,,,1518.0,,,942.2,704.5,258.8,624.0,,1368.0,-395.0,,,,,-172.0,,,-747.8,-985.5,-1431.2,-1066.0,,-322.0,,,,,True,,,False,False,False,False,,True
47127,163,63.0,,,,,75.0,,,5.8,48.4,2.3,,,10.0,-100.0,,,,,-88.0,,,-157.2,-114.6,-160.7,,,-153.0,,,,,True,,,False,False,False,,,False
47129,181,140.0,,,,,221.0,,,25.2,54.8,33.7,,,36.0,-41.0,,,,,40.0,,,-155.8,-126.2,-147.3,,,-145.0,,,,,True,,,False,False,False,,,False
47131,912,378.0,,,,,339.0,,,38.5,2.6,8.4,,,88.0,-534.0,,,,,-573.0,,,-873.5,-909.4,-903.6,,,-824.0,,,,,False,,,False,False,False,,,False
47133,688,455.0,,,,,126.0,,,252.9,182.6,192.2,,,105.0,-233.0,,,,,-562.0,,,-435.1,-505.4,-495.8,,,-583.0,,,,,False,,,False,False,False,,,False
47135,223,84.0,,,,,117.0,,,18.9,24.7,11.4,,,58.0,-139.0,,,,,-106.0,,,-204.1,-198.3,-211.6,,,-165.0,,,,,True,,,False,False,False,,,False
47137,203,63.0,,,,,29.0,,,9.6,,29.3,,,33.0,-140.0,,,,,-174.0,,,-193.4,,-173.7,,,-170.0,,,,,False,,,False,,False,,,False
47139,181,105.0,,,,,65.0,,,30.4,0.0,15.7,,,49.0,-76.0,,,,,-116.0,,,-150.6,-181.0,-165.3,,,-132.0,,,,,False,,,False,False,False,,,False
47141,1948,1687.0,,,,,1046.0,,,896.4,1142.7,72.4,1161.9,,700.0,-261.0,,,,,-902.0,,,-1051.6,-805.3,-1875.6,-786.1,,-1248.0,,,,,False,,,False,False,False,False,,False
47143,444,350.0,,,,,240.0,,,143.2,73.8,136.1,,,353.0,-94.0,,,,,-204.0,,,-300.8,-370.2,-307.9,,,-91.0,,,,,False,,,False,False,False,,,True
47145,717,490.0,,,,,338.0,,,298.6,333.4,61.5,,,495.0,-227.0,,,,,-379.0,,,-418.4,-383.6,-655.5,,,-222.0,,,,,False,,,False,False,False,,,True
47147,650,588.0,,,,,500.0,,,132.6,25.7,91.8,402.6,,196.0,-62.0,,,,,-150.0,,,-517.4,-624.3,-558.2,-247.4,,-454.0,,,,,False,,,False,False,False,False,,False
47149,4036,2674.0,,,,,2577.0,,,1216.4,167.7,629.3,1824.5,,1567.0,-1362.0,,,,,-1459.0,,,-2819.6,-3868.3,-3406.7,-2211.5,,-2469.0,,,,,False,,,False,False,False,False,,False
47151,244,105.0,,,,,105.0,,,28.2,123.2,0.0,,,97.0,-139.0,,,,,-139.0,,,-215.8,-120.8,-244.0,,,-147.0,,,,,False,,,False,True,False,,,False
47153,182,161.0,,,,,96.0,,,28.3,107.7,86.8,,,53.0,-21.0,,,,,-86.0,,,-153.7,-74.3,-95.2,,,-129.0,,,,,False,,,False,False,False,,,False
47155,1146,602.0,,,,,709.0,,,170.9,76.2,453.7,308.4,,332.0,-544.0,,,,,-437.0,,,-975.1,-1069.8,-692.3,-837.6,,-814.0,,,,,True,,,False,False,False,False,,False
47157,9089,6965.0,,,,,6002.0,,,4144.9,488.9,2459.1,4109.1,,4646.0,-2124.0,,,,,-3087.0,,,-4944.1,-8600.1,-6629.9,-4979.9,,-4443.0,,,,,False,,,False,False,False,False,,False
47159,430,329.0,,,,,172.0,,,88.7,180.2,110.8,,,109.0,-101.0,,,,,-258.0,,,-341.3,-249.8,-319.2,,,-321.0,,,,,False,,,False,False,False,,,False
47161,242,91.0,,,,,84.0,,,15.7,73.9,37.0,,,98.0,-151.0,,,,,-158.0,,,-226.3,-168.1,-205.0,,,-144.0,,,,,False,,,False,False,False,,,True
47163,2207,686.0,,,,,923.0,,,311.1,1558.6,401.4,260.8,,144.0,-1521.0,,,,,-1284.0,,,-1895.9,-648.4,-1805.6,-1946.2,,-2063.0,,,,,True,,,False,True,False,False,,False
47165,2001,1484.0,,,,,1175.0,,,1071.7,239.6,303.9,711.4,,832.0,-517.0,,,,,-826.0,,,-929.3,-1761.4,-1697.1,-1289.6,,-1169.0,,,,,False,,,False,False,False,False,,False
47167,898,511.0,,,,,550.0,,,125.6,16.8,378.6,357.0,,181.0,-387.0,,,,,-348.0,,,-772.4,-881.2,-519.4,-541.0,,-717.0,,,,,True,,,False,False,False,False,,False
47169,156,63.0,,,,,187.0,,,7.9,0.8,10.5,13.4,,11.0,-93.0,,,,,31.0,,,-148.1,-155.2,-145.5,-142.6,,-145.0,,,,,True,,,False,False,False,False,,False
47171,253,112.0,,,,,171.0,,,7.6,0.0,20.5,,,114.0,-141.0,,,,,-82.0,,,-245.4,-253.0,-232.5,,,-139.0,,,,,True,,,False,False,False,,,True
47173,295,161.0,,,,,182.0,,,87.1,54.9,0.4,,,58.0,-134.0,,,,,-113.0,,,-207.9,-240.1,-294.6,,,-237.0,,,,,True,,,False,False,False,,,False
47175,89,154.0,,,,,62.0,,,40.1,5.6,24.2,,,26.0,65.0,,,,,-27.0,,,-48.9,-83.4,-64.8,,,-63.0,,,,,True,,,True,False,True,,,True
47177,592,371.0,,,,,531.0,,,120.4,0.1,102.3,,,126.0,-221.0,,,,,-61.0,,,-471.6,-591.9,-489.7,,,-466.0,,,,,True,,,False,False,False,,,False
47179,1996,875.0,,,,,1059.0,,,183.5,1055.4,179.6,838.2,,1240.0,-1121.0,,,,,-937.0,,,-1812.5,-940.6,-1816.4,-1157.8,,-756.0,,,,,True,,,False,True,False,False,,True
47181,159,0.0,,,,,212.0,,,1.5,0.8,22.4,326.7,,0.0,-159.0,,,,,53.0,,,-157.5,-158.2,-136.6,167.7,,-159.0,,,,,True,,,True,True,True,False,,False
47183,624,385.0,,,,,476.0,,,102.9,0.1,40.0,,,87.0,-239.0,,,,,-148.0,,,-521.1,-623.9,-584.0,,,-537.0,,,,,True,,,False,False,False,,,False
47185,605,364.0,,,,,122.0,,,177.5,0.1,42.9,,,116.0,-241.0,,,,,-483.0,,,-427.5,-604.9,-562.1,,,-489.0,,,,,False,,,False,False,False,,,False
47187,2755,1778.0,,,,,1578.0,,,1188.0,294.0,131.3,781.0,,1976.0,-977.0,,,,,-1177.0,,,-1567.0,-2461.0,-2623.7,-1974.0,,-779.0,,,,,False,,,False,False,False,False,,True
47189,1797,1183.0,,,,,905.0,,,696.9,386.5,331.5,542.8,,635.0,-614.0,,,,,-892.0,,,-1100.1,-1410.5,-1465.5,-1254.2,,-1162.0,,,,,False,,,False,False,False,False,,False
48001,1361,1463.0,,,,,1096.0,,,193.6,16.3,2.2,546.0,,12.0,102.0,,,,,-265.0,,,-1167.4,-1344.7,-1358.8,-815.0,,-1349.0,,,,,False,,,False,False,False,False,,False
48003,267,84.0,,,,,113.0,,,11.8,0.0,2.3,,,43.0,-183.0,,,,,-154.0,,,-255.2,-267.0,-264.7,,,-224.0,,,,,True,,,False,False,False,,,False
48005,245,413.0,,,,,607.0,,,38.6,105.2,0.7,272.8,,100.0,168.0,,,,,362.0,,,-206.4,-139.8,-244.3,27.8,,-145.0,,,,,False,,,False,True,False,True,,True
48007,50,49.0,,,,,450.0,,,5.0,127.6,17.9,,,204.0,-1.0,,,,,400.0,,,-45.0,77.6,-32.1,,,154.0,,,,,False,,,False,False,False,,,False
48009,99,49.0,,,,,41.0,,,2.5,,17.1,,,61.0,-50.0,,,,,-58.0,,,-96.5,,-81.9,,,-38.0,,,,,False,,,False,,False,,,True
48011,15,7.0,,,,,15.0,,,0.1,,3.0,,,2.0,-8.0,,,,,0.0,,,-14.9,,-12.0,,,-13.0,,,,,True,,,False,,False,,,False
48013,701,273.0,,,,,487.0,,,152.4,188.9,0.0,,,88.0,-428.0,,,,,-214.0,,,-548.6,-512.1,-701.0,,,-613.0,,,,,True,,,False,False,False,,,False
48015,70,140.0,,,,,174.0,,,34.8,248.9,20.0,,,92.0,70.0,,,,,104.0,,,-35.2,178.9,-50.0,,,22.0,,,,,False,,,True,False,True,,,True
48017,110,7.0,,,,,69.0,,,0.0,0.0,0.5,,,2.0,-103.0,,,,,-41.0,,,-110.0,-110.0,-109.5,,,-108.0,,,,,True,,,False,False,False,,,False
48019,83,28.0,,,,,76.0,,,0.2,49.1,0.0,,,13.0,-55.0,,,,,-7.0,,,-82.8,-33.9,-83.0,,,-70.0,,,,,True,,,False,True,False,,,False
48021,338,329.0,,,,,355.0,,,73.3,258.1,20.1,145.3,,152.0,-9.0,,,,,17.0,,,-264.7,-79.9,-317.9,-192.7,,-186.0,,,,,False,,,False,False,False,False,,False
48023,32,0.0,,,,,22.0,,,,,1.1,,,0.0,-32.0,,,,,-10.0,,,,,-30.9,,,-32.0,,,,,True,,,,,True,,,False
48025,175,98.0,,,,,1138.0,,,6.8,0.0,18.7,903.0,,0.0,-77.0,,,,,963.0,,,-168.2,-175.0,-156.3,728.0,,-175.0,,,,,False,,,False,False,False,False,,False
48027,1460,791.0,,,,,1724.0,,,301.0,1098.8,44.2,468.8,,612.0,-669.0,,,,,264.0,,,-1159.0,-361.2,-1415.8,-991.2,,-848.0,,,,,True,,,False,True,False,False,,False
48029,20220,6181.0,,,,,7760.0,,,17571.3,1221.4,2852.7,5591.4,,2339.0,-14039.0,,,,,-12460.0,,,-2648.7,-18998.6,-17367.2,-14628.6,,-17881.0,,,,,True,,,True,False,False,False,,False
48031,28,21.0,,,,,67.0,,,2.2,36.7,16.9,,,18.0,-7.0,,,,,39.0,,,-25.8,8.7,-11.1,,,-10.0,,,,,False,,,False,False,False,,,False
48033,2,0.0,,,,,7.0,,,,,0.0,,,,-2.0,,,,,5.0,,,,,-2.0,,,,,,,,False,,,,,False,,,
48035,155,154.0,,,,,49.0,,,37.9,100.9,16.2,,,85.0,-1.0,,,,,-106.0,,,-117.1,-54.1,-138.8,,,-70.0,,,,,False,,,False,False,False,,,False
48037,867,490.0,,,,,1043.0,,,84.2,326.9,116.4,392.8,,556.0,-377.0,,,,,176.0,,,-782.8,-540.1,-750.6,-474.2,,-311.0,,,,,True,,,False,False,False,False,,True
48039,2269,4935.0,,,,,3589.0,,,4865.8,1331.9,6880.7,4646.5,,964.0,2666.0,,,,,1320.0,,,2596.8,-937.1,4611.7,2377.5,,-1305.0,,,,,True,,,True,True,False,True,,True
48041,2102,3171.0,,,,,4600.0,,,1663.4,1179.0,913.8,984.5,,983.0,1069.0,,,,,2498.0,,,-438.6,-923.0,-1188.2,-1117.5,,-1119.0,,,,,False,,,True,True,False,False,,False
48043,47,63.0,,,,,8.0,,,10.4,0.0,25.4,,,17.0,16.0,,,,,-39.0,,,-36.6,-47.0,-21.6,,,-30.0,,,,,False,,,False,False,False,,,False
48045,13,0.0,,,,,8.0,,,0.2,,0.0,,,0.0,-13.0,,,,,-5.0,,,-12.8,,-13.0,,,-13.0,,,,,True,,,True,,False,,,False
48047,101,70.0,,,,,2128.0,,,6.4,6.5,92.8,,,18.0,-31.0,,,,,2027.0,,,-94.6,-94.5,-8.2,,,-83.0,,,,,False,,,False,False,True,,,False
48049,192,63.0,,,,,233.0,,,3.0,106.3,16.0,,,69.0,-129.0,,,,,41.0,,,-189.0,-85.7,-176.0,,,-123.0,,,,,True,,,False,True,False,,,True
48051,176,77.0,,,,,61.0,,,11.5,58.9,0.0,,,44.0,-99.0,,,,,-115.0,,,-164.5,-117.1,-176.0,,,-132.0,,,,,False,,,False,False,False,,,False
48053,424,119.0,,,,,230.0,,,9.0,113.6,45.2,,,42.0,-305.0,,,,,-194.0,,,-415.0,-310.4,-378.8,,,-382.0,,,,,True,,,False,False,False,,,False
48055,355,371.0,,,,,273.0,,,119.3,1.2,7.9,137.3,,113.0,16.0,,,,,-82.0,,,-235.7,-353.8,-347.1,-217.7,,-242.0,,,,,False,,,False,False,False,False,,False
48057,330,28.0,,,,,414.0,,,6.0,0.0,0.0,,,15.0,-302.0,,,,,84.0,,,-324.0,-330.0,-330.0,,,-315.0,,,,,True,,,False,False,False,,,False
48059,63,14.0,,,,,49.0,,,2.4,,9.4,,,2.0,-49.0,,,,,-14.0,,,-60.6,,-53.6,,,-61.0,,,,,True,,,False,,False,,,False
48061,2297,2940.0,,,,,4966.0,,,1894.4,64.8,109.5,11436.3,,0.0,643.0,,,,,2669.0,,,-402.6,-2232.2,-2187.5,9139.3,,-2297.0,,,,,False,,,True,False,False,False,,False
48063,71,112.0,,,,,85.0,,,13.5,0.1,6.0,,,33.0,41.0,,,,,14.0,,,-57.5,-70.9,-65.0,,,-38.0,,,,,True,,,False,False,False,,,True
48065,42,0.0,,,,,23.0,,,0.2,,0.0,,,0.0,-42.0,,,,,-19.0,,,-41.8,,-42.0,,,-42.0,,,,,True,,,True,,False,,,False
48067,278,112.0,,,,,111.0,,,26.4,154.6,11.6,,,72.0,-166.0,,,,,-167.0,,,-251.6,-123.4,-266.4,,,-206.0,,,,,False,,,False,True,False,,,False
48069,79,35.0,,,,,25.0,,,2.8,0.0,3.8,,,10.0,-44.0,,,,,-54.0,,,-76.2,-79.0,-75.2,,,-69.0,,,,,False,,,False,False,False,,,False
48071,370,343.0,,,,,332.0,,,34.0,13.3,41.3,160.4,,70.0,-27.0,,,,,-38.0,,,-336.0,-356.7,-328.7,-209.6,,-300.0,,,,,False,,,False,False,False,False,,False
48073,190,119.0,,,,,483.0,,,23.9,88.5,11.7,86.5,,59.0,-71.0,,,,,293.0,,,-166.1,-101.5,-178.3,-103.5,,-131.0,,,,,False,,,False,False,False,False,,False
48075,63,21.0,,,,,62.0,,,2.6,,0.0,,,14.0,-42.0,,,,,-1.0,,,-60.4,,-63.0,,,-49.0,,,,,True,,,False,,False,,,False
48077,74,7.0,,,,,41.0,,,1.1,,0.8,,,20.0,-67.0,,,,,-33.0,,,-72.9,,-73.2,,,-54.0,,,,,True,,,False,,False,,,True
48079,70,35.0,,,,,9.0,,,0.5,,2.8,,,15.0,-35.0,,,,,-61.0,,,-69.5,,-67.2,,,-55.0,,,,,False,,,False,,False,,,False
48081,81,7.0,,,,,14.0,,,1.5,,9.1,,,2.0,-74.0,,,,,-67.0,,,-79.5,,-71.9,,,-79.0,,,,,True,,,False,,True,,,False
48083,35,35.0,,,,,53.0,,,0.8,,1.8,,,25.0,0.0,,,,,18.0,,,-34.2,,-33.2,,,-10.0,,,,,False,,,False,,False,,,False
48085,6649,3934.0,,,,,4363.0,,,1977.3,1374.1,1490.6,2762.5,,2270.0,-2715.0,,,,,-2286.0,,,-4671.7,-5274.9,-5158.4,-3886.5,,-4379.0,,,,,True,,,False,False,False,False,,False
48087,4,7.0,,,,,31.0,,,0.1,,0.4,,,4.0,3.0,,,,,27.0,,,-3.9,,-3.6,,,0.0,,,,,False,,,False,,False,,,True
48089,56,672.0,,,,,173.0,,,13.8,132.4,16.1,,,190.0,616.0,,,,,117.0,,,-42.2,76.4,-39.9,,,134.0,,,,,True,,,True,True,True,,,True
48091,402,385.0,,,,,767.0,,,301.0,439.4,2.6,172.8,,257.0,-17.0,,,,,365.0,,,-101.0,37.4,-399.4,-229.2,,-145.0,,,,,False,,,False,False,False,False,,False
48093,141,119.0,,,,,48.0,,,19.9,5.1,17.7,,,28.0,-22.0,,,,,-93.0,,,-121.1,-135.9,-123.3,,,-113.0,,,,,False,,,False,False,False,,,False
48095,86,28.0,,,,,18.0,,,2.3,,11.8,,,12.0,-58.0,,,,,-68.0,,,-83.7,,-74.2,,,-74.0,,,,,False,,,False,,False,,,False
48097,217,119.0,,,,,243.0,,,22.1,334.7,0.0,,,103.0,-98.0,,,,,26.0,,,-194.9,117.7,-217.0,,,-114.0,,,,,True,,,False,False,False,,,False
48099,265,1757.0,,,,,438.0,,,266.7,57.5,1385.6,828.3,,905.0,1492.0,,,,,173.0,,,1.7,-207.5,1120.6,563.3,,640.0,,,,,True,,,True,True,True,True,,True
48101,20,14.0,,,,,7.0,,,0.2,,0.0,,,3.0,-6.0,,,,,-13.0,,,-19.8,,-20.0,,,-17.0,,,,,False,,,False,,False,,,False
48103,6,0.0,,,,,14.0,,,2.1,,0.0,,,1.0,-6.0,,,,,8.0,,,-3.9,,-6.0,,,-5.0,,,,,False,,,True,,False,,,True
48105,2,0.0,,,,,53.0,,,,0.0,0.7,,,0.0,-2.0,,,,,51.0,,,,-2.0,-1.3,,,-2.0,,,,,False,,,,True,True,,,False
48107,42,14.0,,,,,15.0,,,3.5,,0.4,,,4.0,-28.0,,,,,-27.0,,,-38.5,,-41.6,,,-38.0,,,,,True,,,False,,False,,,False
48109,88,14.0,,,,,21.0,,,,,12.9,,,17.0,-74.0,,,,,-67.0,,,,,-75.1,,,-71.0,,,,,True,,,,,False,,,True
48111,167,56.0,,,,,67.0,,,16.8,0.0,0.0,,,8.0,-111.0,,,,,-100.0,,,-150.2,-167.0,-167.0,,,-159.0,,,,,True,,,False,False,False,,,False
48113,21642,11193.0,,,,,17601.0,,,6993.7,3332.2,176.1,21423.4,,3474.0,-10449.0,,,,,-4041.0,,,-14648.3,-18309.8,-21465.9,-218.6,,-18168.0,,,,,True,,,False,False,False,True,,False
48115,629,161.0,,,,,32.0,,,8.2,82.6,32.0,,,81.0,-468.0,,,,,-597.0,,,-620.8,-546.4,-597.0,,,-548.0,,,,,False,,,False,False,False,,,False
48117,223,154.0,,,,,107.0,,,46.7,0.5,13.2,,,4.0,-69.0,,,,,-116.0,,,-176.3,-222.5,-209.8,,,-219.0,,,,,False,,,False,False,False,,,False
48119,14,21.0,,,,,29.0,,,0.3,,7.4,,,19.0,7.0,,,,,15.0,,,-13.7,,-6.6,,,5.0,,,,,False,,,False,,True,,,True
48121,3870,2982.0,,,,,4262.0,,,1831.0,1979.7,90.0,1516.3,,2279.0,-888.0,,,,,392.0,,,-2039.0,-1890.3,-3780.1,-2353.7,,-1591.0,,,,,True,,,False,False,False,False,,False
48123,154,469.0,,,,,230.0,,,119.4,0.1,35.1,,,8.0,315.0,,,,,76.0,,,-34.6,-153.9,-118.9,,,-146.0,,,,,True,,,True,True,True,,,True
48125,7,21.0,,,,,13.0,,,1.0,,34.4,,,23.0,14.0,,,,,6.0,,,-6.0,,27.4,,,16.0,,,,,True,,,True,,False,,,False
48127,112,28.0,,,,,63.0,,,2.6,0.0,4.6,,,15.0,-84.0,,,,,-49.0,,,-109.4,-112.0,-107.4,,,-97.0,,,,,True,,,False,False,False,,,False
48129,41,28.0,,,,,26.0,,,0.7,,17.6,,,5.0,-13.0,,,,,-15.0,,,-40.3,,-23.4,,,-36.0,,,,,False,,,False,,False,,,False
48131,97,322.0,,,,,311.0,,,25.5,0.0,83.6,,,52.0,225.0,,,,,214.0,,,-71.5,-97.0,-13.4,,,-45.0,,,,,True,,,True,True,True,,,True
48133,122,126.0,,,,,67.0,,,28.8,109.0,1.3,,,75.0,4.0,,,,,-55.0,,,-93.2,-13.0,-120.7,,,-47.0,,,,,False,,,False,False,False,,,False
48135,2093,707.0,,,,,1347.0,,,271.2,331.4,271.9,329.0,,220.0,-1386.0,,,,,-746.0,,,-1821.8,-1761.6,-1821.2,-1764.0,,-1873.0,,,,,True,,,False,False,False,False,,False
48137,41,0.0,,,,,15.0,,,,,0.2,,,0.0,-41.0,,,,,-26.0,,,,,-40.8,,,-41.0,,,,,True,,,,,True,,,False
48139,1045,770.0,,,,,873.0,,,79.8,470.0,44.3,372.2,,333.0,-275.0,,,,,-172.0,,,-965.2,-575.0,-1000.7,-672.8,,-712.0,,,,,True,,,False,False,False,False,,False
48141,27326,4963.0,,,,,3733.0,,,1480.9,1927.7,1577.8,5254.6,,1413.0,-22363.0,,,,,-23593.0,,,-25845.1,-25398.3,-25748.2,-22071.4,,-25913.0,,,,,False,,,False,False,False,True,,False
48143,317,266.0,,,,,452.0,,,43.8,207.2,7.7,,,131.0,-51.0,,,,,135.0,,,-273.2,-109.8,-309.3,,,-186.0,,,,,False,,,False,False,False,,,False
48145,507,84.0,,,,,75.0,,,14.0,32.2,26.3,,,49.0,-423.0,,,,,-432.0,,,-493.0,-474.8,-480.7,,,-458.0,,,,,False,,,False,False,False,,,False
48147,172,182.0,,,,,217.0,,,28.3,123.6,4.9,,,106.0,10.0,,,,,45.0,,,-143.7,-48.4,-167.1,,,-66.0,,,,,False,,,False,False,False,,,False
48149,175,259.0,,,,,136.0,,,61.7,119.1,7.0,,,67.0,84.0,,,,,-39.0,,,-113.3,-55.9,-167.9,,,-108.0,,,,,True,,,False,True,False,,,False
48151,57,14.0,,,,,13.0,,,1.0,,12.2,,,9.0,-43.0,,,,,-44.0,,,-56.0,,-44.8,,,-48.0,,,,,False,,,False,,False,,,False
48153,42,7.0,,,,,19.0,,,23.6,15.8,23.7,,,2.0,-35.0,,,,,-23.0,,,-18.4,-26.2,-18.3,,,-40.0,,,,,True,,,True,True,True,,,False
48155,17,14.0,,,,,8.0,,,,,3.0,,,6.0,-3.0,,,,,-9.0,,,,,-14.0,,,-11.0,,,,,False,,,,,False,,,False
48157,2312,1953.0,,,,,4589.0,,,1771.4,2332.3,837.8,3645.1,,920.0,-359.0,,,,,2277.0,,,-540.6,20.3,-1474.2,1333.1,,-1392.0,,,,,False,,,False,True,False,False,,False
48159,100,42.0,,,,,54.0,,,9.7,37.7,5.7,,,27.0,-58.0,,,,,-46.0,,,-90.3,-62.3,-94.3,,,-73.0,,,,,True,,,False,False,False,,,False
48161,84,49.0,,,,,166.0,,,11.2,1.2,15.6,,,19.0,-35.0,,,,,82.0,,,-72.8,-82.8,-68.4,,,-65.0,,,,,False,,,False,False,False,,,False
48163,368,140.0,,,,,421.0,,,70.9,0.0,30.4,,,17.0,-228.0,,,,,53.0,,,-297.1,-368.0,-337.6,,,-351.0,,,,,True,,,False,False,False,,,False
48165,302,77.0,,,,,589.0,,,9.1,8.3,0.0,,,64.0,-225.0,,,,,287.0,,,-292.9,-293.7,-302.0,,,-238.0,,,,,False,,,False,False,False,,,False
48167,1383,3304.0,,,,,3176.0,,,1793.3,348.9,200.4,1844.9,,456.0,1921.0,,,,,1793.0,,,410.3,-1034.1,-1182.6,461.9,,-927.0,,,,,True,,,True,True,True,True,,True
48169,24,0.0,,,,,43.0,,,35.6,0.0,8.1,,,0.0,-24.0,,,,,19.0,,,11.6,-24.0,-15.9,,,-24.0,,,,,True,,,True,True,True,,,False
48171,162,35.0,,,,,53.0,,,6.9,57.0,12.5,,,22.0,-127.0,,,,,-109.0,,,-155.1,-105.0,-149.5,,,-140.0,,,,,True,,,False,True,False,,,False
48173,7,0.0,,,,,9.0,,,0.1,,0.0,,,0.0,-7.0,,,,,2.0,,,-6.9,,-7.0,,,-7.0,,,,,True,,,True,,False,,,False
48175,37,56.0,,,,,86.0,,,0.4,0.0,12.4,,,14.0,19.0,,,,,49.0,,,-36.6,-37.0,-24.6,,,-23.0,,,,,False,,,False,False,False,,,False
48177,318,21.0,,,,,205.0,,,0.3,0.1,7.6,,,4.0,-297.0,,,,,-113.0,,,-317.7,-317.9,-310.4,,,-314.0,,,,,True,,,False,False,False,,,False
48179,258,56.0,,,,,539.0,,,5.9,58.0,7.6,,,29.0,-202.0,,,,,281.0,,,-252.1,-200.0,-250.4,,,-229.0,,,,,False,,,False,True,False,,,False
48181,1175,63.0,,,,,826.0,,,6.9,645.5,116.2,107.1,,227.0,-1112.0,,,,,-349.0,,,-1168.1,-529.5,-1058.8,-1067.9,,-948.0,,,,,True,,,False,True,True,True,,True
48183,600,364.0,,,,,938.0,,,77.6,450.7,103.2,170.2,,213.0,-236.0,,,,,338.0,,,-522.4,-149.3,-496.8,-429.8,,-387.0,,,,,False,,,False,True,False,False,,False
48185,152,399.0,,,,,256.0,,,83.0,8.4,84.0,,,29.0,247.0,,,,,104.0,,,-69.0,-143.6,-68.0,,,-123.0,,,,,True,,,True,True,True,,,True
48187,2026,266.0,,,,,746.0,,,148.1,124.6,45.8,139.8,,101.0,-1760.0,,,,,-1280.0,,,-1877.9,-1901.4,-1980.2,-1886.2,,-1925.0,,,,,True,,,False,False,False,False,,False
48189,974,203.0,,,,,221.0,,,53.3,1.8,8.5,361.5,,0.0,-771.0,,,,,-753.0,,,-920.7,-972.2,-965.5,-612.5,,-974.0,,,,,True,,,False,False,False,True,,False
48191,28,21.0,,,,,26.0,,,0.2,,5.9,,,6.0,-7.0,,,,,-2.0,,,-27.8,,-22.1,,,-22.0,,,,,True,,,False,,False,,,False
48193,98,21.0,,,,,51.0,,,0.2,23.9,17.2,,,11.0,-77.0,,,,,-47.0,,,-97.8,-74.1,-80.8,,,-87.0,,,,,True,,,False,True,False,,,False
48195,116,21.0,,,,,58.0,,,0.4,0.0,14.1,,,10.0,-95.0,,,,,-58.0,,,-115.6,-116.0,-101.9,,,-106.0,,,,,True,,,False,False,False,,,False
48197,44,14.0,,,,,15.0,,,0.2,,7.5,,,5.0,-30.0,,,,,-29.0,,,-43.8,,-36.5,,,-39.0,,,,,True,,,False,,False,,,False
48199,206,371.0,,,,,381.0,,,204.9,232.3,109.3,283.5,,68.0,165.0,,,,,175.0,,,-1.1,26.3,-96.7,77.5,,-138.0,,,,,False,,,True,True,True,True,,True
48201,46464,30709.0,,,,,32766.0,,,23672.9,3996.5,20814.3,15309.3,,11427.0,-15755.0,,,,,-13698.0,,,-22791.1,-42467.5,-25649.7,-31154.7,,-35037.0,,,,,True,,,False,False,False,False,,False
48203,281,154.0,,,,,421.0,,,19.6,88.8,2.9,,,82.0,-127.0,,,,,140.0,,,-261.4,-192.2,-278.1,,,-199.0,,,,,False,,,False,False,False,,,False
48205,72,14.0,,,,,65.0,,,0.9,0.0,38.6,,,8.0,-58.0,,,,,-7.0,,,-71.1,-72.0,-33.4,,,-64.0,,,,,True,,,False,False,True,,,False
48207,27,21.0,,,,,37.0,,,0.6,,1.8,,,10.0,-6.0,,,,,10.0,,,-26.4,,-25.2,,,-17.0,,,,,False,,,False,,False,,,False
