,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,51,1456.1,943.0,1528.9,0.0,311.0,2098.0,7172.0
Karlen-pypm,51,1540.9,1154.0,1411.7,3.4,323.3,2323.9,5119.0
LNQ-ens1,51,1590.0,871.2,1703.9,16.8,406.5,2095.6,6977.7
Geneva-DetGrowth,51,1833.9,945.0,1886.3,41.9,321.3,2544.7,8133.3
USACE-ERDC_SEIR,51,1840.3,937.5,2358.6,27.5,235.4,2752.9,10459.3
DDS-NBDS,51,1925.8,981.0,2468.2,18.3,408.0,2709.3,12862.3
Google_Harvard-CPF,51,1993.9,1422.3,1979.0,16.0,495.4,2937.4,10560.8
UMich-RidgeTfReg,50,2022.7,1071.1,2303.7,1.7,495.3,2979.6,12145.3
USC-SI_kJalpha,51,2080.5,1394.0,2108.5,5.0,578.5,2747.0,9752.0
IQVIA_ACOE-STAN,49,2093.4,1132.0,2091.0,51.0,639.5,3138.0,8774.0
JCB-PRM,51,2173.3,1106.7,2368.3,50.6,523.9,3023.9,10586.6
CEID-Walk,51,2214.1,1463.1,2147.2,18.7,661.9,3272.9,9574.2
COVIDhub-baseline,51,2217.3,1634.0,2124.9,10.0,747.5,3072.0,10131.0
CU-select,51,2282.3,1875.0,2027.5,2.0,802.0,3043.5,9599.0
IowaStateLW-STEM,49,2288.5,1549.0,2380.0,46.0,461.0,3440.0,13074.0
COVIDhub-ensemble,51,2401.2,1531.0,2511.8,22.0,699.0,3408.0,12663.0
Covid19Sim-Simulator,51,2593.6,1578.0,2681.3,35.5,735.8,3832.7,12251.3
JHU_CSSE-DECOM,51,2634.2,1454.0,2910.5,1.0,499.0,3559.5,15332.0
BPagano-RtDriven,51,2648.2,2380.2,2662.1,74.4,456.5,3202.2,11681.3
JHU_UNC_GAS-StatMechPool,51,2671.5,1430.5,3041.9,4.0,699.2,3637.8,13510.5
RobertWalraven-ESG,51,2719.1,1851.6,2856.4,29.3,410.7,4461.7,12751.4
UCSB-ACTS,51,2726.4,1406.1,3290.3,11.9,401.6,3519.6,15079.1
JHUAPL-Bucky,51,2866.0,1954.7,3049.4,11.8,496.6,4946.4,14579.0
LANL-GrowthRate,51,2897.6,1480.0,3619.9,0.5,463.9,4219.6,15878.8
UCLA-SuEIR,51,3001.6,1938.4,2898.7,45.1,945.0,4504.5,13753.9
CovidAnalytics-DELPHI,51,5521.0,3741.0,5982.7,64.0,1720.5,6655.5,27741.0
JHU_IDD-CovidSP,51,5816.0,4100.6,6007.8,29.0,1586.9,8090.0,26826.9
TTU-squider,51,6101.5,4813.5,5921.9,51.6,1730.3,9953.3,24834.7
