,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
27033,104,48.0,,,,125.0,,0.0,21.8,78.8,,18.0,-56.0,,,,21.0,,-104.0,-82.2,-25.2,,-86.0,,,,True,,False,False,True,,False
27035,924,256.0,,,,493.0,,573.1,35.6,226.2,,745.0,-668.0,,,,-431.0,,-350.9,-888.4,-697.8,,-179.0,,,,True,,True,False,False,,True
27037,4201,5008.0,,,,3707.0,,3593.0,2761.2,3679.5,,4300.0,807.0,,,,-494.0,,-608.0,-1439.8,-521.5,,99.0,,,,True,,True,False,True,,True
27039,266,48.0,,,,200.0,,197.1,51.0,27.0,,24.0,-218.0,,,,-66.0,,-68.9,-215.0,-239.0,,-242.0,,,,True,,True,True,False,,False
27041,646,176.0,,,,628.0,,298.5,120.3,74.1,,930.0,-470.0,,,,-18.0,,-347.5,-525.7,-571.9,,284.0,,,,True,,True,False,False,,True
27043,148,40.0,,,,156.0,,174.9,19.4,11.4,,9.0,-108.0,,,,8.0,,26.9,-128.6,-136.6,,-139.0,,,,True,,True,False,False,,False
27045,209,48.0,,,,185.0,,,14.5,20.3,,24.0,-161.0,,,,-24.0,,,-194.5,-188.7,,-185.0,,,,True,,,False,False,,False
27047,323,168.0,,,,556.0,,138.8,105.8,52.4,,307.0,-155.0,,,,233.0,,-184.2,-217.2,-270.6,,-16.0,,,,False,,False,False,False,,True
27049,440,72.0,,,,433.0,,600.2,53.3,23.3,,53.0,-368.0,,,,-7.0,,160.2,-386.7,-416.7,,-387.0,,,,True,,True,False,False,,False
27051,56,8.0,,,,23.0,,,5.5,93.2,,0.0,-48.0,,,,-33.0,,,-50.5,37.2,,-56.0,,,,True,,,False,True,,False
27053,12598,10320.0,,,,12046.0,,9852.2,7784.9,7620.8,,8332.0,-2278.0,,,,-552.0,,-2745.8,-4813.1,-4977.2,,-4266.0,,,,True,,False,False,False,,False
27055,175,80.0,,,,132.0,,,97.2,58.1,,142.0,-95.0,,,,-43.0,,,-77.8,-116.9,,-33.0,,,,True,,,True,False,,True
27057,454,24.0,,,,56.0,,,24.4,,,27.0,-430.0,,,,-398.0,,,-429.6,,,-427.0,,,,True,,,True,,,True
27059,441,168.0,,,,244.0,,208.2,73.4,136.1,,307.0,-273.0,,,,-197.0,,-232.8,-367.6,-304.9,,-134.0,,,,True,,True,False,False,,True
27061,623,120.0,,,,59.0,,538.7,36.5,58.4,,168.0,-503.0,,,,-564.0,,-84.3,-586.5,-564.6,,-455.0,,,,False,,True,False,False,,True
27063,138,24.0,,,,84.0,,,8.3,60.9,,16.0,-114.0,,,,-54.0,,,-129.7,-77.1,,-122.0,,,,True,,,False,True,,False
27065,176,40.0,,,,53.0,,,41.9,68.9,,9.0,-136.0,,,,-123.0,,,-134.1,-107.1,,-167.0,,,,True,,,True,True,,False
27067,1048,320.0,,,,840.0,,64.3,225.1,150.2,,256.0,-728.0,,,,-208.0,,-983.7,-822.9,-897.8,,-792.0,,,,True,,False,False,False,,False
27069,58,24.0,,,,8.0,,,6.3,7.7,,137.0,-34.0,,,,-50.0,,,-51.6,-50.3,,79.0,,,,False,,,False,False,,False
27071,96,32.0,,,,2.0,,,13.1,19.9,,75.0,-64.0,,,,-94.0,,,-82.9,-76.1,,-21.0,,,,False,,,False,False,,True
27073,130,56.0,,,,29.0,,,28.1,,,179.0,-74.0,,,,-101.0,,,-101.9,,,49.0,,,,False,,,False,,,True
27075,107,48.0,,,,1.0,,,37.5,,,222.0,-59.0,,,,-106.0,,,-69.5,,,115.0,,,,False,,,False,,,False
27077,37,56.0,,,,8.0,,,5.8,38.5,,151.0,19.0,,,,-29.0,,,-31.2,1.5,,114.0,,,,False,,,False,True,,False
27079,285,240.0,,,,308.0,,227.9,34.1,155.1,,98.0,-45.0,,,,23.0,,-57.1,-250.9,-129.9,,-187.0,,,,True,,False,False,False,,False
27081,132,48.0,,,,31.0,,,0.7,54.3,,100.0,-84.0,,,,-101.0,,,-131.3,-77.7,,-32.0,,,,False,,,False,True,,True
27083,496,512.0,,,,447.0,,178.9,183.4,191.2,,473.0,16.0,,,,-49.0,,-317.1,-312.6,-304.8,,-23.0,,,,False,,False,False,False,,False
27085,273,152.0,,,,423.0,,462.5,22.2,371.9,,52.0,-121.0,,,,150.0,,189.5,-250.8,98.9,,-221.0,,,,False,,False,False,True,,False
27087,105,16.0,,,,4.0,,,5.4,,,4.0,-89.0,,,,-101.0,,,-99.6,,,-101.0,,,,False,,,False,,,False
27089,134,88.0,,,,16.0,,,18.2,36.6,,321.0,-46.0,,,,-118.0,,,-115.8,-97.4,,187.0,,,,False,,,False,False,,False
27091,398,152.0,,,,257.0,,249.9,62.2,66.2,,318.0,-246.0,,,,-141.0,,-148.1,-335.8,-331.8,,-80.0,,,,True,,True,False,False,,True
27093,251,160.0,,,,190.0,,194.1,17.5,101.4,,456.0,-91.0,,,,-61.0,,-56.9,-233.5,-149.6,,205.0,,,,True,,True,False,False,,False
27095,379,96.0,,,,144.0,,248.2,116.3,121.9,,203.0,-283.0,,,,-235.0,,-130.8,-262.7,-257.1,,-176.0,,,,True,,True,True,True,,True
27097,744,144.0,,,,324.0,,268.4,78.2,119.1,,572.0,-600.0,,,,-420.0,,-475.6,-665.8,-624.9,,-172.0,,,,True,,True,False,False,,True
27099,354,256.0,,,,745.0,,5.5,159.4,196.8,,230.0,-98.0,,,,391.0,,-348.5,-194.6,-157.2,,-124.0,,,,False,,False,False,False,,False
27101,165,32.0,,,,32.0,,38.5,1.2,16.4,,19.0,-133.0,,,,-133.0,,-126.5,-163.8,-148.6,,-146.0,,,,False,,True,False,False,,False
27103,338,152.0,,,,463.0,,318.4,43.0,105.2,,111.0,-186.0,,,,125.0,,-19.6,-295.0,-232.8,,-227.0,,,,True,,True,False,False,,False
27105,522,264.0,,,,433.0,,7.6,169.4,69.2,,0.0,-258.0,,,,-89.0,,-514.4,-352.6,-452.8,,-522.0,,,,True,,False,False,False,,False
27107,100,16.0,,,,16.0,,,0.1,17.0,,7.0,-84.0,,,,-84.0,,,-99.9,-83.0,,-93.0,,,,False,,,False,True,,False
27109,1411,760.0,,,,2345.0,,448.5,313.9,445.7,,1064.0,-651.0,,,,934.0,,-962.5,-1097.1,-965.3,,-347.0,,,,False,,False,False,False,,True
27111,701,304.0,,,,744.0,,696.1,147.8,140.4,,395.0,-397.0,,,,43.0,,-4.9,-553.2,-560.6,,-306.0,,,,True,,True,False,False,,True
27113,128,112.0,,,,53.0,,99.3,23.7,44.3,,368.0,-16.0,,,,-75.0,,-28.7,-104.3,-83.7,,240.0,,,,False,,False,False,False,,False
27115,444,96.0,,,,116.0,,80.1,81.2,29.1,,94.0,-348.0,,,,-328.0,,-363.9,-362.8,-414.9,,-350.0,,,,True,,False,False,False,,False
27117,185,104.0,,,,134.0,,0.0,0.1,59.1,,112.0,-81.0,,,,-51.0,,-185.0,-184.9,-125.9,,-73.0,,,,True,,False,False,False,,True
27119,691,192.0,,,,171.0,,318.3,147.2,121.4,,259.0,-499.0,,,,-520.0,,-372.7,-543.9,-569.6,,-432.0,,,,False,,True,False,False,,True
27121,109,48.0,,,,73.0,,,18.6,24.9,,23.0,-61.0,,,,-36.0,,,-90.4,-84.1,,-86.0,,,,True,,,False,False,,False
27123,5565,4032.0,,,,5131.0,,181.1,1615.7,1936.4,,3303.0,-1533.0,,,,-434.0,,-5383.9,-3949.3,-3628.6,,-2262.0,,,,True,,False,False,False,,False
27125,58,32.0,,,,0.0,,,3.1,,,83.0,-26.0,,,,-58.0,,,-54.9,,,25.0,,,,False,,,False,,,True
27127,240,168.0,,,,142.0,,,0.0,95.0,,246.0,-72.0,,,,-98.0,,,-240.0,-145.0,,6.0,,,,False,,,False,False,,True
27129,206,104.0,,,,112.0,,,84.2,54.7,,286.0,-102.0,,,,-94.0,,,-121.8,-151.3,,80.0,,,,True,,,False,False,,True
27131,538,392.0,,,,927.0,,271.3,166.0,295.9,,235.0,-146.0,,,,389.0,,-266.7,-372.0,-242.1,,-303.0,,,,False,,False,False,False,,False
27133,270,96.0,,,,128.0,,54.8,3.2,34.2,,129.0,-174.0,,,,-142.0,,-215.2,-266.8,-235.8,,-141.0,,,,True,,False,False,False,,True
27135,314,64.0,,,,79.0,,,187.3,83.5,,65.0,-250.0,,,,-235.0,,,-126.7,-230.5,,-249.0,,,,True,,,True,True,,True
27137,2420,968.0,,,,768.0,,2737.8,864.6,685.4,,1277.0,-1452.0,,,,-1652.0,,317.8,-1555.4,-1734.6,,-1143.0,,,,False,,True,False,False,,True
27139,1616,1584.0,,,,1689.0,,1105.4,765.9,1299.9,,1741.0,-32.0,,,,73.0,,-510.6,-850.1,-316.1,,125.0,,,,False,,False,False,False,,False
27141,986,512.0,,,,858.0,,523.0,110.8,425.5,,525.0,-474.0,,,,-128.0,,-463.0,-875.2,-560.5,,-461.0,,,,True,,True,False,False,,True
27143,136,168.0,,,,137.0,,106.1,23.8,138.8,,131.0,32.0,,,,1.0,,-29.9,-112.2,2.8,,-5.0,,,,True,,True,False,True,,True
27145,3177,1488.0,,,,3268.0,,329.2,2349.0,1497.7,,1250.0,-1689.0,,,,91.0,,-2847.8,-828.0,-1679.3,,-1927.0,,,,True,,False,True,True,,False
27147,377,320.0,,,,550.0,,246.2,136.6,215.8,,391.0,-57.0,,,,173.0,,-130.8,-240.4,-161.2,,14.0,,,,False,,False,False,False,,True
27149,134,264.0,,,,234.0,,,113.6,,,318.0,130.0,,,,100.0,,,-20.4,,,184.0,,,,True,,,True,,,False
27151,170,72.0,,,,100.0,,,13.0,56.0,,247.0,-98.0,,,,-70.0,,,-157.0,-114.0,,77.0,,,,True,,,False,False,,True
27153,501,72.0,,,,324.0,,30.8,32.6,24.8,,91.0,-429.0,,,,-177.0,,-470.2,-468.4,-476.2,,-410.0,,,,True,,False,False,False,,True
27155,45,0.0,,,,20.0,,,3.2,,,0.0,-45.0,,,,-25.0,,,-41.8,,,-45.0,,,,True,,,True,,,False
27157,305,88.0,,,,180.0,,308.7,25.7,20.6,,115.0,-217.0,,,,-125.0,,3.7,-279.3,-284.4,,-190.0,,,,True,,True,False,False,,True
27159,243,24.0,,,,84.0,,,30.5,9.8,,11.0,-219.0,,,,-159.0,,,-212.5,-233.2,,-232.0,,,,True,,,True,False,,False
27161,649,432.0,,,,201.0,,171.4,373.5,653.8,,249.0,-217.0,,,,-448.0,,-477.6,-275.5,4.8,,-400.0,,,,False,,False,False,True,,False
27163,3658,2296.0,,,,1851.0,,2538.3,1624.9,1452.5,,1732.0,-1362.0,,,,-1807.0,,-1119.7,-2033.1,-2205.5,,-1926.0,,,,False,,True,False,False,,False
27165,143,184.0,,,,129.0,,0.1,145.0,193.2,,50.0,41.0,,,,-14.0,,-142.9,2.0,50.2,,-93.0,,,,True,,False,True,False,,False
27167,97,16.0,,,,52.0,,,11.1,23.4,,7.0,-81.0,,,,-45.0,,,-85.9,-73.6,,-90.0,,,,True,,,False,True,,False
27169,811,1424.0,,,,807.0,,391.4,432.4,483.5,,1324.0,613.0,,,,-4.0,,-419.6,-378.6,-327.5,,513.0,,,,True,,True,True,True,,True
27171,1574,1184.0,,,,1441.0,,1694.9,592.4,885.0,,1309.0,-390.0,,,,-133.0,,120.9,-981.6,-689.0,,-265.0,,,,True,,True,False,False,,True
27173,213,232.0,,,,59.0,,72.8,122.2,159.6,,209.0,19.0,,,,-154.0,,-140.2,-90.8,-53.4,,-4.0,,,,False,,False,False,False,,True
28001,299,320.0,,,,513.0,,1.3,29.5,200.5,,96.0,21.0,,,,214.0,,-297.7,-269.5,-98.5,,-203.0,,,,False,,False,False,False,,False
28003,431,448.0,,,,849.0,,131.7,66.4,370.4,,89.0,17.0,,,,418.0,,-299.3,-364.6,-60.6,,-342.0,,,,False,,False,False,False,,False
28005,152,104.0,,,,160.0,,36.0,19.4,58.9,,65.0,-48.0,,,,8.0,,-116.0,-132.6,-93.1,,-87.0,,,,True,,False,False,False,,False
28007,221,144.0,,,,177.0,,9.2,14.2,145.1,,95.0,-77.0,,,,-44.0,,-211.8,-206.8,-75.9,,-126.0,,,,True,,False,False,True,,False
28009,176,64.0,,,,108.0,,0.0,8.3,39.9,,29.0,-112.0,,,,-68.0,,-176.0,-167.7,-136.1,,-147.0,,,,True,,False,False,False,,False
28011,440,1376.0,,,,376.0,,491.7,282.5,605.2,,0.0,936.0,,,,-64.0,,51.7,-157.5,165.2,,-440.0,,,,True,,True,True,True,,True
28013,154,136.0,,,,122.0,,0.6,18.5,51.6,,42.0,-18.0,,,,-32.0,,-153.4,-135.5,-102.4,,-112.0,,,,False,,False,False,False,,False
28015,230,56.0,,,,68.0,,1.9,10.3,44.1,,11.0,-174.0,,,,-162.0,,-228.1,-219.7,-185.9,,-219.0,,,,True,,False,False,False,,False
28017,273,200.0,,,,237.0,,3.1,159.9,131.5,,55.0,-73.0,,,,-36.0,,-269.9,-113.1,-141.5,,-218.0,,,,True,,False,False,False,,False
28019,56,56.0,,,,53.0,,9.8,1.7,46.7,,19.0,0.0,,,,-3.0,,-46.2,-54.3,-9.3,,-37.0,,,,False,,False,False,False,,False
28021,103,64.0,,,,93.0,,0.0,1.3,21.0,,2.0,-39.0,,,,-10.0,,-103.0,-101.7,-82.0,,-101.0,,,,True,,False,False,False,,False
28023,300,416.0,,,,121.0,,102.9,38.5,433.7,,175.0,116.0,,,,-179.0,,-197.1,-261.5,133.7,,-125.0,,,,False,,False,False,False,,False
28025,225,232.0,,,,199.0,,1.7,21.5,293.1,,105.0,7.0,,,,-26.0,,-223.3,-203.5,68.1,,-120.0,,,,False,,False,False,False,,False
28027,241,576.0,,,,331.0,,0.6,92.5,545.2,,50.0,335.0,,,,90.0,,-240.4,-148.5,304.2,,-191.0,,,,True,,True,True,True,,True
28029,298,456.0,,,,330.0,,4.0,55.3,256.6,,175.0,158.0,,,,32.0,,-294.0,-242.7,-41.4,,-123.0,,,,True,,False,False,True,,True
28031,273,168.0,,,,295.0,,0.9,5.6,94.6,,62.0,-105.0,,,,22.0,,-272.1,-267.4,-178.4,,-211.0,,,,True,,False,False,False,,False
28033,2622,2576.0,,,,1508.0,,520.5,1156.0,1316.2,,1261.0,-46.0,,,,-1114.0,,-2101.5,-1466.0,-1305.8,,-1361.0,,,,False,,False,False,False,,False
28035,931,840.0,,,,1136.0,,9.5,310.9,750.9,,488.0,-91.0,,,,205.0,,-921.5,-620.1,-180.1,,-443.0,,,,False,,False,False,False,,False
28037,77,40.0,,,,197.0,,0.0,11.1,14.7,,11.0,-37.0,,,,120.0,,-77.0,-65.9,-62.3,,-66.0,,,,False,,False,False,False,,False
28039,328,232.0,,,,309.0,,0.3,10.2,343.3,,224.0,-96.0,,,,-19.0,,-327.7,-317.8,15.3,,-104.0,,,,True,,False,False,True,,False
28041,175,192.0,,,,250.0,,0.0,5.2,147.1,,201.0,17.0,,,,75.0,,-175.0,-169.8,-27.9,,26.0,,,,False,,False,False,False,,False
28043,269,336.0,,,,252.0,,4.2,104.1,151.7,,44.0,67.0,,,,-17.0,,-264.8,-164.9,-117.3,,-225.0,,,,True,,False,False,False,,False
28045,380,208.0,,,,505.0,,211.9,111.4,74.6,,131.0,-172.0,,,,125.0,,-168.1,-268.6,-305.4,,-249.0,,,,True,,True,False,False,,False
28047,2146,1608.0,,,,1691.0,,1084.9,864.1,811.5,,1203.0,-538.0,,,,-455.0,,-1061.1,-1281.9,-1334.5,,-943.0,,,,True,,False,False,False,,False
28049,1519,1496.0,,,,1887.0,,400.8,483.4,789.7,,646.0,-23.0,,,,368.0,,-1118.2,-1035.6,-729.3,,-873.0,,,,False,,False,False,False,,False
28051,97,152.0,,,,118.0,,2.7,51.3,181.0,,0.0,55.0,,,,21.0,,-94.3,-45.7,84.0,,-97.0,,,,True,,False,True,False,,False
28053,121,112.0,,,,56.0,,0.2,28.1,72.4,,22.0,-9.0,,,,-65.0,,-120.8,-92.9,-48.6,,-99.0,,,,False,,False,False,False,,False
28055,9,8.0,,,,43.0,,,8.0,,,0.0,-1.0,,,,34.0,,,-1.0,,,-9.0,,,,False,,,False,,,False
28057,574,688.0,,,,333.0,,172.5,167.4,1231.8,,180.0,114.0,,,,-241.0,,-401.5,-406.6,657.8,,-394.0,,,,False,,False,False,False,,False
28059,1793,1608.0,,,,1110.0,,702.2,678.8,621.6,,616.0,-185.0,,,,-683.0,,-1090.8,-1114.2,-1171.4,,-1177.0,,,,False,,False,False,False,,False
28061,202,200.0,,,,202.0,,1.0,132.6,188.6,,91.0,-2.0,,,,0.0,,-201.0,-69.4,-13.4,,-111.0,,,,True,,False,False,False,,False
28063,65,56.0,,,,89.0,,0.0,31.7,26.4,,15.0,-9.0,,,,24.0,,-65.0,-33.3,-38.6,,-50.0,,,,False,,False,False,False,,False
28065,120,48.0,,,,112.0,,0.1,18.9,60.0,,5.0,-72.0,,,,-8.0,,-119.9,-101.1,-60.0,,-115.0,,,,True,,False,False,True,,False
28067,797,576.0,,,,979.0,,44.9,222.0,406.5,,345.0,-221.0,,,,182.0,,-752.1,-575.0,-390.5,,-452.0,,,,True,,False,False,False,,False
28069,60,64.0,,,,98.0,,0.6,10.1,44.6,,32.0,4.0,,,,38.0,,-59.4,-49.9,-15.4,,-28.0,,,,False,,False,False,False,,False
28071,895,2640.0,,,,1394.0,,885.2,416.4,1125.8,,497.0,1745.0,,,,499.0,,-9.8,-478.6,230.8,,-398.0,,,,True,,True,True,True,,True
28073,868,640.0,,,,955.0,,146.4,85.6,443.7,,451.0,-228.0,,,,87.0,,-721.6,-782.4,-424.3,,-417.0,,,,True,,False,False,False,,False
28075,792,992.0,,,,1185.0,,270.4,144.9,941.2,,319.0,200.0,,,,393.0,,-521.6,-647.1,149.2,,-473.0,,,,False,,False,False,True,,False
28077,157,88.0,,,,175.0,,0.3,43.3,60.9,,12.0,-69.0,,,,18.0,,-156.7,-113.7,-96.1,,-145.0,,,,True,,False,False,False,,False
28079,279,192.0,,,,304.0,,3.5,9.1,127.2,,56.0,-87.0,,,,25.0,,-275.5,-269.9,-151.8,,-223.0,,,,True,,False,False,False,,False
28081,1419,1408.0,,,,1648.0,,373.9,1265.5,1574.1,,509.0,-11.0,,,,229.0,,-1045.1,-153.5,155.1,,-910.0,,,,False,,False,False,False,,False
28083,497,280.0,,,,439.0,,0.5,65.2,247.8,,25.0,-217.0,,,,-58.0,,-496.5,-431.8,-249.2,,-472.0,,,,True,,False,False,False,,False
28085,476,320.0,,,,533.0,,23.0,171.0,193.3,,185.0,-156.0,,,,57.0,,-453.0,-305.0,-282.7,,-291.0,,,,True,,False,False,False,,False
28087,526,336.0,,,,1092.0,,145.7,51.8,199.1,,139.0,-190.0,,,,566.0,,-380.3,-474.2,-326.9,,-387.0,,,,False,,False,False,False,,False
28089,861,872.0,,,,969.0,,145.6,551.1,552.4,,558.0,11.0,,,,108.0,,-715.4,-309.9,-308.6,,-303.0,,,,False,,False,False,False,,False
28091,182,184.0,,,,484.0,,1.5,30.6,145.3,,43.0,2.0,,,,302.0,,-180.5,-151.4,-36.7,,-139.0,,,,False,,False,False,False,,False
28093,549,496.0,,,,491.0,,2.6,197.7,393.7,,222.0,-53.0,,,,-58.0,,-546.4,-351.3,-155.3,,-327.0,,,,False,,False,False,False,,False
28095,479,536.0,,,,505.0,,29.5,225.9,329.8,,196.0,57.0,,,,26.0,,-449.5,-253.1,-149.2,,-283.0,,,,True,,False,False,False,,False
28097,153,128.0,,,,74.0,,0.2,48.6,120.5,,19.0,-25.0,,,,-79.0,,-152.8,-104.4,-32.5,,-134.0,,,,False,,False,False,False,,False
28099,439,336.0,,,,392.0,,3.7,128.0,279.4,,0.0,-103.0,,,,-47.0,,-435.3,-311.0,-159.6,,-439.0,,,,True,,False,False,False,,False
28101,195,264.0,,,,210.0,,3.7,33.7,253.1,,138.0,69.0,,,,15.0,,-191.3,-161.3,58.1,,-57.0,,,,True,,False,False,True,,True
28103,75,104.0,,,,102.0,,1.9,2.8,215.7,,0.0,29.0,,,,27.0,,-73.1,-72.2,140.7,,-75.0,,,,True,,False,False,False,,False
28105,517,1264.0,,,,1442.0,,0.1,500.4,770.9,,566.0,747.0,,,,925.0,,-516.9,-16.6,253.9,,49.0,,,,False,,True,True,True,,True
28107,414,320.0,,,,357.0,,2.3,52.5,323.5,,93.0,-94.0,,,,-57.0,,-411.7,-361.5,-90.5,,-321.0,,,,True,,False,False,True,,False
28109,412,352.0,,,,710.0,,392.7,111.0,303.3,,145.0,-60.0,,,,298.0,,-19.3,-301.0,-108.7,,-267.0,,,,False,,True,False,False,,False
28111,195,448.0,,,,148.0,,71.3,71.0,275.4,,141.0,253.0,,,,-47.0,,-123.7,-124.0,80.4,,-54.0,,,,True,,True,True,True,,True
28113,249,344.0,,,,720.0,,2.8,76.9,409.1,,110.0,95.0,,,,471.0,,-246.2,-172.1,160.1,,-139.0,,,,False,,False,False,False,,False
28115,441,456.0,,,,475.0,,5.6,226.5,433.8,,103.0,15.0,,,,34.0,,-435.4,-214.5,-7.2,,-338.0,,,,False,,False,False,True,,False
28117,444,456.0,,,,559.0,,29.6,89.8,262.0,,121.0,12.0,,,,115.0,,-414.4,-354.2,-182.0,,-323.0,,,,False,,False,False,False,,False
28119,81,232.0,,,,41.0,,0.4,58.5,151.3,,0.0,151.0,,,,-40.0,,-80.6,-22.5,70.3,,-81.0,,,,True,,True,True,True,,True
28121,1201,1360.0,,,,1281.0,,308.3,467.5,814.5,,656.0,159.0,,,,80.0,,-892.7,-733.5,-386.5,,-545.0,,,,True,,False,False,False,,False
28123,175,256.0,,,,443.0,,2.0,25.1,157.5,,89.0,81.0,,,,268.0,,-173.0,-149.9,-17.5,,-86.0,,,,False,,False,False,True,,False
28125,45,40.0,,,,33.0,,0.1,4.2,84.9,,0.0,-5.0,,,,-12.0,,-44.9,-40.8,39.9,,-45.0,,,,False,,False,False,False,,False
28127,299,184.0,,,,364.0,,1.9,6.4,61.6,,64.0,-115.0,,,,65.0,,-297.1,-292.6,-237.4,,-235.0,,,,True,,False,False,False,,False
28129,123,232.0,,,,169.0,,4.1,18.5,129.8,,101.0,109.0,,,,46.0,,-118.9,-104.5,6.8,,-22.0,,,,True,,False,True,True,,True
28131,176,168.0,,,,411.0,,59.5,39.4,220.4,,71.0,-8.0,,,,235.0,,-116.5,-136.6,44.4,,-105.0,,,,False,,False,False,False,,False
28133,373,432.0,,,,418.0,,2.2,152.8,131.0,,0.0,59.0,,,,45.0,,-370.8,-220.2,-242.0,,-373.0,,,,True,,False,False,False,,False
28135,197,392.0,,,,211.0,,0.6,39.6,142.4,,13.0,195.0,,,,14.0,,-196.4,-157.4,-54.6,,-184.0,,,,True,,False,True,True,,True
28137,387,200.0,,,,286.0,,2.8,56.6,129.1,,47.0,-187.0,,,,-101.0,,-384.2,-330.4,-257.9,,-340.0,,,,True,,False,False,False,,False
28139,410,208.0,,,,402.0,,0.9,51.1,235.7,,61.0,-202.0,,,,-8.0,,-409.1,-358.9,-174.3,,-349.0,,,,True,,False,False,True,,False
28141,258,272.0,,,,394.0,,1.2,142.2,416.4,,120.0,14.0,,,,136.0,,-256.8,-115.8,158.4,,-138.0,,,,False,,False,False,False,,False
28143,85,72.0,,,,71.0,,0.0,137.5,310.2,,10.0,-13.0,,,,-14.0,,-85.0,52.5,225.2,,-75.0,,,,False,,False,False,False,,False
28145,368,264.0,,,,482.0,,2.2,35.9,325.4,,97.0,-104.0,,,,114.0,,-365.8,-332.1,-42.6,,-271.0,,,,False,,False,False,True,,False
28147,75,104.0,,,,261.0,,0.4,25.2,42.8,,34.0,29.0,,,,186.0,,-74.6,-49.8,-32.2,,-41.0,,,,False,,False,False,False,,False
28149,236,296.0,,,,485.0,,5.2,36.6,206.0,,131.0,60.0,,,,249.0,,-230.8,-199.4,-30.0,,-105.0,,,,False,,False,False,True,,False
28151,617,712.0,,,,443.0,,8.5,151.0,353.4,,81.0,95.0,,,,-174.0,,-608.5,-466.0,-263.6,,-536.0,,,,False,,False,False,False,,False
28153,182,96.0,,,,331.0,,4.7,60.9,154.2,,32.0,-86.0,,,,149.0,,-177.3,-121.1,-27.8,,-150.0,,,,False,,False,False,True,,False
28155,71,120.0,,,,95.0,,3.1,4.4,35.0,,34.0,49.0,,,,24.0,,-67.9,-66.6,-36.0,,-37.0,,,,True,,False,False,True,,True
28157,63,64.0,,,,160.0,,0.0,4.8,75.8,,11.0,1.0,,,,97.0,,-63.0,-58.2,12.8,,-52.0,,,,False,,False,False,False,,False
28159,167,144.0,,,,175.0,,3.2,8.2,125.6,,43.0,-23.0,,,,8.0,,-163.8,-158.8,-41.4,,-124.0,,,,True,,False,False,False,,False
28161,186,240.0,,,,91.0,,37.8,22.4,140.4,,140.0,54.0,,,,-95.0,,-148.2,-163.6,-45.6,,-46.0,,,,False,,False,False,True,,True
28163,286,192.0,,,,618.0,,0.6,152.8,157.0,,109.0,-94.0,,,,332.0,,-285.4,-133.2,-129.0,,-177.0,,,,False,,False,False,False,,False
29001,310,304.0,,,,1050.0,,219.5,559.8,90.7,,257.0,-6.0,,,,740.0,,-90.5,249.8,-219.3,,-53.0,,,,False,,False,False,False,,False
29003,323,152.0,,,,162.0,,177.5,140.5,130.2,,115.0,-171.0,,,,-161.0,,-145.5,-182.5,-192.8,,-208.0,,,,True,,True,False,False,,False
29005,48,64.0,,,,26.0,,,80.4,,,74.0,16.0,,,,-22.0,,,32.4,,,26.0,,,,False,,,False,,,False
29007,339,392.0,,,,303.0,,70.8,196.4,156.6,,360.0,53.0,,,,-36.0,,-268.2,-142.6,-182.4,,21.0,,,,True,,False,False,False,,True
29009,525,176.0,,,,390.0,,315.0,75.1,141.1,,73.0,-349.0,,,,-135.0,,-210.0,-449.9,-383.9,,-452.0,,,,True,,True,False,False,,False
29011,335,96.0,,,,70.0,,123.3,60.6,48.6,,70.0,-239.0,,,,-265.0,,-211.7,-274.4,-286.4,,-265.0,,,,False,,True,False,False,,False
29013,189,64.0,,,,150.0,,,6.5,49.6,,84.0,-125.0,,,,-39.0,,,-182.5,-139.4,,-105.0,,,,True,,,False,False,,True
29015,339,32.0,,,,86.0,,207.6,6.8,94.5,,4.0,-307.0,,,,-253.0,,-131.4,-332.2,-244.5,,-335.0,,,,True,,True,False,True,,False
29017,389,248.0,,,,93.0,,53.8,101.4,120.5,,136.0,-141.0,,,,-296.0,,-335.2,-287.6,-268.5,,-253.0,,,,False,,False,False,False,,False
29019,3255,8008.0,,,,3016.0,,2253.2,1974.7,3105.4,,2595.0,4753.0,,,,-239.0,,-1001.8,-1280.3,-149.6,,-660.0,,,,True,,True,True,True,,True
29021,1696,856.0,,,,1483.0,,177.2,813.9,476.0,,747.0,-840.0,,,,-213.0,,-1518.8,-882.1,-1220.0,,-949.0,,,,True,,False,False,False,,False
