,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13049,2,3.0,,2.9,,1.0,0.0,,,,,,8.4,,,14.0,,3.9,,2.7,,,0.1,1.5,0.0,,21.0,,,,,,,,0.0,4.9,1.0,,0.9,,-1.0,-2.0,,,,,,6.4,,,12.0,,1.9,,0.7,,,-1.9,-0.5,-2.0,,19.0,,,,,,,,-2.0,2.9,,True,,False,False,,,,,,False,,,False,,False,,True,,,False,True,False,,False,,,,,,,,False,False
13051,213,241.0,,244.6,264.3,224.0,238.0,,,,,,228.4,,,421.0,,210.0,,150.7,238.5,,137.3,201.5,1.1,223.0,0.0,,,,248.1,164.0,,,267.0,,28.0,,31.6,51.3,11.0,25.0,,,,,,15.4,,,208.0,,-3.0,,-62.3,25.5,,-75.7,-11.5,-211.9,10.0,-213.0,,,,35.1,-49.0,,,54.0,,,False,False,True,True,,,,,,True,,,False,,True,,False,True,,False,True,False,True,False,,,,False,False,,,False,
13053,62,24.0,,19.4,,14.0,6.0,,,,,,25.3,,,20.0,,16.8,,7.3,,,2.5,11.9,0.0,9.0,,,,,23.2,,,,11.0,25.3,-38.0,,-42.6,,-48.0,-56.0,,,,,,-36.7,,,-42.0,,-45.2,,-54.7,,,-59.5,-50.1,-62.0,-53.0,,,,,-38.8,,,,-51.0,-36.7,,False,,False,False,,,,,,True,,,False,,False,,False,,,False,False,False,False,,,,,False,,,,False,True
13055,60,41.0,,40.7,,41.0,37.0,,,,,,47.3,,,64.0,,38.4,,17.9,,,44.0,54.2,0.4,43.0,104.0,,,,,,,,49.0,,-19.0,,-19.3,,-19.0,-23.0,,,,,,-12.7,,,4.0,,-21.6,,-42.1,,,-16.0,-5.8,-59.6,-17.0,44.0,,,,,,,,-11.0,,,False,,False,False,,,,,,True,,,True,,False,,False,,,True,True,False,True,False,,,,,,,,True,
13057,320,283.0,,273.0,,274.0,282.0,,,,,,408.3,,,274.0,,192.1,,172.6,306.5,,295.9,306.4,49.2,283.0,345.0,,,,272.5,316.0,,,304.0,,-37.0,,-47.0,,-46.0,-38.0,,,,,,88.3,,,-46.0,,-127.9,,-147.4,-13.5,,-24.1,-13.6,-270.8,-37.0,25.0,,,,-47.5,-4.0,,,-16.0,,,False,,False,False,,,,,,False,,,False,,False,,False,True,,True,True,False,False,True,,,,False,True,,,True,
13059,170,145.0,,144.1,,138.0,130.0,,,,,,186.4,,,176.0,,109.9,,80.3,217.5,,126.1,152.9,0.0,151.0,69.0,,,,138.3,142.0,,,156.0,231.1,-25.0,,-25.9,,-32.0,-40.0,,,,,,16.4,,,6.0,,-60.1,,-89.7,47.5,,-43.9,-17.1,-170.0,-19.0,-101.0,,,,-31.7,-28.0,,,-14.0,61.1,,False,,False,False,,,,,,True,,,True,,False,,False,False,,False,True,False,True,False,,,,False,False,,,True,False
13061,0,2.0,,1.9,,0.0,0.0,,,,,,0.5,,,2.0,,2.9,,0.4,,,0.0,0.4,0.0,,,,,,,,,,3.0,,2.0,,1.9,,0.0,0.0,,,,,,0.5,,,2.0,,2.9,,0.4,,,0.0,0.4,0.0,,,,,,,,,,3.0,,,True,,True,True,,,,,,True,,,False,,False,,True,,,True,True,True,,,,,,,,,,False,
13063,315,303.0,,320.5,,266.0,229.0,,,,,,301.8,,,334.0,,246.1,,197.1,304.0,,266.1,328.9,1.2,438.0,0.0,,,,243.0,312.0,,,296.0,306.2,-12.0,,5.5,,-49.0,-86.0,,,,,,-13.2,,,19.0,,-68.9,,-117.9,-11.0,,-48.9,13.9,-313.8,123.0,-315.0,,,,-72.0,-3.0,,,-19.0,-8.8,,True,,False,False,,,,,,False,,,False,,False,,False,True,,False,False,False,False,False,,,,False,True,,,False,True
13065,14,25.0,,24.5,,7.0,7.0,,,,,,28.1,,,5.0,,18.3,,5.6,,,6.4,17.5,0.0,24.0,,,,,,,,,0.0,,11.0,,10.5,,-7.0,-7.0,,,,,,14.1,,,-9.0,,4.3,,-8.4,,,-7.6,3.5,-14.0,10.0,,,,,,,,,-14.0,,,True,,True,True,,,,,,False,,,True,,True,,True,,,True,True,False,True,,,,,,,,,False,
13067,666,558.0,,524.1,554.6,539.0,504.0,,,,,,738.9,,,568.0,,387.7,,399.6,618.0,,587.4,643.8,59.5,560.0,342.0,,,,461.5,591.0,,,522.0,,-108.0,,-141.9,-111.4,-127.0,-162.0,,,,,,72.9,,,-98.0,,-278.3,,-266.4,-48.0,,-78.6,-22.2,-606.5,-106.0,-324.0,,,,-204.5,-75.0,,,-144.0,,,False,False,False,False,,,,,,True,,,True,,False,,False,True,,True,True,False,True,False,,,,False,True,,,False,
13069,63,57.0,,55.3,,43.0,42.0,,,,,,71.8,,,68.0,,31.8,,26.9,65.0,,27.8,44.8,0.2,49.0,59.0,,,,53.4,,,,58.0,50.5,-6.0,,-7.7,,-20.0,-21.0,,,,,,8.8,,,5.0,,-31.2,,-36.1,2.0,,-35.2,-18.2,-62.8,-14.0,-4.0,,,,-9.6,,,,-5.0,-12.5,,False,,False,False,,,,,,False,,,True,,False,,False,True,,False,False,False,False,True,,,,False,,,,True,False
13071,29,46.0,,52.5,,42.0,28.0,,,,,,59.9,,,70.0,,75.8,,26.7,84.0,,29.8,62.3,0.8,79.0,26.0,,,,37.8,,,,65.0,25.1,17.0,,23.5,,13.0,-1.0,,,,,,30.9,,,41.0,,46.8,,-2.3,55.0,,0.8,33.3,-28.2,50.0,-3.0,,,,8.8,,,,36.0,-3.9,,False,,True,True,,,,,,False,,,False,,False,,True,False,,True,False,False,False,True,,,,True,,,,False,True
13073,166,176.0,,177.2,,167.0,175.0,,,,,,202.0,,,186.0,,157.7,,79.4,198.0,,131.4,167.3,8.4,182.0,69.0,,,,155.3,170.0,,,212.0,211.2,10.0,,11.2,,1.0,9.0,,,,,,36.0,,,20.0,,-8.3,,-86.6,32.0,,-34.6,1.3,-157.6,16.0,-97.0,,,,-10.7,4.0,,,46.0,45.2,,False,,True,True,,,,,,False,,,False,,True,,False,False,,False,True,False,False,False,,,,False,True,,,False,False
13075,28,10.0,,9.2,,9.0,0.0,,,,,,7.9,,,21.0,,16.0,,8.8,,,3.7,9.3,0.1,9.0,39.0,,,,,,,,14.0,10.4,-18.0,,-18.8,,-19.0,-28.0,,,,,,-20.1,,,-7.0,,-12.0,,-19.2,,,-24.3,-18.7,-27.9,-19.0,11.0,,,,,,,,-14.0,-17.6,,False,,False,False,,,,,,False,,,True,,True,,False,,,False,False,False,False,True,,,,,,,,True,True
13077,85,91.0,,93.7,,86.0,102.0,,,,,,103.0,,,142.0,,76.3,,91.1,147.0,,77.5,110.4,4.5,88.0,53.0,,,,84.0,86.0,,,100.0,83.1,6.0,,8.7,,1.0,17.0,,,,,,18.0,,,57.0,,-8.7,,6.1,62.0,,-7.5,25.4,-80.5,3.0,-32.0,,,,-1.0,1.0,,,15.0,-1.9,,False,,True,False,,,,,,False,,,False,,False,,False,False,,False,False,False,True,False,,,,True,True,,,False,True
13079,2,5.0,,4.3,,4.0,0.0,,,,,,7.4,,,15.0,,5.2,,3.2,,,2.5,6.0,0.0,6.0,4.0,,,,,,,,5.0,5.8,3.0,,2.3,,2.0,-2.0,,,,,,5.4,,,13.0,,3.2,,1.2,,,0.5,4.0,-2.0,4.0,2.0,,,,,,,,3.0,3.8,,True,,True,True,,,,,,False,,,False,,False,,True,,,True,False,True,False,True,,,,,,,,False,False
13081,19,12.0,,11.4,,11.0,16.0,,,,,,17.4,,,36.0,,29.0,,12.6,,,3.5,9.4,0.1,18.0,0.0,,,,,,,,19.0,31.8,-7.0,,-7.6,,-8.0,-3.0,,,,,,-1.6,,,17.0,,10.0,,-6.4,,,-15.5,-9.6,-18.9,-1.0,-19.0,,,,,,,,0.0,12.8,,False,,False,True,,,,,,True,,,False,,False,,True,,,False,False,False,True,False,,,,,,,,True,False
13083,32,19.0,,19.1,,19.0,7.0,,,,,,17.1,,,47.0,,36.7,,10.0,,,6.3,18.9,0.0,25.0,9.0,,,,,,,,23.0,20.9,-13.0,,-12.9,,-13.0,-25.0,,,,,,-14.9,,,15.0,,4.7,,-22.0,,,-25.7,-13.1,-32.0,-7.0,-23.0,,,,,,,,-9.0,-11.1,,True,,False,False,,,,,,False,,,False,,True,,False,,,False,False,False,True,False,,,,,,,,True,True
13085,19,22.0,,19.9,,20.0,18.0,,,,,,27.0,,,30.0,,31.1,,14.1,,,7.1,19.8,4.4,25.0,30.0,,,,,,,,25.0,23.9,3.0,,0.9,,1.0,-1.0,,,,,,8.0,,,11.0,,12.1,,-4.9,,,-11.9,0.8,-14.6,6.0,11.0,,,,,,,,6.0,4.9,,True,,True,True,,,,,,False,,,False,,False,,False,,,False,True,False,False,False,,,,,,,,False,False
13087,23,31.0,,32.4,,25.0,24.0,,,,,,46.3,,,46.0,,25.9,,16.8,,,11.5,24.1,0.1,28.0,14.0,,,,31.7,,,,17.0,,8.0,,9.4,,2.0,1.0,,,,,,23.3,,,23.0,,2.9,,-6.2,,,-11.5,1.1,-22.9,5.0,-9.0,,,,8.7,,,,-6.0,,,False,,True,True,,,,,,False,,,False,,True,,True,,,False,True,False,True,False,,,,False,,,,True,
13089,704,701.0,,712.9,621.0,657.0,780.0,,,,,,810.3,,,575.0,,459.7,,484.5,645.0,,694.0,735.3,29.6,653.0,892.0,,,,619.2,712.0,,,755.0,622.0,-3.0,,8.9,-83.0,-47.0,76.0,,,,,,106.3,,,-129.0,,-244.3,,-219.5,-59.0,,-10.0,31.3,-674.4,-51.0,188.0,,,,-84.8,8.0,,,51.0,-82.0,,False,False,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,False,,,False,False
13091,50,70.0,,70.3,,48.0,30.0,,,,,,72.2,,,37.0,,69.8,,15.7,,,48.5,53.4,28.4,97.0,68.0,,,,,,,,89.0,21.8,20.0,,20.3,,-2.0,-20.0,,,,,,22.2,,,-13.0,,19.8,,-34.3,,,-1.5,3.4,-21.6,47.0,18.0,,,,,,,,39.0,-28.2,,False,,True,False,,,,,,False,,,True,,True,,False,,,True,True,False,False,True,,,,,,,,False,False
13093,10,13.0,,12.9,,8.0,7.0,,,,,,11.7,,,21.0,,11.2,,7.1,,,2.2,7.5,0.0,8.0,23.0,,,,,,,,21.0,9.9,3.0,,2.9,,-2.0,-3.0,,,,,,1.7,,,11.0,,1.2,,-2.9,,,-7.8,-2.5,-10.0,-2.0,13.0,,,,,,,,11.0,-0.1,,True,,True,False,,,,,,True,,,False,,True,,True,,,False,True,False,True,False,,,,,,,,False,True
13095,21,39.0,,38.4,,36.0,49.0,,,,,,42.2,,,150.0,,27.1,,28.7,56.0,,12.5,34.6,0.3,35.0,24.0,,,,37.4,,,,39.0,52.6,18.0,,17.4,,15.0,28.0,,,,,,21.2,,,129.0,,6.1,,7.7,35.0,,-8.5,13.6,-20.7,14.0,3.0,,,,16.4,,,,18.0,31.6,,True,,True,False,,,,,,False,,,False,,True,,True,False,,True,True,False,True,True,,,,True,,,,False,False
13097,144,120.0,,123.4,,102.0,97.0,,,,,,142.0,,,156.0,,86.6,,88.0,147.5,,102.2,115.1,6.8,115.0,309.0,,,,100.0,110.0,,,120.0,175.7,-24.0,,-20.6,,-42.0,-47.0,,,,,,-2.0,,,12.0,,-57.4,,-56.0,3.5,,-41.8,-28.9,-137.2,-29.0,165.0,,,,-44.0,-34.0,,,-24.0,31.7,,True,,False,False,,,,,,True,,,True,,False,,False,True,,False,False,False,False,False,,,,False,False,,,False,False
13099,14,21.0,,20.2,,13.0,6.0,,,,,,11.6,,,16.0,,13.2,,4.4,,,11.5,17.7,0.4,12.0,,,,,,,,,26.0,13.1,7.0,,6.2,,-1.0,-8.0,,,,,,-2.4,,,2.0,,-0.8,,-9.6,,,-2.5,3.7,-13.6,-2.0,,,,,,,,,12.0,-0.9,,True,,True,False,,,,,,True,,,True,,True,,False,,,True,True,False,True,,,,,,,,,False,True
13101,2,0.0,,0.0,,0.0,0.0,,,,,,1.7,,,2.0,,2.0,,0.6,,,2.0,2.8,0.1,0.0,,,,,,,,,0.0,1.2,-2.0,,-2.0,,-2.0,-2.0,,,,,,-0.3,,,0.0,,0.0,,-1.4,,,0.0,0.8,-1.9,-2.0,,,,,,,,,-2.0,-0.8,,False,,False,False,,,,,,True,,,True,,True,,True,,,True,True,True,False,,,,,,,,,False,True
13103,91,98.0,,98.3,,93.0,112.0,,,,,,68.6,,,88.0,,112.5,,58.1,95.5,,52.6,81.4,98.9,107.0,22.0,,,,88.3,,,,117.0,72.2,7.0,,7.3,,2.0,21.0,,,,,,-22.4,,,-3.0,,21.5,,-32.9,4.5,,-38.4,-9.6,7.9,16.0,-69.0,,,,-2.7,,,,26.0,-18.8,,False,,True,False,,,,,,False,,,True,,False,,False,True,,False,False,False,False,False,,,,True,,,,False,False
13105,18,22.0,,22.8,,21.0,21.0,,,,,,23.8,,,39.0,,30.9,,10.0,,,10.1,20.9,0.0,26.0,17.0,,,,,,,,28.0,22.5,4.0,,4.8,,3.0,3.0,,,,,,5.8,,,21.0,,12.9,,-8.0,,,-7.9,2.9,-18.0,8.0,-1.0,,,,,,,,10.0,4.5,,False,,True,True,,,,,,False,,,False,,False,,False,,,False,True,False,False,True,,,,,,,,False,False
13107,20,36.0,,35.6,,30.0,19.0,,,,,,40.1,,,44.0,,31.9,,17.3,,,19.3,28.6,0.0,33.0,101.0,,,,32.5,,,,39.0,38.5,16.0,,15.6,,10.0,-1.0,,,,,,20.1,,,24.0,,11.9,,-2.7,,,-0.7,8.6,-20.0,13.0,81.0,,,,12.5,,,,19.0,18.5,,True,,True,True,,,,,,False,,,False,,True,,True,,,True,True,False,True,False,,,,True,,,,False,False
13109,9,20.0,,20.6,,14.0,3.0,,,,,,13.3,,,16.0,,19.9,,6.2,,,4.2,13.7,0.0,25.0,0.0,,,,,,,,29.0,22.9,11.0,,11.6,,5.0,-6.0,,,,,,4.3,,,7.0,,10.9,,-2.8,,,-4.8,4.7,-9.0,16.0,-9.0,,,,,,,,20.0,13.9,,False,,True,True,,,,,,True,,,True,,True,,True,,,True,True,True,False,True,,,,,,,,False,False
13111,28,38.0,,40.2,,32.0,19.0,,,,,,69.0,,,49.0,,32.1,,16.8,,,25.0,36.7,0.4,37.0,15.0,,,,,,,,30.0,43.1,10.0,,12.2,,4.0,-9.0,,,,,,41.0,,,21.0,,4.1,,-11.2,,,-3.0,8.7,-27.6,9.0,-13.0,,,,,,,,2.0,15.1,,False,,True,True,,,,,,False,,,False,,True,,False,,,True,True,False,True,False,,,,,,,,True,False
13113,68,85.0,,87.6,,80.0,123.0,,,,,,62.8,,,86.0,,82.8,,40.3,78.0,,52.2,77.8,3.4,79.0,124.0,,,,74.8,,,,110.0,91.6,17.0,,19.6,,12.0,55.0,,,,,,-5.2,,,18.0,,14.8,,-27.7,10.0,,-15.8,9.8,-64.6,11.0,56.0,,,,6.8,,,,42.0,23.6,,False,,True,False,,,,,,True,,,False,,True,,False,True,,True,True,False,True,False,,,,True,,,,False,False
13115,237,277.0,,269.1,,262.0,408.0,,,,,,316.0,,,211.0,,208.8,,73.2,242.0,,227.8,267.3,200.1,270.0,292.0,,,,280.3,,,,364.0,,40.0,,32.1,,25.0,171.0,,,,,,79.0,,,-26.0,,-28.2,,-163.8,5.0,,-9.2,30.3,-36.9,33.0,55.0,,,,43.3,,,,127.0,,,True,,True,False,,,,,,False,,,True,,True,,False,True,,True,True,True,True,False,,,,False,,,,False,
13117,214,147.0,,146.7,,134.0,141.0,,,,,,214.7,,,190.0,,120.0,,120.7,178.5,,108.2,133.9,49.5,147.0,100.0,,,,140.8,117.0,,,156.0,175.5,-67.0,,-67.3,,-80.0,-73.0,,,,,,0.7,,,-24.0,,-94.0,,-93.3,-35.5,,-105.8,-80.1,-164.5,-67.0,-114.0,,,,-73.2,-97.0,,,-58.0,-38.5,,False,,False,False,,,,,,True,,,True,,False,,False,True,,False,False,False,False,False,,,,False,False,,,True,True
13119,44,81.0,,85.7,,52.0,49.0,,,,,,132.7,,,62.0,,45.8,,23.2,,,45.1,64.9,40.3,78.0,453.0,,,,,,,,58.0,,37.0,,41.7,,8.0,5.0,,,,,,88.7,,,18.0,,1.8,,-20.8,,,1.1,20.9,-3.7,34.0,409.0,,,,,,,,14.0,,,False,,True,True,,,,,,False,,,True,,True,,True,,,True,True,True,True,False,,,,,,,,True,
13121,964,1013.0,,1023.3,894.7,956.0,1236.0,,,,,,1096.1,,,705.0,,621.3,,582.3,940.0,,1059.8,1083.9,81.4,908.0,1944.0,,,,897.9,1015.0,,,971.0,,49.0,,59.3,-69.3,-8.0,272.0,,,,,,132.1,,,-259.0,,-342.7,,-381.7,-24.0,,95.8,119.9,-882.6,-56.0,980.0,,,,-66.1,51.0,,,7.0,,,False,False,True,False,,,,,,False,,,False,,False,,False,True,,False,False,False,False,False,,,,False,False,,,True,
13123,45,47.0,,44.7,,46.0,101.0,,,,,,71.5,,,64.0,,61.3,,51.2,61.0,,32.6,45.8,0.5,67.0,5.0,,,,,,,,42.0,48.9,2.0,,-0.3,,1.0,56.0,,,,,,26.5,,,19.0,,16.3,,6.2,16.0,,-12.4,0.8,-44.5,22.0,-40.0,,,,,,,,-3.0,3.9,,True,,True,False,,,,,,False,,,False,,False,,False,False,,False,True,False,False,False,,,,,,,,False,False
13125,3,6.0,,5.9,,5.0,,,,,,,5.6,,,6.0,,4.9,,1.6,,,1.4,2.7,,,,,,,,,,,15.0,7.9,3.0,,2.9,,2.0,,,,,,,2.6,,,3.0,,1.9,,-1.4,,,-1.6,-0.3,,,,,,,,,,,12.0,4.9,,True,,True,,,,,,,True,,,False,,True,,True,,,True,True,,,,,,,,,,,False,False
13127,90,75.0,,75.5,,72.0,95.0,,,,,,117.4,,,99.0,,53.4,,36.2,74.5,,54.9,81.8,0.5,75.0,43.0,,,,70.0,,,,90.0,62.3,-15.0,,-14.5,,-18.0,5.0,,,,,,27.4,,,9.0,,-36.6,,-53.8,-15.5,,-35.1,-8.2,-89.5,-15.0,-47.0,,,,-20.0,,,,0.0,-27.7,,True,,False,True,,,,,,False,,,True,,False,,False,False,,False,True,False,False,False,,,,False,,,,True,False
13129,144,178.0,,180.5,,133.0,113.0,,,,,,148.8,,,121.0,,207.1,,50.3,194.5,,103.3,145.6,83.0,202.0,114.0,,,,151.7,,,,254.0,,34.0,,36.5,,-11.0,-31.0,,,,,,4.8,,,-23.0,,63.1,,-93.7,50.5,,-40.7,1.6,-61.0,58.0,-30.0,,,,7.7,,,,110.0,,,False,,True,True,,,,,,True,,,True,,False,,False,False,,False,True,False,False,True,,,,True,,,,False,
13131,21,11.0,,9.3,,9.0,12.0,,,,,,11.1,,,39.0,,17.2,,10.2,,,3.0,7.9,0.1,9.0,0.0,,,,,,,,11.0,19.8,-10.0,,-11.7,,-12.0,-9.0,,,,,,-9.9,,,18.0,,-3.8,,-10.8,,,-18.0,-13.1,-20.9,-12.0,-21.0,,,,,,,,-10.0,-1.2,,False,,False,True,,,,,,True,,,False,,True,,False,,,False,False,False,False,False,,,,,,,,False,True
13133,13,19.0,,17.5,,12.0,7.0,,,,,,26.8,,,25.0,,19.9,,8.8,,,4.5,12.2,0.0,13.0,31.0,,,,,,,,14.0,22.1,6.0,,4.5,,-1.0,-6.0,,,,,,13.8,,,12.0,,6.9,,-4.2,,,-8.5,-0.8,-13.0,0.0,18.0,,,,,,,,1.0,9.1,,True,,True,False,,,,,,False,,,False,,False,,True,,,False,True,False,True,False,,,,,,,,True,False
13135,898,646.0,,625.5,689.4,571.0,534.0,,,,,,796.3,,,686.0,,549.9,,513.3,895.5,,516.0,662.2,85.1,658.0,1062.0,,,,545.9,592.0,,,689.0,921.6,-252.0,,-272.5,-208.6,-327.0,-364.0,,,,,,-101.7,,,-212.0,,-348.1,,-384.7,-2.5,,-382.0,-235.8,-812.9,-240.0,164.0,,,,-352.1,-306.0,,,-209.0,23.6,,False,True,False,False,,,,,,True,,,True,,False,,False,True,,False,True,False,True,True,,,,False,False,,,True,True
13137,38,42.0,,46.9,,34.0,27.0,,,,,,67.3,,,85.0,,34.4,,39.0,53.0,,14.3,33.6,1.3,44.0,26.0,,,,40.2,,,,43.0,64.0,4.0,,8.9,,-4.0,-11.0,,,,,,29.3,,,47.0,,-3.6,,1.0,15.0,,-23.7,-4.4,-36.7,6.0,-12.0,,,,2.2,,,,5.0,26.0,,False,,False,False,,,,,,False,,,False,,True,,True,False,,False,False,False,False,False,,,,True,,,,False,False
13139,263,265.0,,249.8,285.4,245.0,237.0,,,,,,256.7,,,290.0,,259.5,,195.5,317.0,,178.7,239.8,45.7,300.0,0.0,,,,251.4,222.0,,,319.0,332.3,2.0,,-13.2,22.4,-18.0,-26.0,,,,,,-6.3,,,27.0,,-3.5,,-67.5,54.0,,-84.3,-23.2,-217.3,37.0,-263.0,,,,-11.6,-41.0,,,56.0,69.3,,False,False,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,False,,,False,False
13141,5,1.0,,1.1,,1.0,0.0,,,,,,2.2,,,9.0,,4.3,,5.1,,,0.0,1.7,0.0,,,,,,,,,,5.0,4.4,-4.0,,-3.9,,-4.0,-5.0,,,,,,-2.8,,,4.0,,-0.7,,0.1,,,-5.0,-3.3,-5.0,,,,,,,,,,0.0,-0.6,,True,,False,False,,,,,,True,,,False,,True,,True,,,False,True,False,,,,,,,,,,True,True
13143,42,37.0,,37.9,,38.0,41.0,,,,,,38.2,,,51.0,,59.3,,21.4,70.0,,18.2,33.1,35.6,48.0,66.0,,,,,,,,53.0,44.3,-5.0,,-4.1,,-4.0,-1.0,,,,,,-3.8,,,9.0,,17.3,,-20.6,28.0,,-23.8,-8.9,-6.4,6.0,24.0,,,,,,,,11.0,2.3,,True,,True,True,,,,,,True,,,False,,False,,False,False,,False,False,False,False,False,,,,,,,,False,True
13145,6,14.0,,14.6,,14.0,14.0,,,,,,16.2,,,35.0,,20.2,,14.9,21.0,,3.2,12.0,1.1,15.0,7.0,,,,,,,,14.0,20.6,8.0,,8.6,,8.0,8.0,,,,,,10.2,,,29.0,,14.2,,8.9,15.0,,-2.8,6.0,-4.9,9.0,1.0,,,,,,,,8.0,14.6,,False,,False,False,,,,,,False,,,False,,False,,False,False,,True,True,True,False,True,,,,,,,,False,False
13147,30,14.0,,13.7,,14.0,13.0,,,,,,24.9,,,54.0,,20.3,,14.6,,,7.2,17.5,0.0,12.0,9.0,,,,,,,,10.0,15.6,-16.0,,-16.3,,-16.0,-17.0,,,,,,-5.1,,,24.0,,-9.7,,-15.4,,,-22.8,-12.5,-30.0,-18.0,-21.0,,,,,,,,-20.0,-14.4,,False,,False,False,,,,,,True,,,False,,True,,True,,,False,True,False,False,False,,,,,,,,False,True
13149,16,14.0,,13.8,,10.0,5.0,,,,,,15.6,,,15.0,,9.5,,4.3,,,6.3,11.0,0.9,9.0,39.0,,,,,,,,25.0,3.2,-2.0,,-2.2,,-6.0,-11.0,,,,,,-0.4,,,-1.0,,-6.5,,-11.7,,,-9.7,-5.0,-15.1,-7.0,23.0,,,,,,,,9.0,-12.8,,False,,False,False,,,,,,True,,,True,,False,,False,,,False,False,False,False,False,,,,,,,,False,False
13151,263,243.0,,241.4,,226.0,237.0,,,,,,319.5,,,226.0,,207.7,,169.4,278.5,,205.8,247.6,13.6,240.0,291.0,,,,208.3,233.0,,,235.0,266.5,-20.0,,-21.6,,-37.0,-26.0,,,,,,56.5,,,-37.0,,-55.3,,-93.6,15.5,,-57.2,-15.4,-249.4,-23.0,28.0,,,,-54.7,-30.0,,,-28.0,3.5,,False,,False,False,,,,,,False,,,False,,False,,False,True,,False,True,False,False,False,,,,False,False,,,False,True
13153,157,154.0,,160.4,,138.0,180.0,,,,,,182.6,,,187.0,,119.0,,100.1,150.0,,98.0,128.4,14.9,156.0,230.0,,,,139.4,170.0,,,174.0,149.9,-3.0,,3.4,,-19.0,23.0,,,,,,25.6,,,30.0,,-38.0,,-56.9,-7.0,,-59.0,-28.6,-142.1,-1.0,73.0,,,,-17.6,13.0,,,17.0,-7.1,,False,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,True,False,,,,False,False,,,False,False
13155,6,9.0,,10.9,,7.0,7.0,,,,,,16.9,,,11.0,,6.0,,4.8,,,3.5,7.0,0.0,9.0,,,,,,,,,2.0,18.3,3.0,,4.9,,1.0,1.0,,,,,,10.9,,,5.0,,0.0,,-1.2,,,-2.5,1.0,-6.0,3.0,,,,,,,,,-4.0,12.3,,False,,True,True,,,,,,False,,,False,,True,,True,,,True,True,False,False,,,,,,,,,False,False
