,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
12003,394,564.0,159.0,,,,,227.0,,821.6,133.6,293.7,0.3,24.4,737.4,,17.0,170.0,-235.0,,,,,-167.0,,427.6,-260.4,-100.3,-393.7,-369.6,343.4,,-377.0,False,,,,,True,,False,False,True,False,False,False,,False
12005,1064,858.0,117.0,,,,,865.0,,910.7,802.5,353.1,11.4,325.8,436.3,,538.0,-206.0,-947.0,,,,,-199.0,,-153.3,-261.5,-710.9,-1052.6,-738.2,-627.7,,-526.0,False,,,,,True,,True,False,False,False,False,False,,False
12007,222,636.0,191.0,,,,,167.0,,1137.0,207.4,224.0,0.7,389.8,,,178.0,414.0,-31.0,,,,,-55.0,,915.0,-14.6,2.0,-221.3,167.8,,,-44.0,True,,,,,True,,False,True,True,True,True,,,True
12009,3391,2556.0,4730.0,,,,,1801.0,,2237.1,2408.5,2317.9,1490.7,646.9,1636.5,,2293.0,-835.0,1339.0,,,,,-1590.0,,-1153.9,-982.5,-1073.1,-1900.3,-2744.1,-1754.5,,-1098.0,False,,,,,False,,False,False,False,False,False,False,,False
12011,10736,7356.0,3087.0,,,,,4942.0,,5448.0,5112.7,6142.8,738.8,1752.2,13184.0,,4544.0,-3380.0,-7649.0,,,,,-5794.0,,-5288.0,-5623.3,-4593.2,-9997.2,-8983.8,2448.0,,-6192.0,False,,,,,False,,False,False,False,False,False,True,,False
12013,120,66.0,7.0,,,,,89.0,,61.3,48.4,2.9,0.0,24.0,,,22.0,-54.0,-113.0,,,,,-31.0,,-58.7,-71.6,-117.1,-120.0,-96.0,,,-98.0,False,,,,,True,,False,False,False,False,False,,,False
12015,772,510.0,327.0,,,,,174.0,,554.1,430.8,327.5,415.3,246.4,316.6,,468.0,-262.0,-445.0,,,,,-598.0,,-217.9,-341.2,-444.5,-356.7,-525.6,-455.4,,-304.0,False,,,,,False,,True,False,False,False,False,False,,False
12017,671,978.0,1382.0,,,,,512.0,,1202.5,761.0,806.7,815.4,331.0,526.9,,630.0,307.0,711.0,,,,,-159.0,,531.5,90.0,135.7,144.4,-340.0,-144.1,,-41.0,False,,,,,True,,False,True,True,True,False,True,,True
12019,1390,1386.0,483.0,,,,,1119.0,,2013.9,1133.2,1216.5,809.2,722.2,912.7,,882.0,-4.0,-907.0,,,,,-271.0,,623.9,-256.8,-173.5,-580.8,-667.8,-477.3,,-508.0,False,,,,,False,,False,False,False,False,False,False,,False
12021,2164,1524.0,467.0,,,,,319.0,,1670.5,605.9,536.5,61.2,1348.2,1043.1,,1306.0,-640.0,-1697.0,,,,,-1845.0,,-493.5,-1558.1,-1627.5,-2102.8,-815.8,-1120.9,,-858.0,False,,,,,False,,True,False,False,False,False,False,,False
12023,657,744.0,1.0,,,,,331.0,,964.1,307.9,175.8,2.4,196.6,1286.7,,9.0,87.0,-656.0,,,,,-326.0,,307.1,-349.1,-481.2,-654.6,-460.4,629.7,,-648.0,False,,,,,False,,False,False,False,False,False,False,,False
12027,131,72.0,1.0,,,,,198.0,,412.8,52.4,9.7,2.1,29.7,63.4,,61.0,-59.0,-130.0,,,,,67.0,,281.8,-78.6,-121.3,-128.9,-101.3,-67.6,,-70.0,False,,,,,False,,False,False,False,False,False,False,,False
12029,82,204.0,7.0,,,,,37.0,,122.2,120.3,27.4,0.0,27.1,,,2.0,122.0,-75.0,,,,,-45.0,,40.2,38.3,-54.6,-82.0,-55.0,,,-80.0,True,,,,,True,,True,True,True,True,True,,,True
12031,6015,5226.0,6618.0,,,,,4787.0,,5502.3,2776.0,5076.5,396.8,2524.3,3818.2,,3352.0,-789.0,603.0,,,,,-1228.0,,-512.7,-3239.0,-938.5,-5618.2,-3490.7,-2196.8,,-2663.0,True,,,,,False,,True,False,False,False,False,False,,False
12033,1627,1182.0,55.0,,,,,1913.0,,1203.5,871.3,389.3,16.0,527.7,1215.4,,375.0,-445.0,-1572.0,,,,,286.0,,-423.5,-755.7,-1237.7,-1611.0,-1099.3,-411.6,,-1252.0,False,,,,,True,,True,False,False,False,False,True,,False
12035,515,654.0,1497.0,,,,,632.0,,1070.9,467.2,335.4,518.4,118.7,458.0,,372.0,139.0,982.0,,,,,117.0,,555.9,-47.8,-179.6,3.4,-396.3,-57.0,,-143.0,False,,,,,True,,False,True,False,True,False,True,,False
12037,183,84.0,4.0,,,,,12.0,,60.6,72.0,33.5,0.0,84.4,,,3.0,-99.0,-179.0,,,,,-171.0,,-122.4,-111.0,-149.5,-183.0,-98.6,,,-180.0,False,,,,,False,,False,False,False,False,True,,,False
12039,375,660.0,256.0,,,,,313.0,,978.7,244.9,321.2,0.0,175.8,939.5,,2.0,285.0,-119.0,,,,,-62.0,,603.7,-130.1,-53.8,-375.0,-199.2,564.5,,-373.0,True,,,,,True,,False,True,True,False,True,False,,False
12041,111,102.0,29.0,,,,,62.0,,491.0,43.6,16.6,0.1,172.0,,,96.0,-9.0,-82.0,,,,,-49.0,,380.0,-67.4,-94.4,-110.9,61.0,,,-15.0,False,,,,,False,,False,False,False,False,False,,,False
12043,113,138.0,43.0,,,,,22.0,,115.9,31.5,28.1,0.0,28.1,,,75.0,25.0,-70.0,,,,,-91.0,,2.9,-81.5,-84.9,-113.0,-84.9,,,-38.0,False,,,,,False,,True,False,False,False,False,,,False
12045,78,42.0,4.0,,,,,20.0,,256.1,49.9,6.0,0.1,47.1,,,1.0,-36.0,-74.0,,,,,-58.0,,178.1,-28.1,-72.0,-77.9,-30.9,,,-77.0,False,,,,,False,,False,True,False,False,True,,,False
12047,84,462.0,,,,,,52.0,,330.5,60.8,96.7,0.9,53.2,,,0.0,378.0,,,,,,-32.0,,246.5,-23.2,12.7,-83.1,-30.8,,,-84.0,,,,,,True,,True,True,True,True,True,,,True
12049,343,378.0,153.0,,,,,135.0,,743.0,95.9,110.8,0.9,541.5,157.4,,30.0,35.0,-190.0,,,,,-208.0,,400.0,-247.1,-232.2,-342.1,198.5,-185.6,,-313.0,False,,,,,False,,False,False,False,False,False,False,,False
12051,195,174.0,18.0,,,,,153.0,,532.6,89.5,27.2,0.1,48.5,165.4,,5.0,-21.0,-177.0,,,,,-42.0,,337.6,-105.5,-167.8,-194.9,-146.5,-29.6,,-190.0,False,,,,,False,,False,False,False,False,False,False,,False
12053,811,858.0,1092.0,,,,,863.0,,1264.4,631.5,712.7,865.3,215.5,588.4,,1021.0,47.0,281.0,,,,,52.0,,453.4,-179.5,-98.3,54.3,-595.5,-222.6,,210.0,False,,,,,False,,False,False,False,False,False,False,,False
12055,611,492.0,559.0,,,,,167.0,,723.1,380.6,152.9,1.4,5.3,221.7,,301.0,-119.0,-52.0,,,,,-444.0,,112.1,-230.4,-458.1,-609.6,-605.7,-389.3,,-310.0,True,,,,,False,,True,False,False,False,False,False,,False
12057,7700,7734.0,6513.0,,,,,6420.0,,5378.7,3062.5,7037.6,492.2,513.7,4104.0,,6043.0,34.0,-1187.0,,,,,-1280.0,,-2321.3,-4637.5,-662.4,-7207.8,-7186.4,-3596.0,,-1657.0,False,,,,,False,,False,False,False,False,False,False,,False
12059,208,168.0,74.0,,,,,168.0,,460.2,74.0,17.6,0.2,172.6,,,78.0,-40.0,-134.0,,,,,-40.0,,252.2,-134.0,-190.4,-207.8,-35.4,,,-130.0,False,,,,,False,,False,False,False,False,True,,,False
12061,824,606.0,2140.0,,,,,542.0,,639.1,386.7,472.0,305.0,192.5,349.0,,618.0,-218.0,1316.0,,,,,-282.0,,-184.9,-437.3,-352.0,-519.0,-631.5,-475.0,,-206.0,False,,,,,False,,True,False,False,False,False,False,,True
12063,441,678.0,73.0,,,,,354.0,,971.9,301.7,140.9,0.8,364.2,385.7,,7.0,237.0,-368.0,,,,,-87.0,,530.9,-139.3,-300.1,-440.2,-76.8,-55.3,,-434.0,False,,,,,True,,False,True,False,False,True,True,,False
12065,139,84.0,3.0,,,,,12.0,,85.3,62.4,12.2,0.0,25.5,,,34.0,-55.0,-136.0,,,,,-127.0,,-53.7,-76.6,-126.8,-139.0,-113.5,,,-105.0,False,,,,,False,,True,False,False,False,False,,,False
12067,50,66.0,35.0,,,,,30.0,,32.1,34.6,7.8,0.2,366.3,536.5,,53.0,16.0,-15.0,,,,,-20.0,,-17.9,-15.4,-42.2,-49.8,316.3,486.5,,3.0,True,,,,,False,,False,True,False,False,False,False,,True
12069,1418,1446.0,597.0,,,,,2971.0,,2188.7,1211.7,1182.6,1202.6,707.4,725.6,,898.0,28.0,-821.0,,,,,1553.0,,770.7,-206.3,-235.4,-215.4,-710.6,-692.4,,-520.0,False,,,,,False,,False,False,False,False,False,False,,False
12071,3705,2598.0,613.0,,,,,951.0,,2000.9,1139.4,2159.3,442.2,656.1,1491.9,,2573.0,-1107.0,-3092.0,,,,,-2754.0,,-1704.1,-2565.6,-1545.7,-3262.8,-3048.9,-2213.1,,-1132.0,False,,,,,False,,False,False,False,False,False,False,,False
12073,2556,6006.0,10600.0,,,,,1897.0,,7226.6,2047.6,5533.4,4075.6,2950.7,2790.0,,1528.0,3450.0,8044.0,,,,,-659.0,,4670.6,-508.4,2977.4,1519.6,394.7,234.0,,-1028.0,False,,,,,True,,False,True,True,True,True,True,,True
12075,151,234.0,7.0,,,,,161.0,,618.1,125.2,41.4,16.6,65.0,,,210.0,83.0,-144.0,,,,,10.0,,467.1,-25.8,-109.6,-134.4,-86.0,,,59.0,False,,,,,True,,False,True,False,False,False,,,True
12077,51,90.0,,,,,,35.0,,93.8,48.0,8.3,0.2,6.9,,,1.0,39.0,,,,,,-16.0,,42.8,-3.0,-42.7,-50.8,-44.1,,,-50.0,,,,,,True,,False,True,False,False,False,,,False
12079,87,120.0,44.0,,,,,36.0,,845.3,68.1,27.3,0.2,74.0,,,4.0,33.0,-43.0,,,,,-51.0,,758.3,-18.9,-59.7,-86.8,-13.0,,,-83.0,False,,,,,False,,False,True,False,False,True,,,False
12081,2305,1740.0,8950.0,,,,,1166.0,,1460.0,800.5,1225.5,301.9,388.5,1164.2,,1582.0,-565.0,6645.0,,,,,-1139.0,,-845.0,-1504.5,-1079.5,-2003.1,-1916.5,-1140.8,,-723.0,False,,,,,False,,False,False,False,False,False,False,,False
12083,1525,1758.0,2546.0,,,,,1634.0,,1927.3,1633.2,1014.1,1235.1,197.3,3180.1,,1035.0,233.0,1021.0,,,,,109.0,,402.3,108.2,-510.9,-289.9,-1327.7,1655.1,,-490.0,False,,,,,True,,False,True,False,False,False,False,,False
12085,685,1038.0,175.0,,,,,1052.0,,1020.8,154.2,450.2,18.4,285.9,532.2,,1893.0,353.0,-510.0,,,,,367.0,,335.8,-530.8,-234.8,-666.6,-399.1,-152.8,,1208.0,False,,,,,False,,True,False,True,False,False,True,,False
12086,19375,16356.0,16579.0,,,,,4568.0,,11175.0,8779.9,12874.0,,4241.4,16513.1,,110.0,-3019.0,-2796.0,,,,,-14807.0,,-8200.0,-10595.1,-6501.0,,-15133.6,-2861.9,,-19265.0,True,,,,,False,,False,False,False,,False,True,,False
12087,501,144.0,85.0,,,,,2.0,,692.8,178.5,58.4,0.1,0.0,108.0,,130.0,-357.0,-416.0,,,,,-499.0,,191.8,-322.5,-442.6,-500.9,-501.0,-393.0,,-371.0,False,,,,,False,,True,True,False,False,False,False,,False
12089,488,576.0,296.0,,,,,260.0,,942.5,431.4,282.3,468.8,98.0,441.3,,335.0,88.0,-192.0,,,,,-228.0,,454.5,-56.6,-205.7,-19.2,-390.0,-46.7,,-153.0,False,,,,,False,,False,True,False,True,False,True,,False
12091,1766,924.0,1372.0,,,,,1498.0,,1170.7,671.9,382.9,305.3,353.1,458.3,,371.0,-842.0,-394.0,,,,,-268.0,,-595.3,-1094.1,-1383.1,-1460.7,-1412.8,-1307.7,,-1395.0,True,,,,,True,,True,False,False,False,False,False,,False
12093,307,708.0,44.0,,,,,247.0,,895.4,128.2,196.0,0.4,132.6,420.2,,315.0,401.0,-263.0,,,,,-60.0,,588.4,-178.8,-111.0,-306.6,-174.4,113.2,,8.0,True,,,,,True,,False,True,True,True,True,True,,True
12095,7616,5832.0,3648.0,,,,,11111.0,,4705.0,2738.2,4938.6,408.5,2394.2,3697.6,,4456.0,-1784.0,-3968.0,,,,,3495.0,,-2911.0,-4877.8,-2677.4,-7207.5,-5221.8,-3918.4,,-3160.0,False,,,,,False,,False,False,False,False,False,False,,False
12097,2238,1854.0,3328.0,,,,,1856.0,,1622.5,982.2,1680.1,198.1,527.1,2738.0,,1424.0,-384.0,1090.0,,,,,-382.0,,-615.5,-1255.8,-557.9,-2039.9,-1710.9,500.0,,-814.0,False,,,,,True,,False,False,False,False,False,False,,False
12099,7291,7698.0,5654.0,,,,,5015.0,,5106.6,3290.4,6649.9,671.0,1448.3,4639.7,,6462.0,407.0,-1637.0,,,,,-2276.0,,-2184.4,-4000.6,-641.1,-6620.0,-5842.7,-2651.3,,-829.0,False,,,,,False,,False,False,False,False,False,False,,False
12101,2156,1854.0,4351.0,,,,,2507.0,,1650.3,1439.7,1687.6,621.5,290.5,1175.6,,2179.0,-302.0,2195.0,,,,,351.0,,-505.7,-716.3,-468.4,-1534.5,-1865.5,-980.4,,23.0,False,,,,,False,,False,False,False,False,False,False,,True
12103,4546,3408.0,7121.0,,,,,2233.0,,2917.4,1430.2,2770.1,766.6,1831.5,2439.3,,2512.0,-1138.0,2575.0,,,,,-2313.0,,-1628.6,-3115.8,-1775.9,-3779.4,-2714.5,-2106.7,,-2034.0,False,,,,,False,,False,False,False,False,False,False,,False
12105,4129,4188.0,9192.0,,,,,3803.0,,2969.0,1630.3,3510.1,1475.8,881.2,2893.4,,2877.0,59.0,5063.0,,,,,-326.0,,-1160.0,-2498.7,-618.9,-2653.2,-3247.8,-1235.6,,-1252.0,False,,,,,False,,False,False,False,False,False,False,,False
12107,365,642.0,983.0,,,,,632.0,,960.9,280.8,272.3,1.3,21.8,460.7,,364.0,277.0,618.0,,,,,267.0,,595.9,-84.2,-92.7,-363.7,-343.2,95.7,,-1.0,False,,,,,True,,False,True,True,False,False,True,,True
12109,1529,1272.0,1005.0,,,,,1675.0,,1588.8,789.5,1121.4,569.0,84.3,636.6,,737.0,-257.0,-524.0,,,,,146.0,,59.8,-739.5,-407.6,-960.0,-1444.7,-892.4,,-792.0,False,,,,,True,,True,False,False,False,False,False,,False
12111,1342,1596.0,1819.0,,,,,1194.0,,1296.7,792.4,738.5,199.0,609.2,1034.9,,1057.0,254.0,477.0,,,,,-148.0,,-45.3,-549.6,-603.5,-1143.0,-732.8,-307.1,,-285.0,False,,,,,True,,True,False,False,False,False,False,,False
12113,796,582.0,519.0,,,,,1145.0,,787.7,667.4,258.5,244.3,319.8,411.8,,179.0,-214.0,-277.0,,,,,349.0,,-8.3,-128.6,-537.5,-551.7,-476.2,-384.2,,-617.0,False,,,,,False,,True,True,False,False,False,False,,False
12115,1897,1578.0,5684.0,,,,,672.0,,1595.9,1252.9,1242.6,454.7,4.2,959.4,,1597.0,-319.0,3787.0,,,,,-1225.0,,-301.1,-644.1,-654.4,-1442.3,-1892.8,-937.6,,-300.0,False,,,,,False,,True,False,False,False,False,False,,True
12117,1619,1572.0,799.0,,,,,4108.0,,1347.0,1276.1,1411.5,454.2,156.3,837.5,,1795.0,-47.0,-820.0,,,,,2489.0,,-272.0,-342.9,-207.5,-1164.8,-1462.7,-781.5,,176.0,False,,,,,False,,False,False,False,False,False,False,,False
12119,793,318.0,131.0,,,,,969.0,,744.8,544.3,157.4,453.8,280.0,503.7,,166.0,-475.0,-662.0,,,,,176.0,,-48.2,-248.7,-635.6,-339.2,-513.0,-289.3,,-627.0,False,,,,,True,,True,True,False,True,False,True,,False
12121,420,366.0,385.0,,,,,181.0,,526.1,189.0,225.5,1.2,38.2,301.3,,4.0,-54.0,-35.0,,,,,-239.0,,106.1,-231.0,-194.5,-418.8,-381.8,-118.7,,-416.0,True,,,,,False,,False,False,False,False,False,False,,False
12123,202,258.0,20.0,,,,,91.0,,433.0,100.8,75.2,0.1,66.0,596.6,,0.0,56.0,-182.0,,,,,-111.0,,231.0,-101.2,-126.8,-201.9,-136.0,394.6,,-202.0,False,,,,,False,,False,False,False,False,False,False,,False
12125,265,504.0,98.0,,,,,124.0,,501.3,132.1,118.6,0.8,175.1,,,3.0,239.0,-167.0,,,,,-141.0,,236.3,-132.9,-146.4,-264.2,-89.9,,,-262.0,True,,,,,True,,True,True,True,False,True,,,False
12127,2432,2352.0,2763.0,,,,,5048.0,,2097.9,1785.3,1610.1,1163.3,452.4,1613.9,,1503.0,-80.0,331.0,,,,,2616.0,,-334.1,-646.7,-821.9,-1268.7,-1979.6,-818.1,,-929.0,False,,,,,False,,False,False,False,False,False,False,,False
12129,248,468.0,0.0,,,,,55.0,,763.1,188.3,99.0,0.1,2.9,480.6,,218.0,220.0,-248.0,,,,,-193.0,,515.1,-59.7,-149.0,-247.9,-245.1,232.6,,-30.0,False,,,,,True,,False,True,True,False,False,False,,True
12131,626,402.0,188.0,,,,,510.0,,777.1,184.8,89.2,14.3,3.1,166.7,,193.0,-224.0,-438.0,,,,,-116.0,,151.1,-441.2,-536.8,-611.7,-622.9,-459.3,,-433.0,False,,,,,True,,True,False,False,False,False,False,,False
12133,192,48.0,4.0,,,,,216.0,,305.7,66.6,12.2,0.0,1.3,102.0,,21.0,-144.0,-188.0,,,,,24.0,,113.7,-125.4,-179.8,-192.0,-190.7,-90.0,,-171.0,False,,,,,True,,True,True,False,False,False,True,,False
13001,181,270.0,54.0,,,,,107.0,,220.1,81.7,59.2,0.2,86.9,,,0.0,89.0,-127.0,,,,,-74.0,,39.1,-99.3,-121.8,-180.8,-94.1,,,-181.0,False,,,,,True,,True,False,False,False,False,,,False
13003,53,24.0,7.0,,,,,64.0,,20.1,20.6,0.9,0.0,9.7,,,0.0,-29.0,-46.0,,,,,11.0,,-32.9,-32.4,-52.1,-53.0,-43.3,,,-53.0,False,,,,,True,,False,False,False,False,False,,,False
13005,56,180.0,42.0,,,,,69.0,,208.8,40.2,28.6,0.1,109.7,,,1.0,124.0,-14.0,,,,,13.0,,152.8,-15.8,-27.4,-55.9,53.7,,,-55.0,True,,,,,True,,False,True,True,True,True,,,True
13007,14,30.0,0.0,,,,,31.0,,8.7,5.2,1.1,,20.8,,,30.0,16.0,-14.0,,,,,17.0,,-5.3,-8.8,-12.9,,6.8,,,16.0,True,,,,,False,,True,True,True,,True,,,False
13009,290,858.0,168.0,,,,,375.0,,570.0,363.7,223.0,0.1,196.1,637.6,,72.0,568.0,-122.0,,,,,85.0,,280.0,73.7,-67.0,-289.9,-93.9,347.6,,-218.0,True,,,,,True,,True,True,True,True,True,True,,True
13011,109,210.0,185.0,,,,,243.0,,463.0,107.6,43.0,106.8,128.8,,,113.0,101.0,76.0,,,,,134.0,,354.0,-1.4,-66.0,-2.2,19.8,,,4.0,True,,,,,False,,False,True,True,True,True,,,True
13013,583,684.0,468.0,,,,,672.0,,738.5,324.6,342.1,252.9,368.4,735.4,,398.0,101.0,-115.0,,,,,89.0,,155.5,-258.4,-240.9,-330.1,-214.6,152.4,,-185.0,False,,,,,True,,False,False,False,False,False,False,,False
13015,924,744.0,362.0,,,,,1084.0,,901.1,351.4,316.1,268.9,388.3,542.4,,378.0,-180.0,-562.0,,,,,160.0,,-22.9,-572.6,-607.9,-655.1,-535.7,-381.6,,-546.0,False,,,,,True,,True,False,False,False,False,False,,False
13017,148,240.0,139.0,,,,,84.0,,219.3,75.9,56.5,0.0,246.5,,,40.0,92.0,-9.0,,,,,-64.0,,71.3,-72.1,-91.5,-148.0,98.5,,,-108.0,True,,,,,True,,True,True,True,False,False,,,False
13019,65,120.0,43.0,,,,,63.0,,157.6,37.5,41.5,30.7,23.9,,,113.0,55.0,-22.0,,,,,-2.0,,92.6,-27.5,-23.5,-34.3,-41.1,,,48.0,True,,,,,True,,False,True,True,True,True,,,True
13021,751,1488.0,280.0,,,,,1234.0,,1135.3,662.5,671.0,13.3,454.0,1058.1,,578.0,737.0,-471.0,,,,,483.0,,384.3,-88.5,-80.0,-737.7,-297.0,307.1,,-173.0,True,,,,,True,,True,True,True,False,True,True,,True
13023,113,60.0,66.0,,,,,186.0,,175.5,64.8,4.4,0.0,12.9,,,20.0,-53.0,-47.0,,,,,73.0,,62.5,-48.2,-108.6,-113.0,-100.1,,,-93.0,True,,,,,False,,False,True,False,False,False,,,False
13025,132,102.0,43.0,,,,,57.0,,156.9,44.5,23.4,39.4,32.9,,,140.0,-30.0,-89.0,,,,,-75.0,,24.9,-87.5,-108.6,-92.6,-99.1,,,8.0,False,,,,,False,,True,False,False,False,False,,,True
13027,46,108.0,7.0,,,,,37.0,,197.6,39.2,19.7,0.1,5.1,,,73.0,62.0,-39.0,,,,,-9.0,,151.6,-6.8,-26.3,-45.9,-40.9,,,27.0,True,,,,,True,,False,True,True,True,True,,,True
13029,269,456.0,642.0,,,,,287.0,,572.2,140.4,270.3,101.1,17.2,,,177.0,187.0,373.0,,,,,18.0,,303.2,-128.6,1.3,-167.9,-251.8,,,-92.0,False,,,,,True,,False,True,True,True,False,,,True
13031,349,936.0,504.0,,,,,1140.0,,755.6,317.0,568.3,0.1,255.4,338.4,,276.0,587.0,155.0,,,,,791.0,,406.6,-32.0,219.3,-348.9,-93.6,-10.6,,-73.0,True,,,,,False,,True,True,True,True,True,True,,True
13033,146,210.0,104.0,,,,,199.0,,331.9,115.3,123.1,0.1,24.1,,,97.0,64.0,-42.0,,,,,53.0,,185.9,-30.7,-22.9,-145.9,-121.9,,,-49.0,True,,,,,True,,False,True,True,False,False,,,True
13035,134,102.0,143.0,,,,,186.0,,491.9,76.6,21.3,1.2,50.3,,,50.0,-32.0,9.0,,,,,52.0,,357.9,-57.4,-112.7,-132.8,-83.7,,,-84.0,True,,,,,False,,False,False,False,False,False,,,False
13037,44,12.0,0.0,,,,,51.0,,6.6,8.0,2.4,0.1,10.3,,,5.0,-32.0,-44.0,,,,,7.0,,-37.4,-36.0,-41.6,-43.9,-33.7,,,-39.0,False,,,,,True,,False,False,False,False,False,,,False
13039,228,510.0,477.0,,,,,271.0,,544.5,261.2,283.5,0.3,143.6,336.7,,363.0,282.0,249.0,,,,,43.0,,316.5,33.2,55.5,-227.7,-84.4,108.7,,135.0,True,,,,,True,,False,True,True,True,True,True,,True
13043,135,90.0,43.0,,,,,67.0,,51.2,37.8,26.5,0.0,53.3,,,34.0,-45.0,-92.0,,,,,-68.0,,-83.8,-97.2,-108.5,-135.0,-81.7,,,-101.0,False,,,,,False,,False,False,False,False,False,,,False
13045,809,690.0,866.0,,,,,1173.0,,700.3,434.6,261.9,285.0,518.6,625.4,,621.0,-119.0,57.0,,,,,364.0,,-108.7,-374.4,-547.1,-524.0,-290.4,-183.6,,-188.0,True,,,,,False,,True,False,False,False,False,False,,False
13047,392,564.0,1712.0,,,,,689.0,,626.1,334.0,176.7,259.5,181.0,395.1,,356.0,172.0,1320.0,,,,,297.0,,234.1,-58.0,-215.3,-132.5,-211.0,3.1,,-36.0,False,,,,,False,,False,True,False,True,False,True,,True
13049,42,108.0,3.0,,,,,81.0,,49.7,43.0,36.9,0.0,126.0,,,13.0,66.0,-39.0,,,,,39.0,,7.7,1.0,-5.1,-42.0,84.0,,,-29.0,True,,,,,True,,True,True,True,True,False,,,True
13051,1456,2076.0,4934.0,,,,,2101.0,,1575.7,933.6,1373.1,673.2,204.4,1306.7,,1038.0,620.0,3478.0,,,,,645.0,,119.7,-522.4,-82.9,-782.8,-1251.5,-149.3,,-418.0,False,,,,,False,,True,True,True,False,False,True,,True
13053,184,228.0,0.0,,,,,255.0,,79.6,91.6,41.6,0.1,206.9,59.3,,51.0,44.0,-184.0,,,,,71.0,,-104.4,-92.4,-142.4,-183.9,22.9,-124.7,,-133.0,False,,,,,False,,False,False,False,False,True,False,,False
13055,260,252.0,77.0,,,,,249.0,,346.8,149.1,172.4,1.7,104.0,,,130.0,-8.0,-183.0,,,,,-11.0,,86.8,-110.9,-87.6,-258.3,-156.0,,,-130.0,False,,,,,False,,False,False,False,False,False,,,False
13057,1580,1590.0,3510.0,,,,,1670.0,,1664.0,1058.1,1154.4,718.9,789.4,1402.4,,801.0,10.0,1930.0,,,,,90.0,,84.0,-521.9,-425.6,-861.1,-790.6,-177.6,,-779.0,False,,,,,False,,False,False,False,False,False,False,,False
13059,993,2550.0,1252.0,,,,,1423.0,,2410.4,856.9,1279.3,0.0,1067.1,1262.1,,447.0,1557.0,259.0,,,,,430.0,,1417.4,-136.1,286.3,-993.0,74.1,269.1,,-546.0,True,,,,,True,,True,True,True,True,True,True,,True
13061,5,24.0,0.0,,,,,18.0,,13.7,5.8,0.4,0.0,3.2,,,8.0,19.0,-5.0,,,,,13.0,,8.7,0.8,-4.6,-5.0,-1.8,,,3.0,True,,,,,True,,True,True,True,True,True,,,True
13063,1482,1146.0,721.0,,,,,1390.0,,1183.5,637.1,386.7,9.9,129.0,1036.3,,655.0,-336.0,-761.0,,,,,-92.0,,-298.5,-844.9,-1095.3,-1472.1,-1353.0,-445.7,,-827.0,False,,,,,True,,True,False,False,False,False,False,,False
13065,96,198.0,132.0,,,,,24.0,,101.4,44.8,51.3,0.0,163.6,,,0.0,102.0,36.0,,,,,-72.0,,5.4,-51.2,-44.7,-96.0,67.6,,,-96.0,True,,,,,True,,True,True,True,True,True,,,True
13067,3342,3402.0,2646.0,,,,,3362.0,,2693.1,1684.0,2635.4,771.8,1528.1,2388.4,,1357.0,60.0,-696.0,,,,,20.0,,-648.9,-1658.0,-706.6,-2570.2,-1813.9,-953.6,,-1985.0,False,,,,,True,,False,False,False,False,False,False,,False
13069,327,414.0,385.0,,,,,243.0,,294.2,143.9,189.6,2.7,246.2,276.4,,41.0,87.0,58.0,,,,,-84.0,,-32.8,-183.1,-137.4,-324.3,-80.8,-50.6,,-286.0,True,,,,,True,,True,False,False,False,True,True,,False
13071,280,222.0,126.0,,,,,392.0,,240.8,124.1,38.6,5.4,235.8,105.2,,59.0,-58.0,-154.0,,,,,112.0,,-39.2,-155.9,-241.4,-274.6,-44.2,-174.8,,-221.0,False,,,,,False,,True,False,False,False,True,False,,False
13073,860,1044.0,378.0,,,,,956.0,,937.6,478.6,515.6,572.6,357.8,648.4,,640.0,184.0,-482.0,,,,,96.0,,77.6,-381.4,-344.4,-287.4,-502.2,-211.6,,-220.0,False,,,,,True,,True,False,False,False,False,False,,False
