,predicted_cases,actual_cases,error,perc_error
LNQ-ens1,553453.4,561455,-8001.6,-1.4%
UMich-RidgeTfReg,540421.7,561455,-21033.3,-3.7%
Karlen-pypm,537728.6,561455,-23726.4,-4.2%
DDS-NBDS,534163.6,561455,-27291.4,-4.9%
RobertWalraven-ESG,589693.7,561455,28238.7,5.0%
USACE-ERDC_SEIR,524051.2,561455,-37403.8,-6.7%
OliverWyman-Navigator,510422.0,561455,-51033.0,-9.1%
Geneva-DetGrowth,501716.5,561455,-59738.5,-10.6%
QJHong-Encounter,496446.9,561455,-65008.1,-11.6%
BPagano-RtDriven,493030.3,561455,-68424.7,-12.2%
USC-SI_kJalpha,481278.5,561455,-80176.5,-14.3%
Columbia_UNC-SurvCon,479619.0,561455,-81836.0,-14.6%
UCLA-SuEIR,476041.7,561455,-85413.3,-15.2%
Covid19Sim-Simulator,473008.5,561455,-88446.5,-15.8%
IQVIA_ACOE-STAN,472940.0,561455,-88515.0,-15.8%
COVIDhub-ensemble,472736.0,561455,-88719.0,-15.8%
IowaStateLW-STEM,472464.0,561455,-88991.0,-15.9%
CU-select,471318.0,561455,-90137.0,-16.1%
COVIDhub-baseline,468793.0,561455,-92662.0,-16.5%
JCB-PRM,467395.1,561455,-94059.9,-16.8%
CEID-Walk,463164.3,561455,-98290.7,-17.5%
IBF-TimeSeries,664442.0,561455,102987.0,18.3%
JHU_CSSE-DECOM,438160.0,561455,-123295.0,-22.0%
JHUAPL-Bucky,436909.4,561455,-124545.6,-22.2%
LANL-GrowthRate,411044.1,561455,-150410.9,-26.8%
CovidAnalytics-DELPHI,281593.0,561455,-279862.0,-49.8%
JHU_IDD-CovidSP,267934.2,561455,-293520.8,-52.3%
TTU-squider,255996.3,561455,-305458.7,-54.4%
Google_Harvard-CPF,,561455,,
JHU_UNC_GAS-StatMechPool,,561455,,
UCSB-ACTS,,561455,,
