,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
37111,241,195.0,218.7,,187.0,272.0,,,,,161.9,,216.0,,195.3,83.1,,71.2,201.7,77.9,281.0,,,,163.5,,,,230.0,112.8,,-46.0,-22.3,,-54.0,31.0,,,,,-79.1,,-25.0,,-45.7,-157.9,,-169.8,-39.3,-163.1,40.0,,,,-77.5,,,,-11.0,-128.2,,True,,False,True,,,,,False,,True,,True,False,,False,True,False,True,,,,False,,,,True,False,
37113,91,90.0,111.7,,90.0,188.0,,,,,92.5,,88.0,,98.3,138.3,,19.9,118.5,62.6,200.0,,,,,,,,79.0,49.6,,-1.0,20.7,,-1.0,97.0,,,,,1.5,,-3.0,,7.3,47.3,,-71.1,27.5,-28.4,109.0,,,,,,,,-12.0,-41.4,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,False,
37115,166,39.0,39.9,,41.0,74.0,,,,,58.2,,63.0,,43.1,70.6,,15.7,42.1,53.3,43.0,,,,,,,,47.0,19.6,,-127.0,-126.1,,-125.0,-92.0,,,,,-107.8,,-103.0,,-122.9,-95.4,,-150.3,-123.9,-112.7,-123.0,,,,,,,,-119.0,-146.4,,True,,True,True,,,,,True,,True,,True,True,,False,True,True,True,,,,,,,,True,False,
37117,118,120.0,123.2,,112.0,132.0,,,,,148.3,,88.0,,134.4,77.8,,76.5,110.9,58.9,258.0,,,,,,,,139.0,66.4,,2.0,5.2,,-6.0,14.0,,,,,30.3,,-30.0,,16.4,-40.2,,-41.5,-7.1,-59.1,140.0,,,,,,,,21.0,-51.6,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,False,
37119,4200,2577.0,2562.8,2700.4,2232.0,3408.0,,,,,1240.5,,2323.0,,2136.0,1243.2,,2088.4,3033.2,275.9,3474.0,,,,1859.7,2459.0,,,3162.0,1469.7,,-1623.0,-1637.2,-1499.6,-1968.0,-792.0,,,,,-2959.5,,-1877.0,,-2064.0,-2956.8,,-2111.6,-1166.8,-3924.1,-726.0,,,,-2340.3,-1741.0,,,-1038.0,-2730.3,,False,True,False,True,,,,,False,,False,,False,False,,False,True,False,True,,,,False,False,,,True,False,
37121,72,15.0,11.0,,21.0,32.0,,,,,106.8,,48.0,,19.2,22.7,,1.7,25.7,24.0,27.0,,,,,,,,7.0,21.7,,-57.0,-61.0,,-51.0,-40.0,,,,,34.8,,-24.0,,-52.8,-49.3,,-70.3,-46.3,-48.0,-45.0,,,,,,,,-65.0,-50.3,,False,,True,True,,,,,True,,True,,True,True,,False,True,True,True,,,,,,,,False,True,
37123,123,66.0,68.0,,66.0,41.0,,,,,175.6,,130.0,,78.4,40.4,,19.1,65.7,0.3,63.0,,,,77.5,,,,111.0,26.9,197.5,-57.0,-55.0,,-57.0,-82.0,,,,,52.6,,7.0,,-44.6,-82.6,,-103.9,-57.3,-122.7,-60.0,,,,-45.5,,,,-12.0,-96.1,74.5,True,,False,False,,,,,True,,True,,True,False,,False,False,False,False,,,,True,,,,True,False,False
37125,348,477.0,473.9,,433.0,574.0,,,,,280.1,,387.0,,422.6,290.3,,410.7,529.3,364.1,842.0,,,,313.3,,,,457.0,442.2,,129.0,125.9,,85.0,226.0,,,,,-67.9,,39.0,,74.6,-57.7,,62.7,181.3,16.1,494.0,,,,-34.7,,,,109.0,94.2,,True,,True,False,,,,,True,,True,,True,True,,True,False,True,False,,,,True,,,,True,True,
37127,730,789.0,818.5,,614.0,1121.0,,,,,297.2,,340.0,,736.5,348.9,,552.1,745.5,395.5,1127.0,,,,553.7,,,,741.0,575.4,,59.0,88.5,,-116.0,391.0,,,,,-432.8,,-390.0,,6.5,-381.1,,-177.9,15.5,-334.5,397.0,,,,-176.3,,,,11.0,-154.6,,False,,False,False,,,,,False,,False,,True,False,,False,True,False,False,,,,False,,,,True,False,
37129,747,633.0,660.8,,585.0,1028.0,,,,,431.2,,495.0,,594.8,362.8,,455.8,614.0,567.6,794.0,,,,467.8,607.0,,,941.0,463.1,,-114.0,-86.2,,-162.0,281.0,,,,,-315.8,,-252.0,,-152.2,-384.2,,-291.2,-133.0,-179.4,47.0,,,,-279.2,-140.0,,,194.0,-283.9,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,True,,,,False,False,,,False,False,
37131,74,78.0,80.0,,58.0,39.0,,,,,134.9,,43.0,,84.8,36.6,,25.6,76.3,27.2,104.0,,,,,,,,122.0,69.3,,4.0,6.0,,-16.0,-35.0,,,,,60.9,,-31.0,,10.8,-37.4,,-48.4,2.3,-46.8,30.0,,,,,,,,48.0,-4.7,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,False,,,,,,,,False,False,
37133,925,741.0,762.2,,736.0,1600.0,,,,,387.4,,890.0,,736.7,438.3,,760.9,755.2,506.7,1305.0,,,,509.2,1037.0,,,919.0,365.0,,-184.0,-162.8,,-189.0,675.0,,,,,-537.6,,-35.0,,-188.3,-486.7,,-164.1,-169.8,-418.3,380.0,,,,-415.8,112.0,,,-6.0,-560.0,,True,,False,False,,,,,False,,True,,False,False,,True,True,False,False,,,,False,True,,,True,False,
37135,338,243.0,241.3,,245.0,389.0,,,,,190.3,,528.0,,244.8,176.7,,198.2,359.4,233.0,334.0,,,,244.0,275.0,,,416.0,171.5,,-95.0,-96.7,,-93.0,51.0,,,,,-147.7,,190.0,,-93.2,-161.3,,-139.8,21.4,-105.0,-4.0,,,,-94.0,-63.0,,,78.0,-166.5,,False,,True,True,,,,,False,,False,,True,False,,False,True,False,True,,,,True,True,,,True,False,
37137,40,63.0,69.0,,23.0,8.0,,,,,95.0,,19.0,,47.1,17.7,,22.6,55.0,0.0,39.0,,,,,,,,130.0,23.2,,23.0,29.0,,-17.0,-32.0,,,,,55.0,,-21.0,,7.1,-22.3,,-17.4,15.0,-40.0,-1.0,,,,,,,,90.0,-16.8,,False,,True,False,,,,,False,,True,,True,True,,True,True,False,True,,,,,,,,False,True,
37139,118,174.0,161.8,,141.0,137.0,,,,,178.1,,140.0,,189.8,76.1,,60.9,140.1,131.1,266.0,,,,,,,,339.0,77.9,,56.0,43.8,,23.0,19.0,,,,,60.1,,22.0,,71.8,-41.9,,-57.1,22.1,13.1,148.0,,,,,,,,221.0,-40.1,,True,,True,True,,,,,False,,True,,False,True,,False,True,True,False,,,,,,,,False,True,
37141,331,300.0,284.7,,218.0,453.0,,,,,166.3,,178.0,,286.9,228.3,,68.8,238.6,152.5,493.0,,,,188.5,,,,467.0,197.5,,-31.0,-46.3,,-113.0,122.0,,,,,-164.7,,-153.0,,-44.1,-102.7,,-262.2,-92.4,-178.5,162.0,,,,-142.5,,,,136.0,-133.5,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,,,,False,False,
37143,48,45.0,45.5,,32.0,18.0,,,,,95.2,,31.0,,46.3,22.9,,12.4,47.2,23.7,41.0,,,,,,,,127.0,28.9,,-3.0,-2.5,,-16.0,-30.0,,,,,47.2,,-17.0,,-1.7,-25.1,,-35.6,-0.8,-24.3,-7.0,,,,,,,,79.0,-19.1,,True,,False,False,,,,,False,,False,,True,False,,False,True,False,False,,,,,,,,False,False,
37145,203,138.0,149.3,,136.0,43.0,,,,,151.6,,140.0,,137.1,101.8,,61.3,149.0,79.2,240.0,,,,,,,,203.0,75.2,,-65.0,-53.7,,-67.0,-160.0,,,,,-51.4,,-63.0,,-65.9,-101.2,,-141.7,-54.0,-123.8,37.0,,,,,,,,0.0,-127.8,,True,,False,False,,,,,True,,True,,False,False,,False,True,False,True,,,,,,,,True,False,
37147,847,1140.0,1184.1,,863.0,2293.0,,,,,369.4,,676.0,,1012.0,437.1,,782.0,1137.5,1.4,1711.0,,,,873.3,1191.0,,,1278.0,595.1,,293.0,337.1,,16.0,1446.0,,,,,-477.6,,-171.0,,165.0,-409.9,,-65.0,290.5,-845.6,864.0,,,,26.3,344.0,,,431.0,-251.9,,False,,True,False,,,,,False,,True,,True,False,,True,True,False,False,,,,True,False,,,False,True,
37149,58,51.0,51.5,,50.0,2.0,,,,,107.9,,73.0,,67.9,24.3,,15.2,52.9,33.5,103.0,,,,,,,,144.0,29.9,,-7.0,-6.5,,-8.0,-56.0,,,,,49.9,,15.0,,9.9,-33.7,,-42.8,-5.1,-24.5,45.0,,,,,,,,86.0,-28.1,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,False,,,,,,,,False,False,
37151,750,564.0,567.9,,527.0,841.0,,,,,418.0,,643.0,,520.0,452.8,,467.6,722.8,219.1,1053.0,,,,409.2,1239.0,,,1015.0,304.7,,-186.0,-182.1,,-223.0,91.0,,,,,-332.0,,-107.0,,-230.0,-297.2,,-282.4,-27.2,-530.9,303.0,,,,-340.8,489.0,,,265.0,-445.3,,True,,False,True,,,,,False,,True,,False,False,,False,True,False,False,,,,False,False,,,False,False,
37153,284,285.0,278.5,,231.0,76.0,,,,,178.9,,264.0,,272.8,200.0,,201.3,249.0,130.9,457.0,,,,294.3,,,,308.0,174.4,,1.0,-5.5,,-53.0,-208.0,,,,,-105.1,,-20.0,,-11.2,-84.0,,-82.7,-35.0,-153.1,173.0,,,,10.3,,,,24.0,-109.6,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,,,,False,False,
37155,973,1236.0,1137.5,,1071.0,1807.0,,,,,646.6,,500.0,,1080.9,444.0,,1092.7,1500.2,490.5,1771.0,,,,960.1,1490.0,,,906.0,769.1,,263.0,164.5,,98.0,834.0,,,,,-326.4,,-473.0,,107.9,-529.0,,119.7,527.2,-482.5,798.0,,,,-12.9,517.0,,,-67.0,-203.9,,True,,True,False,,,,,False,,False,,True,False,,True,False,False,False,,,,True,False,,,True,True,
37157,597,414.0,414.6,,388.0,550.0,,,,,200.1,,271.0,,451.7,297.3,,340.2,487.7,252.4,724.0,,,,400.4,,,,586.0,297.9,,-183.0,-182.4,,-209.0,-47.0,,,,,-396.9,,-326.0,,-145.3,-299.7,,-256.8,-109.3,-344.6,127.0,,,,-196.6,,,,-11.0,-299.1,,True,,False,True,,,,,False,,False,,True,False,,False,True,False,True,,,,False,,,,True,False,
37159,490,519.0,521.6,,436.0,375.0,,,,,639.8,,584.0,,502.2,325.6,,318.3,584.1,308.2,839.0,,,,342.5,407.0,,,563.0,283.4,,29.0,31.6,,-54.0,-115.0,,,,,149.8,,94.0,,12.2,-164.4,,-171.7,94.1,-181.8,349.0,,,,-147.5,-83.0,,,73.0,-206.6,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,False,False,,,False,False,
37161,350,378.0,383.8,,339.0,425.0,,,,,288.4,,367.0,,425.8,280.6,,256.5,351.1,142.9,677.0,,,,249.9,,,,619.0,147.8,,28.0,33.8,,-11.0,75.0,,,,,-61.6,,17.0,,75.8,-69.4,,-93.5,1.1,-207.1,327.0,,,,-100.1,,,,269.0,-202.2,,False,,True,False,,,,,False,,True,,False,False,,False,True,False,False,,,,False,,,,False,False,
37163,425,315.0,328.6,,268.0,243.0,,,,,331.4,,292.0,,255.2,259.5,,188.4,333.4,3.5,505.0,,,,247.6,,,,416.0,269.2,,-110.0,-96.4,,-157.0,-182.0,,,,,-93.6,,-133.0,,-169.8,-165.5,,-236.6,-91.6,-421.5,80.0,,,,-177.4,,,,-9.0,-155.8,,True,,False,False,,,,,True,,False,,False,False,,False,True,False,True,,,,False,,,,True,False,
37165,242,378.0,340.4,,274.0,476.0,,,,,149.6,,163.0,,456.3,146.5,,216.2,325.3,76.3,366.0,,,,248.8,,,,299.0,395.5,,136.0,98.4,,32.0,234.0,,,,,-92.4,,-79.0,,214.3,-95.5,,-25.8,83.3,-165.7,124.0,,,,6.8,,,,57.0,153.5,,True,,True,False,,,,,True,,True,,False,True,,True,True,False,True,,,,True,,,,True,False,
37167,236,414.0,411.0,,378.0,519.0,,,,,197.2,,319.0,,369.5,185.8,,225.7,417.7,302.3,510.0,,,,403.3,,,,334.0,249.1,,178.0,175.0,,142.0,283.0,,,,,-38.8,,83.0,,133.5,-50.2,,-10.3,181.7,66.3,274.0,,,,167.3,,,,98.0,13.1,,True,,True,False,,,,,True,,True,,True,True,,True,False,True,False,,,,True,,,,True,True,
37169,174,177.0,168.8,,155.0,248.0,,,,,151.7,,157.0,,215.6,108.4,,72.5,151.9,77.8,312.0,,,,,,,,216.0,142.9,,3.0,-5.2,,-19.0,74.0,,,,,-22.3,,-17.0,,41.6,-65.6,,-101.5,-22.1,-96.2,138.0,,,,,,,,42.0,-31.1,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,False,
37171,481,243.0,253.5,,233.0,572.0,,,,,239.5,,258.0,,225.1,123.0,,142.7,291.6,96.9,489.0,,,,173.3,,,,326.0,144.5,,-238.0,-227.5,,-248.0,91.0,,,,,-241.5,,-223.0,,-255.9,-358.0,,-338.3,-189.4,-384.1,8.0,,,,-307.7,,,,-155.0,-336.5,,True,,False,True,,,,,False,,True,,False,False,,False,True,False,True,,,,False,,,,True,False,
37173,121,54.0,53.6,,33.0,21.0,,,,,88.1,,33.0,,59.1,34.1,,14.2,50.1,15.0,88.0,,,,,,,,71.0,7.7,,-67.0,-67.4,,-88.0,-100.0,,,,,-32.9,,-88.0,,-61.9,-86.9,,-106.8,-70.9,-106.0,-33.0,,,,,,,,-50.0,-113.3,,False,,False,False,,,,,True,,False,,True,False,,False,False,False,True,,,,,,,,True,False,
37175,77,54.0,50.4,,54.0,37.0,,,,,120.0,,104.0,,63.1,28.6,,17.2,66.3,58.9,41.0,,,,,,,,82.0,32.2,,-23.0,-26.6,,-23.0,-40.0,,,,,43.0,,27.0,,-13.9,-48.4,,-59.8,-10.7,-18.1,-36.0,,,,,,,,5.0,-44.8,,False,,False,False,,,,,False,,False,,True,False,,False,True,True,False,,,,,,,,True,False,
37177,15,6.0,6.2,,6.0,0.0,,,,,61.4,,7.0,,5.4,3.1,,1.0,6.0,0.0,3.0,,,,,,,,2.0,3.4,3.6,-9.0,-8.8,,-9.0,-15.0,,,,,46.4,,-8.0,,-9.6,-11.9,,-14.0,-9.0,-15.0,-12.0,,,,,,,,-13.0,-11.6,-11.4,True,,False,False,,,,,False,,True,,False,False,,False,False,False,False,,,,,,,,False,False,False
37179,703,834.0,834.4,,838.0,1660.0,,,,,397.5,,859.0,,806.0,480.7,,398.3,874.4,773.1,1506.0,,,,660.2,1015.0,,,1066.0,610.4,,131.0,131.4,,135.0,957.0,,,,,-305.5,,156.0,,103.0,-222.3,,-304.7,171.4,70.1,803.0,,,,-42.8,312.0,,,363.0,-92.6,,False,,False,False,,,,,False,,False,,True,False,,False,False,True,False,,,,True,False,,,False,True,
37181,130,69.0,60.1,,65.0,141.0,,,,,197.5,,168.0,,67.9,71.7,,16.8,91.7,6.1,70.0,,,,63.4,,,,53.0,46.4,,-61.0,-69.9,,-65.0,11.0,,,,,67.5,,38.0,,-62.1,-58.3,,-113.2,-38.3,-123.9,-60.0,,,,-66.6,,,,-77.0,-83.6,,False,,False,True,,,,,False,,True,,False,True,,False,True,False,True,,,,False,,,,False,False,
37183,2707,2532.0,2576.5,2710.2,2113.0,5526.0,,,,,1628.0,,1761.0,,2438.3,1677.0,,1942.9,3046.6,1406.6,4241.0,,,,1788.6,2077.0,,,3909.0,1400.8,,-175.0,-130.5,3.2,-594.0,2819.0,,,,,-1079.0,,-946.0,,-268.7,-1030.0,,-764.1,339.6,-1300.4,1534.0,,,,-918.4,-630.0,,,1202.0,-1306.2,,True,True,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,False,,,False,False,
37185,117,42.0,37.6,,42.0,54.0,,,,,114.1,,44.0,,53.6,51.1,,12.0,56.0,12.0,50.0,,,,,,,,49.0,40.6,,-75.0,-79.4,,-75.0,-63.0,,,,,-2.9,,-73.0,,-63.4,-65.9,,-105.0,-61.0,-105.0,-67.0,,,,,,,,-68.0,-76.4,,False,,False,True,,,,,True,,True,,True,True,,False,True,False,True,,,,,,,,True,False,
37187,38,27.0,24.8,,23.0,,,,,,99.0,,36.0,,20.8,15.9,,5.4,31.2,1.4,32.0,,,,,,,,28.0,12.5,,-11.0,-13.2,,-15.0,,,,,,61.0,,-2.0,,-17.2,-22.1,,-32.6,-6.8,-36.6,-6.0,,,,,,,,-10.0,-25.5,,False,,False,,,,,,False,,True,,False,False,,False,True,False,True,,,,,,,,True,False,
37189,236,627.0,613.3,,287.0,938.0,,,,,251.2,,273.0,,689.5,110.6,,265.3,444.8,8.7,1014.0,,,,,,,,908.0,181.2,,391.0,377.3,,51.0,702.0,,,,,15.2,,37.0,,453.5,-125.4,,29.3,208.8,-227.3,778.0,,,,,,,,672.0,-54.8,,True,,True,False,,,,,True,,True,,False,True,,True,True,True,False,,,,,,,,False,True,
37191,920,822.0,766.4,,635.0,1406.0,,,,,518.4,,474.0,,769.8,550.5,,533.7,763.3,91.3,1250.0,,,,603.2,,,,950.0,1688.2,,-98.0,-153.6,,-285.0,486.0,,,,,-401.6,,-446.0,,-150.2,-369.5,,-386.3,-156.7,-828.7,330.0,,,,-316.8,,,,30.0,768.2,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,,,,True,False,
37193,437,300.0,296.7,,285.0,453.0,,,,,263.2,,308.0,,249.2,238.0,,326.7,339.8,92.4,547.0,,,,229.9,,,,348.0,147.9,,-137.0,-140.3,,-152.0,16.0,,,,,-173.8,,-129.0,,-187.8,-199.0,,-110.3,-97.2,-344.6,110.0,,,,-207.1,,,,-89.0,-289.1,,False,,False,True,,,,,False,,True,,False,False,,True,True,False,True,,,,False,,,,True,False,
37195,671,405.0,396.4,,347.0,754.0,,,,,402.0,,311.0,,382.2,202.8,,185.8,417.5,1.0,509.0,,,,289.7,,,,652.0,297.6,,-266.0,-274.6,,-324.0,83.0,,,,,-269.0,,-360.0,,-288.8,-468.2,,-485.2,-253.5,-670.0,-162.0,,,,-381.3,,,,-19.0,-373.4,,False,,False,True,,,,,False,,False,,False,False,,False,True,False,True,,,,False,,,,True,False,
37197,258,162.0,163.1,,152.0,219.0,,,,,171.5,,145.0,,155.0,106.8,,79.4,193.8,84.6,287.0,,,,,,,,258.0,84.2,,-96.0,-94.9,,-106.0,-39.0,,,,,-86.5,,-113.0,,-103.0,-151.2,,-178.6,-64.2,-173.4,29.0,,,,,,,,0.0,-173.8,,True,,False,True,,,,,True,,False,,False,False,,False,True,False,True,,,,,,,,True,False,
37199,112,18.0,86.4,,28.0,21.0,,,,,44.3,,48.0,,21.4,31.8,,9.9,40.1,48.0,24.0,,,,,,,,3.0,62.4,,-94.0,-25.6,,-84.0,-91.0,,,,,-67.7,,-64.0,,-90.6,-80.2,,-102.1,-71.9,-64.0,-88.0,,,,,,,,-109.0,-49.6,,True,,True,True,,,,,True,,True,,True,True,,False,True,True,True,,,,,,,,False,True,
38001,52,33.0,34.2,,18.0,0.0,,,,,14.0,,42.0,,13.4,15.4,,,17.6,,44.0,,,,,,,,9.0,,,-19.0,-17.8,,-34.0,-52.0,,,,,-38.0,,-10.0,,-38.6,-36.6,,,-34.4,,-8.0,,,,,,,,-43.0,,,True,,False,False,,,,,False,,True,,False,False,,,False,,True,,,,,,,,False,,
38003,139,45.0,41.5,,41.0,25.0,,,,,87.2,,166.0,,46.0,21.9,,17.5,54.3,0.0,22.0,,,,,,,,42.0,,,-94.0,-97.5,,-98.0,-114.0,,,,,-51.8,,27.0,,-93.0,-117.1,,-121.5,-84.7,-139.0,-117.0,,,,,,,,-97.0,,,False,,False,False,,,,,True,,True,,True,False,,False,True,False,False,,,,,,,,False,,
38005,148,105.0,111.7,,46.0,21.0,,,,,30.3,,42.0,,113.5,25.9,,47.6,76.5,0.0,162.0,,,,,,,,85.0,,98.7,-43.0,-36.3,,-102.0,-127.0,,,,,-117.7,,-106.0,,-34.5,-122.1,,-100.4,-71.5,-148.0,14.0,,,,,,,,-63.0,,-49.3,True,,False,False,,,,,False,,False,,True,False,,False,False,False,True,,,,,,,,False,,False
38007,9,18.0,18.6,,11.0,0.0,,,,,5.8,,16.0,,32.7,2.8,,,5.8,,18.0,,,,,,,,22.0,,323.4,9.0,9.6,,2.0,-9.0,,,,,-3.2,,7.0,,23.7,-6.2,,,-3.2,,9.0,,,,,,,,13.0,,314.4,False,,True,False,,,,,True,,True,,False,True,,,True,,False,,,,,,,,False,,False
38009,198,99.0,99.3,,62.0,21.0,,,,,49.1,,47.0,,93.7,20.6,,74.0,88.9,34.1,137.0,,,,,,,,32.0,,,-99.0,-98.7,,-136.0,-177.0,,,,,-148.9,,-151.0,,-104.3,-177.4,,-124.0,-109.1,-163.9,-61.0,,,,,,,,-166.0,,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,True,,,,,,,,False,,
38011,82,54.0,53.6,,40.0,0.0,,,,,15.6,,54.0,,47.4,8.7,,9.5,39.8,,67.0,,,,,,,,31.0,,,-28.0,-28.4,,-42.0,-82.0,,,,,-66.4,,-28.0,,-34.6,-73.3,,-72.5,-42.2,,-15.0,,,,,,,,-51.0,,,False,,False,False,,,,,False,,False,,False,False,,False,False,,True,,,,,,,,False,,
38013,44,21.0,22.4,,21.0,,,,,,56.7,,20.0,,26.9,2.3,,7.2,20.1,,26.0,,,,,,,,25.0,,,-23.0,-21.6,,-23.0,,,,,,12.7,,-24.0,,-17.1,-41.7,,-36.8,-23.9,,-18.0,,,,,,,,-19.0,,,True,,False,,,,,,True,,False,,True,False,,False,False,,True,,,,,,,,True,,
38015,2776,1662.0,1670.6,,1662.0,1241.0,,,,,2192.0,,991.0,,1782.2,376.3,,1940.9,1843.8,1055.4,1938.0,,,,1455.4,,,,625.0,,,-1114.0,-1105.4,,-1114.0,-1535.0,,,,,-584.0,,-1785.0,,-993.8,-2399.7,,-835.1,-932.2,-1720.6,-838.0,,,,-1320.6,,,,-2151.0,,,True,,False,False,,,,,True,,False,,True,False,,True,True,False,True,,,,False,,,,False,,
38017,3447,2118.0,2110.3,,2046.0,3193.0,,,,,1408.4,,1539.0,,2120.7,1695.4,,2112.2,2476.4,1351.2,3000.0,,,,1349.2,3315.0,,,1433.0,,,-1329.0,-1336.7,,-1401.0,-254.0,,,,,-2038.6,,-1908.0,,-1326.3,-1751.6,,-1334.8,-970.6,-2095.8,-447.0,,,,-2097.8,-132.0,,,-2014.0,,,False,,False,True,,,,,False,,False,,True,False,,False,True,False,True,,,,False,True,,,False,,
38019,49,9.0,5.6,,7.0,0.0,,,,,14.8,,30.0,,5.3,13.1,,,7.9,,10.0,,,,,,,,1.0,,,-40.0,-43.4,,-42.0,-49.0,,,,,-34.2,,-19.0,,-43.7,-35.9,,,-41.1,,-39.0,,,,,,,,-48.0,,,False,,False,False,,,,,True,,True,,False,True,,,False,,True,,,,,,,,False,,
38021,169,78.0,89.7,,64.0,51.0,,,,,18.8,,76.0,,120.3,30.6,,36.7,97.3,0.0,197.0,,,,,,,,10.0,,,-91.0,-79.3,,-105.0,-118.0,,,,,-150.2,,-93.0,,-48.7,-138.4,,-132.3,-71.7,-169.0,28.0,,,,,,,,-159.0,,,True,,False,False,,,,,False,,False,,True,False,,False,True,False,True,,,,,,,,False,,
38023,46,45.0,43.2,,21.0,5.0,,,,,12.6,,42.0,,240.8,2.7,,2.9,21.5,,,,,,,,,,67.0,,,-1.0,-2.8,,-25.0,-41.0,,,,,-33.4,,-4.0,,194.8,-43.3,,-43.1,-24.5,,,,,,,,,,21.0,,,False,,False,False,,,,,False,,False,,False,False,,False,False,,,,,,,,,,False,,
38025,62,90.0,86.1,,61.0,0.0,,,,,95.1,,60.0,,115.7,4.1,,34.5,63.3,0.9,90.0,,,,,,,,49.0,,,28.0,24.1,,-1.0,-62.0,,,,,33.1,,-2.0,,53.7,-57.9,,-27.5,1.3,-61.1,28.0,,,,,,,,-13.0,,,True,,True,False,,,,,False,,True,,False,False,,True,True,False,False,,,,,,,,True,,
38027,88,75.0,72.9,,33.0,0.0,,,,,44.2,,20.0,,61.0,5.8,,20.3,61.3,0.0,93.0,,,,,,,,10.0,,,-13.0,-15.1,,-55.0,-88.0,,,,,-43.8,,-68.0,,-27.0,-82.2,,-67.7,-26.7,-88.0,5.0,,,,,,,,-78.0,,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,True,,,,,,,,False,,
38029,52,99.0,90.3,,30.0,0.0,,,,,30.1,,30.0,,95.4,13.6,,13.9,64.3,0.0,61.0,,,,,,,,0.0,,,47.0,38.3,,-22.0,-52.0,,,,,-21.9,,-22.0,,43.4,-38.4,,-38.1,12.3,-52.0,9.0,,,,,,,,-52.0,,,True,,True,False,,,,,True,,True,,True,True,,True,True,False,True,,,,,,,,False,,
38031,119,36.0,32.9,,33.0,0.0,,,,,19.3,,47.0,,42.1,8.9,,20.2,32.9,,54.0,,,,,,,,0.0,,,-83.0,-86.1,,-86.0,-119.0,,,,,-99.7,,-72.0,,-76.9,-110.1,,-98.8,-86.1,,-65.0,,,,,,,,-119.0,,,False,,False,False,,,,,False,,True,,True,False,,False,False,,True,,,,,,,,False,,
38033,33,81.0,82.0,,45.0,,,,,,12.0,,34.0,,114.5,9.9,,,45.2,,,,,,,,,,20.0,,,48.0,49.0,,12.0,,,,,,-21.0,,1.0,,81.5,-23.1,,,12.2,,,,,,,,,,-13.0,,,False,,True,,,,,,True,,True,,False,True,,,True,,,,,,,,,,True,,
