,mean_rank
COVIDhub-baseline,3.7
IowaStateLW-STEM,4.1
JHU_IDD-CovidSP,4.2
JHUAPL-Bucky,4.2
USC-SI_kJalpha,4.9
MITCovAlliance-SIR,5.4
CU-select,6.1
RobertWalraven-ESG,6.1
LANL-GrowthRate,6.3
