,count,mean,median,std,min,25%,75%,max
UCLA-SuEIR,2660,1296876.7,10725.6,17328051.1,0.0,1249.9,87532.4,539853094.4
LANL-GrowthRate,2951,1298492.1,18982.4,20383621.2,0.0,3259.3,116522.6,955015227.9
USC-SI_kJalpha,2794,1398050.2,11664.0,19573494.8,0.0,1521.0,85849.0,749281129.0
JHU_IDD-CovidSP,3139,1422959.8,10032.7,26503913.0,0.0,1240.7,72747.1,1233698654.2
IowaStateLW-STEM,3103,1808583.7,8281.0,38882937.3,0.0,900.0,64516.0,1886772969.0
RobertWalraven-ESG,3141,1995650.1,18810.1,26194891.0,0.0,2509.0,131580.3,1033895150.0
JHUAPL-Bucky,3141,2195739.3,7044.7,56327654.2,0.0,826.5,62437.5,2956896464.9
COVIDhub-baseline,3141,2228614.7,6561.0,81759301.8,0.0,784.0,48400.0,4525925625.0
MITCovAlliance-SIR,2461,2819768.2,14282.2,46742531.3,0.0,2025.0,98740.1,1842877576.6
CU-select,3058,6291999.4,14641.0,142534260.8,0.0,2025.0,126736.0,6811365961.0
