,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
05003,394,350.0,150.0,,,,,509.0,205.3,226.1,,253.0,0.0,,,,,,-44.0,-244.0,,,,,115.0,-188.7,-167.9,,-141.0,-394.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
05005,598,880.0,1527.0,,,,,597.0,1188.2,480.1,,928.0,140.7,,,,,,282.0,929.0,,,,,-1.0,590.2,-117.9,,330.0,-457.3,,,,,,False,,,,,True,False,True,,False,False,,,,,
05007,7300,8755.0,20570.0,,,,,5138.0,14315.5,4837.7,,8386.0,1343.0,,,6492.6,0.0,,1455.0,13270.0,,,,,-2162.0,7015.5,-2462.3,,1086.0,-5957.0,,,-807.4,-7300.0,,False,,,,,False,False,False,,True,False,,,True,False,
05009,848,810.0,769.0,,,,,570.0,650.4,443.3,,679.0,0.0,,,,,,-38.0,-79.0,,,,,-278.0,-197.6,-404.7,,-169.0,-848.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
05011,313,415.0,166.0,,,,,237.0,160.3,216.5,,312.0,0.0,,,,,,102.0,-147.0,,,,,-76.0,-152.7,-96.5,,-1.0,-313.0,,,,,,False,,,,,True,False,True,,True,False,,,,,
05013,126,135.0,26.0,,,,,119.0,103.0,68.9,,95.0,0.2,,,,,,9.0,-100.0,,,,,-7.0,-23.0,-57.1,,-31.0,-125.8,,,,,,False,,,,,True,False,False,,False,False,,,,,
05015,549,585.0,494.0,,,,,345.0,347.0,379.4,,327.0,0.0,,,,,,36.0,-55.0,,,,,-204.0,-202.0,-169.6,,-222.0,-549.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
05017,154,170.0,,,,,,256.0,104.0,151.3,,141.0,0.0,,,,,,16.0,,,,,,102.0,-50.0,-2.7,,-13.0,-154.0,,,,,,,,,,,False,False,True,,True,False,,,,,
05019,509,550.0,261.0,,,,,462.0,395.8,333.7,,474.0,0.0,,,,,,41.0,-248.0,,,,,-47.0,-113.2,-175.3,,-35.0,-509.0,,,,,,False,,,,,False,False,False,,True,False,,,,,
05021,301,345.0,179.0,,,,,280.0,236.5,188.5,,246.0,0.0,,,,,,44.0,-122.0,,,,,-21.0,-64.5,-112.5,,-55.0,-301.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
05023,511,920.0,1197.0,,,,,529.0,1457.8,334.6,,828.5,90.3,,,,,,409.0,686.0,,,,,18.0,946.8,-176.4,,317.5,-420.7,,,,,,False,,,,,True,False,True,,True,False,,,,,
05025,297,210.0,74.0,,,,,199.0,245.4,94.7,,125.5,4.5,,,,,,-87.0,-223.0,,,,,-98.0,-51.6,-202.3,,-171.5,-292.5,,,,,,False,,,,,False,True,False,,False,False,,,,,
05027,431,525.0,587.0,,,,,530.0,580.7,236.0,,328.0,75.5,,,,,,94.0,156.0,,,,,99.0,149.7,-195.0,,-103.0,-355.5,,,,,,False,,,,,False,False,False,,False,False,,,,,
05029,674,895.0,876.0,,,,,523.0,800.0,442.3,,909.5,49.4,,,,,,221.0,202.0,,,,,-151.0,126.0,-231.7,,235.5,-624.6,,,,,,True,,,,,True,True,False,,False,False,,,,,
05031,2191,3195.0,4700.0,,,,,2507.0,2297.5,1643.5,,2390.0,642.6,,,2551.5,,,1004.0,2509.0,,,,,316.0,106.5,-547.5,,199.0,-1548.4,,,360.5,,,False,,,,,True,True,True,,True,False,,,True,,
05033,1876,1890.0,4301.0,,,,,1830.0,1936.5,836.4,,1657.0,185.8,,,,,,14.0,2425.0,,,,,-46.0,60.5,-1039.6,,-219.0,-1690.2,,,,,,False,,,,,False,False,False,,False,False,,,,,
05035,1120,1020.0,737.0,,,,,860.0,801.3,668.6,,938.0,94.2,,,1423.4,,,-100.0,-383.0,,,,,-260.0,-318.7,-451.4,,-182.0,-1025.8,,,303.4,,,False,,,,,False,False,False,,False,False,,,False,,
05037,415,660.0,436.0,,,,,402.0,504.1,293.8,,612.0,62.8,,,,,,245.0,21.0,,,,,-13.0,89.1,-121.2,,197.0,-352.2,,,,,,True,,,,,True,True,True,,True,False,,,,,
05039,202,140.0,39.0,,,,,157.0,68.1,91.7,,104.0,0.0,,,,,,-62.0,-163.0,,,,,-45.0,-133.9,-110.3,,-98.0,-202.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
05041,293,310.0,104.0,,,,,211.0,166.4,206.9,,214.0,0.0,,,,,,17.0,-189.0,,,,,-82.0,-126.6,-86.1,,-79.0,-293.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
05043,439,345.0,65.0,,,,,487.0,138.3,246.0,,217.0,0.0,,,,,,-94.0,-374.0,,,,,48.0,-300.7,-193.0,,-222.0,-439.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
05045,3277,4200.0,7754.0,,,,,2613.0,6189.1,1977.7,,4618.0,611.2,,,4216.6,,,923.0,4477.0,,,,,-664.0,2912.1,-1299.3,,1341.0,-2665.8,,,939.6,,,False,,,,,True,False,False,,False,False,,,False,,
05047,419,405.0,608.0,,,,,433.0,445.4,237.7,,373.0,32.8,,,,,,-14.0,189.0,,,,,14.0,26.4,-181.3,,-46.0,-386.2,,,,,,False,,,,,False,False,False,,False,False,,,,,
05049,145,375.0,610.0,,,,,196.0,210.4,215.1,,395.5,0.0,,,,,,230.0,465.0,,,,,51.0,65.4,70.1,,250.5,-145.0,,,,,,False,,,,,True,True,True,,False,True,,,,,
05051,3027,2595.0,4851.0,,,,,2454.0,3509.2,1629.3,,2590.5,314.6,,,2879.1,,,-432.0,1824.0,,,,,-573.0,482.2,-1397.7,,-436.5,-2712.4,,,-147.9,,,False,,,,,False,False,False,,False,False,,,True,,
05053,374,665.0,565.0,,,,,388.0,646.4,353.6,,548.0,40.6,,,,,,291.0,191.0,,,,,14.0,272.4,-20.4,,174.0,-333.4,,,,,,True,,,,,True,True,True,,True,False,,,,,
05055,1184,1025.0,727.0,,,,,1065.0,624.3,688.1,,800.0,0.0,,,1768.8,,,-159.0,-457.0,,,,,-119.0,-559.7,-495.9,,-384.0,-1184.0,,,584.8,,,False,,,,,True,False,False,,False,False,,,False,,
05057,470,305.0,78.0,,,,,483.0,219.6,228.9,,380.0,80.8,,,,,,-165.0,-392.0,,,,,13.0,-250.4,-241.1,,-90.0,-389.2,,,,,,False,,,,,True,False,False,,True,False,,,,,
05059,872,990.0,1039.0,,,,,1016.0,897.2,485.4,,1099.0,0.0,,,448.8,,,118.0,167.0,,,,,144.0,25.2,-386.6,,227.0,-872.0,,,-423.2,,,False,,,,,False,True,False,,False,False,,,False,,
05061,322,260.0,90.0,,,,,277.0,126.4,142.2,,236.0,0.0,,,,,,-62.0,-232.0,,,,,-45.0,-195.6,-179.8,,-86.0,-322.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
05063,729,925.0,1222.0,,,,,1120.0,988.5,489.9,,834.0,85.4,,,563.6,,,196.0,493.0,,,,,391.0,259.5,-239.1,,105.0,-643.6,,,-165.4,,,False,,,,,False,False,False,,True,False,,,True,,
05065,257,675.0,1093.0,,,,,207.0,1218.2,270.3,,750.0,52.2,,,,,,418.0,836.0,,,,,-50.0,961.2,13.3,,493.0,-204.8,,,,,,False,,,,,True,False,True,,False,True,,,,,
05067,275,425.0,107.0,,,,,386.0,87.4,265.7,,59.0,0.0,,,,,,150.0,-168.0,,,,,111.0,-187.6,-9.3,,-216.0,-275.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
05069,1457,1625.0,655.0,,,,,1466.0,593.2,1003.0,,901.5,0.0,,,1380.0,,,168.0,-802.0,,,,,9.0,-863.8,-454.0,,-555.5,-1457.0,,,-77.0,,,False,,,,,True,False,False,,False,False,,,True,,
05071,657,920.0,986.0,,,,,665.0,960.9,394.6,,781.5,65.9,,,,,,263.0,329.0,,,,,8.0,303.9,-262.4,,124.5,-591.1,,,,,,False,,,,,True,False,True,,True,False,,,,,
05073,125,105.0,10.0,,,,,117.0,167.8,57.3,,80.0,0.0,,,,,,-20.0,-115.0,,,,,-8.0,42.8,-67.7,,-45.0,-125.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
05075,351,490.0,588.0,,,,,428.0,553.7,262.2,,461.0,69.1,,,,,,139.0,237.0,,,,,77.0,202.7,-88.8,,110.0,-281.9,,,,,,False,,,,,True,False,True,,True,False,,,,,
05077,159,230.0,265.0,,,,,227.0,132.0,130.4,,162.0,0.0,,,,,,71.0,106.0,,,,,68.0,-27.0,-28.6,,3.0,-159.0,,,,,,False,,,,,True,True,True,,True,False,,,,,
05079,241,285.0,61.0,,,,,360.0,111.7,177.8,,149.0,0.0,,,314.3,,,44.0,-180.0,,,,,119.0,-129.3,-63.2,,-92.0,-241.0,,,73.3,,,False,,,,,False,False,False,,False,False,,,False,,
05081,245,325.0,538.0,,,,,308.0,557.0,183.1,,343.0,32.7,,,,,,80.0,293.0,,,,,63.0,312.0,-61.9,,98.0,-212.3,,,,,,False,,,,,True,False,True,,False,False,,,,,
05083,575,680.0,1115.0,,,,,617.0,820.0,369.5,,688.5,84.0,,,,,,105.0,540.0,,,,,42.0,245.0,-205.5,,113.5,-491.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
05085,1990,2010.0,2790.0,,,,,1487.0,2054.1,1074.1,,2176.5,355.5,,,1709.3,,,20.0,800.0,,,,,-503.0,64.1,-915.9,,186.5,-1634.5,,,-280.7,,,False,,,,,False,False,False,,False,False,,,False,,
05087,319,385.0,324.0,,,,,284.0,302.6,319.1,,318.0,0.0,,,,,,66.0,5.0,,,,,-35.0,-16.4,0.1,,-1.0,-319.0,,,,,,True,,,,,True,True,True,,True,False,,,,,
05089,237,345.0,985.0,,,,,195.0,661.9,157.4,,302.0,0.0,,,,,,108.0,748.0,,,,,-42.0,424.9,-79.6,,65.0,-237.0,,,,,,False,,,,,True,False,True,,True,False,,,,,
05091,751,820.0,716.0,,,,,967.0,890.3,536.5,,1039.0,118.6,,,357.6,,,69.0,-35.0,,,,,216.0,139.3,-214.5,,288.0,-632.4,,,-393.4,,,True,,,,,False,False,False,,False,False,,,False,,
05093,959,970.0,531.0,,,,,988.0,668.7,612.7,,729.0,0.0,,,476.8,,,11.0,-428.0,,,,,29.0,-290.3,-346.3,,-230.0,-959.0,,,-482.2,,,False,,,,,False,False,False,,False,False,,,False,,
05095,268,275.0,321.0,,,,,160.0,246.8,138.5,,207.0,5.8,,,,,,7.0,53.0,,,,,-108.0,-21.2,-129.5,,-61.0,-262.2,,,,,,False,,,,,False,False,False,,False,False,,,,,
05097,172,240.0,277.0,,,,,190.0,266.2,127.4,,135.0,11.2,,,,,,68.0,105.0,,,,,18.0,94.2,-44.6,,-37.0,-160.8,,,,,,False,,,,,True,False,True,,True,False,,,,,
05099,138,85.0,27.0,,,,,225.0,25.8,85.2,,64.0,0.0,,,,,,-53.0,-111.0,,,,,87.0,-112.2,-52.8,,-74.0,-138.0,,,,,,False,,,,,False,False,True,,False,False,,,,,
05101,105,85.0,,,,,,138.0,42.2,63.0,,71.0,0.0,,,,,,-20.0,,,,,,33.0,-62.8,-42.0,,-34.0,-105.0,,,,,,,,,,,False,False,False,,False,False,,,,,
05103,646,625.0,1137.0,,,,,566.0,548.4,321.3,,463.0,0.0,,,,,,-21.0,491.0,,,,,-80.0,-97.6,-324.7,,-183.0,-646.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
05105,257,300.0,377.0,,,,,174.0,309.5,164.9,,211.5,11.3,,,,,,43.0,120.0,,,,,-83.0,52.5,-92.1,,-45.5,-245.7,,,,,,False,,,,,False,False,False,,False,False,,,,,
05107,366,235.0,58.0,,,,,466.0,76.7,177.4,,296.0,0.0,,,,,,-131.0,-308.0,,,,,100.0,-289.3,-188.6,,-70.0,-366.0,,,,,,False,,,,,True,False,False,,True,False,,,,,
05109,207,270.0,112.0,,,,,258.0,208.7,222.8,,213.0,15.0,,,,,,63.0,-95.0,,,,,51.0,1.7,15.8,,6.0,-192.0,,,,,,False,,,,,True,True,True,,True,False,,,,,
05111,576,635.0,63.0,,,,,556.0,375.7,407.2,,504.0,99.8,,,304.0,,,59.0,-513.0,,,,,-20.0,-200.3,-168.8,,-72.0,-476.2,,,-272.0,,,False,,,,,True,False,False,,False,False,,,False,,
05113,482,550.0,985.0,,,,,555.0,960.2,230.6,,337.0,58.5,,,,,,68.0,503.0,,,,,73.0,478.2,-251.4,,-145.0,-423.5,,,,,,False,,,,,False,False,False,,False,False,,,,,
05115,1675,2540.0,3235.0,,,,,1409.0,2105.5,1177.8,,2499.0,269.4,,,2274.7,,,865.0,1560.0,,,,,-266.0,430.5,-497.2,,824.0,-1405.6,,,599.7,,,False,,,,,True,True,True,,True,False,,,True,,
05117,271,240.0,263.0,,,,,171.0,99.1,133.4,,282.5,0.0,,,,,,-31.0,-8.0,,,,,-100.0,-171.9,-137.6,,11.5,-271.0,,,,,,True,,,,,False,False,False,,True,False,,,,,
05119,9897,11960.0,26456.0,,,,,7902.0,15751.4,5630.9,,12223.0,1576.8,,,13983.4,0.0,,2063.0,16559.0,,,,,-1995.0,5854.4,-4266.1,,2326.0,-8320.2,,,4086.4,-9897.0,,False,,,,,True,False,False,,False,False,,,False,False,
05121,418,575.0,338.0,,,,,380.0,801.5,286.3,,349.0,38.2,,,,,,157.0,-80.0,,,,,-38.0,383.5,-131.7,,-69.0,-379.8,,,,,,True,,,,,True,False,True,,True,False,,,,,
05123,586,555.0,307.0,,,,,605.0,393.4,453.3,,678.0,0.0,,,446.5,,,-31.0,-279.0,,,,,19.0,-192.6,-132.7,,92.0,-586.0,,,-139.5,,,False,,,,,True,False,False,,False,False,,,False,,
05125,3031,3335.0,9537.0,,,,,3240.0,3731.9,1578.8,,2857.0,629.4,,,2317.9,,,304.0,6506.0,,,,,209.0,700.9,-1452.2,,-174.0,-2401.6,,,-713.1,,,False,,,,,True,False,False,,True,False,,,False,,
05127,284,460.0,804.0,,,,,278.0,2830.1,156.7,,473.5,21.6,,,,,,176.0,520.0,,,,,-6.0,2546.1,-127.3,,189.5,-262.4,,,,,,False,,,,,True,False,True,,False,False,,,,,
05129,120,180.0,45.0,,,,,163.0,167.6,102.4,,124.0,0.0,,,,,,60.0,-75.0,,,,,43.0,47.6,-17.6,,4.0,-120.0,,,,,,False,,,,,True,True,True,,True,False,,,,,
05131,4069,4135.0,12183.0,,,,,3692.0,7023.7,1978.3,,3538.5,359.7,,,2749.5,,,66.0,8114.0,,,,,-377.0,2954.7,-2090.7,,-530.5,-3709.3,,,-1319.5,,,False,,,,,False,False,False,,False,False,,,False,,
05133,353,395.0,671.0,,,,,487.0,277.6,256.7,,289.0,0.0,,,266.5,,,42.0,318.0,,,,,134.0,-75.4,-96.3,,-64.0,-353.0,,,-86.5,,,False,,,,,False,False,False,,False,False,,,False,,
05135,314,545.0,480.0,,,,,300.0,591.6,296.4,,577.0,34.7,,,,,,231.0,166.0,,,,,-14.0,277.6,-17.6,,263.0,-279.3,,,,,,True,,,,,True,False,True,,False,False,,,,,
05137,164,150.0,39.0,,,,,226.0,80.1,149.7,,82.0,69.9,,,,,,-14.0,-125.0,,,,,62.0,-83.9,-14.3,,-82.0,-94.1,,,,,,False,,,,,False,False,False,,False,False,,,,,
05139,947,1425.0,1434.0,,,,,1002.0,1551.2,813.6,,1437.0,138.0,,,1409.4,,,478.0,487.0,,,,,55.0,604.2,-133.4,,490.0,-809.0,,,462.4,,,False,,,,,True,False,True,,False,False,,,True,,
05141,387,300.0,48.0,,,,,295.0,90.0,196.0,,133.0,0.0,,,,,,-87.0,-339.0,,,,,-92.0,-297.0,-191.0,,-254.0,-387.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
05143,6332,7680.0,10281.0,,,,,5061.0,6110.7,3927.6,,7416.0,1215.7,,,8115.1,0.0,,1348.0,3949.0,,,,,-1271.0,-221.3,-2404.4,,1084.0,-5116.3,,,1783.1,-6332.0,,False,,,,,True,True,False,,True,False,,,False,False,
05145,1834,3240.0,6928.0,,,,,2146.0,4360.1,1200.3,,3623.0,371.7,,,2284.8,,,1406.0,5094.0,,,,,312.0,2526.1,-633.7,,1789.0,-1462.3,,,450.8,,,False,,,,,True,False,True,,False,False,,,True,,
05147,215,260.0,286.0,,,,,114.0,558.5,111.1,,264.0,7.8,,,,,,45.0,71.0,,,,,-101.0,343.5,-103.9,,49.0,-207.2,,,,,,False,,,,,False,False,False,,False,False,,,,,
05149,716,960.0,771.0,,,,,566.0,535.4,470.9,,971.0,63.3,,,,,,244.0,55.0,,,,,-150.0,-180.6,-245.1,,255.0,-652.7,,,,,,True,,,,,True,True,False,,False,False,,,,,
06001,25347,25765.0,35283.0,,,,,25629.0,21895.8,26354.0,,26826.0,6328.1,,,19723.9,19892.0,,418.0,9936.0,,,,,282.0,-3451.2,1007.0,,1479.0,-19018.9,,,-5623.1,-5455.0,,False,,,,,True,False,False,,False,False,,,False,False,
06003,16,15.0,0.0,,,,,16.0,21.1,1.2,,14.0,,,,,,,-1.0,-16.0,,,,,0.0,5.1,-14.8,,-2.0,,,,,,,False,,,,,True,False,False,,False,,,,,,
06005,686,1715.0,1071.0,,,,,775.0,903.0,400.5,,962.0,0.0,,,,,,1029.0,385.0,,,,,89.0,217.0,-285.5,,276.0,-686.0,,,,,,True,,,,,True,True,True,,True,True,,,,,
06007,2832,3580.0,3601.0,,,,,3761.0,2031.5,2433.8,,4067.0,0.0,,,3637.7,3048.0,,748.0,769.0,,,,,929.0,-800.5,-398.2,,1235.0,-2832.0,,,805.7,216.0,,False,,,,,False,False,True,,False,False,,,False,True,
06009,632,620.0,242.0,,,,,768.0,369.4,313.9,,746.0,0.0,,,,,,-12.0,-390.0,,,,,136.0,-262.6,-318.1,,114.0,-632.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
06011,653,660.0,1271.0,,,,,430.0,383.0,239.2,,279.0,86.1,,,,,,7.0,618.0,,,,,-223.0,-270.0,-413.8,,-374.0,-566.9,,,,,,False,,,,,False,False,False,,False,False,,,,,
06013,17236,19945.0,34358.0,,,,,17923.0,15202.2,14825.7,,18894.0,2770.4,,,9871.8,20171.0,,2709.0,17122.0,,,,,687.0,-2033.8,-2410.3,,1658.0,-14465.6,,,-7364.2,2935.0,,False,,,,,True,True,True,,True,False,,,False,False,
06015,129,370.0,306.0,,,,,231.0,170.2,204.9,,161.0,0.0,,,,,,241.0,177.0,,,,,102.0,41.2,75.9,,32.0,-129.0,,,,,,True,,,,,True,True,True,,True,True,,,,,
06017,2815,3310.0,3129.0,,,,,3282.0,2483.5,1794.3,,2815.5,0.0,,,2227.0,3705.0,,495.0,314.0,,,,,467.0,-331.5,-1020.7,,0.5,-2815.0,,,-588.0,890.0,,True,,,,,True,True,False,,True,False,,,False,False,
06019,23029,26165.0,3920.0,,,,,22266.0,6486.2,22322.6,,25424.5,0.2,,,25979.9,27239.0,,3136.0,-19109.0,,,,,-763.0,-16542.8,-706.4,,2395.5,-23028.8,,,2950.9,4210.0,,False,,,,,True,False,True,,True,False,,,True,False,
06021,602,650.0,742.0,,,,,525.0,563.0,256.9,,746.0,177.0,,,,,,48.0,140.0,,,,,-77.0,-39.0,-345.1,,144.0,-425.0,,,,,,False,,,,,False,True,False,,False,False,,,,,
06023,1124,995.0,1588.0,,,,,1120.0,1620.5,579.6,,872.0,74.0,,,,523.0,,-129.0,464.0,,,,,-4.0,496.5,-544.4,,-252.0,-1050.0,,,,-601.0,,False,,,,,True,False,False,,False,False,,,,False,
06025,3759,5345.0,4801.0,,,,,5109.0,2272.6,3298.5,,4763.5,0.0,,,3071.5,0.0,,1586.0,1042.0,,,,,1350.0,-1486.4,-460.5,,1004.5,-3759.0,,,-687.5,-3759.0,,True,,,,,True,True,True,,True,False,,,True,False,
06027,505,300.0,0.0,,,,,167.0,218.9,86.9,,134.0,20.5,,,,,,-205.0,-505.0,,,,,-338.0,-286.1,-418.1,,-371.0,-484.5,,,,,,False,,,,,False,False,False,,False,False,,,,,
06029,26504,32200.0,44449.0,,,,,28394.0,27824.9,22559.1,,28809.5,2965.9,,,13906.1,21552.0,,5696.0,17945.0,,,,,1890.0,1320.9,-3944.9,,2305.5,-23538.1,,,-12597.9,-4952.0,,False,,,,,True,True,True,,True,False,,,False,True,
06031,4825,4515.0,2378.0,,,,,4555.0,2233.5,3510.2,,4606.5,0.0,,,2025.1,1925.0,,-310.0,-2447.0,,,,,-270.0,-2591.5,-1314.8,,-218.5,-4825.0,,,-2799.9,-2900.0,,False,,,,,True,False,False,,True,False,,,False,False,
06033,1231,1000.0,478.0,,,,,719.0,1015.4,866.8,,1126.5,48.3,,,,,,-231.0,-753.0,,,,,-512.0,-215.6,-364.2,,-104.5,-1182.7,,,,,,False,,,,,False,True,False,,True,False,,,,,
06035,744,2555.0,1611.0,,,,,541.0,1175.2,1118.4,,647.0,0.0,,,,,,1811.0,867.0,,,,,-203.0,431.2,374.4,,-97.0,-744.0,,,,,,True,,,,,True,True,True,,True,True,,,,,
06037,336406,498810.0,728339.0,,,,,399739.0,448849.2,306466.4,,421480.0,121078.0,,,369490.7,0.0,,162404.0,391933.0,,,,,63333.0,112443.2,-29939.6,,85074.0,-215328.0,,,33084.7,-336406.0,,False,,,,,True,True,True,,True,False,,,True,False,
06039,4000,4910.0,3009.0,,,,,3392.0,4721.5,2176.5,,5649.0,377.3,,,2995.7,2453.0,,910.0,-991.0,,,,,-608.0,721.5,-1823.5,,1649.0,-3622.7,,,-1004.3,-1547.0,,False,,,,,True,True,False,,False,False,,,False,False,
06041,2591,2255.0,1241.0,,,,,2239.0,1755.1,1933.8,,3094.0,0.8,,,1186.5,2169.0,,-336.0,-1350.0,,,,,-352.0,-835.9,-657.2,,503.0,-2590.2,,,-1404.5,-422.0,,False,,,,,False,False,False,,False,False,,,False,False,
06043,113,230.0,506.0,,,,,211.0,387.7,158.4,,182.0,2.0,,,,,,117.0,393.0,,,,,98.0,274.7,45.4,,69.0,-111.0,,,,,,False,,,,,True,False,True,,True,True,,,,,
06045,962,1220.0,2318.0,,,,,903.0,837.4,651.4,,1044.0,110.0,,,979.0,,,258.0,1356.0,,,,,-59.0,-124.6,-310.6,,82.0,-852.0,,,17.0,,,False,,,,,True,True,False,,True,False,,,True,,
06047,7690,8295.0,13772.0,,,,,8514.0,5287.0,4380.9,,5459.0,422.7,,,7380.2,0.0,,605.0,6082.0,,,,,824.0,-2403.0,-3309.1,,-2231.0,-7267.3,,,-309.8,-7690.0,,False,,,,,False,False,False,,False,False,,,True,False,
06049,101,165.0,0.0,,,,,129.0,89.9,80.1,,39.0,0.0,,,,,,64.0,-101.0,,,,,28.0,-11.1,-20.9,,-62.0,-101.0,,,,,,False,,,,,True,True,True,,True,False,,,,,
06051,271,270.0,323.0,,,,,126.0,182.5,47.8,,106.0,0.0,,,,,,-1.0,52.0,,,,,-145.0,-88.5,-223.2,,-165.0,-271.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
06053,12067,13385.0,5030.0,,,,,9404.0,6905.0,6586.2,,13905.5,0.3,,,12871.1,9842.0,,1318.0,-7037.0,,,,,-2663.0,-5162.0,-5480.8,,1838.5,-12066.7,,,804.1,-2225.0,,False,,,,,False,False,False,,False,False,,,True,False,
06055,2699,2740.0,2279.0,,,,,2162.0,2109.6,1297.9,,2815.0,1196.6,,,2451.2,1896.0,,41.0,-420.0,,,,,-537.0,-589.4,-1401.1,,116.0,-1502.4,,,-247.8,-803.0,,False,,,,,False,False,False,,False,False,,,False,False,
06057,958,1025.0,1914.0,,,,,1545.0,619.2,462.0,,823.0,0.1,,,1090.0,,,67.0,956.0,,,,,587.0,-338.8,-496.0,,-135.0,-957.9,,,132.0,,,False,,,,,False,False,False,,False,False,,,False,,
06059,64146,104490.0,45706.0,,,,,90218.0,76331.6,51744.2,,107879.0,20003.3,,,79687.5,0.0,,40344.0,-18440.0,,,,,26072.0,12185.6,-12401.8,,43733.0,-44142.7,,,15541.5,-64146.0,,True,,,,,True,True,True,,False,False,,,True,False,
06061,4797,6635.0,2662.0,,,,,7518.0,4573.6,3082.1,,8483.0,1260.7,,,5723.0,2170.0,,1838.0,-2135.0,,,,,2721.0,-223.4,-1714.9,,3686.0,-3536.3,,,926.0,-2627.0,,False,,,,,False,True,True,,False,False,,,True,False,
06063,146,215.0,72.0,,,,,240.0,83.9,71.0,,72.0,0.0,,,,,,69.0,-74.0,,,,,94.0,-62.1,-75.0,,-74.0,-146.0,,,,,,False,,,,,False,True,False,,False,False,,,,,
06065,91496,109920.0,118277.0,,,,,89455.0,66573.5,78281.5,,91201.5,24517.0,,,32126.4,0.0,,18424.0,26781.0,,,,,-2041.0,-24922.5,-13214.5,,-294.5,-66979.0,,,-59369.6,-91496.0,,False,,,,,True,False,True,,True,False,,,False,False,
06067,22193,26630.0,14048.0,,,,,29410.0,19694.4,18743.3,,26919.5,6518.9,,,34303.3,13393.0,,4437.0,-8145.0,,,,,7217.0,-2498.6,-3449.7,,4726.5,-15674.1,,,12110.3,-8800.0,,False,,,,,False,True,True,,False,False,,,False,False,
06069,1700,2185.0,1351.0,,,,,1438.0,1351.4,326.5,,1804.0,258.4,,,1895.5,,,485.0,-349.0,,,,,-262.0,-348.6,-1373.5,,104.0,-1441.6,,,195.5,,,True,,,,,True,True,False,,True,False,,,True,,
06071,74298,109195.0,18378.0,,,,,81337.0,47814.8,90634.9,,90958.0,4.1,,,52826.7,0.0,,34897.0,-55920.0,,,,,7039.0,-26483.2,16336.9,,16660.0,-74293.9,,,-21471.3,-74298.0,,False,,,,,True,True,True,,True,False,,,True,False,
06073,80834,109265.0,204504.0,,,,,73849.0,95059.7,58882.0,,112882.5,23813.9,,,85261.8,0.0,,28431.0,123670.0,,,,,-6985.0,14225.7,-21952.0,,32048.5,-57020.1,,,4427.8,-80834.0,,False,,,,,True,True,True,,False,False,,,True,False,
06075,8084,10075.0,21442.0,,,,,6714.0,9274.6,6907.1,,10128.5,2915.1,,,7539.9,0.0,,1991.0,13358.0,,,,,-1370.0,1190.6,-1176.9,,2044.5,-5168.9,,,-544.1,-8084.0,,False,,,,,True,True,True,,False,False,,,True,False,
06077,16979,22755.0,10658.0,,,,,18594.0,23576.0,12944.0,,23378.5,2185.5,,,14736.5,15213.0,,5776.0,-6321.0,,,,,1615.0,6597.0,-4035.0,,6399.5,-14793.5,,,-2242.5,-1766.0,,False,,,,,True,False,True,,False,False,,,True,True,
