,predicted_cases,actual_cases,error,perc_error
UpstateSU-GRU,1883542.4,1908294,-24751.6,-1.3%
JHUAPL-Bucky,1958709.7,1908294,50415.7,2.6%
IEM_MED-CovidProject,1987573.5,1908294,79279.5,4.2%
UChicagoCHATTOPADHYAY-UnIT,1798818.0,1908294,-109476.0,-5.7%
LNQ-ens1,2055669.8,1908294,147375.8,7.7%
JHU_IDD-CovidSP,2102415.6,1908294,194121.6,10.2%
IBF-TimeSeries,2157611.0,1908294,249317.0,13.1%
FDANIHASU-Sweight,2178160.8,1908294,269866.8,14.1%
LANL-GrowthRate,1621823.0,1908294,-286471.0,-15.0%
MOBS-GLEAM_COVID,2197340.8,1908294,289046.8,15.1%
USC-SI_kJalpha,2215690.0,1908294,307396.0,16.1%
TTU-squider,2216470.0,1908294,308176.0,16.1%
CU-select,2248845.0,1908294,340551.0,17.8%
UCF-AEM,2263270.0,1908294,354976.0,18.6%
COVIDhub-ensemble,2420772.0,1908294,512478.0,26.9%
QJHong-Encounter,2423279.0,1908294,514985.0,27.0%
RobertWalraven-ESG,2452953.5,1908294,544659.5,28.5%
BPagano-RtDriven,2453677.2,1908294,545383.2,28.6%
Karlen-pypm,2454453.0,1908294,546159.0,28.6%
UCLA-SuEIR,2458359.1,1908294,550065.1,28.8%
Covid19Sim-Simulator,2460839.5,1908294,552545.5,29.0%
MIT_ISOLAT-Mixtures,2469293.5,1908294,560999.5,29.4%
COVIDhub-baseline,2471216.0,1908294,562922.0,29.5%
CEID-Walk,2482117.1,1908294,573823.1,30.1%
IowaStateLW-STEM,2483694.0,1908294,575400.0,30.2%
UMich-RidgeTfReg,2507198.4,1908294,598904.4,31.4%
Columbia_UNC-SurvCon,2540175.0,1908294,631881.0,33.1%
OneQuietNight-ML,2545561.0,1908294,637267.0,33.4%
Microsoft-DeepSTIA,2709186.7,1908294,800892.7,42.0%
SigSci-TS,2733788.0,1908294,825494.0,43.3%
OliverWyman-Navigator,2737584.0,1908294,829290.0,43.5%
CovidAnalytics-DELPHI,2907822.0,1908294,999528.0,52.4%
DDS-NBDS,3329366.0,1908294,1421072.0,74.5%
UVA-Ensemble,3428952.3,1908294,1520658.3,79.7%
Google_Harvard-CPF,,1908294,,
JHU_CSSE-DECOM,,1908294,,
JHU_UNC_GAS-StatMechPool,,1908294,,
UCSB-ACTS,,1908294,,
