,count,mean,median,std,min,25%,75%,max
Karlen-pypm,51,14278197.9,838140.2,30336999.8,123.2,129988.3,12906450.1,143307235.2
LNQ-ens1,51,16930178.7,438339.4,60625702.9,123.0,38790.7,4055358.5,385898867.8
OneQuietNight-ML,51,19496423.0,2157961.0,64497100.1,3969.0,496577.0,9755144.5,418611600.0
COVIDhub-trained_ensemble,51,20187364.4,1726596.0,53244822.3,4900.0,265481.0,8611514.5,287234704.0
RobertWalraven-ESG,51,20435855.6,1134097.2,53867620.8,24.4,167124.0,11006325.2,255119159.0
LANL-GrowthRate,51,22516056.1,1132096.0,93217370.7,1.0,135188.5,10240049.0,648262521.0
Microsoft-DeepSTIA,50,22783994.1,1026140.2,74860464.7,123.4,94845.6,6103580.8,452735942.6
UVA-Ensemble,51,23299136.1,1356243.0,69322450.6,1640.0,116395.0,9324072.5,434255945.6
IEM_MED-CovidProject,51,26583484.2,578069.1,77540095.8,130.9,54652.3,5053005.9,371205870.0
UChicagoCHATTOPADHYAY-UnIT,51,27295857.2,1192835.3,112275822.2,45.4,148889.5,8116027.4,772644856.3
Google_Harvard-CPF,51,29422392.9,2014825.0,78501829.4,48.1,205849.9,5494759.3,335984317.5
COVIDhub-ensemble,51,32953374.1,1104601.0,101408955.0,1.0,133072.0,10860420.5,569013316.0
Geneva-DetGrowth,51,35426102.6,997489.3,111602720.7,133.4,286942.9,10956168.0,733812873.7
JHU_UNC_GAS-StatMechPool,51,38874740.0,1570009.0,151702672.5,306.2,261502.6,9485291.1,1033815409.0
IowaStateLW-STEM,49,39193163.2,5225796.0,101112108.6,1936.0,631669.0,22524552.0,590684416.0
USC-SI_kJalpha,51,44702632.0,1495729.0,143909557.8,324.0,310505.0,20837492.0,884824516.0
CU-select,51,46383323.6,883600.0,159622912.3,5184.0,147556.0,7521488.5,1015441956.0
JHU_IDD-CovidSP,51,47367494.4,1156058.1,223553431.3,650.0,188449.8,7097338.6,1565016116.9
MIT_ISOLAT-Mixtures,50,60407285.6,2976014.8,171816842.9,54.0,238810.6,18138878.0,939758804.6
JHU_CSSE-DECOM,51,61434591.4,1495729.0,203927620.5,16.0,231442.0,14618270.5,1083528889.0
UMich-RidgeTfReg,50,67324530.7,8801514.8,142038453.7,350.0,1755007.6,36270051.8,848921093.0
COVIDhub-baseline,51,74358548.0,1946025.0,300912244.5,144.0,477096.5,18084908.5,2082005641.0
JHUAPL-Bucky,51,75736031.5,1882095.2,247734191.6,4369.1,251503.3,12206574.3,1133910973.3
UCLA-SuEIR,51,77975467.5,1790304.3,313288516.4,528.3,150988.6,27617504.9,2205924588.4
CEID-Walk,51,79126506.2,2137403.1,364563797.8,48.1,413090.1,19122655.6,2579016585.8
Covid19Sim-Simulator,51,81548098.4,5117613.7,301666130.9,1372.6,999000.1,20531275.3,2056290168.5
OliverWyman-Navigator,51,92661216.5,3759721.0,343157922.2,196.0,785396.0,23381320.5,2291728384.0
BPagano-RtDriven,51,95312946.5,2191880.2,512039601.3,1656.5,186952.9,14727608.7,3653150745.7
SigSci-TS,51,97286419.2,3218436.0,410496888.3,144.0,103062.5,25808396.5,2896054225.0
CovidAnalytics-DELPHI,51,124831644.9,5774409.0,304075491.4,4624.0,622642.0,35900660.5,1570536900.0
MOBS-GLEAM_COVID,50,140014228.6,3017358.0,667932529.1,242.3,562787.5,16206762.7,4622719896.8
TTU-squider,51,402063942.0,10421378.5,2490285482.6,1721.8,954995.6,41984486.6,17814208066.4
DDS-NBDS,51,10548382729.3,5439228.7,58477828066.6,615.8,302265.9,114913197.2,407115574241.3
