,count,mean,median,std,min,25%,75%,max
PandemicCentral-USCounty,3120,1884855.1,9990.4,25873882.6,0.0,1068.6,76794.5,1122039516.6
OneQuietNight-ML,3135,2220012.9,3844.0,84527996.5,0.0,529.0,26569.0,4666529344.0
JHU_IDD-CovidSP,3141,2311435.2,2213.8,82159951.6,0.0,227.2,20226.7,4537764222.3
UpstateSU-GRU,2770,2817479.5,7149.1,67645926.8,0.0,788.9,63588.8,3343230110.5
LANL-GrowthRate,3111,3655352.0,3844.0,119174901.5,0.0,361.0,40401.0,6595145310.2
LNQ-ens1,3140,4459749.2,3653.8,160947291.5,0.0,357.4,35911.5,8912625145.1
COVIDhub-ensemble,3141,4583135.4,5929.0,149742705.3,0.0,529.0,52441.0,8221411584.0
JHUAPL-Bucky,3141,4992052.5,10954.5,95451006.4,0.0,917.8,128523.7,4755088324.5
FAIR-NRAR,3137,7028844.2,9765.7,267651611.2,0.0,788.8,90035.6,14834548286.4
IowaStateLW-STEM,3103,10260214.6,19600.0,365745483.2,0.0,2025.0,162409.0,20279468836.0
COVIDhub-baseline,3141,11472398.3,8464.0,427571360.5,0.0,729.0,88209.0,23700602500.0
CEID-Walk,3141,11540696.4,8513.2,435113028.2,0.0,776.0,90052.2,24133371455.1
OliverWyman-Navigator,3027,15322918.4,23716.0,465053285.5,0.0,2025.0,220900.0,25416649476.0
Google_Harvard-CPF,3140,16700073.6,22497.9,466062248.7,0.0,2809.7,187781.7,24508293876.6
UVA-Ensemble,3131,53125351.3,17690.4,2283437688.6,0.0,1531.8,186314.6,127710960489.5
CU-select,3031,60457904.3,8464.0,1830246690.2,0.0,784.0,91809.0,76659211876.0
