,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,102.3,21.6,471.4,0.0,7.1,62.4,15036.0
OneQuietNight-ML,3135,120.3,37.0,345.4,0.0,14.0,94.0,7509.0
COVIDhub-ensemble,3141,125.1,27.0,533.9,0.0,9.0,79.0,16972.0
LANL-GrowthRate,3111,131.8,33.0,529.6,0.0,11.0,96.0,22283.0
FAIR-NRAR,3137,133.0,31.2,581.5,0.0,9.9,88.4,21861.8
UChicagoCHATTOPADHYAY-UnIT,3093,137.1,33.5,566.2,0.0,15.0,92.6,20565.5
JHU_IDD-CovidSP,3141,150.5,26.9,1012.5,0.0,9.0,83.9,47094.3
Google_Harvard-CPF,3140,155.9,25.6,928.2,0.0,8.9,73.8,36205.6
COVIDhub-baseline,3141,210.0,42.0,1135.2,0.0,13.0,127.0,43538.0
CEID-Walk,3141,210.0,41.5,1129.6,0.0,13.3,128.3,44756.6
JHUAPL-Bucky,3141,219.1,43.3,1085.3,0.0,14.1,123.6,29171.9
UpstateSU-GRU,2770,223.6,49.3,1096.0,0.0,16.0,149.2,37764.4
CU-select,3019,241.4,40.0,1266.1,0.0,13.0,115.0,39007.0
PandemicCentral-USCounty,3118,253.7,58.3,949.3,0.0,18.8,164.5,29357.1
IowaStateLW-STEM,3103,290.3,53.0,1766.6,0.0,17.0,162.0,74392.0
OliverWyman-Navigator,3037,294.2,55.0,1487.4,0.0,17.0,185.0,58254.0
UVA-Ensemble,3131,539.9,63.3,3230.3,0.0,20.4,196.8,99026.4
