,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
47125,3087,5016.0,,5106.5,,4766.0,5968.0,,,,,5284.8,4331.3,,,3725.0,3048.5,2720.9,4926.0,,4067.5,5599.4,,,4122.0,2120.8,,,,,,4971.0,4780.0,,,4779.2,,1929.0,,2019.5,,1679.0,2881.0,,,,,2197.8,1244.3,,,638.0,-38.5,-366.1,1839.0,,980.5,2512.4,,,1035.0,-966.2,,,,,,1884.0,1693.0,,,1692.2,,,False,,True,False,,,,,False,True,,,True,True,True,True,,True,False,,,True,True,,,,,,True,True,,,True,
47127,105,196.0,,229.5,,167.0,82.0,,,,,287.7,235.4,,,240.0,90.4,121.1,,,112.0,179.0,,,154.0,120.6,,,,,,,,,,268.8,,91.0,,124.5,,62.0,-23.0,,,,,182.7,130.4,,,135.0,-14.6,16.1,,,7.0,74.0,,,49.0,15.6,,,,,,,,,,163.8,,,False,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,True,True,,,,,,,,,,False,
47129,309,588.0,,544.9,,556.0,565.0,,,,,718.5,586.0,,,606.0,453.2,346.0,,,581.0,549.1,,,428.0,389.2,,,,,,,,,,803.8,,279.0,,235.9,,247.0,256.0,,,,,409.5,277.0,,,297.0,144.2,37.0,,,272.0,240.1,,,119.0,80.2,,,,,,,,,,494.8,,,True,,True,True,,,,,False,True,,,False,True,True,,,True,True,,,True,True,,,,,,,,,,False,
47131,289,732.0,,684.9,,641.0,628.0,,,,,1432.3,788.5,,,741.0,421.9,403.1,563.0,,359.0,625.8,,,676.0,550.1,,,,,,479.7,,,,754.3,,443.0,,395.9,,352.0,339.0,,,,,1143.3,499.5,,,452.0,132.9,114.1,274.0,,70.0,336.8,,,387.0,261.1,,,,,,190.7,,,,465.3,,,True,,True,True,,,,,False,False,,,False,True,True,True,,True,True,,,True,True,,,,,,True,,,,False,
47133,270,624.0,,641.3,,521.0,523.0,,,,,870.3,658.1,,,590.0,347.9,343.2,,,500.0,656.2,,,506.0,388.7,,,,,,370.2,,,,607.3,,354.0,,371.3,,251.0,253.0,,,,,600.3,388.1,,,320.0,77.9,73.2,,,230.0,386.2,,,236.0,118.7,,,,,,100.2,,,,337.3,,,False,,True,True,,,,,False,False,,,True,True,True,,,True,False,,,True,True,,,,,,True,,,,True,
47135,83,156.0,,169.1,,141.0,24.0,,,,,354.1,232.6,,,276.0,30.5,119.9,,,111.0,162.1,,,148.0,104.0,,,,,,,,,,146.2,,73.0,,86.1,,58.0,-59.0,,,,,271.1,149.6,,,193.0,-52.5,36.9,,,28.0,79.1,,,65.0,21.0,,,,,,,,,,63.2,,,False,,True,True,,,,,False,False,,,False,True,True,,,True,False,,,True,True,,,,,,,,,,True,
47137,83,176.0,,174.8,,145.0,63.0,,,,,215.2,196.2,,,88.0,91.5,77.5,,,166.0,170.7,,,129.0,75.4,,,,,,,,,,206.9,,93.0,,91.8,,62.0,-20.0,,,,,132.2,113.2,,,5.0,8.5,-5.5,,,83.0,87.7,,,46.0,-7.6,,,,,,,,,,123.9,,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,,,,,,,,,,False,
47139,303,364.0,,368.0,,377.0,260.0,,,,,525.2,402.2,,,497.0,364.6,308.9,,,383.0,479.6,,,345.0,302.5,,,,,,,,,,470.6,,61.0,,65.0,,74.0,-43.0,,,,,222.2,99.2,,,194.0,61.6,5.9,,,80.0,176.6,,,42.0,-0.5,,,,,,,,,,167.6,,,False,,False,True,,,,,False,False,,,False,False,True,,,False,False,,,True,True,,,,,,,,,,False,
47141,1101,2100.0,,2203.3,,1933.0,2464.0,,,,,3102.4,2110.1,,,2056.0,997.2,1320.6,1571.5,,1446.0,2208.4,,,1759.0,1409.1,,,,,,1345.3,,,,2922.5,,999.0,,1102.3,,832.0,1363.0,,,,,2001.4,1009.1,,,955.0,-103.8,219.6,470.5,,345.0,1107.4,,,658.0,308.1,,,,,,244.3,,,,1821.5,,,False,,True,False,,,,,False,False,,,True,True,True,True,,True,False,,,True,True,,,,,,True,,,,False,
47143,485,1088.0,,1190.7,,1030.0,434.0,,,,,1333.5,995.1,,,1007.0,567.9,706.6,807.5,,1103.0,1100.4,,,799.0,423.7,,,,,,,,,,1724.9,,603.0,,705.7,,545.0,-51.0,,,,,848.5,510.1,,,522.0,82.9,221.6,322.5,,618.0,615.4,,,314.0,-61.3,,,,,,,,,,1239.9,,,False,,True,True,,,,,False,True,,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,False,
47145,709,1296.0,,1466.3,,1307.0,1777.0,,,,,1756.0,1369.9,,,1493.0,1150.4,872.6,1232.5,,841.0,1307.8,,,1054.0,867.1,,,,,,,,,,1825.5,,587.0,,757.3,,598.0,1068.0,,,,,1047.0,660.9,,,784.0,441.4,163.6,523.5,,132.0,598.8,,,345.0,158.1,,,,,,,,,,1116.5,,,False,,False,False,,,,,False,False,,,False,True,True,True,,True,False,,,True,True,,,,,,,,,,False,
47147,1114,1900.0,,2020.4,,1547.0,3513.0,,,,,2916.5,1670.0,,,1494.0,828.1,1250.4,1300.0,,1333.0,1855.1,,,1513.0,938.1,,,,,,1050.2,,,,2720.6,,786.0,,906.4,,433.0,2399.0,,,,,1802.5,556.0,,,380.0,-285.9,136.4,186.0,,219.0,741.1,,,399.0,-175.9,,,,,,-63.8,,,,1606.6,,,False,,True,False,,,,,False,True,,,True,True,True,True,,True,True,,,True,True,,,,,,True,,,,False,
47149,4624,7856.0,,8126.1,5367.6,7204.0,19182.0,,,,,10293.0,6928.9,,7433.7,8645.0,4074.6,4490.2,6982.5,,5542.5,8986.0,,,6134.0,5004.2,,,,,,6638.2,7234.0,,,11199.7,,3232.0,,3502.1,743.6,2580.0,14558.0,,,,,5669.0,2304.9,,2809.7,4021.0,-549.4,-133.8,2358.5,,918.5,4362.0,,,1510.0,380.2,,,,,,2014.2,2610.0,,,6575.7,,,False,True,True,False,,,,,False,True,,True,False,True,True,True,,True,False,,,True,True,,,,,,True,True,,,False,
47151,253,420.0,,382.8,,403.0,406.0,,,,,700.2,554.4,,,478.0,293.0,297.7,,,163.0,390.4,,,384.0,396.9,,,,,,590.4,,,,501.9,,167.0,,129.8,,150.0,153.0,,,,,447.2,301.4,,,225.0,40.0,44.7,,,-90.0,137.4,,,131.0,143.9,,,,,,337.4,,,,248.9,,,True,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,True,True,,,,,,False,,,,False,
47153,212,368.0,,338.3,,330.0,108.0,,,,,514.0,417.7,,,383.0,141.5,224.1,,,303.0,341.9,,,333.0,269.9,,,,,,,,,,406.6,,156.0,,126.3,,118.0,-104.0,,,,,302.0,205.7,,,171.0,-70.5,12.1,,,91.0,129.9,,,121.0,57.9,,,,,,,,,,194.6,,,True,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,True,True,,,,,,,,,,False,
47155,1515,2572.0,,2446.0,,2310.0,5206.0,,,,,3490.9,2290.4,,,2534.0,1015.0,1904.8,1955.0,,2025.0,2574.9,,,2018.0,1296.8,,,,,,1293.7,,,,2961.6,,1057.0,,931.0,,795.0,3691.0,,,,,1975.9,775.4,,,1019.0,-500.0,389.8,440.0,,510.0,1059.9,,,503.0,-218.2,,,,,,-221.3,,,,1446.6,,,True,,True,False,,,,,False,True,,,True,True,True,True,,True,False,,,True,True,,,,,,True,,,,False,
47157,10394,15028.0,,15629.5,15677.7,15490.0,28267.0,,,,,27547.2,12378.1,,15985.2,19240.0,13007.3,14344.6,19447.5,,11507.0,15330.1,,,14551.0,11849.4,,,,,,11173.2,17155.0,,,28335.5,,4634.0,,5235.5,5283.7,5096.0,17873.0,,,,,17153.2,1984.1,,5591.2,8846.0,2613.3,3950.6,9053.5,,1113.0,4936.1,,,4157.0,1455.4,,,,,,779.2,6761.0,,,17941.5,,,False,False,False,False,,,,,False,True,,False,False,True,True,False,,True,False,,,True,True,,,,,,True,False,,,False,
47159,219,544.0,,662.0,,395.0,344.0,,,,,772.6,555.2,,,540.0,126.9,241.5,,,257.5,495.4,,,399.0,384.4,,,,,,281.2,,,,668.7,,325.0,,443.0,,176.0,125.0,,,,,553.6,336.2,,,321.0,-92.1,22.5,,,38.5,276.4,,,180.0,165.4,,,,,,62.2,,,,449.7,,,False,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,,,,,,True,,,,False,
47161,187,288.0,,274.1,,282.0,286.0,,,,,375.5,345.2,,,259.0,216.6,150.7,,,316.0,325.1,,,266.0,163.4,,,,,,,,,,392.0,,101.0,,87.1,,95.0,99.0,,,,,188.5,158.2,,,72.0,29.6,-36.3,,,129.0,138.1,,,79.0,-23.6,,,,,,,,,,205.0,,,True,,True,True,,,,,False,False,,,True,True,True,,,False,False,,,True,True,,,,,,,,,,False,
47163,1575,3324.0,,3344.0,,3078.0,13410.0,,,,,3615.5,3500.1,,,3803.0,1880.6,2023.9,2760.0,,2224.5,3005.2,,,2902.0,2417.8,,,,,,3335.4,2119.0,,,4432.0,,1749.0,,1769.0,,1503.0,11835.0,,,,,2040.5,1925.1,,,2228.0,305.6,448.9,1185.0,,649.5,1430.2,,,1327.0,842.8,,,,,,1760.4,544.0,,,2857.0,,,False,,True,False,,,,,False,False,,,False,True,True,True,,True,True,,,True,True,,,,,,False,True,,,False,
47165,2493,4008.0,,3817.3,,3842.0,6715.0,,,,,6516.8,4113.8,,3754.3,4016.0,2785.9,2606.2,4329.0,,2612.5,4281.0,,,3408.0,2471.9,,,,,,3641.7,3949.0,,,4487.6,,1515.0,,1324.3,,1349.0,4222.0,,,,,4023.8,1620.8,,1261.3,1523.0,292.9,113.2,1836.0,,119.5,1788.0,,,915.0,-21.1,,,,,,1148.7,1456.0,,,1994.6,,,True,,True,False,,,,,False,False,,True,False,True,True,False,,True,False,,,True,True,,,,,,True,True,,,False,
47167,775,1224.0,,1153.0,,1167.0,1744.0,,,,,2046.2,1274.6,,,1566.0,726.2,842.5,1031.0,,975.5,1236.1,,,1087.0,825.8,,,,,,891.8,,,,1812.5,,449.0,,378.0,,392.0,969.0,,,,,1271.2,499.6,,,791.0,-48.8,67.5,256.0,,200.5,461.1,,,312.0,50.8,,,,,,116.8,,,,1037.5,,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,True,True,,,,,,True,,,,False,
47169,93,276.0,,274.7,,264.0,,,,,,696.6,258.8,,,262.0,66.3,121.3,,,311.0,280.8,,,234.0,139.7,,,,,,131.4,,,,413.4,,183.0,,181.7,,171.0,,,,,,603.6,165.8,,,169.0,-26.7,28.3,,,218.0,187.8,,,141.0,46.7,,,,,,38.4,,,,320.4,,,True,,True,,,,,,False,True,,,True,True,True,,,False,False,,,True,True,,,,,,True,,,,False,
47171,159,364.0,,342.6,,333.0,78.0,,,,,516.6,419.0,,,527.0,216.5,166.3,,,219.0,361.3,,,340.0,302.5,,,,,,,,,,353.1,,205.0,,183.6,,174.0,-81.0,,,,,357.6,260.0,,,368.0,57.5,7.3,,,60.0,202.3,,,181.0,143.5,,,,,,,,,,194.1,,,True,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,True,True,,,,,,,,,,True,
47173,207,288.0,,299.6,,286.0,416.0,,,,,504.3,355.9,,,596.0,194.8,271.7,,,286.0,267.0,,,280.0,295.8,,,,,,,,,,404.9,,81.0,,92.6,,79.0,209.0,,,,,297.3,148.9,,,389.0,-12.2,64.7,,,79.0,60.0,,,73.0,88.8,,,,,,,,,,197.9,,,False,,True,False,,,,,False,False,,,False,True,True,,,True,True,,,True,False,,,,,,,,,,False,
47175,82,200.0,,218.4,,169.0,74.0,,,,,191.5,212.0,,,191.0,122.8,53.0,,,303.5,149.6,,,139.0,122.5,,,,,,,,,,211.7,,118.0,,136.4,,87.0,-8.0,,,,,109.5,130.0,,,109.0,40.8,-29.0,,,221.5,67.6,,,57.0,40.5,,,,,,,,,,129.7,,,False,,True,True,,,,,True,False,,,True,True,True,,,False,True,,,True,True,,,,,,,,,,False,
47177,510,960.0,,943.7,,871.0,2014.0,,,,,1632.3,1011.1,,,1384.0,287.3,941.3,664.5,,692.5,914.3,,,836.0,761.9,,,,,,524.0,,,,1339.6,,450.0,,433.7,,361.0,1504.0,,,,,1122.3,501.1,,,874.0,-222.7,431.3,154.5,,182.5,404.3,,,326.0,251.9,,,,,,14.0,,,,829.6,,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,True,,,True,True,,,,,,True,,,,False,
47179,1243,3104.0,,3161.0,,2811.0,7032.0,,,,,3560.0,3156.8,,,3033.0,2069.6,1749.8,3041.5,,1895.0,2705.0,,,2534.0,1888.0,,,,,,4893.8,1669.0,,,4350.6,,1861.0,,1918.0,,1568.0,5789.0,,,,,2317.0,1913.8,,,1790.0,826.6,506.8,1798.5,,652.0,1462.0,,,1291.0,645.0,,,,,,3650.8,426.0,,,3107.6,,,False,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,,,,,,False,True,,,False,
47181,229,384.0,,403.5,,375.0,303.0,,,,,890.7,427.2,,,506.0,209.3,193.6,,,385.0,344.9,,,354.0,404.3,,,,,,,,,,505.9,,155.0,,174.5,,146.0,74.0,,,,,661.7,198.2,,,277.0,-19.7,-35.4,,,156.0,115.9,,,125.0,175.3,,,,,,,,,,276.9,,,False,,True,True,,,,,False,False,,,False,True,True,,,False,True,,,True,False,,,,,,,,,,False,
47183,294,608.0,,674.9,,619.0,543.0,,,,,1284.0,686.9,,,727.0,339.6,468.1,633.0,,391.0,621.8,,,609.0,626.2,,,,,,348.5,,,,904.7,,314.0,,380.9,,325.0,249.0,,,,,990.0,392.9,,,433.0,45.6,174.1,339.0,,97.0,327.8,,,315.0,332.2,,,,,,54.5,,,,610.7,,,False,,False,True,,,,,False,False,,,False,True,True,False,,True,False,,,False,False,,,,,,True,,,,False,
47185,314,548.0,,563.4,,544.0,198.0,,,,,990.9,669.6,,,886.0,328.3,424.2,,,787.5,484.4,,,547.0,561.2,,,,,,354.6,,,,705.5,,234.0,,249.4,,230.0,-116.0,,,,,676.9,355.6,,,572.0,14.3,110.2,,,473.5,170.4,,,233.0,247.2,,,,,,40.6,,,,391.5,,,False,,True,True,,,,,False,False,,,False,True,True,,,False,True,,,True,False,,,,,,True,,,,False,
47187,3564,6120.0,,6319.7,,6114.0,7207.0,,,,,7861.7,5362.4,,7090.6,4521.0,4523.4,3973.6,6747.5,,5387.0,6541.4,,,4173.0,2952.1,,,,,,4436.9,6135.0,,,7279.7,,2556.0,,2755.7,,2550.0,3643.0,,,,,4297.7,1798.4,,3526.6,957.0,959.4,409.6,3183.5,,1823.0,2977.4,,,609.0,-611.9,,,,,,872.9,2571.0,,,3715.7,,,False,,True,False,,,,,False,True,,False,True,True,True,False,,True,False,,,True,True,,,,,,True,False,,,False,
47189,1884,3384.0,,3131.2,,2889.0,5934.0,,,,,5230.4,3183.4,,,3471.0,1990.2,2390.8,3209.5,,2407.0,3473.7,,,2667.0,2095.7,,,,,,2634.5,2157.0,,,3383.6,,1500.0,,1247.2,,1005.0,4050.0,,,,,3346.4,1299.4,,,1587.0,106.2,506.8,1325.5,,523.0,1589.7,,,783.0,211.7,,,,,,750.5,273.0,,,1499.6,,,True,,True,False,,,,,False,True,,,False,True,True,True,,True,False,,,True,True,,,,,,True,True,,,True,
48001,634,2588.0,,2732.4,,2327.0,4156.0,,,,,2323.0,2387.3,,,1371.0,11176.9,1168.8,4143.5,,714.0,1940.6,,,1910.0,2329.0,,,,,,1470.5,,,,3733.4,,1954.0,,2098.4,,1693.0,3522.0,,,,,1689.0,1753.3,,,737.0,10542.9,534.8,3509.5,,80.0,1306.6,,,1276.0,1695.0,,,,,,836.5,,,,3099.4,,,False,,True,False,,,,,True,True,,,True,False,True,False,,True,True,,,True,True,,,,,,True,,,,False,
48003,149,360.0,,356.3,,325.0,322.0,,,,,520.8,698.7,,,355.0,223.4,204.1,,,285.0,209.4,,,343.0,454.1,,,,,,,,,,308.5,,211.0,,207.3,,176.0,173.0,,,,,371.8,549.7,,,206.0,74.4,55.1,,,136.0,60.4,,,194.0,305.1,,,,,,,,,,159.5,,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,False,,,,,,,,,,True,
48005,1289,2164.0,,2207.1,,1927.0,4304.0,,,,,2543.6,3922.3,,,1886.0,2889.8,1526.1,1748.5,,1780.5,1541.7,,,1905.0,1681.6,,,,,,1070.2,,,,2687.4,,875.0,,918.1,,638.0,3015.0,,,,,1254.6,2633.3,,,597.0,1600.8,237.1,459.5,,491.5,252.7,,,616.0,392.6,,,,,,-218.8,,,,1398.4,,,False,,True,False,,,,,False,False,,,True,False,True,True,,True,True,,,True,True,,,,,,True,,,,False,
48007,270,248.0,,250.8,,257.0,337.0,,,,,341.5,401.0,,,330.0,185.8,255.1,,,178.0,279.8,,,276.0,249.4,,,,,,,,,,252.5,,-22.0,,-19.2,,-13.0,67.0,,,,,71.5,131.0,,,60.0,-84.2,-14.9,,,-92.0,9.8,,,6.0,-20.6,,,,,,,,,,-17.5,,,True,,True,False,,,,,False,False,,,False,False,True,,,False,True,,,True,True,,,,,,,,,,True,
48009,105,344.0,,342.9,,246.0,334.0,,,,,279.1,367.1,,,187.0,208.9,135.8,,,232.0,224.3,,,260.0,223.3,,,,,,,,,,435.7,,239.0,,237.9,,141.0,229.0,,,,,174.1,262.1,,,82.0,103.9,30.8,,,127.0,119.3,,,155.0,118.3,,,,,,,,,,330.7,,,True,,True,True,,,,,True,False,,,True,True,True,,,True,True,,,True,True,,,,,,,,,,False,
48011,26,24.0,,22.5,,25.0,,,,,,43.1,41.6,,,33.0,14.3,12.1,,,27.0,16.6,,,29.0,29.4,,,,,,,,,,27.1,,-2.0,,-3.5,,-1.0,,,,,,17.1,15.6,,,7.0,-11.7,-13.9,,,1.0,-9.4,,,3.0,3.4,,,,,,,,,,1.1,,,False,,True,,,,,,False,False,,,False,False,False,,,True,False,,,False,False,,,,,,,,,,True,
48013,1430,1992.0,,1721.8,,983.0,28.0,,,,,1495.6,2440.2,,,1169.0,282.9,624.6,716.5,,1201.5,990.0,,,1348.0,911.7,,,,,,1270.4,,,,1353.5,,562.0,,291.8,,-447.0,-1402.0,,,,,65.6,1010.2,,,-261.0,-1147.1,-805.4,-713.5,,-228.5,-440.0,,,-82.0,-518.3,,,,,,-159.6,,,,-76.5,,,True,,True,False,,,,,True,False,,,True,False,False,False,,True,True,,,True,True,,,,,,True,,,,True,
48015,484,520.0,,544.5,,502.0,783.0,,,,,558.1,625.4,,,474.0,343.9,406.9,510.0,,487.0,535.3,,,498.0,430.5,,,,,,,,,,549.3,,36.0,,60.5,,18.0,299.0,,,,,74.1,141.4,,,-10.0,-140.1,-77.1,26.0,,3.0,51.3,,,14.0,-53.5,,,,,,,,,,65.3,,,False,,True,False,,,,,False,False,,,True,False,False,True,,True,False,,,True,False,,,,,,,,,,False,
48017,34,60.0,,74.1,,61.0,0.0,,,,,206.0,182.0,,,142.0,3.8,38.8,,,24.0,50.6,,,92.0,103.6,,,,,,,,,,85.7,,26.0,,40.1,,27.0,-34.0,,,,,172.0,148.0,,,108.0,-30.2,4.8,,,-10.0,16.6,,,58.0,69.6,,,,,,,,,,51.7,,,False,,False,False,,,,,False,False,,,False,False,True,,,True,True,,,False,False,,,,,,,,,,False,
48019,379,684.0,,635.3,,384.0,2565.0,,,,,362.9,638.3,,,325.0,167.7,217.1,,,273.0,385.4,,,496.0,295.3,,,,,,,,,,654.8,,305.0,,256.3,,5.0,2186.0,,,,,-16.1,259.3,,,-54.0,-211.3,-161.9,,,-106.0,6.4,,,117.0,-83.7,,,,,,,,,,275.8,,,True,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,True,True,,,,,,,,,,True,
48021,3876,1252.0,,1208.4,,1238.0,2567.0,,,,,1701.2,1940.2,,,1354.0,1489.6,1051.8,1083.0,,821.0,1218.3,,,1269.0,996.7,,,,,,732.9,,,,1844.6,,-2624.0,,-2667.6,,-2638.0,-1309.0,,,,,-2174.8,-1935.8,,,-2522.0,-2386.4,-2824.2,-2793.0,,-3055.0,-2657.7,,,-2607.0,-2879.3,,,,,,-3143.1,,,,-2031.4,,,False,,False,True,,,,,True,True,,,True,True,False,False,,False,False,,,True,False,,,,,,False,,,,True,
48023,51,104.0,,100.8,,84.0,0.0,,,,,108.2,159.0,,,79.0,67.9,77.3,,,86.0,96.0,,,75.0,76.3,,,,,,,,,,103.1,,53.0,,49.8,,33.0,-51.0,,,,,57.2,108.0,,,28.0,16.9,26.3,,,35.0,45.0,,,24.0,25.3,,,,,,,,,,52.1,,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,,,,,,,,,,True,
48025,466,792.0,,806.3,,724.0,1134.0,,,,,1169.4,958.2,,,730.0,515.3,521.7,699.5,,353.0,690.5,,,711.0,634.1,,,,,,,,,,1102.3,,326.0,,340.3,,258.0,668.0,,,,,703.4,492.2,,,264.0,49.3,55.7,233.5,,-113.0,224.5,,,245.0,168.1,,,,,,,,,,636.3,,,False,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,,,,,,,,,,False,
48027,4491,7492.0,,7532.8,10618.6,7254.0,15855.0,,,,,6416.9,10286.7,,,8490.0,15856.5,6152.3,5578.5,,4764.5,7490.1,,,6315.0,3896.4,,,,,,7236.3,4302.0,,,6599.6,,3001.0,,3041.8,6127.6,2763.0,11364.0,,,,,1925.9,5795.7,,,3999.0,11365.5,1661.3,1087.5,,273.5,2999.1,,,1824.0,-594.6,,,,,,2745.3,-189.0,,,2108.6,,,False,False,True,False,,,,,True,False,,,False,False,True,True,,True,True,,,True,True,,,,,,True,True,,,True,
48029,51865,39164.0,,37043.9,35300.5,43596.0,28826.0,,,,,57973.9,65583.7,,66004.6,41108.0,70834.4,34345.0,46031.5,,46620.0,49018.5,,,42704.0,28322.0,,,,,,27055.3,90672.0,,,44158.3,,-12701.0,,-14821.1,-16564.5,-8269.0,-23039.0,,,,,6108.9,13718.7,,14139.6,-10757.0,18969.4,-17520.0,-5833.5,,-5245.0,-2846.5,,,-9161.0,-23543.0,,,,,,-24809.7,38807.0,,,-7706.7,,,False,False,True,False,,,,,True,False,,False,True,False,False,True,,True,True,,,True,False,,,,,,False,False,,,True,
48031,347,64.0,,67.7,,63.0,12.0,,,,,128.1,113.0,,,157.0,45.6,67.1,,,56.0,81.8,,,114.0,59.6,,,,,,,,,,63.9,,-283.0,,-279.3,,-284.0,-335.0,,,,,-218.9,-234.0,,,-190.0,-301.4,-279.9,,,-291.0,-265.2,,,-233.0,-287.4,,,,,,,,,,-283.1,,,True,,False,False,,,,,True,True,,,True,False,True,,,False,True,,,True,False,,,,,,,,,,False,
48033,0,0.0,,2.6,,2.0,0.0,,,,,5.4,6.5,,,8.0,2.4,1.3,,,0.0,0.1,,,5.0,9.1,,,,,,,,,,2.2,,0.0,,2.6,,2.0,0.0,,,,,5.4,6.5,,,8.0,2.4,1.3,,,0.0,0.1,,,5.0,9.1,,,,,,,,,,2.2,,,False,,False,True,,,,,False,False,,,False,False,False,,,True,False,,,False,False,,,,,,,,,,False,
48035,610,388.0,,393.7,,355.0,681.0,,,,,366.1,536.3,,,352.0,275.4,238.4,,,201.0,432.5,,,342.0,258.6,,,,,,,,,,397.2,,-222.0,,-216.3,,-255.0,71.0,,,,,-243.9,-73.7,,,-258.0,-334.6,-371.6,,,-409.0,-177.5,,,-268.0,-351.4,,,,,,,,,,-212.8,,,True,,False,True,,,,,False,True,,,False,False,False,,,False,True,,,False,False,,,,,,,,,,True,
48037,1764,1244.0,,1240.4,,1232.0,1251.0,,,,,1580.6,3686.5,,,1931.0,3657.7,654.5,1251.5,,861.0,1187.5,,,1261.0,991.8,,,,,,1129.6,,,,1427.6,,-520.0,,-523.6,,-532.0,-513.0,,,,,-183.4,1922.5,,,167.0,1893.7,-1109.5,-512.5,,-903.0,-576.5,,,-503.0,-772.2,,,,,,-634.4,,,,-336.4,,,False,,False,True,,,,,True,False,,,True,False,False,True,,False,False,,,True,False,,,,,,False,,,,True,
48039,6536,8604.0,,9066.9,,8235.0,14346.0,,,,,9944.5,9560.7,,11338.1,5968.0,4713.3,6352.2,6966.5,,8326.0,9299.3,,,7456.0,6800.0,,,,,,6162.2,7242.0,,,11753.9,,2068.0,,2530.9,,1699.0,7810.0,,,,,3408.5,3024.7,,4802.1,-568.0,-1822.7,-183.8,430.5,,1790.0,2763.3,,,920.0,264.0,,,,,,-373.8,706.0,,,5217.9,,,False,,True,False,,,,,False,False,,False,True,True,True,True,,True,False,,,True,True,,,,,,True,True,,,False,
