,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
47039,52,135.0,,122.5,,129.0,71.0,,,,,259.2,156.5,,,200.0,82.9,105.5,,128.0,110.3,,,,138.0,105.0,200.1,,,,,,,,,,226.5,161.2,83.0,,70.5,,77.0,19.0,,,,,207.2,104.5,,,148.0,30.9,53.5,,76.0,58.3,,,,86.0,53.0,148.1,,,,,,,,,,174.5,109.2,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,,,,False,False
47041,164,330.0,,342.8,,307.0,313.0,,,,,436.1,353.6,,,446.0,323.4,222.8,,109.0,224.0,,,,315.0,249.0,420.2,,,,,,149.8,,,,450.4,262.3,166.0,,178.8,,143.0,149.0,,,,,272.1,189.6,,,282.0,159.4,58.8,,-55.0,60.0,,,,151.0,85.0,256.2,,,,,,-14.2,,,,286.4,98.3,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,True,False,,,,,,True,,,,False,True
47043,556,729.0,,728.9,,717.0,806.0,,,,,958.2,763.4,,,970.0,595.3,549.4,,304.0,560.6,,,,802.0,533.0,686.1,,,,,,625.7,,,,974.9,899.7,173.0,,172.9,,161.0,250.0,,,,,402.2,207.4,,,414.0,39.3,-6.6,,-252.0,4.6,,,,246.0,-23.0,130.1,,,,,,69.7,,,,418.9,343.7,,True,,True,False,,,,,False,False,,,False,True,True,,False,True,,,,False,True,True,,,,,,True,,,,False,False
47045,336,552.0,,525.2,,462.0,563.0,,,,,740.3,539.5,,,643.0,333.7,428.5,,301.5,423.9,,,,463.0,440.0,456.2,,,,,,394.8,,,,494.0,479.0,216.0,,189.2,,126.0,227.0,,,,,404.3,203.5,,,307.0,-2.3,92.5,,-34.5,87.9,,,,127.0,104.0,120.2,,,,,,58.8,,,,158.0,143.0,,True,,True,False,,,,,False,True,,,False,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True,True
47047,417,609.0,,621.0,,531.0,512.0,,,,,713.3,598.6,,,522.0,520.0,492.4,,405.0,564.4,,,,702.0,453.0,340.2,,,,,,387.1,,,,751.4,680.3,192.0,,204.0,,114.0,95.0,,,,,296.3,181.6,,,105.0,103.0,75.4,,-12.0,147.4,,,,285.0,36.0,-76.8,,,,,,-29.9,,,,334.4,263.3,,False,,True,True,,,,,False,True,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,,,,False,False
47049,100,267.0,,291.2,,252.0,208.0,,,,,411.6,307.7,,,290.0,130.8,201.6,,35.0,165.5,,,,306.0,221.0,322.1,,,,,,,,,,407.5,252.2,167.0,,191.2,,152.0,108.0,,,,,311.6,207.7,,,190.0,30.8,101.6,,-65.0,65.5,,,,206.0,121.0,222.1,,,,,,,,,,307.5,152.2,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,,,,False,True
47051,379,615.0,,622.7,,626.0,650.0,,,,,820.2,689.8,,,974.0,345.1,404.0,,349.0,471.1,,,,606.0,422.0,796.4,,,,,,677.9,,,,904.4,629.1,236.0,,243.7,,247.0,271.0,,,,,441.2,310.8,,,595.0,-33.9,25.0,,-30.0,92.1,,,,227.0,43.0,417.4,,,,,,298.9,,,,525.4,250.1,,False,,False,False,,,,,False,False,,,False,True,True,,True,True,,,,True,True,False,,,,,,False,,,,False,False
47053,373,627.0,,651.6,,587.0,602.0,,,,,1041.1,603.3,,,716.0,368.3,534.3,,276.0,478.7,,,,544.0,528.0,943.3,,,,,,582.7,,,,537.3,590.0,254.0,,278.6,,214.0,229.0,,,,,668.1,230.3,,,343.0,-4.7,161.3,,-97.0,105.7,,,,171.0,155.0,570.3,,,,,,209.7,,,,164.3,217.0,,False,,True,True,,,,,False,True,,,False,True,True,,True,True,,,,True,True,False,,,,,,True,,,,True,True
47055,275,453.0,,495.0,,411.0,313.0,,,,,659.1,478.0,,,666.0,418.9,442.2,,246.0,343.1,,,,525.0,361.0,408.6,,,,,,,,,,531.3,657.1,178.0,,220.0,,136.0,38.0,,,,,384.1,203.0,,,391.0,143.9,167.2,,-29.0,68.1,,,,250.0,86.0,133.6,,,,,,,,,,256.3,382.1,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,,,,False,False
47057,210,369.0,,337.4,,286.0,183.0,,,,,371.7,406.4,,,434.0,219.3,218.6,,154.0,247.6,,,,369.0,253.0,274.7,,,,,,,,,,395.9,327.9,159.0,,127.4,,76.0,-27.0,,,,,161.7,196.4,,,224.0,9.3,8.6,,-56.0,37.6,,,,159.0,43.0,64.7,,,,,,,,,,185.9,117.9,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,,,,False,True
47059,442,978.0,,1113.6,,914.0,921.0,,,,,1227.0,918.5,,,1301.0,948.1,739.6,,403.0,714.8,,,,1165.0,704.0,830.3,,,,,,1255.2,,,,1026.6,930.9,536.0,,671.6,,472.0,479.0,,,,,785.0,476.5,,,859.0,506.1,297.6,,-39.0,272.8,,,,723.0,262.0,388.3,,,,,,813.2,,,,584.6,488.9,,False,,True,True,,,,,False,True,,,False,True,True,,True,True,,,,False,True,True,,,,,,False,,,,False,True
47061,126,153.0,,153.9,,145.0,84.0,,,,,289.1,202.2,,,320.0,218.0,127.4,,60.0,128.2,,,,225.0,127.0,143.0,,,,,,,,,,171.4,152.6,27.0,,27.9,,19.0,-42.0,,,,,163.1,76.2,,,194.0,92.0,1.4,,-66.0,2.2,,,,99.0,1.0,17.0,,,,,,,,,,45.4,26.6,,False,,True,False,,,,,False,False,,,False,False,True,,False,True,,,,False,True,True,,,,,,,,,,False,True
47063,687,1248.0,,1251.5,,1037.0,1776.0,,,,,1382.0,1094.0,,,1146.0,805.6,852.7,,679.5,887.5,,,,1144.0,848.0,1028.5,,,,,,665.5,,,,1190.3,,561.0,,564.5,,350.0,1089.0,,,,,695.0,407.0,,,459.0,118.6,165.7,,-7.5,200.5,,,,457.0,161.0,341.5,,,,,,-21.5,,,,503.3,,,False,,True,False,,,,,False,True,,,True,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True,
47065,3762,6618.0,,6421.5,5079.7,5382.0,4307.0,,,,,7097.3,4556.4,,5666.0,7254.0,4650.6,4672.8,,4521.5,5262.9,,,,7656.0,4099.0,6193.5,,,,,,6761.6,3793.0,,,5462.0,5590.1,2856.0,,2659.5,1317.7,1620.0,545.0,,,,,3335.3,794.4,,1904.0,3492.0,888.6,910.8,,759.5,1500.9,,,,3894.0,337.0,2431.5,,,,,,2999.6,31.0,,,1700.0,1828.1,,True,True,True,True,,,,,False,True,,True,False,True,True,,True,True,,,,False,True,True,,,,,,False,True,,,True,True
47067,50,78.0,,76.8,,72.0,31.0,,,,,77.8,98.8,,,96.0,136.2,69.3,,38.0,65.0,,,,143.0,61.0,109.7,,,,,,,,,,72.1,53.5,28.0,,26.8,,22.0,-19.0,,,,,27.8,48.8,,,46.0,86.2,19.3,,-12.0,15.0,,,,93.0,11.0,59.7,,,,,,,,,,22.1,3.5,,True,,True,True,,,,,True,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,,,,True,True
47069,179,282.0,,297.6,,287.0,391.0,,,,,524.9,295.5,,,407.0,270.9,229.0,,188.0,191.2,,,,312.0,213.0,403.5,,,,,,104.5,,,,339.3,304.6,103.0,,118.6,,108.0,212.0,,,,,345.9,116.5,,,228.0,91.9,50.0,,9.0,12.2,,,,133.0,34.0,224.5,,,,,,-74.5,,,,160.3,125.6,,False,,False,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,False
47071,176,291.0,,265.1,,274.0,174.0,,,,,581.5,309.5,,,558.0,240.8,265.3,,146.0,213.1,,,,301.0,246.0,479.5,,,,,,,,,,460.6,387.9,115.0,,89.1,,98.0,-2.0,,,,,405.5,133.5,,,382.0,64.8,89.3,,-30.0,37.1,,,,125.0,70.0,303.5,,,,,,,,,,284.6,211.9,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,,,,False,False
47073,507,822.0,,809.6,,788.0,1101.0,,,,,911.8,745.1,,,992.0,922.7,515.1,,326.0,589.9,,,,1045.0,555.0,772.7,,,,,,358.3,,,,860.3,715.3,315.0,,302.6,,281.0,594.0,,,,,404.8,238.1,,,485.0,415.7,8.1,,-181.0,82.9,,,,538.0,48.0,265.7,,,,,,-148.7,,,,353.3,208.3,,True,,True,False,,,,,False,True,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
47075,158,249.0,,240.4,,222.0,287.0,,,,,407.1,272.8,,,219.0,138.0,174.2,,97.0,178.1,,,,261.0,195.0,293.3,,,,,,163.4,,,,309.6,245.2,91.0,,82.4,,64.0,129.0,,,,,249.1,114.8,,,61.0,-20.0,16.2,,-61.0,20.1,,,,103.0,37.0,135.3,,,,,,5.4,,,,151.6,87.2,,True,,True,False,,,,,False,False,,,True,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,True
47077,172,375.0,,383.0,,375.0,349.0,,,,,665.0,373.0,,,452.0,296.3,324.3,,110.0,226.0,,,,333.0,296.0,592.0,,,,,,,,,,541.3,441.8,203.0,,211.0,,203.0,177.0,,,,,493.0,201.0,,,280.0,124.3,152.3,,-62.0,54.0,,,,161.0,124.0,420.0,,,,,,,,,,369.3,269.8,,False,,False,True,,,,,False,True,,,False,True,True,,True,True,,,,True,True,False,,,,,,,,,,False,False
47079,213,402.0,,397.3,,335.0,603.0,,,,,419.7,436.3,,,424.0,266.2,242.6,,263.0,290.4,,,,353.0,321.0,393.2,,,,,,216.6,,,,375.8,334.4,189.0,,184.3,,122.0,390.0,,,,,206.7,223.3,,,211.0,53.2,29.6,,50.0,77.4,,,,140.0,108.0,180.2,,,,,,3.6,,,,162.8,121.4,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True,True
47081,169,270.0,,268.6,,268.0,195.0,,,,,432.1,370.6,,,448.0,263.1,235.0,,157.0,249.4,,,,340.0,227.0,323.4,,,,,,378.6,,,,385.0,328.7,101.0,,99.6,,99.0,26.0,,,,,263.1,201.6,,,279.0,94.1,66.0,,-12.0,80.4,,,,171.0,58.0,154.4,,,,,,209.6,,,,216.0,159.7,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,False,,,,False,False
47083,39,114.0,,128.0,,114.0,45.0,,,,,180.2,127.3,,,149.0,407.2,89.6,,71.0,90.2,,,,151.0,95.0,163.3,,,,,,,,,,174.0,75.5,75.0,,89.0,,75.0,6.0,,,,,141.2,88.3,,,110.0,368.2,50.6,,32.0,51.2,,,,112.0,56.0,124.3,,,,,,,,,,135.0,36.5,,False,,False,True,,,,,False,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,,,,False,True
47085,134,216.0,,248.9,,192.0,260.0,,,,,229.9,250.3,,,296.0,123.8,131.9,,183.0,159.6,,,,241.0,166.0,126.5,,,,,,,,,,213.3,210.7,82.0,,114.9,,58.0,126.0,,,,,95.9,116.3,,,162.0,-10.2,-2.1,,49.0,25.6,,,,107.0,32.0,-7.5,,,,,,,,,,79.3,76.7,,False,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,,,,True,True
47087,76,81.0,,81.0,,79.0,32.0,,,,,166.7,121.2,,,213.0,64.4,73.2,,29.0,62.1,,,,89.0,74.0,162.0,,,,,,,,,,126.7,87.6,5.0,,5.0,,3.0,-44.0,,,,,90.7,45.2,,,137.0,-11.6,-2.8,,-47.0,-13.9,,,,13.0,-2.0,86.0,,,,,,,,,,50.7,11.6,,True,,True,False,,,,,False,False,,,False,False,True,,False,False,,,,False,True,False,,,,,,,,,,False,False
47089,530,1056.0,,1069.9,,863.0,1187.0,,,,,917.1,932.7,,,1020.0,706.6,631.5,,669.0,846.0,,,,1170.0,711.0,906.6,,,,,,483.7,,,,890.4,880.8,526.0,,539.9,,333.0,657.0,,,,,387.1,402.7,,,490.0,176.6,101.5,,139.0,316.0,,,,640.0,181.0,376.6,,,,,,-46.3,,,,360.4,350.8,,False,,True,False,,,,,True,True,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,,,,True,True
47091,116,321.0,,310.3,,275.0,531.0,,,,,348.3,346.0,,,215.0,268.4,181.7,,190.0,217.7,,,,305.0,221.0,252.6,,,,,,,,,,353.2,371.4,205.0,,194.3,,159.0,415.0,,,,,232.3,230.0,,,99.0,152.4,65.7,,74.0,101.7,,,,189.0,105.0,136.6,,,,,,,,,,237.2,255.4,,True,,True,False,,,,,False,False,,,True,True,True,,True,True,,,,True,True,True,,,,,,,,,,False,False
47093,4132,6063.0,,5936.2,6127.1,5494.0,4004.0,,,,,7661.0,4740.2,,5757.4,8194.0,6091.8,5412.7,,4215.0,4980.0,,,,7134.0,4390.0,8670.2,,,,,,4718.5,3140.0,,,8109.5,5138.2,1931.0,,1804.2,1995.1,1362.0,-128.0,,,,,3529.0,608.2,,1625.4,4062.0,1959.8,1280.7,,83.0,848.0,,,,3002.0,258.0,4538.2,,,,,,586.5,-992.0,,,3977.5,1006.2,,True,False,True,True,,,,,False,True,,True,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,False,True
47095,112,126.0,,123.0,,108.0,0.0,,,,,358.8,119.5,,,69.0,50.9,92.2,,107.0,98.6,,,,149.0,92.0,139.6,,,,,,,,,,137.2,157.8,14.0,,11.0,,-4.0,-112.0,,,,,246.8,7.5,,,-43.0,-61.1,-19.8,,-5.0,-13.4,,,,37.0,-20.0,27.6,,,,,,,,,,25.2,45.8,,True,,True,False,,,,,False,True,,,False,False,False,,True,True,,,,False,False,False,,,,,,,,,,False,False
47097,151,339.0,,358.3,,341.0,368.0,,,,,457.5,367.7,,,409.0,294.3,223.0,,130.0,237.4,,,,400.0,240.0,396.4,,,,,,148.8,,,,478.5,359.6,188.0,,207.3,,190.0,217.0,,,,,306.5,216.7,,,258.0,143.3,72.0,,-21.0,86.4,,,,249.0,89.0,245.4,,,,,,-2.2,,,,327.5,208.6,,False,,False,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,False
47099,384,723.0,,707.3,,598.0,583.0,,,,,903.4,671.0,,,977.0,610.6,455.4,,302.0,455.6,,,,701.0,527.0,480.6,,,,,,355.5,,,,794.9,790.6,339.0,,323.3,,214.0,199.0,,,,,519.4,287.0,,,593.0,226.6,71.4,,-82.0,71.6,,,,317.0,143.0,96.6,,,,,,-28.5,,,,410.9,406.6,,True,,True,True,,,,,False,True,,,False,True,True,,True,True,,,,True,True,True,,,,,,True,,,,False,False
47101,109,135.0,,164.0,,126.0,68.0,,,,,217.7,165.5,,,246.0,139.9,87.8,,57.0,94.9,,,,139.0,110.0,74.8,,,,,,,,,,177.7,142.4,26.0,,55.0,,17.0,-41.0,,,,,108.7,56.5,,,137.0,30.9,-21.2,,-52.0,-14.1,,,,30.0,1.0,-34.2,,,,,,,,,,68.7,33.4,,False,,True,False,,,,,False,False,,,False,False,True,,False,True,,,,False,True,False,,,,,,,,,,False,False
47103,250,459.0,,510.6,,445.0,464.0,,,,,719.5,541.8,,,828.0,333.9,357.8,,163.0,363.2,,,,519.0,375.0,788.0,,,,,,281.9,,,,650.6,558.4,209.0,,260.6,,195.0,214.0,,,,,469.5,291.8,,,578.0,83.9,107.8,,-87.0,113.2,,,,269.0,125.0,538.0,,,,,,31.9,,,,400.6,308.4,,False,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,False
47105,511,756.0,,728.4,,652.0,731.0,,,,,941.3,756.5,,,955.0,581.0,606.9,,319.0,551.4,,,,903.0,546.0,475.7,,,,,,455.2,,,,1289.0,713.1,245.0,,217.4,,141.0,220.0,,,,,430.3,245.5,,,444.0,70.0,95.9,,-192.0,40.4,,,,392.0,35.0,-35.3,,,,,,-55.8,,,,778.0,202.1,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
47107,460,663.0,,653.5,,656.0,566.0,,,,,886.3,697.3,,,1190.0,644.0,631.7,,336.0,553.3,,,,840.0,484.0,672.5,,,,,,969.4,,,,850.8,762.2,203.0,,193.5,,196.0,106.0,,,,,426.3,237.3,,,730.0,184.0,171.7,,-124.0,93.3,,,,380.0,24.0,212.5,,,,,,509.4,,,,390.8,302.2,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,False,,,,False,False
47109,235,420.0,,431.8,,359.0,570.0,,,,,464.7,451.1,,,607.0,216.9,298.7,,238.0,310.3,,,,476.0,297.0,461.2,,,,,,157.9,,,,389.7,354.9,185.0,,196.8,,124.0,335.0,,,,,229.7,216.1,,,372.0,-18.1,63.7,,3.0,75.3,,,,241.0,62.0,226.2,,,,,,-77.1,,,,154.7,119.9,,False,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,True,True
47111,176,339.0,,362.0,,313.0,317.0,,,,,477.0,387.3,,,404.0,228.6,251.9,,191.0,242.0,,,,328.0,259.0,467.7,,,,,,269.8,,,,458.9,300.2,163.0,,186.0,,137.0,141.0,,,,,301.0,211.3,,,228.0,52.6,75.9,,15.0,66.0,,,,152.0,83.0,291.7,,,,,,93.8,,,,282.9,124.2,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,True,False,,,,,,True,,,,False,True
47113,697,975.0,,1019.2,,988.0,394.0,,,,,1724.9,924.9,,,1440.0,981.9,976.4,,657.5,834.8,,,,1059.0,845.0,1726.4,,,,,,948.7,,,,1314.6,1177.3,278.0,,322.2,,291.0,-303.0,,,,,1027.9,227.9,,,743.0,284.9,279.4,,-39.5,137.8,,,,362.0,148.0,1029.4,,,,,,251.7,,,,617.6,480.3,,False,,False,False,,,,,False,True,,,False,False,False,,True,True,,,,False,True,False,,,,,,True,,,,False,False
47115,198,522.0,,510.8,,474.0,776.0,,,,,471.6,549.1,,,640.0,442.7,313.4,,471.0,398.4,,,,626.0,327.0,489.2,,,,,,490.4,,,,420.3,456.9,324.0,,312.8,,276.0,578.0,,,,,273.6,351.1,,,442.0,244.7,115.4,,273.0,200.4,,,,428.0,129.0,291.2,,,,,,292.4,,,,222.3,258.9,,True,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,,,,True,True
47117,362,687.0,,651.2,,583.0,933.0,,,,,676.5,695.1,,,691.0,498.3,389.8,,465.5,538.8,,,,774.0,466.0,582.0,,,,,,380.7,,,,864.4,644.6,325.0,,289.2,,221.0,571.0,,,,,314.5,333.1,,,329.0,136.3,27.8,,103.5,176.8,,,,412.0,104.0,220.0,,,,,,18.7,,,,502.4,282.6,,True,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
47119,972,2094.0,,2067.2,,1593.0,3530.0,,,,,2071.7,1476.4,,,1543.0,2154.8,1190.9,,836.0,1176.7,,,,2113.0,1274.0,1201.5,,,,,,804.8,,,,2511.1,1644.5,1122.0,,1095.2,,621.0,2558.0,,,,,1099.7,504.4,,,571.0,1182.8,218.9,,-136.0,204.7,,,,1141.0,302.0,229.5,,,,,,-167.2,,,,1539.1,672.5,,True,,True,False,,,,,True,True,,,True,False,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
47121,112,234.0,,218.7,,190.0,186.0,,,,,237.6,249.2,,,296.0,128.1,136.3,,126.0,174.1,,,,255.0,152.0,246.9,,,,,,,,,,298.3,156.6,122.0,,106.7,,78.0,74.0,,,,,125.6,137.2,,,184.0,16.1,24.3,,14.0,62.1,,,,143.0,40.0,134.9,,,,,,,,,,186.3,44.6,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,,,,False,True
47123,446,720.0,,730.2,,709.0,770.0,,,,,879.6,776.8,,,918.0,586.1,471.6,,354.0,592.9,,,,854.0,507.0,945.4,,,,,,650.8,,,,884.7,729.6,274.0,,284.2,,263.0,324.0,,,,,433.6,330.8,,,472.0,140.1,25.6,,-92.0,146.9,,,,408.0,61.0,499.4,,,,,,204.8,,,,438.7,283.6,,False,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,False
47125,1981,3318.0,,3071.8,,2884.0,2720.0,,,,,3002.1,2641.8,,,2703.0,3889.7,2699.1,,2937.0,2689.5,,,,3963.0,2165.0,1961.2,,,,,,3063.4,2796.0,,,4506.9,2841.7,1337.0,,1090.8,,903.0,739.0,,,,,1021.1,660.8,,,722.0,1908.7,718.1,,956.0,708.5,,,,1982.0,184.0,-19.8,,,,,,1082.4,815.0,,,2525.9,860.7,,True,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,False,True
47127,75,90.0,,89.7,,88.0,43.0,,,,,162.5,114.9,,,167.0,65.4,74.2,,40.0,57.5,,,,110.0,74.0,145.9,,,,,,,,,,142.1,126.0,15.0,,14.7,,13.0,-32.0,,,,,87.5,39.9,,,92.0,-9.6,-0.8,,-35.0,-17.5,,,,35.0,-1.0,70.9,,,,,,,,,,67.1,51.0,,True,,True,False,,,,,False,False,,,False,True,True,,False,False,,,,False,True,False,,,,,,,,,,False,False
47129,189,360.0,,364.1,,360.0,403.0,,,,,428.5,354.8,,,388.0,261.0,224.6,,151.0,264.4,,,,425.0,254.0,425.6,,,,,,,,,,425.1,441.0,171.0,,175.1,,171.0,214.0,,,,,239.5,165.8,,,199.0,72.0,35.6,,-38.0,75.4,,,,236.0,65.0,236.6,,,,,,,,,,236.1,252.0,,False,,False,False,,,,,False,True,,,False,True,True,,True,True,,,,False,True,False,,,,,,,,,,False,False
47131,183,318.0,,296.2,,286.0,246.0,,,,,617.3,426.2,,,442.0,291.8,266.6,,130.0,254.1,,,,282.0,267.0,587.2,,,,,,265.7,,,,247.1,403.2,135.0,,113.2,,103.0,63.0,,,,,434.3,243.2,,,259.0,108.8,83.6,,-53.0,71.1,,,,99.0,84.0,404.2,,,,,,82.7,,,,64.1,220.2,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,True,False,,,,,,True,,,,True,False
47133,156,342.0,,307.1,,303.0,246.0,,,,,493.8,383.2,,,396.0,322.8,282.2,,254.5,275.8,,,,425.0,257.0,423.0,,,,,,207.0,,,,509.0,338.2,186.0,,151.1,,147.0,90.0,,,,,337.8,227.2,,,240.0,166.8,126.2,,98.5,119.8,,,,269.0,101.0,267.0,,,,,,51.0,,,,353.0,182.2,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,True
47135,44,117.0,,107.7,,86.0,22.0,,,,,177.8,146.0,,,176.0,58.4,84.9,,86.0,77.6,,,,102.0,85.0,40.9,,,,,,,,,,108.9,165.7,73.0,,63.7,,42.0,-22.0,,,,,133.8,102.0,,,132.0,14.4,40.9,,42.0,33.6,,,,58.0,41.0,-3.1,,,,,,,,,,64.9,121.7,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,True,True,,,,,,,,,,True,False
47137,38,135.0,,133.2,,85.0,55.0,,,,,133.9,135.2,,,60.0,80.6,84.0,,97.0,91.6,,,,129.0,85.0,70.9,,,,,,,,,,176.9,63.9,97.0,,95.2,,47.0,17.0,,,,,95.9,97.2,,,22.0,42.6,46.0,,59.0,53.6,,,,91.0,47.0,32.9,,,,,,,,,,138.9,25.9,,True,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,True,True,True,,,,,,,,,,False,True
47139,194,327.0,,340.1,,273.0,346.0,,,,,297.8,330.5,,,341.0,184.4,181.9,,169.0,236.6,,,,395.0,227.0,294.2,,,,,,,,,,313.8,241.7,133.0,,146.1,,79.0,152.0,,,,,103.8,136.5,,,147.0,-9.6,-12.1,,-25.0,42.6,,,,201.0,33.0,100.2,,,,,,,,,,119.8,47.7,,False,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,,,,True,True
47141,687,1242.0,,1318.3,,1273.0,1412.0,,,,,1625.2,1249.1,,,1456.0,1044.4,943.7,,627.0,930.3,,,,1435.0,870.0,1584.7,,,,,,978.3,,,,1482.5,1352.5,555.0,,631.3,,586.0,725.0,,,,,938.2,562.1,,,769.0,357.4,256.7,,-60.0,243.3,,,,748.0,183.0,897.7,,,,,,291.3,,,,795.5,665.5,,False,,False,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,False
