,predicted_cases,actual_cases,error,perc_error
TTU-squider,4742336.7,4710023,32313.7,0.7%
JHU_IDD-CovidSP,4613651.5,4710023,-96371.5,-2.0%
MOBS-GLEAM_COVID,5315043.6,4710023,605020.6,12.8%
IowaStateLW-STEM,6120553.0,4710023,1410530.0,29.9%
UpstateSU-GRU,3253280.4,4710023,-1456742.6,-30.9%
RobertWalraven-ESG,6253242.1,4710023,1543219.1,32.8%
USC-SI_kJalpha,6326749.0,4710023,1616726.0,34.3%
BPagano-RtDriven,6389097.3,4710023,1679074.3,35.6%
QJHong-Encounter,6412683.0,4710023,1702660.0,36.1%
Karlen-pypm,6427185.0,4710023,1717162.0,36.5%
Columbia_UNC-SurvCon,6632834.0,4710023,1922811.0,40.8%
CEID-Walk,6752026.9,4710023,2042003.9,43.4%
Microsoft-DeepSTIA,6787480.9,4710023,2077457.9,44.1%
COVIDhub-baseline,6824400.0,4710023,2114377.0,44.9%
COVIDhub-ensemble,6943132.0,4710023,2233109.0,47.4%
JHUAPL-Bucky,7034455.7,4710023,2324432.7,49.4%
LANL-GrowthRate,7082456.0,4710023,2372433.0,50.4%
Covid19Sim-Simulator,7104681.7,4710023,2394658.7,50.8%
OneQuietNight-ML,7134033.0,4710023,2424010.0,51.5%
CovidAnalytics-DELPHI,7166417.0,4710023,2456394.0,52.2%
IBF-TimeSeries,7288577.0,4710023,2578554.0,54.7%
UCLA-SuEIR,7315985.2,4710023,2605962.2,55.3%
UCF-AEM,7316553.0,4710023,2606530.0,55.3%
SigSci-TS,7479633.0,4710023,2769610.0,58.8%
LNQ-ens1,7513183.0,4710023,2803160.0,59.5%
UVA-Ensemble,7893486.8,4710023,3183463.8,67.6%
UMich-RidgeTfReg,8216760.4,4710023,3506737.4,74.5%
IEM_MED-CovidProject,8553966.5,4710023,3843943.5,81.6%
CU-select,11334081.0,4710023,6624058.0,140.6%
DDS-NBDS,12398476.0,4710023,7688453.0,163.2%
Google_Harvard-CPF,,4710023,,
JHU_CSSE-DECOM,,4710023,,
JHU_UNC_GAS-StatMechPool,,4710023,,
UCSB-ACTS,,4710023,,
