,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
13085,193,364.0,,358.5,,287.0,327.0,,,,,220.8,,261.8,,,250.0,277.9,218.0,,,339.5,243.4,,,,438.0,278.0,382.2,,,,,,216.6,218.7,,,,487.4,303.9,171.0,,165.5,,94.0,134.0,,,,,27.8,,68.8,,,57.0,84.9,25.0,,,146.5,50.4,,,,245.0,85.0,189.2,,,,,,23.6,25.7,,,,294.4,110.9,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
13087,215,192.0,,190.0,,191.0,152.0,,,,,182.2,,145.3,,,266.0,139.6,152.0,,,219.0,190.1,,,,259.0,173.0,232.2,,,,,,185.0,173.5,,,,310.6,497.6,-23.0,,-25.0,,-24.0,-63.0,,,,,-32.8,,-69.7,,,51.0,-75.4,-63.0,,,4.0,-24.9,,,,44.0,-42.0,17.2,,,,,,-30.0,-41.5,,,,95.6,282.6,,False,,False,False,,,,,False,,False,,,False,False,False,,,True,False,,,,False,False,True,,,,,,False,False,,,,False,False
13089,4260,5636.0,,5662.6,5826.9,5554.0,5428.0,,,,,3960.8,,5620.2,,5911.8,6689.0,5101.2,5077.8,6666.0,,6262.0,4749.0,,,,6826.0,4626.0,7515.2,,,,,,5807.3,4049.4,5031.0,,,11634.0,5039.7,1376.0,,1402.6,1566.9,1294.0,1168.0,,,,,-299.2,,1360.2,,1651.8,2429.0,841.2,817.8,2406.0,,2002.0,489.0,,,,2566.0,366.0,3255.2,,,,,,1547.3,-210.6,771.0,,,7374.0,779.7,,False,False,True,True,,,,,True,,True,,False,False,True,True,False,,False,True,,,,False,True,False,,,,,,False,True,True,,,False,True
13091,114,174.0,,173.3,,154.0,105.0,,,,,144.4,,133.7,,,236.0,78.5,168.6,,,143.0,144.1,,,,179.0,169.0,129.3,,,,,,,131.4,,,,216.1,171.1,60.0,,59.3,,40.0,-9.0,,,,,30.4,,19.7,,,122.0,-35.5,54.6,,,29.0,30.1,,,,65.0,55.0,15.3,,,,,,,17.4,,,,102.1,57.1,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
13093,103,90.0,,86.9,,88.0,72.0,,,,,54.3,,82.5,,,107.0,55.1,74.9,,,110.0,86.9,,,,123.0,83.0,122.2,,,,,,,90.8,,,,120.2,100.0,-13.0,,-16.1,,-15.0,-31.0,,,,,-48.7,,-20.5,,,4.0,-47.9,-28.1,,,7.0,-16.1,,,,20.0,-20.0,19.2,,,,,,,-12.2,,,,17.2,-3.0,,False,,False,False,,,,,False,,False,,,True,False,False,,,True,False,,,,False,False,False,,,,,,,True,,,,False,True
13095,561,704.0,,721.6,,632.0,427.0,,,,,557.2,,742.6,,711.5,816.0,361.0,598.6,749.5,,621.0,624.8,,,,954.0,624.0,456.2,,,,,,589.2,605.5,,,,983.2,680.4,143.0,,160.6,,71.0,-134.0,,,,,-3.8,,181.6,,150.5,255.0,-200.0,37.6,188.5,,60.0,63.8,,,,393.0,63.0,-104.8,,,,,,28.2,44.5,,,,422.2,119.4,,False,,True,True,,,,,True,,False,,False,False,False,True,False,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
13097,1366,1414.0,,1384.1,,1275.0,946.0,,,,,916.6,,1246.3,,1467.2,1604.0,989.3,1180.0,1404.5,,1382.0,1148.2,,,,1668.0,1125.0,1396.5,,,,,,1078.2,1156.6,1240.0,,,2759.4,1330.3,48.0,,18.1,,-91.0,-420.0,,,,,-449.4,,-119.7,,101.2,238.0,-376.7,-186.0,38.5,,16.0,-217.8,,,,302.0,-241.0,30.5,,,,,,-287.8,-209.4,-126.0,,,1393.4,-35.7,,True,,False,False,,,,,False,,False,,False,False,False,False,True,,True,False,,,,False,False,True,,,,,,False,False,False,,,False,True
13099,79,122.0,,125.3,,99.0,140.0,,,,,63.1,,72.4,,,99.0,114.0,60.8,,,118.0,85.1,,,,147.0,96.0,94.3,,,,,,,119.6,,,,142.4,77.0,43.0,,46.3,,20.0,61.0,,,,,-15.9,,-6.6,,,20.0,35.0,-18.2,,,39.0,6.1,,,,68.0,17.0,15.3,,,,,,,40.6,,,,63.4,-2.0,,False,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
13101,16,40.0,,41.6,,31.0,,,,,,27.7,,28.8,,,46.0,10.4,23.8,,,24.0,26.0,,,,40.0,31.0,19.9,,,,,,,36.2,,,,32.9,76.8,24.0,,25.6,,15.0,,,,,,11.7,,12.8,,,30.0,-5.6,7.8,,,8.0,10.0,,,,24.0,15.0,3.9,,,,,,,20.2,,,,16.9,60.8,,False,,True,,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,False
13103,398,426.0,,428.7,,412.0,378.0,,,,,241.3,,367.8,,,730.0,467.7,314.5,512.0,,447.0,349.6,,,,539.0,409.0,500.9,,,,,,276.3,322.6,,,,631.3,362.7,28.0,,30.7,,14.0,-20.0,,,,,-156.7,,-30.2,,,332.0,69.7,-83.5,114.0,,49.0,-48.4,,,,141.0,11.0,102.9,,,,,,-121.7,-75.4,,,,233.3,-35.3,,False,,True,True,,,,,False,,False,,,False,False,False,False,,False,False,,,,False,True,False,,,,,,False,False,,,,False,False
13105,126,194.0,,205.0,,182.0,193.0,,,,,147.9,,144.5,,,273.0,182.7,167.3,,,176.0,127.3,,,,250.0,190.0,206.7,,,,,,,181.6,,,,298.2,150.8,68.0,,79.0,,56.0,67.0,,,,,21.9,,18.5,,,147.0,56.7,41.3,,,50.0,1.3,,,,124.0,64.0,80.7,,,,,,,55.6,,,,172.2,24.8,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,False,,,,,,,True,,,,False,True
13107,115,164.0,,145.7,,149.0,92.0,,,,,175.6,,139.2,,,273.0,76.2,162.9,,,126.0,108.3,,,,194.0,154.0,281.5,,,,,,147.6,141.1,,,,170.0,171.4,49.0,,30.7,,34.0,-23.0,,,,,60.6,,24.2,,,158.0,-38.8,47.9,,,11.0,-6.7,,,,79.0,39.0,166.5,,,,,,32.6,26.1,,,,55.0,56.4,,True,,True,True,,,,,False,,True,,,False,True,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
13109,57,58.0,,51.8,,56.0,37.0,,,,,52.8,,51.1,,,147.0,33.1,66.4,,,51.0,51.2,,,,77.0,59.0,107.6,,,,,,,100.5,,,,72.2,74.1,1.0,,-5.2,,-1.0,-20.0,,,,,-4.2,,-5.9,,,90.0,-23.9,9.4,,,-6.0,-5.8,,,,20.0,2.0,50.6,,,,,,,43.5,,,,15.2,17.1,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
13111,189,302.0,,320.0,,274.0,299.0,,,,,162.6,,198.5,,,272.0,345.4,187.0,,,273.0,215.3,,,,380.0,234.0,244.0,,,,,,,216.5,,,,399.6,278.8,113.0,,131.0,,85.0,110.0,,,,,-26.4,,9.5,,,83.0,156.4,-2.0,,,84.0,26.3,,,,191.0,45.0,55.0,,,,,,,27.5,,,,210.6,89.8,,False,,True,True,,,,,True,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
13113,769,820.0,,820.9,,772.0,801.0,,,,,515.3,,834.5,,869.3,1142.0,579.8,572.3,868.0,,700.0,660.4,,,,994.0,700.0,1057.3,,,,,,589.9,791.4,,,,1090.8,683.6,51.0,,51.9,,3.0,32.0,,,,,-253.7,,65.5,,100.3,373.0,-189.2,-196.7,99.0,,-69.0,-108.6,,,,225.0,-69.0,288.3,,,,,,-179.1,22.4,,,,321.8,-85.4,,False,,True,True,,,,,False,,False,,False,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,True,,,,False,False
13115,725,1080.0,,1125.3,,824.0,1329.0,,,,,712.0,,915.3,,,1396.0,541.8,625.5,942.5,,788.5,708.8,,,,1065.0,922.0,791.7,,,,,,874.1,764.4,,,,1405.5,815.5,355.0,,400.3,,99.0,604.0,,,,,-13.0,,190.3,,,671.0,-183.2,-99.5,217.5,,63.5,-16.2,,,,340.0,197.0,66.7,,,,,,149.1,39.4,,,,680.5,90.5,,False,,True,False,,,,,True,,True,,,False,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False,True
13117,1835,2854.0,,2888.4,,2233.0,2943.0,,,,,1534.4,,2507.3,,2997.6,2773.0,1948.4,2122.0,2979.0,,2097.0,2194.1,,,,3432.0,2133.0,1962.9,,,,,,2592.4,2007.4,2276.0,,,4008.2,2353.2,1019.0,,1053.4,,398.0,1108.0,,,,,-300.6,,672.3,,1162.6,938.0,113.4,287.0,1144.0,,262.0,359.1,,,,1597.0,298.0,127.9,,,,,,757.4,172.4,441.0,,,2173.2,518.2,,False,,True,False,,,,,True,,True,,False,True,True,True,False,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
13119,156,236.0,,230.6,,192.0,200.0,,,,,181.8,,198.2,,,343.0,122.7,165.8,,,181.0,166.7,,,,261.0,209.0,135.3,,,,,,219.2,163.2,,,,333.7,213.4,80.0,,74.6,,36.0,44.0,,,,,25.8,,42.2,,,187.0,-33.3,9.8,,,25.0,10.7,,,,105.0,53.0,-20.7,,,,,,63.2,7.2,,,,177.7,57.4,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
13121,6258,9096.0,,9389.2,8850.0,8602.0,10661.0,,,,,6047.2,,8497.3,,9130.3,9005.0,7096.8,7012.8,9568.5,,9998.5,7621.5,,,,10726.0,7088.0,10731.8,,,,,,7094.5,6384.8,7291.0,,,10361.5,8615.1,2838.0,,3131.2,2592.0,2344.0,4403.0,,,,,-210.8,,2239.3,,2872.3,2747.0,838.8,754.8,3310.5,,3740.5,1363.5,,,,4468.0,830.0,4473.8,,,,,,836.5,126.8,1033.0,,,4103.5,2357.1,,False,True,True,False,,,,,True,,True,,False,True,True,True,False,,False,True,,,,False,True,False,,,,,,True,True,True,,,False,True
13123,259,294.0,,289.6,,246.0,251.0,,,,,180.8,,260.0,,,335.0,166.0,239.1,284.5,,217.0,192.3,,,,320.0,247.0,336.7,,,,,,185.8,190.0,,,,314.4,263.9,35.0,,30.6,,-13.0,-8.0,,,,,-78.2,,1.0,,,76.0,-93.0,-19.9,25.5,,-42.0,-66.7,,,,61.0,-12.0,77.7,,,,,,-73.2,-69.0,,,,55.4,4.9,,True,,True,True,,,,,False,,True,,,False,False,True,True,,False,False,,,,False,True,False,,,,,,False,False,,,,False,True
13125,19,16.0,,17.8,,18.0,0.0,,,,,17.6,,11.1,,,54.0,35.3,12.0,,,4.0,11.6,,,,26.0,19.0,17.9,,,,,,,30.2,,,,17.5,18.0,-3.0,,-1.2,,-1.0,-19.0,,,,,-1.4,,-7.9,,,35.0,16.3,-7.0,,,-15.0,-7.4,,,,7.0,0.0,-1.1,,,,,,,11.2,,,,-1.5,-1.0,,True,,True,False,,,,,True,,False,,,False,False,False,,,False,False,,,,False,True,True,,,,,,,False,,,,True,True
13127,690,702.0,,709.8,,679.0,956.0,,,,,483.3,,614.4,,,730.0,512.9,600.1,690.0,,667.0,630.1,,,,809.0,607.0,693.1,,,,,,525.5,765.4,,,,925.3,942.1,12.0,,19.8,,-11.0,266.0,,,,,-206.7,,-75.6,,,40.0,-177.1,-89.9,0.0,,-23.0,-59.9,,,,119.0,-83.0,3.1,,,,,,-164.5,75.4,,,,235.3,252.1,,False,,True,False,,,,,False,,False,,,False,False,False,True,,False,False,,,,False,False,True,,,,,,False,False,,,,False,False
13129,605,630.0,,609.2,,483.0,73.0,,,,,416.8,,476.2,,,839.0,278.0,380.1,591.0,,449.0,448.1,,,,610.0,543.0,417.5,,,,,,500.1,437.4,,,,790.3,570.6,25.0,,4.2,,-122.0,-532.0,,,,,-188.2,,-128.8,,,234.0,-327.0,-224.9,-14.0,,-156.0,-156.9,,,,5.0,-62.0,-187.5,,,,,,-104.9,-167.6,,,,185.3,-34.4,,True,,False,False,,,,,False,,False,,,False,False,False,True,,False,False,,,,True,False,False,,,,,,False,False,,,,False,False
13131,125,172.0,,193.8,,160.0,83.0,,,,,150.7,,159.0,,,262.0,105.0,166.9,,,107.0,137.7,,,,258.0,174.0,159.2,,,,,,,152.6,,,,310.5,224.6,47.0,,68.8,,35.0,-42.0,,,,,25.7,,34.0,,,137.0,-20.0,41.9,,,-18.0,12.7,,,,133.0,49.0,34.2,,,,,,,27.6,,,,185.5,99.6,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,True,,,,,,,True,,,,False,False
13133,133,130.0,,126.9,,122.0,58.0,,,,,126.5,,111.1,,,161.0,55.1,123.6,,,79.0,90.5,,,,162.0,117.0,216.4,,,,,,,119.8,,,,138.1,156.3,-3.0,,-6.1,,-11.0,-75.0,,,,,-6.5,,-21.9,,,28.0,-77.9,-9.4,,,-54.0,-42.5,,,,29.0,-16.0,83.4,,,,,,,-13.2,,,,5.1,23.3,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
13135,7585,13982.0,,14044.9,9251.4,10905.0,23919.0,,,,,7529.7,,12194.7,,15982.7,10908.0,8737.4,9028.6,12819.0,,13038.0,10824.5,,,,16187.0,9671.0,11537.7,,,,,,12987.0,8944.7,14604.0,,,10679.3,10177.1,6397.0,,6459.9,1666.4,3320.0,16334.0,,,,,-55.3,,4609.7,,8397.7,3323.0,1152.4,1443.6,5234.0,,5453.0,3239.5,,,,8602.0,2086.0,3952.7,,,,,,5402.0,1359.7,7019.0,,,3094.3,2592.1,,False,True,True,False,,,,,True,,True,,False,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,False,,,True,True
13137,217,312.0,,319.5,,304.0,261.0,,,,,362.5,,290.2,,,616.0,223.4,307.0,512.5,,191.0,213.0,,,,330.0,301.0,404.5,,,,,,222.6,256.8,,,,285.6,361.0,95.0,,102.5,,87.0,44.0,,,,,145.5,,73.2,,,399.0,6.4,90.0,295.5,,-26.0,-4.0,,,,113.0,84.0,187.5,,,,,,5.6,39.8,,,,68.6,144.0,,False,,True,True,,,,,False,,True,,,False,True,True,False,,True,True,,,,False,True,False,,,,,,True,True,,,,True,False
13139,1398,2808.0,,2812.1,,2289.0,2896.0,,,,,1983.1,,2217.9,,2902.3,2817.0,1735.4,1810.4,2690.0,,2198.0,1990.9,,,,2895.0,2280.0,2112.8,,,,,,1799.1,2073.5,2400.0,,,3137.6,2230.8,1410.0,,1414.1,,891.0,1498.0,,,,,585.1,,819.9,,1504.3,1419.0,337.4,412.4,1292.0,,800.0,592.9,,,,1497.0,882.0,714.8,,,,,,401.1,675.5,1002.0,,,1739.6,832.8,,False,,True,False,,,,,True,,True,,False,False,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
13141,30,68.0,,80.2,,59.0,55.0,,,,,54.4,,39.4,,,71.0,25.1,66.6,,,47.0,40.7,,,,74.0,58.0,94.2,,,,,,,79.2,,,,59.8,58.4,38.0,,50.2,,29.0,25.0,,,,,24.4,,9.4,,,41.0,-4.9,36.6,,,17.0,10.7,,,,44.0,28.0,64.2,,,,,,,49.2,,,,29.8,28.4,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,False,,,,,,,False,,,,True,True
13143,106,196.0,,193.9,,183.0,183.0,,,,,156.5,,179.6,,,350.0,119.3,143.3,191.0,,132.5,134.5,,,,184.0,196.0,181.7,,,,,,182.3,179.3,,,,230.4,238.2,90.0,,87.9,,77.0,77.0,,,,,50.5,,73.6,,,244.0,13.3,37.3,85.0,,26.5,28.5,,,,78.0,90.0,75.7,,,,,,76.3,73.3,,,,124.4,132.2,,True,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,True,False,True,,,,,,True,True,,,,False,False
13145,182,240.0,,246.1,,190.0,120.0,,,,,165.1,,223.4,,,329.0,106.4,240.6,284.0,,139.5,166.2,,,,191.0,242.0,127.1,,,,,,,152.9,,,,316.2,229.0,58.0,,64.1,,8.0,-62.0,,,,,-16.9,,41.4,,,147.0,-75.6,58.6,102.0,,-42.5,-15.8,,,,9.0,60.0,-54.9,,,,,,,-29.1,,,,134.2,47.0,,False,,True,False,,,,,True,,True,,,False,False,False,False,,True,True,,,,True,False,True,,,,,,,True,,,,False,True
13147,133,194.0,,195.5,,182.0,144.0,,,,,175.1,,176.1,,,329.0,121.0,151.1,,,143.0,142.7,,,,226.0,187.0,323.7,,,,,,,149.4,,,,182.6,233.1,61.0,,62.5,,49.0,11.0,,,,,42.1,,43.1,,,196.0,-12.0,18.1,,,10.0,9.7,,,,93.0,54.0,190.7,,,,,,,16.4,,,,49.6,100.1,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,False
13149,48,68.0,,69.8,,55.0,56.0,,,,,43.8,,65.6,,,129.0,36.7,50.7,,,67.0,46.6,,,,71.0,65.0,58.2,,,,,,,68.4,,,,108.4,49.0,20.0,,21.8,,7.0,8.0,,,,,-4.2,,17.6,,,81.0,-11.3,2.7,,,19.0,-1.4,,,,23.0,17.0,10.2,,,,,,,20.4,,,,60.4,1.0,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,True,,,,,,,False,,,,False,True
13151,1893,2744.0,,2721.1,,2390.0,3191.0,,,,,1568.2,,2564.4,,2793.9,2535.0,1872.5,1716.0,2642.0,,2525.5,1951.7,,,,3144.0,2038.0,1912.0,,,,,,1636.2,1998.2,2586.0,,,4155.9,2192.9,851.0,,828.1,,497.0,1298.0,,,,,-324.8,,671.4,,900.9,642.0,-20.5,-177.0,749.0,,632.5,58.7,,,,1251.0,145.0,19.0,,,,,,-256.8,105.2,693.0,,,2262.9,299.9,,True,,True,False,,,,,True,,True,,False,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
13153,1008,1464.0,,1397.1,,1224.0,956.0,,,,,1029.2,,1489.5,,,1685.0,900.1,1183.8,1620.5,,1153.0,1113.2,,,,1776.0,1248.0,1265.8,,,,,,896.6,1394.0,1196.0,,,1563.4,1684.4,456.0,,389.1,,216.0,-52.0,,,,,21.2,,481.5,,,677.0,-107.9,175.8,612.5,,145.0,105.2,,,,768.0,240.0,257.8,,,,,,-111.4,386.0,188.0,,,555.4,676.4,,True,,True,True,,,,,True,,False,,,False,True,True,False,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,False
13155,36,50.0,,61.9,,59.0,38.0,,,,,57.6,,54.5,,,103.0,73.6,54.1,,,36.0,41.4,,,,73.0,59.0,88.7,,,,,,,64.8,,,,82.6,55.0,14.0,,25.9,,23.0,2.0,,,,,21.6,,18.5,,,67.0,37.6,18.1,,,0.0,5.4,,,,37.0,23.0,52.7,,,,,,,28.8,,,,46.6,19.0,,False,,False,True,,,,,False,,False,,,False,False,False,,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
13157,802,1182.0,,1163.5,,944.0,1102.0,,,,,701.4,,949.3,,,878.0,742.1,740.4,1001.0,,991.0,872.8,,,,1241.0,947.0,1027.3,,,,,,1051.5,836.6,,,,1059.9,1074.2,380.0,,361.5,,142.0,300.0,,,,,-100.6,,147.3,,,76.0,-59.9,-61.6,199.0,,189.0,70.8,,,,439.0,145.0,225.3,,,,,,249.5,34.6,,,,257.9,272.2,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
13159,87,120.0,,126.2,,87.0,71.0,,,,,95.4,,101.9,,,156.0,54.9,89.0,,,75.0,76.7,,,,127.0,108.0,54.1,,,,,,,118.6,,,,197.5,89.1,33.0,,39.2,,0.0,-16.0,,,,,8.4,,14.9,,,69.0,-32.1,2.0,,,-12.0,-10.3,,,,40.0,21.0,-32.9,,,,,,,31.6,,,,110.5,2.1,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
13161,144,152.0,,150.5,,130.0,118.0,,,,,102.5,,105.0,,,175.0,65.4,114.9,,,123.0,104.5,,,,170.0,135.0,179.6,,,,,,,125.0,,,,259.2,128.0,8.0,,6.5,,-14.0,-26.0,,,,,-41.5,,-39.0,,,31.0,-78.6,-29.1,,,-21.0,-39.5,,,,26.0,-9.0,35.6,,,,,,,-19.0,,,,115.2,-16.0,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
13163,100,208.0,,205.1,,169.0,212.0,,,,,122.3,,118.7,,,177.0,156.3,145.5,,,108.0,136.8,,,,231.0,171.0,203.4,,,,,,,208.9,,,,242.6,158.0,108.0,,105.1,,69.0,112.0,,,,,22.3,,18.7,,,77.0,56.3,45.5,,,8.0,36.8,,,,131.0,71.0,103.4,,,,,,,108.9,,,,142.6,58.0,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,False,,,,False,True
13165,64,100.0,,97.1,,85.0,110.0,,,,,48.1,,59.0,,,101.0,104.4,61.4,,,59.0,69.2,,,,123.0,83.0,86.2,,,,,,,88.6,,,,123.2,68.1,36.0,,33.1,,21.0,46.0,,,,,-15.9,,-5.0,,,37.0,40.4,-2.6,,,-5.0,5.2,,,,59.0,19.0,22.2,,,,,,,24.6,,,,59.2,4.1,,True,,True,False,,,,,True,,True,,,False,False,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
13167,75,54.0,,63.4,,64.0,31.0,,,,,63.4,,61.3,,,106.0,45.8,73.5,,,26.0,51.9,,,,100.0,65.0,165.2,,,,,,,74.4,,,,102.8,89.5,-21.0,,-11.6,,-11.0,-44.0,,,,,-11.6,,-13.7,,,31.0,-29.2,-1.5,,,-49.0,-23.1,,,,25.0,-10.0,90.2,,,,,,,-0.6,,,,27.8,14.5,,True,,True,False,,,,,True,,True,,,False,False,True,,,False,False,,,,False,True,False,,,,,,,True,,,,False,True
13169,177,176.0,,159.2,,158.0,120.0,,,,,139.7,,177.5,,,308.0,85.8,153.5,,,164.0,148.8,,,,221.0,154.0,275.0,,,,,,,146.0,,,,209.3,206.6,-1.0,,-17.8,,-19.0,-57.0,,,,,-37.3,,0.5,,,131.0,-91.2,-23.5,,,-13.0,-28.2,,,,44.0,-23.0,98.0,,,,,,,-31.0,,,,32.3,29.6,,False,,False,False,,,,,False,,True,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
13171,151,216.0,,224.0,,171.0,149.0,,,,,136.1,,190.7,,,225.0,116.0,150.6,,,175.0,150.5,,,,253.0,179.0,98.0,,,,,,,160.6,,,,249.8,202.3,65.0,,73.0,,20.0,-2.0,,,,,-14.9,,39.7,,,74.0,-35.0,-0.4,,,24.0,-0.5,,,,102.0,28.0,-53.0,,,,,,,9.6,,,,98.8,51.3,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
13173,48,58.0,,53.4,,53.0,36.0,,,,,43.1,,51.3,,,89.0,38.3,55.4,,,62.0,47.4,,,,91.0,64.0,46.9,,,,,,,66.2,,,,88.9,70.8,10.0,,5.4,,5.0,-12.0,,,,,-4.9,,3.3,,,41.0,-9.7,7.4,,,14.0,-0.6,,,,43.0,16.0,-1.1,,,,,,,18.2,,,,40.9,22.8,,True,,True,False,,,,,True,,True,,,False,True,True,,,False,True,,,,False,False,True,,,,,,,False,,,,False,False
13175,372,472.0,,467.9,,399.0,284.0,,,,,404.2,,416.4,,,564.0,200.3,408.8,459.5,,361.0,336.4,,,,558.0,417.0,705.7,,,,,,296.3,352.5,,,,663.0,428.4,100.0,,95.9,,27.0,-88.0,,,,,32.2,,44.4,,,192.0,-171.7,36.8,87.5,,-11.0,-35.6,,,,186.0,45.0,333.7,,,,,,-75.7,-19.5,,,,291.0,56.4,,True,,True,True,,,,,True,,True,,,False,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
