,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
27051,10,10.0,,10.3,,7.0,8.0,0.0,,,,,5.3,,,0.7,,,6.0,3.4,,8.9,,,2.0,7.0,,,,9.0,11.0,7.2,,,,,,,11.1,,,,8.1,12.1,0.0,,0.3,,-3.0,-2.0,-10.0,,,,,-4.7,,,-9.3,,,-4.0,-6.6,,-1.1,,,-8.0,-3.0,,,,-1.0,1.0,-2.8,,,,,,,1.1,,,,-1.9,2.1,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
27053,1421,1441.0,,1207.9,1413.0,1240.0,1363.0,1399.0,,,,,899.7,,,1394.4,,1240.1,1646.0,660.6,,1964.7,1584.5,,979.0,1182.5,,,,1354.0,1559.0,1866.2,,,,,,1416.0,1216.3,1331.0,,,946.4,1614.9,20.0,,-213.1,-8.0,-181.0,-58.0,-22.0,,,,,-521.3,,,-26.6,,-180.9,225.0,-760.4,,543.7,163.5,,-442.0,-238.5,,,,-67.0,138.0,445.2,,,,,,-5.0,-204.7,-90.0,,,-474.6,193.9,,False,True,False,False,False,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,True,False,False,,,False,False
27055,61,53.0,,52.1,,42.0,42.0,44.0,,,,,21.8,,,69.5,,,27.0,21.6,,35.8,,,43.0,31.8,,,,51.0,48.0,31.5,,,,,,,37.5,,,,41.2,51.4,-8.0,,-8.9,,-19.0,-19.0,-17.0,,,,,-39.2,,,8.5,,,-34.0,-39.4,,-25.2,,,-18.0,-29.2,,,,-10.0,-13.0,-29.5,,,,,,,-23.5,,,,-19.8,-9.6,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
27057,17,37.0,,38.1,,20.0,22.0,8.0,,,,,13.9,,,22.1,,,19.0,9.2,,29.8,,,12.0,19.0,,,,28.0,33.0,28.4,,,,,,,28.5,,,,33.2,,20.0,,21.1,,3.0,5.0,-9.0,,,,,-3.1,,,5.1,,,2.0,-7.8,,12.8,,,-5.0,2.0,,,,11.0,16.0,11.4,,,,,,,11.5,,,,16.2,,,False,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,
27059,61,50.0,,52.0,,40.0,44.0,39.0,,,,,27.3,,,68.9,,,63.0,13.5,,40.9,41.0,,40.0,39.0,,,,40.0,49.0,49.3,,,,,,,36.3,,,,41.1,46.2,-11.0,,-9.0,,-21.0,-17.0,-22.0,,,,,-33.7,,,7.9,,,2.0,-47.5,,-20.1,-20.0,,-21.0,-22.0,,,,-21.0,-12.0,-11.7,,,,,,,-24.7,,,,-19.9,-14.8,,True,,False,False,False,,,,,False,,,True,,,True,False,,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
27061,45,33.0,,32.7,,30.0,34.0,32.0,,,,,28.1,,,50.2,,,44.0,20.8,,38.6,32.5,,21.0,26.9,,,,31.0,49.0,52.6,,,,,,38.5,26.4,,,,22.9,40.3,-12.0,,-12.3,,-15.0,-11.0,-13.0,,,,,-16.9,,,5.2,,,-1.0,-24.2,,-6.4,-12.5,,-24.0,-18.1,,,,-14.0,4.0,7.6,,,,,,-6.5,-18.6,,,,-22.1,-4.7,,False,,False,True,False,,,,,False,,,True,,,True,False,,True,False,,False,False,,,,False,True,True,,,,,,True,False,,,,False,True
27063,7,13.0,,12.2,,11.0,13.0,3.0,,,,,11.6,,,19.9,,,12.0,9.3,,12.4,,,10.0,10.4,,,,16.0,14.0,14.1,,,,,,,11.7,,,,6.8,16.7,6.0,,5.2,,4.0,6.0,-4.0,,,,,4.6,,,12.9,,,5.0,2.3,,5.4,,,3.0,3.4,,,,9.0,7.0,7.1,,,,,,,4.7,,,,-0.2,9.7,,True,,True,False,True,,,,,True,,,False,,,True,True,,True,,,True,True,,,,False,False,False,,,,,,,True,,,,True,False
27065,18,25.0,,25.7,,17.0,20.0,8.0,,,,,9.7,,,35.3,,,27.0,15.8,,17.9,,,14.0,17.5,,,,26.0,27.0,18.5,,,,,,,18.5,,,,27.9,23.0,7.0,,7.7,,-1.0,2.0,-10.0,,,,,-8.3,,,17.3,,,9.0,-2.2,,-0.1,,,-4.0,-0.5,,,,8.0,9.0,0.5,,,,,,,0.5,,,,9.9,5.0,,False,,True,True,False,,,,,False,,,False,,,False,True,,True,,,True,True,,,,False,False,True,,,,,,,True,,,,False,True
27067,49,61.0,,66.1,,47.0,48.0,22.0,,,,,39.1,,,49.2,,,57.0,16.7,,49.7,43.0,,31.0,40.9,,,,44.0,57.0,60.0,,,,,,76.8,43.6,,,,51.2,62.8,12.0,,17.1,,-2.0,-1.0,-27.0,,,,,-9.9,,,0.2,,,8.0,-32.3,,0.7,-6.0,,-18.0,-8.1,,,,-5.0,8.0,11.0,,,,,,27.8,-5.4,,,,2.2,13.8,,False,,True,True,False,,,,,True,,,True,,,True,False,,True,True,,False,True,,,,True,True,True,,,,,,False,True,,,,True,False
27069,4,11.0,,10.9,,6.0,7.0,0.0,,,,,3.6,,,14.9,,,6.0,0.7,,4.4,,,6.0,5.5,,,,5.0,8.0,4.3,,,,,,,10.4,,,,8.4,8.5,7.0,,6.9,,2.0,3.0,-4.0,,,,,-0.4,,,10.9,,,2.0,-3.3,,0.4,,,2.0,1.5,,,,1.0,4.0,0.3,,,,,,,6.4,,,,4.4,4.5,,True,,True,True,True,,,,,True,,,False,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,True
27071,1,9.0,,7.9,,9.0,8.0,7.0,,,,,7.2,,,4.4,,,10.0,11.3,,10.1,,,0.0,4.8,,,,9.0,14.0,13.6,,,,,,,7.7,,,,7.0,10.8,8.0,,6.9,,8.0,7.0,6.0,,,,,6.2,,,3.4,,,9.0,10.3,,9.1,,,-1.0,3.8,,,,8.0,13.0,12.6,,,,,,,6.7,,,,6.0,9.8,,True,,False,True,True,,,,,True,,,True,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,True,,,,True,False
27073,3,4.0,,3.0,,3.0,7.0,0.0,,,,,6.5,,,4.3,,,7.0,0.4,,5.8,,,0.0,2.2,,,,3.0,6.0,19.5,,,,,,,6.1,,,,3.7,10.1,1.0,,-0.0,,0.0,4.0,-3.0,,,,,3.5,,,1.3,,,4.0,-2.6,,2.8,,,-3.0,-0.8,,,,0.0,3.0,16.5,,,,,,,3.1,,,,0.7,7.1,,True,,True,False,False,,,,,False,,,False,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,False,,,,True,False
27075,9,10.0,,8.8,,12.0,14.0,20.0,,,,,9.2,,,26.1,,,10.0,18.0,,18.8,,,9.0,11.0,,,,19.0,15.0,12.7,,,,,,,8.5,,,,8.1,20.4,1.0,,-0.2,,3.0,5.0,11.0,,,,,0.2,,,17.1,,,1.0,9.0,,9.8,,,0.0,2.0,,,,10.0,6.0,3.7,,,,,,,-0.5,,,,-0.9,11.4,,True,,False,False,False,,,,,True,,,False,,,False,False,,False,,,True,False,,,,False,False,False,,,,,,,True,,,,True,False
27077,4,8.0,,7.5,,6.0,6.0,0.0,,,,,3.5,,,21.1,,,3.0,11.8,,8.6,,,1.0,4.1,,,,9.0,8.0,,,,,,,,8.8,,,,8.7,,4.0,,3.5,,2.0,2.0,-4.0,,,,,-0.5,,,17.1,,,-1.0,7.8,,4.6,,,-3.0,0.1,,,,5.0,4.0,,,,,,,,4.8,,,,4.7,,,True,,True,True,False,,,,,True,,,False,,,True,False,,False,,,True,True,,,,False,False,,,,,,,,False,,,,False,
27079,37,50.0,,47.7,,42.0,41.0,47.0,,,,,23.4,,,57.6,,,41.0,29.7,,32.2,,,35.0,37.0,,,,50.0,46.0,40.3,,,,,,60.6,44.9,,,,42.2,46.5,13.0,,10.7,,5.0,4.0,10.0,,,,,-13.6,,,20.6,,,4.0,-7.3,,-4.8,,,-2.0,0.0,,,,13.0,9.0,3.3,,,,,,23.6,7.9,,,,5.2,9.5,,True,,True,True,True,,,,,False,,,False,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,False,True,,,,True,True
27081,2,5.0,,4.6,,5.0,5.0,0.0,,,,,5.0,,,12.6,,,5.0,3.5,,5.9,,,0.0,1.8,,,,5.0,6.0,11.2,,,,,,,5.3,,,,6.8,8.4,3.0,,2.6,,3.0,3.0,-2.0,,,,,3.0,,,10.6,,,3.0,1.5,,3.9,,,-2.0,-0.2,,,,3.0,4.0,9.2,,,,,,,3.3,,,,4.8,6.4,,True,,False,False,True,,,,,False,,,False,,,False,True,,False,,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
27083,21,24.0,,27.6,,20.0,27.0,20.0,,,,,24.8,,,19.4,,,27.0,17.1,,34.7,,,9.0,17.5,,,,25.0,31.0,33.3,,,,,,30.3,31.1,,,,7.2,43.3,3.0,,6.6,,-1.0,6.0,-1.0,,,,,3.8,,,-1.6,,,6.0,-3.9,,13.7,,,-12.0,-3.5,,,,4.0,10.0,12.3,,,,,,9.3,10.1,,,,-13.8,22.3,,False,,True,False,True,,,,,False,,,True,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
27085,15,29.0,,26.1,,28.0,32.0,33.0,,,,,29.9,,,49.4,,,52.0,16.1,,40.1,32.5,,13.0,23.7,,,,30.0,42.0,38.5,,,,,,,34.0,,,,3.5,44.0,14.0,,11.1,,13.0,17.0,18.0,,,,,14.9,,,34.4,,,37.0,1.1,,25.1,17.5,,-2.0,8.7,,,,15.0,27.0,23.5,,,,,,,19.0,,,,-11.5,29.0,,True,,True,False,False,,,,,False,,,False,,,False,True,,False,False,,True,True,,,,False,False,False,,,,,,,False,,,,True,False
27087,5,7.0,,7.1,,6.0,6.0,0.0,,,,,3.9,,,7.0,,,5.0,3.1,,5.6,,,2.0,4.0,,,,5.0,7.0,11.2,,,,,,,4.8,,,,6.0,6.9,2.0,,2.1,,1.0,1.0,-5.0,,,,,-1.1,,,2.0,,,0.0,-1.9,,0.6,,,-3.0,-1.0,,,,0.0,2.0,6.2,,,,,,,-0.2,,,,1.0,1.9,,False,,True,True,False,,,,,True,,,True,,,True,True,,True,,,False,True,,,,True,False,False,,,,,,,True,,,,True,True
27089,8,5.0,,7.0,,5.0,6.0,0.0,,,,,5.3,,,19.3,,,13.0,0.2,,6.5,,,0.0,2.5,,,,3.0,8.0,10.4,,,,,,,6.7,,,,2.8,9.9,-3.0,,-1.0,,-3.0,-2.0,-8.0,,,,,-2.7,,,11.3,,,5.0,-7.8,,-1.5,,,-8.0,-5.5,,,,-5.0,0.0,2.4,,,,,,,-1.3,,,,-5.2,1.9,,True,,False,True,False,,,,,True,,,False,,,False,False,,True,,,False,False,,,,False,True,True,,,,,,,True,,,,False,True
27091,30,15.0,,14.3,,16.0,20.0,15.0,,,,,16.9,,,15.0,,,27.0,7.0,,25.8,,,12.0,18.3,,,,16.0,19.0,20.3,,,,,,,19.5,,,,0.0,30.9,-15.0,,-15.7,,-14.0,-10.0,-15.0,,,,,-13.1,,,-15.0,,,-3.0,-23.0,,-4.2,,,-18.0,-11.7,,,,-14.0,-11.0,-9.7,,,,,,,-10.5,,,,-30.0,0.9,,False,,True,True,False,,,,,True,,,False,,,True,False,,True,,,False,True,,,,True,True,True,,,,,,,True,,,,False,True
27093,10,13.0,,9.1,,9.0,19.0,7.0,,,,,17.4,,,21.1,,,29.0,7.3,,23.3,,,5.0,11.7,,,,14.0,25.0,31.7,,,,,,25.2,11.8,,,,7.5,28.1,3.0,,-0.9,,-1.0,9.0,-3.0,,,,,7.4,,,11.1,,,19.0,-2.7,,13.3,,,-5.0,1.7,,,,4.0,15.0,21.7,,,,,,15.2,1.8,,,,-2.5,18.1,,True,,True,False,False,,,,,False,,,False,,,False,True,,False,,,False,True,,,,False,False,False,,,,,,False,True,,,,True,False
27095,35,25.0,,27.6,,21.0,24.0,12.0,,,,,17.4,,,41.6,,,36.0,9.6,,25.8,,,11.0,18.6,,,,18.0,30.0,36.2,,,,,,,20.9,,,,16.0,32.6,-10.0,,-7.4,,-14.0,-11.0,-23.0,,,,,-17.6,,,6.6,,,1.0,-25.4,,-9.2,,,-24.0,-16.4,,,,-17.0,-5.0,1.2,,,,,,,-14.1,,,,-19.0,-2.4,,True,,False,False,False,,,,,False,,,True,,,True,False,,True,,,False,False,,,,False,True,True,,,,,,,False,,,,False,True
27097,20,14.0,,15.3,,18.0,26.0,18.0,,,,,23.6,,,42.2,,,43.0,10.6,,42.2,23.0,,3.0,23.5,,,,19.0,30.0,45.6,,,,,,16.8,25.8,,,,4.5,39.7,-6.0,,-4.7,,-2.0,6.0,-2.0,,,,,3.6,,,22.2,,,23.0,-9.4,,22.2,3.0,,-17.0,3.5,,,,-1.0,10.0,25.6,,,,,,-3.2,5.8,,,,-15.5,19.7,,True,,True,False,True,,,,,True,,,False,,,False,False,,False,True,,False,True,,,,True,False,False,,,,,,True,True,,,,False,False
27099,81,94.0,,99.0,,80.0,78.0,111.0,,,,,45.9,,,104.4,,,62.0,44.4,,64.3,96.0,,68.0,75.9,,,,99.0,89.0,62.8,,,,,,70.4,70.0,,,,84.6,96.4,13.0,,18.0,,-1.0,-3.0,30.0,,,,,-35.1,,,23.4,,,-19.0,-36.6,,-16.7,15.0,,-13.0,-5.1,,,,18.0,8.0,-18.2,,,,,,-10.6,-11.0,,,,3.6,15.4,,False,,True,True,False,,,,,False,,,False,,,False,False,,False,False,,False,True,,,,False,True,False,,,,,,True,True,,,,True,False
27101,5,16.0,,14.3,,14.0,15.0,7.0,,,,,12.3,,,29.0,,,9.0,12.8,,23.9,,,8.0,13.6,,,,22.0,19.0,13.0,,,,,,,11.7,,,,21.3,22.8,11.0,,9.3,,9.0,10.0,2.0,,,,,7.3,,,24.0,,,4.0,7.8,,18.9,,,3.0,8.6,,,,17.0,14.0,8.0,,,,,,,6.7,,,,16.3,17.8,,True,,True,True,True,,,,,True,,,False,,,True,True,,False,,,True,True,,,,False,False,True,,,,,,,True,,,,False,False
27103,35,50.0,,48.4,,43.0,41.0,42.0,,,,,26.6,,,42.6,,,48.0,26.4,,36.0,48.0,,29.0,32.6,,,,45.0,45.0,52.3,,,,,,54.3,50.4,,,,46.8,51.1,15.0,,13.4,,8.0,6.0,7.0,,,,,-8.4,,,7.6,,,13.0,-8.6,,1.0,13.0,,-6.0,-2.4,,,,10.0,10.0,17.3,,,,,,19.3,15.4,,,,11.8,16.1,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,False,,,,True,False
27105,18,19.0,,19.1,,24.0,39.0,11.0,,,,,34.1,,,10.2,,,29.0,23.6,,37.2,,,4.0,20.3,,,,32.0,30.0,58.8,,,,,,21.4,19.1,,,,29.8,77.3,1.0,,1.1,,6.0,21.0,-7.0,,,,,16.1,,,-7.8,,,11.0,5.6,,19.2,,,-14.0,2.3,,,,14.0,12.0,40.8,,,,,,3.4,1.1,,,,11.8,59.3,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
27107,2,3.0,,3.1,,3.0,3.0,0.0,,,,,2.8,,,6.6,,,9.0,1.0,,3.2,,,4.0,0.9,,,,2.0,5.0,4.0,,,,,,,4.2,,,,3.0,4.4,1.0,,1.1,,1.0,1.0,-2.0,,,,,0.8,,,4.6,,,7.0,-1.0,,1.2,,,2.0,-1.1,,,,0.0,3.0,2.0,,,,,,,2.2,,,,1.0,2.4,,False,,False,False,False,,,,,True,,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,False,,,,True,False
27109,242,303.0,,297.7,,264.0,284.0,278.0,,,,,171.3,,,330.7,,286.2,240.0,216.5,,294.5,362.5,,249.0,270.2,,,,321.0,360.0,263.9,,,,,,336.7,244.1,257.0,,,220.2,304.6,61.0,,55.7,,22.0,42.0,36.0,,,,,-70.7,,,88.7,,44.2,-2.0,-25.5,,52.5,120.5,,7.0,28.2,,,,79.0,118.0,21.9,,,,,,94.7,2.1,15.0,,,-21.8,62.6,,True,,True,True,True,,,,,False,,,False,,True,True,True,,True,False,,True,True,,,,False,False,True,,,,,,False,True,True,,,True,False
27111,25,47.0,,46.2,,52.0,53.0,58.0,,,,,45.3,,,60.2,,,59.0,35.8,,76.4,68.0,,27.0,31.9,,,,59.0,60.0,91.4,,,,,,66.6,38.6,,,,28.8,73.6,22.0,,21.2,,27.0,28.0,33.0,,,,,20.3,,,35.2,,,34.0,10.8,,51.4,43.0,,2.0,6.9,,,,34.0,35.0,66.4,,,,,,41.6,13.6,,,,3.8,48.6,,True,,False,False,False,,,,,True,,,False,,,False,True,,False,False,,True,True,,,,False,False,False,,,,,,False,True,,,,True,False
27113,33,6.0,,0.1,,11.0,12.0,0.0,,,,,10.4,,,11.0,,,18.0,23.7,,18.1,,,0.0,7.7,,,,,15.0,18.3,,,,,,,13.8,,,,5.2,18.3,-27.0,,-32.9,,-22.0,-21.0,-33.0,,,,,-22.6,,,-22.0,,,-15.0,-9.3,,-14.9,,,-33.0,-25.3,,,,,-18.0,-14.7,,,,,,,-19.2,,,,-27.8,-14.7,,False,,True,True,False,,,,,True,,,True,,,True,True,,True,,,False,True,,,,,True,True,,,,,,,True,,,,False,True
27115,15,31.0,,32.3,,28.0,34.0,8.0,,,,,35.6,,,38.7,,,44.0,14.0,,40.9,,,15.0,24.4,,,,31.0,35.0,37.9,,,,,,42.0,27.8,,,,28.3,55.3,16.0,,17.3,,13.0,19.0,-7.0,,,,,20.6,,,23.7,,,29.0,-1.0,,25.9,,,0.0,9.4,,,,16.0,20.0,22.9,,,,,,27.0,12.8,,,,13.3,40.3,,False,,True,False,True,,,,,False,,,False,,,False,True,,False,,,True,True,,,,False,False,False,,,,,,False,True,,,,True,False
27117,13,16.0,,15.5,,15.0,14.0,0.0,,,,,11.4,,,10.9,,,10.0,15.2,,16.9,,,4.0,11.8,,,,21.0,17.0,15.3,,,,,,,14.7,,,,19.0,22.3,3.0,,2.5,,2.0,1.0,-13.0,,,,,-1.6,,,-2.1,,,-3.0,2.2,,3.9,,,-9.0,-1.2,,,,8.0,4.0,2.3,,,,,,,1.7,,,,6.0,9.3,,True,,True,True,False,,,,,True,,,True,,,False,True,,False,,,False,True,,,,False,False,True,,,,,,,True,,,,False,False
27119,30,21.0,,20.9,,20.0,26.0,0.0,,,,,22.7,,,14.6,,,45.0,14.3,,35.8,21.0,,10.0,20.9,,,,19.0,32.0,37.9,,,,,,43.5,15.9,,,,16.8,38.5,-9.0,,-9.1,,-10.0,-4.0,-30.0,,,,,-7.3,,,-15.4,,,15.0,-15.7,,5.8,-9.0,,-20.0,-9.1,,,,-11.0,2.0,7.9,,,,,,13.5,-14.1,,,,-13.2,8.5,,False,,False,True,False,,,,,True,,,False,,,False,False,,True,False,,False,False,,,,False,True,True,,,,,,False,False,,,,False,True
27121,10,5.0,,4.2,,7.0,9.0,1.0,,,,,6.3,,,4.7,,,12.0,2.0,,10.0,,,5.0,5.7,,,,6.0,9.0,14.8,,,,,,,6.7,,,,7.7,10.2,-5.0,,-5.8,,-3.0,-1.0,-9.0,,,,,-3.7,,,-5.3,,,2.0,-8.0,,0.0,,,-5.0,-4.3,,,,-4.0,-1.0,4.8,,,,,,,-3.3,,,,-2.3,0.2,,False,,True,True,False,,,,,True,,,False,,,True,False,,True,,,False,True,,,,True,True,True,,,,,,,True,,,,True,True
27123,546,623.0,,539.4,580.8,539.0,573.0,600.0,,,,,408.6,,,590.6,,537.3,752.0,376.8,,800.2,732.5,,410.0,487.1,,,,598.0,760.0,860.9,,,,,,609.5,532.7,502.0,,,395.3,566.0,77.0,,-6.6,34.8,-7.0,27.0,54.0,,,,,-137.4,,,44.6,,-8.7,206.0,-169.2,,254.2,186.5,,-136.0,-58.9,,,,52.0,214.0,314.9,,,,,,63.5,-13.3,-44.0,,,-150.7,20.0,,True,True,True,True,True,,,,,False,,,True,,True,False,False,,False,False,,False,True,,,,True,False,False,,,,,,True,True,True,,,False,True
27125,4,2.0,,1.8,,3.0,4.0,0.0,,,,,2.6,,,2.4,,,4.0,4.5,,2.4,,,4.0,2.2,,,,2.0,4.0,3.3,,,,,,,3.5,,,,0.6,4.3,-2.0,,-2.2,,-1.0,0.0,-4.0,,,,,-1.4,,,-1.6,,,0.0,0.5,,-1.6,,,0.0,-1.8,,,,-2.0,0.0,-0.7,,,,,,,-0.5,,,,-3.4,0.3,,False,,True,True,False,,,,,True,,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
27127,15,15.0,,15.1,,11.0,14.0,0.0,,,,,12.1,,,15.8,,,18.0,5.6,,19.3,,,4.0,10.2,,,,15.0,12.0,24.5,,,,,,,14.3,,,,7.6,22.2,0.0,,0.1,,-4.0,-1.0,-15.0,,,,,-2.9,,,0.8,,,3.0,-9.4,,4.3,,,-11.0,-4.8,,,,0.0,-3.0,9.5,,,,,,,-0.7,,,,-7.4,7.2,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,False
27129,19,20.0,,16.6,,16.0,18.0,0.0,,,,,12.3,,,10.7,,,18.0,4.6,,13.9,,,7.0,12.6,,,,14.0,20.0,29.2,,,,,,,17.2,,,,15.8,22.2,1.0,,-2.4,,-3.0,-1.0,-19.0,,,,,-6.7,,,-8.3,,,-1.0,-14.4,,-5.1,,,-12.0,-6.4,,,,-5.0,1.0,10.2,,,,,,,-1.8,,,,-3.2,3.2,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
27131,115,161.0,,169.5,,142.0,129.0,165.0,,,,,82.4,,,131.2,,,99.0,106.5,,168.6,145.0,,80.0,119.6,,,,168.0,159.0,144.7,,,,,,144.8,102.3,,,,145.8,157.2,46.0,,54.5,,27.0,14.0,50.0,,,,,-32.6,,,16.2,,,-16.0,-8.5,,53.6,30.0,,-35.0,4.6,,,,53.0,44.0,29.7,,,,,,29.8,-12.7,,,,30.8,42.2,,False,,True,True,False,,,,,True,,,True,,,True,True,,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
27133,16,8.0,,7.3,,10.0,13.0,0.0,,,,,11.4,,,6.0,,,10.0,6.8,,15.9,,,6.0,9.6,,,,14.0,13.0,12.2,,,,,,,14.6,,,,10.9,20.5,-8.0,,-8.7,,-6.0,-3.0,-16.0,,,,,-4.6,,,-10.0,,,-6.0,-9.2,,-0.1,,,-10.0,-6.4,,,,-2.0,-3.0,-3.8,,,,,,,-1.4,,,,-5.1,4.5,,False,,True,True,False,,,,,True,,,False,,,True,False,,True,,,False,True,,,,True,True,True,,,,,,,True,,,,True,True
27135,12,6.0,,7.1,,7.0,10.0,0.0,,,,,11.8,,,14.3,,,18.0,3.2,,12.6,,,1.0,4.7,,,,6.0,9.0,16.6,,,,,,,13.3,,,,7.8,16.2,-6.0,,-4.9,,-5.0,-2.0,-12.0,,,,,-0.2,,,2.3,,,6.0,-8.8,,0.6,,,-11.0,-7.3,,,,-6.0,-3.0,4.6,,,,,,,1.3,,,,-4.2,4.2,,True,,True,True,False,,,,,True,,,True,,,False,False,,True,,,False,False,,,,False,True,True,,,,,,,True,,,,True,True
27137,167,256.0,,246.9,,221.0,204.0,252.0,,,,,171.5,,,187.7,,,207.0,197.4,,304.6,276.0,,171.0,209.1,,,,262.0,258.0,222.6,,,,,,279.7,206.4,190.0,,,265.9,,89.0,,79.9,,54.0,37.0,85.0,,,,,4.5,,,20.7,,,40.0,30.4,,137.6,109.0,,4.0,42.1,,,,95.0,91.0,55.6,,,,,,112.7,39.4,23.0,,,98.9,,,True,,True,True,True,,,,,True,,,True,,,True,True,,False,False,,True,True,,,,False,False,True,,,,,,False,True,True,,,False,
