,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
45053,715,402.0,367.0,,,,,507.0,,394.0,384.4,462.0,74.7,,,,,-313.0,-348.0,,,,,-208.0,,-321.0,-330.6,-253.0,-640.3,,,,,False,,,,,True,,False,False,True,False,,,,
45055,2168,1236.0,679.0,,,,,1322.0,,1521.0,646.2,1777.0,247.2,,554.0,,,-932.0,-1489.0,,,,,-846.0,,-647.0,-1521.8,-391.0,-1920.8,,-1614.0,,,False,,,,,True,,True,False,True,False,,False,,
45057,3330,2268.0,1723.0,,,,,2343.0,,3945.0,1603.4,3493.0,432.1,,2725.0,,,-1062.0,-1607.0,,,,,-987.0,,615.0,-1726.6,163.0,-2897.9,,-605.0,,,False,,,,,True,,True,False,True,False,,True,,
45059,2368,1464.0,1303.0,,,,,1978.0,,1138.4,1121.7,1320.5,270.2,,1093.9,,,-904.0,-1065.0,,,,,-390.0,,-1229.6,-1246.3,-1047.5,-2097.8,,-1274.1,,,False,,,,,True,,False,False,False,False,,False,,
45061,518,510.0,455.0,,,,,251.0,,1012.5,337.7,614.0,20.0,,,,,-8.0,-63.0,,,,,-267.0,,494.5,-180.3,96.0,-498.0,,,,,False,,,,,False,,False,False,False,False,,,,
45063,10270,6306.0,2569.0,,,,,7305.0,,9611.9,5436.8,9195.5,1106.5,,6348.5,15751.0,,-3964.0,-7701.0,,,,,-2965.0,,-658.1,-4833.2,-1074.5,-9163.5,,-3921.5,5481.0,,False,,,,,True,,True,False,True,False,,True,False,
45065,359,246.0,244.0,,,,,176.0,,250.0,146.7,198.0,33.1,,,,,-113.0,-115.0,,,,,-183.0,,-109.0,-212.3,-161.0,-325.9,,,,,False,,,,,False,,True,False,False,False,,,,
45067,1175,930.0,1102.0,,,,,461.0,,1927.9,514.5,1263.0,96.1,,,,,-245.0,-73.0,,,,,-714.0,,752.9,-660.5,88.0,-1078.9,,,,,True,,,,,False,,False,False,True,False,,,,
45069,915,468.0,9.0,,,,,506.0,,254.6,405.0,537.0,0.0,,,,,-447.0,-906.0,,,,,-409.0,,-660.4,-510.0,-378.0,-915.0,,,,,False,,,,,True,,False,False,True,False,,,,
45071,1213,840.0,147.0,,,,,1039.0,,947.1,614.7,1005.5,194.0,,677.2,,,-373.0,-1066.0,,,,,-174.0,,-265.9,-598.3,-207.5,-1019.0,,-535.8,,,False,,,,,True,,True,False,True,False,,False,,
45073,2881,2424.0,1677.0,,,,,2857.0,,1665.1,1718.8,2715.0,628.7,,1472.1,,,-457.0,-1204.0,,,,,-24.0,,-1215.9,-1162.2,-166.0,-2252.3,,-1408.9,,,False,,,,,True,,False,False,True,False,,False,,
45075,3078,1272.0,521.0,,,,,1558.0,,1361.1,1433.9,1521.5,99.1,,1347.4,,,-1806.0,-2557.0,,,,,-1520.0,,-1716.9,-1644.1,-1556.5,-2978.9,,-1730.6,,,False,,,,,True,,True,True,True,False,,True,,
45077,5598,4206.0,1635.0,,,,,4287.0,,3496.9,3154.4,5064.5,2121.4,,3099.7,,,-1392.0,-3963.0,,,,,-1311.0,,-2101.1,-2443.6,-533.5,-3476.6,,-2498.3,,,False,,,,,True,,False,False,True,False,,False,,
45079,11890,6672.0,3684.0,,,,,8970.0,,6599.2,6740.6,9300.5,2713.9,,2376.3,12097.0,,-5218.0,-8206.0,,,,,-2920.0,,-5290.8,-5149.4,-2589.5,-9176.1,,-9513.7,207.0,,False,,,,,True,,False,True,True,False,,False,True,
45081,457,312.0,1014.0,,,,,578.0,,342.2,280.0,422.0,19.7,,,,,-145.0,557.0,,,,,121.0,,-114.8,-177.0,-35.0,-437.3,,,,,False,,,,,True,,True,False,True,False,,,,
45083,13548,9636.0,4595.0,,,,,10166.0,,8665.9,6057.4,13842.0,1924.2,,11733.8,11504.0,,-3912.0,-8953.0,,,,,-3382.0,,-4882.1,-7490.6,294.0,-11623.8,,-1814.2,-2044.0,,False,,,,,True,,False,False,True,False,,True,True,
45085,3186,1476.0,645.0,,,,,2089.0,,1180.2,1471.7,1627.5,277.3,,607.9,,,-1710.0,-2541.0,,,,,-1097.0,,-2005.8,-1714.3,-1558.5,-2908.7,,-2578.1,,,False,,,,,True,,False,False,True,False,,False,,
45087,884,636.0,390.0,,,,,817.0,,392.4,397.5,604.0,162.3,,,,,-248.0,-494.0,,,,,-67.0,,-491.6,-486.5,-280.0,-721.7,,,,,False,,,,,True,,False,False,False,False,,,,
45089,1339,780.0,115.0,,,,,487.0,,942.6,561.2,895.5,42.1,,,,,-559.0,-1224.0,,,,,-852.0,,-396.4,-777.8,-443.5,-1296.9,,,,,False,,,,,False,,True,False,True,False,,,,
45091,8886,6336.0,3365.0,,,,,6934.0,,4706.9,5125.6,7807.5,1756.0,,5944.1,7413.0,,-2550.0,-5521.0,,,,,-1952.0,,-4179.1,-3760.4,-1078.5,-7130.0,,-2941.9,-1473.0,,False,,,,,True,,False,False,True,False,,False,True,
46003,46,72.0,,,,,,42.0,,8.5,24.4,18.0,0.0,,,,,26.0,,,,,,-4.0,,-37.5,-21.6,-28.0,-46.0,,,,,,,,,,True,,False,True,False,False,,,,
46005,142,144.0,20.0,,,,,284.0,,14.5,173.1,69.0,0.0,,61.0,,,2.0,-122.0,,,,,142.0,,-127.5,31.1,-73.0,-142.0,,-81.0,,,False,,,,,False,,False,False,False,False,,False,,
46007,30,24.0,0.0,,,,,26.0,,9.1,20.6,12.0,0.0,,,,,-6.0,-30.0,,,,,-4.0,,-20.9,-9.4,-18.0,-30.0,,,,,False,,,,,True,,False,False,False,False,,,,
46009,66,126.0,0.0,,,,,108.0,,16.2,58.0,91.0,0.0,,,,,60.0,-66.0,,,,,42.0,,-49.8,-8.0,25.0,-66.0,,,,,False,,,,,True,,True,True,True,False,,,,
46011,587,462.0,148.0,,,,,477.0,,150.0,296.3,382.0,0.0,,445.9,,,-125.0,-439.0,,,,,-110.0,,-437.0,-290.7,-205.0,-587.0,,-141.1,,,False,,,,,True,,False,False,False,False,,False,,
46013,710,618.0,296.0,,,,,696.0,,173.0,476.8,448.0,0.0,,747.7,,,-92.0,-414.0,,,,,-14.0,,-537.0,-233.2,-262.0,-710.0,,37.7,,,False,,,,,True,,False,False,False,False,,True,,
46015,57,18.0,5.0,,,,,60.0,,4.1,41.2,3.0,0.0,,,,,-39.0,-52.0,,,,,3.0,,-52.9,-15.8,-54.0,-57.0,,,,,False,,,,,True,,False,True,False,False,,,,
46017,10,30.0,0.0,,,,,42.0,,1.3,20.6,0.0,0.0,,,,,20.0,-10.0,,,,,32.0,,-8.7,10.6,-10.0,-10.0,,,,,True,,,,,False,,True,True,True,True,,,,
46019,110,114.0,26.0,,,,,174.0,,27.2,77.7,106.0,0.0,,,,,4.0,-84.0,,,,,64.0,,-82.8,-32.3,-4.0,-110.0,,,,,False,,,,,False,,False,False,False,False,,,,
46021,17,12.0,0.0,,,,,36.0,,1.2,5.8,18.0,0.0,,,,,-5.0,-17.0,,,,,19.0,,-15.8,-11.2,1.0,-17.0,,,,,False,,,,,False,,False,False,True,False,,,,
46023,145,168.0,30.0,,,,,80.0,,23.6,121.7,92.0,0.0,,,,,23.0,-115.0,,,,,-65.0,,-121.4,-23.3,-53.0,-145.0,,,,,False,,,,,False,,False,False,False,False,,,,
46025,46,42.0,0.0,,,,,43.0,,4.2,27.7,4.0,0.0,,,,,-4.0,-46.0,,,,,-3.0,,-41.8,-18.3,-42.0,-46.0,,,,,False,,,,,True,,False,False,False,False,,,,
46027,164,234.0,27.0,,,,,146.0,,64.9,177.9,216.0,0.0,,,,,70.0,-137.0,,,,,-18.0,,-99.1,13.9,52.0,-164.0,,,,,False,,,,,True,,False,True,True,False,,,,
46029,419,618.0,122.0,,,,,447.0,,230.7,437.8,635.0,0.0,,875.4,,,199.0,-297.0,,,,,28.0,,-188.3,18.8,216.0,-419.0,,456.4,,,False,,,,,True,,True,True,False,False,,False,,
46031,18,54.0,,,,,,30.0,,6.6,27.3,24.0,0.0,,,,,36.0,,,,,,12.0,,-11.4,9.3,6.0,-18.0,,,,,,,,,,True,,True,True,True,True,,,,
46033,65,90.0,24.0,,,,,81.0,,23.4,70.4,70.0,0.0,,,,,25.0,-41.0,,,,,16.0,,-41.6,5.4,5.0,-65.0,,,,,False,,,,,True,,False,True,True,False,,,,
46035,232,282.0,22.0,,,,,296.0,,68.6,233.6,189.0,0.1,,,,,50.0,-210.0,,,,,64.0,,-163.4,1.6,-43.0,-231.9,,,,,False,,,,,False,,False,True,True,False,,,,
46037,103,90.0,30.0,,,,,55.0,,39.2,59.1,80.0,0.0,,,,,-13.0,-73.0,,,,,-48.0,,-63.8,-43.9,-23.0,-103.0,,,,,False,,,,,False,,False,False,False,False,,,,
46039,58,66.0,17.0,,,,,72.0,,16.3,35.4,59.0,0.0,,,,,8.0,-41.0,,,,,14.0,,-41.7,-22.6,1.0,-58.0,,,,,False,,,,,False,,False,False,True,False,,,,
46041,142,192.0,,,,,,55.0,,12.0,127.2,117.0,0.0,,,,,50.0,,,,,,-87.0,,-130.0,-14.8,-25.0,-142.0,,,,,,,,,,False,,False,True,True,False,,,,
46043,42,78.0,13.0,,,,,30.0,,41.6,41.1,101.0,0.0,,,,,36.0,-29.0,,,,,-12.0,,-0.4,-0.9,59.0,-42.0,,,,,True,,,,,True,,True,True,False,False,,,,
46045,123,162.0,,,,,,60.0,,29.3,56.9,98.0,37.7,,,,,39.0,,,,,,-63.0,,-93.7,-66.1,-25.0,-85.3,,,,,,,,,,False,,False,False,True,False,,,,
46047,75,84.0,4.0,,,,,60.0,,109.0,58.1,89.0,0.0,,,,,9.0,-71.0,,,,,-15.0,,34.0,-16.9,14.0,-75.0,,,,,False,,,,,False,,False,False,False,False,,,,
46049,34,18.0,0.0,,,,,24.0,,10.8,16.0,19.0,0.0,,,,,-16.0,-34.0,,,,,-10.0,,-23.2,-18.0,-15.0,-34.0,,,,,False,,,,,True,,False,False,True,False,,,,
46051,115,72.0,11.0,,,,,133.0,,12.5,94.3,35.0,0.0,,,,,-43.0,-104.0,,,,,18.0,,-102.5,-20.7,-80.0,-115.0,,,,,False,,,,,True,,False,True,False,False,,,,
46053,32,54.0,7.0,,,,,30.0,,15.4,33.2,42.0,0.0,,,,,22.0,-25.0,,,,,-2.0,,-16.6,1.2,10.0,-32.0,,,,,False,,,,,True,,True,True,True,False,,,,
46055,18,48.0,,,,,,60.0,,37.3,30.3,82.0,0.0,,,,,30.0,,,,,,42.0,,19.3,12.3,64.0,-18.0,,,,,,,,,,False,,True,True,False,True,,,,
46057,79,114.0,18.0,,,,,90.0,,16.9,62.0,66.0,0.0,,,,,35.0,-61.0,,,,,11.0,,-62.1,-17.0,-13.0,-79.0,,,,,False,,,,,True,,False,True,True,False,,,,
46059,10,12.0,0.0,,,,,54.0,,4.2,18.2,3.0,0.0,,,,,2.0,-10.0,,,,,44.0,,-5.8,8.2,-7.0,-10.0,,,,,False,,,,,False,,False,False,False,False,,,,
46061,34,42.0,5.0,,,,,36.0,,6.4,27.0,20.5,0.2,,,,,8.0,-29.0,,,,,2.0,,-27.6,-7.0,-13.5,-33.8,,,,,False,,,,,True,,False,True,False,False,,,,
46063,2,6.0,0.0,,,,,51.0,,0.5,5.8,24.0,,,,,,4.0,-2.0,,,,,49.0,,-1.5,3.8,22.0,,,,,,True,,,,,False,,True,True,False,,,,,
46065,250,300.0,59.0,,,,,318.0,,122.4,202.4,221.0,0.3,,,,,50.0,-191.0,,,,,68.0,,-127.6,-47.6,-29.0,-249.7,,,,,False,,,,,False,,False,True,True,False,,,,
46067,77,96.0,21.0,,,,,82.0,,18.3,81.0,57.0,0.0,,,,,19.0,-56.0,,,,,5.0,,-58.7,4.0,-20.0,-77.0,,,,,False,,,,,True,,False,True,False,False,,,,
46069,4,6.0,0.0,,,,,59.0,,1.7,4.7,24.0,0.0,,,,,2.0,-4.0,,,,,55.0,,-2.3,0.7,20.0,-4.0,,,,,False,,,,,False,,False,True,False,False,,,,
46071,10,24.0,0.0,,,,,18.0,,9.0,24.4,0.0,0.0,,,,,14.0,-10.0,,,,,8.0,,-1.0,14.4,-10.0,-10.0,,,,,True,,,,,True,,True,False,True,True,,,,
46073,10,6.0,0.0,,,,,63.0,,5.9,19.0,0.0,0.0,,,,,-4.0,-10.0,,,,,53.0,,-4.1,9.0,-10.0,-10.0,,,,,False,,,,,False,,False,False,False,False,,,,
46075,18,12.0,0.0,,,,,18.0,,3.1,3.2,18.0,,,,,,-6.0,-18.0,,,,,0.0,,-14.9,-14.8,0.0,,,,,,False,,,,,True,,False,False,True,,,,,
46077,78,192.0,15.0,,,,,71.0,,49.6,64.4,133.0,0.0,,,,,114.0,-63.0,,,,,-7.0,,-28.4,-13.6,55.0,-78.0,,,,,True,,,,,True,,True,True,True,True,,,,
46079,145,222.0,36.0,,,,,220.0,,58.3,126.2,180.0,0.0,,,,,77.0,-109.0,,,,,75.0,,-86.7,-18.8,35.0,-145.0,,,,,False,,,,,True,,False,True,True,False,,,,
46081,288,426.0,65.0,,,,,475.0,,103.4,246.3,326.0,0.0,,,,,138.0,-223.0,,,,,187.0,,-184.6,-41.7,38.0,-288.0,,,,,False,,,,,False,,False,True,True,False,,,,
46083,887,1488.0,536.0,,,,,769.0,,630.5,871.5,1444.5,0.7,,1213.3,,,601.0,-351.0,,,,,-118.0,,-256.5,-15.5,557.5,-886.3,,326.3,,,True,,,,,True,,True,True,True,False,,True,,
46085,79,18.0,0.0,,,,,38.0,,7.0,30.5,10.0,0.0,,,,,-61.0,-79.0,,,,,-41.0,,-72.0,-48.5,-69.0,-79.0,,,,,False,,,,,True,,False,True,False,False,,,,
46087,55,114.0,9.0,,,,,49.0,,33.8,60.4,64.0,0.0,,,,,59.0,-46.0,,,,,-6.0,,-21.2,5.4,9.0,-55.0,,,,,True,,,,,True,,True,True,True,True,,,,
46089,58,30.0,0.0,,,,,30.0,,16.2,17.0,18.0,0.0,,,,,-28.0,-58.0,,,,,-28.0,,-41.8,-41.0,-40.0,-58.0,,,,,False,,,,,False,,False,False,False,False,,,,
46091,33,48.0,12.0,,,,,62.0,,25.1,35.8,50.0,0.0,,,,,15.0,-21.0,,,,,29.0,,-7.9,2.8,17.0,-33.0,,,,,False,,,,,False,,True,True,False,False,,,,
46093,322,366.0,86.0,,,,,438.0,,129.8,301.3,313.0,0.0,,,,,44.0,-236.0,,,,,116.0,,-192.2,-20.7,-9.0,-322.0,,,,,False,,,,,False,,False,True,True,False,,,,
46095,29,6.0,0.0,,,,,47.0,,2.4,14.8,0.0,0.0,,,,,-23.0,-29.0,,,,,18.0,,-26.6,-14.2,-29.0,-29.0,,,,,False,,,,,True,,False,True,False,False,,,,
46097,48,24.0,0.0,,,,,24.0,,2.3,18.9,6.0,0.0,,,,,-24.0,-48.0,,,,,-24.0,,-45.7,-29.1,-42.0,-48.0,,,,,False,,,,,False,,False,False,False,False,,,,
46099,2752,3498.0,1767.0,,,,,3068.0,,1100.4,2902.5,2962.0,1.5,,2359.2,1263.0,,746.0,-985.0,,,,,316.0,,-1651.6,150.5,210.0,-2750.5,,-392.8,-1489.0,,False,,,,,True,,False,True,True,False,,True,False,
46101,78,84.0,19.0,,,,,70.0,,39.6,64.9,82.0,0.0,,,,,6.0,-59.0,,,,,-8.0,,-38.4,-13.1,4.0,-78.0,,,,,False,,,,,False,,False,False,True,False,,,,
46102,148,234.0,37.0,,,,,1193.0,,75.0,195.4,215.0,,,,,,86.0,-111.0,,,,,1045.0,,-73.0,47.4,67.0,,,,,,False,,,,,False,,True,True,True,,,,,
46103,1621,2448.0,1718.0,,,,,24.0,,790.3,1697.3,2155.0,0.5,,1344.6,,,827.0,97.0,,,,,-1597.0,,-830.7,76.3,534.0,-1620.5,,-276.4,,,True,,,,,False,,False,True,True,False,,True,,
46105,61,150.0,,,,,,30.0,,38.0,42.5,103.0,0.0,,,,,89.0,,,,,,-31.0,,-23.0,-18.5,42.0,-61.0,,,,,,,,,,True,,True,True,True,True,,,,
46107,59,36.0,,,,,,143.0,,1.6,12.3,0.0,0.0,,,,,-23.0,,,,,,84.0,,-57.4,-46.7,-59.0,-59.0,,,,,,,,,,False,,False,False,False,False,,,,
46109,171,222.0,48.0,,,,,29.0,,82.4,125.1,241.0,0.0,,,,,51.0,-123.0,,,,,-142.0,,-88.6,-45.9,70.0,-171.0,,,,,False,,,,,False,,False,True,False,False,,,,
46111,23,18.0,0.0,,,,,131.0,,0.7,20.4,0.0,0.0,,,,,-5.0,-23.0,,,,,108.0,,-22.3,-2.6,-23.0,-23.0,,,,,False,,,,,False,,False,True,False,False,,,,
46115,95,66.0,21.0,,,,,114.0,,26.0,59.5,81.0,0.1,,,,,-29.0,-74.0,,,,,19.0,,-69.0,-35.5,-14.0,-94.9,,,,,False,,,,,True,,False,False,True,False,,,,
46117,57,30.0,0.0,,,,,47.0,,11.7,23.1,0.0,0.0,,,,,-27.0,-57.0,,,,,-10.0,,-45.3,-33.9,-57.0,-57.0,,,,,False,,,,,True,,False,False,False,False,,,,
46119,28,24.0,0.0,,,,,22.0,,0.6,6.3,30.0,0.0,,,,,-4.0,-28.0,,,,,-6.0,,-27.4,-21.7,2.0,-28.0,,,,,False,,,,,False,,False,False,True,False,,,,
46121,76,90.0,26.0,,,,,96.0,,22.3,96.3,62.0,0.0,,,,,14.0,-50.0,,,,,20.0,,-53.7,20.3,-14.0,-76.0,,,,,False,,,,,False,,False,False,False,False,,,,
46123,44,66.0,2.0,,,,,83.0,,15.1,66.0,41.0,0.0,,,,,22.0,-42.0,,,,,39.0,,-28.9,22.0,-3.0,-44.0,,,,,False,,,,,False,,False,True,True,False,,,,
46125,100,126.0,13.0,,,,,103.0,,41.1,92.9,109.0,0.0,,,,,26.0,-87.0,,,,,3.0,,-58.9,-7.1,9.0,-100.0,,,,,False,,,,,True,,False,True,True,False,,,,
46127,328,432.0,68.0,,,,,227.0,,243.1,236.4,440.0,0.4,,,,,104.0,-260.0,,,,,-101.0,,-84.9,-91.6,112.0,-327.6,,,,,False,,,,,True,,True,True,False,False,,,,
46129,102,90.0,20.0,,,,,96.0,,19.8,56.7,93.0,0.0,,,,,-12.0,-82.0,,,,,-6.0,,-82.2,-45.3,-9.0,-102.0,,,,,False,,,,,True,,False,False,True,False,,,,
46135,335,582.0,89.0,,,,,339.0,,138.5,347.8,496.0,0.0,,2148.0,,,247.0,-246.0,,,,,4.0,,-196.5,12.8,161.0,-335.0,,1813.0,,,True,,,,,True,,True,True,True,False,,False,,
46137,51,42.0,,,,,,58.0,,2.6,28.1,1.0,0.0,,,,,-9.0,,,,,,7.0,,-48.4,-22.9,-50.0,-51.0,,,,,,,,,,True,,False,False,False,False,,,,
47001,1986,4008.0,3054.0,,,,,3462.0,,5796.3,1975.1,5923.5,748.3,,3975.7,,,2022.0,1068.0,,,,,1476.0,,3810.3,-10.9,3937.5,-1237.7,,1989.7,,,True,,,,,True,,False,True,False,True,,True,,
47003,1222,2322.0,1305.0,,,,,2568.0,,2475.0,1238.1,3007.0,0.0,,2526.6,,,1100.0,83.0,,,,,1346.0,,1253.0,16.1,1785.0,-1222.0,,1304.6,,,True,,,,,False,,False,True,False,False,,False,,
47005,248,426.0,300.0,,,,,1041.0,,260.6,254.2,429.0,0.0,,,,,178.0,52.0,,,,,793.0,,12.6,6.2,181.0,-248.0,,,,,True,,,,,False,,True,True,False,False,,,,
47007,349,594.0,,,,,,829.0,,554.8,428.0,964.0,0.0,,,,,245.0,,,,,,480.0,,205.8,79.0,615.0,-349.0,,,,,,,,,,False,,True,True,False,False,,,,
47009,3656,6264.0,4394.0,,,,,5671.0,,6337.4,3431.0,8516.5,1313.3,,5643.7,3132.0,,2608.0,738.0,,,,,2015.0,,2681.4,-225.0,4860.5,-2342.7,,1987.7,-524.0,,True,,,,,True,,False,True,False,True,,True,True,
47011,3259,5304.0,3826.0,,,,,5469.0,,7021.5,2866.8,8880.0,476.0,,4601.8,,,2045.0,567.0,,,,,2210.0,,3762.5,-392.2,5621.0,-2783.0,,1342.8,,,True,,,,,False,,False,True,False,False,,True,,
47013,971,2082.0,1770.0,,,,,2056.0,,2970.8,862.1,2916.5,212.4,,1042.5,,,1111.0,799.0,,,,,1085.0,,1999.8,-108.9,1945.5,-758.6,,71.5,,,True,,,,,True,,False,True,False,True,,True,,
47015,368,744.0,300.0,,,,,784.0,,1007.4,395.4,1102.5,0.0,,,,,376.0,-68.0,,,,,416.0,,639.4,27.4,734.5,-368.0,,,,,True,,,,,False,,False,True,False,True,,,,
47017,741,1362.0,1079.0,,,,,1326.0,,906.7,598.7,1272.0,441.2,,753.1,,,621.0,338.0,,,,,585.0,,165.7,-142.3,531.0,-299.8,,12.1,,,True,,,,,True,,True,True,True,True,,True,,
47019,1164,2622.0,1381.0,,,,,1753.0,,2074.1,1072.9,3193.0,289.0,,1114.1,,,1458.0,217.0,,,,,589.0,,910.1,-91.1,2029.0,-875.0,,-49.9,,,True,,,,,True,,True,True,False,True,,True,,
47021,959,2058.0,1346.0,,,,,1401.0,,3667.5,1060.2,2800.5,374.6,,1345.0,,,1099.0,387.0,,,,,442.0,,2708.5,101.2,1841.5,-584.4,,386.0,,,True,,,,,True,,False,True,False,True,,True,,
47023,460,900.0,1086.0,,,,,862.0,,919.5,404.6,745.0,107.8,,,,,440.0,626.0,,,,,402.0,,459.5,-55.4,285.0,-352.2,,,,,False,,,,,True,,False,True,True,True,,,,
47025,929,1110.0,712.0,,,,,1503.0,,852.2,597.5,1168.0,47.9,,,,,181.0,-217.0,,,,,574.0,,-76.8,-331.5,239.0,-881.1,,,,,False,,,,,False,,True,False,False,False,,,,
47027,172,390.0,43.0,,,,,305.0,,737.0,180.3,581.0,42.8,,,,,218.0,-129.0,,,,,133.0,,565.0,8.3,409.0,-129.2,,,,,True,,,,,True,,False,True,False,True,,,,
47029,1088,2064.0,887.0,,,,,1507.0,,3683.2,954.8,3446.5,196.1,,1065.2,,,976.0,-201.0,,,,,419.0,,2595.2,-133.2,2358.5,-891.9,,-22.8,,,True,,,,,True,,False,True,False,True,,True,,
47031,1286,2808.0,1628.0,,,,,3089.0,,4656.7,1679.7,5503.0,285.9,,1977.6,,,1522.0,342.0,,,,,1803.0,,3370.7,393.7,4217.0,-1000.1,,691.6,,,True,,,,,False,,False,True,False,True,,True,,
47033,318,702.0,911.0,,,,,577.0,,1194.8,318.3,1041.5,85.4,,,,,384.0,593.0,,,,,259.0,,876.8,0.3,723.5,-232.6,,,,,False,,,,,True,,False,True,False,True,,,,
47035,1543,3114.0,1766.0,,,,,2972.0,,4870.5,1539.9,3937.0,738.0,,2809.0,,,1571.0,223.0,,,,,1429.0,,3327.5,-3.1,2394.0,-805.0,,1266.0,,,True,,,,,True,,False,True,False,True,,True,,
47037,17338,29784.0,20537.0,,,,,20516.0,,34120.6,19141.9,37236.0,10410.7,,29799.0,11425.0,,12446.0,3199.0,,,,,3178.0,,16782.6,1803.9,19898.0,-6927.3,,12461.0,-5913.0,,True,,,,,True,,False,True,False,True,,False,True,
47039,208,834.0,5.0,,,,,559.0,,2318.4,314.4,995.0,0.1,,,,,626.0,-203.0,,,,,351.0,,2110.4,106.4,787.0,-207.9,,,,,True,,,,,True,,False,True,False,True,,,,
47041,569,1260.0,438.0,,,,,1029.0,,1120.3,580.0,1222.0,0.0,,,,,691.0,-131.0,,,,,460.0,,551.3,11.0,653.0,-569.0,,,,,True,,,,,True,,True,True,True,True,,,,
47043,1418,2628.0,1487.0,,,,,2331.0,,4368.7,1268.1,4161.5,538.2,,2408.1,,,1210.0,69.0,,,,,913.0,,2950.7,-149.9,2743.5,-879.8,,990.1,,,True,,,,,True,,False,True,False,True,,True,,
47045,962,1236.0,668.0,,,,,1898.0,,1379.0,620.3,1635.5,133.1,,860.3,,,274.0,-294.0,,,,,936.0,,417.0,-341.7,673.5,-828.9,,-101.7,,,False,,,,,False,,False,False,False,False,,True,,
47047,1131,1818.0,1188.0,,,,,1447.0,,1779.1,745.4,1844.5,273.2,,1344.9,,,687.0,57.0,,,,,316.0,,648.1,-385.6,713.5,-857.8,,213.9,,,True,,,,,True,,True,True,False,False,,True,,
47049,388,1230.0,246.0,,,,,785.0,,1763.0,540.8,1487.0,94.1,,,,,842.0,-142.0,,,,,397.0,,1375.0,152.8,1099.0,-293.9,,,,,True,,,,,True,,False,True,False,True,,,,
47051,1096,2166.0,1292.0,,,,,2553.0,,2140.1,909.2,2145.0,267.3,,875.9,,,1070.0,196.0,,,,,1457.0,,1044.1,-186.8,1049.0,-828.7,,-220.1,,,True,,,,,False,,True,True,True,True,,True,,
47053,1166,2574.0,2118.0,,,,,1969.0,,2496.2,1289.0,3460.5,464.0,,1494.5,,,1408.0,952.0,,,,,803.0,,1330.2,123.0,2294.5,-702.0,,328.5,,,True,,,,,True,,True,True,False,True,,True,,
47055,951,2316.0,1380.0,,,,,1543.0,,3634.9,967.3,2955.5,403.9,,,,,1365.0,429.0,,,,,592.0,,2683.9,16.3,2004.5,-547.1,,,,,True,,,,,True,,False,True,False,True,,,,
47057,561,1194.0,327.0,,,,,924.0,,1419.9,540.1,1347.5,36.0,,,,,633.0,-234.0,,,,,363.0,,858.9,-20.9,786.5,-525.0,,,,,True,,,,,True,,False,True,False,True,,,,
47059,1731,3612.0,2148.0,,,,,2727.0,,5474.2,1583.4,6044.5,641.6,,3789.7,,,1881.0,417.0,,,,,996.0,,3743.2,-147.6,4313.5,-1089.4,,2058.7,,,True,,,,,True,,False,True,False,True,,False,,
47061,364,648.0,285.0,,,,,743.0,,897.3,291.1,791.0,138.9,,,,,284.0,-79.0,,,,,379.0,,533.3,-72.9,427.0,-225.1,,,,,True,,,,,False,,False,True,False,True,,,,
47063,2011,3654.0,2204.0,,,,,2481.0,,4815.0,1695.0,5544.0,552.2,,3119.4,,,1643.0,193.0,,,,,470.0,,2804.0,-316.0,3533.0,-1458.8,,1108.4,,,True,,,,,True,,False,True,False,True,,True,,
47065,11348,18066.0,9604.0,,,,,17213.0,,25296.3,9897.2,31201.5,3645.9,,16425.6,6598.0,,6718.0,-1744.0,,,,,5865.0,,13948.3,-1450.8,19853.5,-7702.1,,5077.6,-4750.0,,True,,,,,True,,False,True,False,False,,True,True,
47067,137,204.0,33.0,,,,,192.0,,72.4,168.2,116.0,0.0,,,,,67.0,-104.0,,,,,55.0,,-64.6,31.2,-21.0,-137.0,,,,,False,,,,,True,,True,True,True,False,,,,
