,predicted_cases,actual_cases,error,perc_error
COVIDhub-baseline,11847848.0,10735398,1112450.0,10.4%
UCLA-SuEIR,9575856.9,10735398,-1159541.1,-10.8%
IowaStateLW-STEM,12118245.0,10735398,1382847.0,12.9%
IBF-TimeSeries,12418196.0,10735398,1682798.0,15.7%
UCF-AEM,13011963.0,10735398,2276565.0,21.2%
USC-SI_kJalpha,6962010.0,10735398,-3773388.0,-35.1%
Covid19Sim-Simulator,14698673.5,10735398,3963275.5,36.9%
JHUAPL-Bucky,17054723.7,10735398,6319325.7,58.9%
JCB-PRM,21267702.8,10735398,10532304.8,98.1%
Columbia_UNC-SurvCon,26633382.0,10735398,15897984.0,148.1%
