,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1146,1101.9,1092.0,1217.1,-44.1,-54.0,71.1,False,False
Argentina,2893,2160.3,2257.0,3288.2,-732.7,-636.0,395.2,True,True
Australia,155,111.4,107.0,102.4,-43.6,-48.0,-52.6,False,False
Austria,712,751.3,719.0,732.1,39.3,7.0,20.1,True,True
Bangladesh,2874,2826.7,3352.0,3544.3,-47.3,478.0,670.3,False,False
Belarus,530,520.7,516.0,495.3,-9.3,-14.0,-34.7,False,False
Belgium,9821,9865.7,9846.0,9752.9,44.7,25.0,-68.1,True,False
Bolivia,2535,2003.3,2289.0,2129.6,-531.7,-246.0,-405.4,True,True
Brazil,86449,84473.7,84213.0,93635.4,-1975.3,-2236.0,7186.4,False,False
Bulgaria,338,282.4,313.0,346.5,-55.6,-25.0,8.5,True,True
Canada,8929,9125.7,9214.0,9166.9,196.7,285.0,237.9,False,False
Chile,9020,9560.4,8768.0,14992.3,540.4,-252.0,5972.3,True,False
Colombia,8269,6338.9,6928.0,10633.3,-1930.1,-1341.0,2364.3,True,False
Croatia,133,107.0,112.0,188.1,-26.0,-21.0,55.1,True,False
Cuba,87,89.7,90.0,106.4,2.7,3.0,19.4,False,False
Cyprus,19,19.0,20.0,17.3,0.0,1.0,-1.7,False,False
Czechia,369,392.6,362.0,352.3,23.6,-7.0,-16.7,True,True
Denmark,613,616.1,623.0,636.8,3.1,10.0,23.8,False,False
Dominican Republic,1055,970.7,1058.0,1151.1,-84.3,3.0,96.1,True,False
Ecuador,5507,5538.3,5142.0,12492.5,31.3,-365.0,6985.5,False,False
Egypt,4558,5078.3,5043.0,7622.6,520.3,485.0,3064.6,True,False
Estonia,69,69.0,73.0,71.8,0.0,4.0,2.8,False,False
Finland,329,331.7,338.0,318.1,2.7,9.0,-10.9,False,False
France,30195,30373.1,30227.0,30216.0,178.1,32.0,21.0,True,True
Germany,9124,9262.0,9369.0,9589.2,138.0,245.0,465.2,False,False
Greece,201,194.7,198.0,202.3,-6.3,-3.0,1.3,True,True
Honduras,1098,819.3,961.0,862.4,-278.7,-137.0,-235.6,True,True
Hungary,596,633.3,628.0,598.4,37.3,32.0,2.4,True,True
Iceland,10,10.0,10.0,11.7,0.0,0.0,1.7,True,False
Iran,15484,14116.9,13922.0,14740.9,-1367.1,-1562.0,-743.1,False,True
Ireland,1764,1801.9,1765.0,1771.9,37.9,1.0,7.9,True,True
Israel,457,363.6,345.0,318.3,-93.4,-112.0,-138.7,False,False
Italy,35102,35067.1,35572.0,36314.8,-34.9,470.0,1212.8,False,False
Japan,996,1035.1,1023.0,1079.8,39.1,27.0,83.8,True,False
Kuwait,429,424.3,433.0,460.1,-4.7,4.0,31.1,True,False
Latvia,31,30.0,33.0,31.4,-1.0,2.0,0.4,False,True
Lithuania,80,85.4,85.0,83.4,5.4,5.0,3.4,True,True
Luxembourg,112,110.0,112.0,115.9,-2.0,0.0,3.9,True,False
Malaysia,123,121.0,142.0,123.8,-2.0,19.0,0.8,False,True
Malta,9,9.0,10.0,8.5,0.0,1.0,-0.5,False,False
Mexico,42645,43972.7,47294.0,42117.0,1327.7,4649.0,-528.0,False,True
Moldova,732,744.0,808.0,1090.5,12.0,76.0,358.5,False,False
Morocco,305,265.9,234.0,264.5,-39.1,-71.0,-40.5,False,False
Netherlands,6159,6189.1,6247.0,6191.0,30.1,88.0,32.0,False,False
Norway,255,252.7,256.0,245.1,-2.3,1.0,-9.9,True,False
Pakistan,5822,6566.0,7745.0,8009.9,744.0,1923.0,2187.9,False,False
Panama,1275,987.7,1022.0,850.5,-287.3,-253.0,-424.5,True,False
Peru,17843,14262.0,14310.0,22484.7,-3581.0,-3533.0,4641.7,True,False
Philippines,1897,1544.7,1487.0,1482.9,-352.3,-410.0,-414.1,False,False
Poland,1664,1759.7,1784.0,1886.6,95.7,120.0,222.6,False,False
Portugal,1716,1694.3,1655.0,1586.3,-21.7,-61.0,-129.7,False,False
Romania,2165,2046.3,2001.0,2279.2,-118.7,-164.0,114.2,False,True
Russia,13172,12702.9,12750.0,12952.0,-469.1,-422.0,-220.0,True,True
Saudi Arabia,2703,2683.6,2474.0,10912.5,-19.4,-229.0,8209.5,False,False
Serbia,518,318.6,299.0,273.7,-199.4,-219.0,-244.3,False,False
Slovakia,28,28.0,29.0,28.9,0.0,1.0,0.9,False,False
Slovenia,116,118.4,114.0,111.7,2.4,-2.0,-4.3,True,False
South Korea,298,285.7,300.0,288.9,-12.3,2.0,-9.1,True,True
Spain,28432,28427.7,28703.0,27983.5,-4.3,271.0,-448.5,False,False
Sweden,5697,6008.3,5827.0,5559.9,311.3,130.0,-137.1,True,True
Switzerland,1977,1984.3,1988.0,2056.5,7.3,11.0,79.5,False,False
Turkey,5596,5638.7,5822.0,6357.5,42.7,226.0,761.5,False,False
Ukraine,1610,1677.3,1717.0,1941.2,67.3,107.0,331.2,False,False
United Arab Emirates,343,354.9,344.0,352.2,11.9,1.0,9.2,True,True
United Kingdom,45823,47105.9,45542.0,45474.4,1282.9,-281.0,-348.6,True,True
