,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1146,1136.3,1123.0,1138.7,-9.7,-23.0,-7.3,False,True
Argentina,2893,2708.7,2698.0,2647.4,-184.3,-195.0,-245.6,False,False
Australia,155,138.9,135.0,114.4,-16.1,-20.0,-40.6,False,False
Austria,712,713.1,714.0,706.7,1.1,2.0,-5.3,False,False
Bangladesh,2874,2865.9,2875.0,2942.3,-8.1,1.0,68.3,True,False
Belarus,530,528.0,529.0,524.1,-2.0,-1.0,-5.9,True,False
Belgium,9821,9821.4,9815.0,9850.9,0.4,-6.0,29.9,False,False
Bolivia,2535,2469.4,2482.0,2691.7,-65.6,-53.0,156.7,True,False
Brazil,86449,85325.0,84921.0,86122.7,-1124.0,-1528.0,-326.3,False,True
Bulgaria,338,330.9,328.0,335.7,-7.1,-10.0,-2.3,False,True
Canada,8929,8949.1,8949.0,9067.7,20.1,20.0,138.7,True,False
Chile,9020,9559.4,8844.0,8009.4,539.4,-176.0,-1010.6,True,False
Colombia,8269,7981.9,7970.0,7586.0,-287.1,-299.0,-683.0,False,False
Croatia,133,124.1,124.0,125.1,-8.9,-9.0,-7.9,False,True
Cuba,87,87.0,88.0,87.0,0.0,1.0,-0.0,False,False
Cyprus,19,19.0,19.0,19.4,0.0,0.0,0.4,True,False
Czechia,369,363.3,362.0,349.1,-5.7,-7.0,-19.9,False,False
Denmark,613,611.7,613.0,610.5,-1.3,0.0,-2.5,True,False
Dominican Republic,1055,1057.3,1065.0,1033.5,2.3,10.0,-21.5,False,False
Ecuador,5507,5500.1,5500.0,13347.9,-6.9,-7.0,7840.9,False,False
Egypt,4558,4649.9,4688.0,4647.8,91.9,130.0,89.8,False,True
Estonia,69,69.0,69.0,68.4,0.0,0.0,-0.6,True,False
Finland,329,327.3,329.0,328.8,-1.7,0.0,-0.2,True,True
France,30195,30285.7,30224.0,30569.8,90.7,29.0,374.8,True,False
Germany,9124,9108.3,9118.0,9160.2,-15.7,-6.0,36.2,True,False
Greece,201,196.4,196.0,192.2,-4.6,-5.0,-8.8,False,False
Honduras,1098,1039.3,1050.0,1062.6,-58.7,-48.0,-35.4,True,True
Hungary,596,596.7,601.0,606.0,0.7,5.0,10.0,False,False
Iceland,10,10.0,10.0,10.4,0.0,0.0,0.4,True,False
Indonesia,4714,4655.4,4661.0,4660.3,-58.6,-53.0,-53.7,True,True
Iran,15484,15385.7,15371.0,14925.9,-98.3,-113.0,-558.1,False,False
Ireland,1764,1758.0,1757.0,1761.1,-6.0,-7.0,-2.9,False,True
Israel,457,450.7,450.0,444.5,-6.3,-7.0,-12.5,False,False
Italy,35102,35123.0,35101.0,35153.3,21.0,-1.0,51.3,True,False
Japan,996,990.9,999.0,982.2,-5.1,3.0,-13.8,True,False
Kuwait,429,418.7,418.0,427.8,-10.3,-11.0,-1.2,False,True
Latvia,31,31.0,31.0,30.5,0.0,0.0,-0.5,True,False
Lithuania,80,80.7,81.0,79.1,0.7,1.0,-0.9,False,False
Luxembourg,112,111.0,112.0,110.3,-1.0,0.0,-1.7,True,False
Malaysia,123,123.7,125.0,119.4,0.7,2.0,-3.6,False,False
Malta,9,9.0,9.0,9.2,0.0,0.0,0.2,True,False
Mexico,42645,42337.9,42439.0,43735.2,-307.1,-206.0,1090.2,True,False
Moldova,732,727.9,731.0,743.0,-4.1,-1.0,11.0,True,False
Netherlands,6159,6154.3,6162.0,6174.4,-4.7,3.0,15.4,True,False
Nigeria,856,841.7,848.0,872.3,-14.3,-8.0,16.3,True,False
Norway,255,256.4,256.0,249.9,1.4,1.0,-5.1,True,False
Panama,1275,1266.3,1265.0,1309.5,-8.7,-10.0,34.5,False,False
Peru,17843,13996.3,14047.0,24260.1,-3846.7,-3796.0,6417.1,True,False
Philippines,1897,2003.6,1998.0,1466.7,106.6,101.0,-430.3,True,False
Poland,1664,1663.4,1662.0,1690.4,-0.6,-2.0,26.4,False,False
Portugal,1716,1711.7,1714.0,1818.3,-4.3,-2.0,102.3,True,False
Romania,2165,2135.9,2144.0,2208.3,-29.1,-21.0,43.3,True,False
Russia,13172,13112.3,13110.0,13600.0,-59.7,-62.0,428.0,False,False
Serbia,518,537.0,516.0,623.7,19.0,-2.0,105.7,True,False
Slovakia,28,28.0,28.0,28.2,0.0,0.0,0.2,True,False
Slovenia,116,114.4,113.0,112.5,-1.6,-3.0,-3.5,False,False
South Korea,298,301.0,300.0,293.1,3.0,2.0,-4.9,True,False
Spain,28432,28433.4,28449.0,28504.5,1.4,17.0,72.5,False,False
Sweden,5697,5712.6,5690.0,5644.6,15.6,-7.0,-52.4,True,False
Switzerland,1977,1973.1,1974.0,1962.2,-3.9,-3.0,-14.8,True,False
Turkey,5596,5598.0,5602.0,5557.9,2.0,6.0,-38.1,False,False
Ukraine,1610,1589.9,1591.0,1616.5,-20.1,-19.0,6.5,True,True
United Arab Emirates,343,344.3,345.0,351.6,1.3,2.0,8.6,False,False
United Kingdom,45823,45741.3,45654.0,45529.2,-81.7,-169.0,-293.8,False,False
