,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1146,1119.1,1102.0,1138.7,-26.9,-44.0,-7.3,False,True
Argentina,2893,2453.3,2509.0,2647.4,-439.7,-384.0,-245.6,True,True
Australia,155,111.4,117.0,114.4,-43.6,-38.0,-40.6,True,True
Austria,712,711.4,716.0,706.7,-0.6,4.0,-5.3,False,False
Bangladesh,2874,2896.7,2953.0,2942.3,22.7,79.0,68.3,False,False
Belarus,530,534.9,532.0,524.1,4.9,2.0,-5.9,True,False
Belgium,9821,9795.7,9819.0,9850.9,-25.3,-2.0,29.9,True,False
Bolivia,2535,2534.6,2559.0,2691.7,-0.4,24.0,156.7,False,False
Brazil,86449,85426.1,84380.0,86122.7,-1022.9,-2069.0,-326.3,False,True
Bulgaria,338,320.6,328.0,335.7,-17.4,-10.0,-2.3,True,True
Canada,8929,8986.9,8995.0,9067.7,57.9,66.0,138.7,False,False
Chile,9020,8121.1,7848.0,8009.4,-898.9,-1172.0,-1010.6,False,False
Colombia,8269,7912.3,7704.0,7586.0,-356.7,-565.0,-683.0,False,False
Croatia,133,129.3,126.0,125.1,-3.7,-7.0,-7.9,False,False
Cuba,87,88.7,89.0,87.0,1.7,2.0,-0.0,False,True
Cyprus,19,19.0,20.0,19.4,0.0,1.0,0.4,False,False
Czechia,369,358.1,360.0,349.1,-10.9,-9.0,-19.9,True,False
Denmark,613,615.1,617.0,610.5,2.1,4.0,-2.5,False,False
Dominican Republic,1055,1072.7,1094.0,1033.5,17.7,39.0,-21.5,False,False
Ecuador,5507,5477.9,5520.0,13347.9,-29.1,13.0,7840.9,True,False
Egypt,4558,4814.4,4825.0,4647.8,256.4,267.0,89.8,False,True
Estonia,69,69.0,71.0,68.4,0.0,2.0,-0.6,False,False
Finland,329,329.0,334.0,328.8,0.0,5.0,-0.2,False,False
France,30195,30218.9,30188.0,30569.8,23.9,-7.0,374.8,True,False
Germany,9124,9163.1,9160.0,9160.2,39.1,36.0,36.2,True,True
Greece,201,194.7,196.0,192.2,-6.3,-5.0,-8.8,True,False
Honduras,1098,1017.0,1059.0,1062.6,-81.0,-39.0,-35.4,True,True
Hungary,596,605.3,611.0,606.0,9.3,15.0,10.0,False,False
Iceland,10,10.0,10.0,10.4,0.0,0.0,0.4,True,False
Indonesia,4714,4367.4,4435.0,4660.3,-346.6,-279.0,-53.7,True,True
Iran,15484,15262.3,15171.0,14925.9,-221.7,-313.0,-558.1,False,False
Ireland,1764,1754.6,1759.0,1761.1,-9.4,-5.0,-2.9,True,True
Israel,457,418.1,420.0,444.5,-38.9,-37.0,-12.5,True,True
Italy,35102,35135.0,35129.0,35153.3,33.0,27.0,51.3,True,False
Japan,996,994.3,1012.0,982.2,-1.7,16.0,-13.8,False,False
Kuwait,429,427.3,425.0,427.8,-1.7,-4.0,-1.2,False,True
Latvia,31,32.7,32.0,30.5,1.7,1.0,-0.5,True,True
Lithuania,80,79.0,82.0,79.1,-1.0,2.0,-0.9,False,True
Luxembourg,112,112.7,113.0,110.3,0.7,1.0,-1.7,False,False
Malaysia,123,123.7,127.0,119.4,0.7,4.0,-3.6,False,False
Malta,9,9.0,9.0,9.2,0.0,0.0,0.2,True,False
Mexico,42645,42985.9,43302.0,43735.2,340.9,657.0,1090.2,False,False
Moldova,732,746.7,752.0,743.0,14.7,20.0,11.0,False,True
Netherlands,6159,6171.4,6182.0,6174.4,12.4,23.0,15.4,False,False
Nigeria,856,898.3,898.0,872.3,42.3,42.0,16.3,True,True
Norway,255,256.4,256.0,249.9,1.4,1.0,-5.1,True,False
Panama,1275,1209.7,1212.0,1309.5,-65.3,-63.0,34.5,True,True
Peru,17843,14251.7,14231.0,24260.1,-3591.3,-3612.0,6417.1,False,False
Philippines,1897,2106.4,1803.0,1466.7,209.4,-94.0,-430.3,True,False
Poland,1664,1670.3,1692.0,1690.4,6.3,28.0,26.4,False,False
Portugal,1716,1734.0,1731.0,1818.3,18.0,15.0,102.3,True,False
Romania,2165,2129.0,2159.0,2208.3,-36.0,-6.0,43.3,True,False
Russia,13172,13379.7,13298.0,13600.0,207.7,126.0,428.0,True,False
Serbia,518,555.9,510.0,623.7,37.9,-8.0,105.7,True,False
Slovakia,28,28.0,29.0,28.2,0.0,1.0,0.2,False,False
Slovenia,116,111.0,112.0,112.5,-5.0,-4.0,-3.5,True,True
South Korea,298,295.9,297.0,293.1,-2.1,-1.0,-4.9,True,False
Spain,28432,28436.9,28514.0,28504.5,4.9,82.0,72.5,False,False
Sweden,5697,5712.6,5671.0,5644.6,15.6,-26.0,-52.4,False,False
Switzerland,1977,1973.1,1980.0,1962.2,-3.9,3.0,-14.8,True,False
Turkey,5596,5623.7,5633.0,5557.9,27.7,37.0,-38.1,False,False
Ukraine,1610,1649.9,1644.0,1616.5,39.9,34.0,6.5,True,True
United Arab Emirates,343,351.1,349.0,351.6,8.1,6.0,8.6,True,False
United Kingdom,45823,45933.3,45663.0,45529.2,110.3,-160.0,-293.8,False,False
