,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,2893,1774.0,1992.0,1927.6,-1119.0,-901.0,-965.4,True,True
Austria,712,712.3,710.0,725.5,0.3,-2.0,13.5,False,False
Belgium,9821,9975.3,9930.0,10737.8,154.3,109.0,916.8,True,False
Bolivia,2535,1529.1,2078.0,4881.8,-1005.9,-457.0,2346.8,True,False
Brazil,86449,82959.0,78859.0,122239.0,-3490.0,-7590.0,35790.0,False,False
Bulgaria,338,244.6,316.0,191.2,-93.4,-22.0,-146.8,True,False
Canada,8929,10045.1,9895.0,8141.5,1116.1,966.0,-787.5,True,True
Chile,9020,9636.3,11072.0,5815.4,616.3,2052.0,-3204.6,False,False
Colombia,8269,4293.7,5617.0,8502.4,-3975.3,-2652.0,233.4,True,True
Croatia,133,124.1,122.0,113.1,-8.9,-11.0,-19.9,False,False
Cuba,87,89.7,92.0,86.3,2.7,5.0,-0.7,False,True
Cyprus,19,18.0,19.0,17.8,-1.0,0.0,-1.2,True,False
Czechia,369,341.4,351.0,431.0,-27.6,-18.0,62.0,True,False
Denmark,613,626.6,645.0,642.7,13.6,32.0,29.7,False,False
Dominican Republic,1055,982.1,803.0,720.5,-72.9,-252.0,-334.5,False,False
Ecuador,5507,5569.0,5012.0,5966.6,62.0,-495.0,459.6,False,False
Egypt,4558,3963.4,3704.0,2043.6,-594.6,-854.0,-2514.4,False,False
Estonia,69,69.0,74.0,119.1,0.0,5.0,50.1,False,False
Finland,329,343.1,352.0,408.8,14.1,23.0,79.8,False,False
France,30195,30736.1,30252.0,34287.9,541.1,57.0,4092.9,True,False
Germany,9124,9447.0,9690.0,9409.8,323.0,566.0,285.8,False,True
Greece,201,195.4,200.0,202.4,-5.6,-1.0,1.4,True,True
Honduras,1098,664.9,706.0,612.0,-433.1,-392.0,-486.0,True,False
Hungary,596,648.7,674.0,631.3,52.7,78.0,35.3,False,True
Iceland,10,10.0,10.0,10.4,0.0,0.0,0.4,True,False
Ireland,1764,1837.4,1785.0,1720.3,73.4,21.0,-43.7,True,True
Israel,457,324.9,335.0,345.8,-132.1,-122.0,-111.2,True,True
Italy,35102,36696.7,35401.0,34991.5,1594.7,299.0,-110.5,True,True
Japan,996,980.4,1052.0,1171.7,-15.6,56.0,175.7,False,False
Latvia,31,39.4,32.0,29.7,8.4,1.0,-1.3,True,True
Lithuania,80,104.6,96.0,105.2,24.6,16.0,25.2,True,False
Luxembourg,112,110.0,116.0,115.2,-2.0,4.0,3.2,False,False
Malaysia,123,143.9,135.0,114.3,20.9,12.0,-8.7,True,True
Mexico,42645,37734.3,42048.0,41813.1,-4910.7,-597.0,-831.9,True,True
Moldova,732,742.4,940.0,765.2,10.4,208.0,33.2,False,False
Netherlands,6159,6364.0,6434.0,6435.8,205.0,275.0,276.8,False,False
Norway,255,259.1,256.0,233.8,4.1,1.0,-21.2,True,False
Panama,1275,733.7,750.0,784.6,-541.3,-525.0,-490.4,True,True
Peru,17843,14225.7,14330.0,17975.0,-3617.3,-3513.0,132.0,True,True
Philippines,1897,1595.1,1486.0,1324.2,-301.9,-411.0,-572.8,False,False
Poland,1664,1770.3,1838.0,1321.7,106.3,174.0,-342.3,False,False
Portugal,1716,1720.0,1759.0,2092.3,4.0,43.0,376.3,False,False
Romania,2165,1929.9,1814.0,1585.6,-235.1,-351.0,-579.4,False,False
Russia,13172,13469.6,13932.0,18890.4,297.6,760.0,5718.4,False,False
Serbia,518,283.6,287.0,301.3,-234.4,-231.0,-216.7,True,True
Slovakia,28,28.0,29.0,28.3,0.0,1.0,0.3,False,False
Slovenia,116,109.0,115.0,118.6,-7.0,-1.0,2.6,True,True
South Korea,298,300.9,307.0,322.9,2.9,9.0,24.9,False,False
Spain,28432,27136.0,27889.0,26998.8,-1296.0,-543.0,-1433.2,True,False
Sweden,5697,6016.7,5771.0,7955.4,319.7,74.0,2258.4,True,False
Switzerland,1977,2030.4,2007.0,2667.8,53.4,30.0,690.8,True,False
Turkey,5596,5476.4,5282.0,5153.9,-119.6,-314.0,-442.1,False,False
Ukraine,1610,1516.7,1801.0,1741.2,-93.3,191.0,131.2,False,False
United Kingdom,45823,48341.0,45456.0,43795.6,2518.0,-367.0,-2027.4,True,True
