,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
40053,24,12.0,12.6,,4.0,0.0,,,,,,9.0,,13.0,10.4,,2.8,5.0,,,,2.2,,,,,,8.0,6.3,56.6,-12.0,-11.4,,-20.0,-24.0,,,,,,-15.0,,-11.0,-13.6,,-21.2,-19.0,,,,-21.8,,,,,,-16.0,-17.7,32.6,True,,False,False,,,,,,False,,True,False,,False,False,,,,False,,,,,,False,False,False
40055,14,15.0,15.4,,12.0,0.0,,,,,,14.0,,11.4,5.6,,10.9,7.0,,22.0,,21.5,,,,,,29.0,7.3,31.5,1.0,1.4,,-2.0,-14.0,,,,,,0.0,,-2.6,-8.4,,-3.1,-7.0,,8.0,,7.5,,,,,,15.0,-6.7,17.5,False,,False,False,,,,,,True,,False,False,,False,False,,False,,False,,,,,,False,False,False
40057,8,9.0,10.2,,6.0,0.0,,,,,,8.0,,6.6,5.9,,,0.3,,17.0,,4.8,,,,,,6.0,6.6,46.6,1.0,2.2,,-2.0,-8.0,,,,,,0.0,,-1.4,-2.1,,,-7.7,,9.0,,-3.2,,,,,,-2.0,-1.4,38.6,False,,False,False,,,,,,True,,False,False,,,False,,False,,False,,,,,,False,False,False
40059,7,15.0,15.5,,5.0,0.0,,,,,,14.0,,16.7,4.8,,1.3,1.6,,0.0,,4.7,,,,,,21.0,6.2,50.4,8.0,8.5,,-2.0,-7.0,,,,,,7.0,,9.7,-2.2,,-5.7,-5.4,,-7.0,,-2.3,,,,,,14.0,-0.8,43.4,False,,True,True,,,,,,True,,False,True,,True,True,,True,,True,,,,,,False,True,False
40061,97,81.0,108.7,,50.0,25.0,,,,,,58.0,,56.7,56.1,,25.7,58.6,38.4,61.0,,36.6,,,,,,57.0,29.0,185.8,-16.0,11.7,,-47.0,-72.0,,,,,,-39.0,,-40.3,-40.9,,-71.3,-38.4,-58.6,-36.0,,-60.4,,,,,,-40.0,-68.0,88.8,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
40063,44,63.0,57.4,,56.0,1.0,,,,,,98.0,,70.9,69.1,,31.9,45.8,53.1,73.0,,19.0,,,,,,71.0,26.8,114.7,19.0,13.4,,12.0,-43.0,,,,,,54.0,,26.9,25.1,,-12.1,1.8,9.1,29.0,,-25.0,,,,,,27.0,-17.2,70.7,True,,True,False,,,,,,False,,False,False,,True,True,True,False,,False,,,,,,False,True,False
40065,181,90.0,88.8,,45.0,0.0,,,,,,46.0,,142.3,89.0,,34.5,74.0,38.3,87.0,,12.4,,,,,,76.0,73.4,143.7,-91.0,-92.2,,-136.0,-181.0,,,,,,-135.0,,-38.7,-92.0,,-146.5,-107.0,-142.7,-94.0,,-168.6,,,,,,-105.0,-107.6,-37.3,False,,False,False,,,,,,False,,True,False,,False,False,False,False,,False,,,,,,False,False,True
40067,12,6.0,5.4,,3.0,0.0,,,,,,17.0,,3.4,7.1,,3.0,0.4,,10.0,,0.0,,,,,,2.0,4.7,22.0,-6.0,-6.6,,-9.0,-12.0,,,,,,5.0,,-8.6,-4.9,,-9.0,-11.6,,-2.0,,-12.0,,,,,,-10.0,-7.3,10.0,False,,False,False,,,,,,True,,False,True,,False,False,,True,,False,,,,,,False,False,False
40069,89,24.0,9.1,,24.0,78.0,,,,,,44.0,,65.2,35.5,,4.3,23.2,32.9,,,9.0,,,,,,36.0,17.0,139.0,-65.0,-79.9,,-65.0,-11.0,,,,,,-45.0,,-23.8,-53.5,,-84.7,-65.8,-56.1,,,-80.0,,,,,,-53.0,-72.0,50.0,False,,False,True,,,,,,True,,True,True,,False,False,True,,,False,,,,,,True,False,True
40071,267,147.0,131.9,,149.0,298.0,,,,,,139.0,,308.6,148.3,,125.9,162.2,167.7,349.0,,244.1,,,,,,181.0,48.9,251.8,-120.0,-135.1,,-118.0,31.0,,,,,,-128.0,,41.6,-118.7,,-141.1,-104.8,-99.3,82.0,,-22.9,,,,,,-86.0,-218.1,-15.2,False,,True,True,,,,,,False,,True,True,,False,True,True,True,,True,,,,,,True,False,True
40073,95,69.0,51.7,,46.0,38.0,,,,,,62.0,,175.2,54.3,,23.4,55.3,21.2,82.0,,16.1,,,,,,38.0,64.2,491.3,-26.0,-43.3,,-49.0,-57.0,,,,,,-33.0,,80.2,-40.7,,-71.6,-39.7,-73.8,-13.0,,-78.9,,,,,,-57.0,-30.8,396.3,False,,False,False,,,,,,False,,False,False,,False,False,False,True,,False,,,,,,False,False,False
40075,27,27.0,29.8,,13.0,0.0,,,,,,18.0,,27.7,22.5,,8.5,12.9,,19.0,,8.3,,,,,,36.0,9.9,103.1,0.0,2.8,,-14.0,-27.0,,,,,,-9.0,,0.7,-4.5,,-18.5,-14.1,,-8.0,,-18.7,,,,,,9.0,-17.1,76.1,False,,False,False,,,,,,False,,False,False,,False,False,,False,,False,,,,,,False,False,False
40077,23,21.0,20.2,,15.0,0.0,,,,,,39.0,,16.7,25.0,,3.9,13.4,27.1,,,8.6,,,,,,22.0,11.2,52.9,-2.0,-2.8,,-8.0,-23.0,,,,,,16.0,,-6.3,2.0,,-19.1,-9.6,4.1,,,-14.4,,,,,,-1.0,-11.8,29.9,False,,False,False,,,,,,False,,False,True,,False,False,False,,,False,,,,,,True,False,False
40079,405,330.0,331.5,,256.0,587.0,,,,,,251.0,,351.3,307.4,,172.9,204.6,191.4,221.0,,177.7,,,,,,263.0,141.6,667.8,-75.0,-73.5,,-149.0,182.0,,,,,,-154.0,,-53.7,-97.6,,-232.1,-200.4,-213.6,-184.0,,-227.3,,,,,,-142.0,-263.4,262.8,True,,False,False,,,,,,False,,True,False,,False,False,False,False,,False,,,,,,False,False,False
40081,189,72.0,67.1,,70.0,26.0,,,,,,144.0,,269.3,113.9,,24.3,75.3,113.3,58.0,,50.2,,,,,,66.0,54.5,529.9,-117.0,-121.9,,-119.0,-163.0,,,,,,-45.0,,80.3,-75.1,,-164.7,-113.7,-75.7,-131.0,,-138.8,,,,,,-123.0,-134.5,340.9,False,,False,False,,,,,,True,,True,True,,False,True,True,False,,False,,,,,,False,False,False
40083,209,105.0,104.7,,105.0,121.0,,,,,,202.0,,244.7,114.2,,68.4,88.6,140.9,116.0,,32.1,,,,,,99.0,57.8,710.1,-104.0,-104.3,,-104.0,-88.0,,,,,,-7.0,,35.7,-94.8,,-140.6,-120.4,-68.1,-93.0,,-176.9,,,,,,-110.0,-151.2,501.1,False,,False,True,,,,,,True,,True,True,,False,False,True,True,,False,,,,,,False,False,False
40085,75,57.0,54.3,,44.0,123.0,,,,,,18.0,,304.7,22.4,,26.0,43.9,28.5,42.0,,40.5,,,,,,53.0,17.7,163.5,-18.0,-20.7,,-31.0,48.0,,,,,,-57.0,,229.7,-52.5,,-49.0,-31.1,-46.5,-33.0,,-34.5,,,,,,-22.0,-57.3,88.5,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
40087,247,225.0,224.0,,179.0,220.0,,,,,,115.0,,335.4,122.0,,168.2,184.2,87.5,377.0,,165.4,,,,,,233.0,98.1,693.0,-22.0,-23.0,,-68.0,-27.0,,,,,,-132.0,,88.4,-125.0,,-78.8,-62.8,-159.5,130.0,,-81.6,,,,,,-14.0,-148.9,446.0,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,True,False,False
40089,206,153.0,142.5,,141.0,254.0,,,,,,111.0,,234.9,75.1,,98.7,170.9,3.8,248.0,,254.1,,100.5,,,,116.0,92.5,220.0,-53.0,-63.5,,-65.0,48.0,,,,,,-95.0,,28.9,-130.9,,-107.3,-35.1,-202.2,42.0,,48.1,,-105.5,,,,-90.0,-113.5,14.0,False,,False,True,,,,,,False,,True,False,,False,True,False,True,,True,,False,,,,False,False,True
40091,89,63.0,66.2,,53.0,9.0,,,,,,52.0,,285.6,69.3,,51.7,65.2,40.3,82.0,,17.1,,,,,,98.0,18.2,158.0,-26.0,-22.8,,-36.0,-80.0,,,,,,-37.0,,196.6,-19.7,,-37.3,-23.8,-48.7,-7.0,,-71.9,,,,,,9.0,-70.8,69.0,True,,False,False,,,,,,False,,False,True,,False,True,False,True,,False,,,,,,True,False,False
40093,36,24.0,24.1,,18.0,0.0,,,,,,19.0,,18.6,18.4,,8.9,18.0,,23.0,,13.9,,,,,,25.0,10.4,130.5,-12.0,-11.9,,-18.0,-36.0,,,,,,-17.0,,-17.4,-17.6,,-27.1,-18.0,,-13.0,,-22.1,,,,,,-11.0,-25.6,94.5,True,,False,False,,,,,,False,,False,False,,False,False,,False,,False,,,,,,True,False,False
40095,49,36.0,38.5,,22.0,0.0,,,,,,26.0,,123.4,33.7,,10.5,21.9,20.2,,,1.9,,,,,,62.0,16.3,76.3,-13.0,-10.5,,-27.0,-49.0,,,,,,-23.0,,74.4,-15.3,,-38.5,-27.1,-28.8,,,-47.1,,,,,,13.0,-32.7,27.3,True,,False,False,,,,,,False,,False,False,,False,False,False,,,False,,,,,,False,False,False
40097,231,93.0,86.6,,85.0,101.0,,,,,,143.0,,329.2,122.1,,31.0,70.3,102.0,111.0,,4.1,,,,,,157.0,79.8,149.2,-138.0,-144.4,,-146.0,-130.0,,,,,,-88.0,,98.2,-108.9,,-200.0,-160.7,-129.0,-120.0,,-226.9,,,,,,-74.0,-151.2,-81.8,False,,False,True,,,,,,True,,True,True,,False,False,True,True,,False,,,,,,True,False,True
40099,58,39.0,37.4,,28.0,1.0,,,,,,34.0,,161.2,27.6,,14.9,26.7,24.2,40.0,,5.7,,,,,,71.0,12.5,61.6,-19.0,-20.6,,-30.0,-57.0,,,,,,-24.0,,103.2,-30.4,,-43.1,-31.3,-33.8,-18.0,,-52.3,,,,,,13.0,-45.5,3.6,False,,False,False,,,,,,False,,False,False,,False,False,False,True,,False,,,,,,True,False,True
40101,375,384.0,313.3,,314.0,1187.0,,,,,,414.0,,416.0,330.5,,217.9,261.1,84.7,361.0,,0.0,,434.0,,,,132.0,203.9,1425.2,9.0,-61.7,,-61.0,812.0,,,,,,39.0,,41.0,-44.5,,-157.1,-113.9,-290.3,-14.0,,-375.0,,59.0,,,,-243.0,-171.1,1050.2,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,False,,,,False,False,False
40103,35,36.0,34.3,,33.0,34.0,,,,,,38.0,,181.7,25.0,,21.1,27.3,39.8,39.0,,15.1,,,,,,52.0,12.6,193.5,1.0,-0.7,,-2.0,-1.0,,,,,,3.0,,146.7,-10.0,,-13.9,-7.7,4.8,4.0,,-19.9,,,,,,17.0,-22.4,158.5,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
40105,33,27.0,30.7,,30.0,47.0,,,,,,78.0,,38.4,24.1,,3.9,24.4,30.6,32.0,,4.7,,,,,,23.0,16.2,47.7,-6.0,-2.3,,-3.0,14.0,,,,,,45.0,,5.4,-8.9,,-29.1,-8.6,-2.4,-1.0,,-28.3,,,,,,-10.0,-16.8,14.7,True,,True,False,,,,,,False,,True,False,,False,False,True,True,,False,,,,,,False,False,False
40107,36,27.0,27.9,,23.0,0.0,,,,,,74.0,,23.9,36.4,,10.0,19.0,30.9,,,18.3,,,,,,16.0,13.0,81.7,-9.0,-8.1,,-13.0,-36.0,,,,,,38.0,,-12.1,0.4,,-26.0,-17.0,-5.1,,,-17.7,,,,,,-20.0,-23.0,45.7,True,,False,False,,,,,,False,,False,True,,False,False,True,,,False,,,,,,False,False,False
40109,3849,2742.0,2714.4,2243.6,2589.0,3645.0,,,,,,2615.0,,2486.1,2733.4,,2976.0,2968.4,1241.6,3522.0,,1571.8,,2398.7,2588.0,,,2587.0,1445.0,6555.6,-1107.0,-1134.6,-1605.4,-1260.0,-204.0,,,,,,-1234.0,,-1362.9,-1115.6,,-873.0,-880.6,-2607.4,-327.0,,-2277.2,,-1450.3,-1261.0,,,-1262.0,-2404.0,2706.6,False,False,False,True,,,,,,False,,False,False,,True,True,False,True,,False,,False,False,,,False,False,False
40111,187,147.0,133.0,,136.0,192.0,,,,,,161.0,,268.1,132.6,,70.6,118.7,124.3,122.0,,38.1,,,,,,114.0,118.3,710.0,-40.0,-54.0,,-51.0,5.0,,,,,,-26.0,,81.1,-54.4,,-116.4,-68.3,-62.7,-65.0,,-148.9,,,,,,-73.0,-68.7,523.0,False,,False,True,,,,,,True,,False,False,,False,False,False,False,,False,,,,,,False,False,False
40113,403,135.0,98.4,,100.0,48.0,,,,,,131.0,,251.5,146.3,,35.1,87.5,161.2,82.0,,55.2,,,,,,142.0,133.3,602.8,-268.0,-304.6,,-303.0,-355.0,,,,,,-272.0,,-151.5,-256.7,,-367.9,-315.5,-241.8,-321.0,,-347.8,,,,,,-261.0,-269.7,199.8,False,,False,False,,,,,,False,,True,True,,False,False,True,False,,False,,,,,,True,False,True
40115,215,288.0,280.5,,207.0,456.0,,,,,,127.0,,511.5,159.5,,181.2,194.3,164.9,394.0,,81.0,,,,,,251.0,139.7,550.8,73.0,65.5,,-8.0,241.0,,,,,,-88.0,,296.5,-55.5,,-33.8,-20.7,-50.1,179.0,,-134.0,,,,,,36.0,-75.3,335.8,True,,True,False,,,,,,False,,False,True,,True,True,True,False,,False,,,,,,True,False,False
40117,37,0.0,0.4,,11.0,15.0,,,,,,47.0,,138.2,27.7,,5.5,22.7,70.1,,,5.2,,,,,,6.0,23.7,263.5,-37.0,-36.6,,-26.0,-22.0,,,,,,10.0,,101.2,-9.3,,-31.5,-14.3,33.1,,,-31.8,,,,,,-31.0,-13.3,226.5,True,,True,True,,,,,,True,,False,True,,True,True,True,,,True,,,,,,True,True,False
40119,678,789.0,832.3,,627.0,658.0,,,,,,792.0,,1166.1,371.3,,799.8,586.0,281.2,1281.0,,186.8,,360.9,,,,602.0,383.2,1472.7,111.0,154.3,,-51.0,-20.0,,,,,,114.0,,488.1,-306.7,,121.8,-92.0,-396.8,603.0,,-491.2,,-317.1,,,,-76.0,-294.8,794.7,False,,True,True,,,,,,False,,False,False,,False,True,False,False,,False,,False,,,,True,False,False
40121,290,207.0,199.2,,183.0,17.0,,,,,,211.0,,344.6,220.0,,99.7,181.4,167.7,197.0,,66.4,,,,,,190.0,120.0,255.1,-83.0,-90.8,,-107.0,-273.0,,,,,,-79.0,,54.6,-70.0,,-190.3,-108.6,-122.3,-93.0,,-223.6,,,,,,-100.0,-170.0,-34.9,False,,False,False,,,,,,True,,True,True,,False,False,False,False,,False,,,,,,False,False,True
40123,186,93.0,96.5,,89.0,110.0,,,,,,192.0,,154.9,87.6,,63.2,92.3,72.6,184.0,,19.7,,,,,,143.0,29.2,222.1,-93.0,-89.5,,-97.0,-76.0,,,,,,6.0,,-31.1,-98.4,,-122.8,-93.7,-113.4,-2.0,,-166.3,,,,,,-43.0,-156.8,36.1,True,,False,True,,,,,,True,,True,False,,False,False,False,True,,False,,,,,,True,False,True
40125,477,333.0,376.0,,308.0,405.0,,,,,,255.0,,437.7,392.9,,231.8,250.1,395.7,261.0,,201.1,,,,,,251.0,217.8,1652.4,-144.0,-101.0,,-169.0,-72.0,,,,,,-222.0,,-39.3,-84.1,,-245.2,-226.9,-81.3,-216.0,,-275.9,,,,,,-226.0,-259.2,1175.4,True,,False,True,,,,,,False,,True,True,,False,False,True,False,,False,,,,,,False,False,False
40127,65,9.0,8.7,,10.0,0.0,,,,,,28.0,,10.9,23.0,,3.4,9.0,18.7,,,11.4,,,,,,6.0,11.5,35.3,-56.0,-56.3,,-55.0,-65.0,,,,,,-37.0,,-54.1,-42.0,,-61.6,-56.0,-46.3,,,-53.6,,,,,,-59.0,-53.5,-29.7,False,,True,False,,,,,,True,,True,True,,False,False,True,,,True,,,,,,False,True,True
40129,50,6.0,5.0,,6.0,0.0,,,,,,21.0,,5.2,2.7,,,4.4,,,,6.2,,,,,,5.0,5.9,73.8,-44.0,-45.0,,-44.0,-50.0,,,,,,-29.0,,-44.8,-47.3,,,-45.6,,,,-43.8,,,,,,-45.0,-44.1,23.8,False,,False,False,,,,,,True,,False,False,,,False,,,,True,,,,,,False,False,True
40131,453,390.0,413.8,,323.0,1480.0,,,,,,275.0,,460.9,430.8,,209.1,290.9,277.6,379.0,,170.1,,380.1,,,,450.0,243.6,1314.5,-63.0,-39.2,,-130.0,1027.0,,,,,,-178.0,,7.9,-22.2,,-243.9,-162.1,-175.4,-74.0,,-282.9,,-72.9,,,,-3.0,-209.4,861.5,True,,False,False,,,,,,False,,True,True,,False,False,False,False,,False,,False,,,,True,False,False
40133,138,87.0,87.3,,84.0,72.0,,,,,,105.0,,223.3,95.3,,30.1,78.5,78.4,73.0,,26.8,,,,,,70.0,43.4,138.6,-51.0,-50.7,,-54.0,-66.0,,,,,,-33.0,,85.3,-42.7,,-107.9,-59.5,-59.6,-65.0,,-111.2,,,,,,-68.0,-94.6,0.6,True,,False,False,,,,,,True,,False,True,,False,False,False,False,,False,,,,,,False,False,True
40135,268,264.0,251.8,,214.0,393.0,,,,,,200.0,,332.5,171.4,,165.7,164.5,170.9,237.0,,26.5,,,,,,233.0,110.2,789.8,-4.0,-16.2,,-54.0,125.0,,,,,,-68.0,,64.5,-96.6,,-102.3,-103.5,-97.1,-31.0,,-241.5,,,,,,-35.0,-157.8,521.8,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
40137,153,150.0,154.6,,120.0,325.0,,,,,,115.0,,184.4,109.6,,66.9,105.4,91.6,243.0,,96.0,,,,,,312.0,21.9,278.2,-3.0,1.6,,-33.0,172.0,,,,,,-38.0,,31.4,-43.4,,-86.1,-47.6,-61.4,90.0,,-57.0,,,,,,159.0,-131.1,125.2,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
40139,284,261.0,252.1,,141.0,0.0,,,,,,172.0,,304.2,61.4,,85.9,177.3,4.9,280.0,,74.0,,154.6,,,,0.0,57.2,451.0,-23.0,-31.9,,-143.0,-284.0,,,,,,-112.0,,20.2,-222.6,,-198.1,-106.7,-279.1,-4.0,,-210.0,,-129.4,,,,-284.0,-226.8,167.0,False,,False,False,,,,,,False,,True,False,,False,False,False,True,,False,,False,,,,False,False,False
40141,30,24.0,23.8,,10.0,0.0,,,,,,13.0,,18.2,11.7,,9.0,9.0,,,,0.3,,,,,,22.0,10.5,127.0,-6.0,-6.2,,-20.0,-30.0,,,,,,-17.0,,-11.8,-18.3,,-21.0,-21.0,,,,-29.7,,,,,,-8.0,-19.5,97.0,False,,False,False,,,,,,False,,False,False,,False,False,,,,False,,,,,,False,False,False
40143,2772,2775.0,2745.2,2056.5,2308.0,1911.0,,,,,,2319.0,,2587.2,2111.2,,2340.1,2501.1,1296.6,2869.0,,2338.9,,1799.8,1912.0,,,2415.0,1753.2,5073.6,3.0,-26.8,-715.5,-464.0,-861.0,,,,,,-453.0,,-184.8,-660.8,,-431.9,-270.9,-1475.4,97.0,,-433.1,,-972.2,-860.0,,,-357.0,-1018.8,2301.6,False,False,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,False,False,,,False,False,False
40145,247,282.0,278.7,,275.0,917.0,,,,,,293.0,,365.4,326.8,,196.6,237.3,175.9,232.0,,193.6,,284.2,,,,239.0,152.4,1220.6,35.0,31.7,,28.0,670.0,,,,,,46.0,,118.4,79.8,,-50.4,-9.7,-71.1,-15.0,,-53.4,,37.2,,,,-8.0,-94.6,973.6,True,,True,False,,,,,,False,,False,False,,False,True,False,True,,False,,False,,,,True,False,False
40147,129,132.0,129.7,,130.0,,,,,,,250.0,,256.7,157.7,,36.7,111.0,98.1,150.0,,130.7,,,,,,158.0,133.6,672.9,3.0,0.7,,1.0,,,,,,,121.0,,127.7,28.7,,-92.3,-18.0,-30.9,21.0,,1.7,,,,,,29.0,4.6,543.9,True,,True,,,,,,,False,,False,False,,False,False,False,False,,True,,,,,,False,False,False
40149,55,6.0,5.9,,6.0,0.0,,,,,,27.0,,5.0,15.8,,6.3,2.6,,,,2.8,,,,,,2.0,6.9,19.8,-49.0,-49.1,,-49.0,-55.0,,,,,,-28.0,,-50.0,-39.2,,-48.7,-52.4,,,,-52.2,,,,,,-53.0,-48.1,-35.2,False,,False,False,,,,,,True,,False,True,,True,False,,,,False,,,,,,False,True,True
40151,84,18.0,16.7,,9.0,,,,,,,40.0,,19.5,5.5,,2.5,2.5,,1.0,,1.8,,,,,,28.0,13.2,28.0,-66.0,-67.3,,-75.0,,,,,,,-44.0,,-64.5,-78.5,,-81.5,-81.5,,-83.0,,-82.2,,,,,,-56.0,-70.8,-56.0,False,,False,,,,,,,True,,True,False,,False,False,,False,,False,,,,,,True,False,True
40153,972,123.0,126.1,,99.0,160.0,,,,,,96.0,,216.3,57.2,,34.2,69.0,75.9,155.0,,32.1,,,,,,142.0,60.5,117.4,-849.0,-846.0,,-873.0,-812.0,,,,,,-876.0,,-755.7,-914.8,,-937.8,-903.0,-896.1,-817.0,,-939.9,,,,,,-830.0,-911.5,-854.6,True,,False,True,,,,,,False,,True,False,,False,False,False,True,,False,,,,,,True,False,False
41001,12,39.0,41.1,,22.0,3.0,,,,,,44.0,,30.2,40.4,,1.1,13.8,,8.0,,5.7,,,,,,36.0,32.1,93.6,27.0,29.1,,10.0,-9.0,,,,,,32.0,,18.2,28.4,,-10.9,1.8,,-4.0,,-6.3,,,,,,24.0,20.1,81.6,False,,True,True,,,,,,False,,True,False,,True,True,,True,,True,,,,,,True,True,False
41003,110,60.0,64.2,,50.0,32.0,,,,,,55.0,,88.4,133.8,,14.7,45.5,96.8,32.0,,41.7,,,,,,83.0,24.5,99.1,-50.0,-45.8,,-60.0,-78.0,,,,,,-55.0,,-21.6,23.8,,-95.3,-64.5,-13.2,-78.0,,-68.3,,,,,,-27.0,-85.5,-10.9,True,,False,False,,,,,,False,,True,True,,False,False,True,False,,False,,,,,,True,False,True
41005,384,291.0,295.0,,275.0,179.0,,,,,,361.0,,347.6,734.6,,123.3,250.9,676.1,211.0,,252.0,,221.7,174.0,,,285.0,249.4,723.7,-93.0,-89.0,,-109.0,-205.0,,,,,,-23.0,,-36.4,350.6,,-260.7,-133.1,292.1,-173.0,,-132.0,,-162.3,-210.0,,,-99.0,-134.6,339.7,True,,False,False,,,,,,True,,True,False,,False,False,False,False,,False,,False,False,,,False,False,False
41007,124,15.0,16.9,,9.0,0.0,,,,,,23.0,,67.5,31.7,,0.5,2.8,27.0,13.0,,1.3,,,,,,25.0,3.8,111.5,-109.0,-107.1,,-115.0,-124.0,,,,,,-101.0,,-56.5,-92.3,,-123.5,-121.2,-97.0,-111.0,,-122.7,,,,,,-99.0,-120.2,-12.5,True,,False,False,,,,,,True,,True,True,,False,False,True,False,,False,,,,,,True,False,True
41009,56,27.0,25.3,,18.0,1.0,,,,,,21.0,,76.1,61.7,,5.4,16.0,49.6,20.0,,1.9,,,,,,60.0,13.4,212.3,-29.0,-30.7,,-38.0,-55.0,,,,,,-35.0,,20.1,5.7,,-50.6,-40.0,-6.4,-36.0,,-54.1,,,,,,4.0,-42.6,156.3,False,,False,False,,,,,,False,,True,True,,False,False,True,False,,False,,,,,,True,False,False
41011,42,15.0,14.5,,15.0,28.0,,,,,,7.0,,57.1,82.9,,1.6,13.9,45.7,20.0,,8.6,,,,,,12.0,11.9,48.8,-27.0,-27.5,,-27.0,-14.0,,,,,,-35.0,,15.1,40.9,,-40.4,-28.1,3.7,-22.0,,-33.4,,,,,,-30.0,-30.1,6.8,False,,False,True,,,,,,False,,True,False,,False,False,True,True,,False,,,,,,False,False,True
41013,5,6.0,6.0,,3.0,0.0,,,,,,8.0,,42.6,19.2,,0.9,1.4,,0.0,,1.1,,,,,,4.0,5.7,21.6,1.0,1.0,,-2.0,-5.0,,,,,,3.0,,37.6,14.2,,-4.1,-3.6,,-5.0,,-3.9,,,,,,-1.0,0.7,16.6,False,,False,False,,,,,,False,,False,False,,False,False,,False,,False,,,,,,False,True,False
41015,7,9.0,9.7,,4.0,0.0,,,,,,1.0,,59.2,18.6,,1.2,3.5,,,,9.8,,,,,,9.0,4.2,42.7,2.0,2.7,,-3.0,-7.0,,,,,,-6.0,,52.2,11.6,,-5.8,-3.5,,,,2.8,,,,,,2.0,-2.8,35.7,False,,False,False,,,,,,False,,False,False,,False,False,,,,False,,,,,,False,False,False
41017,178,60.0,58.3,,54.0,45.0,,,,,,114.0,,69.5,252.8,,22.2,53.7,88.7,67.0,,14.0,,,37.0,,,79.0,26.2,137.3,-118.0,-119.7,,-124.0,-133.0,,,,,,-64.0,,-108.5,74.8,,-155.8,-124.3,-89.3,-111.0,,-164.0,,,-141.0,,,-99.0,-151.8,-40.7,False,,False,False,,,,,,True,,True,True,,False,False,True,True,,False,,,False,,,True,False,True
41019,67,21.0,22.1,,14.0,0.0,,,,,,12.0,,68.2,124.9,,2.8,15.3,53.7,21.0,,3.6,,,,,,29.0,9.2,95.3,-46.0,-44.9,,-53.0,-67.0,,,,,,-55.0,,1.2,57.9,,-64.2,-51.7,-13.3,-46.0,,-63.4,,,,,,-38.0,-57.8,28.3,True,,False,False,,,,,,False,,True,False,,False,False,True,False,,False,,,,,,True,False,True
41021,4,0.0,0.0,,0.0,0.0,,,,,,3.0,,0.3,0.2,,,1.2,,1.0,,5.5,,,,,,0.0,4.5,42.9,-4.0,-4.0,,-4.0,-4.0,,,,,,-1.0,,-3.7,-3.8,,,-2.8,,-3.0,,1.5,,,,,,-4.0,0.5,38.9,False,,False,False,,,,,,True,,True,True,,,True,,True,,True,,,,,,False,True,False
