,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
32015,7,6.0,5.2,,2.0,0.0,,,,,,,1.0,,5.6,4.8,,0.9,1.1,,0.0,3.0,,3.8,,,,,4.0,6.7,15.8,-1.0,-1.8,,-5.0,-7.0,,,,,,,-6.0,,-1.4,-2.2,,-6.1,-5.9,,-7.0,-4.0,,-3.2,,,,,-3.0,-0.3,8.8,False,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,False,True,False
32017,0,2.0,1.9,,0.0,0.0,,,,,,,0.0,,5.8,0.3,,0.0,0.3,,0.0,5.0,,0.1,,,,,3.0,3.0,34.3,2.0,1.9,,0.0,0.0,,,,,,,0.0,,5.8,0.3,,0.0,0.3,,0.0,5.0,,0.1,,,,,3.0,3.0,34.3,True,,True,True,,,,,,,True,,False,True,,True,True,,True,False,,True,,,,,False,False,False
32019,41,72.0,68.1,,45.0,41.0,,,,,,,19.0,,119.6,90.9,,25.5,44.4,96.6,81.0,42.0,,34.0,,,,,65.0,61.8,157.9,31.0,27.1,,4.0,0.0,,,,,,,-22.0,,78.6,49.9,,-15.5,3.4,55.6,40.0,1.0,,-7.0,,,,,24.0,20.8,116.9,True,,True,True,,,,,,,True,,False,False,,True,True,False,False,True,,True,,,,,True,True,False
32021,1,0.0,0.4,,0.0,0.0,,,,,,,0.0,,0.3,0.2,,0.1,0.1,,0.0,0.0,,0.0,,,,,0.0,2.8,13.7,-1.0,-0.6,,-1.0,-1.0,,,,,,,-1.0,,-0.7,-0.8,,-0.9,-0.9,,-1.0,-1.0,,-1.0,,,,,-1.0,1.8,12.7,True,,False,False,,,,,,,False,,True,True,,True,True,,False,False,,False,,,,,False,False,False
32023,30,8.0,6.5,,8.0,0.0,,,,,,,11.0,,73.6,21.8,,5.3,12.8,41.1,,8.0,,4.8,,,,,12.0,14.5,161.1,-22.0,-23.5,,-22.0,-30.0,,,,,,,-19.0,,43.6,-8.2,,-24.7,-17.2,11.1,,-22.0,,-25.2,,,,,-18.0,-15.5,131.1,False,,False,False,,,,,,,True,,False,True,,False,True,True,,False,,False,,,,,True,True,False
32027,1,0.0,0.1,,0.0,0.0,,,,,,,0.0,,1.3,4.8,,0.2,0.1,,0.0,2.0,,0.0,,,,,0.0,5.0,20.8,-1.0,-0.9,,-1.0,-1.0,,,,,,,-1.0,,0.3,3.8,,-0.8,-0.9,,-1.0,1.0,,-1.0,,,,,-1.0,4.0,19.8,True,,False,False,,,,,,,False,,True,False,,True,True,,False,False,,False,,,,,False,False,False
32029,1,0.0,0.4,,0.0,0.0,,,,,,,0.0,,1.5,0.9,,0.0,0.2,,0.0,0.0,,0.3,,,,,0.0,2.7,20.0,-1.0,-0.6,,-1.0,-1.0,,,,,,,-1.0,,0.5,-0.1,,-1.0,-0.8,,-1.0,-1.0,,-0.7,,,,,-1.0,1.7,19.0,True,,False,False,,,,,,,False,,True,True,,True,True,,False,False,,True,,,,,False,False,False
32031,1291,1126.0,1106.9,1067.7,1075.0,670.0,,,,,,,678.0,,947.5,536.1,,1100.7,1092.6,704.6,1326.0,568.0,,1778.2,1459.0,900.0,,,1199.0,1357.2,1770.4,-165.0,-184.1,-223.3,-216.0,-621.0,,,,,,,-613.0,,-343.5,-754.9,,-190.3,-198.4,-586.4,35.0,-723.0,,487.2,168.0,-391.0,,,-92.0,66.2,479.4,False,False,False,False,,,,,,,False,,False,False,,False,False,False,True,False,,False,False,False,,,True,True,False
32033,19,12.0,9.5,,8.0,1.0,,,,,,,7.0,,8.6,13.9,,0.6,13.0,,6.0,6.0,,2.7,,,,,4.0,13.3,58.3,-7.0,-9.5,,-11.0,-18.0,,,,,,,-12.0,,-10.4,-5.1,,-18.4,-6.0,,-13.0,-13.0,,-16.3,,,,,-15.0,-5.7,39.3,False,,False,False,,,,,,,False,,False,True,,False,True,,False,False,,False,,,,,False,True,False
32510,41,78.0,78.9,,78.0,117.0,,,,,,,28.0,,124.3,12.2,,31.0,58.3,100.1,127.0,113.0,,43.6,,,,,63.0,84.6,254.0,37.0,37.9,,37.0,76.0,,,,,,,-13.0,,83.3,-28.8,,-10.0,17.3,59.1,86.0,72.0,,2.6,,,,,22.0,43.6,213.0,False,,False,False,,,,,,,True,,False,True,,True,True,False,False,False,,True,,,,,True,False,False
33001,12,26.0,27.3,,23.0,27.0,,,,,,,17.0,,29.2,21.8,,10.5,20.8,26.6,25.0,23.0,,47.0,,,,,37.0,16.3,16.1,14.0,15.3,,11.0,15.0,,,,,,,5.0,,17.2,9.8,,-1.5,8.8,14.6,13.0,11.0,,35.0,,,,,25.0,4.3,4.1,False,,True,False,,,,,,,True,,False,True,,True,True,False,True,True,,False,,,,,False,True,True
33003,9,6.0,7.1,,7.0,14.0,,,,,,,33.0,,26.0,26.1,,0.7,3.5,35.0,14.0,9.0,,5.2,,,,,4.0,6.7,18.4,-3.0,-1.9,,-2.0,5.0,,,,,,,24.0,,17.0,17.1,,-8.3,-5.5,26.0,5.0,0.0,,-3.8,,,,,-5.0,-2.3,9.4,True,,True,False,,,,,,,False,,False,False,,False,False,False,False,True,,False,,,,,False,True,False
33005,12,4.0,3.8,,3.0,1.0,,,,,,,0.0,,20.8,35.6,,0.1,1.5,46.9,,2.0,,1.6,,,,,1.0,4.7,14.2,-8.0,-8.2,,-9.0,-11.0,,,,,,,-12.0,,8.8,23.6,,-11.9,-10.5,34.9,,-10.0,,-10.4,,,,,-11.0,-7.3,2.2,False,,False,False,,,,,,,False,,False,False,,False,False,False,,False,,False,,,,,False,True,True
33007,1,2.0,2.4,,2.0,0.0,,,,,,,12.0,,13.8,2.7,,0.0,0.4,,0.0,6.0,,0.1,,,,,3.0,3.2,12.8,1.0,1.4,,1.0,-1.0,,,,,,,11.0,,12.8,1.7,,-1.0,-0.6,,-1.0,5.0,,-0.9,,,,,2.0,2.2,11.8,False,,False,False,,,,,,,False,,False,False,,True,True,,False,False,,True,,,,,False,False,False
33009,22,12.0,12.3,,12.0,2.0,,,,,,,42.0,,23.9,18.3,,4.3,16.9,17.2,14.0,25.0,,13.0,,,,,12.0,9.8,12.4,-10.0,-9.7,,-10.0,-20.0,,,,,,,20.0,,1.9,-3.7,,-17.7,-5.1,-4.8,-8.0,3.0,,-9.0,,,,,-10.0,-12.2,-9.6,True,,False,False,,,,,,,False,,True,True,,False,True,True,True,True,,True,,,,,False,False,True
33011,327,218.0,218.8,,180.0,343.0,,,,,,,68.0,,181.2,129.9,,98.0,198.3,152.7,327.0,461.0,,93.2,184.9,184.0,,,185.0,233.9,191.7,-109.0,-108.2,,-147.0,16.0,,,,,,,-259.0,,-145.8,-197.1,,-229.0,-128.7,-174.3,0.0,134.0,,-233.8,-142.1,-143.0,,,-142.0,-93.1,-135.3,True,,False,True,,,,,,,False,,False,False,,False,False,False,True,False,,False,False,False,,,False,True,False
33013,54,50.0,51.1,,47.0,69.0,,,,,,,24.0,,49.6,83.0,,11.5,43.9,64.2,71.0,40.0,,29.0,,56.0,,,46.0,39.1,25.8,-4.0,-2.9,,-7.0,15.0,,,,,,,-30.0,,-4.4,29.0,,-42.5,-10.1,10.2,17.0,-14.0,,-25.0,,2.0,,,-8.0,-14.9,-28.2,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,True,,,False,False,False
33015,143,132.0,132.9,,126.0,259.0,,,,,,,76.0,,138.0,189.0,,46.0,116.5,149.3,211.0,123.0,,80.4,110.2,126.0,,,108.0,164.2,93.4,-11.0,-10.1,,-17.0,116.0,,,,,,,-67.0,,-5.0,46.0,,-97.0,-26.5,6.3,68.0,-20.0,,-62.6,-32.8,-17.0,,,-35.0,21.2,-49.6,True,,False,False,,,,,,,False,,True,False,,False,False,True,False,False,,False,False,False,,,False,False,False
33017,88,80.0,77.8,,82.0,142.0,,,,,,,81.0,,79.7,146.7,,49.1,86.7,64.8,111.0,103.0,,99.5,,143.0,,,88.0,90.1,57.7,-8.0,-10.2,,-6.0,54.0,,,,,,,-7.0,,-8.3,58.7,,-38.9,-1.3,-23.2,23.0,15.0,,11.5,,55.0,,,0.0,2.1,-30.3,False,,True,False,,,,,,,True,,False,False,,False,True,False,False,False,,False,,False,,,True,True,False
33019,9,2.0,2.6,,2.0,0.0,,,,,,,0.0,,13.0,12.5,,1.1,2.4,,,8.0,,3.8,,,,,5.0,3.1,16.0,-7.0,-6.4,,-7.0,-9.0,,,,,,,-9.0,,4.0,3.5,,-7.9,-6.6,,,-1.0,,-5.2,,,,,-4.0,-5.9,7.0,True,,False,False,,,,,,,False,,True,True,,False,True,,,True,,True,,,,,True,True,False
34001,386,162.0,152.0,,161.0,281.0,,,,,,,251.0,,144.8,204.9,,86.4,166.7,194.2,186.0,191.0,,56.3,143.9,163.0,,,143.0,229.8,128.3,-224.0,-234.0,,-225.0,-105.0,,,,,,,-135.0,,-241.2,-181.1,,-299.6,-219.3,-191.8,-200.0,-195.0,,-329.7,-242.1,-223.0,,,-243.0,-156.2,-257.7,False,,False,True,,,,,,,True,,False,True,,False,True,True,True,True,,False,False,True,,,False,True,False
34003,632,420.0,417.4,460.8,405.0,193.0,,,,,,,447.0,,316.3,714.4,,328.3,396.5,1602.5,378.0,692.0,,239.3,469.5,354.0,,,397.0,581.4,437.6,-212.0,-214.6,-171.2,-227.0,-439.0,,,,,,,-185.0,,-315.7,82.4,,-303.7,-235.5,970.5,-254.0,60.0,,-392.7,-162.5,-278.0,,,-235.0,-50.6,-194.4,False,True,False,False,,,,,,,True,,False,True,,False,False,False,False,True,,False,True,False,,,False,True,True
34005,418,414.0,391.8,431.2,397.0,563.0,,,,,,,343.0,,315.8,505.6,,319.1,468.2,305.3,519.0,370.0,,295.4,445.6,406.0,,,438.0,490.6,403.4,-4.0,-26.2,13.2,-21.0,145.0,,,,,,,-75.0,,-102.2,87.6,,-98.9,50.2,-112.7,101.0,-48.0,,-122.6,27.6,-12.0,,,20.0,72.6,-14.6,False,False,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
34007,472,414.0,412.3,441.9,413.0,783.0,,,,,,,488.0,,319.4,686.6,,318.0,517.2,324.2,470.0,334.0,,313.0,388.8,519.0,,,447.0,548.6,372.4,-58.0,-59.7,-30.1,-59.0,311.0,,,,,,,16.0,,-152.6,214.6,,-154.0,45.2,-147.8,-2.0,-138.0,,-159.0,-83.2,47.0,,,-25.0,76.6,-99.6,False,True,False,False,,,,,,,True,,False,False,,False,True,False,True,False,,False,False,True,,,True,False,False
34009,100,62.0,62.9,,61.0,137.0,,,,,,,48.0,,77.4,108.3,,14.8,57.6,149.2,80.0,77.0,,11.7,,,,,50.0,84.3,74.8,-38.0,-37.1,,-39.0,37.0,,,,,,,-52.0,,-22.6,8.3,,-85.2,-42.4,49.2,-20.0,-23.0,,-88.3,,,,,-50.0,-15.7,-25.2,True,,False,True,,,,,,,False,,True,True,,False,False,False,True,True,,False,,,,,False,True,True
34011,113,88.0,80.2,,82.0,49.0,,,,,,,223.0,,101.4,153.6,,38.7,95.2,5.1,82.0,203.0,,55.0,85.2,82.0,,,78.0,142.6,108.5,-25.0,-32.8,,-31.0,-64.0,,,,,,,110.0,,-11.6,40.6,,-74.3,-17.8,-107.9,-31.0,90.0,,-58.0,-27.8,-31.0,,,-35.0,29.6,-4.5,False,,False,False,,,,,,,False,,True,False,,False,True,False,False,False,,False,False,False,,,False,False,True
34013,506,340.0,354.6,410.4,358.0,288.0,,,,,,,518.0,,238.4,692.9,,236.2,362.6,458.9,301.0,350.0,,1451.4,412.2,262.0,,,365.0,482.2,283.6,-166.0,-151.4,-95.6,-148.0,-218.0,,,,,,,12.0,,-267.6,186.9,,-269.8,-143.4,-47.1,-205.0,-156.0,,945.4,-93.8,-244.0,,,-141.0,-23.8,-222.4,True,True,True,False,,,,,,,True,,False,False,,False,True,True,False,True,,False,True,False,,,True,True,False
34015,551,508.0,503.9,,454.0,364.0,,,,,,,285.0,,441.1,480.4,,336.5,516.9,362.0,709.0,286.0,,375.1,464.8,570.0,,,452.0,641.7,703.9,-43.0,-47.1,,-97.0,-187.0,,,,,,,-266.0,,-109.9,-70.6,,-214.5,-34.1,-189.0,158.0,-265.0,,-175.9,-86.2,19.0,,,-99.0,90.7,152.9,False,,False,False,,,,,,,False,,False,False,,False,True,False,False,False,,False,False,True,,,False,False,False
34017,448,212.0,200.7,286.3,230.0,304.0,,,,,,,356.0,,312.3,739.1,,110.4,248.2,253.8,197.0,246.0,,176.5,176.5,156.0,,,186.0,297.7,170.6,-236.0,-247.3,-161.7,-218.0,-144.0,,,,,,,-92.0,,-135.7,291.1,,-337.6,-199.8,-194.2,-251.0,-202.0,,-271.5,-271.5,-292.0,,,-262.0,-150.3,-277.4,False,True,True,True,,,,,,,True,,True,False,,False,True,True,False,True,,False,False,False,,,False,True,False
34019,124,58.0,59.2,,57.0,34.0,,,,,,,64.0,,66.1,89.8,,16.9,54.7,142.3,65.0,38.0,,57.3,38.6,,,,57.0,85.1,30.2,-66.0,-64.8,,-67.0,-90.0,,,,,,,-60.0,,-57.9,-34.2,,-107.1,-69.3,18.3,-59.0,-86.0,,-66.7,-85.4,,,,-67.0,-38.9,-93.8,True,,False,False,,,,,,,True,,True,True,,False,False,True,True,False,,False,False,,,,False,True,False
34021,173,164.0,157.1,200.7,157.0,144.0,,,,,,,361.0,,132.3,297.4,,83.7,172.8,193.1,187.0,168.0,,126.4,135.6,116.0,,,129.0,214.5,126.8,-9.0,-15.9,27.7,-16.0,-29.0,,,,,,,188.0,,-40.7,124.4,,-89.3,-0.2,20.1,14.0,-5.0,,-46.6,-37.4,-57.0,,,-44.0,41.5,-46.2,False,False,False,False,,,,,,,False,,False,False,,False,True,False,False,True,,False,False,False,,,False,False,False
34023,912,472.0,488.4,520.6,494.0,180.0,,,,,,,484.0,,388.7,681.6,,362.3,560.4,697.4,559.0,264.0,,2349.0,484.5,630.0,,,444.0,632.2,421.3,-440.0,-423.6,-391.4,-418.0,-732.0,,,,,,,-428.0,,-523.3,-230.4,,-549.7,-351.6,-214.6,-353.0,-648.0,,1437.0,-427.5,-282.0,,,-468.0,-279.8,-490.7,True,True,True,False,,,,,,,True,,False,True,,False,True,True,True,False,,False,True,True,,,False,True,False
34025,817,560.0,571.8,558.2,569.0,1117.0,,,,,,,420.0,,455.7,520.6,,512.7,726.0,940.4,688.0,503.0,,2027.8,476.8,859.0,,,610.0,756.9,596.1,-257.0,-245.2,-258.8,-248.0,300.0,,,,,,,-397.0,,-361.3,-296.4,,-304.3,-91.0,123.4,-129.0,-314.0,,1210.8,-340.2,42.0,,,-207.0,-60.1,-220.9,True,False,True,False,,,,,,,False,,False,False,,False,True,True,True,False,,False,False,True,,,True,True,True
34027,312,176.0,177.8,272.2,188.0,253.0,,,,,,,279.0,,140.8,537.6,,116.6,234.7,649.5,194.0,333.0,,748.6,146.1,187.0,,,217.0,189.5,153.9,-136.0,-134.2,-39.8,-124.0,-59.0,,,,,,,-33.0,,-171.2,225.6,,-195.4,-77.3,337.5,-118.0,21.0,,436.6,-165.9,-125.0,,,-95.0,-122.5,-158.1,True,True,True,True,,,,,,,True,,False,False,,False,True,False,True,True,,False,False,True,,,True,True,False
34029,2039,938.0,964.7,790.6,835.0,456.0,,,,,,,381.0,,636.5,881.8,,813.7,1073.8,619.6,1021.0,876.0,,888.8,848.0,1114.0,,,994.0,1228.3,1146.7,-1101.0,-1074.3,-1248.4,-1204.0,-1583.0,,,,,,,-1658.0,,-1402.5,-1157.2,,-1225.3,-965.2,-1419.4,-1018.0,-1163.0,,-1150.2,-1191.0,-925.0,,,-1045.0,-810.7,-892.3,True,False,False,False,,,,,,,False,,False,False,,False,True,False,True,False,,False,False,True,,,True,True,True
34031,457,318.0,329.8,336.7,293.0,119.0,,,,,,,286.0,,232.4,454.9,,199.5,326.6,539.9,253.0,273.0,,281.7,258.7,296.0,,,305.0,451.5,277.7,-139.0,-127.2,-120.3,-164.0,-338.0,,,,,,,-171.0,,-224.6,-2.1,,-257.5,-130.4,82.9,-204.0,-184.0,,-175.3,-198.3,-161.0,,,-152.0,-5.5,-179.3,True,True,False,False,,,,,,,False,,False,True,,False,True,True,False,False,,False,False,False,,,False,True,False
34033,63,50.0,51.8,,51.0,25.0,,,,,,,68.0,,66.1,75.4,,22.8,57.6,55.6,17.0,78.0,,43.9,47.5,,,,56.0,60.1,71.5,-13.0,-11.2,,-12.0,-38.0,,,,,,,5.0,,3.1,12.4,,-40.2,-5.4,-7.4,-46.0,15.0,,-19.1,-15.5,,,,-7.0,-2.9,8.5,True,,True,False,,,,,,,True,,True,True,,False,True,True,False,False,,False,False,,,,True,True,True
34035,254,266.0,265.7,,258.0,409.0,,,,,,,212.0,,208.4,254.9,,123.0,272.3,297.4,322.0,401.0,,124.5,208.7,333.0,,,235.0,304.0,295.4,12.0,11.7,,4.0,155.0,,,,,,,-42.0,,-45.6,0.9,,-131.0,18.3,43.4,68.0,147.0,,-129.5,-45.3,79.0,,,-19.0,50.0,41.4,True,,True,False,,,,,,,False,,False,True,,False,False,False,False,False,,False,False,False,,,False,False,False
34037,101,50.0,55.0,,40.0,36.0,,,,,,,54.0,,22.2,84.8,,16.5,38.0,128.3,,51.0,,20.8,42.7,46.0,,,57.0,39.3,76.3,-51.0,-46.0,,-61.0,-65.0,,,,,,,-47.0,,-78.8,-16.2,,-84.5,-63.0,27.3,,-50.0,,-80.2,-58.3,-55.0,,,-44.0,-61.7,-24.7,True,,False,False,,,,,,,True,,False,True,,False,False,True,,True,,False,False,False,,,True,False,True
34039,493,232.0,219.4,266.0,225.0,156.0,,,,,,,411.0,,212.1,766.2,,157.1,301.0,500.5,199.0,250.0,,104.9,166.4,262.0,,,251.0,366.1,206.6,-261.0,-273.6,-227.0,-268.0,-337.0,,,,,,,-82.0,,-280.9,273.2,,-335.9,-192.0,7.5,-294.0,-243.0,,-388.1,-326.6,-231.0,,,-242.0,-126.9,-286.4,False,True,False,False,,,,,,,True,,False,False,,False,True,True,False,True,,False,False,True,,,True,True,False
34041,36,20.0,20.5,,20.0,14.0,,,,,,,58.0,,34.7,54.1,,2.6,17.0,48.4,10.0,43.0,,19.9,20.3,,,,14.0,29.6,23.9,-16.0,-15.5,,-16.0,-22.0,,,,,,,22.0,,-1.3,18.1,,-33.4,-19.0,12.4,-26.0,7.0,,-16.1,-15.7,,,,-22.0,-6.4,-12.1,True,,False,False,,,,,,,False,,True,False,,False,False,True,False,True,,False,True,,,,False,True,True
35001,633,320.0,322.9,,255.0,220.0,,,,,,,345.0,,277.3,413.7,,220.1,279.8,210.5,347.0,461.0,,80.8,266.5,205.0,,,301.0,387.6,465.8,-313.0,-310.1,,-378.0,-413.0,,,,,,,-288.0,,-355.7,-219.3,,-412.9,-353.2,-422.5,-286.0,-172.0,,-552.2,-366.5,-428.0,,,-332.0,-245.4,-167.2,True,,False,False,,,,,,,True,,False,True,,False,False,False,True,True,,False,False,False,,,False,True,True
35003,0,0.0,0.0,,0.0,0.0,,,,,,,5.0,,0.2,0.6,,0.0,0.3,,0.0,2.0,,1.9,,,,,0.0,3.6,14.5,0.0,0.0,,0.0,0.0,,,,,,,5.0,,0.2,0.6,,0.0,0.3,,0.0,2.0,,1.9,,,,,0.0,3.6,14.5,True,,True,True,,,,,,,False,,False,False,,False,False,,True,False,,False,,,,,True,False,False
35005,311,192.0,187.5,,175.0,207.0,,,,,,,79.0,,241.5,151.1,,111.5,143.1,103.3,202.0,72.0,,175.8,,,,,152.0,228.1,234.8,-119.0,-123.5,,-136.0,-104.0,,,,,,,-232.0,,-69.5,-159.9,,-199.5,-167.9,-207.7,-109.0,-239.0,,-135.2,,,,,-159.0,-82.9,-76.2,False,,False,True,,,,,,,False,,True,False,,False,False,False,True,False,,False,,,,,False,True,True
35006,42,8.0,5.5,,5.0,0.0,,,,,,,40.0,,6.4,18.0,,0.3,7.6,0.0,26.0,28.0,,3.6,,,,,6.0,10.0,26.8,-34.0,-36.5,,-37.0,-42.0,,,,,,,-2.0,,-35.6,-24.0,,-41.7,-34.4,-42.0,-16.0,-14.0,,-38.4,,,,,-36.0,-32.0,-15.2,False,,False,False,,,,,,,True,,False,True,,False,False,False,True,True,,False,,,,,False,True,True
35007,12,8.0,7.4,,4.0,0.0,,,,,,,6.0,,7.0,4.1,,0.2,2.6,,5.0,37.0,,1.6,,,,,15.0,4.9,17.3,-4.0,-4.6,,-8.0,-12.0,,,,,,,-6.0,,-5.0,-7.9,,-11.8,-9.4,,-7.0,25.0,,-10.4,,,,,3.0,-7.1,5.3,False,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,True,False,False
35009,161,36.0,35.9,,35.0,14.0,,,,,,,198.0,,54.0,34.1,,9.4,32.2,63.7,58.0,31.0,,19.3,,,,,22.0,56.2,71.4,-125.0,-125.1,,-126.0,-147.0,,,,,,,37.0,,-107.0,-126.9,,-151.6,-128.8,-97.3,-103.0,-130.0,,-141.7,,,,,-139.0,-104.8,-89.6,False,,False,False,,,,,,,True,,True,False,,False,False,True,True,False,,False,,,,,False,True,True
35011,0,0.0,0.0,,0.0,0.0,,,,,,,4.0,,0.4,2.5,,,0.2,,0.0,0.0,,0.0,,,,,0.0,2.8,23.0,0.0,0.0,,0.0,0.0,,,,,,,4.0,,0.4,2.5,,,0.2,,0.0,0.0,,0.0,,,,,0.0,2.8,23.0,True,,True,True,,,,,,,False,,False,False,,,False,,True,True,,True,,,,,True,False,False
35013,471,194.0,200.2,,182.0,127.0,,,,,,,438.0,,177.3,137.4,,182.4,195.9,168.1,276.0,555.0,,52.6,149.0,156.0,,,188.0,219.5,548.7,-277.0,-270.8,,-289.0,-344.0,,,,,,,-33.0,,-293.7,-333.6,,-288.6,-275.1,-302.9,-195.0,84.0,,-418.4,-322.0,-315.0,,,-283.0,-251.5,77.7,True,,False,False,,,,,,,True,,False,False,,False,True,False,True,True,,False,False,False,,,False,True,True
35015,220,134.0,144.7,,128.0,135.0,,,,,,,129.0,,141.5,111.1,,88.4,113.2,93.3,141.0,350.0,,71.8,,,,,125.0,148.9,197.8,-86.0,-75.3,,-92.0,-85.0,,,,,,,-91.0,,-78.5,-108.9,,-131.6,-106.8,-126.7,-79.0,130.0,,-148.2,,,,,-95.0,-71.1,-22.2,True,,False,True,,,,,,,False,,True,False,,False,False,False,True,False,,False,,,,,False,True,True
35017,22,22.0,22.9,,14.0,13.0,,,,,,,13.0,,23.3,21.6,,9.8,12.8,26.7,20.0,149.0,,0.0,,,,,9.0,22.3,51.3,0.0,0.9,,-8.0,-9.0,,,,,,,-9.0,,1.3,-0.4,,-12.2,-9.2,4.7,-2.0,127.0,,-22.0,,,,,-13.0,0.3,29.3,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,False,False,False
35019,0,4.0,4.2,,2.0,0.0,,,,,,,6.0,,3.2,1.2,,0.3,1.0,,0.0,29.0,,0.3,,,,,6.0,2.9,15.5,4.0,4.2,,2.0,0.0,,,,,,,6.0,,3.2,1.2,,0.3,1.0,,0.0,29.0,,0.3,,,,,6.0,2.9,15.5,False,,True,True,,,,,,,False,,True,True,,True,True,,True,False,,True,,,,,False,True,False
35021,0,0.0,0.0,,0.0,0.0,,,,,,,2.0,,0.0,0.6,,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,2.1,12.7,0.0,0.0,,0.0,0.0,,,,,,,2.0,,0.0,0.6,,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,2.1,12.7,True,,True,True,,,,,,,False,,False,False,,False,True,,True,True,,True,,,,,True,False,False
35023,3,2.0,2.1,,2.0,0.0,,,,,,,7.0,,1.5,3.0,,2.0,0.5,,,7.0,,0.4,,,,,3.0,3.6,12.8,-1.0,-0.9,,-1.0,-3.0,,,,,,,4.0,,-1.5,0.0,,-1.0,-2.5,,,4.0,,-2.6,,,,,0.0,0.6,9.8,True,,False,False,,,,,,,False,,False,True,,False,False,,,False,,False,,,,,True,True,False
35025,192,146.0,145.7,,123.0,73.0,,,,,,,252.0,,167.1,114.7,,72.0,113.1,54.6,131.0,266.0,,88.7,133.5,,,,131.0,194.1,214.9,-46.0,-46.3,,-69.0,-119.0,,,,,,,60.0,,-24.9,-77.3,,-120.0,-78.9,-137.4,-61.0,74.0,,-103.3,-58.5,,,,-61.0,2.1,22.9,False,,False,False,,,,,,,False,,True,False,,False,False,False,False,False,,False,False,,,,False,True,True
35027,35,18.0,17.7,,18.0,0.0,,,,,,,8.0,,35.9,22.7,,10.5,19.4,21.3,,45.0,,20.0,,,,,35.0,18.0,37.4,-17.0,-17.3,,-17.0,-35.0,,,,,,,-27.0,,0.9,-12.3,,-24.5,-15.6,-13.7,,10.0,,-15.0,,,,,0.0,-17.0,2.4,False,,False,False,,,,,,,False,,True,True,,False,True,True,,True,,True,,,,,True,False,True
35028,3,4.0,4.1,,2.0,0.0,,,,,,,16.0,,4.2,4.6,,0.3,1.2,,0.0,23.0,,1.6,,,,,2.0,3.5,30.3,1.0,1.1,,-1.0,-3.0,,,,,,,13.0,,1.2,1.6,,-2.7,-1.8,,-3.0,20.0,,-1.4,,,,,-1.0,0.5,27.3,False,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,False,True,False
