,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
47173,158,96.0,95.1,,75.0,109.0,,,,,,90.0,,327.9,105.4,,39.0,62.6,54.1,,43.2,75.1,,,,70.0,163.4,1335.8,-62.0,-62.9,,-83.0,-49.0,,,,,,-68.0,,169.9,-52.6,,-119.0,-95.4,-103.9,,-114.8,-82.9,,,,-88.0,5.4,1177.8,False,,False,True,,,,,,False,,False,True,,False,False,False,,False,False,,,,False,True,False
47175,65,144.0,147.3,,132.0,216.0,,,,,,31.0,,132.1,25.8,,195.2,88.6,2.2,,152.5,,,,,72.0,264.3,1389.9,79.0,82.3,,67.0,151.0,,,,,,-34.0,,67.1,-39.2,,130.2,23.6,-62.8,,87.5,,,,,7.0,199.3,1324.9,False,,True,False,,,,,,True,,True,True,,False,True,True,,False,,,,,True,False,False
47177,220,256.0,257.9,,208.0,173.0,,,,,,318.0,,455.7,313.1,,120.7,204.2,100.6,,187.7,121.8,,,,98.0,440.5,647.5,36.0,37.9,,-12.0,-47.0,,,,,,98.0,,235.7,93.1,,-99.3,-15.8,-119.4,,-32.3,-98.2,,,,-122.0,220.5,427.5,False,,True,False,,,,,,False,,False,False,,False,True,False,,True,False,,,,False,False,False
47179,641,476.0,476.5,,424.0,872.0,,,,,,649.0,,155.6,705.5,,182.3,535.4,523.0,,197.7,276.7,248.0,,,462.0,851.6,84.5,-165.0,-164.5,,-217.0,231.0,,,,,,8.0,,-485.4,64.5,,-458.7,-105.6,-118.0,,-443.3,-364.3,-393.0,,,-179.0,210.6,-556.5,True,,False,False,,,,,,True,,False,True,,False,True,True,,False,False,False,,,False,False,False
47181,65,4760.0,4764.2,,217.0,0.0,,,,,,217.0,,137.5,17.0,,26.1,810.9,245.9,,31.5,2209.1,,,,0.0,4473.0,82914.8,4695.0,4699.2,,152.0,-65.0,,,,,,152.0,,72.5,-48.0,,-38.9,745.9,180.9,,-33.5,2144.1,,,,-65.0,4408.0,82849.8,False,,True,True,,,,,,True,,True,True,,True,True,True,,True,True,,,,True,True,False
47183,306,520.0,525.5,,408.0,520.0,,,,,,330.0,,776.5,261.9,,409.8,332.5,0.2,,179.3,2057.4,,,,248.0,915.8,1264.3,214.0,219.5,,102.0,214.0,,,,,,24.0,,470.5,-44.1,,103.8,26.5,-305.8,,-126.7,1751.4,,,,-58.0,609.8,958.3,False,,True,False,,,,,,True,,False,True,,True,True,False,,True,False,,,,True,False,False
47185,280,268.0,275.5,,227.0,234.0,,,,,,108.0,,471.4,178.2,,228.1,224.6,116.7,,137.6,259.0,,,,114.0,429.3,1633.7,-12.0,-4.5,,-53.0,-46.0,,,,,,-172.0,,191.4,-101.8,,-51.9,-55.4,-163.3,,-142.4,-21.0,,,,-166.0,149.3,1353.7,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False,False
47187,1004,692.0,695.1,,536.0,997.0,,,,,,962.0,,311.6,723.8,,490.8,918.1,210.9,,111.4,380.9,547.0,,,489.0,1314.7,3956.5,-312.0,-308.9,,-468.0,-7.0,,,,,,-42.0,,-692.4,-280.2,,-513.2,-85.9,-793.1,,-892.6,-623.1,-457.0,,,-515.0,310.7,2952.5,True,,False,True,,,,,,True,,False,True,,False,True,False,,False,False,False,,,False,True,False
47189,682,808.0,759.0,,610.0,1344.0,,,,,,530.0,,686.3,436.5,,629.3,793.9,187.9,,283.2,573.9,587.0,,,720.0,1406.1,7559.2,126.0,77.0,,-72.0,662.0,,,,,,-152.0,,4.3,-245.5,,-52.7,111.9,-494.1,,-398.8,-108.1,-95.0,,,38.0,724.1,6877.2,True,,True,False,,,,,,False,,True,False,,True,True,False,,False,True,True,,,True,False,False
48001,1378,208.0,203.6,,102.0,0.0,,,,,,594.0,,220.8,180.7,,69.9,192.9,11.5,,12.5,106.4,,,,80.0,305.8,322.1,-1170.0,-1174.4,,-1276.0,-1378.0,,,,,,-784.0,,-1157.2,-1197.3,,-1308.1,-1185.1,-1366.5,,-1365.5,-1271.6,,,,-1298.0,-1072.2,-1055.9,False,,False,False,,,,,,True,,True,False,,False,False,False,,False,False,,,,False,True,True
48003,69,104.0,105.5,,57.0,41.0,,,,,,140.0,,195.3,38.5,,41.9,56.7,0.0,,0.4,83.7,,,,129.0,141.9,429.8,35.0,36.5,,-12.0,-28.0,,,,,,71.0,,126.3,-30.5,,-27.1,-12.3,-69.0,,-68.6,14.7,,,,60.0,72.9,360.8,False,,True,True,,,,,,False,,False,True,,True,True,False,,False,True,,,,False,False,False
48005,176,44.0,51.9,,47.0,34.0,,,,,,351.0,,154.9,90.4,,2.0,40.3,96.5,,2.1,209.6,,,,29.0,137.4,113.9,-132.0,-124.1,,-129.0,-142.0,,,,,,175.0,,-21.1,-85.6,,-174.0,-135.7,-79.5,,-173.8,33.6,,,,-147.0,-38.6,-62.1,True,,True,False,,,,,,False,,True,True,,False,False,True,,False,True,,,,False,True,True
48007,40,348.0,369.5,,216.0,1819.0,,,,,,24.0,,731.5,99.4,,251.3,80.1,76.6,,1.2,248.3,,,,877.0,346.8,2770.9,308.0,329.5,,176.0,1779.0,,,,,,-16.0,,691.5,59.4,,211.3,40.1,36.6,,-38.8,208.3,,,,837.0,306.8,2730.9,False,,True,False,,,,,,True,,False,True,,True,True,True,,True,True,,,,False,True,False
48009,29,44.0,46.1,,27.0,28.0,,,,,,4.0,,72.4,48.1,,3.0,24.1,,,15.3,40.7,,,,30.0,50.7,256.2,15.0,17.1,,-2.0,-1.0,,,,,,-25.0,,43.4,19.1,,-26.0,-4.9,,,-13.7,11.7,,,,1.0,21.7,227.2,False,,True,True,,,,,,False,,False,False,,False,True,,,True,True,,,,True,False,False
48011,2,0.0,0.0,,0.0,0.0,,,,,,0.0,,3.3,1.3,,0.1,0.1,,,0.6,,,,,0.0,5.8,291.8,-2.0,-2.0,,-2.0,-2.0,,,,,,-2.0,,1.3,-0.7,,-1.9,-1.9,,,-1.4,,,,,-2.0,3.8,289.8,False,,False,False,,,,,,False,,True,True,,True,True,,,True,,,,,False,False,False
48013,600,32.0,19.0,,34.0,36.0,,,,,,134.0,,194.6,105.1,,13.9,29.9,154.8,,108.4,20.0,,,,12.0,91.5,2382.6,-568.0,-581.0,,-566.0,-564.0,,,,,,-466.0,,-405.4,-494.9,,-586.1,-570.1,-445.2,,-491.6,-580.0,,,,-588.0,-508.5,1782.6,False,,True,True,,,,,,True,,True,True,,False,False,True,,True,False,,,,False,True,False
48015,69,108.0,93.3,,74.0,41.0,,,,,,84.0,,586.4,124.3,,34.1,61.8,194.8,,74.4,74.6,,,,135.0,161.8,1227.3,39.0,24.3,,5.0,-28.0,,,,,,15.0,,517.4,55.3,,-34.9,-7.2,125.8,,5.4,5.6,,,,66.0,92.8,1158.3,True,,True,True,,,,,,True,,False,False,,True,True,False,,True,True,,,,False,False,False
48017,26,4.0,4.3,,4.0,1.0,,,,,,6.0,,11.6,17.1,,0.0,4.8,0.0,,1.6,9.0,,,,2.0,21.8,34.4,-22.0,-21.7,,-22.0,-25.0,,,,,,-20.0,,-14.4,-8.9,,-26.0,-21.2,-26.0,,-24.4,-17.0,,,,-24.0,-4.2,8.4,True,,False,False,,,,,,True,,True,True,,False,True,False,,False,True,,,,False,True,True
48019,54,0.0,1.1,,2.0,0.0,,,,,,24.0,,143.2,31.5,,0.0,1.7,39.4,,14.9,8.2,,,,1.0,11.8,1001.6,-54.0,-52.9,,-52.0,-54.0,,,,,,-30.0,,89.2,-22.5,,-54.0,-52.3,-14.6,,-39.1,-45.8,,,,-53.0,-42.2,947.6,True,,True,False,,,,,,True,,False,True,,True,True,True,,True,True,,,,True,True,False
48021,226,236.0,206.2,,185.0,179.0,,,,,,237.0,,419.4,185.1,,61.9,171.8,169.2,,111.9,179.6,,,,170.0,400.4,3830.2,10.0,-19.8,,-41.0,-47.0,,,,,,11.0,,193.4,-40.9,,-164.1,-54.2,-56.8,,-114.1,-46.4,,,,-56.0,174.4,3604.2,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False,False
48023,6,0.0,0.0,,0.0,0.0,,,,,,4.0,,1.5,2.3,,,0.3,,,4.7,,,,,0.0,6.0,87.3,-6.0,-6.0,,-6.0,-6.0,,,,,,-2.0,,-4.5,-3.7,,,-5.7,,,-1.3,,,,,-6.0,-0.0,81.3,False,,False,False,,,,,,True,,True,True,,,True,,,True,,,,,False,True,False
48025,112,800.0,557.0,,368.0,333.0,,,,,,349.0,,890.5,240.2,,895.6,302.2,0.0,,153.7,785.3,,,,0.0,1536.2,1624.6,688.0,445.0,,256.0,221.0,,,,,,237.0,,778.5,128.2,,783.6,190.2,-112.0,,41.7,673.3,,,,-112.0,1424.2,1512.6,True,,True,True,,,,,,True,,False,True,,False,True,True,,True,True,,,,True,False,False
48027,636,876.0,939.7,,730.0,998.0,,,,,,1242.0,,833.3,752.4,,435.4,496.7,726.0,,41.5,684.8,330.0,,,626.0,1441.0,3997.6,240.0,303.7,,94.0,362.0,,,,,,606.0,,197.3,116.4,,-200.6,-139.3,90.0,,-594.5,48.8,-306.0,,,-10.0,805.0,3361.6,False,,True,False,,,,,,False,,True,True,,True,True,True,,False,True,False,,,True,False,False
48029,13414,4096.0,4177.1,4067.1,3699.0,2449.0,,,,,,4085.0,,2306.2,3386.3,,4037.9,3797.8,1008.1,,113.3,6558.2,2409.0,,,3282.0,8250.4,11273.4,-9318.0,-9236.9,-9346.9,-9715.0,-10965.0,,,,,,-9329.0,,-11107.8,-10027.7,,-9376.1,-9616.2,-12405.9,,-13300.7,-6855.8,-11005.0,,,-10132.0,-5163.6,-2140.6,True,False,False,False,,,,,,False,,False,False,,False,False,False,,False,True,False,,,False,True,True
48031,13,32.0,35.4,,27.0,1.0,,,,,,32.0,,45.2,23.3,,0.2,7.2,43.8,,14.4,26.9,,,,202.0,33.8,1416.4,19.0,22.4,,14.0,-12.0,,,,,,19.0,,32.2,10.3,,-12.8,-5.8,30.8,,1.4,13.9,,,,189.0,20.8,1403.4,False,,True,True,,,,,,False,,False,True,,True,True,False,,True,True,,,,False,False,False
48033,1,0.0,0.0,,0.0,0.0,,,,,,0.0,,1.5,0.0,,,0.0,,,0.0,,,,,,4.2,242.6,-1.0,-1.0,,-1.0,-1.0,,,,,,-1.0,,0.5,-1.0,,,-1.0,,,-1.0,,,,,,3.2,241.6,False,,False,False,,,,,,False,,True,False,,,True,,,False,,,,,,False,False
48035,110,104.0,102.0,,73.0,79.0,,,,,,29.0,,274.2,114.6,,23.4,71.4,88.1,,26.6,74.8,,,,137.0,147.4,1058.2,-6.0,-8.0,,-37.0,-31.0,,,,,,-81.0,,164.2,4.6,,-86.6,-38.6,-21.9,,-83.4,-35.2,,,,27.0,37.4,948.2,False,,False,False,,,,,,False,,False,True,,False,False,False,,False,False,,,,False,False,False
48037,344,508.0,540.8,,380.0,870.0,,,,,,510.0,,779.0,385.1,,202.7,345.5,149.6,,330.8,325.9,,,,961.0,608.3,,164.0,196.8,,36.0,526.0,,,,,,166.0,,435.0,41.1,,-141.3,1.5,-194.4,,-13.2,-18.1,,,,617.0,264.3,,False,,True,False,,,,,,False,,False,True,,True,True,False,,True,True,,,,False,False,
48039,1899,1688.0,1565.9,1481.1,1550.0,1584.0,,,,,,1974.0,,1715.7,1098.7,,1903.8,1665.9,957.9,,1161.8,2131.9,1266.0,,,1155.0,3881.1,25691.7,-211.0,-333.1,-417.9,-349.0,-315.0,,,,,,75.0,,-183.3,-800.3,,4.8,-233.1,-941.1,,-737.2,232.9,-633.0,,,-744.0,1982.1,23792.7,False,False,False,False,,,,,,True,,True,False,,True,False,False,,False,False,False,,,False,False,False
48041,2275,2152.0,2203.6,,2148.0,4330.0,,,,,,2197.0,,2085.3,357.6,,2438.9,2140.2,346.2,,9.3,1175.0,5580.0,,,1728.0,2962.1,2531.3,-123.0,-71.4,,-127.0,2055.0,,,,,,-78.0,,-189.7,-1917.4,,163.9,-134.8,-1928.8,,-2265.7,-1100.0,3305.0,,,-547.0,687.1,256.3,True,,False,False,,,,,,True,,False,False,,False,False,False,,False,False,False,,,False,False,False
48043,18,48.0,43.8,,7.0,,,,,,,3.0,,1.1,9.9,,13.3,11.0,0.0,,3.8,40.6,,,,64.0,53.4,113.9,30.0,25.8,,-11.0,,,,,,,-15.0,,-16.9,-8.1,,-4.7,-7.0,-18.0,,-14.2,22.6,,,,46.0,35.4,95.9,True,,True,,,,,,,True,,True,True,,True,True,True,,True,True,,,,False,False,False
48045,3,0.0,0.1,,0.0,0.0,,,,,,0.0,,0.0,0.1,,0.3,0.0,,,2.3,,,,,0.0,5.8,17.7,-3.0,-2.9,,-3.0,-3.0,,,,,,-3.0,,-3.0,-2.9,,-2.7,-3.0,,,-0.7,,,,,-3.0,2.8,14.7,True,,False,False,,,,,,False,,True,True,,True,True,,,True,,,,,False,True,False
48047,53,252.0,237.6,,160.0,206.0,,,,,,133.0,,188.6,68.7,,229.7,83.9,5.8,,28.3,345.2,,,,50.0,354.1,2683.4,199.0,184.6,,107.0,153.0,,,,,,80.0,,135.6,15.7,,176.7,30.9,-47.2,,-24.7,292.2,,,,-3.0,301.1,2630.4,True,,True,True,,,,,,True,,True,True,,True,True,True,,True,False,,,,True,False,False
48049,92,120.0,121.3,,75.0,58.0,,,,,,159.0,,153.5,172.9,,28.8,81.7,67.1,,29.2,66.5,,,,79.0,147.6,107.5,28.0,29.3,,-17.0,-34.0,,,,,,67.0,,61.5,80.9,,-63.2,-10.3,-24.9,,-62.8,-25.5,,,,-13.0,55.6,15.5,False,,True,False,,,,,,False,,False,False,,False,True,True,,False,True,,,,True,False,True
48051,53,100.0,76.5,,46.0,112.0,,,,,,45.0,,265.1,48.1,,14.4,43.5,38.7,,13.1,73.5,,,,193.0,105.2,114.5,47.0,23.5,,-7.0,59.0,,,,,,-8.0,,212.1,-4.9,,-38.6,-9.5,-14.3,,-39.9,20.5,,,,140.0,52.2,61.5,True,,True,False,,,,,,True,,False,True,,True,True,True,,True,True,,,,False,False,False
48053,108,0.0,11.4,,35.0,44.0,,,,,,159.0,,150.6,51.7,,1.2,37.1,89.1,,119.8,29.4,,,,42.0,100.7,2564.4,-108.0,-96.6,,-73.0,-64.0,,,,,,51.0,,42.6,-56.3,,-106.8,-70.9,-18.9,,11.8,-78.6,,,,-66.0,-7.3,2456.4,True,,True,True,,,,,,True,,True,True,,True,True,True,,True,True,,,,True,True,False
48055,271,504.0,485.8,,321.0,755.0,,,,,,153.0,,450.6,62.5,,743.3,262.7,1.8,,37.6,328.3,,,,628.0,580.3,3516.0,233.0,214.8,,50.0,484.0,,,,,,-118.0,,179.6,-208.5,,472.3,-8.3,-269.2,,-233.4,57.3,,,,357.0,309.3,3245.0,True,,True,False,,,,,,True,,True,True,,False,True,False,,False,True,,,,False,False,False
48057,225,44.0,42.1,,29.0,0.0,,,,,,43.0,,144.0,68.6,,9.2,35.4,0.0,,4.1,46.4,,,,55.0,99.9,123.0,-181.0,-182.9,,-196.0,-225.0,,,,,,-182.0,,-81.0,-156.4,,-215.8,-189.6,-225.0,,-220.9,-178.6,,,,-170.0,-125.1,-102.0,False,,False,False,,,,,,False,,True,True,,False,False,False,,False,True,,,,True,True,True
48059,26,0.0,0.0,,7.0,52.0,,,,,,23.0,,29.7,35.7,,3.5,12.3,,,4.8,0.5,,,,0.0,12.3,114.0,-26.0,-26.0,,-19.0,26.0,,,,,,-3.0,,3.7,9.7,,-22.5,-13.7,,,-21.2,-25.5,,,,-26.0,-13.7,88.0,False,,True,False,,,,,,True,,True,True,,True,True,,,True,True,,,,False,True,False
48061,1383,2840.0,1829.0,2487.2,1626.0,4921.0,,,,,,315.0,,1185.6,2081.7,,2098.9,1666.5,94.5,,117.7,2192.8,939.0,,,0.0,5218.1,4285.9,1457.0,446.0,1104.2,243.0,3538.0,,,,,,-1068.0,,-197.4,698.7,,715.9,283.5,-1288.5,,-1265.3,809.8,-444.0,,,-1383.0,3835.1,2902.9,True,True,True,False,,,,,,True,,True,True,,True,True,True,,True,True,True,,,True,False,False
48063,44,112.0,118.4,,47.0,119.0,,,,,,50.0,,27.9,69.8,,5.2,41.9,23.5,,2.8,67.4,,,,83.0,146.5,230.9,68.0,74.4,,3.0,75.0,,,,,,6.0,,-16.1,25.8,,-38.8,-2.1,-20.5,,-41.2,23.4,,,,39.0,102.5,186.9,False,,True,False,,,,,,True,,True,True,,True,True,True,,True,True,,,,True,False,False
48065,14,0.0,0.3,,0.0,0.0,,,,,,4.0,,3.5,2.5,,0.3,0.1,,,0.0,,,,,0.0,5.4,211.6,-14.0,-13.7,,-14.0,-14.0,,,,,,-10.0,,-10.5,-11.5,,-13.7,-13.9,,,-14.0,,,,,-14.0,-8.6,197.6,True,,False,False,,,,,,True,,True,True,,True,True,,,False,,,,,False,True,False
48067,120,44.0,40.6,,41.0,36.0,,,,,,87.0,,183.0,149.0,,4.8,36.8,92.4,,11.4,36.2,,,,13.0,98.2,77.3,-76.0,-79.4,,-79.0,-84.0,,,,,,-33.0,,63.0,29.0,,-115.2,-83.2,-27.6,,-108.6,-83.8,,,,-107.0,-21.8,-42.7,False,,False,False,,,,,,True,,True,True,,False,False,True,,False,False,,,,False,True,True
48069,27,36.0,38.2,,11.0,25.0,,,,,,9.0,,11.1,18.8,,9.4,26.2,0.0,,3.3,31.2,,,,33.0,61.1,48.7,9.0,11.2,,-16.0,-2.0,,,,,,-18.0,,-15.9,-8.2,,-17.6,-0.8,-27.0,,-23.7,4.2,,,,6.0,34.1,21.7,False,,False,True,,,,,,False,,False,True,,False,True,False,,False,True,,,,True,False,False
48071,211,172.0,153.2,,94.0,105.0,,,,,,121.0,,530.3,116.3,,15.4,65.3,77.6,,50.7,96.2,,,,82.0,280.7,9237.7,-39.0,-57.8,,-117.0,-106.0,,,,,,-90.0,,319.3,-94.7,,-195.6,-145.7,-133.4,,-160.3,-114.8,,,,-129.0,69.7,9026.7,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False,False
48073,121,168.0,122.9,,128.0,60.0,,,,,,279.0,,256.7,226.3,,45.6,117.5,122.5,,22.1,254.5,,,,84.0,380.5,572.6,47.0,1.9,,7.0,-61.0,,,,,,158.0,,135.7,105.3,,-75.4,-3.5,1.5,,-98.9,133.5,,,,-37.0,259.5,451.6,True,,True,False,,,,,,False,,False,False,,False,True,True,,False,False,,,,True,False,False
48075,16,12.0,2.7,,4.0,0.0,,,,,,37.0,,42.2,17.3,,3.2,2.8,,,1.9,,,,,26.0,14.2,37.3,-4.0,-13.3,,-12.0,-16.0,,,,,,21.0,,26.2,1.3,,-12.8,-13.2,,,-14.1,,,,,10.0,-1.8,21.3,False,,False,False,,,,,,False,,False,True,,False,False,,,False,,,,,False,True,False
48077,23,32.0,28.2,,16.0,17.0,,,,,,4.0,,18.4,40.3,,2.1,15.8,,,5.0,39.1,,,,19.0,38.1,125.1,9.0,5.2,,-7.0,-6.0,,,,,,-19.0,,-4.6,17.3,,-20.9,-7.2,,,-18.0,16.1,,,,-4.0,15.1,102.1,True,,True,True,,,,,,False,,True,False,,False,True,,,False,False,,,,True,False,False
48079,18,20.0,22.1,,4.0,0.0,,,,,,0.0,,23.4,8.8,,0.7,4.8,,,3.1,,,,,27.0,21.3,106.2,2.0,4.1,,-14.0,-18.0,,,,,,-18.0,,5.4,-9.2,,-17.3,-13.2,,,-14.8,,,,,9.0,3.3,88.2,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,False,False
48081,5,4.0,3.1,,2.0,0.0,,,,,,0.0,,1.5,6.2,,2.2,0.3,,,15.1,,,,,1.0,10.1,44.9,-1.0,-1.9,,-3.0,-5.0,,,,,,-5.0,,-3.5,1.2,,-2.8,-4.7,,,10.1,,,,,-4.0,5.1,39.9,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,False,False
48083,24,16.0,16.3,,14.0,2.0,,,,,,23.0,,27.6,40.1,,1.3,7.9,,,2.8,,,,,7.0,31.2,129.2,-8.0,-7.7,,-10.0,-22.0,,,,,,-1.0,,3.6,16.1,,-22.7,-16.1,,,-21.2,,,,,-17.0,7.2,105.2,True,,False,False,,,,,,True,,True,False,,False,False,,,False,,,,,False,True,False
48085,4124,2140.0,3101.9,1936.0,1923.0,17591.0,,,,,,2953.0,,2610.0,2105.2,,1636.9,1791.1,1098.2,,299.9,2072.1,1028.0,,,2223.0,3375.5,15598.5,-1984.0,-1022.1,-2188.0,-2201.0,13467.0,,,,,,-1171.0,,-1514.0,-2018.8,,-2487.1,-2332.9,-3025.8,,-3824.1,-2051.9,-3096.0,,,-1901.0,-748.5,11474.5,True,False,False,False,,,,,,True,,True,False,,False,False,False,,False,False,False,,,True,True,False
48087,2,4.0,4.1,,4.0,0.0,,,,,,8.0,,15.0,3.2,,0.2,0.3,,,7.3,,,,,2.0,5.4,63.6,2.0,2.1,,2.0,-2.0,,,,,,6.0,,13.0,1.2,,-1.8,-1.7,,,5.3,,,,,0.0,3.4,61.6,False,,False,False,,,,,,False,,False,True,,True,True,,,False,,,,,True,False,False
48089,43,52.0,86.7,,59.0,81.0,,,,,,69.0,,475.9,52.4,,20.9,49.4,55.6,,3.7,72.7,,,,40.0,200.2,275.9,9.0,43.7,,16.0,38.0,,,,,,26.0,,432.9,9.4,,-22.1,6.4,12.6,,-39.3,29.7,,,,-3.0,157.2,232.9,False,,False,False,,,,,,False,,False,False,,False,True,False,,False,False,,,,True,False,False
48091,314,404.0,370.9,,304.0,78.0,,,,,,345.0,,812.7,308.2,,294.0,222.4,339.1,,127.7,331.8,96.0,,,767.0,762.5,5847.7,90.0,56.9,,-10.0,-236.0,,,,,,31.0,,498.7,-5.8,,-20.0,-91.6,25.1,,-186.3,17.8,-218.0,,,453.0,448.5,5533.7,True,,True,False,,,,,,True,,False,True,,True,False,True,,False,True,False,,,False,False,False
48093,93,28.0,0.0,,22.0,31.0,,,,,,33.0,,100.3,51.9,,2.2,18.6,5.9,,1.9,29.9,,,,7.0,62.3,26.6,-65.0,-93.0,,-71.0,-62.0,,,,,,-60.0,,7.3,-41.1,,-90.8,-74.4,-87.1,,-91.2,-63.1,,,,-86.0,-30.7,-66.4,False,,False,True,,,,,,True,,True,True,,False,False,False,,False,True,,,,False,True,False
48095,82,32.0,34.3,,13.0,10.0,,,,,,12.0,,2.5,10.9,,3.0,10.4,,,17.4,39.3,,,,14.0,35.3,194.5,-50.0,-47.7,,-69.0,-72.0,,,,,,-70.0,,-79.5,-71.1,,-79.0,-71.6,,,-64.6,-42.7,,,,-68.0,-46.7,112.5,True,,False,False,,,,,,False,,False,False,,False,False,,,False,True,,,,False,True,False
48097,125,92.0,85.7,,87.0,88.0,,,,,,185.0,,232.6,180.3,,29.5,62.9,168.8,,8.8,59.6,,,,121.0,150.1,937.8,-33.0,-39.3,,-38.0,-37.0,,,,,,60.0,,107.6,55.3,,-95.5,-62.1,43.8,,-116.2,-65.4,,,,-4.0,25.1,812.8,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,True,True,False
48099,328,2596.0,2384.2,,674.0,9481.0,,,,,,332.0,,339.0,513.8,,89.6,750.3,458.3,,624.0,1408.7,,,,1230.0,2010.4,12694.5,2268.0,2056.2,,346.0,9153.0,,,,,,4.0,,11.0,185.8,,-238.4,422.3,130.3,,296.0,1080.7,,,,902.0,1682.4,12366.5,True,,True,False,,,,,,True,,True,True,,True,True,True,,True,True,,,,True,True,False
48101,12,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.2,0.8,,0.3,0.0,,,0.0,,,,,0.0,7.0,12.9,-12.0,-12.0,,-12.0,-12.0,,,,,,-12.0,,-11.8,-11.2,,-11.7,-12.0,,,-12.0,,,,,-12.0,-5.0,0.9,False,,False,False,,,,,,False,,True,True,,True,True,,,False,,,,,False,True,True
48103,1,4.0,3.5,,0.0,0.0,,,,,,0.0,,1.7,1.2,,3.3,0.5,,,0.1,3.0,,,,19.0,5.2,36.9,3.0,2.5,,-1.0,-1.0,,,,,,-1.0,,0.7,0.2,,2.3,-0.5,,,-0.9,2.0,,,,18.0,4.2,35.9,True,,True,True,,,,,,True,,True,True,,True,True,,,True,True,,,,False,False,False
48105,0,8.0,8.3,,4.0,0.0,,,,,,3.0,,0.5,7.8,,,0.3,0.0,,13.8,19.1,,,,3.0,10.3,8.1,8.0,8.3,,4.0,0.0,,,,,,3.0,,0.5,7.8,,,0.3,0.0,,13.8,19.1,,,,3.0,10.3,8.1,False,,True,True,,,,,,True,,True,True,,,True,True,,False,False,,,,True,False,False
48107,9,0.0,4.4,,4.0,0.0,,,,,,4.0,,9.0,12.8,,4.8,1.2,,,0.9,13.1,,,,0.0,10.9,247.4,-9.0,-4.6,,-5.0,-9.0,,,,,,-5.0,,0.0,3.8,,-4.2,-7.8,,,-8.1,4.1,,,,-9.0,1.9,238.4,True,,True,False,,,,,,True,,True,True,,True,True,,,True,True,,,,False,True,False
48109,18,56.0,62.0,,14.0,9.0,,,,,,0.0,,20.8,5.1,,,11.1,,,10.5,,,,,54.0,52.9,161.1,38.0,44.0,,-4.0,-9.0,,,,,,-18.0,,2.8,-12.9,,,-6.9,,,-7.5,,,,,36.0,34.9,143.1,False,,True,True,,,,,,True,,True,True,,,True,,,True,,,,,True,True,False
