,count,mean,median,std,min,25%,75%,max
COVIDhub-baseline,3141,101.2,27.0,455.1,0.0,9.0,77.0,18988.0
CEID-Walk,3141,102.8,27.6,461.0,0.0,9.2,76.0,19605.9
LNQ-ens1,3141,108.7,30.5,469.0,0.0,10.2,86.7,19573.7
COVIDhub-ensemble,3141,113.0,31.0,500.6,0.0,10.0,87.0,20458.0
IowaStateLW-STEM,3103,115.6,33.0,449.7,0.0,9.0,92.0,17783.0
JHU_IDD-CovidSP,3139,129.7,32.4,571.5,0.0,10.4,94.2,22014.3
JHUAPL-Bucky,2393,132.1,40.8,505.8,0.0,13.5,103.3,19219.6
OliverWyman-Navigator,2724,135.5,34.0,543.8,0.0,11.0,99.0,19713.0
USC-SI_kJalpha,2790,138.3,38.0,598.8,0.0,13.0,100.8,24050.0
LANL-GrowthRate,2951,140.3,52.2,456.5,0.0,19.1,125.3,18591.6
UVA-Ensemble,2766,145.7,43.2,558.6,0.0,12.5,119.1,23004.1
RobertWalraven-ESG,3141,173.6,48.3,617.4,0.0,15.2,134.0,20977.5
MITCovAlliance-SIR,2339,180.6,44.4,806.6,0.0,15.1,126.0,29306.8
CU-select,3061,217.5,47.0,971.5,0.0,15.0,133.0,38290.0
Yu_Group-CLEP,3136,429.6,75.6,1395.4,0.0,27.9,250.7,30719.4
