,mean_rank
CEID-Walk,6.3
COVIDhub-baseline,6.3
LNQ-ens1,6.3
COVIDhub-ensemble,6.5
IowaStateLW-STEM,6.7
JHU_IDD-CovidSP,6.8
UCLA-SuEIR,7.4
UVA-Ensemble,7.9
USC-SI_kJalpha,8.2
JHUAPL-Bucky,8.4
CU-select,9.1
RobertWalraven-ESG,9.4
MITCovAlliance-SIR,9.4
LANL-GrowthRate,10.0
Yu_Group-CLEP,11.4
