,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05085,738,392.0,970.0,,,,669.0,178.2,322.5,216.3,599.3,,,-346.0,232.0,,,,-69.0,-559.8,-415.5,-521.7,-138.7,,,True,,,,True,False,False,False,True,,
05087,98,49.0,,,,,92.0,6.0,25.7,52.0,133.5,,,-49.0,,,,,-6.0,-92.0,-72.3,-46.0,35.5,,,,,,,True,False,False,True,True,,
05089,74,56.0,,,,,77.0,7.2,,18.6,69.3,,,-18.0,,,,,3.0,-66.8,,-55.5,-4.7,,,,,,,True,False,,False,True,,
05091,370,196.0,,,,,557.0,42.7,151.2,15.6,90.7,,,-174.0,,,,,187.0,-327.3,-218.8,-354.4,-279.3,,,,,,,False,False,False,False,False,,
05093,629,1057.0,,,,,834.0,993.5,12.4,321.6,872.8,,,428.0,,,,,205.0,364.5,-616.6,-307.4,243.8,,,,,,,True,True,False,True,True,,
05095,71,105.0,,,,,138.0,26.9,,45.4,61.7,,,34.0,,,,,67.0,-44.1,,-25.6,-9.3,,,,,,,False,False,,True,True,,
05097,127,56.0,,,,,32.0,5.4,,5.6,,,,-71.0,,,,,-95.0,-121.6,,-121.4,,,,,,,,False,False,,False,,,
05099,85,70.0,,,,,99.0,0.9,15.8,19.8,70.1,,,-15.0,,,,,14.0,-84.1,-69.2,-65.2,-14.9,,,,,,,True,False,False,False,True,,
05101,144,35.0,,,,,49.0,0.5,8.3,13.6,,,,-109.0,,,,,-95.0,-143.5,-135.7,-130.4,,,,,,,,True,False,False,False,,,
05103,163,105.0,,,,,376.0,43.0,74.4,134.9,154.5,,,-58.0,,,,,213.0,-120.0,-88.6,-28.1,-8.5,,,,,,,False,False,False,True,True,,
05105,41,35.0,,,,,64.0,16.0,,6.1,85.4,,,-6.0,,,,,23.0,-25.0,,-34.9,44.4,,,,,,,False,False,,False,False,,
05107,202,245.0,,,,,503.0,68.4,21.1,145.0,187.6,,,43.0,,,,,301.0,-133.6,-180.9,-57.0,-14.4,,,,,,,False,False,False,False,True,,
05109,99,259.0,,,,,56.0,100.5,54.7,168.2,405.6,,,160.0,,,,,-43.0,1.5,-44.3,69.2,306.6,,,,,,,True,True,True,True,False,,
05111,372,469.0,,,,,421.0,87.4,114.2,85.8,755.1,,,97.0,,,,,49.0,-284.6,-257.8,-286.2,383.1,,,,,,,True,False,False,False,False,,
05113,121,133.0,,,,,146.0,26.5,87.3,59.1,187.8,,,12.0,,,,,25.0,-94.5,-33.7,-61.9,66.8,,,,,,,False,False,False,False,False,,
05115,817,840.0,960.4,,,,710.0,427.5,210.2,389.8,488.7,,,23.0,143.4,,,,-107.0,-389.5,-606.8,-427.2,-328.3,,,False,,,,False,False,False,False,False,,
05117,51,126.0,,,,,118.0,22.4,50.9,18.5,159.8,,,75.0,,,,,67.0,-28.6,-0.1,-32.5,108.8,,,,,,,True,True,True,True,False,,
05119,3720,3640.0,5223.2,,,,3763.0,2701.3,1281.4,3644.6,1783.3,,,-80.0,1503.2,,,,43.0,-1018.7,-2438.6,-75.4,-1936.7,,,False,,,,True,False,False,True,False,,
05121,215,322.0,,,,,155.0,150.9,131.3,212.8,512.7,,,107.0,,,,,-60.0,-64.1,-83.7,-2.2,297.7,,,,,,,True,True,True,True,False,,
05123,323,301.0,,,,,778.0,12.8,7.0,25.8,320.2,,,-22.0,,,,,455.0,-310.2,-316.0,-297.2,-2.8,,,,,,,False,False,False,False,True,,
05125,1009,1554.0,2440.2,,,,1416.0,783.0,685.3,1188.4,927.4,,,545.0,1431.2,,,,407.0,-226.0,-323.7,179.4,-81.6,,,False,,,,True,True,True,True,True,,
05127,35,133.0,,,,,66.0,32.8,,26.8,297.9,,,98.0,,,,,31.0,-2.2,,-8.2,262.9,,,,,,,True,True,,True,False,,
05129,120,35.0,,,,,58.0,2.5,,3.5,33.4,,,-85.0,,,,,-62.0,-117.5,,-116.5,-86.6,,,,,,,True,False,,False,False,,
05131,1525,1876.0,3139.8,,,,3133.0,897.9,274.1,954.5,1701.2,,,351.0,1614.8,,,,1608.0,-627.1,-1250.9,-570.5,176.2,,,False,,,,False,False,False,False,True,,
05133,160,455.0,,,,,394.0,108.9,24.2,199.3,188.4,,,295.0,,,,,234.0,-51.1,-135.8,39.3,28.4,,,,,,,True,True,True,True,True,,
05135,130,112.0,,,,,138.0,20.6,49.4,58.8,138.9,,,-18.0,,,,,8.0,-109.4,-80.6,-71.2,8.9,,,,,,,True,False,False,False,True,,
05137,288,119.0,,,,,100.0,12.3,,52.7,75.3,,,-169.0,,,,,-188.0,-275.7,,-235.3,-212.7,,,,,,,False,False,,False,False,,
05139,389,525.0,,,,,786.0,173.7,150.2,127.4,475.1,,,136.0,,,,,397.0,-215.3,-238.8,-261.6,86.1,,,,,,,False,False,False,False,True,,
05141,125,7.0,,,,,136.0,5.9,,1.6,15.2,,,-118.0,,,,,11.0,-119.1,,-123.4,-109.8,,,,,,,True,False,,False,True,,
05143,3477,924.0,911.5,,,,2441.0,224.7,124.2,613.8,610.2,,,-2553.0,-2565.5,,,,-1036.0,-3252.3,-3352.8,-2863.2,-2866.8,,,False,,,,True,False,False,False,False,,
05145,570,497.0,689.9,,,,957.0,507.5,475.4,219.0,1651.5,,,-73.0,119.9,,,,387.0,-62.5,-94.6,-351.0,1081.5,,,False,,,,False,True,False,False,False,,
05147,36,21.0,,,,,109.0,5.1,,2.7,,,,-15.0,,,,,73.0,-30.9,,-33.3,,,,,,,,False,False,,False,,,
05149,182,140.0,,,,,301.0,24.9,4.6,98.5,573.2,,,-42.0,,,,,119.0,-157.1,-177.4,-83.5,391.2,,,,,,,False,False,False,False,False,,
06001,7063,9415.0,17141.2,,,,15341.0,5598.1,4430.3,10348.3,9595.2,,,2352.0,10078.2,,,,8278.0,-1464.9,-2632.7,3285.3,2532.2,,,False,,,,False,True,False,False,False,,
06003,0,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,,True,False,,True,True,,
06005,88,308.0,,,,,362.0,80.8,142.5,51.5,435.2,,,220.0,,,,,274.0,-7.2,54.5,-36.5,347.2,,,,,,,False,True,True,True,False,,
06007,1509,1925.0,2361.7,,,,1765.0,349.8,699.0,97.2,2266.9,,,416.0,852.7,,,,256.0,-1159.2,-810.0,-1411.8,757.9,,,False,,,,True,False,False,False,False,,
06009,150,189.0,,,,,321.0,29.6,169.9,127.2,246.6,,,39.0,,,,,171.0,-120.4,19.9,-22.8,96.6,,,,,,,False,False,True,True,False,,
06011,132,329.0,,,,,395.0,31.4,40.5,8.1,448.3,,,197.0,,,,,263.0,-100.6,-91.5,-123.9,316.3,,,,,,,False,True,True,True,False,,
06013,6056,13937.0,9631.6,,,,11558.0,14858.7,4435.2,9498.6,7995.7,,,7881.0,3575.6,,,,5502.0,8802.7,-1620.8,3442.6,1939.7,,,True,,,,True,False,True,True,True,,
06015,41,49.0,,,,,45.0,2.4,27.1,18.3,101.0,,,8.0,,,,,4.0,-38.6,-13.9,-22.7,60.0,,,,,,,True,False,False,False,False,,
06017,353,686.0,2042.2,,,,1017.0,174.0,491.2,95.2,545.9,,,333.0,1689.2,,,,664.0,-179.0,138.2,-257.8,192.9,,,False,,,,False,True,True,True,True,,
06019,9698,14882.0,41213.9,,,,20528.0,19102.7,3982.5,13095.1,9312.7,,,5184.0,31515.9,,,,10830.0,9404.7,-5715.5,3397.1,-385.3,,,False,,,,False,False,False,True,True,,
06021,197,532.0,,,,,589.0,31.9,81.5,110.8,436.4,,,335.0,,,,,392.0,-165.1,-115.5,-86.2,239.4,,,,,,,False,True,True,True,True,,
06023,209,189.0,285.0,,,,377.0,31.1,190.6,43.3,159.3,,,-20.0,76.0,,,,168.0,-177.9,-18.4,-165.7,-49.7,,,False,,,,False,False,True,False,False,,
06025,1989,2555.0,1597.4,,,,608.0,631.1,44.3,573.4,1622.8,,,566.0,-391.6,,,,-1381.0,-1357.9,-1944.7,-1415.6,-366.2,,,True,,,,False,False,False,False,True,,
06027,64,441.0,,,,,71.0,39.6,149.3,33.0,333.0,,,377.0,,,,,7.0,-24.4,85.3,-31.0,269.0,,,,,,,True,True,True,True,True,,
06029,6077,25480.0,52156.7,,,,18776.0,9819.7,4124.5,12666.9,37940.1,,,19403.0,46079.7,,,,12699.0,3742.7,-1952.5,6589.9,31863.1,,,False,,,,True,True,True,True,False,,
06031,2468,5999.0,5856.6,,,,9204.0,773.5,564.3,3566.6,5254.5,,,3531.0,3388.6,,,,6736.0,-1694.5,-1903.7,1098.6,2786.5,,,True,,,,False,True,True,True,True,,
06033,314,336.0,533.4,,,,300.0,79.5,282.8,69.9,615.0,,,22.0,219.4,,,,-14.0,-234.5,-31.2,-244.1,301.0,,,False,,,,True,False,False,False,False,,
06035,67,399.0,,,,,149.0,15.1,0.3,508.1,,,,332.0,,,,,82.0,-51.9,-66.7,441.1,,,,,,,,True,True,True,False,,,
06037,52771,98623.0,98201.5,,,,80405.0,73639.9,6702.1,45335.2,68536.6,,,45852.0,45430.5,,,,27634.0,20868.9,-46068.9,-7435.8,15765.6,,,True,,,,True,True,False,True,True,,
06039,1718,4354.0,10132.0,,,,2922.0,1309.5,810.1,531.0,3643.0,,,2636.0,8414.0,,,,1204.0,-408.5,-907.9,-1187.0,1925.0,,,False,,,,True,True,True,True,True,,
06041,1093,2961.0,3030.3,,,,1114.0,2287.8,466.8,2021.4,1148.0,,,1868.0,1937.3,,,,21.0,1194.8,-626.2,928.4,55.0,,,False,,,,True,True,True,True,True,,
06043,12,28.0,,,,,116.0,5.6,,32.2,27.6,,,16.0,,,,,104.0,-6.4,,20.2,15.6,,,,,,,False,True,,False,True,,
06045,459,1043.0,1266.2,,,,290.0,409.3,191.4,343.5,840.6,,,584.0,807.2,,,,-169.0,-49.7,-267.6,-115.5,381.6,,,False,,,,True,True,True,True,True,,
06047,2273,12355.0,12397.6,,,,7918.0,3888.0,1614.5,3436.9,6375.5,,,10082.0,10124.6,,,,5645.0,1615.0,-658.5,1163.9,4102.5,,,False,,,,True,True,True,True,True,,
06049,24,0.0,,,,,0.0,0.1,,0.7,1.1,,,-24.0,,,,,-24.0,-23.9,,-23.3,-22.9,,,,,,,False,True,,True,True,,
06051,9,49.0,,,,,26.0,0.5,0.0,12.7,197.9,,,40.0,,,,,17.0,-8.5,-9.0,3.7,188.9,,,,,,,True,True,True,True,False,,
06053,4162,5915.0,7668.1,,,,3191.0,4893.8,1090.0,5358.3,5311.1,,,1753.0,3506.1,,,,-971.0,731.8,-3072.0,1196.3,1149.1,,,False,,,,True,True,False,True,True,,
06055,531,1120.0,2516.7,,,,1533.0,188.8,376.0,71.8,905.1,,,589.0,1985.7,,,,1002.0,-342.2,-155.0,-459.2,374.1,,,False,,,,False,True,True,True,True,,
06057,173,350.0,593.1,,,,481.0,17.3,194.4,11.6,582.1,,,177.0,420.1,,,,308.0,-155.7,21.4,-161.4,409.1,,,False,,,,False,True,True,True,False,,
06059,9521,30037.0,22217.2,,,,16260.0,17774.1,1908.5,7930.1,16933.5,,,20516.0,12696.2,,,,6739.0,8253.1,-7612.5,-1590.9,7412.5,,,True,,,,True,True,True,True,True,,
06061,1046,2772.0,3977.1,,,,2283.0,1571.8,1255.9,378.4,3342.6,,,1726.0,2931.1,,,,1237.0,525.8,209.9,-667.6,2296.6,,,False,,,,True,True,True,True,False,,
06063,12,35.0,,,,,69.0,2.2,,1.5,34.0,,,23.0,,,,,57.0,-9.8,,-10.5,22.0,,,,,,,False,True,,True,True,,
06065,14272,36470.0,51559.4,,,,32083.0,30129.0,7626.2,755.0,20788.9,,,22198.0,37287.4,,,,17811.0,15857.0,-6645.8,-13517.0,6516.9,,,False,,,,True,True,True,True,True,,
06067,9240,19740.0,33258.3,,,,14254.0,14938.6,3529.2,30105.4,13661.9,,,10500.0,24018.3,,,,5014.0,5698.6,-5710.8,20865.4,4421.9,,,False,,,,True,True,True,False,True,,
06069,547,742.0,780.8,,,,787.0,168.8,157.6,301.5,674.2,,,195.0,233.8,,,,240.0,-378.2,-389.4,-245.5,127.2,,,False,,,,False,False,False,False,True,,
06071,15673,34202.0,79188.1,,,,23011.0,33908.1,6992.7,26914.3,25710.0,,,18529.0,63515.1,,,,7338.0,18235.1,-8680.3,11241.3,10037.0,,,False,,,,True,True,True,True,True,,
06073,14135,16002.0,43176.8,,,,10198.0,6037.3,2278.0,14684.4,10272.9,,,1867.0,29041.8,,,,-3937.0,-8097.7,-11857.0,549.4,-3862.1,,,False,,,,False,False,False,True,False,,
06075,3257,5075.0,3967.8,,,,1649.0,2675.7,2180.5,4261.5,5193.9,,,1818.0,710.8,,,,-1608.0,-581.3,-1076.5,1004.5,1936.9,,,True,,,,True,True,True,True,False,,
06077,5834,16436.0,16280.5,,,,12794.0,5212.1,2262.2,13436.9,7157.9,,,10602.0,10446.5,,,,6960.0,-621.9,-3571.8,7602.9,1323.9,,,True,,,,True,True,True,True,True,,
06079,1246,2422.0,5606.3,,,,4036.0,1509.0,738.1,85.6,1252.1,,,1176.0,4360.3,,,,2790.0,263.0,-507.9,-1160.4,6.1,,,False,,,,False,True,True,True,True,,
06081,3255,5894.0,6109.3,,,,2579.0,3033.5,1747.8,1406.9,7484.2,,,2639.0,2854.3,,,,-676.0,-221.5,-1507.2,-1848.1,4229.2,,,False,,,,True,True,True,True,False,,
06083,1975,3990.0,6946.6,,,,4132.0,1804.4,704.2,189.8,2930.9,,,2015.0,4971.6,,,,2157.0,-170.6,-1270.8,-1785.2,955.9,,,False,,,,False,True,True,True,True,,
06085,7869,16730.0,17285.9,,,,16025.0,11721.7,4889.1,8869.2,9853.9,,,8861.0,9416.9,,,,8156.0,3852.7,-2979.9,1000.2,1984.9,,,False,,,,True,True,True,True,True,,
06087,1064,1274.0,2466.1,,,,683.0,1473.4,370.2,1009.4,795.6,,,210.0,1402.1,,,,-381.0,409.4,-693.8,-54.6,-268.4,,,False,,,,False,False,False,True,False,,
06089,558,490.0,780.0,,,,1033.0,112.6,284.3,26.9,1045.7,,,-68.0,222.0,,,,475.0,-445.4,-273.7,-531.0,487.7,,,False,,,,False,False,False,False,False,,
06091,0,21.0,,,,,7.0,0.1,,2.2,12.1,,,21.0,,,,,7.0,0.1,,2.2,12.1,,,,,,,True,True,,True,True,,
06093,63,126.0,,,,,130.0,16.7,100.1,18.0,302.3,,,63.0,,,,,67.0,-46.3,37.1,-45.0,239.3,,,,,,,False,True,True,True,False,,
06095,1924,3969.0,11489.8,,,,5601.0,2292.2,1169.8,664.4,3195.6,,,2045.0,9565.8,,,,3677.0,368.2,-754.2,-1259.6,1271.6,,,False,,,,False,True,True,True,True,,
06097,3595,5082.0,6709.0,,,,2933.0,5973.9,1147.6,6127.4,2296.0,,,1487.0,3114.0,,,,-662.0,2378.9,-2447.4,2532.4,-1299.0,,,False,,,,True,False,False,False,True,,
06099,4827,16709.0,14848.1,,,,11788.0,11937.4,2219.1,9913.3,12474.1,,,11882.0,10021.1,,,,6961.0,7110.4,-2607.9,5086.3,7647.1,,,True,,,,True,True,True,True,True,,
06101,677,1190.0,1346.5,,,,1295.0,471.8,485.4,79.9,914.7,,,513.0,669.5,,,,618.0,-205.2,-191.6,-597.1,237.7,,,False,,,,False,True,True,False,True,,
06103,304,294.0,563.4,,,,585.0,40.2,294.4,91.6,788.7,,,-10.0,259.4,,,,281.0,-263.8,-9.6,-212.4,484.7,,,False,,,,False,False,True,False,False,,
06105,10,21.0,,,,,1.0,0.1,,5.4,11.5,,,11.0,,,,,-9.0,-9.9,,-4.6,1.5,,,,,,,True,True,,True,True,,
06107,4294,11410.0,6652.6,,,,10280.0,1720.2,1897.4,448.2,16510.2,,,7116.0,2358.6,,,,5986.0,-2573.8,-2396.6,-3845.8,12216.2,,,True,,,,True,True,True,True,False,,
06109,70,56.0,452.5,,,,335.0,4.3,49.5,24.6,90.0,,,-14.0,382.5,,,,265.0,-65.7,-20.5,-45.4,20.0,,,False,,,,False,False,False,False,False,,
06111,4030,6608.0,7030.1,,,,14802.0,2547.8,1791.5,68.3,5080.7,,,2578.0,3000.1,,,,10772.0,-1482.2,-2238.5,-3961.7,1050.7,,,False,,,,False,True,True,False,True,,
06113,901,1932.0,5317.7,,,,2574.0,1337.9,571.6,1252.7,729.9,,,1031.0,4416.7,,,,1673.0,436.9,-329.4,351.7,-171.1,,,False,,,,False,True,True,True,True,,
06115,448,1064.0,1593.7,,,,936.0,865.9,344.4,962.3,1154.7,,,616.0,1145.7,,,,488.0,417.9,-103.6,514.3,706.7,,,False,,,,True,True,True,True,False,,
08001,2954,2331.0,2239.6,,,,1857.0,679.6,1015.9,1168.4,2996.7,,,-623.0,-714.4,,,,-1097.0,-2274.4,-1938.1,-1785.6,42.7,,,False,,,,False,False,False,False,True,,
08003,18,42.0,,,,,56.0,1.2,2.8,16.1,28.6,,,24.0,,,,,38.0,-16.8,-15.2,-1.9,10.6,,,,,,,False,True,True,True,True,,
08005,2088,1827.0,1373.0,,,,1929.0,1015.6,866.0,2750.0,1009.3,,,-261.0,-715.0,,,,-159.0,-1072.4,-1222.0,662.0,-1078.7,,,False,,,,True,False,False,False,False,,
08007,16,35.0,,,,,14.0,0.8,,0.0,21.5,,,19.0,,,,,-2.0,-15.2,,-16.0,5.5,,,,,,,True,True,,True,True,,
08009,5,7.0,,,,,7.0,0.2,,0.4,3.7,,,2.0,,,,,2.0,-4.8,,-4.6,-1.3,,,,,,,False,False,,False,True,,
08011,2,7.0,,,,,7.0,1.3,,6.0,5.6,,,5.0,,,,,5.0,-0.7,,4.0,3.6,,,,,,,False,True,,True,True,,
08013,2438,735.0,691.4,,,,390.0,260.1,700.5,353.2,891.3,,,-1703.0,-1746.6,,,,-2048.0,-2177.9,-1737.5,-2084.8,-1546.7,,,False,,,,False,False,False,False,True,,
08014,197,203.0,118.6,,,,332.0,18.2,,20.9,326.9,,,6.0,-78.4,,,,135.0,-178.8,,-176.1,129.9,,,False,,,,False,False,,False,False,,
08015,32,14.0,,,,,31.0,0.4,43.4,3.9,248.2,,,-18.0,,,,,-1.0,-31.6,11.4,-28.1,216.2,,,,,,,True,False,True,False,False,,
08017,5,7.0,,,,,0.0,0.1,,0.9,13.1,,,2.0,,,,,-5.0,-4.9,,-4.1,8.1,,,,,,,False,False,,False,False,,
08019,16,7.0,,,,,19.0,0.6,,8.3,3.2,,,-9.0,,,,,3.0,-15.4,,-7.7,-12.8,,,,,,,True,False,,True,False,,
08021,11,28.0,,,,,15.0,2.1,,5.4,26.3,,,17.0,,,,,4.0,-8.9,,-5.6,15.3,,,,,,,True,True,,True,True,,
08023,9,14.0,,,,,2.0,0.9,,1.1,12.9,,,5.0,,,,,-7.0,-8.1,,-7.9,3.9,,,,,,,False,False,,False,True,,
08025,1,7.0,,,,,25.0,2.4,,0.0,5.0,,,6.0,,,,,24.0,1.4,,-1.0,4.0,,,,,,,False,True,,True,True,,
08027,5,14.0,,,,,0.0,0.2,,3.1,,,,9.0,,,,,-5.0,-4.8,,-1.9,,,,,,,,True,True,,True,,,
08029,62,77.0,,,,,16.0,4.0,19.2,14.3,90.4,,,15.0,,,,,-46.0,-58.0,-42.8,-47.7,28.4,,,,,,,False,False,False,False,False,,
08031,3220,2345.0,1823.7,,,,2037.0,1626.7,841.0,1708.6,1491.2,,,-875.0,-1396.3,,,,-1183.0,-1593.3,-2379.0,-1511.4,-1728.8,,,False,,,,False,False,False,False,False,,
08033,2,0.0,,,,,0.0,,,0.0,0.5,,,-2.0,,,,,-2.0,,,-2.0,-1.5,,,,,,,False,,,False,True,,
08035,944,637.0,657.7,,,,632.0,498.8,174.6,493.4,431.8,,,-307.0,-286.3,,,,-312.0,-445.2,-769.4,-450.6,-512.2,,,True,,,,False,False,False,False,False,,
08037,127,196.0,100.2,,,,169.0,62.0,320.6,97.5,190.5,,,69.0,-26.8,,,,42.0,-65.0,193.6,-29.5,63.5,,,True,,,,True,True,False,True,True,,
08039,59,42.0,,,,,36.0,1.6,124.7,13.0,22.1,,,-17.0,,,,,-23.0,-57.4,65.7,-46.0,-36.9,,,,,,,False,False,False,False,False,,
08041,1700,3360.0,4865.3,,,,1767.0,2246.1,3033.0,1170.6,2948.6,,,1660.0,3165.3,,,,67.0,546.1,1333.0,-529.4,1248.6,,,False,,,,True,True,True,True,True,,
08043,43,91.0,,,,,127.0,14.4,52.2,59.5,77.9,,,48.0,,,,,84.0,-28.6,9.2,16.5,34.9,,,,,,,False,True,True,True,True,,
08045,175,196.0,795.2,,,,105.0,90.5,182.8,170.3,360.7,,,21.0,620.2,,,,-70.0,-84.5,7.8,-4.7,185.7,,,False,,,,False,False,True,True,False,,
08047,2,7.0,,,,,21.0,0.5,,0.0,,,,5.0,,,,,19.0,-1.5,,-2.0,,,,,,,,False,True,,True,,,
08049,29,56.0,,,,,16.0,1.2,,24.5,101.8,,,27.0,,,,,-13.0,-27.8,,-4.5,72.8,,,,,,,True,False,,True,False,,
08051,18,70.0,,,,,13.0,4.9,16.5,3.5,62.4,,,52.0,,,,,-5.0,-13.1,-1.5,-14.5,44.4,,,,,,,True,True,True,True,True,,
08053,0,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,,True,False,,True,True,,
08055,17,0.0,,,,,0.0,0.1,,0.9,4.2,,,-17.0,,,,,-17.0,-16.9,,-16.1,-12.8,,,,,,,False,True,,True,True,,
08057,1,0.0,,,,,0.0,,,1.2,2.4,,,-1.0,,,,,-1.0,,,0.2,1.4,,,,,,,False,,,True,False,,
08059,1637,1519.0,1159.0,,,,930.0,590.6,992.0,1044.5,1215.1,,,-118.0,-478.0,,,,-707.0,-1046.4,-645.0,-592.5,-421.9,,,False,,,,False,False,False,False,False,,
08061,1,0.0,,,,,0.0,,,0.0,,,,-1.0,,,,,-1.0,,,-1.0,,,,,,,,False,,,False,,,
08063,15,133.0,,,,,3.0,2.9,,70.5,79.2,,,118.0,,,,,-12.0,-12.1,,55.5,64.2,,,,,,,True,True,,True,True,,
08065,20,14.0,,,,,11.0,8.2,,7.7,19.3,,,-6.0,,,,,-9.0,-11.8,,-12.3,-0.7,,,,,,,False,False,,False,True,,
08067,49,140.0,118.5,,,,48.0,16.2,73.5,61.2,76.3,,,91.0,69.5,,,,-1.0,-32.8,24.5,12.2,27.3,,,True,,,,True,True,True,True,True,,
08069,1064,952.0,891.7,,,,331.0,461.9,1091.8,882.3,488.6,,,-112.0,-172.3,,,,-733.0,-602.1,27.8,-181.7,-575.4,,,False,,,,False,False,True,False,False,,
08071,7,7.0,,,,,11.0,0.6,,1.1,,,,0.0,,,,,4.0,-6.4,,-5.9,,,,,,,,False,False,,False,,,
08073,10,0.0,,,,,1.0,0.1,,1.2,2.4,,,-10.0,,,,,-9.0,-9.9,,-8.8,-7.6,,,,,,,True,True,,True,True,,
08075,267,28.0,,,,,128.0,3.8,1.4,22.2,6.1,,,-239.0,,,,,-139.0,-263.2,-265.6,-244.8,-260.9,,,,,,,True,False,False,False,False,,
08077,331,448.0,672.9,,,,229.0,96.7,271.8,120.6,787.9,,,117.0,341.9,,,,-102.0,-234.3,-59.2,-210.4,456.9,,,False,,,,True,False,True,False,False,,
08079,2,0.0,,,,,0.0,0.8,,2.1,6.6,,,-2.0,,,,,-2.0,-1.2,,0.1,4.6,,,,,,,False,True,,True,False,,
08081,13,35.0,,,,,2.0,1.0,,4.5,31.0,,,22.0,,,,,-11.0,-12.0,,-8.5,18.0,,,,,,,True,True,,True,True,,
08083,34,7.0,,,,,14.0,2.7,26.6,11.5,9.0,,,-27.0,,,,,-20.0,-31.3,-7.4,-22.5,-25.0,,,,,,,True,False,True,True,True,,
08085,70,140.0,,,,,36.0,13.3,53.4,41.0,356.2,,,70.0,,,,,-34.0,-56.7,-16.6,-29.0,286.2,,,,,,,True,True,True,True,False,,
08087,70,77.0,,,,,143.0,11.3,1.8,2.2,66.4,,,7.0,,,,,73.0,-58.7,-68.2,-67.8,-3.6,,,,,,,False,False,False,False,True,,
08089,28,49.0,,,,,44.0,2.7,,19.1,117.3,,,21.0,,,,,16.0,-25.3,,-8.9,89.3,,,,,,,True,False,,True,False,,
08091,17,0.0,,,,,0.0,0.2,,1.0,0.2,,,-17.0,,,,,-17.0,-16.8,,-16.0,-16.8,,,,,,,False,True,,True,True,,
08093,18,0.0,,,,,15.0,1.3,,2.8,4.5,,,-18.0,,,,,-3.0,-16.7,,-15.2,-13.5,,,,,,,True,True,,True,True,,
08095,15,0.0,,,,,0.0,0.3,,0.5,4.4,,,-15.0,,,,,-15.0,-14.7,,-14.5,-10.6,,,,,,,False,True,,True,True,,
08097,44,28.0,,,,,14.0,2.4,83.2,23.1,49.5,,,-16.0,,,,,-30.0,-41.6,39.2,-20.9,5.5,,,,,,,False,False,False,False,True,,
08099,32,70.0,,,,,18.0,9.1,,356.0,84.6,,,38.0,,,,,-14.0,-22.9,,324.0,52.6,,,,,,,True,True,,False,False,,
08101,430,441.0,444.4,,,,699.0,118.3,311.5,215.9,710.6,,,11.0,14.4,,,,269.0,-311.7,-118.5,-214.1,280.6,,,False,,,,False,False,False,False,False,,
08103,7,28.0,,,,,0.0,0.8,,1.7,,,,21.0,,,,,-7.0,-6.2,,-5.3,,,,,,,,True,True,,True,,,
08105,6,21.0,,,,,20.0,9.6,,32.8,38.6,,,15.0,,,,,14.0,3.6,,26.8,32.6,,,,,,,True,True,,False,False,,
08107,36,35.0,,,,,18.0,0.9,54.5,47.7,101.0,,,-1.0,,,,,-18.0,-35.1,18.5,11.7,65.0,,,,,,,False,False,False,False,False,,
08109,5,0.0,,,,,6.0,10.5,1.6,2.1,32.1,,,-5.0,,,,,1.0,5.5,-3.4,-2.9,27.1,,,,,,,True,False,True,True,False,,
08111,4,0.0,,,,,0.0,0.0,,0.0,0.2,,,-4.0,,,,,-4.0,-4.0,,-4.0,-3.8,,,,,,,False,True,,False,True,,
08113,6,35.0,,,,,1.0,6.5,,32.7,30.1,,,29.0,,,,,-5.0,0.5,,26.7,24.1,,,,,,,True,True,,True,True,,
08115,4,0.0,,,,,0.0,,,0.0,,,,-4.0,,,,,-4.0,,,-4.0,,,,,,,,False,,,False,,,
08117,136,119.0,,,,,53.0,3.5,40.8,36.2,67.6,,,-17.0,,,,,-83.0,-132.5,-95.2,-99.8,-68.4,,,,,,,False,False,False,False,False,,
08119,34,154.0,,,,,42.0,10.7,105.7,13.1,131.2,,,120.0,,,,,8.0,-23.3,71.7,-20.9,97.2,,,,,,,True,True,True,True,True,,
08121,19,21.0,,,,,2.0,2.1,,26.9,21.7,,,2.0,,,,,-17.0,-16.9,,7.9,2.7,,,,,,,False,False,,False,False,,
