,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19027,374,390.0,910.0,,,,169.0,122.0,,489.9,220.5,,265.6,210.7,,168.0,16.0,536.0,,,,-205.0,-252.0,,115.9,-153.5,,-108.4,-163.3,,-206.0,False,,,,False,False,,False,False,,False,False,,False
19029,103,0.0,4.0,,,,61.0,87.8,,21.4,58.9,,0.5,22.4,,0.0,-103.0,-99.0,,,,-42.0,-15.2,,-81.6,-44.1,,-102.5,-80.6,,-103.0,True,,,,True,True,,True,True,,True,True,,False
19031,129,35.0,27.0,,,,73.0,55.0,,7.7,70.4,,1.4,35.1,,32.0,-94.0,-102.0,,,,-56.0,-74.0,,-121.3,-58.6,,-127.5,-93.9,,-97.0,False,,,,True,True,,False,True,,False,True,,False
19033,289,535.0,530.0,,,,532.0,224.0,,429.1,117.8,,44.4,401.6,,574.0,246.0,241.0,,,,243.0,-65.0,,140.1,-171.2,,-244.6,112.6,,285.0,True,,,,True,True,,True,True,,True,True,,False
19035,184,0.0,55.0,,,,65.0,41.8,,36.0,43.7,,30.4,12.7,,0.0,-184.0,-129.0,,,,-119.0,-142.2,,-148.0,-140.3,,-153.6,-171.3,,-184.0,True,,,,True,True,,True,True,,True,True,,False
19037,186,105.0,178.0,,,,79.0,76.3,,110.6,121.7,,58.8,112.1,,69.0,-81.0,-8.0,,,,-107.0,-109.7,,-75.4,-64.3,,-127.2,-73.9,,-117.0,True,,,,False,False,,True,True,,False,True,,False
19039,40,105.0,70.0,,,,71.0,27.7,,21.4,26.9,,12.2,86.2,,96.0,65.0,30.0,,,,31.0,-12.3,,-18.6,-13.1,,-27.8,46.2,,56.0,True,,,,True,True,,True,True,,True,True,,True
19041,134,35.0,50.0,,,,140.0,49.8,,2.2,73.0,,3.6,47.6,,8.0,-99.0,-84.0,,,,6.0,-84.2,,-131.8,-61.0,,-130.4,-86.4,,-126.0,True,,,,True,True,,False,True,,False,True,,False
19043,106,135.0,256.0,,,,66.0,136.2,,15.2,39.6,,45.6,63.8,,81.0,29.0,150.0,,,,-40.0,30.2,,-90.8,-66.4,,-60.4,-42.2,,-25.0,False,,,,False,False,,False,False,,False,False,,True
19045,388,790.0,1029.0,,,,231.0,555.7,,887.1,246.1,,334.0,1159.8,,377.0,402.0,641.0,,,,-157.0,167.7,,499.1,-141.9,,-54.0,771.8,,-11.0,False,,,,True,True,,False,True,,True,False,,True
19047,322,230.0,366.0,,,,149.0,59.7,,68.8,4.4,,241.8,100.8,,3.0,-92.0,44.0,,,,-173.0,-262.3,,-253.2,-317.6,,-80.2,-221.2,,-319.0,True,,,,False,False,,False,False,,True,False,,False
19049,567,1295.0,1227.0,,,,868.0,264.0,,1090.7,340.6,,666.5,863.6,,898.0,728.0,660.0,,,,301.0,-303.0,,523.7,-226.4,,99.5,296.6,,331.0,True,,,,True,True,,True,True,,True,True,,True
19051,63,0.0,41.0,,,,55.0,36.2,,21.0,,,3.6,9.9,,0.0,-63.0,-22.0,,,,-8.0,-26.8,,-42.0,,,-59.4,-53.1,,-63.0,True,,,,True,True,,True,,,True,True,,False
19053,33,55.0,,,,,30.0,21.2,,8.2,,,19.2,34.5,,74.0,22.0,,,,,-3.0,-11.8,,-24.8,,,-13.8,1.5,,41.0,,,,,True,True,,False,,,True,True,,False
19055,290,235.0,412.0,,,,100.0,156.6,,191.7,183.3,,251.2,296.2,,178.0,-55.0,122.0,,,,-190.0,-133.4,,-98.3,-106.7,,-38.8,6.2,,-112.0,False,,,,False,False,,False,False,,True,True,,False
19057,342,690.0,712.0,,,,488.0,356.9,,454.7,509.2,,279.9,547.0,,289.0,348.0,370.0,,,,146.0,14.9,,112.7,167.2,,-62.1,205.0,,-53.0,False,,,,True,True,,True,True,,True,True,,True
19059,223,0.0,35.0,,,,109.0,40.5,,79.6,37.1,,25.1,30.5,,0.0,-223.0,-188.0,,,,-114.0,-182.5,,-143.4,-185.9,,-197.9,-192.5,,-223.0,True,,,,True,True,,True,True,,True,True,,False
19061,1680,585.0,505.0,,,,499.0,544.2,,470.9,335.7,,34.0,648.7,,414.0,-1095.0,-1175.0,,,,-1181.0,-1135.8,,-1209.1,-1344.3,,-1646.0,-1031.3,,-1266.0,False,,,,False,False,,False,False,,False,True,,False
19063,78,40.0,30.0,,,,74.0,40.7,,9.2,0.0,,4.0,69.8,,17.0,-38.0,-48.0,,,,-4.0,-37.3,,-68.8,-78.0,,-74.0,-8.2,,-61.0,False,,,,True,True,,False,False,,False,True,,False
19065,113,75.0,128.0,,,,121.0,120.9,,12.9,123.9,,17.6,59.2,,36.0,-38.0,15.0,,,,8.0,7.9,,-100.1,10.9,,-95.4,-53.8,,-77.0,True,,,,True,True,,False,True,,False,False,,False
19067,163,150.0,46.0,,,,135.0,107.3,,78.0,51.8,,0.4,154.6,,198.0,-13.0,-117.0,,,,-28.0,-55.7,,-85.0,-111.2,,-162.6,-8.4,,35.0,False,,,,False,False,,False,False,,False,True,,False
19069,62,100.0,47.0,,,,90.0,48.1,,37.0,0.0,,19.6,131.9,,70.0,38.0,-15.0,,,,28.0,-13.9,,-25.0,-62.0,,-42.4,69.9,,8.0,True,,,,True,True,,True,False,,False,False,,True
19071,84,20.0,10.0,,,,28.0,31.3,,6.9,,,1.1,12.1,,33.0,-64.0,-74.0,,,,-56.0,-52.7,,-77.1,,,-82.9,-71.9,,-51.0,False,,,,True,True,,False,,,False,False,,True
19073,73,40.0,59.0,,,,34.0,22.6,,11.1,,,14.7,22.5,,67.0,-33.0,-14.0,,,,-39.0,-50.4,,-61.9,,,-58.3,-50.5,,-6.0,True,,,,False,False,,False,,,False,False,,True
19075,113,80.0,135.0,,,,93.0,82.6,,23.3,87.1,,20.1,42.4,,41.0,-33.0,22.0,,,,-20.0,-30.4,,-89.7,-25.9,,-92.9,-70.6,,-72.0,True,,,,True,True,,False,True,,False,False,,False
19077,119,65.0,32.0,,,,55.0,57.8,,18.7,57.1,,21.4,32.4,,39.0,-54.0,-87.0,,,,-64.0,-61.2,,-100.3,-61.9,,-97.6,-86.6,,-80.0,False,,,,False,False,,False,False,,False,False,,False
19079,63,165.0,14.0,,,,136.0,20.6,,15.3,52.0,,7.8,86.9,,384.0,102.0,-49.0,,,,73.0,-42.4,,-47.7,-11.0,,-55.2,23.9,,321.0,True,,,,True,True,,True,True,,True,True,,False
19081,92,0.0,32.0,,,,61.0,36.0,,53.2,34.2,,7.7,25.4,,0.0,-92.0,-60.0,,,,-31.0,-56.0,,-38.8,-57.8,,-84.3,-66.6,,-92.0,True,,,,True,True,,True,True,,True,True,,False
19083,101,85.0,38.0,,,,144.0,103.6,,28.4,97.5,,40.5,57.4,,52.0,-16.0,-63.0,,,,43.0,2.6,,-72.6,-3.5,,-60.5,-43.6,,-49.0,False,,,,False,True,,False,True,,False,False,,False
19085,164,60.0,71.0,,,,80.0,52.6,,14.7,103.8,,37.1,47.0,,43.0,-104.0,-93.0,,,,-84.0,-111.4,,-149.3,-60.2,,-126.9,-117.0,,-121.0,True,,,,True,False,,False,True,,False,False,,False
19087,560,370.0,599.0,,,,187.0,125.5,,192.0,105.5,,195.1,299.2,,224.0,-190.0,39.0,,,,-373.0,-434.5,,-368.0,-454.5,,-364.9,-260.8,,-336.0,True,,,,False,False,,False,False,,False,False,,False
19089,67,230.0,292.0,,,,51.0,53.0,,49.3,41.8,,155.3,132.1,,113.0,163.0,225.0,,,,-16.0,-14.0,,-17.7,-25.2,,88.3,65.1,,46.0,False,,,,True,True,,True,True,,True,True,,True
19091,50,275.0,5.0,,,,67.0,19.3,,282.5,44.3,,8.6,161.1,,298.0,225.0,-45.0,,,,17.0,-30.7,,232.5,-5.7,,-41.4,111.1,,248.0,True,,,,True,True,,False,True,,True,True,,False
19093,106,20.0,0.0,,,,49.0,18.2,,2.6,,,9.6,16.1,,75.0,-86.0,-106.0,,,,-57.0,-87.8,,-103.4,,,-96.4,-89.9,,-31.0,False,,,,True,False,,False,,,False,False,,True
19095,138,15.0,35.0,,,,104.0,55.6,,4.5,91.8,,16.9,32.6,,26.0,-123.0,-103.0,,,,-34.0,-82.4,,-133.5,-46.2,,-121.1,-105.4,,-112.0,True,,,,True,True,,False,True,,True,True,,True
19097,199,105.0,97.0,,,,83.0,111.4,,85.1,118.9,,55.2,153.4,,156.0,-94.0,-102.0,,,,-116.0,-87.6,,-113.9,-80.1,,-143.8,-45.6,,-43.0,False,,,,False,True,,False,True,,False,True,,True
19099,332,285.0,409.0,,,,253.0,179.8,,235.3,74.6,,965.6,247.3,,391.0,-47.0,77.0,,,,-79.0,-152.2,,-96.7,-257.4,,633.6,-84.7,,59.0,False,,,,False,False,,False,False,,False,False,,False
19101,34,70.0,104.0,,,,161.0,70.8,,15.4,57.3,,30.5,44.0,,83.0,36.0,70.0,,,,127.0,36.8,,-18.6,23.3,,-3.5,10.0,,49.0,False,,,,False,False,,True,True,,True,True,,False
19103,1615,5950.0,25077.0,,,,1103.0,939.0,,14939.4,1495.6,,8191.4,5572.9,,2338.0,4335.0,23462.0,,,,-512.0,-676.0,,13324.4,-119.4,,6576.4,3957.9,,723.0,False,,,,True,True,,False,True,,False,True,,True
19105,143,90.0,126.0,,,,110.0,95.7,,15.6,74.0,,49.5,63.8,,124.0,-53.0,-17.0,,,,-33.0,-47.3,,-127.4,-69.0,,-93.5,-79.2,,-19.0,True,,,,True,True,,False,False,,False,False,,True
19107,67,65.0,125.0,,,,72.0,44.1,,5.8,,,13.2,45.9,,87.0,-2.0,58.0,,,,5.0,-22.9,,-61.2,,,-53.8,-21.1,,20.0,False,,,,False,False,,False,,,False,False,,False
19109,193,45.0,35.0,,,,98.0,66.5,,9.0,112.9,,13.6,41.8,,32.0,-148.0,-158.0,,,,-95.0,-126.5,,-184.0,-80.1,,-179.4,-151.2,,-161.0,False,,,,True,True,,False,True,,False,False,,False
19111,299,740.0,1436.0,,,,233.0,351.0,,1233.4,220.9,,0.0,670.7,,421.0,441.0,1137.0,,,,-66.0,52.0,,934.4,-78.1,,-299.0,371.7,,122.0,False,,,,True,True,,False,True,,True,True,,True
19113,1420,1115.0,1945.0,,,,1133.0,1435.4,,1226.1,938.6,,816.8,932.6,,954.0,-305.0,525.0,,,,-287.0,15.4,,-193.9,-481.4,,-603.2,-487.4,,-466.0,False,,,,True,True,,True,False,,False,False,,False
19115,50,75.0,0.0,,,,63.0,13.2,,12.5,1.7,,5.2,41.5,,58.0,25.0,-50.0,,,,13.0,-36.8,,-37.5,-48.3,,-44.8,-8.5,,8.0,False,,,,True,False,,False,False,,False,True,,True
19117,68,70.0,4.0,,,,49.0,49.6,,13.9,,,10.6,85.5,,89.0,2.0,-64.0,,,,-19.0,-18.4,,-54.1,,,-57.4,17.5,,21.0,False,,,,False,False,,False,,,False,False,,False
19119,275,55.0,38.0,,,,55.0,54.5,,11.6,70.7,,30.0,30.2,,102.0,-220.0,-237.0,,,,-220.0,-220.5,,-263.4,-204.3,,-245.0,-244.8,,-173.0,False,,,,False,False,,False,True,,False,False,,True
19121,100,85.0,35.0,,,,95.0,112.8,,16.3,115.4,,35.4,55.4,,79.0,-15.0,-65.0,,,,-5.0,12.8,,-83.7,15.4,,-64.7,-44.6,,-21.0,False,,,,True,True,,False,False,,False,False,,False
19123,237,275.0,575.0,,,,148.0,68.7,,34.1,46.1,,0.0,130.2,,336.0,38.0,338.0,,,,-89.0,-168.3,,-202.9,-190.9,,-237.0,-106.8,,99.0,False,,,,False,False,,False,False,,False,False,,False
19125,334,870.0,2434.0,,,,216.0,321.1,,1133.4,339.9,,344.7,435.2,,512.0,536.0,2100.0,,,,-118.0,-12.9,,799.4,5.9,,10.7,101.2,,178.0,False,,,,True,True,,False,True,,True,True,,True
19127,194,335.0,417.0,,,,417.0,203.7,,116.1,24.8,,176.7,357.9,,114.0,141.0,223.0,,,,223.0,9.7,,-77.9,-169.2,,-17.3,163.9,,-80.0,False,,,,False,True,,True,False,,True,False,,True
19129,94,60.0,102.0,,,,108.0,92.8,,13.8,145.8,,21.1,76.1,,35.0,-34.0,8.0,,,,14.0,-1.2,,-80.2,51.8,,-72.9,-17.9,,-59.0,True,,,,True,True,,False,False,,False,True,,False
19131,99,70.0,115.0,,,,60.0,35.2,,70.8,12.6,,0.0,55.8,,148.0,-29.0,16.0,,,,-39.0,-63.8,,-28.2,-86.4,,-99.0,-43.2,,49.0,True,,,,False,False,,True,False,,False,False,,False
19133,68,25.0,0.0,,,,50.0,19.8,,1.3,38.4,,10.1,14.1,,14.0,-43.0,-68.0,,,,-18.0,-48.2,,-66.7,-29.6,,-57.9,-53.9,,-54.0,False,,,,True,False,,False,True,,False,False,,False
19135,62,55.0,74.0,,,,45.0,35.1,,21.6,54.7,,18.9,33.7,,32.0,-7.0,12.0,,,,-17.0,-26.9,,-40.4,-7.3,,-43.1,-28.3,,-30.0,False,,,,False,False,,False,False,,False,False,,False
19137,36,35.0,29.0,,,,45.0,44.0,,7.8,,,15.3,22.6,,48.0,-1.0,-7.0,,,,9.0,8.0,,-28.2,,,-20.7,-13.4,,12.0,False,,,,False,False,,False,,,False,False,,False
19139,210,155.0,157.0,,,,244.0,185.5,,69.6,16.9,,46.1,153.9,,73.0,-55.0,-53.0,,,,34.0,-24.5,,-140.4,-193.1,,-163.9,-56.1,,-137.0,True,,,,True,True,,False,False,,False,False,,False
19141,260,155.0,190.0,,,,103.0,65.7,,141.6,73.1,,185.2,119.9,,147.0,-105.0,-70.0,,,,-157.0,-194.3,,-118.4,-186.9,,-74.8,-140.1,,-113.0,True,,,,False,False,,False,False,,True,False,,False
19143,87,30.0,4.0,,,,29.0,21.8,,17.1,,,10.3,17.4,,58.0,-57.0,-83.0,,,,-58.0,-65.2,,-69.9,,,-76.7,-69.6,,-29.0,False,,,,False,False,,False,,,False,False,,True
19145,136,20.0,20.0,,,,94.0,59.3,,5.9,48.0,,7.9,51.5,,17.0,-116.0,-116.0,,,,-42.0,-76.7,,-130.1,-88.0,,-128.1,-84.5,,-119.0,False,,,,True,True,,False,True,,False,True,,False
19147,120,35.0,32.0,,,,59.0,44.1,,10.3,60.4,,17.1,46.3,,40.0,-85.0,-88.0,,,,-61.0,-75.9,,-109.7,-59.6,,-102.9,-73.7,,-80.0,False,,,,True,True,,False,True,,False,True,,True
19149,544,515.0,1115.0,,,,150.0,122.2,,261.8,139.4,,127.0,432.8,,180.0,-29.0,571.0,,,,-394.0,-421.8,,-282.2,-404.6,,-417.0,-111.2,,-364.0,False,,,,False,False,,False,False,,False,False,,False
19151,73,0.0,0.0,,,,27.0,12.8,,26.2,0.0,,8.0,8.1,,0.0,-73.0,-73.0,,,,-46.0,-60.2,,-46.8,-73.0,,-65.0,-64.9,,-73.0,False,,,,True,True,,True,True,,True,True,,False
19153,3271,7630.0,7603.0,,,,5440.0,2113.0,,4135.6,2545.7,,3529.6,6100.8,,4384.0,4359.0,4332.0,,,,2169.0,-1158.0,,864.6,-725.3,,258.6,2829.8,,1113.0,True,,,,True,True,,True,True,,True,True,,True
19155,716,510.0,760.0,,,,574.0,309.6,,183.6,238.9,,262.7,422.3,,416.0,-206.0,44.0,,,,-142.0,-406.4,,-532.4,-477.1,,-453.3,-293.7,,-300.0,True,,,,True,False,,False,False,,False,False,,False
19157,170,30.0,6.0,,,,125.0,76.4,,7.5,91.0,,1.1,77.2,,10.0,-140.0,-164.0,,,,-45.0,-93.6,,-162.5,-79.0,,-168.9,-92.8,,-160.0,False,,,,True,True,,False,True,,False,True,,False
19159,26,15.0,0.0,,,,14.0,11.8,,5.7,,,18.5,12.2,,6.0,-11.0,-26.0,,,,-12.0,-14.2,,-20.3,,,-7.5,-13.8,,-20.0,False,,,,False,False,,False,,,True,False,,False
19161,173,70.0,42.0,,,,60.0,36.2,,21.2,28.0,,96.2,45.2,,60.0,-103.0,-131.0,,,,-113.0,-136.8,,-151.8,-145.0,,-76.8,-127.8,,-113.0,False,,,,False,False,,False,False,,True,False,,False
19163,1118,940.0,953.0,,,,1061.0,1105.8,,1047.8,481.0,,907.9,718.1,,831.0,-178.0,-165.0,,,,-57.0,-12.2,,-70.2,-637.0,,-210.1,-399.9,,-287.0,True,,,,True,True,,True,False,,False,False,,False
19165,71,45.0,58.0,,,,67.0,44.2,,10.1,53.1,,53.1,33.6,,16.0,-26.0,-13.0,,,,-4.0,-26.8,,-60.9,-17.9,,-17.9,-37.4,,-55.0,True,,,,True,False,,False,True,,True,False,,False
19167,976,605.0,969.0,,,,253.0,168.5,,290.8,180.5,,301.8,401.0,,288.0,-371.0,-7.0,,,,-723.0,-807.5,,-685.2,-795.5,,-674.2,-575.0,,-688.0,True,,,,False,False,,False,False,,False,False,,False
19169,1213,3870.0,10289.0,,,,1216.0,498.5,,6342.1,912.9,,7628.1,1979.8,,1386.0,2657.0,9076.0,,,,3.0,-714.5,,5129.1,-300.1,,6415.1,766.8,,173.0,False,,,,True,True,,False,True,,False,True,,True
19171,172,185.0,158.0,,,,107.0,72.2,,50.9,22.0,,223.0,136.3,,78.0,13.0,-14.0,,,,-65.0,-99.8,,-121.1,-150.0,,51.0,-35.7,,-94.0,False,,,,False,False,,False,False,,False,False,,False
19173,54,25.0,0.0,,,,28.0,18.5,,4.7,27.3,,10.5,23.6,,26.0,-29.0,-54.0,,,,-26.0,-35.5,,-49.3,-26.7,,-43.5,-30.4,,-28.0,False,,,,True,False,,False,True,,False,False,,True
19175,61,15.0,0.0,,,,63.0,40.7,,24.0,,,20.5,33.3,,5.0,-46.0,-61.0,,,,2.0,-20.3,,-37.0,,,-40.5,-27.7,,-56.0,False,,,,True,True,,True,,,True,True,,False
19177,27,275.0,26.0,,,,50.0,25.0,,227.6,0.8,,10.5,182.5,,143.0,248.0,-1.0,,,,23.0,-2.0,,200.6,-26.2,,-16.5,155.5,,116.0,True,,,,True,True,,True,True,,True,True,,True
19179,303,355.0,550.0,,,,339.0,230.4,,84.1,3.2,,158.2,325.8,,215.0,52.0,247.0,,,,36.0,-72.6,,-218.9,-299.8,,-144.8,22.8,,-88.0,False,,,,True,False,,False,False,,False,True,,False
19181,229,585.0,617.0,,,,370.0,237.3,,276.7,360.1,,436.8,341.4,,673.0,356.0,388.0,,,,141.0,8.3,,47.7,131.1,,207.8,112.4,,444.0,False,,,,True,True,,True,True,,True,True,,False
19183,179,95.0,56.0,,,,128.0,63.6,,17.2,45.7,,38.3,76.0,,112.0,-84.0,-123.0,,,,-51.0,-115.4,,-161.8,-133.3,,-140.7,-103.0,,-67.0,False,,,,True,False,,False,False,,False,False,,True
19185,54,15.0,0.0,,,,20.0,27.0,,19.7,,,21.2,35.7,,7.0,-39.0,-54.0,,,,-34.0,-27.0,,-34.3,,,-32.8,-18.3,,-47.0,False,,,,True,True,,True,,,True,True,,False
19187,386,1565.0,79.0,,,,434.0,24.8,,758.8,144.4,,121.9,994.8,,727.0,1179.0,-307.0,,,,48.0,-361.2,,372.8,-241.6,,-264.1,608.8,,341.0,True,,,,True,True,,True,True,,True,True,,True
19189,180,80.0,109.0,,,,61.0,75.1,,30.4,22.8,,68.1,87.4,,41.0,-100.0,-71.0,,,,-119.0,-104.9,,-149.6,-157.2,,-111.9,-92.6,,-139.0,True,,,,False,False,,False,False,,False,True,,False
19191,139,245.0,614.0,,,,101.0,141.5,,51.1,42.5,,164.8,148.0,,118.0,106.0,475.0,,,,-38.0,2.5,,-87.9,-96.5,,25.8,9.0,,-21.0,False,,,,True,True,,True,True,,True,True,,True
19193,1813,800.0,1828.0,,,,714.0,287.4,,335.0,20.3,,384.0,887.8,,405.0,-1013.0,15.0,,,,-1099.0,-1525.6,,-1478.0,-1792.7,,-1429.0,-925.2,,-1408.0,True,,,,False,False,,False,False,,False,True,,False
19195,37,20.0,0.0,,,,50.0,35.0,,20.4,,,8.5,22.0,,20.0,-17.0,-37.0,,,,13.0,-2.0,,-16.6,,,-28.5,-15.0,,-17.0,False,,,,True,True,,True,,,False,True,,False
19197,94,120.0,32.0,,,,116.0,35.1,,22.4,2.7,,5.7,167.0,,62.0,26.0,-62.0,,,,22.0,-58.9,,-71.6,-91.3,,-88.3,73.0,,-32.0,False,,,,True,False,,False,False,,False,False,,False
20001,25,0.0,0.0,,,,17.0,11.9,,,,,0.7,,,0.0,-25.0,-25.0,,,,-8.0,-13.1,,,,,-24.3,,,-25.0,False,,,,True,True,,,,,True,,,False
20003,44,0.0,0.0,,,,24.0,10.9,,2.0,,,0.0,10.1,,0.0,-44.0,-44.0,,,,-20.0,-33.1,,-42.0,,,-44.0,-33.9,,-44.0,False,,,,True,True,,True,,,False,True,,False
20005,147,310.0,660.0,,,,98.0,58.6,,3.7,15.7,,54.2,140.8,,357.0,163.0,513.0,,,,-49.0,-88.4,,-143.3,-131.3,,-92.8,-6.2,,210.0,False,,,,True,True,,True,True,,True,True,,False
20007,8,0.0,0.0,,,,6.0,1.3,,0.0,,,0.5,0.4,,0.0,-8.0,-8.0,,,,-2.0,-6.7,,-8.0,,,-7.5,-7.6,,-8.0,False,,,,True,True,,True,,,True,True,,False
20009,269,285.0,433.0,,,,129.0,220.2,,38.3,86.0,,22.8,479.3,,180.0,16.0,164.0,,,,-140.0,-48.8,,-230.7,-183.0,,-246.2,210.3,,-89.0,False,,,,False,False,,False,False,,False,False,,False
20011,79,0.0,0.0,,,,61.0,48.3,,9.7,,,8.6,18.1,,0.0,-79.0,-79.0,,,,-18.0,-30.7,,-69.3,,,-70.4,-60.9,,-79.0,False,,,,True,True,,True,,,True,True,,False
20013,56,65.0,80.0,,,,48.0,53.3,,4.4,,,11.6,95.3,,71.0,9.0,24.0,,,,-8.0,-2.7,,-51.6,,,-44.4,39.3,,15.0,False,,,,True,True,,False,,,False,False,,False
20015,187,95.0,29.0,,,,459.0,481.5,,4.9,394.3,,5.6,164.2,,35.0,-92.0,-158.0,,,,272.0,294.5,,-182.1,207.3,,-181.4,-22.8,,-152.0,False,,,,False,False,,False,False,,False,True,,False
20017,17,35.0,0.0,,,,6.0,8.4,,2.1,,,0.9,,,6.0,18.0,-17.0,,,,-11.0,-8.6,,-14.9,,,-16.1,,,-11.0,True,,,,True,True,,True,,,True,,,True
20019,9,5.0,0.0,,,,5.0,1.3,,0.1,,,0.2,5.9,,3.0,-4.0,-9.0,,,,-4.0,-7.7,,-8.9,,,-8.8,-3.1,,-6.0,False,,,,False,False,,False,,,False,True,,False
20021,294,210.0,197.0,,,,131.0,116.4,,68.9,145.2,,0.0,322.9,,115.0,-84.0,-97.0,,,,-163.0,-177.6,,-225.1,-148.8,,-294.0,28.9,,-179.0,False,,,,False,False,,False,False,,False,True,,False
20023,66,5.0,0.0,,,,5.0,5.4,,0.1,,,0.0,2.8,,2.0,-61.0,-66.0,,,,-61.0,-60.6,,-65.9,,,-66.0,-63.2,,-64.0,False,,,,False,True,,False,,,False,False,,False
20025,7,5.0,0.0,,,,9.0,2.2,,1.8,,,0.1,5.4,,3.0,-2.0,-7.0,,,,2.0,-4.8,,-5.2,,,-6.9,-1.6,,-4.0,False,,,,False,False,,False,,,False,True,,False
20027,33,35.0,37.0,,,,22.0,25.8,,1.4,,,0.8,20.5,,58.0,2.0,4.0,,,,-11.0,-7.2,,-31.6,,,-32.1,-12.5,,25.0,False,,,,False,False,,False,,,False,False,,False
20029,20,45.0,30.0,,,,22.0,26.7,,2.9,,,6.1,33.4,,57.0,25.0,10.0,,,,2.0,6.7,,-17.1,,,-13.9,13.4,,37.0,True,,,,True,True,,True,,,True,True,,False
20031,50,30.0,,,,,27.0,13.6,,2.6,,,14.9,16.5,,43.0,-20.0,,,,,-23.0,-36.4,,-47.4,,,-35.1,-33.5,,-7.0,,,,,False,False,,False,,,False,False,,True
20033,7,0.0,0.0,,,,1.0,1.3,,0.1,,,0.0,2.0,,0.0,-7.0,-7.0,,,,-6.0,-5.7,,-6.9,,,-7.0,-5.0,,-7.0,False,,,,True,True,,True,,,False,True,,False
20035,137,135.0,216.0,,,,217.0,243.5,,29.0,127.4,,43.5,243.9,,115.0,-2.0,79.0,,,,80.0,106.5,,-108.0,-9.6,,-93.5,106.9,,-22.0,False,,,,False,False,,False,False,,False,False,,False
20037,613,525.0,1756.0,,,,283.0,181.0,,498.1,71.9,,2019.5,369.5,,893.0,-88.0,1143.0,,,,-330.0,-432.0,,-114.9,-541.1,,1406.5,-243.5,,280.0,False,,,,False,False,,False,False,,False,False,,False
20039,22,0.0,0.0,,,,5.0,0.8,,,,,0.0,0.4,,0.0,-22.0,-22.0,,,,-17.0,-21.2,,,,,-22.0,-21.6,,-22.0,False,,,,True,True,,,,,False,True,,False
20041,150,60.0,109.0,,,,51.0,87.2,,7.5,,,23.6,67.7,,99.0,-90.0,-41.0,,,,-99.0,-62.8,,-142.5,,,-126.4,-82.3,,-51.0,True,,,,False,True,,False,,,False,True,,True
20043,55,50.0,55.0,,,,34.0,23.6,,3.7,,,1.4,29.3,,35.0,-5.0,0.0,,,,-21.0,-31.4,,-51.3,,,-53.6,-25.7,,-20.0,True,,,,False,False,,False,,,False,False,,False
20045,1108,2070.0,7952.0,,,,1232.0,727.6,,1630.6,1062.0,,220.6,1023.6,,1997.0,962.0,6844.0,,,,124.0,-380.4,,522.6,-46.0,,-887.4,-84.4,,889.0,False,,,,True,True,,True,True,,True,True,,True
20047,28,65.0,30.0,,,,4.0,8.4,,0.7,,,14.8,,,71.0,37.0,2.0,,,,-24.0,-19.6,,-27.3,,,-13.2,,,43.0,True,,,,True,True,,True,,,True,,,False
20049,0,0.0,0.0,,,,0.0,1.8,,,,,0.0,,,0.0,0.0,0.0,,,,0.0,1.8,,,,,0.0,,,0.0,True,,,,True,False,,,,,True,,,True
20051,751,805.0,4577.0,,,,188.0,173.2,,389.9,45.5,,151.8,386.4,,560.0,54.0,3826.0,,,,-563.0,-577.8,,-361.1,-705.5,,-599.2,-364.6,,-191.0,False,,,,False,False,,False,False,,False,False,,False
20053,38,5.0,0.0,,,,16.0,4.2,,0.5,,,0.9,6.1,,6.0,-33.0,-38.0,,,,-22.0,-33.8,,-37.5,,,-37.1,-31.9,,-32.0,False,,,,True,False,,False,,,False,True,,True
20055,383,165.0,206.0,,,,433.0,135.0,,5.0,6.0,,19.8,48.0,,0.0,-218.0,-177.0,,,,50.0,-248.0,,-378.0,-377.0,,-363.2,-335.0,,-383.0,True,,,,True,False,,False,False,,False,False,,False
20057,550,535.0,211.0,,,,480.0,107.4,,29.9,4.9,,89.4,210.0,,0.0,-15.0,-339.0,,,,-70.0,-442.6,,-520.1,-545.1,,-460.6,-340.0,,-550.0,False,,,,False,False,,False,False,,False,False,,False
