,count,mean,median,std,min,25%,75%,max
CEID-Walk,3141,179.1,49.4,544.0,0.0,16.3,141.0,14294.1
LNQ-ens1,3141,184.8,51.4,531.0,0.0,17.0,146.7,11283.2
COVIDhub-baseline,3141,188.3,51.0,615.9,0.0,16.0,140.0,11588.0
COVIDhub-ensemble,3141,192.8,53.0,610.2,0.0,17.0,152.0,20498.0
JHU_IDD-CovidSP,3139,198.8,54.8,641.7,0.0,17.0,160.1,22862.5
IowaStateLW-STEM,3103,209.3,45.0,1176.4,0.0,15.0,140.0,43009.0
UCLA-SuEIR,2906,217.4,55.3,909.1,0.0,17.9,153.8,32030.3
JHUAPL-Bucky,3141,229.5,55.3,795.2,0.0,17.8,168.3,25182.8
OliverWyman-Navigator,2671,236.9,67.6,769.2,0.0,21.0,190.0,29057.0
USC-SI_kJalpha,2784,238.2,64.0,852.8,0.0,21.0,175.0,18817.0
LANL-GrowthRate,2951,242.7,84.5,661.7,0.0,30.5,214.8,14514.8
PandemicCentral-USCounty,3085,273.7,81.6,809.5,0.0,25.0,236.0,26911.0
MITCovAlliance-SIR,2237,298.7,69.5,1143.5,0.0,22.4,208.4,36026.6
UVA-Ensemble,2781,305.8,58.0,1789.6,0.0,17.3,169.5,82272.5
RobertWalraven-ESG,3141,309.0,79.6,933.9,0.0,25.9,231.3,19958.3
CU-select,3096,311.6,69.0,1003.3,0.0,22.0,202.0,23462.0
Yu_Group-CLEP,3139,400.1,74.2,1333.8,0.0,24.9,237.8,27631.2
