,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,IHME-CurveFit,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-IHME-CurveFit,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-IHME-CurveFit,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
45065,130,104.0,,,,181.9,,32.0,-26.0,,,,51.9,,-98.0,,,,False,,False
45067,376,288.0,,,,106.2,,109.0,-88.0,,,,-269.8,,-267.0,,,,False,,False
45069,476,480.0,,,,249.2,,425.0,4.0,,,,-226.8,,-51.0,,,,False,,False
45071,535,648.0,,,,445.1,,217.0,113.0,,,,-89.9,,-318.0,,,,True,,False
45073,1073,616.0,2073.6,,,310.7,,418.0,-457.0,1000.6,,,-762.3,,-655.0,False,,,False,,False
45075,767,1848.0,4421.4,,,1080.9,,509.0,1081.0,3654.4,,,313.9,,-258.0,False,,,True,,True
45077,1454,1064.0,1820.0,,,410.1,,570.0,-390.0,366.0,,,-1043.9,,-884.0,True,,,False,,False
45079,6945,6728.0,9111.9,,,4364.4,,2854.0,-217.0,2166.9,,,-2580.6,,-4091.0,False,,,False,,False
45081,248,352.0,,,,353.1,,164.0,104.0,,,,105.1,,-84.0,,,,False,,True
45083,3104,2856.0,4738.6,,,4592.9,,1424.0,-248.0,1634.6,,,1488.9,,-1680.0,False,,,False,,False
45085,769,1808.0,3732.7,,,1089.5,,691.0,1039.0,2963.7,,,320.5,,-78.0,False,,,True,,True
45087,253,224.0,,,,805.3,,115.0,-29.0,,,,552.3,,-138.0,,,,False,,False
45089,357,736.0,,,,774.7,,220.0,379.0,,,,417.7,,-137.0,,,,False,,True
45091,2082,3176.0,8135.9,,,2157.3,,1669.0,1094.0,6053.9,,,75.3,,-413.0,False,,,True,,True
46003,30,8.0,,,,11.6,,2.0,-22.0,,,,-18.4,,-28.0,,,,True,,False
46005,250,32.0,,,,7.4,,14.0,-218.0,,,,-242.6,,-236.0,,,,False,,False
46007,69,8.0,,,,,,65.0,-61.0,,,,,,-4.0,,,,,,True
46009,96,0.0,,,,1.9,,0.0,-96.0,,,,-94.1,,-96.0,,,,True,,False
46011,700,120.0,,,,98.7,,655.0,-580.0,,,,-601.3,,-45.0,,,,False,,True
46013,890,240.0,,,,101.1,,274.0,-650.0,,,,-788.9,,-616.0,,,,False,,True
46015,101,40.0,,,,49.1,,62.0,-61.0,,,,-51.9,,-39.0,,,,True,,True
46017,42,16.0,,,,32.4,,0.0,-26.0,,,,-9.6,,-42.0,,,,True,,False
46019,110,32.0,,,,31.0,,39.0,-78.0,,,,-79.0,,-71.0,,,,False,,True
46021,35,8.0,,,,,,5.0,-27.0,,,,,,-30.0,,,,,,False
46023,107,16.0,,,,43.7,,140.0,-91.0,,,,-63.3,,33.0,,,,True,,True
46025,30,0.0,,,,0.3,,0.0,-30.0,,,,-29.7,,-30.0,,,,True,,False
46027,458,80.0,,,,48.6,,46.0,-378.0,,,,-409.4,,-412.0,,,,False,,False
46029,841,88.0,,,,20.2,,87.0,-753.0,,,,-820.8,,-754.0,,,,False,,False
46031,65,32.0,,,,55.7,,95.0,-33.0,,,,-9.3,,30.0,,,,True,,True
46033,164,104.0,,,,,,106.0,-60.0,,,,,,-58.0,,,,,,True
46035,304,56.0,,,,232.8,,24.0,-248.0,,,,-71.2,,-280.0,,,,True,,False
46037,74,16.0,,,,16.1,,140.0,-58.0,,,,-57.9,,66.0,,,,True,,False
46039,83,16.0,,,,17.1,,1.0,-67.0,,,,-65.9,,-82.0,,,,True,,False
46041,127,0.0,,,,,,0.0,-127.0,,,,,,-127.0,,,,,,False
46043,83,8.0,,,,,,60.0,-75.0,,,,,,-23.0,,,,,,True
46045,88,8.0,,,,,,3.0,-80.0,,,,,,-85.0,,,,,,False
46047,81,56.0,,,,24.6,,207.0,-25.0,,,,-56.4,,126.0,,,,False,,False
46049,51,0.0,,,,5.6,,0.0,-51.0,,,,-45.4,,-51.0,,,,True,,False
46051,146,56.0,,,,19.3,,219.0,-90.0,,,,-126.7,,73.0,,,,False,,True
46053,138,0.0,,,,1.5,,0.0,-138.0,,,,-136.5,,-138.0,,,,True,,False
46055,30,0.0,,,,,,45.0,-30.0,,,,,,15.0,,,,,,True
46057,90,32.0,,,,14.7,,283.0,-58.0,,,,-75.3,,193.0,,,,False,,False
46059,51,0.0,,,,0.3,,0.0,-51.0,,,,-50.7,,-51.0,,,,True,,False
46061,28,8.0,,,,,,1.0,-20.0,,,,,,-27.0,,,,,,False
46063,5,0.0,,,,,,,-5.0,,,,,,,,,,,,
46065,440,72.0,,,,32.2,,398.0,-368.0,,,,-407.8,,-42.0,,,,False,,True
46067,92,16.0,,,,39.1,,4.0,-76.0,,,,-52.9,,-88.0,,,,True,,False
46069,18,0.0,,,,,,0.0,-18.0,,,,,,-18.0,,,,,,False
46071,26,24.0,,,,12.6,,38.0,-2.0,,,,-13.4,,12.0,,,,False,,False
46073,60,0.0,,,,13.5,,0.0,-60.0,,,,-46.5,,-60.0,,,,True,,False
46075,16,0.0,,,,,,0.0,-16.0,,,,,,-16.0,,,,,,False
46077,50,16.0,,,,,,7.0,-34.0,,,,,,-43.0,,,,,,False
46079,124,96.0,,,,150.3,,34.0,-28.0,,,,26.3,,-90.0,,,,True,,False
46081,405,200.0,,,,129.6,,1220.0,-205.0,,,,-275.4,,815.0,,,,False,,False
46083,910,480.0,164.9,,,382.5,,254.0,-430.0,-745.1,,,-527.5,,-656.0,False,,,False,,False
46085,91,8.0,,,,26.9,,19.0,-83.0,,,,-64.1,,-72.0,,,,True,,True
46087,93,24.0,,,,29.1,,58.0,-69.0,,,,-63.9,,-35.0,,,,True,,True
46089,33,16.0,,,,13.3,,75.0,-17.0,,,,-19.7,,42.0,,,,False,,False
46091,38,8.0,,,,8.1,,2.0,-30.0,,,,-29.9,,-36.0,,,,True,,False
46093,520,160.0,,,,122.5,,764.0,-360.0,,,,-397.5,,244.0,,,,False,,True
46095,13,0.0,,,,,,0.0,-13.0,,,,,,-13.0,,,,,,False
46097,13,8.0,,,,,,1.0,-5.0,,,,,,-12.0,,,,,,False
46099,2733,1496.0,356.7,,,541.2,,1303.0,-1237.0,-2376.3,,,-2191.8,,-1430.0,False,,,False,,False
46101,79,16.0,,,,17.7,,8.0,-63.0,,,,-61.3,,-71.0,,,,True,,False
46102,181,64.0,,,,135.9,,83.0,-117.0,,,,-45.1,,-98.0,,,,True,,True
46103,1687,504.0,1548.0,,,353.7,,604.0,-1183.0,-139.0,,,-1333.3,,-1083.0,True,,,False,,True
46105,39,0.0,,,,3.8,,0.0,-39.0,,,,-35.2,,-39.0,,,,True,,False
46107,50,0.0,,,,,,0.0,-50.0,,,,,,-50.0,,,,,,False
46109,157,88.0,,,,44.4,,346.0,-69.0,,,,-112.6,,189.0,,,,False,,False
46111,28,0.0,,,,1.1,,0.0,-28.0,,,,-26.9,,-28.0,,,,True,,False
46115,126,40.0,,,,23.6,,91.0,-86.0,,,,-102.4,,-35.0,,,,False,,True
46117,34,0.0,,,,1.6,,0.0,-34.0,,,,-32.4,,-34.0,,,,True,,False
46119,11,16.0,,,,,,66.0,5.0,,,,,,55.0,,,,,,False
46121,84,24.0,,,,24.6,,377.0,-60.0,,,,-59.4,,293.0,,,,True,,False
46123,165,0.0,,,,0.1,,0.0,-165.0,,,,-164.9,,-165.0,,,,True,,False
46125,131,56.0,,,,60.4,,42.0,-75.0,,,,-70.6,,-89.0,,,,True,,False
46127,244,144.0,,,,63.8,,82.0,-100.0,,,,-180.2,,-162.0,,,,False,,False
46129,123,0.0,,,,5.1,,0.0,-123.0,,,,-117.9,,-123.0,,,,True,,False
46135,354,96.0,,,,47.8,,318.0,-258.0,,,,-306.2,,-36.0,,,,False,,True
46137,31,208.0,,,,86.5,,102.0,177.0,,,,55.5,,71.0,,,,True,,True
47001,590,744.0,1069.8,,,1080.1,,458.0,154.0,479.8,,,490.1,,-132.0,False,,,False,,True
47003,479,536.0,,,,482.0,,154.0,57.0,,,,3.0,,-325.0,,,,True,,False
47005,196,456.0,,,,392.8,,295.0,260.0,,,,196.8,,99.0,,,,True,,True
47007,175,272.0,,,,94.9,,3.0,97.0,,,,-80.1,,-172.0,,,,True,,False
47009,1381,1504.0,2876.7,,,1318.4,,952.0,123.0,1495.7,,,-62.6,,-429.0,False,,,True,,False
47011,1119,1776.0,4054.6,,,1131.3,,504.0,657.0,2935.6,,,12.3,,-615.0,False,,,True,,True
47013,246,352.0,,,,293.9,,378.0,106.0,,,,47.9,,132.0,,,,True,,False
47015,172,224.0,,,,111.7,,111.0,52.0,,,,-60.3,,-61.0,,,,False,,False
47017,678,640.0,,,,623.6,,381.0,-38.0,,,,-54.4,,-297.0,,,,False,,False
47019,698,840.0,781.4,,,1846.7,,515.0,142.0,83.4,,,1148.7,,-183.0,True,,,False,,False
47021,267,360.0,,,,438.2,,211.0,93.0,,,,171.2,,-56.0,,,,False,,True
47023,443,216.0,,,,49.4,,103.0,-227.0,,,,-393.6,,-340.0,,,,False,,False
47025,197,448.0,,,,171.2,,280.0,251.0,,,,-25.8,,83.0,,,,True,,True
47027,175,112.0,,,,103.0,,74.0,-63.0,,,,-72.0,,-101.0,,,,False,,False
47029,322,576.0,,,,231.3,,264.0,254.0,,,,-90.7,,-58.0,,,,True,,True
47031,825,1016.0,769.7,,,883.9,,658.0,191.0,-55.3,,,58.9,,-167.0,True,,,True,,True
47033,316,368.0,,,,482.7,,110.0,52.0,,,,166.7,,-206.0,,,,False,,False
47035,809,608.0,677.2,,,1561.9,,463.0,-201.0,-131.8,,,752.9,,-346.0,True,,,False,,False
47037,6646,9656.0,20696.3,,,4817.1,,1435.0,3010.0,14050.3,,,-1828.9,,-5211.0,False,,,True,,False
47039,360,312.0,,,,540.5,,113.0,-48.0,,,,180.5,,-247.0,,,,False,,False
47041,243,368.0,,,,175.8,,124.0,125.0,,,,-67.2,,-119.0,,,,True,,True
47043,644,792.0,1083.1,,,762.0,,344.0,148.0,439.1,,,118.0,,-300.0,False,,,True,,False
47045,875,752.0,,,,605.2,,254.0,-123.0,,,,-269.8,,-621.0,,,,False,,False
47047,568,560.0,,,,248.3,,228.0,-8.0,,,,-319.7,,-340.0,,,,False,,False
47049,551,152.0,,,,125.8,,163.0,-399.0,,,,-425.2,,-388.0,,,,False,,True
47051,704,432.0,,,,169.2,,365.0,-272.0,,,,-534.8,,-339.0,,,,False,,False
47053,1128,1144.0,,,,490.2,,433.0,16.0,,,,-637.8,,-695.0,,,,False,,False
47055,300,352.0,,,,550.9,,161.0,52.0,,,,250.9,,-139.0,,,,False,,False
47057,222,256.0,,,,439.9,,186.0,34.0,,,,217.9,,-36.0,,,,False,,False
47059,735,840.0,750.7,,,383.2,,696.0,105.0,15.7,,,-351.8,,-39.0,True,,,False,,True
47061,247,120.0,,,,89.0,,63.0,-127.0,,,,-158.0,,-184.0,,,,False,,False
47063,627,1400.0,2008.2,,,1174.7,,338.0,773.0,1381.2,,,547.7,,-289.0,False,,,True,,True
47065,3838,4104.0,11805.9,,,4724.4,,1216.0,266.0,7967.9,,,886.4,,-2622.0,False,,,False,,False
47067,35,48.0,,,,,,20.0,13.0,,,,,,-15.0,,,,,,False
47069,713,888.0,,,,1099.9,,52.0,175.0,,,,386.9,,-661.0,,,,False,,False
47071,640,544.0,,,,636.9,,161.0,-96.0,,,,-3.1,,-479.0,,,,True,,False
47073,415,1176.0,978.7,,,1607.8,,776.0,761.0,563.7,,,1192.8,,361.0,True,,,False,,True
47075,589,776.0,,,,1157.8,,163.0,187.0,,,,568.8,,-426.0,,,,False,,False
47077,660,1120.0,,,,916.5,,227.0,460.0,,,,256.5,,-433.0,,,,True,,True
47079,376,568.0,,,,175.2,,458.0,192.0,,,,-200.8,,82.0,,,,False,,True
47081,377,328.0,,,,106.1,,175.0,-49.0,,,,-270.9,,-202.0,,,,False,,False
47083,230,24.0,,,,46.7,,30.0,-206.0,,,,-183.3,,-200.0,,,,True,,True
47085,175,160.0,,,,121.1,,130.0,-15.0,,,,-53.9,,-45.0,,,,False,,False
47087,229,152.0,,,,257.8,,55.0,-77.0,,,,28.8,,-174.0,,,,True,,False
47089,652,632.0,1780.7,,,804.0,,336.0,-20.0,1128.7,,,152.0,,-316.0,False,,,False,,False
47091,503,992.0,,,,603.0,,346.0,489.0,,,,100.0,,-157.0,,,,True,,True
47093,5366,5320.0,15745.3,,,2966.6,,3196.0,-46.0,10379.3,,,-2399.4,,-2170.0,False,,,False,,False
47095,162,336.0,,,,98.2,,91.0,174.0,,,,-63.8,,-71.0,,,,True,,True
47097,564,552.0,,,,425.5,,160.0,-12.0,,,,-138.5,,-404.0,,,,False,,False
47099,600,736.0,,,,387.4,,324.0,136.0,,,,-212.6,,-276.0,,,,False,,False
47101,149,176.0,,,,,,162.0,27.0,,,,,,13.0,,,,,,True
47103,378,240.0,,,,86.3,,210.0,-138.0,,,,-291.7,,-168.0,,,,False,,False
47105,562,656.0,964.3,,,514.5,,339.0,94.0,402.3,,,-47.5,,-223.0,False,,,True,,False
47107,655,472.0,865.9,,,423.7,,221.0,-183.0,210.9,,,-231.3,,-434.0,False,,,False,,False
47109,583,496.0,,,,437.8,,195.0,-87.0,,,,-145.2,,-388.0,,,,False,,False
47111,257,192.0,,,,75.4,,24.0,-65.0,,,,-181.6,,-233.0,,,,False,,False
47113,2072,1608.0,,,,1054.3,,1106.0,-464.0,,,,-1017.7,,-966.0,,,,False,,False
47115,346,184.0,,,,143.5,,124.0,-162.0,,,,-202.5,,-222.0,,,,False,,False
47117,526,232.0,,,,141.3,,173.0,-294.0,,,,-384.7,,-353.0,,,,False,,False
47119,1275,1400.0,2286.3,,,2104.8,,633.0,125.0,1011.3,,,829.8,,-642.0,False,,,False,,False
47121,132,64.0,,,,205.0,,56.0,-68.0,,,,73.0,,-76.0,,,,False,,False
47123,694,528.0,,,,670.0,,413.0,-166.0,,,,-24.0,,-281.0,,,,True,,False
47125,1310,1800.0,5133.2,,,1029.6,,1109.0,490.0,3823.2,,,-280.4,,-201.0,False,,,True,,True
47127,134,144.0,,,,95.0,,72.0,10.0,,,,-39.0,,-62.0,,,,False,,False
47129,215,336.0,,,,262.8,,384.0,121.0,,,,47.8,,169.0,,,,True,,False
47131,749,1016.0,,,,830.8,,327.0,267.0,,,,81.8,,-422.0,,,,True,,False
47133,636,368.0,,,,194.9,,294.0,-268.0,,,,-441.1,,-342.0,,,,False,,False
47135,77,48.0,,,,8.6,,41.0,-29.0,,,,-68.4,,-36.0,,,,False,,False
47137,113,72.0,,,,,,51.0,-41.0,,,,,,-62.0,,,,,,False
47139,211,376.0,,,,217.5,,207.0,165.0,,,,6.5,,-4.0,,,,True,,True
47141,1795,1576.0,2529.0,,,1792.9,,300.0,-219.0,734.0,,,-2.1,,-1495.0,False,,,True,,False
47143,367,296.0,,,,643.8,,73.0,-71.0,,,,276.8,,-294.0,,,,False,,False
47145,492,912.0,674.4,,,966.0,,568.0,420.0,182.4,,,474.0,,76.0,True,,,False,,True
47147,744,944.0,767.8,,,1312.3,,214.0,200.0,23.8,,,568.3,,-530.0,True,,,False,,False
47149,3205,3712.0,7060.5,,,4697.1,,1111.0,507.0,3855.5,,,1492.1,,-2094.0,False,,,False,,False
47151,127,160.0,,,,32.6,,204.0,33.0,,,,-94.4,,77.0,,,,False,,False
47153,151,88.0,,,,217.6,,60.0,-63.0,,,,66.6,,-91.0,,,,False,,False
47155,889,1368.0,4704.6,,,894.7,,420.0,479.0,3815.6,,,5.7,,-469.0,False,,,True,,True
47157,8566,15160.0,34087.3,,,10298.5,,4929.0,6594.0,25521.3,,,1732.5,,-3637.0,False,,,True,,True
47159,346,680.0,,,,272.6,,170.0,334.0,,,,-73.4,,-176.0,,,,True,,True
47161,157,56.0,,,,61.8,,47.0,-101.0,,,,-95.2,,-110.0,,,,True,,False
47163,1391,1632.0,3711.6,,,1351.5,,1300.0,241.0,2320.6,,,-39.5,,-91.0,False,,,True,,True
47165,1612,2144.0,3721.9,,,1515.1,,616.0,532.0,2109.9,,,-96.9,,-996.0,False,,,True,,False
47167,690,808.0,539.9,,,697.2,,198.0,118.0,-150.1,,,7.2,,-492.0,False,,,True,,False
47169,103,80.0,,,,14.9,,30.0,-23.0,,,,-88.1,,-73.0,,,,False,,False
47171,139,200.0,,,,83.0,,104.0,61.0,,,,-56.0,,-35.0,,,,True,,True
47173,249,320.0,,,,195.4,,198.0,71.0,,,,-53.6,,-51.0,,,,True,,True
47175,138,32.0,,,,,,30.0,-106.0,,,,,,-108.0,,,,,,False
47177,613,912.0,,,,668.7,,393.0,299.0,,,,55.7,,-220.0,,,,True,,True
47179,1281,1856.0,1951.5,,,932.6,,1145.0,575.0,670.5,,,-348.4,,-136.0,False,,,True,,True
47181,1342,104.0,,,,200.2,,50.0,-1238.0,,,,-1141.8,,-1292.0,,,,True,,False
47183,839,1360.0,,,,2168.1,,585.0,521.0,,,,1329.1,,-254.0,,,,False,,True
47185,615,744.0,,,,699.7,,370.0,129.0,,,,84.7,,-245.0,,,,True,,False
47187,2068,2280.0,5047.7,,,903.1,,878.0,212.0,2979.7,,,-1164.9,,-1190.0,False,,,False,,False
47189,1413,1768.0,2592.7,,,1040.4,,599.0,355.0,1179.7,,,-372.6,,-814.0,False,,,False,,False
48001,1563,1544.0,3482.8,,,575.4,,57.0,-19.0,1919.8,,,-987.6,,-1506.0,False,,,False,,False
48003,160,336.0,,,,209.9,,137.0,176.0,,,,49.9,,-23.0,,,,True,,True
48005,393,1192.0,3560.8,,,1148.5,,648.0,799.0,3167.8,,,755.5,,255.0,False,,,True,,True
48007,165,152.0,,,,413.5,,145.0,-13.0,,,,248.5,,-20.0,,,,False,,False
48009,68,8.0,,,,,,42.0,-60.0,,,,,,-26.0,,,,,,True
48011,5,0.0,,,,0.7,,26.0,-5.0,,,,-4.3,,21.0,,,,True,,False
48013,743,256.0,702.7,,,129.5,,113.0,-487.0,-40.3,,,-613.5,,-630.0,True,,,False,,False
48015,279,136.0,,,,50.1,,126.0,-143.0,,,,-228.9,,-153.0,,,,False,,False
48017,58,104.0,,,,75.7,,33.0,46.0,,,,17.7,,-25.0,,,,True,,True
48019,72,64.0,,,,42.5,,79.0,-8.0,,,,-29.5,,7.0,,,,False,,True
48021,506,496.0,4328.1,,,2287.8,,342.0,-10.0,3822.1,,,1781.8,,-164.0,False,,,False,,False
48023,12,32.0,,,,30.7,,72.0,20.0,,,,18.7,,60.0,,,,True,,False
48025,831,4496.0,,,,2957.3,,408.0,3665.0,,,,2126.3,,-423.0,,,,True,,True
48027,1792,2680.0,7031.6,,,1498.3,,2173.0,888.0,5239.6,,,-293.7,,381.0,False,,,True,,True
48029,18198,13824.0,39912.3,,,4310.6,,9413.0,-4374.0,21714.3,,,-13887.4,,-8785.0,False,,,False,,False
48031,53,0.0,,,,56.3,,33.0,-53.0,,,,3.3,,-20.0,,,,True,,True
48033,1,0.0,,,,,,,-1.0,,,,,,,,,,,,
48035,190,288.0,,,,229.4,,223.0,98.0,,,,39.4,,33.0,,,,True,,True
48037,682,448.0,192.2,,,373.1,,226.0,-234.0,-489.8,,,-308.9,,-456.0,False,,,False,,False
48039,4355,5448.0,20355.3,,,4002.6,,2828.0,1093.0,16000.3,,,-352.4,,-1527.0,False,,,True,,False
48041,3868,1304.0,1600.3,,,684.6,,700.0,-2564.0,-2267.7,,,-3183.4,,-3168.0,True,,,False,,False
48043,35,56.0,,,,157.7,,20.0,21.0,,,,122.7,,-15.0,,,,False,,True
48045,3,8.0,,,,,,3.0,5.0,,,,,,0.0,,,,,,True
48047,226,112.0,,,,,,55.0,-114.0,,,,,,-171.0,,,,,,False
48049,295,320.0,,,,425.5,,167.0,25.0,,,,130.5,,-128.0,,,,False,,False
48051,117,72.0,,,,113.3,,51.0,-45.0,,,,-3.7,,-66.0,,,,True,,False
48053,240,80.0,,,,2367.2,,226.0,-160.0,,,,2127.2,,-14.0,,,,False,,True
48055,500,528.0,,,,343.9,,160.0,28.0,,,,-156.1,,-340.0,,,,False,,False
48057,295,728.0,,,,1146.5,,184.0,433.0,,,,851.5,,-111.0,,,,False,,True
48059,71,40.0,,,,31.1,,39.0,-31.0,,,,-39.9,,-32.0,,,,False,,False
48061,6656,42552.0,36076.9,,,32267.6,,3251.0,35896.0,29420.9,,,25611.6,,-3405.0,True,,,True,,True
48063,138,152.0,,,,125.7,,70.0,14.0,,,,-12.3,,-68.0,,,,True,,False
48065,16,16.0,,,,,,16.0,0.0,,,,,,0.0,,,,,,True
48067,213,168.0,,,,292.8,,186.0,-45.0,,,,79.8,,-27.0,,,,False,,True
48069,65,240.0,,,,145.6,,48.0,175.0,,,,80.6,,-17.0,,,,True,,True
48071,426,512.0,,,,246.3,,206.0,86.0,,,,-179.7,,-220.0,,,,False,,False
48073,464,2592.0,1891.4,,,1512.3,,673.0,2128.0,1427.4,,,1048.3,,209.0,True,,,True,,True
48075,38,48.0,,,,,,70.0,10.0,,,,,,32.0,,,,,,False
48077,54,48.0,,,,,,79.0,-6.0,,,,,,25.0,,,,,,False
48079,28,88.0,,,,,,64.0,60.0,,,,,,36.0,,,,,,True
48081,12,24.0,,,,,,26.0,12.0,,,,,,14.0,,,,,,False
48083,61,64.0,,,,,,171.0,3.0,,,,,,110.0,,,,,,False
48085,8109,8688.0,9338.1,,,4526.0,,6166.0,579.0,1229.1,,,-3583.0,,-1943.0,False,,,False,,False
48087,9,32.0,,,,11.8,,22.0,23.0,,,,2.8,,13.0,,,,True,,True
48089,231,288.0,,,,207.6,,122.0,57.0,,,,-23.4,,-109.0,,,,True,,False
48091,938,1176.0,2299.7,,,563.5,,711.0,238.0,1361.7,,,-374.5,,-227.0,False,,,False,,True
48093,173,0.0,,,,218.6,,0.0,-173.0,,,,45.6,,-173.0,,,,True,,False
48095,113,16.0,,,,,,17.0,-97.0,,,,,,-96.0,,,,,,True
48097,243,184.0,,,,315.1,,183.0,-59.0,,,,72.1,,-60.0,,,,False,,False
48099,1224,440.0,412.5,,,276.9,,361.0,-784.0,-811.5,,,-947.1,,-863.0,False,,,False,,False
48101,12,32.0,,,,,,28.0,20.0,,,,,,16.0,,,,,,True
48103,4,0.0,,,,14.4,,6.0,-4.0,,,,10.4,,2.0,,,,False,,True
48105,11,16.0,,,,109.2,,4.0,5.0,,,,98.2,,-7.0,,,,False,,False
48107,27,88.0,,,,118.1,,44.0,61.0,,,,91.1,,17.0,,,,False,,True
48109,39,16.0,,,,,,7.0,-23.0,,,,,,-32.0,,,,,,False
48111,72,88.0,,,,59.2,,22.0,16.0,,,,-12.8,,-50.0,,,,True,,False
48113,31366,25928.0,95875.5,,,7685.3,,12237.0,-5438.0,64509.5,,,-23680.7,,-19129.0,False,,,False,,False
48115,342,64.0,,,,14.2,,56.0,-278.0,,,,-327.8,,-286.0,,,,False,,False
48117,240,560.0,,,,336.4,,66.0,320.0,,,,96.4,,-174.0,,,,True,,True
48119,14,16.0,,,,,,20.0,2.0,,,,,,6.0,,,,,,False
48121,4843,6264.0,15574.2,,,4250.7,,5818.0,1421.0,10731.2,,,-592.3,,975.0,False,,,True,,True
48123,306,1296.0,,,,823.7,,123.0,990.0,,,,517.7,,-183.0,,,,True,,True
48125,45,8.0,,,,,,1.0,-37.0,,,,,,-44.0,,,,,,False
48127,108,208.0,,,,230.7,,127.0,100.0,,,,122.7,,19.0,,,,False,,True
48129,18,40.0,,,,37.2,,11.0,22.0,,,,19.2,,-7.0,,,,True,,True
48131,283,184.0,,,,965.4,,76.0,-99.0,,,,682.4,,-207.0,,,,False,,False
48133,135,176.0,,,,198.5,,267.0,41.0,,,,63.5,,132.0,,,,False,,False
48135,1434,1952.0,5346.4,,,4022.4,,941.0,518.0,3912.4,,,2588.4,,-493.0,False,,,False,,True
48137,39,32.0,,,,,,13.0,-7.0,,,,,,-26.0,,,,,,False
48139,1639,3064.0,7550.7,,,2035.1,,1230.0,1425.0,5911.7,,,396.1,,-409.0,False,,,True,,True
48141,9166,13040.0,19863.2,,,7889.5,,5194.0,3874.0,10697.2,,,-1276.5,,-3972.0,False,,,True,,False
48143,376,520.0,,,,152.3,,334.0,144.0,,,,-223.7,,-42.0,,,,False,,True
48145,182,120.0,,,,530.4,,85.0,-62.0,,,,348.4,,-97.0,,,,False,,False
48147,501,256.0,,,,179.1,,217.0,-245.0,,,,-321.9,,-284.0,,,,False,,False
48149,244,88.0,,,,250.1,,85.0,-156.0,,,,6.1,,-159.0,,,,True,,False
48151,40,32.0,,,,,,14.0,-8.0,,,,,,-26.0,,,,,,False
48153,25,48.0,,,,56.7,,36.0,23.0,,,,31.7,,11.0,,,,False,,True
48155,16,0.0,,,,,,0.0,-16.0,,,,,,-16.0,,,,,,False
48157,7070,19608.0,9381.4,,,9592.0,,10665.0,12538.0,2311.4,,,2522.0,,3595.0,True,,,True,,True
48159,44,64.0,,,,101.7,,47.0,20.0,,,,57.7,,3.0,,,,False,,True
48161,272,144.0,,,,150.8,,85.0,-128.0,,,,-121.2,,-187.0,,,,True,,False
48163,473,296.0,,,,164.8,,95.0,-177.0,,,,-308.2,,-378.0,,,,False,,False
48165,210,232.0,,,,157.8,,339.0,22.0,,,,-52.2,,129.0,,,,False,,False
48167,2381,5240.0,4903.6,,,2483.9,,1295.0,2859.0,2522.6,,,102.9,,-1086.0,True,,,True,,True
48169,7,16.0,,,,92.8,,15.0,9.0,,,,85.8,,8.0,,,,False,,True
48171,146,32.0,,,,604.7,,47.0,-114.0,,,,458.7,,-99.0,,,,False,,True
48173,3,0.0,,,,2.2,,0.0,-3.0,,,,-0.8,,-3.0,,,,True,,False
48175,67,96.0,,,,160.7,,53.0,29.0,,,,93.7,,-14.0,,,,False,,True
48177,383,528.0,,,,1132.7,,79.0,145.0,,,,749.7,,-304.0,,,,False,,False
48179,118,256.0,,,,194.9,,211.0,138.0,,,,76.9,,93.0,,,,True,,True
48181,846,904.0,2200.7,,,803.0,,613.0,58.0,1354.7,,,-43.0,,-233.0,False,,,True,,False
48183,875,824.0,2723.0,,,713.8,,512.0,-51.0,1848.0,,,-161.2,,-363.0,False,,,False,,False
48185,250,280.0,,,,181.6,,54.0,30.0,,,,-68.4,,-196.0,,,,False,,False
48187,1975,656.0,2253.4,,,285.5,,429.0,-1319.0,278.4,,,-1689.5,,-1546.0,True,,,False,,False
48189,655,800.0,,,,896.3,,78.0,145.0,,,,241.3,,-577.0,,,,False,,False
48191,25,24.0,,,,28.3,,27.0,-1.0,,,,3.3,,2.0,,,,False,,False
48193,76,216.0,,,,230.3,,110.0,140.0,,,,154.3,,34.0,,,,False,,True
48195,72,112.0,,,,77.8,,61.0,40.0,,,,5.8,,-11.0,,,,True,,True
48197,12,24.0,,,,,,28.0,12.0,,,,,,16.0,,,,,,False
48199,551,1296.0,2329.9,,,794.5,,570.0,745.0,1778.9,,,243.5,,19.0,False,,,True,,True
48201,62698,77752.0,190771.5,,,27409.7,,38315.0,15054.0,128073.5,,,-35288.3,,-24383.0,False,,,False,,False
48203,232,576.0,555.8,,,497.5,,334.0,344.0,323.8,,,265.5,,102.0,True,,,True,,True
48205,56,24.0,,,,166.3,,12.0,-32.0,,,,110.3,,-44.0,,,,False,,False
48207,32,56.0,,,,,,37.0,24.0,,,,,,5.0,,,,,,True
48209,939,5720.0,10074.4,,,2048.6,,1128.0,4781.0,9135.4,,,1109.6,,189.0,False,,,True,,True
